age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
27.0,technician,single,tertiary,no,401,no,no,cellular,6,aug,218.0,3,93,2,success,yes
29.0,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136.0,1,291,2,success,yes
30.0,management,single,tertiary,no,297,no,no,cellular,8,nov,188.0,1,-1,0,unknown,yes
22.0,admin.,single,secondary,no,33,no,no,cellular,12,feb,,1,-1,0,unknown,yes
39.0,services,married,secondary,no,1179,no,no,cellular,25,may,284.0,1,-1,0,unknown,yes
35.0,management,single,tertiary,no,471,no,no,cellular,5,jun,276.0,2,-1,0,unknown,yes
61.0,retired,married,secondary,no,938,no,no,cellular,15,jul,392.0,2,183,3,success,yes
33.0,technician,single,tertiary,no,1636,yes,no,,27,feb,165.0,1,-1,0,unknown,yes
42.0,management,divorced,tertiary,no,1243,no,no,cellular,26,aug,1000.0,4,-1,0,unknown,yes
30.0,admin.,single,tertiary,no,0,yes,no,,4,feb,730.0,2,-1,0,unknown,yes
51.0,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,,1,365,9,other,yes
25.0,services,single,unknown,no,2022,no,no,cellular,29,jul,,8,97,12,other,yes
44.0,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444.0,1,99,1,failure,yes
34.0,admin.,married,secondary,no,869,no,no,unknown,6,may,,1,-1,0,unknown,yes
28.0,management,single,tertiary,no,3611,no,no,cellular,26,feb,141.0,2,-1,0,unknown,yes
61.0,retired,divorced,primary,no,3624,no,no,cellular,25,nov,342.0,1,-1,0,unknown,yes
21.0,student,single,secondary,no,2488,no,no,,30,jun,,6,169,3,success,yes
53.0,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890.0,1,-1,0,unknown,yes
46.0,services,married,secondary,no,4,no,no,cellular,30,apr,268.0,1,261,5,other,yes
52.0,technician,married,tertiary,no,2557,no,no,cellular,28,jan,134.0,5,204,2,success,yes
56.0,management,married,tertiary,no,1390,yes,no,cellular,18,nov,543.0,1,-1,0,unknown,yes
36.0,technician,single,secondary,no,1228,yes,no,cellular,4,may,303.0,3,-1,0,unknown,yes
30.0,admin.,married,secondary,no,1265,yes,yes,unknown,26,may,414.0,2,-1,0,unknown,yes
41.0,admin.,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300.0,6,182,2,success,yes
33.0,management,single,tertiary,no,816,yes,no,cellular,11,oct,383.0,2,503,2,failure,yes
28.0,student,single,tertiary,no,0,no,no,cellular,28,sep,294.0,2,105,7,other,yes
54.0,technician,single,tertiary,no,118,no,no,cellular,5,apr,280.0,1,-1,0,unknown,yes
50.0,management,married,secondary,no,1165,no,no,,16,jul,,1,-1,0,unknown,yes
58.0,technician,married,secondary,no,99,no,no,telephone,22,sep,396.0,2,-1,0,unknown,yes
33.0,services,married,secondary,no,1697,no,no,cellular,4,may,489.0,1,182,1,success,yes
36.0,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629.0,1,173,1,failure,yes
51.0,technician,married,tertiary,no,0,no,no,cellular,2,mar,,2,-1,0,unknown,yes
35.0,technician,single,tertiary,no,5301,no,no,cellular,21,nov,,2,-1,0,unknown,yes
35.0,management,single,tertiary,no,7918,no,no,cellular,7,sep,497.0,1,-1,0,unknown,yes
34.0,technician,married,secondary,no,1,no,no,cellular,28,aug,535.0,2,-1,0,unknown,yes
45.0,management,married,tertiary,no,160,no,no,cellular,30,apr,619.0,1,-1,0,unknown,yes
24.0,services,single,secondary,no,414,yes,no,cellular,18,may,493.0,1,370,1,other,yes
45.0,unknown,married,tertiary,no,406,no,no,cellular,7,sep,314.0,1,-1,0,unknown,yes
42.0,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331.0,1,140,4,failure,yes
30.0,technician,single,tertiary,no,655,no,no,cellular,6,oct,384.0,2,-1,0,unknown,yes
60.0,retired,divorced,secondary,no,514,no,no,cellular,16,mar,263.0,1,124,9,other,yes
40.0,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218.0,2,242,9,failure,yes
25.0,blue-collar,married,secondary,no,0,no,yes,cellular,15,jul,1424.0,4,-1,0,unknown,yes
48.0,management,married,secondary,no,2892,no,no,cellular,7,jul,407.0,1,385,1,success,yes
28.0,admin.,single,secondary,no,762,no,no,cellular,18,sep,115.0,3,-1,0,unknown,yes
55.0,management,divorced,tertiary,no,2037,no,no,cellular,2,nov,209.0,2,273,1,failure,yes
47.0,management,single,tertiary,no,255,no,yes,cellular,30,jul,802.0,4,-1,0,unknown,yes
32.0,student,married,secondary,no,1536,no,no,cellular,7,aug,289.0,2,-1,0,unknown,yes
55.0,technician,divorced,tertiary,no,0,no,no,cellular,18,aug,237.0,1,-1,0,unknown,yes
27.0,technician,single,secondary,no,2,yes,yes,cellular,6,may,554.0,2,356,1,failure,yes
42.0,management,married,tertiary,no,1435,yes,no,cellular,7,may,1148.0,1,-1,0,unknown,yes
47.0,technician,married,secondary,no,1219,no,no,cellular,18,aug,697.0,4,-1,0,unknown,yes
36.0,entrepreneur,married,secondary,no,2971,no,no,cellular,12,nov,,1,97,8,failure,yes
64.0,retired,married,primary,no,440,no,no,cellular,6,feb,495.0,1,-1,0,unknown,yes
34.0,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164.0,5,92,6,success,yes
72.0,admin.,married,primary,no,2321,no,no,cellular,14,sep,221.0,2,64,12,failure,yes
27.0,student,single,secondary,no,213,no,no,cellular,27,mar,378.0,1,-1,0,unknown,yes
54.0,services,divorced,secondary,no,0,no,no,,18,mar,362.0,1,290,3,success,yes
19.0,student,single,unknown,no,108,no,no,cellular,10,aug,168.0,1,182,2,success,yes
33.0,admin.,married,secondary,no,920,no,no,cellular,30,apr,344.0,1,-1,0,unknown,yes
36.0,admin.,married,secondary,no,1031,no,no,cellular,17,jun,,4,-1,0,unknown,yes
26.0,student,single,tertiary,no,294,no,no,cellular,5,mar,87.0,1,91,2,success,yes
,admin.,divorced,secondary,no,527,no,yes,cellular,22,oct,181.0,1,185,1,success,yes
24.0,management,single,tertiary,no,1030,no,no,cellular,4,mar,396.0,2,-1,0,unknown,yes
28.0,self-employed,single,tertiary,no,2503,no,no,cellular,25,may,426.0,1,-1,0,unknown,yes
58.0,unknown,married,unknown,no,1547,no,no,telephone,5,aug,1186.0,4,-1,0,unknown,yes
59.0,management,married,tertiary,no,1,yes,no,cellular,29,apr,210.0,1,-1,0,unknown,yes
46.0,technician,married,secondary,no,1167,yes,no,cellular,21,nov,1540.0,2,-1,0,unknown,yes
49.0,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152.0,2,-1,0,unknown,yes
45.0,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878.0,2,-1,0,unknown,yes
32.0,management,single,tertiary,no,3283,no,no,cellular,12,aug,623.0,2,191,2,success,yes
46.0,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720.0,1,-1,0,unknown,yes
29.0,management,single,tertiary,no,1170,no,no,cellular,20,apr,453.0,1,-1,0,unknown,yes
30.0,management,single,secondary,no,4642,yes,no,cellular,21,nov,528.0,1,-1,0,unknown,yes
31.0,self-employed,married,tertiary,no,2666,no,no,cellular,10,nov,318.0,2,97,6,success,yes
31.0,management,married,tertiary,no,792,no,no,cellular,20,aug,763.0,14,-1,0,unknown,yes
33.0,blue-collar,single,primary,no,127,yes,no,unknown,29,may,1059.0,2,-1,0,unknown,yes
49.0,services,divorced,secondary,no,0,no,no,cellular,28,jul,412.0,2,-1,0,unknown,yes
30.0,admin.,married,secondary,no,0,no,no,cellular,1,jun,,1,-1,0,unknown,yes
29.0,self-employed,single,tertiary,no,121,yes,no,,30,may,1500.0,2,-1,0,unknown,yes
44.0,services,single,secondary,no,618,no,no,cellular,12,may,193.0,1,-1,0,unknown,yes
34.0,blue-collar,married,secondary,no,2495,yes,no,unknown,23,may,924.0,1,-1,0,unknown,yes
62.0,retired,married,secondary,no,569,no,no,cellular,4,feb,94.0,5,184,1,success,yes
58.0,management,married,tertiary,no,473,no,no,cellular,18,feb,,1,262,1,success,yes
60.0,management,married,tertiary,no,474,no,no,cellular,31,aug,415.0,5,186,3,other,yes
62.0,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227.0,2,-1,0,unknown,yes
53.0,admin.,married,secondary,no,1796,no,no,telephone,15,dec,,1,193,1,failure,yes
32.0,management,single,tertiary,no,520,no,no,cellular,3,feb,,2,-1,0,unknown,yes
39.0,blue-collar,married,primary,no,118,no,no,cellular,3,feb,906.0,1,-1,0,unknown,yes
58.0,management,married,tertiary,no,3342,no,no,cellular,5,feb,344.0,5,-1,0,unknown,yes
38.0,admin.,single,secondary,no,3239,no,no,unknown,5,jun,817.0,2,-1,0,unknown,yes
56.0,technician,married,secondary,no,23,no,no,,20,nov,857.0,3,-1,0,unknown,yes
52.0,management,married,tertiary,no,40,no,no,,19,nov,1265.0,3,-1,0,unknown,yes
45.0,management,married,tertiary,no,226,yes,no,cellular,13,aug,177.0,6,179,10,success,yes
28.0,management,single,tertiary,no,939,yes,no,unknown,27,may,740.0,1,-1,0,unknown,yes
29.0,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574.0,1,-1,0,unknown,yes
29.0,blue-collar,married,secondary,no,940,yes,yes,cellular,15,may,382.0,1,-1,0,unknown,yes
60.0,blue-collar,married,primary,no,5,no,no,cellular,29,jan,533.0,1,92,1,success,yes
31.0,management,married,secondary,no,0,no,no,cellular,11,aug,720.0,1,-1,0,unknown,yes
31.0,services,married,secondary,no,447,no,no,cellular,4,jun,327.0,3,77,3,success,yes
57.0,technician,divorced,tertiary,no,126,no,no,telephone,4,jun,166.0,2,-1,0,unknown,yes
25.0,technician,single,secondary,no,4718,no,no,cellular,24,jul,709.0,1,-1,0,unknown,yes
27.0,management,single,secondary,no,843,no,no,cellular,8,jan,187.0,1,-1,0,unknown,yes
24.0,blue-collar,married,primary,no,656,yes,no,unknown,16,may,894.0,1,-1,0,unknown,yes
39.0,services,single,secondary,no,91,no,no,cellular,3,sep,,1,185,1,success,yes
27.0,services,married,secondary,no,0,yes,no,cellular,22,jul,,13,-1,0,unknown,yes
24.0,self-employed,single,tertiary,no,2984,yes,no,unknown,27,may,935.0,1,-1,0,unknown,yes
56.0,management,married,primary,no,870,no,no,,16,nov,257.0,1,-1,0,unknown,yes
33.0,admin.,single,tertiary,no,7608,no,no,cellular,30,mar,238.0,4,-1,0,unknown,yes
38.0,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318.0,1,95,7,success,yes
34.0,admin.,married,secondary,no,247,no,no,cellular,8,oct,401.0,2,-1,0,unknown,yes
45.0,blue-collar,married,secondary,no,154,yes,no,unknown,7,may,1138.0,1,-1,0,unknown,yes
35.0,management,married,tertiary,no,1731,no,no,cellular,31,jul,361.0,4,-1,0,unknown,yes
52.0,management,married,tertiary,no,3634,no,no,cellular,8,feb,,8,-1,0,unknown,yes
38.0,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,,3,251,2,success,yes
23.0,technician,single,tertiary,no,1129,yes,no,unknown,28,may,806.0,1,-1,0,unknown,yes
,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,oct,576.0,1,183,4,success,yes
36.0,technician,single,secondary,no,12264,no,no,cellular,12,apr,158.0,2,-1,0,unknown,yes
33.0,services,married,secondary,no,478,no,no,cellular,30,apr,475.0,2,-1,0,unknown,yes
43.0,management,single,tertiary,no,2081,no,no,cellular,22,oct,554.0,3,-1,0,unknown,yes
41.0,technician,married,secondary,no,965,no,no,cellular,22,aug,,10,-1,0,unknown,yes
46.0,technician,married,secondary,no,332,yes,no,,9,may,772.0,1,-1,0,unknown,yes
60.0,housemaid,married,primary,no,1163,no,no,cellular,30,apr,470.0,8,-1,0,unknown,yes
40.0,unemployed,married,secondary,no,1960,yes,no,unknown,2,jun,605.0,6,-1,0,unknown,yes
33.0,admin.,divorced,secondary,no,294,yes,no,cellular,8,may,,1,-1,0,unknown,yes
35.0,self-employed,married,secondary,no,188,yes,yes,unknown,5,jun,1865.0,2,-1,0,unknown,yes
36.0,management,married,tertiary,no,254,no,no,cellular,3,feb,303.0,2,-1,0,unknown,yes
28.0,student,single,secondary,no,1377,yes,no,cellular,14,may,688.0,2,-1,0,unknown,yes
60.0,retired,married,secondary,no,523,no,no,cellular,13,aug,192.0,3,-1,0,unknown,yes
47.0,management,married,tertiary,no,600,no,no,cellular,19,aug,,15,-1,0,unknown,yes
35.0,student,married,tertiary,no,387,yes,no,cellular,8,may,1024.0,3,347,3,failure,yes
53.0,admin.,married,secondary,no,849,yes,no,cellular,6,feb,3102.0,3,-1,0,unknown,yes
39.0,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543.0,1,170,4,other,yes
46.0,services,married,secondary,no,273,no,no,cellular,22,aug,,2,-1,0,unknown,yes
34.0,management,married,tertiary,no,0,yes,no,cellular,30,apr,300.0,1,86,1,success,yes
58.0,retired,divorced,primary,no,2538,yes,no,cellular,19,nov,,2,111,6,failure,yes
34.0,technician,married,secondary,no,133,no,no,,15,nov,,2,187,5,success,yes
33.0,admin.,single,tertiary,no,146,no,no,,22,oct,380.0,1,91,3,success,yes
42.0,technician,single,unknown,no,11115,no,no,cellular,30,apr,328.0,1,-1,0,unknown,yes
32.0,services,single,secondary,no,486,no,no,cellular,29,jan,1181.0,1,-1,0,unknown,yes
47.0,management,single,tertiary,no,159,no,no,telephone,29,oct,220.0,3,155,3,other,yes
35.0,blue-collar,married,unknown,no,1201,no,no,unknown,18,jun,,1,-1,0,unknown,yes
77.0,retired,married,primary,no,2590,no,no,,13,nov,212.0,3,277,12,failure,yes
62.0,retired,married,unknown,no,800,no,no,cellular,17,feb,737.0,1,-1,0,unknown,yes
62.0,self-employed,divorced,secondary,no,0,yes,no,cellular,20,aug,158.0,1,-1,0,unknown,yes
38.0,management,married,tertiary,no,385,yes,no,telephone,28,oct,154.0,1,-1,0,unknown,yes
37.0,management,married,tertiary,no,238,no,no,cellular,3,feb,185.0,1,92,1,success,yes
38.0,management,married,tertiary,no,238,no,no,cellular,4,aug,139.0,1,92,3,failure,yes
31.0,management,married,tertiary,no,1812,no,no,cellular,30,apr,461.0,1,-1,0,unknown,yes
38.0,management,married,tertiary,no,413,no,no,cellular,13,oct,252.0,2,183,3,success,yes
31.0,blue-collar,married,secondary,no,152,yes,yes,cellular,8,jul,831.0,1,-1,0,unknown,yes
34.0,blue-collar,married,primary,no,1031,yes,no,,29,may,751.0,3,-1,0,unknown,yes
33.0,management,single,tertiary,no,3143,no,no,cellular,29,jun,421.0,2,-1,0,unknown,yes
38.0,management,married,tertiary,no,613,no,no,cellular,3,feb,239.0,1,-1,0,unknown,yes
28.0,services,single,secondary,no,168,no,no,cellular,12,jan,387.0,1,194,1,other,yes
67.0,retired,single,tertiary,no,2144,no,no,telephone,21,apr,847.0,2,-1,0,unknown,yes
31.0,management,married,tertiary,no,1331,no,no,cellular,30,apr,297.0,1,86,3,success,yes
49.0,technician,married,tertiary,no,2611,no,no,cellular,20,apr,194.0,2,-1,0,unknown,yes
53.0,technician,single,secondary,no,925,no,no,cellular,25,aug,930.0,3,-1,0,unknown,yes
31.0,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997.0,1,57,2,failure,yes
60.0,technician,divorced,secondary,no,367,no,no,cellular,16,aug,318.0,2,-1,0,unknown,yes
30.0,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528.0,3,-1,0,unknown,yes
38.0,admin.,married,secondary,no,47,yes,no,cellular,4,may,288.0,5,-1,0,unknown,yes
49.0,blue-collar,married,secondary,no,1946,no,no,cellular,16,jul,,1,-1,0,unknown,yes
40.0,technician,married,secondary,no,2266,no,no,,16,oct,447.0,1,147,5,failure,yes
34.0,technician,single,tertiary,no,992,yes,no,,5,feb,71.0,2,-1,0,unknown,yes
35.0,management,single,tertiary,no,3544,yes,no,cellular,8,jun,380.0,1,-1,0,unknown,yes
33.0,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141.0,4,-1,0,unknown,yes
34.0,management,single,unknown,no,6013,yes,no,cellular,18,may,612.0,1,-1,0,unknown,yes
28.0,housemaid,single,tertiary,no,19,no,no,cellular,17,apr,149.0,1,-1,0,unknown,yes
27.0,blue-collar,single,primary,no,232,yes,no,cellular,26,oct,701.0,2,-1,0,unknown,yes
22.0,unemployed,single,tertiary,no,993,no,no,,28,jul,115.0,3,93,1,other,yes
27.0,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159.0,1,87,3,success,yes
34.0,technician,married,tertiary,no,127,no,no,cellular,3,jun,117.0,1,-1,0,unknown,yes
62.0,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134.0,2,184,1,success,yes
36.0,blue-collar,married,secondary,no,324,yes,yes,cellular,16,jul,830.0,1,-1,0,unknown,yes
47.0,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349.0,1,-1,0,unknown,yes
32.0,admin.,married,secondary,no,0,yes,no,,30,apr,177.0,2,-1,0,unknown,yes
33.0,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261.0,1,345,1,failure,yes
27.0,technician,single,tertiary,no,11862,no,no,cellular,25,nov,285.0,2,97,7,success,yes
35.0,management,married,tertiary,no,323,no,no,cellular,11,jan,261.0,2,-1,0,unknown,yes
47.0,housemaid,married,secondary,no,3940,yes,no,cellular,5,aug,226.0,3,97,2,failure,yes
57.0,management,divorced,tertiary,no,8897,yes,no,cellular,12,aug,865.0,2,-1,0,unknown,yes
26.0,technician,single,secondary,no,2002,no,no,cellular,29,jan,146.0,1,-1,0,unknown,yes
46.0,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263.0,2,-1,0,unknown,yes
58.0,services,married,primary,no,2946,yes,no,cellular,14,may,467.0,1,-1,0,unknown,yes
43.0,services,married,tertiary,no,4216,no,no,cellular,24,dec,,2,195,2,success,yes
49.0,services,married,primary,no,0,yes,no,cellular,6,may,445.0,2,166,3,failure,yes
34.0,technician,married,tertiary,no,23076,no,no,,26,may,243.0,2,35,6,other,yes
28.0,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981.0,5,269,2,failure,yes
33.0,blue-collar,married,primary,no,5,yes,no,,17,apr,,2,-1,0,unknown,yes
25.0,student,single,secondary,no,4147,no,no,cellular,14,aug,211.0,3,-1,0,unknown,yes
26.0,services,single,tertiary,no,0,no,yes,telephone,1,jul,261.0,4,-1,0,unknown,yes
32.0,admin.,single,secondary,no,131,yes,no,cellular,22,jun,522.0,1,183,2,success,yes
29.0,management,married,secondary,no,231,no,no,cellular,14,may,1075.0,1,14,1,failure,yes
30.0,management,single,tertiary,no,720,no,no,cellular,15,jan,1265.0,4,210,4,other,yes
23.0,technician,single,secondary,no,598,no,no,cellular,11,nov,406.0,1,195,1,failure,yes
41.0,technician,married,secondary,no,1819,no,no,cellular,22,sep,397.0,1,371,3,failure,yes
66.0,management,married,secondary,no,587,no,no,,12,may,457.0,2,392,2,success,yes
62.0,retired,married,secondary,no,1495,no,no,cellular,13,oct,896.0,1,57,2,success,yes
28.0,self-employed,single,tertiary,no,442,no,no,,19,jun,,3,95,3,other,yes
33.0,management,married,tertiary,no,271,yes,no,cellular,13,nov,,2,91,2,success,yes
77.0,retired,married,primary,no,29340,no,no,cellular,15,mar,257.0,1,91,2,other,yes
54.0,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240.0,1,162,2,failure,yes
50.0,management,married,tertiary,no,2366,no,no,cellular,28,jan,816.0,2,149,1,other,yes
31.0,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654.0,2,-1,0,unknown,yes
45.0,management,single,tertiary,no,1411,no,no,cellular,7,sep,800.0,2,102,3,failure,yes
30.0,management,single,tertiary,no,617,no,no,cellular,27,feb,192.0,2,-1,0,unknown,yes
40.0,technician,divorced,tertiary,no,4736,yes,no,cellular,11,feb,285.0,2,-1,0,unknown,yes
67.0,retired,married,unknown,no,2540,no,no,telephone,14,sep,279.0,3,92,9,success,yes
39.0,services,single,secondary,no,403,yes,no,cellular,7,may,1262.0,3,-1,0,unknown,yes
20.0,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498.0,1,-1,0,unknown,yes
31.0,management,married,tertiary,no,131,no,no,cellular,18,feb,332.0,2,-1,0,unknown,yes
31.0,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,1034.0,2,-1,0,unknown,yes
33.0,management,married,tertiary,no,273,yes,no,unknown,16,may,,1,-1,0,unknown,yes
45.0,blue-collar,married,primary,no,101,yes,no,unknown,12,may,,5,-1,0,unknown,yes
45.0,admin.,married,secondary,no,0,no,yes,,15,jul,533.0,3,-1,0,unknown,yes
,technician,single,secondary,no,2544,no,no,cellular,15,jul,252.0,1,184,3,success,yes
33.0,technician,married,tertiary,no,1699,no,no,cellular,6,nov,,2,94,1,success,yes
41.0,blue-collar,married,secondary,no,2689,yes,no,,15,apr,135.0,1,-1,0,unknown,yes
31.0,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688.0,2,-1,0,unknown,yes
50.0,housemaid,married,secondary,no,388,no,no,cellular,11,mar,203.0,2,-1,0,unknown,yes
56.0,retired,married,secondary,no,393,no,yes,cellular,26,jul,183.0,1,221,2,failure,yes
28.0,student,single,secondary,no,69,no,no,cellular,30,jan,532.0,2,-1,0,unknown,yes
35.0,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,,2,141,3,failure,yes
30.0,services,single,secondary,yes,-366,yes,no,cellular,18,jul,516.0,1,-1,0,unknown,yes
64.0,retired,married,secondary,no,466,yes,no,,18,oct,526.0,1,-1,0,unknown,yes
32.0,student,single,tertiary,no,64,no,no,cellular,30,jun,598.0,4,105,5,failure,yes
29.0,blue-collar,married,secondary,no,580,yes,yes,cellular,17,apr,1311.0,2,-1,0,unknown,yes
29.0,management,single,secondary,no,3317,no,yes,,4,may,640.0,7,-1,0,unknown,yes
51.0,blue-collar,married,secondary,no,955,no,yes,cellular,17,dec,221.0,3,-1,0,unknown,yes
40.0,housemaid,single,tertiary,no,7441,no,no,cellular,31,jul,1461.0,6,-1,0,unknown,yes
,technician,married,tertiary,no,377,yes,no,unknown,19,jun,,3,-1,0,unknown,yes
36.0,admin.,single,tertiary,no,994,no,no,cellular,6,may,211.0,1,90,6,success,yes
31.0,blue-collar,married,secondary,no,1766,no,yes,cellular,5,jun,166.0,2,-1,0,unknown,yes
43.0,services,married,secondary,no,-236,yes,no,cellular,28,jul,745.0,7,-1,0,unknown,yes
42.0,services,married,secondary,no,774,no,no,cellular,28,jan,997.0,1,-1,0,unknown,yes
46.0,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127.0,11,-1,0,unknown,yes
34.0,technician,married,tertiary,no,149,no,no,cellular,22,aug,739.0,2,-1,0,unknown,yes
52.0,blue-collar,married,secondary,no,1405,no,yes,cellular,17,jul,753.0,2,-1,0,unknown,yes
47.0,admin.,married,secondary,no,290,yes,no,cellular,22,jul,1352.0,2,-1,0,unknown,yes
40.0,student,single,secondary,no,595,yes,no,cellular,3,jun,406.0,2,-1,0,unknown,yes
26.0,student,single,secondary,no,4613,no,no,cellular,28,may,663.0,3,196,2,other,yes
45.0,technician,married,secondary,no,0,yes,no,,7,dec,344.0,1,-1,0,unknown,yes
55.0,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,261.0,1,264,1,failure,yes
42.0,unemployed,married,tertiary,no,576,no,no,cellular,3,jun,447.0,2,96,1,success,yes
40.0,management,single,tertiary,no,3840,yes,no,cellular,24,sep,232.0,2,409,2,success,yes
43.0,technician,married,secondary,no,1358,no,no,cellular,10,mar,159.0,3,-1,0,unknown,yes
26.0,student,single,tertiary,no,5169,yes,no,cellular,25,may,397.0,1,35,2,failure,yes
31.0,blue-collar,married,secondary,no,0,yes,no,unknown,10,aug,97.0,1,782,1,other,yes
31.0,management,single,tertiary,no,533,no,no,cellular,11,feb,144.0,1,91,9,success,yes
29.0,services,single,tertiary,no,1788,no,no,cellular,27,oct,353.0,1,-1,0,unknown,yes
44.0,self-employed,divorced,tertiary,no,1070,yes,no,cellular,12,aug,137.0,2,104,3,success,yes
35.0,management,single,tertiary,no,80,no,no,cellular,4,sep,434.0,2,94,1,other,yes
36.0,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207.0,1,-1,0,unknown,yes
30.0,admin.,single,secondary,no,1309,no,no,cellular,28,jan,622.0,1,-1,0,unknown,yes
48.0,management,married,tertiary,no,0,no,yes,cellular,19,feb,204.0,4,182,1,success,yes
33.0,management,single,unknown,no,1534,yes,no,,11,jul,1041.0,2,-1,0,unknown,yes
36.0,management,married,tertiary,no,535,no,no,cellular,20,apr,150.0,2,-1,0,unknown,yes
46.0,admin.,married,secondary,no,368,no,no,cellular,20,aug,293.0,1,90,4,other,yes
35.0,unemployed,single,tertiary,no,415,no,no,,4,may,164.0,2,89,2,success,yes
46.0,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148.0,2,101,1,success,yes
32.0,admin.,married,secondary,no,35,no,no,cellular,17,dec,324.0,3,126,3,success,yes
46.0,services,married,secondary,no,2948,no,no,cellular,21,nov,893.0,1,-1,0,unknown,yes
54.0,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,,2,-1,0,unknown,yes
36.0,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293.0,1,181,2,other,yes
29.0,admin.,single,secondary,no,306,yes,no,cellular,18,may,774.0,4,-1,0,unknown,yes
58.0,management,married,secondary,no,-382,no,no,cellular,31,jul,644.0,12,-1,0,unknown,yes
35.0,admin.,divorced,secondary,no,1224,yes,no,cellular,3,nov,187.0,1,-1,0,unknown,yes
30.0,management,single,tertiary,no,5359,no,no,cellular,27,may,119.0,1,98,1,success,yes
31.0,technician,married,tertiary,no,2166,no,no,cellular,13,jul,577.0,6,182,2,success,yes
35.0,management,married,tertiary,no,925,no,no,cellular,8,jun,200.0,4,-1,0,unknown,yes
36.0,management,married,tertiary,no,495,no,no,cellular,5,aug,157.0,3,97,2,success,yes
34.0,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161.0,1,209,2,failure,yes
28.0,student,single,secondary,no,1925,no,no,,25,may,,1,88,4,failure,yes
23.0,services,single,secondary,no,279,yes,no,cellular,18,may,843.0,1,370,1,failure,yes
46.0,blue-collar,married,unknown,no,842,yes,no,telephone,8,may,833.0,1,-1,0,unknown,yes
33.0,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579.0,2,-1,0,unknown,yes
25.0,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600.0,4,332,4,other,yes
43.0,blue-collar,married,primary,no,3917,no,no,cellular,2,mar,154.0,1,-1,0,unknown,yes
38.0,technician,single,secondary,no,1711,no,no,telephone,30,sep,234.0,1,-1,0,unknown,yes
62.0,retired,married,secondary,no,298,no,no,cellular,17,nov,709.0,2,-1,0,unknown,yes
33.0,unknown,married,secondary,no,335,no,no,cellular,4,feb,891.0,2,177,7,failure,yes
53.0,management,married,unknown,no,2240,yes,no,cellular,2,jun,282.0,2,385,1,success,yes
38.0,technician,married,secondary,no,1478,no,no,cellular,12,aug,926.0,4,-1,0,unknown,yes
32.0,entrepreneur,married,secondary,no,390,no,no,cellular,6,sep,440.0,1,280,1,failure,yes
24.0,student,single,secondary,no,1234,no,no,cellular,21,jul,314.0,1,156,2,success,yes
26.0,management,single,tertiary,no,3704,no,no,cellular,19,aug,238.0,4,-1,0,unknown,yes
55.0,blue-collar,married,unknown,no,890,no,no,cellular,22,aug,1329.0,2,-1,0,unknown,yes
47.0,management,married,tertiary,no,3663,no,no,cellular,30,mar,364.0,3,-1,0,unknown,yes
58.0,blue-collar,single,secondary,no,119,yes,yes,,12,may,985.0,1,-1,0,unknown,yes
