Location Code,Hours Online,Monthly Income,Marital Status,Brand Loyalty,Sex,Years after high school graduation,Education Level,Renew,City,Months with Company
Suburban,4.662379601209185,,Divorced,0.018090358968432335,F,27.0,High School,Yes,Udon,43.0
,2.979364155450977,3968.0866916761024,Divorced,-1.0572894483197905,M,22.0,High School,Yes,Khon Kaen,89.0
Suburban,3.6716476565233123,5547.71823672024,Single,,M,20.0,High School,Yes,Khon Kaen,34.0
Urban,4.761174112394302,4508.61577569475,Married,,M,20.0,College,Yes,Mahasarakam,60.0
Urban,4.203926854843006,5656.161511097998,Divorced,0.3575068276981018,M,26.0,Graduate School,Yes,Khon Kaen,44.0
Suburban,5.340648838575639,5701.960842951936,Divorced,-0.3862133467610581,M,25.0,Graduate School,Yes,Udon,69.0
Urban,4.695410856344001,4598.3290331602875,Divorced,-0.38597264898054207,F,18.0,Graduate School,Yes,Mahasarakam,83.0
Urban,3.753501645044163,6661.784217098753,Single,0.19234814472813108,M,37.0,High School,Yes,Khon Kaen,79.0
Urban,4.715516397727026,6207.61348542419,Divorced,-0.15171772531372318,M,33.0,Graduate School,Yes,Udon,65.0
Suburban,5.281347662454609,4379.0352271443735,Married,-0.4436162850031531,M,38.0,College,No,Udon,59.0
Rural,6.271105295982944,3775.7869504619375,Single,0.08702357742932955,F,26.0,College,Yes,Udon,54.0
Suburban,5.263444398131135,3818.0222214396017,Divorced,0.09760846579530849,M,23.0,College,Yes,Khon Kaen,57.0
Urban,4.793060571859436,6359.933988863669,Divorced,0.21003511804431937,F,38.0,College,Yes,Mahasarakam,70.0
Urban,6.521282454524496,5253.401286310861,Married,-0.636699399062523,,26.0,Graduate School,Yes,Khon Kaen,34.0
Urban,5.748194355933196,3950.7434472272366,Single,-0.4679298093553079,F,25.0,Graduate School,Yes,Udon,63.0
Suburban,3.9852596979932864,5154.191561860581,Single,0.18538589878115952,M,26.0,Graduate School,No,Mahasarakam,81.0
Urban,5.227612678867243,2908.921878500878,Divorced,-0.8022320323027696,M,17.0,College,Yes,,30.0
Urban,3.8249421055924726,3435.425682329546,Married,0.0037407762584607818,F,25.0,Graduate School,No,Mahasarakam,79.0
Urban,5.965598409311453,4266.110483350233,Single,-0.7058385255260149,F,25.0,High School,Yes,Udon,61.0
Urban,5.2967387333919245,3392.5301442447226,Divorced,0.10300010526236178,M,18.0,College,Yes,Khon Kaen,62.0
Urban,3.7035737266110864,5408.0060025572875,Married,-0.6705498958106061,F,25.0,Graduate School,Yes,Udon,92.0
,5.947082379517083,5352.160405455984,Divorced,0.1688004279711195,F,45.0,Graduate School,No,Khon Kaen,52.0
Urban,6.112654270501293,4633.698307318189,Divorced,-0.33015654709458814,F,28.0,High School,Yes,Mahasarakam,71.0
Urban,4.039613173890751,3092.0928883311144,Divorced,-0.6068816015527938,M,24.0,Graduate School,No,Udon,67.0
Urban,5.069671404106466,5624.319078752105,,-0.07600608243843801,F,30.0,College,Yes,Khon Kaen,57.0
Rural,4.9620094770843695,5832.496680809365,Married,-0.2510016065004664,F,28.0,College,No,Khon Kaen,79.0
Rural,3.8025301172475325,5260.000525538165,Married,0.03808752354330902,M,38.0,High School,No,Udon,32.0
Urban,6.391255563822355,3822.6593665130113,Single,-0.8228537247601944,M,29.0,College,Yes,Khon Kaen,39.0
Urban,3.338792760419719,4563.049184655938,Divorced,-0.13029064633972487,F,27.0,College,No,Mahasarakam,43.0
Urban,5.594077875769035,4366.075042126366,Single,0.10078866282920987,M,23.0,High School,Yes,Mahasarakam,62.0
Rural,7.263174302106178,6328.285509069029,Divorced,0.7694476914987761,M,40.0,High School,No,Mahasarakam,62.0
Rural,4.782633017876461,6321.3050482402505,Divorced,0.33786880187985147,M,33.0,College,,Khon Kaen,39.0
Suburban,3.3909524026727693,5324.528669326554,Divorced,-0.772806965165309,F,27.0,College,Yes,,66.0
Suburban,5.060635674391991,5884.258640254646,Divorced,0.5769279478504172,M,35.0,College,No,Mahasarakam,74.0
Suburban,5.8036724104580335,4448.192787664297,Single,0.03242151894627798,F,28.0,Graduate School,Yes,Khon Kaen,65.0
Rural,6.245318058462007,4842.459189002242,Single,0.06684148985173823,F,50.0,Graduate School,No,Khon Kaen,62.0
Urban,6.1422280791398665,4385.390098257106,Single,0.8001673598757284,F,27.0,College,Yes,Khon Kaen,40.0
Urban,4.514909656679981,4248.925022255499,Married,-0.7156993982423313,M,18.0,High School,Yes,Mahasarakam,70.0
Urban,5.546655704297029,4838.678578617331,Divorced,-0.12288452495419738,F,23.0,High School,Yes,Udon,83.0
Urban,6.4287798259808975,4447.070445830366,Single,-0.5081452792014647,F,33.0,College,Yes,Udon,48.0
,5.367032363130317,5376.102009944634,Married,0.12111069566821482,M,41.0,Graduate School,No,Udon,57.0
Rural,3.9634798490591168,4347.453247264201,Divorced,0.017164509478238332,M,27.0,College,No,Khon Kaen,46.0
Suburban,5.634798589695588,4185.820156769267,Married,0.5188380393681744,M,42.0,High School,No,Khon Kaen,56.0
Urban,5.036114343008929,4013.8242120218097,Single,-0.02445020264449496,M,26.0,College,Yes,Mahasarakam,45.0
Suburban,4.905896586071643,7099.118112915215,Married,1.2791911658137674,M,29.0,,No,Udon,64.0
Urban,5.614885442931524,3461.8054187619364,Divorced,-0.41575477443219133,M,25.0,College,Yes,Udon,70.0
Urban,4.367177441789844,5620.606081260186,Married,0.018526051735151428,M,22.0,College,Yes,Mahasarakam,47.0
Suburban,5.406261622989036,3847.515150974099,Divorced,-0.3872889825252841,F,24.0,Graduate School,Yes,Udon,41.0
Urban,2.618930658660342,4770.911719693282,Single,-0.5894662820754737,F,24.0,High School,Yes,Mahasarakam,40.0
Rural,10.0,4558.303260355084,Single,0.19703257660960843,F,54.0,High School,No,Khon Kaen,46.0
Suburban,5.002377924871876,5960.551871193656,Married,-0.05610846022932034,M,36.0,High School,No,Khon Kaen,64.0
Suburban,5.3113574924202,4121.254291900537,,-0.6671892592829493,M,22.0,High School,Yes,Khon Kaen,53.0
Suburban,6.466163401213739,1800.3117376203304,Single,0.6667844352785917,F,15.0,College,Yes,Khon Kaen,
Suburban,3.181465828545711,,Married,-1.1322848319073042,M,29.0,Graduate School,No,Khon Kaen,85.0
Urban,4.455361226498442,4113.094966501298,Single,1.036986306102027,M,21.0,High School,Yes,Udon,104.0
Suburban,6.14033231264322,3686.975237992954,Divorced,-0.30442751890294556,F,20.0,College,Yes,Mahasarakam,38.0
Urban,,5278.521074104652,Divorced,0.20524140135145585,F,29.0,High School,Yes,Khon Kaen,85.0
Suburban,5.324046246755584,4312.771149220705,Divorced,-0.37886334804225896,M,28.0,Graduate School,Yes,,50.0
Rural,3.728679125312609,5152.775329309847,Single,-0.054226363480289475,F,20.0,Graduate School,Yes,Udon,43.0
Urban,6.2966051334733635,6756.016336151951,Divorced,-0.07605889761909931,M,41.0,High School,Yes,Mahasarakam,44.0
Suburban,2.635905518346294,5230.729176790349,Married,0.23675500580541814,M,33.0,College,No,Mahasarakam,
Suburban,5.164343352738543,6760.075165964215,Single,0.39074327588675184,M,33.0,College,Yes,Khon Kaen,115.0
Rural,6.233614003629034,4449.338508159863,Single,-0.5427044342589036,M,39.0,Graduate School,No,Khon Kaen,49.0
Urban,4.6550878378233564,3108.232080322791,Divorced,-0.5452571812915168,M,17.0,Graduate School,Yes,Mahasarakam,45.0
Rural,,5143.398106591798,Married,0.07222744765818861,M,36.0,High School,No,Mahasarakam,71.0
Rural,5.815558479939002,4204.120487186553,Married,-0.3949128495092208,F,38.0,College,No,Mahasarakam,69.0
Rural,4.567303488358716,6592.721716139217,Married,0.35427225150976765,M,27.0,Graduate School,No,,86.0
Urban,5.117321984736117,4113.208865796912,Single,-0.1538492527011865,M,24.0,College,Yes,Mahasarakam,57.0
Rural,5.694940985664268,4551.490439401374,Married,0.17218468507973622,F,37.0,College,No,Mahasarakam,50.0
Suburban,7.5148215540318715,4444.739230465994,Single,0.25101086979380294,M,33.0,High School,No,Mahasarakam,59.0
Urban,3.190399903661059,2918.3210431792845,Divorced,-1.212391256846349,M,36.0,College,No,Mahasarakam,45.0
Rural,6.690577047237724,5587.962865341901,Married,-0.605027164899711,F,27.0,College,No,Mahasarakam,39.0
,3.379780326013601,3816.9037164684323,Married,-0.4267227868034218,M,38.0,College,No,Udon,20.0
Suburban,4.9301096623353295,3669.4920770441904,Single,0.07017512697976226,F,34.0,College,No,Udon,60.0
Rural,4.727880313738027,6206.636716643774,Married,0.7873257037529486,M,36.0,College,Yes,Khon Kaen,65.0
Urban,6.10863574158892,5335.741007774248,Divorced,-0.6253801556787544,M,27.0,High School,Yes,Khon Kaen,38.0
Rural,5.221041099874104,7076.473222652849,Divorced,-0.5470963294429697,F,37.0,High School,Yes,Mahasarakam,63.0
,4.5628126134718645,7370.649629160853,Single,0.1450289668818064,F,36.0,High School,No,Mahasarakam,71.0
Urban,2.9832147549403265,5989.101495998905,Divorced,-0.2727186799121072,M,23.0,High School,Yes,Khon Kaen,61.0
Rural,3.5244009780077046,3197.844250415491,Divorced,-0.04286688706731068,M,17.0,Graduate School,No,Mahasarakam,72.0
Rural,5.348097734193674,4431.044392843224,,-0.25488908785471437,M,40.0,Graduate School,No,Khon Kaen,72.0
Urban,3.757713747980695,5761.303950298683,Single,0.013779451054748038,M,28.0,Graduate School,Yes,Mahasarakam,43.0
Rural,7.1551837580910504,3574.257860588322,Married,0.4277188788196889,F,37.0,Graduate School,No,Udon,83.0
Rural,5.802877632300628,3703.7495032898546,Single,0.5488242062518538,F,41.0,High School,No,Khon Kaen,55.0
Rural,4.078323775295444,5528.029130206924,Divorced,0.5745769683120671,M,27.0,College,Yes,Mahasarakam,58.0
Urban,4.1444061504945475,4839.29926452361,Single,0.07742565916799261,M,27.0,Graduate School,Yes,Mahasarakam,74.0
Rural,6.157813391724543,4871.508762775076,Divorced,0.6728934337447077,M,36.0,Graduate School,No,Mahasarakam,68.0
Urban,5.04203076445765,5434.302944790897,Single,-0.06927959784470242,M,30.0,High School,Yes,Udon,83.0
Rural,3.774539817619849,7017.104965733343,Married,-0.3719847584747311,M,23.0,High School,No,Khon Kaen,84.0
Suburban,,3748.2579254435395,Divorced,-0.6038803266570295,F,35.0,College,No,Mahasarakam,67.0
Rural,6.7570146019781925,4956.355669812827,Married,0.3850807237054239,,47.0,College,No,Mahasarakam,113.0
Urban,5.0427626566797406,5556.819195997773,Single,-0.7257275189210921,F,30.0,College,Yes,Mahasarakam,61.0
Suburban,3.2098857378906493,3864.880478195132,Divorced,-0.30823740387859655,M,28.0,College,No,Mahasarakam,72.0
Rural,6.017702375011723,4557.8222681837215,Married,0.5669924777568863,F,37.0,College,No,Khon Kaen,56.0
Urban,5.122073730346472,5018.996098481901,Single,0.22491232675755557,F,26.0,College,Yes,Mahasarakam,49.0
Rural,3.645790836669943,5987.353181149753,Married,0.3013742506564155,F,23.0,High School,No,,81.0
Urban,5.959255877317824,5168.062193972112,Married,-0.14998290172714424,F,43.0,College,No,Udon,64.0
Rural,4.852981427641182,4884.858669966241,Married,,M,37.0,Graduate School,No,Mahasarakam,83.0
Urban,4.1971034242252605,4385.573990402254,Single,-0.10653281843158358,F,25.0,Graduate School,Yes,Khon Kaen,82.0
Rural,6.392215101650756,6153.594136138162,Married,0.9575840946747413,F,41.0,Graduate School,No,Mahasarakam,48.0
Rural,6.481034036914258,5573.600818512038,Married,-0.22039433865297026,M,37.0,College,No,Khon Kaen,75.0
Urban,3.7590475350569816,4587.944959501529,Married,-0.8891034219539435,M,23.0,College,No,Khon Kaen,47.0
Suburban,4.982744665894848,2876.761731564565,Divorced,-0.5527480435499856,M,18.0,High School,Yes,Mahasarakam,67.0
Rural,4.134589574912339,5791.92588271305,Divorced,,M,36.0,Graduate School,No,Udon,64.0
Suburban,4.486594228810945,1681.204700608167,Married,-0.8467874770951417,M,35.0,Graduate School,No,Udon,54.0
Urban,5.7539185883384825,3282.528148600208,Divorced,-0.543711120986146,M,21.0,College,Yes,Udon,55.0
Urban,4.8089691742093414,3520.6775850704134,Divorced,-0.8886785704306011,M,14.0,High School,Yes,Mahasarakam,71.0
Suburban,5.678155662880908,6042.888115218637,Married,0.32770582343446736,F,33.0,College,No,Mahasarakam,89.0
Rural,4.328011214301628,4679.075054157408,Married,-0.042494997533065626,F,31.0,High School,No,Udon,47.0
Rural,2.4022198990530423,5750.537870564618,Divorced,-0.32417356680146736,F,15.0,College,No,Khon Kaen,56.0
Suburban,4.6842046401238155,3792.109101400214,Single,0.28682756116625197,F,24.0,High School,Yes,Udon,42.0
Urban,5.646412323736199,3441.0479276051583,Divorced,-0.8911107891662144,M,24.0,College,Yes,Mahasarakam,54.0
Suburban,5.044034830160341,3307.914972414072,Divorced,-0.5300041683031681,M,19.0,Graduate School,Yes,Udon,37.0
Rural,4.060416488601729,5336.018402286391,Married,-0.5150871188469994,M,48.0,High School,No,Mahasarakam,63.0
Rural,4.391013073602057,2916.114139050965,Married,-0.8749255586764273,F,38.0,Graduate School,No,Udon,62.0
Suburban,3.733373203417454,3658.0159511158126,Divorced,-0.053348768313066536,M,26.0,High School,Yes,Udon,62.0
Suburban,4.590734833848917,4911.286136725924,Divorced,-0.018093217284670032,M,23.0,Graduate School,Yes,Udon,79.0
Rural,4.066196220325526,3373.6474020647775,Divorced,0.9205467990529681,,18.0,College,Yes,Udon,
Rural,5.903788123146398,5372.989915079166,Divorced,-0.551092976926504,F,29.0,High School,Yes,Udon,81.0
Suburban,5.512815019164053,5047.655977123638,Single,-0.2422683290303278,F,34.0,Graduate School,Yes,Udon,85.0
Urban,2.944869312280214,5426.637327333556,Divorced,0.8463996780619711,M,16.0,Graduate School,Yes,Udon,56.0
Rural,3.5882308799664107,5457.1107997796735,Single,-0.03458298528409082,F,,College,Yes,Mahasarakam,64.0
Urban,3.9769958997208414,4614.244346806872,Single,-0.13204362324636598,M,18.0,College,Yes,Mahasarakam,65.0
Urban,4.827397648482724,4256.000340710594,Married,-0.12467357391190342,M,24.0,High School,Yes,Khon Kaen,54.0
Urban,6.853437156553639,5131.14089343356,Divorced,-0.16070501270875343,M,29.0,College,Yes,Khon Kaen,34.0
Rural,5.167688987185236,4984.892827498154,Single,0.08781777273518128,M,25.0,College,Yes,Mahasarakam,52.0
Urban,5.441322511525927,6743.784715743013,Divorced,-0.28243016015281575,M,32.0,High School,Yes,Mahasarakam,56.0
Suburban,3.8537446788218994,3950.258630471658,Married,-0.1534610261071408,M,21.0,,Yes,Udon,39.0
Rural,3.858766576740863,5377.832301457225,Married,0.4372446726493197,F,31.0,High School,No,Mahasarakam,75.0
Suburban,4.66765629894567,5392.356299040033,Married,-0.598958979157933,,27.0,College,No,Khon Kaen,63.0
Rural,4.853963089284719,4416.791104404932,Married,-0.5752613326357857,M,37.0,Graduate School,No,Udon,66.0
Suburban,5.909000039369702,4567.26063284984,Single,-0.3921808296902286,F,30.0,Graduate School,No,Udon,52.0
Rural,2.6146220812815075,4248.1426037697875,Divorced,-0.8425636596199223,F,,College,No,Mahasarakam,66.0
Suburban,5.51783432519673,6008.82556781423,Married,-0.33702433425180944,F,39.0,High School,No,Mahasarakam,43.0
Urban,4.803676388136313,4796.930952498325,Single,-0.09634757917969067,F,36.0,College,No,Mahasarakam,76.0
Urban,6.3782905996398025,5531.2319933324225,Single,-0.024526133543061407,M,28.0,Graduate School,Yes,Khon Kaen,58.0
Suburban,5.269245792658611,6966.011490883369,Divorced,-0.5817546452466099,F,37.0,High School,Yes,Mahasarakam,74.0
Urban,6.532476951411496,4413.140459579193,Divorced,-0.005901535261744639,F,22.0,High School,Yes,Khon Kaen,55.0
Rural,3.954494211284141,3790.152091931717,Married,-0.20163061269371552,F,26.0,High School,No,Mahasarakam,72.0
Urban,4.213775039139219,4590.942387272937,Single,0.3424860575588292,M,23.0,,Yes,Mahasarakam,68.0
Urban,5.698960196010784,5209.755526154172,Single,-0.7438795989494899,F,23.0,High School,Yes,Udon,39.0
Suburban,5.086211646913387,4602.731490352767,Divorced,0.7854993968402707,M,29.0,High School,No,Khon Kaen,58.0
Suburban,5.397135598810573,5467.400188233529,Married,-0.13257027833641688,M,32.0,High School,No,Mahasarakam,88.0
Urban,3.6869106402627274,5636.091418977773,Divorced,0.009898832587757533,F,23.0,Graduate School,Yes,Udon,64.0
Rural,1.6756377021634,4520.82595084731,Married,-0.945864594920468,F,21.0,Graduate School,No,Udon,74.0
Urban,5.079397884511947,5611.334766723571,Divorced,0.49520742460707307,M,33.0,Graduate School,Yes,Udon,60.0
Urban,6.615745023868506,5552.139029436946,Married,0.05156979054081738,M,29.0,Graduate School,Yes,Khon Kaen,56.0
Suburban,6.145159714868287,4164.664770052786,Married,-0.6611436547867675,F,20.0,College,Yes,Khon Kaen,21.0
Suburban,6.114300826482378,5421.831109449323,Single,0.2926566382332692,F,31.0,College,Yes,Mahasarakam,71.0
Urban,4.523932161587496,4299.790582099752,Divorced,0.13384769103172173,M,20.0,High School,Yes,Udon,37.0
Rural,5.166866638259099,4107.325836268355,Divorced,0.10300814860149218,F,23.0,High School,Yes,Khon Kaen,32.0
Urban,4.295103355381459,4074.7033239379225,Divorced,0.1982949614555722,M,15.0,College,Yes,Mahasarakam,76.0
Urban,3.699948692261887,5407.024893517408,Married,0.21231320702667428,M,26.0,,No,Mahasarakam,69.0
Rural,4.255635661384957,3399.567116930277,Married,-0.06789541042189115,M,28.0,High School,No,Khon Kaen,56.0
Suburban,4.50252588492206,4636.815958577744,Single,-0.6927464740033258,M,36.0,Graduate School,No,Udon,65.0
Rural,2.3749953512585877,4250.464136685871,Divorced,0.09599498002636281,F,21.0,Graduate School,No,Khon Kaen,50.0
Suburban,5.235188276750273,4539.911790570127,Single,0.15758244766205115,F,19.0,High School,Yes,Khon Kaen,90.0
Urban,3.694844977026971,4951.546135695124,Single,0.3863641148020022,F,19.0,College,Yes,Mahasarakam,73.0
Rural,5.985772435104711,4766.5643272122,Single,0.14397656598264408,F,42.0,Graduate School,No,Udon,66.0
Suburban,6.1264818988544265,4409.805934888589,Divorced,-0.3336029675977935,F,30.0,College,Yes,Khon Kaen,72.0
Suburban,6.508419951121311,5092.853177399411,Single,-0.13982977379710831,M,31.0,High School,Yes,Khon Kaen,53.0
Suburban,3.9081027445584313,4247.811815052961,Divorced,-0.24144195668834767,F,21.0,Graduate School,Yes,Khon Kaen,45.0
Urban,4.023081162517535,5493.026954539286,Single,0.2505253752290776,M,26.0,Graduate School,Yes,Mahasarakam,61.0
Urban,5.059322968491947,6061.710056419421,Divorced,0.018673536118036377,F,35.0,College,Yes,Udon,76.0
Suburban,4.23014792823096,4637.292573433733,Divorced,0.5871966149806025,M,23.0,Graduate School,Yes,Mahasarakam,78.0
Rural,5.1455817170534806,5656.424296688476,Married,-0.45920413751457045,M,38.0,Graduate School,No,Khon Kaen,22.0
Suburban,4.535425121165942,4306.930340776188,Married,-0.1093817050808682,M,40.0,Graduate School,No,Mahasarakam,94.0
Urban,3.121445006370566,4288.968491778808,Married,0.2468477140947915,F,17.0,Graduate School,Yes,Khon Kaen,51.0
Suburban,5.409835275755951,6105.997398061359,Married,-0.26582373958167516,F,30.0,High School,No,Khon Kaen,59.0
Rural,4.704867445486576,5266.455193608892,Single,0.4096344418945525,F,27.0,High School,No,Mahasarakam,81.0
Suburban,2.3838493353983603,3447.032359419668,Single,-0.17850748946125577,F,22.0,Graduate School,No,Udon,80.0
Suburban,4.027394525293161,5127.514154197014,Married,0.29433358326486125,M,24.0,Graduate School,Yes,Udon,112.0
Urban,5.964606953599365,2926.362838060313,Divorced,0.2953937924815929,M,24.0,College,Yes,Mahasarakam,53.0
Rural,5.511054789209255,4529.628292688183,Married,-0.7881750996747072,F,43.0,Graduate School,No,Udon,83.0
Rural,3.986155790342867,3750.2642816574007,Divorced,-0.15815130828823254,M,25.0,Graduate School,No,Mahasarakam,81.0
Suburban,2.2368605553038896,4555.923772199833,Single,-0.9546027232351688,M,21.0,Graduate School,No,Khon Kaen,55.0
Urban,4.692137495502399,5697.24873833285,Single,0.48058302475475345,F,33.0,High School,Yes,Khon Kaen,74.0
Urban,6.504582194107391,3679.27890072276,Divorced,0.3673946200496671,M,19.0,Graduate School,Yes,Mahasarakam,59.0
Suburban,3.5068446506613,5351.966114671381,Single,-0.3514437833972095,M,24.0,Graduate School,Yes,Khon Kaen,36.0
Rural,5.293667116636304,3113.7667605702545,Married,-0.5359066241809753,M,31.0,High School,No,Mahasarakam,49.0
Rural,3.665617375459339,7441.530182859522,Single,0.3279871888074486,F,31.0,Graduate School,Yes,Mahasarakam,56.0
,3.935317360812335,5356.287964158558,Married,-0.07030062602908119,M,22.0,Graduate School,Yes,Udon,64.0
Rural,4.1336097500232,5040.745895238764,Single,-0.4181169859434851,M,26.0,Graduate School,Yes,Mahasarakam,80.0
Suburban,4.9535870507852975,6133.453815680266,Married,-0.4996329297646963,F,29.0,Graduate School,Yes,Udon,60.0
Rural,5.234724831290573,7110.232864347297,Single,-0.34877204471922374,F,31.0,High School,No,Udon,63.0
Urban,5.604868083249084,8138.504236761057,Single,0.12792916476527832,F,28.0,Graduate School,Yes,Mahasarakam,37.0
Suburban,3.856086907107973,4556.422131343623,Married,-0.855971492684837,F,29.0,High School,No,Udon,55.0
Urban,5.657449642004373,3179.6817367792028,Divorced,-0.5472358863818879,F,20.0,High School,Yes,Mahasarakam,60.0
Urban,4.565043622599837,,Divorced,0.15474777385963367,M,17.0,College,Yes,Khon Kaen,48.0
,6.5872393124339315,4993.282383670181,Divorced,-0.7549970356605896,M,,High School,Yes,Mahasarakam,73.0
Urban,5.691914274791961,3894.1806810558664,Divorced,-0.7262380114907584,M,23.0,High School,Yes,Udon,92.0
Suburban,5.771049324761188,5764.234916625307,Divorced,0.34532992012053715,F,36.0,College,Yes,Khon Kaen,62.0
Suburban,4.242485262628716,5703.670461161205,Divorced,-0.29250383233497323,F,25.0,High School,Yes,Khon Kaen,48.0
Rural,4.566536577395335,4714.709747439532,Divorced,-0.31770224675024283,M,33.0,High School,Yes,Udon,69.0
Rural,2.355026797175288,3133.4642186263354,Divorced,-0.3143189725937983,M,24.0,Graduate School,No,Udon,55.0
Urban,4.9919631215578395,4830.399074155774,Married,-0.8145944929114171,M,35.0,College,Yes,Khon Kaen,94.0
Urban,5.414989627764034,5550.457623979006,Divorced,0.1127552870227204,M,28.0,College,Yes,Udon,79.0
Rural,6.629624687749015,4586.18648515221,Married,-0.25574330757920843,F,46.0,Graduate School,No,Mahasarakam,63.0
Suburban,5.798628280723458,4921.842462836134,Divorced,-1.1328141053856182,F,26.0,Graduate School,Yes,Mahasarakam,61.0
Suburban,3.5998158256361688,5477.011742414572,Divorced,-0.21169757315206372,F,22.0,Graduate School,Yes,Udon,45.0
Urban,3.182962628944485,6531.652556029765,Divorced,-0.2561569333388908,M,35.0,High School,Yes,Udon,51.0
Urban,4.58389750492389,6525.843305163739,Divorced,-0.5671272143208447,F,27.0,College,Yes,Khon Kaen,42.0
Rural,,4521.602038675566,Single,-0.6576078413058597,F,22.0,Graduate School,,Mahasarakam,84.0
Suburban,4.965526685084441,4409.32340894085,Married,0.20583587997091685,F,22.0,Graduate School,Yes,Mahasarakam,83.0
Urban,5.446068417505744,5740.307492861212,Single,0.6302182529711695,F,32.0,High School,Yes,Khon Kaen,64.0
Suburban,5.490114509173432,3201.282394155556,Married,0.244277567051029,M,32.0,Graduate School,No,Khon Kaen,76.0
Suburban,7.4681228919333,4006.2305856187095,,-0.6618575147988446,F,44.0,College,No,Udon,82.0
Urban,5.600866771541771,4925.380710000938,Divorced,0.35090800018222856,F,26.0,High School,Yes,Udon,27.0
Rural,2.6238326842849116,5687.181359924428,Married,-0.6210920423159431,F,26.0,High School,Yes,Khon Kaen,40.0
Suburban,5.017721866846058,6268.572876501812,Married,0.016774541459316727,M,22.0,Graduate School,No,Udon,75.0
Urban,3.3100829133804566,5072.1075151313935,Divorced,-1.0170309914205051,F,30.0,High School,Yes,Mahasarakam,74.0
Suburban,5.179224482278739,3481.720597134262,Married,-0.754516538190051,F,28.0,High School,No,Khon Kaen,42.0
Suburban,5.789788258679268,5291.286394021744,Divorced,-0.3564112483670958,F,39.0,,Yes,Khon Kaen,53.0
Urban,5.160967492672553,2969.9734115253236,Divorced,0.19537349498101508,F,19.0,College,Yes,Khon Kaen,67.0
Urban,4.361411242363629,5494.192159330879,Single,-0.06124944695298637,M,28.0,Graduate School,Yes,Khon Kaen,36.0
Suburban,5.311975794928877,3686.0705428770907,Single,-0.07547607714986823,F,24.0,High School,Yes,Udon,67.0
Urban,4.954813514461454,6092.979810643186,Divorced,-0.19177601121112542,F,30.0,Graduate School,Yes,Mahasarakam,83.0
Suburban,5.605832835668011,5191.7876367118815,Single,0.46406864547547483,F,33.0,College,No,Khon Kaen,75.0
Rural,5.854055894781648,3776.86121391541,Married,-0.2181899647534905,F,41.0,Graduate School,No,Mahasarakam,56.0
Urban,3.756596969783941,4972.148618800284,Married,0.03876432918817896,,21.0,College,No,Mahasarakam,85.0
Suburban,5.981252783336959,4386.4860913892235,Single,0.07813071717715389,M,,High School,Yes,Mahasarakam,48.0
Urban,4.544648077956271,4218.511913487362,Single,,M,16.0,High School,Yes,Mahasarakam,70.0
Urban,6.346743138625552,3587.0997782628688,Single,-0.7142798649785714,M,22.0,High School,Yes,Khon Kaen,70.0
Suburban,5.068881395244586,3730.294625632042,Single,-0.20706838536603428,F,19.0,College,Yes,Khon Kaen,43.0
Urban,4.027628276544929,5045.358499135465,Married,,F,25.0,College,Yes,Mahasarakam,86.0
Rural,5.490272734587903,6246.6485344152625,Single,0.35803642419829007,F,,High School,No,Mahasarakam,47.0
Urban,4.086386587361327,1808.692036857476,Divorced,-0.7530503092311231,F,2.0,Graduate School,Yes,Khon Kaen,66.0
Rural,4.564524434465404,5371.895437764207,Married,-0.9936491803527965,M,37.0,College,No,Mahasarakam,90.0
Urban,7.701983208920609,3726.028221700558,Divorced,-0.6571110432022971,M,26.0,High School,Yes,Khon Kaen,80.0
Suburban,6.64213341240294,5881.974342916162,Divorced,0.25997651963023144,F,39.0,College,Yes,Mahasarakam,82.0
Rural,5.850035721694148,,Divorced,-0.09905570603520858,M,32.0,Graduate School,Yes,Khon Kaen,46.0
Rural,3.7388610351361544,5056.667660307901,Married,-0.211420443837731,F,24.0,Graduate School,No,Mahasarakam,88.0
Rural,5.681641055253795,4490.942703176478,Married,-0.5498049103443817,F,42.0,Graduate School,No,Udon,35.0
Urban,5.775674165862137,4543.438228774664,Married,-1.2952476555346153,F,18.0,College,Yes,Khon Kaen,27.0
Urban,5.035103985826377,3522.992006102224,Divorced,-0.0751577582979493,F,18.0,High School,Yes,Khon Kaen,56.0
Suburban,6.147751496828841,4290.776962749092,Married,-0.17897076889666658,F,33.0,College,No,Mahasarakam,76.0
Rural,4.153925479222484,3349.8162115913974,Divorced,-1.322064120364912,F,36.0,Graduate School,No,Khon Kaen,58.0
Suburban,6.220633250631966,6598.913248922021,Divorced,-0.3705051604425357,M,37.0,College,Yes,Udon,65.0
Urban,3.485258714563494,4121.725549027391,Divorced,0.6014377608257238,F,22.0,High School,Yes,Khon Kaen,80.0
Rural,4.195682299634705,5303.433855436748,Married,0.39630499709241296,M,25.0,Graduate School,No,Khon Kaen,86.0
Urban,5.40416841539218,5824.461838758244,Divorced,-0.2975973672868135,M,32.0,Graduate School,Yes,Khon Kaen,66.0
Rural,2.890981478318778,4525.597940434434,Married,-0.24961096576730007,M,23.0,College,No,Mahasarakam,76.0
Urban,6.452317929672786,6239.373504819686,Single,0.28351145862523924,F,34.0,College,Yes,Mahasarakam,63.0
Rural,4.883239284804576,4140.793077642242,Married,0.360431647218001,F,27.0,Graduate School,No,Mahasarakam,70.0
