Annual Income,Gender,Subscription score,Age,Marital Status,Brand Royalty
72518.18016135448,Female,11.988784304814214,39,Married,20.384393696641382
53336.174444429314,Female,23.343814745330462,57,Married,28.290666362007713
15238.842701839429,Male,18.341688807763408,37,Single,20.80115237617096
18624.523279382855,Female,7.906132354864727,45,Married,11.815898300655427
28227.7369908275,Male,9.592483959881093,43,Divorced,18.268574286349114
79704.65013465194,Male,44.33410913732009,24,Divorced,33.71397009927396
97937.53884759563,Male,68.16445696698017,68,Single,78.34120835825836
50638.45797643541,Female,20.42963204185801,54,Married,19.251136566477527
21477.04408642913,Male,35.053023469870496,38,Divorced,17.455034072540982
70301.57561837713,Male,14.995151004485297,64,Married,15.758369846636704
76546.80613716829,Male,45.802595057605906,24,Divorced,37.36143791966689
73561.24240006533,Female,7.74298978931445,54,Married,16.941556546015306
86566.04326419697,Male,89.77346733752145,31,Single,86.93498316150269
89892.60816092291,Male,59.510875766649,60,Divorced,66.33665775282392
76216.61394135974,Male,16.453433494351017,28,Married,21.529723702967182
85400.3888982624,Female,93.57875712079601,33,Single,91.9749231079302
95769.35543003252,Male,81.06119950393732,67,Single,68.06483325634004
82748.27816724543,Female,77.9294444335361,20,Divorced,82.03616354236704
89704.12947649256,Female,78.44392811512648,69,Divorced,77.22262607598965
26893.190457415243,Male,5.49500621448575,41,Single,13.73639360137539
21336.57195096359,Female,27.773553319751212,35,Married,25.591093815130876
87446.25976912443,Female,88.66614641769048,27,Married,84.2831488539037
71019.64750884862,Female,33.961466347514644,29,Single,33.23570107350954
89042.97648680957,Male,51.86486265225946,67,Married,69.00451842822748
55240.108589896314,Female,33.49779847160243,57,Divorced,20.867410236090166
74987.03494710583,Male,12.001500321294118,54,Divorced,16.045335852010787
80563.16291410575,Female,62.85557250210927,72,Divorced,70.71332781286293
84822.9857948024,Female,67.04728382955328,69,Single,66.02106888638815
71286.37877455194,Male,20.850158229409043,27,Divorced,20.478065058640745
68631.7156646624,Female,45.903347539807584,40,Divorced,37.45600485046799
75508.27605431215,Male,32.398232861292854,28,Single,39.50852535468129
70313.04507752074,Male,24.07436054631871,33,Single,27.215423056844493
85492.84179438505,Female,81.17771508511692,72,Divorced,74.33036700204353
70616.91578254294,Female,32.6058914874719,23,Married,39.15523535005882
87329.98396698335,Female,38.664858703379586,71,Married,62.14923156216359
87461.53170071453,Female,76.89262823343277,33,Married,80.81418596022503
54936.61888853939,Female,33.8385681198351,59,Single,32.56940159365096
77224.88352487392,Male,22.7717710290799,25,Single,35.30614195583393
53920.96768183455,Female,41.25634695590384,58,Married,27.07145643932443
97277.1063408926,Female,75.25603378443118,28,Married,82.0167067074494
74898.33357162886,Female,18.347164900621372,54,Married,19.071875605896437
85625.30182472497,Female,64.7303319255456,69,Married,70.51445727502296
42941.11403094471,Female,5.86269276128327,46,Married,23.813628269926696
91686.56376060494,Male,94.13076198367624,63,Single,81.0603081202548
22580.524554910226,Male,22.516177745676078,36,Married,17.82684625776308
51556.99890324193,Male,28.12445348567926,48,Divorced,27.285358946369094
72970.18941873824,Female,17.6819143234842,50,Single,11.640332682041574
71751.85073040165,Male,17.15535207935541,55,Married,8.649681479453797
70322.87905185604,Female,22.45123385145734,29,Single,35.367042068862744
71119.13705209852,Female,37.15435359071264,53,Divorced,23.149962140339937
90361.94021617873,Male,87.47662050635695,31,Married,85.77262089291725
68006.14720350684,Female,29.096394861310127,31,Divorced,36.18919490146752
86984.24169392034,Male,87.96157936189188,28,Married,90.53421115394566
89614.12456326246,Male,67.50962452101746,32,Married,79.49401780503777
52023.08799634133,Male,35.100254581437284,48,Divorced,33.276108080920835
32873.740267332636,Male,7.968936467307008,37,Married,20.278169359052164
91314.44725980307,Male,57.17289276192889,72,Married,65.46225144787422
50049.94277881543,Male,38.37625892767585,49,Married,29.65380068706797
73711.65637947666,Male,9.769792899191934,60,Married,10.515230690433924
70625.9910368377,Female,30.317073366305493,34,Married,35.226412194656376
76127.63935856009,Male,35.592244023363655,31,Single,27.218577069127193
84743.44695427179,Male,85.96592355439427,35,Married,81.61001889350133
76847.06155795912,Male,41.05277572670587,28,Divorced,28.902369907945236
30479.82215545205,Female,8.831425187342074,35,Divorced,20.28575399144652
71034.306479794,Male,29.798655635489574,33,Single,29.453346257612218
22679.60704271643,Male,22.75014097682908,41,Single,10.446458017303335
53785.30932298687,Male,32.439040350764714,47,Single,27.79768548415459
79991.40259300594,Female,13.556976462678204,58,Single,14.982539828697824
73950.83487136215,Male,18.915753702708315,47,Divorced,8.890018615384086
65099.1240487331,Male,11.946725496199265,56,Divorced,16.85956574353702
70371.92992590541,Male,23.398309142454973,64,Single,10.813637951490044
88126.15520524778,Female,91.1072724559152,26,Divorced,77.73840199526325
80363.23774645546,Male,82.7667993621627,60,Married,73.72496083148793
69688.13076029136,Male,38.958027481570795,24,Married,27.186329226001348
52299.91866053754,Male,33.129539610388406,56,Married,30.15456581698976
86221.13157806997,Male,86.8677157914318,33,Single,88.26018102837557
74707.37905957288,Female,18.39661237743371,58,Divorced,16.381603712725877
89026.4328392855,Male,66.30962749582898,74,Divorced,63.8301067312891
83570.5204310327,Male,88.12229109894274,38,Single,84.38187064478221
50285.22840461257,Male,29.373968267292533,58,Divorced,29.058596003522425
87752.90409787335,Male,100.0075156132076,30,Married,83.09719385939732
91614.60939796027,Male,61.4433335653768,65,Divorced,58.68567445688221
22766.413565858813,Male,31.892340430710117,39,Divorced,20.772733456740767
69560.120115016,Female,14.920495257633544,29,Single,22.389622405257775
85670.43039712643,Male,70.51350528237704,72,Single,61.48151044855147
52626.1850006794,Female,17.980657002555073,57,Divorced,19.081656387508538
79906.50452062748,Male,-1.6478731929357568,54,Divorced,13.202020978018858
82622.31194418421,Male,74.88082685138343,30,Single,82.02065089042966
90182.01107125297,Female,58.65558813788579,67,Single,66.62907395848262
79798.29397388689,Male,100.15847414099073,27,Married,99.99999999999999
66033.80392080406,Male,23.5270231373647,33,Divorced,35.47044490335719
45233.43006561739,Female,44.730610195936706,49,Married,27.036860985918864
84650.34944303587,Female,97.73269046236571,23,Single,87.2924918531607
23826.64703365849,Male,28.482476408261814,37,Divorced,25.747911111149058
72551.83292345653,Female,23.170325768607015,28,Single,28.892693311269916
86000.08761736861,Male,93.3482878276258,39,Divorced,87.37436340980506
57374.13976609231,Male,37.37851319628318,53,Single,17.489549039795477
75086.97912887268,Male,16.800933339862837,32,Single,20.753696695650667
61664.19863556177,Male,14.42051447039653,54,Divorced,15.094621596961062
35235.343210337334,Female,16.18812990108586,37,Married,14.220253951590124
90009.39095840021,Female,86.80451912823295,28,Married,87.36693104567433
73092.07587961854,Male,9.424050029470074,60,Married,6.1333145727014085
85206.94832804904,Female,90.39083894584465,30,Divorced,82.56664266259483
16738.148331945275,Male,33.953816162877345,35,Married,17.971106418698227
94777.48191933305,Female,76.495211480546,73,Divorced,63.59309038975367
35548.24552959681,Male,27.768608413551533,37,Married,17.971599768022735
97991.65897711802,Male,60.6085718156908,72,Married,64.70872914947088
83794.82811005734,Female,92.27278658893599,33,Single,94.4248287357783
25827.999248821274,Male,34.83328631025401,47,Single,20.228067812739873
86095.74226047896,Male,83.39803042940736,32,Married,82.95437790806069
74825.00174140911,Female,17.241363819840732,62,Divorced,14.242557368269537
44412.629176578586,Female,23.183126124654176,56,Divorced,23.46529803927072
68078.14281846902,Female,38.19265149458369,33,Single,34.945653778798786
66482.926490545,Male,14.817045668539954,35,Divorced,28.765202845567885
50395.562403122734,Male,29.59609415460396,47,Married,22.855657043789762
69889.56773825093,Male,29.452928611818436,58,Married,18.411872338594875
85958.08317018363,Male,74.04884301097086,29,Married,83.71137940055988
96328.46368919313,Female,66.73573985829714,67,Single,66.60445274858374
71154.68263334378,Female,20.387233524065834,56,Divorced,14.553004320780587
80034.88346993132,Male,64.24045790827019,40,Divorced,87.65994722107848
72212.67896070049,Male,28.526629950370385,62,Divorced,21.370883494729668
78311.26479671261,Female,15.905393275913323,59,Married,15.414155065865963
31121.46465015597,Male,10.441005250296364,42,Single,13.40140239576479
29120.09282627771,Male,25.123126212184218,34,Married,24.81186198449886
20421.34589343464,Female,34.81105703030576,36,Divorced,24.677147921556163
88563.80657032701,Female,68.41257400047975,68,Single,65.23117151399153
88867.94996774365,Male,77.48900046452842,25,Single,79.79796774314808
66835.15633071156,Female,33.22917553042715,52,Married,17.368749218939612
76788.2481177167,Male,6.068624137915019,42,Divorced,7.526406718083415
26962.183703699135,Female,29.656404118408833,35,Married,22.31995219747491
30440.57380329354,Female,27.605391434502856,41,Single,13.650108022705368
24989.94025810477,Male,13.504524879182014,33,Divorced,18.432906331662785
84675.76294792484,Female,85.99532222117294,36,Married,83.7449179364306
32911.099014637344,Female,-5.192336926014653,40,Single,10.263259971693685
52260.794031436155,Male,9.906664801397532,48,Single,14.51527268000499
76943.30709885177,Male,44.86015573262306,19,Married,41.354106684130294
74049.35976866592,Male,36.33855873765928,31,Divorced,31.07981262291183
24316.537593942572,Female,0.37839699567629737,46,Single,16.280605910778682
90227.08407755161,Male,74.01723276676047,75,Divorced,73.65302935529753
51555.78482177991,Male,27.024869597920425,51,Married,25.066459984964986
74323.71872656493,Male,24.72586253872453,32,Single,28.41618087313391
66968.06782924396,Male,13.8841765037064,30,Single,33.55312886765719
90621.24427569011,Male,82.31984524499254,70,Single,73.38828617273187
70069.4163371512,Male,28.553337420226093,65,Divorced,28.057196161768516
20170.451444246268,Female,38.2238686639809,45,Single,24.218965525590306
91349.10125848236,Male,68.59790005307727,71,Single,69.6788947233649
81333.65856959127,Female,86.56987172752,23,Married,85.88408113067632
48706.30021627152,Female,18.427992682870816,57,Single,19.635768607468236
