City,Renew,Active online hours,Education Level,Years after high school graduation,Location Code,Marital Status,Gender,Brand Loyalty,Annual Income,Years subscribed
Khon Kaen,Yes,7.293393667552705,High School,44.0,Suburban,Single,F,-0.4102231790067417,50017.99182470502,7.0
Mahasarakam,Yes,3.0274823673338593,College,38.0,Urban,Divorced,M,0.518680294847942,42352.80286414203,4.0
Khon Kaen,No,6.617254800543419,Graduate School,29.0,Rural,Single,M,0.2314429533749529,55552.98376526184,5.0
Mahasarakam,Yes,4.448953790913951,High School,34.0,Urban,Divorced,M,0.11501110034049733,52940.884905785315,5.0
Mahasarakam,No,,High School,24.0,Rural,Divorced,F,0.30914837938131545,69449.85219419959,8.0
Mahasarakam,No,7.064734284178051,Graduate School,31.0,Rural,Married,M,0.14328860971901447,50626.33752893426,5.0
Udon,No,6.7067971695148145,College,29.0,Rural,,F,0.4326485240655735,50718.46723983079,5.0
Udon,No,4.703746812344664,Graduate School,33.0,Suburban,Married,F,-0.2596478701985488,69831.85021364654,5.0
Mahasarakam,Yes,2.6411024867614477,College,34.0,Suburban,Married,M,0.7570723888472338,47434.858385222935,6.0
Mahasarakam,No,7.270112007613786,High School,33.0,Rural,Divorced,F,0.41456512558100145,55004.57682038496,
Khon Kaen,No,6.10216498392905,Graduate School,32.0,Suburban,Married,F,-0.2728392076845352,44763.14596929142,4.0
Udon,Yes,5.489197248221688,High School,32.0,Urban,Married,M,-0.20944102254062497,54560.48440541089,4.0
Udon,No,5.310327260797259,High School,26.0,Rural,Married,F,-0.2459089337789785,71261.54456728301,8.0
Khon Kaen,Yes,5.675296476371653,Graduate School,31.0,Urban,Single,M,-0.16388683913932028,40505.70535961236,4.0
Mahasarakam,Yes,4.309019633186169,College,34.0,Urban,Divorced,F,0.3460140610021525,46880.556000952965,3.0
Udon,No,5.369670796815726,High School,27.0,Rural,Single,F,-0.06095781576555945,57409.97828445759,
Udon,Yes,5.109000296183076,College,29.0,Urban,Single,M,-0.13072234806656677,47780.84072424622,8.0
Khon Kaen,Yes,6.093580124064215,College,33.0,Suburban,Divorced,M,-0.26345816992868903,56879.29740770499,5.0
Khon Kaen,Yes,2.3720750501308583,Graduate School,38.0,Urban,Single,F,0.6193027428244209,51504.848191958685,5.0
Mahasarakam,Yes,5.7161423927852555,Graduate School,37.0,Urban,Single,F,-0.029342709964628344,79655.45820984204,4.0
Udon,No,5.715641290116145,College,36.0,Rural,Divorced,M,-0.6146825445313859,47774.13720953809,6.0
Mahasarakam,Yes,6.970600071779164,High School,43.0,Rural,Divorced,M,-0.4828277432016815,49926.25650165646,6.0
Mahasarakam,Yes,5.40764093382872,College,47.0,Urban,Divorced,M,-0.15502849418037734,55742.31942992169,6.0
Mahasarakam,Yes,5.880859156711172,College,30.0,Urban,Single,F,-0.31997208934495436,55706.34800217476,4.0
Udon,Yes,4.52438821651076,College,29.0,Urban,Divorced,M,0.4003198478735055,44523.38798735943,3.0
Mahasarakam,,5.177825310887531,Graduate School,34.0,Rural,Married,M,-0.03185813713797406,66841.3502133872,5.0
Udon,No,7.150416330977711,High School,38.0,Rural,Married,F,-0.38744603185512816,52923.061696585464,6.0
Mahasarakam,No,,College,29.0,Rural,Married,M,0.6796989910345077,47144.78484643579,5.0
Mahasarakam,Yes,5.519489787957,Graduate School,38.0,Urban,Single,M,-0.5832805314643938,60522.3614115311,5.0
Udon,No,4.398302565507961,Graduate School,32.0,Rural,Divorced,M,0.24780351429691716,65925.26567719702,4.0
Mahasarakam,Yes,4.871805216812125,High School,38.0,,Married,F,0.32181507647310437,55460.252326774986,6.0
Udon,Yes,4.730629029605179,High School,41.0,Suburban,Divorced,M,0.2627658328301355,59277.72762261185,4.0
Khon Kaen,No,5.004012257501771,Graduate School,29.0,Rural,Divorced,M,0.666669500069487,75484.18444130884,5.0
Mahasarakam,Yes,6.8387358893459504,High School,32.0,Suburban,Married,F,-0.113719778758354,56987.26277142048,5.0
Udon,Yes,6.787772714605904,Graduate School,38.0,Urban,Single,M,-0.7760599362886165,70424.50193400064,3.0
Udon,No,5.928944449272229,Graduate School,31.0,Rural,Married,M,0.10166188521281327,56519.01311509348,6.0
Udon,Yes,5.225893779737883,Graduate School,30.0,Rural,Single,M,-0.5089757506710594,47472.592779595245,4.0
Udon,Yes,5.679465597774009,,41.0,Urban,Single,F,-0.1575619932444293,62687.96291092621,5.0
Mahasarakam,No,7.0390545180521755,High School,47.0,Rural,Divorced,F,-0.3237679161825173,62685.54362988676,7.0
Mahasarakam,No,4.917906716393324,Graduate School,17.0,Rural,Single,F,0.4561394831651845,52801.05527836919,5.0
Khon Kaen,No,5.16456280252523,College,30.0,Rural,Married,M,0.361651122448823,59217.23905767781,6.0
Udon,No,4.717373859587239,High School,30.0,Rural,Married,F,0.6092217551192939,40765.70624304298,8.0
Khon Kaen,No,3.8649959758974766,Graduate School,32.0,Rural,Single,M,0.15052599910484682,36822.759463573835,4.0
Mahasarakam,No,4.861418481022879,College,35.0,Rural,Single,M,0.44020373048468087,68614.87563801363,4.0
Khon Kaen,Yes,3.095261392706485,College,38.0,Suburban,Divorced,M,0.7631761643737834,52174.10985509612,8.0
Mahasarakam,Yes,4.9550768539948695,College,36.0,Suburban,Married,F,0.2082511211131522,67910.2331392397,4.0
Mahasarakam,No,6.61259011571359,Graduate School,30.0,Rural,Married,M,-0.4237128092373852,62418.20108995348,6.0
Udon,Yes,3.8273240460943048,Graduate School,41.0,Rural,Divorced,M,0.14373846756868847,71808.04735993163,5.0
Udon,No,7.2167777624183564,Graduate School,39.0,Urban,Married,M,0.05872760548629241,70493.33682766372,4.0
Udon,Yes,4.7574328475719705,Graduate School,39.0,Urban,Single,M,0.3834473869659947,62767.030828408366,6.0
Khon Kaen,Yes,5.92584535671167,High School,30.0,Suburban,Divorced,F,-0.30771479316414807,64686.305000860564,5.0
Udon,Yes,7.038767923655465,Graduate School,36.0,Urban,Divorced,M,0.0033432200162267778,73635.10877290127,5.0
Mahasarakam,Yes,5.091521478425632,College,38.0,Urban,Divorced,F,0.052617422837583194,39092.90509452683,7.0
Udon,Yes,5.3896647674648035,College,45.0,Urban,Divorced,,-0.05758835077409594,36271.042430602305,6.0
Khon Kaen,Yes,3.6246810542522883,,43.0,Rural,Single,M,0.5256725149875243,54923.83233417551,5.0
Udon,Yes,4.638192889110018,High School,39.0,Urban,Single,M,0.37867731642461433,41686.23514500202,6.0
Udon,Yes,4.979505286862614,High School,39.0,Urban,Single,M,0.2854292886511184,57482.492865771776,5.0
,Yes,3.72183495244413,College,40.0,Urban,Single,F,0.4180366252625237,45029.428990910645,3.0
Mahasarakam,No,7.338204292614476,Graduate School,25.0,Urban,Single,F,0.07484918927824091,49113.42907216994,7.0
Udon,No,7.519954222792146,Graduate School,43.0,Suburban,Married,M,-0.4307105627627461,76705.59343594812,6.0
Mahasarakam,No,4.280849407360574,College,23.0,Rural,Married,M,0.6292460016516754,69213.8168606428,6.0
Mahasarakam,No,3.3809303419923884,Graduate School,23.0,Rural,Divorced,F,-0.03322827066005435,32310.208270484305,7.0
Khon Kaen,No,7.796089610278575,Graduate School,36.0,Rural,Married,M,-0.5129773740871957,56896.962381029945,6.0
,Yes,2.081227136415713,High School,29.0,Urban,Divorced,M,0.5435193036305522,62492.286814885214,3.0
Khon Kaen,Yes,5.718307407009148,High School,31.0,Suburban,Divorced,M,-0.07798202610223014,42576.00280790594,8.0
Mahasarakam,No,5.065939487064405,High School,30.0,Rural,Married,M,0.1791787872101699,51721.05825695627,5.0
Mahasarakam,Yes,5.55783228524958,Graduate School,37.0,Urban,Divorced,F,0.20076501106791378,38410.4220501506,6.0
Mahasarakam,Yes,6.285672966910594,College,31.0,Urban,Married,F,-0.09038535383653185,59072.06119364616,3.0
Khon Kaen,,4.043366585735623,Graduate School,38.0,Rural,Married,F,0.08266151224463603,43616.460542009045,6.0
Udon,Yes,5.621590072002733,College,34.0,Suburban,Single,M,-0.2712124489242429,50788.014036161076,6.0
Mahasarakam,No,6.173371715689958,College,41.0,Rural,Married,F,0.0816425815855486,45144.24455474638,4.0
Khon Kaen,Yes,6.336293982228158,High School,40.0,Suburban,Married,F,-0.22790790470193284,52411.025422208004,6.0
Khon Kaen,No,4.487081962969306,College,35.0,Suburban,Divorced,M,0.46970901539646326,54958.25725425821,8.0
Khon Kaen,No,3.722356032768606,College,24.0,Suburban,Divorced,M,0.0033125445813312893,,5.0
Udon,Yes,4.158668101587068,College,36.0,Urban,Married,M,0.019079295933176976,53037.54415762122,7.0
Khon Kaen,Yes,1.924574839786632,College,28.0,Urban,Single,M,1.1543711305758075,,3.0
Udon,Yes,5.07814740219319,College,36.0,Urban,Single,F,-0.10336716789999464,69854.70785298944,3.0
Udon,No,3.6631206423564673,College,31.0,Suburban,Single,F,0.2539119465168796,53450.07138804891,3.0
Mahasarakam,No,4.055698266435408,High School,15.0,Rural,Married,F,-0.22018136091494606,58677.44778737348,
Khon Kaen,Yes,5.134126058363869,College,30.0,Urban,Divorced,M,0.15463665535709686,84664.19441332604,8.0
Mahasarakam,No,5.149007990541619,High School,28.0,Suburban,Divorced,F,-0.11634839988468222,72907.52103323687,6.0
Khon Kaen,No,5.169969423975913,High School,30.0,Rural,Married,M,0.1330253825350186,57054.161911051924,5.0
Mahasarakam,Yes,4.785364781813622,Graduate School,31.0,Suburban,Divorced,M,0.29395764230688887,80080.13892442209,6.0
Mahasarakam,No,2.3359690359220027,High School,24.0,Suburban,Divorced,M,0.22471156093376138,47629.70755647281,4.0
Mahasarakam,No,5.7808338798843515,College,43.0,,Married,M,,45913.749113114536,7.0
Khon Kaen,Yes,5.233456512015386,High School,29.0,Urban,Married,F,-0.3723375604676804,62448.11408231696,5.0
Mahasarakam,Yes,5.318327382684331,Graduate School,41.0,Rural,Single,F,0.05065316307966111,49997.14437076193,6.0
Khon Kaen,Yes,5.727852912952371,Graduate School,44.0,Urban,Divorced,M,-0.21655491961710308,33243.809096186815,6.0
Udon,No,5.990550350752925,High School,27.0,Rural,Married,F,-0.16925124055063495,57210.90390007547,6.0
Mahasarakam,Yes,6.7027985459843675,College,24.0,Rural,Single,M,-0.2959196081427694,34007.807463126104,6.0
Udon,No,5.718687787056913,High School,28.0,Suburban,Married,M,0.3978057127984388,49766.06531206752,6.0
Khon Kaen,No,6.218064480263635,High School,30.0,Rural,Married,M,-0.24243341491977832,54245.02620295196,4.0
Khon Kaen,No,2.60249137661206,Graduate School,23.0,Rural,Divorced,F,0.2793242625662679,65110.217277511576,6.0
Mahasarakam,Yes,3.9585464684580103,Graduate School,33.0,Urban,Divorced,F,0.4855945036061562,71082.67137197545,6.0
Mahasarakam,Yes,4.762642265440013,Graduate School,41.0,Urban,Single,F,-0.024842124767183393,,5.0
Udon,No,4.849520591153698,College,37.0,Suburban,Married,F,0.0025132180081121336,,6.0
Khon Kaen,,3.2704719687234176,High School,33.0,Urban,Single,M,0.7934472233621942,76794.49381541256,6.0
Khon Kaen,Yes,6.48018936149372,High School,37.0,Rural,Single,F,-0.18149734555069616,40260.160155967955,6.0
Mahasarakam,Yes,5.887952009307819,High School,36.0,Urban,Divorced,F,-0.21597649429168198,41589.71529887525,6.0
Mahasarakam,No,5.045565878392001,,34.0,Rural,Married,F,-0.07226836882589534,70064.06441215548,7.0
Mahasarakam,No,6.085751776444116,Graduate School,21.0,Suburban,Married,F,0.5507090801987661,38562.02806818216,5.0
Khon Kaen,Yes,5.336540775491199,Graduate School,35.0,Rural,Divorced,F,0.1733612247210743,39376.039399724556,6.0
Udon,Yes,5.5426388299852665,Graduate School,32.0,Urban,Divorced,M,0.005646777298828676,58711.820472580286,5.0
Khon Kaen,No,6.478788571149671,College,27.0,Rural,Single,F,-0.0027052187394671356,51705.56784235183,5.0
Khon Kaen,Yes,7.152741168176556,College,38.0,Urban,Single,M,-0.20560011263013694,69532.90199545345,2.0
Udon,Yes,7.020613907148227,High School,27.0,Urban,Married,M,-0.879883779950239,74032.36907441022,5.0
Khon Kaen,No,5.66220591715533,High School,30.0,Rural,Divorced,F,-0.5239788552901937,86276.56012361209,4.0
Khon Kaen,Yes,5.220064539788358,College,36.0,Suburban,Divorced,F,0.040159847435556534,57122.92836436913,4.0
Khon Kaen,Yes,5.394262280679419,College,30.0,Suburban,Married,F,-0.2788334885506252,56231.34672830323,7.0
Udon,Yes,4.072780556239051,High School,31.0,Urban,Single,M,0.1577562386885345,40258.31298483341,4.0
Udon,Yes,4.68363237740582,High School,,Urban,Divorced,M,-0.14640648107937657,39465.86882938721,6.0
Khon Kaen,Yes,7.0502602438818816,Graduate School,45.0,Rural,Single,M,0.02849002297457312,49554.850538857725,7.0
Khon Kaen,Yes,5.415620347446609,Graduate School,34.0,Urban,Single,F,-0.0010122439391428983,63683.77676809855,5.0
Khon Kaen,No,7.407457508622837,College,38.0,Suburban,Divorced,F,-0.16333279184577948,63854.04290119244,4.0
Khon Kaen,No,5.107978133974112,College,16.0,Suburban,Married,M,0.12652517674189145,38866.39667697461,5.0
Udon,No,5.310904775845145,College,36.0,Rural,Single,M,0.09119337136981909,28627.740030413723,7.0
Khon Kaen,No,8.244938515953802,Graduate School,35.0,Rural,Single,F,0.3404734248972664,64037.97520158648,4.0
Mahasarakam,Yes,3.0340543547551233,Graduate School,21.0,Suburban,Single,M,0.6325698597599747,77816.14731120243,3.0
Mahasarakam,Yes,6.030506715318124,Graduate School,30.0,Urban,Divorced,F,-0.46263080733466244,57714.434388209265,5.0
Khon Kaen,No,5.224612793349288,Graduate School,35.0,Urban,Single,F,-0.013617694452236317,52682.77526643521,5.0
Khon Kaen,Yes,5.426214269391691,College,30.0,Urban,Single,F,-0.3054107350549199,51682.64494196937,4.0
Mahasarakam,Yes,7.736432427631762,Graduate School,31.0,Suburban,Married,M,-1.127311261568574,62142.23173696218,5.0
Udon,Yes,5.407024634073546,High School,44.0,Urban,Married,M,0.11709967230238844,52585.91479181385,6.0
Mahasarakam,Yes,5.421502224318143,Graduate School,36.0,Suburban,Single,F,-0.21868300312068137,44694.92796290574,6.0
Khon Kaen,Yes,5.762516649991387,Graduate School,34.0,Urban,Single,F,0.30199741211124537,44893.03372854928,5.0
Udon,No,6.858576024873674,High School,28.0,Rural,Married,M,0.10611871031029868,48465.603075387626,5.0
Khon Kaen,No,7.613621959509311,College,40.0,Suburban,Married,M,-0.2436847006856242,62742.76321501583,5.0
Khon Kaen,No,4.1391935951122925,,24.0,Suburban,Divorced,F,,44708.085068471446,5.0
Khon Kaen,Yes,6.139406439464063,Graduate School,37.0,Suburban,Single,F,0.07026660493687092,51731.096411296974,3.0
Mahasarakam,No,5.800911172147619,Graduate School,34.0,Rural,Married,M,0.7059670204249496,62693.02828040111,4.0
Mahasarakam,Yes,3.503503874954419,High School,37.0,Suburban,Divorced,M,0.7689705826706821,46487.11096888962,6.0
Khon Kaen,No,5.315246500436958,College,29.0,Rural,Married,F,-0.26042962214747006,35841.3118669441,4.0
Udon,Yes,5.612401694967255,Graduate School,25.0,Suburban,Divorced,M,0.03063558401303637,57925.301029026064,6.0
Mahasarakam,Yes,5.335898572990968,College,37.0,Rural,Divorced,,0.2508934437468887,46712.75578720315,2.0
Udon,Yes,4.746263190705806,College,36.0,Suburban,Married,M,0.27898642968243487,53303.1189628298,4.0
Khon Kaen,No,5.9303981703793855,College,28.0,Suburban,Married,M,0.19651801897272847,34893.381862259936,4.0
Mahasarakam,Yes,8.961097685632842,High School,37.0,Urban,Divorced,F,-0.899853297888557,61229.01401994888,4.0
Mahasarakam,No,4.644883544175505,College,39.0,Rural,Divorced,F,0.4368849858291831,59651.68507722122,5.0
Khon Kaen,No,5.384491846896375,College,40.0,Rural,Married,F,0.5076566758196105,36229.05273587577,5.0
Mahasarakam,Yes,6.286319672631745,College,32.0,Urban,Divorced,M,0.19696368480597637,80935.75292813647,6.0
Mahasarakam,Yes,6.46039639039901,Graduate School,30.0,Urban,Divorced,F,-0.6969358267544559,,4.0
Mahasarakam,Yes,5.409250327282216,College,40.0,Rural,Divorced,F,-0.19248197059869157,43125.62968975556,7.0
Udon,Yes,5.769204302437081,College,34.0,Urban,Divorced,F,-0.20501941070119917,48732.258638214145,
Udon,Yes,3.4442632063520735,High School,34.0,Suburban,Divorced,M,0.04358141636043644,57178.07724968298,4.0
Udon,No,4.695533137867563,Graduate School,20.0,Suburban,Divorced,F,-0.18399493028598163,74116.90235587345,5.0
Mahasarakam,Yes,5.020510661846578,Graduate School,41.0,Rural,Single,F,-0.011707744419547111,27806.041008463995,4.0
Udon,Yes,5.612705566083492,College,34.0,Suburban,Divorced,F,0.030683607803984658,49058.880412694445,6.0
Udon,Yes,4.405786287039363,College,45.0,,Married,F,0.8137918466809546,55946.658092693906,6.0
Udon,Yes,6.5131050108102855,High School,40.0,Rural,Single,M,-0.7083427779013473,40286.36299952182,4.0
Udon,No,7.168952930862163,High School,32.0,Rural,Divorced,M,0.2468751537890021,65566.69272387866,3.0
Mahasarakam,Yes,4.622295634586812,College,38.0,Suburban,Divorced,M,0.6749239585320465,49791.740265550165,6.0
Udon,Yes,5.187848992409504,Graduate School,32.0,Suburban,Divorced,,0.14851010244717827,59525.69403186409,6.0
Udon,Yes,8.065647611509144,College,43.0,Urban,Single,M,-1.2641283014612004,71426.34187559003,4.0
,No,8.639855836621948,Graduate School,45.0,Rural,Divorced,F,0.9185880034749665,53884.712406522456,6.0
Khon Kaen,Yes,3.8641276443670427,Graduate School,41.0,Urban,Married,F,0.7725456753586316,54252.656474784446,3.0
Mahasarakam,,3.110691856767155,Graduate School,28.0,Suburban,Married,M,0.52835556661976,65384.5043937202,4.0
Udon,Yes,5.092985182499618,College,34.0,Urban,Divorced,M,0.28618714197899336,56254.653060416975,4.0
Udon,Yes,4.640518956711213,Graduate School,44.0,Urban,Divorced,F,0.2363924398417201,43559.67116719524,5.0
Udon,Yes,5.15873342484701,College,36.0,Rural,Married,F,0.2785425847578021,50627.45873502975,6.0
Mahasarakam,No,10.0,High School,62.0,Urban,Married,M,-0.01977015646036301,44082.97410425829,5.0
Mahasarakam,Yes,9.223817739835301,High School,46.0,Suburban,,M,-1.5,51773.301112655434,6.0
Mahasarakam,Yes,,High School,38.0,Urban,Divorced,M,-0.5275710944125052,47217.760346045274,4.0
Udon,No,4.661258142578736,High School,32.0,Urban,Married,M,-0.23047173226452897,46162.10289565325,2.0
Mahasarakam,No,4.987783572337234,High School,38.0,Rural,Married,M,0.23498911440982512,66516.35686041717,6.0
Khon Kaen,Yes,4.081454881563213,College,40.0,Urban,,M,0.41776329824712166,39568.52708313653,
Udon,Yes,8.72388639431732,High School,35.0,Suburban,Divorced,F,-0.40692190503720493,53770.35553558997,5.0
Udon,Yes,6.089335868713784,College,26.0,Urban,Divorced,F,-0.7249788621586515,46577.74654998978,5.0
Mahasarakam,Yes,4.054788012181562,Graduate School,38.0,Urban,Divorced,F,0.7844384246245785,66709.74004574867,8.0
Khon Kaen,Yes,5.475867212958163,Graduate School,33.0,Urban,Single,F,0.14157929557270754,56762.56406964772,4.0
Udon,Yes,5.76532184255547,High School,28.0,Suburban,Divorced,F,-0.5291149934656152,58298.00216399217,6.0
Udon,Yes,4.1487816527017705,College,41.0,Suburban,Divorced,F,0.5617989136618594,49891.714834695485,4.0
Udon,Yes,3.283918385860556,Graduate School,39.0,Suburban,Divorced,F,0.7412115437849434,54953.55083130251,4.0
Khon Kaen,No,6.251298822157136,Graduate School,32.0,Rural,Single,M,0.4757216960034647,47854.81208433866,4.0
Khon Kaen,Yes,2.3299446103433814,High School,35.0,Urban,Divorced,F,,67082.0569336516,6.0
Mahasarakam,No,7.161964275582092,College,28.0,Suburban,Married,F,0.4518879965571304,54357.182575899504,3.0
Mahasarakam,Yes,4.706652035432805,Graduate School,29.0,Urban,Divorced,F,0.020008066578169725,62567.67399993633,3.0
Mahasarakam,Yes,5.318494413106308,High School,46.0,Urban,Married,M,0.37564524821080947,34623.24109763483,4.0
Udon,No,6.295092683953667,College,42.0,Rural,Married,M,1.5000000000000002,43757.27598318271,4.0
Udon,Yes,5.303355847762457,Graduate School,46.0,Suburban,Single,,0.045984493791167785,42133.48728310245,6.0
Mahasarakam,Yes,5.766662219532799,Graduate School,35.0,Urban,Divorced,M,-0.06894032798568261,44424.95977472377,5.0
Mahasarakam,Yes,8.370245987246248,High School,38.0,Urban,Divorced,F,-0.5047555964829731,58865.93128577371,8.0
Udon,Yes,5.48680851380723,High School,37.0,Urban,Divorced,F,0.49365969914188246,68557.43701818668,4.0
Khon Kaen,Yes,6.757261592802174,College,41.0,Urban,Divorced,M,-0.2590310398723462,58636.807311303695,3.0
Khon Kaen,Yes,6.10461491995235,College,39.0,Rural,Single,M,-0.3501753621041802,68632.60613188538,3.0
Udon,Yes,7.930726203724955,High School,38.0,Urban,Divorced,F,-0.7484695501545243,40098.16074146978,3.0
Udon,No,5.438872505091263,College,27.0,Rural,Married,F,0.06432163299135829,69163.27022655588,7.0
Khon Kaen,Yes,4.903325990707082,High School,29.0,Urban,,M,-0.02424658244458902,48982.36074661787,5.0
Khon Kaen,Yes,3.4786943652764486,Graduate School,30.0,Urban,Divorced,F,0.09143851384584856,55713.482439520754,5.0
,No,4.777935673174344,High School,27.0,Suburban,Married,F,-0.3992788188954728,61769.22038816439,6.0
Khon Kaen,Yes,6.718106909479578,High School,34.0,Suburban,Divorced,M,-0.7298990547928993,50386.90250140997,5.0
Khon Kaen,No,6.275287831358336,High School,22.0,Rural,Married,F,-0.30442694227083644,41533.10677990866,6.0
Khon Kaen,Yes,5.811576599914158,High School,36.0,Urban,Single,F,-0.35640287447181396,42378.44700387904,6.0
Udon,No,3.004220783992218,Graduate School,18.0,Suburban,Divorced,M,-0.27631404203468674,67832.43406568796,4.0
Mahasarakam,Yes,2.547624177176921,High School,41.0,Urban,Single,F,1.1845915960000428,72099.83713672706,5.0
Udon,Yes,5.01706139420925,College,34.0,Urban,Married,M,0.06728520670849442,63887.09498583437,7.0
Khon Kaen,Yes,6.596458343932355,College,34.0,Urban,Single,F,-0.5610725894583547,64505.36509323584,6.0
Udon,No,6.87130187013031,College,36.0,Rural,Married,F,0.3236607604137376,48778.889920825655,6.0
Khon Kaen,No,4.493055435544669,Graduate School,18.0,Rural,Divorced,M,-0.23237007457275424,48229.436920840875,6.0
Udon,No,4.849792555971204,Graduate School,32.0,Rural,Divorced,F,0.6090596162726432,42400.71189444669,5.0
Khon Kaen,Yes,4.184031802892265,College,38.0,Suburban,Married,F,0.42903040741089427,30148.279331389607,4.0
Khon Kaen,Yes,4.826685617945093,Graduate School,36.0,Suburban,Divorced,M,-0.05825958804918743,50713.67775504673,7.0
Udon,No,4.292301555066241,College,23.0,Suburban,,M,0.09507717528097415,51249.63688257567,5.0
Mahasarakam,Yes,4.035877690018202,College,45.0,Suburban,Single,M,0.030827927100818747,58073.21469729238,6.0
Mahasarakam,No,6.263062785573418,High School,49.0,Rural,Single,F,-0.5467685558344093,49868.55424726953,4.0
,No,7.112813432251486,High School,40.0,Rural,Married,M,-0.07693201063885476,41389.91520730372,7.0
Udon,Yes,5.836642720283901,Graduate School,48.0,Urban,Divorced,F,-0.020526779611105078,43831.20987250794,4.0
Mahasarakam,Yes,3.944201630362581,High School,28.0,Suburban,Divorced,F,0.5562213034201159,62754.50057205971,5.0
Udon,Yes,3.2228177316689743,College,35.0,Urban,Divorced,M,0.6736751192980012,54229.13265371714,5.0
Mahasarakam,Yes,6.93700070899776,High School,39.0,Suburban,Divorced,F,-0.06213279302033911,59443.02472336696,7.0
Mahasarakam,No,4.3463109369707125,Graduate School,25.0,Rural,Married,M,-0.186525947518751,62701.75945643978,5.0
Udon,Yes,5.013973074204656,Graduate School,41.0,Rural,Divorced,F,0.39867367423345046,42973.02015199124,4.0
Khon Kaen,No,5.766812462148065,College,32.0,Urban,Married,F,-0.13659002139852458,46925.11058376066,4.0
Udon,Yes,4.078059877504258,High School,47.0,Suburban,Divorced,F,0.07852982911653633,58090.63462338181,7.0
Udon,,2.898812974210278,High School,32.0,Urban,Single,F,0.639290820576609,67594.90084885951,5.0
Khon Kaen,Yes,6.477948203564184,Graduate School,38.0,Urban,Divorced,F,0.06695141544320271,69321.97934860807,6.0
Udon,Yes,5.547944770038126,High School,28.0,Urban,Divorced,F,-0.23937994025707518,51576.53496573166,7.0
Udon,Yes,6.116277704529142,College,40.0,Urban,Divorced,M,-0.5559812593661371,50591.11125178588,6.0
Khon Kaen,No,3.2833082467048675,College,25.0,Urban,Single,M,-0.2630862392109493,52127.61207323891,5.0
Mahasarakam,No,4.5077691272573865,High School,22.0,Rural,Married,F,0.39184244500139,56928.14542843442,6.0
Udon,No,5.220128338725276,Graduate School,31.0,Rural,Married,F,0.4596491906940836,66300.70935914363,3.0
Udon,Yes,5.061906199925284,Graduate School,43.0,Suburban,Divorced,F,0.32010751309046026,58982.29362658495,3.0
Mahasarakam,No,6.354125858441351,Graduate School,42.0,Rural,Single,M,0.8215233490385438,46336.62533640952,5.0
Udon,No,4.4743145074162385,Graduate School,22.0,Rural,Married,F,0.21152376603939738,39830.66796204811,2.0
Khon Kaen,Yes,5.023010554965232,College,27.0,Urban,Single,F,0.3625468304733148,52747.26036984746,5.0
Mahasarakam,No,4.956484937635707,College,31.0,Rural,Married,M,-0.19500088827527343,53441.911837488806,6.0
Khon Kaen,No,3.5104675810735584,High School,20.0,Rural,Married,M,-0.12341279541762813,46036.249138728264,7.0
Mahasarakam,No,7.607095358833897,College,38.0,Suburban,Married,F,-0.08390417845273038,49440.52431594477,7.0
Udon,Yes,,High School,39.0,Urban,Single,M,-0.4153183803803284,71065.3951967055,3.0
Udon,Yes,8.028986583994769,College,43.0,Urban,Divorced,F,-0.8143421659782871,54584.170673173765,5.0
Khon Kaen,Yes,7.3802523138247516,High School,41.0,Urban,,M,-1.0199792363314466,40181.901414899665,3.0
Mahasarakam,Yes,5.117114120658618,High School,27.0,Urban,Married,M,-0.19335617570878064,57114.929064521726,6.0
Mahasarakam,Yes,4.640033574268141,Graduate School,36.0,Urban,Divorced,M,0.4039839803213978,52455.513830579475,5.0
Udon,Yes,5.857101609462066,,39.0,Suburban,Single,M,-0.2081146768257674,80320.85408410219,6.0
Udon,Yes,6.3733831070396745,Graduate School,27.0,Urban,Divorced,F,-0.47831448838535506,53595.3060992127,4.0
Khon Kaen,Yes,6.009301111691641,College,44.0,Urban,Divorced,M,-0.36340540836317226,61319.45978073435,
Khon Kaen,Yes,5.908905522690981,High School,42.0,Suburban,Divorced,M,0.1856647260474189,37852.79632020307,3.0
Mahasarakam,Yes,4.962737388920768,High School,34.0,Urban,Divorced,F,0.2528562106029879,61312.8249851617,7.0
Udon,Yes,6.02407278606741,College,39.0,Suburban,Divorced,F,-0.0052734410146002,66697.79952638641,4.0
Khon Kaen,Yes,3.968119427448138,High School,36.0,Urban,Single,F,0.10388089442704285,49760.504123696206,6.0
Mahasarakam,Yes,4.805188712994425,High School,41.0,Urban,Single,M,0.5073150424812672,38800.315579715956,7.0
Khon Kaen,Yes,5.339103588516111,Graduate School,43.0,Urban,Divorced,M,0.40772562334002616,47930.75667049723,4.0
Mahasarakam,Yes,7.272766726934419,High School,42.0,Suburban,Divorced,F,-0.5471984812872247,55140.65416910858,5.0
Mahasarakam,Yes,3.998192765937333,College,39.0,Urban,Divorced,M,0.35189557362647805,78682.77778300742,5.0
Khon Kaen,No,7.350577537293725,College,29.0,Rural,Divorced,F,-0.043917094107650434,63393.903014531694,6.0
Mahasarakam,Yes,4.115224593397955,Graduate School,38.0,Suburban,Married,F,0.8690711807394926,94322.22028059124,4.0
Udon,Yes,4.787995999531962,Graduate School,37.0,Urban,Married,M,0.23747458888902062,50822.05934603588,3.0
Mahasarakam,Yes,4.122632636912984,College,40.0,Urban,,M,0.462066744643319,52327.75263448209,7.0
