City,Online Activity,Years after high school graduation,Education Level,Brand Loyalty,Annual Income,Location Code,Gender,Years subscribed,Marital Status,Renew
Mahasarakam,4.155842724227671,30.0,Graduate School,0.14188038178200554,51396.61086678396,Rural,F,5.0,Divorced,Yes
Udon,1.5591593338450092,24.0,High School,-0.2729093711902789,52017.0821360819,Rural,M,8.0,Married,Yes
Udon,4.682116150709987,30.0,College,0.8607679679479934,60754.12376645314,Urban,F,4.0,Divorced,Yes
Mahasarakam,5.888140670811504,39.0,Graduate School,0.6163015743947817,54205.22542838531,Suburban,M,4.0,Single,Yes
Udon,5.15678652220969,35.0,High School,0.5529224948989784,59723.95251462826,Urban,M,3.0,Divorced,Yes
Udon,1.8605043029407247,28.0,Graduate School,0.2966312148060431,60436.141839076,Urban,F,6.0,Single,Yes
Udon,5.342145528981021,29.0,College,0.5279757280679884,61843.99594456382,,F,4.0,Divorced,Yes
Udon,3.759475881122182,30.0,High School,0.5533053428858807,57482.234697269094,Suburban,M,5.0,Divorced,Yes
Udon,4.115517401175956,22.0,High School,0.6734693659433278,45506.617011253824,Suburban,M,3.0,Divorced,Yes
Khon Kaen,6.445158438226171,33.0,Graduate School,0.7075320377705137,50430.55126506278,Urban,M,1.0,Single,Yes
Mahasarakam,3.945472710103375,36.0,College,0.2931185500460259,47153.214436205555,Rural,M,7.0,Married,No
Mahasarakam,5.113014605852806,25.0,College,0.23876979213607719,48746.74393655879,Suburban,M,5.0,Single,Yes
Mahasarakam,4.994348880017966,49.0,Graduate School,0.9455193317257936,52720.88068547851,Suburban,M,4.0,Single,Yes
Udon,5.766956973069945,34.0,High School,0.06221294006684963,30085.0797585463,Urban,M,6.0,Married,Yes
Khon Kaen,3.0131892300173106,31.0,College,0.6931893692480374,26903.135370628843,Urban,M,8.0,,No
Khon Kaen,4.3770747876629175,25.0,College,-0.39509926070603785,,Suburban,M,4.0,Married,No
Khon Kaen,4.184105783798574,37.0,Graduate School,0.845323816161627,57505.25265154509,Suburban,M,1.0,Single,Yes
Mahasarakam,6.44771681313272,28.0,High School,-0.18063533488101707,76422.70194395016,Suburban,F,3.0,Married,No
Khon Kaen,4.579419539826153,,High School,0.31567750428739527,72806.43698965653,Urban,F,1.0,Married,Yes
Khon Kaen,5.197310423055644,46.0,High School,0.49683298294881056,57649.79490105349,Urban,M,5.0,Divorced,Yes
Khon Kaen,3.8504038306427595,32.0,College,-0.12469119470995366,55784.036055397315,Rural,F,6.0,Divorced,No
Khon Kaen,4.960594127260579,39.0,High School,0.09824063424530105,38277.599943344016,Rural,F,7.0,Married,No
Udon,5.4014253615470045,38.0,Graduate School,-0.6123108293800816,70702.12433005538,,M,4.0,Married,No
Khon Kaen,6.72295990459096,34.0,High School,0.3592241573084584,41628.40250748192,Suburban,M,4.0,Single,Yes
Khon Kaen,7.525541752874095,35.0,Graduate School,0.8235878391283179,57715.655938095515,Suburban,F,0.0,Married,Yes
Mahasarakam,7.015632044006319,29.0,High School,1.042977691144641,53247.444470604474,Suburban,F,0.0,Divorced,Yes
Khon Kaen,5.264790160860471,11.0,Graduate School,0.07613861015451678,58046.61381817419,Suburban,F,5.0,Divorced,No
Khon Kaen,3.710706118705655,29.0,College,0.507646665705112,38557.757318986376,Rural,F,5.0,Married,No
Mahasarakam,5.7529475463229165,46.0,College,0.30430884335905206,61185.327814644756,Urban,M,3.0,Divorced,Yes
Khon Kaen,7.433557964035707,14.0,Graduate School,0.6977882185728846,66221.56634480157,Urban,M,1.0,Married,Yes
Udon,4.243447626390948,34.0,High School,0.7029600135066709,63177.12155138721,Urban,F,3.0,Divorced,Yes
Mahasarakam,5.694640675847255,36.0,High School,0.3121108095100331,63186.932207803395,Suburban,M,5.0,Married,No
Udon,3.8405980552610473,20.0,High School,0.7778472524940014,63788.84076878952,,F,3.0,Single,Yes
Khon Kaen,5.101474619325707,43.0,High School,0.40856245565124044,54720.97486673391,Urban,M,4.0,Single,Yes
Khon Kaen,6.69493453093658,51.0,Graduate School,0.660480847141748,49036.86651617287,Urban,M,4.0,Single,Yes
Udon,7.068373411430772,35.0,College,-0.6114494464079478,50762.793057389856,Rural,M,3.0,Married,No
Khon Kaen,3.867029976357802,31.0,High School,0.5834270857565396,73833.06227085699,Suburban,F,2.0,Married,Yes
Khon Kaen,6.417798173215652,29.0,College,0.03787650870074227,58789.588203865285,Suburban,M,4.0,Married,No
Mahasarakam,4.122192379492467,31.0,College,0.2985827968566286,57022.54062688059,Urban,M,6.0,Single,No
Udon,3.267281082966373,40.0,College,-0.7592762613541454,50840.753284750856,Rural,F,5.0,Single,No
Mahasarakam,4.322088451081725,34.0,High School,0.33286366144074336,44063.36804280506,Urban,M,5.0,Divorced,Yes
Mahasarakam,5.381620301950696,25.0,College,0.31756151906630564,29052.537823207997,Rural,F,8.0,Divorced,No
Khon Kaen,5.458622522465855,21.0,High School,1.072002325644592,61857.0132744778,Urban,M,2.0,Single,Yes
Mahasarakam,3.221674978578823,38.0,Graduate School,0.9362227652583023,64639.364886088704,Urban,F,3.0,Single,Yes
Khon Kaen,6.228659911299229,33.0,Graduate School,0.4790192819980118,52085.40312447622,Urban,M,3.0,Divorced,Yes
Mahasarakam,3.4808221373338264,37.0,High School,-0.2822509677939754,54769.28149717419,Suburban,F,6.0,Divorced,Yes
Khon Kaen,5.312143181359407,36.0,College,0.6986981044385623,54674.067972425764,Suburban,F,4.0,Divorced,Yes
Udon,2.8428155346427744,51.0,Graduate School,0.6054770212143367,18778.806012653877,Rural,M,9.0,Married,No
Khon Kaen,2.614134333112399,16.0,,0.39269049382032284,74937.01269804468,Urban,F,4.0,Divorced,Yes
Mahasarakam,4.002628721919124,25.0,High School,0.7313040109097391,60420.44351638035,Urban,F,1.0,Married,Yes
Khon Kaen,4.782507770815823,33.0,College,0.7266903797374339,46741.90350771323,Urban,F,3.0,Divorced,Yes
Udon,5.0076581480061595,23.0,College,0.7395690508463741,45963.39965494121,Urban,F,5.0,Single,Yes
Khon Kaen,7.5011861606280235,31.0,College,0.6149507660589872,43417.896475976464,Suburban,F,4.0,Divorced,Yes
Udon,6.531955951765738,52.0,Graduate School,0.79592236384962,59382.80929506117,Urban,M,1.0,Married,Yes
Udon,3.7695371065325443,31.0,Graduate School,0.4556652755847495,73032.64101037662,Urban,F,2.0,Divorced,Yes
Mahasarakam,4.6136348431633785,20.0,High School,0.6858534184124022,45575.319037687615,Suburban,F,5.0,Divorced,Yes
Udon,4.4874744370841295,27.0,College,0.41737377599481984,66602.66296749446,,F,3.0,Divorced,Yes
Udon,2.4277662326302236,31.0,High School,-0.10700584787052858,43410.96525601609,Rural,F,7.0,Single,No
Khon Kaen,5.021534212168516,49.0,High School,0.520387477238609,72396.06414564987,Suburban,M,2.0,Married,Yes
Mahasarakam,6.658933609320567,41.0,Graduate School,0.3451873149088193,45679.25483666142,Suburban,F,5.0,Single,Yes
Mahasarakam,5.420120004597097,46.0,College,-0.3376285131791329,54127.983024347566,Rural,M,5.0,Married,No
Udon,6.127770831670931,34.0,College,0.9344266577573421,60520.74439910201,Urban,M,2.0,Divorced,Yes
Mahasarakam,3.9637688828578708,28.0,High School,0.23932626507903665,58669.60182985549,Urban,M,4.0,Divorced,Yes
Khon Kaen,3.454836101307428,32.0,High School,0.15576224837186736,31382.413067282618,Rural,F,7.0,Married,No
Mahasarakam,4.011621768026443,36.0,College,0.11602318101453701,54366.361194238976,Urban,F,5.0,,Yes
Udon,5.653001652936877,36.0,College,-0.2907790822371885,80432.3765548351,Rural,M,4.0,Married,No
Mahasarakam,5.278951768931002,26.0,College,-0.10632731080551727,73665.84102605934,Suburban,M,4.0,Married,No
Udon,4.176034197842024,26.0,Graduate School,0.17547916620168702,50619.29847404724,Suburban,F,6.0,Married,No
Mahasarakam,5.693231100181821,36.0,College,0.7821003137728715,49904.685193614954,Urban,F,3.0,Divorced,Yes
,2.768231212325599,15.0,Graduate School,0.127626529033815,,Suburban,F,5.0,Single,Yes
Mahasarakam,5.792180392415807,31.0,High School,0.6233243949752971,34664.48612063707,Rural,M,7.0,Married,No
Khon Kaen,4.738883736762718,33.0,College,0.3392018225407064,65029.09617244935,Suburban,M,4.0,Divorced,Yes
Khon Kaen,6.395128102571757,38.0,High School,0.3853626178632149,51805.13089511252,Urban,F,3.0,Single,Yes
Mahasarakam,3.2437194897386745,30.0,High School,0.2713959075840422,52760.45368273682,Urban,M,6.0,Divorced,Yes
Mahasarakam,4.529988414212909,36.0,College,0.4530788518011488,41807.502555923274,Urban,M,5.0,Single,Yes
Udon,5.696546455957085,39.0,Graduate School,0.7822352042809719,66072.17148540373,Urban,M,2.0,Married,Yes
Mahasarakam,4.843079726760072,41.0,High School,0.2243486093195441,32117.3961107397,Rural,F,8.0,Married,No
Khon Kaen,3.8590703880204917,32.0,Graduate School,0.49384040136877844,52152.90965371866,Suburban,M,2.0,Divorced,Yes
Udon,6.192390908074352,42.0,College,0.640517340837317,51378.70241268381,Urban,M,2.0,Single,Yes
Udon,3.982482549717275,33.0,High School,-0.07977726565090809,62342.68985974462,Suburban,M,5.0,Single,No
Mahasarakam,3.61146039767871,18.0,High School,0.29156501713934735,49117.04601845298,Rural,F,7.0,Married,No
Mahasarakam,6.106801291888203,35.0,High School,-0.35315111959764833,66236.25907148355,Suburban,F,4.0,Married,No
Khon Kaen,1.6465272316212256,32.0,Graduate School,0.102639915954787,72340.50904916335,Urban,M,5.0,Single,Yes
Udon,6.1584724276227245,31.0,Graduate School,-0.0070044571272376566,58751.22152417536,Suburban,F,5.0,Divorced,No
Khon Kaen,7.154635412574928,52.0,High School,0.701591172680877,44433.77195303058,Suburban,M,3.0,Divorced,Yes
Udon,5.041801688580016,51.0,College,-0.0033099733185833202,51675.19587111688,Urban,M,5.0,Married,Yes
Udon,5.322426405524349,40.0,Graduate School,0.4518923512765688,48836.835983792356,Rural,F,7.0,Married,No
Udon,5.482974569230638,44.0,,0.5678770322419697,37831.58000312624,Suburban,F,4.0,Divorced,Yes
Udon,3.825101934652953,46.0,College,-0.008472833473468694,53369.66194584668,Suburban,F,6.0,Single,Yes
Khon Kaen,5.7514946242298555,26.0,Graduate School,0.45555881657128516,50241.72712144287,Rural,F,6.0,Single,Yes
Mahasarakam,4.160064260319591,30.0,College,0.21592528964302407,50697.01206595833,Urban,F,6.0,Single,Yes
Mahasarakam,5.185860982269245,38.0,College,0.6831854030336045,49739.26207893378,Suburban,M,4.0,Divorced,Yes
Khon Kaen,5.43501870191791,31.0,Graduate School,-0.1966841444275243,65831.69521242117,Suburban,F,4.0,Married,No
Khon Kaen,3.6507498292118625,18.0,High School,0.6983992015833576,55531.57566635692,Suburban,F,3.0,Divorced,Yes
Udon,7.011962985712013,41.0,High School,-0.04146083667833933,62634.291455285434,Rural,M,4.0,Married,No
Udon,5.3842815923774845,30.0,College,0.4916089613171413,40363.125403071535,Urban,F,4.0,Divorced,Yes
Khon Kaen,3.4750773883186974,47.0,High School,0.40163485164364565,79125.5548399353,Urban,M,3.0,Single,Yes
Mahasarakam,7.377398186646918,30.0,Graduate School,0.694494750887535,45717.49330834552,Urban,M,4.0,Married,Yes
Udon,3.3146231928590226,29.0,High School,-0.1600526931376714,53693.62454849002,,M,6.0,Divorced,Yes
Khon Kaen,4.787191393227649,23.0,Graduate School,0.3742558833231827,58365.28610494119,Urban,F,3.0,Divorced,Yes
Mahasarakam,6.699795670875971,24.0,College,-0.06550551312141611,65272.83632005811,Suburban,F,5.0,Single,No
Mahasarakam,6.0400624441563044,39.0,High School,0.5012764246223467,51404.76012963099,Rural,M,4.0,Divorced,Yes
Udon,4.619911587325143,33.0,High School,0.44674151507985715,57237.52850707415,Rural,M,6.0,Married,No
Udon,4.694404472202255,21.0,High School,0.7066397219624125,52559.727575999794,Urban,M,4.0,Single,Yes
Udon,5.847279038705128,16.0,College,0.3164659409728227,48799.40250720631,Suburban,F,6.0,Single,Yes
Khon Kaen,3.553399452104789,2.0,College,-0.13754086462655224,63100.816762248236,Rural,M,5.0,Married,No
Mahasarakam,4.337790416908972,28.0,College,0.7450026574518365,61252.00265611615,Urban,F,3.0,Divorced,Yes
Khon Kaen,5.895469915039279,43.0,Graduate School,0.781963203014442,53260.94805350978,Suburban,F,7.0,Married,No
Khon Kaen,4.882577231459972,40.0,College,-0.5484650400367254,67616.44591102414,Suburban,M,3.0,Single,No
Khon Kaen,3.705071707199685,33.0,High School,0.3768926652696105,56093.531714977,Urban,M,4.0,Divorced,Yes
Udon,5.188205400687843,24.0,High School,0.9425086062950019,62146.42582107726,Suburban,F,6.0,Divorced,No
Udon,3.550688847007883,30.0,Graduate School,0.020824782376157758,60626.56049258222,Urban,M,5.0,Divorced,Yes
Mahasarakam,4.942577516699302,37.0,Graduate School,-0.1485907300275598,55594.15296356182,Urban,M,5.0,Divorced,Yes
Khon Kaen,3.7312223512688973,41.0,College,0.19694589701580353,37922.96042780296,Rural,M,6.0,Divorced,No
Mahasarakam,5.342564102130128,24.0,High School,0.5626395501576262,55179.82163867846,Urban,F,4.0,Single,Yes
Udon,4.719308028234342,22.0,College,0.7918950803827057,53289.26499825916,Suburban,F,2.0,Divorced,Yes
Udon,5.315165514138037,43.0,College,-0.1306394770121062,51412.28169338629,Urban,M,6.0,Divorced,Yes
Khon Kaen,3.667334869500456,47.0,High School,-0.4477835653927438,57368.18265893133,Rural,F,5.0,Single,No
Mahasarakam,6.425548200169627,39.0,College,0.13742840314551874,51476.69030499068,Urban,F,4.0,Divorced,Yes
Udon,4.342358323000099,23.0,College,0.7179312921659506,54220.821783053885,Urban,M,3.0,Divorced,Yes
Mahasarakam,6.075282558516145,44.0,Graduate School,0.628464933532066,75388.57793114909,Suburban,M,1.0,Single,Yes
Udon,2.8554523612397054,28.0,Graduate School,0.08601200844557585,,Urban,F,7.0,Divorced,Yes
Khon Kaen,3.0574988102606984,22.0,College,-0.9222742828507728,71481.98160344604,Rural,M,4.0,Married,No
Mahasarakam,4.846137128444955,30.0,Graduate School,-0.0455566455444778,49970.07807690304,Rural,M,6.0,Single,No
Udon,3.2404707867618257,21.0,College,0.19866395756847643,58090.84896309742,Urban,M,5.0,Single,Yes
Khon Kaen,5.60353423850127,47.0,College,0.24964307674408376,46865.59988415532,Rural,M,6.0,Married,No
Khon Kaen,5.820941793158049,37.0,Graduate School,0.6734561015317551,83282.13673239126,Rural,F,4.0,Married,No
Udon,4.030847107653232,35.0,Graduate School,-1.3603704248345188,67275.04452190852,Rural,F,3.0,Married,No
Khon Kaen,4.906922305549997,46.0,Graduate School,0.07024157300629855,82928.80972351135,Rural,F,4.0,Single,No
Khon Kaen,6.068765581678909,43.0,High School,0.05075117931120701,46096.973326973304,Urban,M,5.0,Divorced,Yes
Khon Kaen,5.649640216021906,40.0,College,0.42752668648336134,58936.125565974544,Urban,F,4.0,,Yes
Khon Kaen,5.009675725466452,28.0,Graduate School,0.4821069903527085,43771.5562597797,Suburban,F,7.0,Divorced,No
Mahasarakam,4.108228653844731,18.0,College,0.12983913329473878,53559.40446864131,Suburban,M,6.0,Married,Yes
Udon,5.115728407787515,44.0,Graduate School,0.23946228401781972,45175.95271800278,Urban,F,5.0,Divorced,Yes
Mahasarakam,4.484248989131394,28.0,College,-0.12870690611105695,59176.83190798321,Rural,F,6.0,Married,No
Mahasarakam,6.139334549242167,44.0,Graduate School,0.5630126022530734,66369.33171495794,Suburban,F,2.0,Married,Yes
Mahasarakam,4.715064048140189,43.0,Graduate School,-0.5094843375871148,49519.866520704934,Urban,F,6.0,Married,No
Khon Kaen,6.283273722356075,23.0,Graduate School,0.6875600183608053,58423.01781002918,,F,4.0,Single,Yes
Khon Kaen,2.760271382517846,24.0,Graduate School,0.25580316788885976,54118.42814347095,Urban,F,4.0,Single,Yes
Khon Kaen,5.707686926399753,46.0,High School,-0.027806716093347783,29832.31284046943,Urban,,7.0,Divorced,Yes
Mahasarakam,5.256984258777277,39.0,College,-0.2563204392918169,46051.86384272377,Urban,M,7.0,Divorced,Yes
Mahasarakam,6.203286646086288,18.0,High School,0.5907165529187004,68097.44443390293,Urban,M,6.0,Married,No
Mahasarakam,7.539237498942693,36.0,High School,-0.28167787819307233,76724.8295594457,Urban,F,5.0,Married,No
Khon Kaen,6.394867563671273,23.0,High School,0.042896891022565525,61634.46702409893,Suburban,F,7.0,Married,No
Mahasarakam,5.163483205053165,30.0,High School,0.3390665550638944,48474.01060227437,,M,2.0,Single,Yes
Udon,5.564128210864719,23.0,Graduate School,0.4224128974666907,48145.971042125384,Suburban,F,4.0,Single,Yes
Khon Kaen,3.8773697096569157,23.0,College,,54988.8176951712,Rural,F,6.0,Divorced,No
Mahasarakam,3.810760817748535,29.0,High School,-0.08036240730282007,55980.112029753815,Suburban,F,6.0,Married,No
Khon Kaen,3.854795403674356,42.0,College,-1.2965740083782578,,Urban,F,5.0,Single,No
Udon,4.35995213301898,44.0,Graduate School,0.47158464351073437,53240.02809257319,Urban,F,5.0,Divorced,Yes
Udon,5.625872350308299,,Graduate School,-0.09074664999420856,47871.338490445414,Suburban,F,7.0,Divorced,No
Mahasarakam,2.3287073134778304,31.0,Graduate School,0.24490362774899466,46400.738145950876,Suburban,F,7.0,Married,No
Mahasarakam,3.2477548218698473,26.0,High School,0.06432401441862734,56607.59605888701,Suburban,M,5.0,Divorced,Yes
Udon,5.020234745932164,32.0,Graduate School,-0.9565514757895703,63638.08013343925,Suburban,M,4.0,Married,No
Mahasarakam,6.759668603926492,38.0,High School,0.36523636360151845,53263.551269693955,Urban,F,3.0,Single,Yes
Khon Kaen,5.546610356923193,29.0,Graduate School,0.5270014307487625,60415.80590828601,Suburban,F,3.0,Married,Yes
Khon Kaen,5.763249216531419,32.0,College,0.5821215019746313,60668.390348193214,Suburban,F,3.0,Divorced,Yes
Khon Kaen,3.5122964789521,47.0,College,0.4094024380779404,41773.25561062868,Rural,M,5.0,Single,Yes
Mahasarakam,5.5830419014182,36.0,Graduate School,-0.3439548528254952,64961.29964244873,Suburban,F,4.0,Single,No
Khon Kaen,6.919024293704481,19.0,Graduate School,0.23454745781803424,43903.204720435795,Urban,,6.0,Married,No
Mahasarakam,6.503714276827802,33.0,Graduate School,0.1819042628135899,62163.550355444044,Suburban,M,6.0,Divorced,
Khon Kaen,1.3591871644829685,25.0,High School,0.614394584092485,75313.45512986045,Rural,M,2.0,Divorced,Yes
Khon Kaen,3.7063802413585307,27.0,College,-0.3543380216079267,78966.55614866852,Suburban,M,3.0,Married,No
Udon,4.725627260143335,23.0,Graduate School,0.5923887313914861,36654.977413495115,Urban,F,6.0,Divorced,Yes
Udon,6.96682398568384,20.0,Graduate School,0.9430099010213836,41822.59067461977,Urban,F,2.0,Divorced,Yes
Mahasarakam,6.3568505100730075,20.0,College,0.6858073100702003,52690.957452110204,Urban,F,3.0,Single,Yes
Khon Kaen,4.5122933509929775,29.0,High School,0.27472560088304016,31445.333011027527,Urban,F,,Divorced,Yes
Khon Kaen,4.951992914289449,30.0,College,0.5901766997004122,61701.092706571464,Urban,M,1.0,Single,Yes
Khon Kaen,4.979763200604745,34.0,College,-0.5246033920268465,55817.7208152142,Rural,M,5.0,Married,No
Udon,3.1429767934846895,44.0,College,0.5255952458850486,71892.13071342083,Rural,M,3.0,Divorced,Yes
Mahasarakam,5.010635668406594,49.0,College,0.2143727212323785,31334.071752783788,Rural,F,8.0,Married,No
Mahasarakam,5.847153556406997,31.0,College,0.7639496946107219,46311.917124635685,Urban,,2.0,Single,Yes
Mahasarakam,3.4651069002468238,26.0,Graduate School,0.22589098371961017,55000.61640417931,Urban,M,7.0,Divorced,No
Mahasarakam,7.528497489991302,19.0,High School,0.6683878181535194,62311.02919904309,Rural,F,3.0,Married,Yes
Udon,5.42656658765733,34.0,College,-0.8024940532968003,52103.489662285174,Suburban,M,6.0,Married,No
Mahasarakam,2.1970549415212206,44.0,High School,0.09606314527729812,59801.5969460836,Urban,M,5.0,Divorced,Yes
Mahasarakam,4.8210117659517175,37.0,Graduate School,0.04333803174106668,62336.268267088286,Rural,F,4.0,Divorced,No
Mahasarakam,4.515789888413815,27.0,College,0.2701883923471344,72874.95113328232,Urban,M,3.0,Married,Yes
Khon Kaen,5.413707757590399,19.0,College,0.4002980712576116,57860.93801208913,Urban,F,5.0,Divorced,Yes
Khon Kaen,7.585284224081095,33.0,Graduate School,-0.18286178550816673,66607.0399890437,Rural,F,4.0,Divorced,No
Mahasarakam,5.167859269642855,33.0,College,0.08953223137932034,48442.25833383062,Urban,M,7.0,Single,Yes
Mahasarakam,6.886201996859706,29.0,College,0.4459387644070688,47662.57220179999,Urban,F,5.0,Divorced,Yes
Khon Kaen,5.791223228346167,42.0,High School,-0.08018009728813941,48199.10074783482,Suburban,M,4.0,Married,Yes
Udon,4.689161213172712,17.0,College,0.07017805792935383,61696.37269364606,Suburban,F,4.0,Single,Yes
Mahasarakam,6.411247973380797,18.0,High School,0.30854209553049566,49856.59926069414,Suburban,M,4.0,Divorced,Yes
Khon Kaen,4.045530386469293,51.0,High School,0.48544725156535595,26522.803746293146,Rural,F,9.0,Single,No
Mahasarakam,5.352428907559189,23.0,College,0.5407994585877678,67214.80993446788,Suburban,M,4.0,Divorced,Yes
Khon Kaen,4.551874941582442,41.0,Graduate School,0.49481969342958065,49407.688262398755,Suburban,F,5.0,Divorced,No
Khon Kaen,3.99041715448167,23.0,Graduate School,0.43610993395961045,57456.95689114359,Rural,F,7.0,Married,Yes
Udon,3.2872271642924886,15.0,High School,0.2975110605798984,49513.444564007,Rural,M,6.0,,Yes
Khon Kaen,4.529381399784565,38.0,College,0.2857837513262276,41247.27836575922,Urban,M,6.0,Divorced,Yes
Udon,6.12975508084943,34.0,College,0.1426511438973989,49128.66235140312,Suburban,M,7.0,Married,No
Udon,5.559785369997773,18.0,,0.517478169235881,62478.20960402705,Urban,F,3.0,Divorced,Yes
Udon,4.611869758961957,21.0,Graduate School,0.5562919899274863,41333.68203631257,Rural,F,8.0,Married,No
Khon Kaen,5.186730908544152,33.0,High School,0.4902730353130832,60666.43113064245,Suburban,F,1.0,Married,Yes
Khon Kaen,6.380332741172266,29.0,High School,0.12139989258716165,64514.84610135216,Rural,F,4.0,Married,No
Mahasarakam,6.691169932527995,25.0,College,0.8709287837970117,49770.451260409456,Urban,M,3.0,Single,Yes
Khon Kaen,4.245594547986072,41.0,College,0.7189018709044772,52176.555134551425,Urban,M,3.0,Divorced,Yes
Khon Kaen,3.8592657619807587,47.0,High School,0.7042974495444076,76842.04212484822,Urban,M,2.0,Single,Yes
Udon,6.944178384951644,17.0,College,0.37061008134835216,23920.340312651228,Urban,M,6.0,Single,Yes
Khon Kaen,6.808787772664044,36.0,Graduate School,0.14909685339687256,62421.10691977374,Suburban,F,5.0,,No
Udon,4.4438619726206205,22.0,College,0.5321171702947038,48888.155764721734,Rural,M,6.0,Married,No
Udon,3.377980095589206,16.0,High School,0.264168842547464,36040.92986800586,Rural,F,7.0,Divorced,No
Mahasarakam,6.137582457797945,38.0,College,-0.14555988745512305,53566.82628820294,Urban,F,6.0,Single,
Khon Kaen,6.047447944325032,32.0,College,0.9576549357503108,51989.60834275001,Suburban,F,7.0,Married,No
Khon Kaen,5.917193886845777,34.0,High School,0.5152749696405916,58329.53039835967,Urban,F,4.0,Divorced,Yes
Khon Kaen,4.178796750618887,23.0,Graduate School,0.46240375727663185,63925.87120009222,Urban,M,1.0,Divorced,Yes
Mahasarakam,6.9869564050367705,39.0,College,1.2959222430313198,58911.35691575929,Suburban,M,0.0,Single,Yes
Udon,6.920952564462143,41.0,Graduate School,0.708237443674048,28996.739027392847,Suburban,F,5.0,Single,Yes
Khon Kaen,5.062938045150132,26.0,High School,-0.6112264824087499,56839.85464047054,Rural,M,5.0,Married,
Udon,5.612310018152442,28.0,High School,0.15181861650058395,34149.04847231183,Rural,F,6.0,Married,No
Khon Kaen,6.344995786250331,24.0,College,0.3545728594911676,49971.084686022805,Urban,F,4.0,Divorced,Yes
Udon,5.081234223385884,31.0,High School,0.21458759415006418,62751.655800809895,Rural,F,3.0,Married,Yes
Mahasarakam,5.857619391595581,27.0,Graduate School,0.5843520750031861,64015.10952362564,Suburban,M,3.0,Single,Yes
,3.808606053630286,20.0,College,0.08008644720244781,46975.64746472706,Urban,M,4.0,Divorced,Yes
Mahasarakam,4.895451222038606,,Graduate School,0.6313103677197838,51220.67813380233,Suburban,F,,Single,Yes
Udon,4.103775140163684,16.0,Graduate School,0.31775381212084136,47466.67228234917,Suburban,F,5.0,Divorced,Yes
Mahasarakam,6.229479672960156,28.0,Graduate School,0.5277588040241621,48356.95300631236,Urban,F,4.0,Divorced,Yes
Mahasarakam,6.796649146086638,23.0,Graduate School,0.3165507604344021,62679.403949583226,Suburban,M,5.0,Married,No
Udon,1.9970183228893852,27.0,,0.04435677966232579,39684.01325401375,Suburban,F,6.0,Single,Yes
Khon Kaen,4.843890432559351,40.0,College,0.08166403493571464,41777.628919755676,Rural,M,4.0,Married,No
Khon Kaen,5.732542601049133,44.0,High School,1.0679130527426897,31840.67032979935,Rural,,7.0,Married,
Mahasarakam,6.094076977255826,20.0,,0.48908315507252476,47428.09373557186,Urban,F,4.0,Single,Yes
Mahasarakam,6.10706637510582,30.0,College,-0.4139586246034682,52022.64393410119,Suburban,F,4.0,Married,No
Mahasarakam,4.4956961104604325,18.0,College,0.30919886411234976,54625.15234488046,Urban,M,4.0,Divorced,Yes
Khon Kaen,4.693190952146992,32.0,College,0.003961963540635105,42651.51005540315,Rural,F,6.0,Married,No
Udon,4.61283907078044,32.0,College,0.2855113900997197,65129.53488089375,Rural,M,4.0,,Yes
Khon Kaen,3.7606137231982926,34.0,High School,-0.04134401343730598,51067.4167392844,Suburban,F,5.0,Married,No
Khon Kaen,4.987684363231352,19.0,Graduate School,0.5810763359572613,53092.0609976226,Urban,M,2.0,Divorced,Yes
Udon,4.094977418982479,23.0,College,0.2963824413236033,65720.53970463292,Suburban,M,6.0,Divorced,No
Khon Kaen,5.524444858067713,33.0,High School,0.7770150043296795,60456.47110305222,Suburban,M,3.0,Married,Yes
Khon Kaen,5.816727205632888,39.0,College,0.3381957920695256,50781.69434398131,Urban,M,4.0,Divorced,Yes
Udon,6.4415179231855575,25.0,Graduate School,1.011429359278129,66314.49132325895,Urban,F,2.0,Divorced,Yes
Khon Kaen,4.248430179050879,23.0,High School,,54993.06860246232,Rural,F,6.0,Divorced,Yes
Khon Kaen,4.754381756370966,37.0,College,0.0810127536931089,70435.11891396504,Urban,M,2.0,Divorced,Yes
Udon,5.173755395987771,31.0,College,0.5591598845740108,38835.757631618515,Suburban,F,5.0,Single,Yes
Udon,3.712085540647296,27.0,High School,0.17962947862025574,43335.850030388174,Urban,F,7.0,Divorced,Yes
Mahasarakam,4.625096642311298,41.0,College,0.252573019133091,49746.35266507504,Rural,F,6.0,Married,No
Udon,5.815805213107142,16.0,College,0.700321415307551,,Rural,M,2.0,Divorced,Yes
Khon Kaen,5.930107085697729,42.0,High School,0.088665238039362,60966.378050761756,Urban,M,,Single,Yes
Udon,5.823041194622946,36.0,High School,0.6501384325522847,56527.07648004047,Urban,M,3.0,Divorced,Yes
Udon,4.446089313507162,13.0,Graduate School,0.5992232765748897,73053.48268146673,Rural,F,2.0,Married,Yes
Mahasarakam,5.209328698656056,37.0,Graduate School,0.05427542358470264,46095.11863088027,,M,6.0,Single,Yes
Udon,3.830835421053294,29.0,College,0.1914654444269909,57986.32227310108,Urban,M,4.0,Divorced,Yes
Khon Kaen,4.046355959568822,24.0,College,0.7360541996702153,57483.36950978235,Urban,F,2.0,Single,Yes
Udon,5.2547984276540625,42.0,Graduate School,1.0550723616927025,59835.763107677034,Urban,M,1.0,Single,Yes
