Marital Status,City,Active online hours,Gender,Years subscribed,Brand Loyalty,Location Code,Years after high school graduation,Education Level,Renew,Monthly Income
Married,Udon,5.3518920596326,Female,5.0,0.12946835679275454,Urban,36.0,College,Yes,6055.767607257733
Divorced,Udon,5.244546687354716,Female,7.0,0.682924570683837,Suburban,32.0,Graduate School,Yes,6519.10993773645
Divorced,Udon,5.199501271046682,Female,4.0,0.32934321004796224,Suburban,25.0,College,Yes,6643.611176748127
Single,Udon,5.258408377478609,Male,3.0,0.1708388183799598,Urban,28.0,College,Yes,5592.738196516878
Divorced,Khon Kaen,6.579174737371818,Female,3.0,0.1294513431898063,Rural,39.0,Graduate School,No,5054.132574355631
Divorced,Udon,5.764337851704552,Male,4.0,-0.08439365019742906,Urban,34.0,College,Yes,5774.383654857851
Divorced,Khon Kaen,1.7972560523150882,Female,4.0,0.1690125739133087,Urban,36.0,High School,Yes,5935.131558037981
Single,Khon Kaen,6.287520092170195,Male,,0.08338127070301009,Urban,31.0,High School,Yes,5395.225376910291
Divorced,Mahasarakam,5.657169937479132,Female,4.0,-0.5820146369606977,Urban,46.0,Graduate School,Yes,5563.7520832051505
Divorced,Udon,7.012264880065128,Male,6.0,1.0003278873725705,Suburban,17.0,Graduate School,Yes,6764.752039706509
Divorced,Khon Kaen,3.3374564156812716,Female,3.0,0.28386855530731725,Suburban,39.0,High School,No,4832.9959862045835
,Mahasarakam,4.801863762035952,Female,5.0,0.23387014335904832,Urban,36.0,College,Yes,5722.5229215061645
Divorced,Khon Kaen,6.921925262965227,Male,4.0,-0.00443665103408201,Suburban,,College,Yes,6221.061075653383
Divorced,Khon Kaen,7.990224448586263,Female,3.0,-0.27457370584749946,Urban,39.0,High School,Yes,5967.289128852534
Single,Khon Kaen,8.420288366637672,Male,2.0,-0.6541725006334264,Urban,36.0,High School,Yes,4990.212676058723
Single,Udon,3.7495915250462826,Female,7.0,0.06800389075210243,Rural,19.0,High School,Yes,6765.126004546442
Single,Udon,5.417433266474485,Male,3.0,0.5036670643630097,Rural,23.0,College,No,3857.232735933012
Married,Khon Kaen,6.231949619316446,Female,1.0,-0.06198441647011387,Suburban,51.0,College,Yes,4627.733842187368
Divorced,Mahasarakam,4.9061443787342025,Female,5.0,-1.099608668173617,Suburban,34.0,College,Yes,6228.272653368416
Married,Udon,7.4967304662982635,Female,2.0,-0.6994355167111702,Urban,34.0,High School,No,
Divorced,Khon Kaen,4.873100966099125,Female,1.0,-0.39578636140232554,Rural,27.0,High School,No,6174.055237246393
Divorced,Khon Kaen,2.852409451459333,Male,4.0,-0.24856413830474144,Suburban,34.0,College,Yes,5219.558943712401
Single,Khon Kaen,7.345711526534301,Male,5.0,0.5724567951441729,Urban,37.0,Graduate School,Yes,6787.234867915893
Divorced,Udon,4.317598670156574,Female,3.0,0.5111016230647311,Rural,23.0,Graduate School,No,4035.721252249331
Divorced,Udon,6.32772864699563,Female,4.0,-0.5229086403272513,Urban,37.0,College,Yes,5787.55140780177
Divorced,Mahasarakam,3.5286994740027566,Male,7.0,-0.4420407615280437,Urban,27.0,College,Yes,6352.3986108380095
Single,Khon Kaen,4.139081387160487,Male,,-0.1514456185145562,Urban,42.0,Graduate School,Yes,6616.0630898769095
Married,Mahasarakam,7.923736108307903,Male,4.0,-0.5373669097000676,Urban,41.0,College,Yes,4735.560505570414
Married,Khon Kaen,5.299881602459768,Female,3.0,0.4893639459264083,Rural,35.0,Graduate School,No,6022.483766600929
Married,Khon Kaen,3.9359599724429337,Male,7.0,-0.18717004867527628,Urban,18.0,Graduate School,Yes,6780.269445039621
Single,Udon,2.9883067865068775,Male,7.0,-0.448473489355833,Urban,23.0,College,Yes,6328.5395123178705
Divorced,Mahasarakam,1.9930516915337235,Male,4.0,0.8474459716573717,Suburban,29.0,Graduate School,Yes,5769.927699090594
Single,Udon,6.91425783271206,Male,3.0,-0.38828798839535267,Urban,47.0,High School,Yes,5041.753760544926
Single,Udon,3.4030319470431643,Female,6.0,,Urban,25.0,High School,Yes,6973.3465388438035
Divorced,Mahasarakam,6.007963495880006,Male,4.0,-0.13584461970804174,Urban,39.0,College,Yes,5274.843945810137
Divorced,Khon Kaen,5.620887553247217,Female,3.0,-0.8504281005718977,Urban,44.0,High School,Yes,5327.004728878744
Single,Udon,3.745281164978205,Female,6.0,0.4734912737218761,Suburban,32.0,Graduate School,Yes,6370.550079299418
Married,Udon,9.352745291261906,Female,5.0,0.6877508953844521,Suburban,38.0,Graduate School,Yes,4776.228617580533
Married,Udon,6.322637964136781,Female,1.0,-0.7378364630918659,Rural,27.0,College,No,5505.9100984822235
Married,Khon Kaen,6.78295795534587,Male,4.0,-0.32832706716408766,Urban,34.0,High School,Yes,5988.963366230835
Divorced,Khon Kaen,4.803237120406169,Female,5.0,-0.2787285432828077,Urban,30.0,Graduate School,Yes,5911.605256703532
Married,Udon,5.509580547665935,Female,7.0,-0.030109149932230125,Rural,23.0,Graduate School,Yes,6705.810236941328
Divorced,Khon Kaen,5.527588296484864,Male,6.0,-0.5576177821282742,Suburban,19.0,Graduate School,Yes,7006.947194303896
Divorced,Khon Kaen,,Female,5.0,0.24237276450215195,Urban,35.0,Graduate School,Yes,6253.782454895477
Divorced,Udon,5.897169339694219,Male,6.0,-0.5067018399110215,Urban,25.0,High School,Yes,6336.559886455496
Single,Mahasarakam,6.122842021556316,Male,5.0,0.13507740247700062,Suburban,33.0,High School,Yes,6010.444072707536
Divorced,Udon,6.013791362929097,Male,5.0,0.6824384160838893,Urban,35.0,Graduate School,Yes,5425.2693101926625
Single,Khon Kaen,3.21227686912787,Female,4.0,-0.08646083920192721,Rural,36.0,High School,Yes,4731.052404272817
Married,Udon,7.9371920497675905,Male,5.0,0.3510099633016223,Rural,34.0,College,No,4035.5590615148967
Divorced,Khon Kaen,3.392611567725197,Female,3.0,-0.6151189724271063,Urban,54.0,Graduate School,Yes,5093.426813930167
Single,Udon,3.8092121380696997,Female,6.0,-0.5395510000798212,Urban,21.0,Graduate School,Yes,6595.581873061101
Divorced,Udon,5.777052811278772,Female,5.0,-0.9394851169805218,Rural,32.0,High School,No,3894.545085510005
Divorced,Khon Kaen,2.648814601902217,Female,4.0,-0.6404843371250275,,38.0,College,Yes,5579.605654301807
Single,Mahasarakam,3.785463640703715,Female,5.0,-0.6986029360860984,Urban,19.0,High School,Yes,6955.3084528248055
Single,Mahasarakam,6.161660161658207,Male,3.0,0.3465445437087269,Urban,34.0,High School,Yes,5765.417610279561
Divorced,Khon Kaen,7.428987664335324,Male,5.0,-0.23998962652057634,Urban,17.0,High School,Yes,6083.2571749700655
Divorced,Udon,3.7695392612611136,Female,4.0,0.4240762538133962,Urban,35.0,Graduate School,Yes,5440.8216771427105
Divorced,Khon Kaen,5.7658215919423075,Female,3.0,-1.0978786404069267,Rural,34.0,High School,Yes,6101.5403556366455
Married,Mahasarakam,4.501402887749735,Male,2.0,0.6165369582208202,Rural,25.0,High School,No,4690.313399113198
Divorced,Khon Kaen,5.0596764441931565,Male,4.0,-0.3012884861688367,Urban,28.0,High School,Yes,6327.832945946479
Married,Khon Kaen,4.031863047462506,Female,5.0,0.5780261371844073,,28.0,High School,Yes,6218.8826647613005
Single,Mahasarakam,5.761082036529736,Male,4.0,-0.1581400437686484,Rural,33.0,College,,5640.157495550923
Single,Udon,,,3.0,-0.1360440420905739,Suburban,37.0,Graduate School,No,5925.556365452895
Married,Udon,6.541454471263936,Female,,-0.24728709010099498,Suburban,30.0,High School,No,5225.40857147858
Divorced,Udon,2.8664078969588496,Male,5.0,0.9071862413678188,Urban,16.0,Graduate School,Yes,6918.378917976239
Single,Udon,6.897995179031205,Male,5.0,-0.23172650855574367,Urban,28.0,College,Yes,6803.553781377052
Divorced,Mahasarakam,7.423242884099878,Male,4.0,0.5515249180611593,Rural,34.0,,No,5065.2858101950205
Married,Mahasarakam,3.3117187337739966,Female,3.0,-1.1757019294651083,Rural,23.0,College,No,2710.3744178518086
Single,Mahasarakam,3.8447988684220067,Female,5.0,-0.08114373761628962,Urban,35.0,Graduate School,Yes,5917.79980570124
Single,Khon Kaen,3.898073961437121,Female,,-0.15178242926373534,Urban,43.0,High School,Yes,5096.435902371443
Married,Mahasarakam,8.741700519889534,Female,3.0,0.9546384221491859,Suburban,40.0,Graduate School,Yes,5749.351930733239
Divorced,Udon,6.237506986780258,Male,,0.5524849031184694,Urban,35.0,Graduate School,Yes,5370.767809825555
Married,Udon,2.6559010755577557,Female,3.0,0.0198212051171994,Urban,41.0,College,Yes,5536.867824594831
Single,Khon Kaen,4.254921433738067,Female,5.0,-0.16745060815743967,Urban,42.0,Graduate School,Yes,5283.962920258979
Married,Khon Kaen,2.434987355783668,Male,2.0,-0.7050058269998517,Suburban,47.0,High School,Yes,5635.510615821698
Married,Mahasarakam,6.284756623462097,Female,5.0,0.5889753277426134,Urban,52.0,College,Yes,5943.654493287493
Single,Khon Kaen,5.298534534043795,Male,4.0,-0.34080097764481027,Rural,39.0,High School,No,6874.349318129961
Single,Mahasarakam,5.489548430222577,Male,5.0,-0.23701290673373104,Urban,39.0,College,Yes,5975.36564395884
Divorced,Khon Kaen,5.187635137061796,Male,5.0,,,18.0,Graduate School,Yes,6434.856864230872
Divorced,Mahasarakam,5.597446281797704,Male,5.0,-0.4707853124369982,Urban,46.0,Graduate School,Yes,5207.5901137651
Divorced,Khon Kaen,4.67554396595418,Female,4.0,0.0953124379547837,Urban,41.0,High School,Yes,4905.989028830315
Married,Mahasarakam,5.614793489332287,Male,2.0,0.044747909746894715,Suburban,25.0,College,No,4813.898487542096
Single,Udon,3.9631154979135412,Female,4.0,-0.07305298030781866,Urban,32.0,High School,Yes,5797.02021217785
Divorced,Khon Kaen,5.70821017849141,Male,4.0,-0.5758685156787862,Suburban,40.0,College,No,5732.724469430228
Single,Udon,5.8648507430305985,Female,3.0,0.14148605777954223,Urban,38.0,College,Yes,5766.616863346367
Married,Udon,7.96330761118164,Female,3.0,0.08984181435380335,Rural,35.0,High School,Yes,5766.356750409875
Divorced,Khon Kaen,,Female,5.0,0.32079571566443543,Urban,27.0,High School,Yes,6909.1466292258865
Single,Udon,6.149619156620728,Female,4.0,0.020019305072706783,Rural,30.0,High School,No,5115.062170328066
Divorced,Khon Kaen,7.355000330996225,Female,5.0,0.03091788696829481,Urban,19.0,Graduate School,Yes,6206.6866348748035
Divorced,Udon,2.843293476917729,Female,7.0,0.18630092447134583,Rural,18.0,College,Yes,7247.904807596915
Single,Khon Kaen,7.540045375805397,Female,3.0,-0.15499120575456554,Rural,27.0,College,No,4945.822155706263
Divorced,Udon,6.465375133438204,Female,7.0,-0.017555733688756875,Suburban,15.0,College,Yes,7112.347469270099
Divorced,Mahasarakam,3.1778362890361462,Female,4.0,-0.49004822570830137,Urban,27.0,College,Yes,5552.952741283483
Single,Mahasarakam,8.008434114954254,Male,3.0,0.6668127990115039,Suburban,37.0,Graduate School,No,5179.017742917089
Single,Udon,6.829809231764552,Female,4.0,-0.5129531413329619,Suburban,27.0,College,Yes,6759.0141430214635
Single,Udon,7.013152338473034,Female,5.0,-0.11349443847638784,Rural,31.0,High School,Yes,6123.353069148622
Single,Udon,6.92100233253896,Female,4.0,0.8006975589423114,Rural,48.0,College,No,4906.270451419457
Single,Udon,3.6871781405090323,Male,4.0,0.6778057954117196,Urban,39.0,Graduate School,Yes,5322.027504728501
,Mahasarakam,4.483712999701549,Male,3.0,-0.8314224807239028,Suburban,45.0,College,Yes,5427.903385112365
,Mahasarakam,7.5755900570604355,Female,3.0,-0.6182927603727296,Rural,27.0,High School,No,2918.8085084982467
Divorced,Khon Kaen,4.866426523433781,Female,3.0,-0.4196299045010373,Rural,27.0,Graduate School,No,6079.999863449661
Single,Udon,5.226708205994264,Male,5.0,0.022973690982286077,Rural,31.0,High School,Yes,5405.485941677222
Single,Mahasarakam,5.276425059174805,Male,5.0,-0.17998506551715573,Urban,30.0,Graduate School,Yes,5642.939177127854
Single,Udon,2.255701633983556,Female,5.0,0.15705439493195666,Rural,40.0,Graduate School,Yes,5165.0346653184315
Married,,5.126668232755085,Female,6.0,0.37888776594688023,Urban,32.0,High School,Yes,6568.926456651578
Married,Mahasarakam,6.0677100601478635,Female,3.0,-0.6206074996361902,Suburban,31.0,Graduate School,No,5955.9327131427235
Married,Khon Kaen,4.690266545820649,Male,2.0,0.06505305477923355,Rural,30.0,,No,5347.841802339786
Married,Udon,5.399970330489719,Male,4.0,-0.09007094362857979,Urban,23.0,Graduate School,Yes,5732.147102270541
Single,Khon Kaen,4.896837518824199,Male,4.0,-0.5234398148591837,Urban,35.0,High School,Yes,6456.254428346821
Single,Khon Kaen,,Female,3.0,0.26134281354373545,Urban,49.0,,Yes,5598.336066968065
Single,Khon Kaen,5.479036150701927,Female,4.0,-1.46072417219679,Urban,33.0,High School,Yes,5339.894306277434
Married,Khon Kaen,,Male,2.0,0.18251373491530024,Suburban,37.0,Graduate School,No,5246.849096362603
Divorced,Mahasarakam,6.271824076151743,Female,3.0,0.353347642242503,Suburban,34.0,Graduate School,No,5708.4657218890725
Divorced,Udon,2.2478075876702985,Female,6.0,-0.358610369064545,Urban,15.0,High School,Yes,6122.16832746804
Single,Udon,3.8414078085396866,Male,5.0,0.36670815141851093,Suburban,40.0,High School,Yes,4887.389850003112
Married,Khon Kaen,3.8145330523359915,Male,3.0,0.10133843570666355,Rural,36.0,College,No,5843.256257129101
Divorced,Khon Kaen,5.075174475503484,Male,6.0,-0.06894557892997571,Urban,19.0,Graduate School,Yes,6879.032072367507
Divorced,Udon,,Female,2.0,-0.5398460587680669,Suburban,41.0,Graduate School,Yes,5371.486201652296
Divorced,Udon,5.963319077485907,Female,3.0,-0.29099041019741534,Rural,40.0,Graduate School,No,5583.275008190888
Divorced,Mahasarakam,9.058410555129797,Female,8.0,-0.6124844752299139,Urban,14.0,Graduate School,Yes,6686.989246972606
Single,Udon,4.230578150486573,Male,8.0,-0.7727217277155219,Suburban,14.0,Graduate School,Yes,6753.9030578947595
Single,Udon,6.429763340908332,Male,2.0,0.5767663599364723,Urban,47.0,College,Yes,4485.5841061923875
Divorced,Udon,4.418308487716398,Female,5.0,0.9270176912358142,Rural,33.0,Graduate School,Yes,5798.546813799308
Single,Mahasarakam,4.858691265080108,Male,5.0,-0.5552636107687222,Urban,30.0,High School,Yes,6119.350925021565
Single,Khon Kaen,5.883769627978271,Male,4.0,-0.6567347715121434,Rural,40.0,College,No,6822.207247967345
Single,Khon Kaen,7.607187149356416,Female,3.0,-0.2745699295669653,Rural,47.0,College,No,6541.3704946647495
Married,Khon Kaen,6.704943638398107,Male,2.0,-0.46364927167938474,Urban,37.0,Graduate School,No,5479.847398163096
Single,Udon,4.727732294084685,Male,5.0,0.14727527592239098,Urban,28.0,Graduate School,Yes,5909.61532375363
Divorced,Mahasarakam,2.727803090460986,Male,5.0,-0.20371861813069822,Rural,39.0,High School,Yes,4970.453455578668
Divorced,Khon Kaen,4.26548439286323,Female,4.0,0.1493307828434265,Urban,38.0,College,Yes,5365.757586900427
Divorced,Udon,4.633006972183884,Male,4.0,-0.38029471371962376,Urban,36.0,High School,Yes,5921.4792619499485
Married,Mahasarakam,3.6035632707615597,Male,3.0,,Suburban,36.0,College,No,5048.503931695216
Single,Khon Kaen,5.331611236269678,Female,6.0,-0.19277115633622138,Urban,15.0,Graduate School,Yes,6652.636953438087
Married,Mahasarakam,5.779933727925028,Male,2.0,0.4699379400074832,Rural,33.0,College,No,4214.3482107441705
Married,Udon,5.800031754801618,Male,4.0,-0.31885368357498495,Suburban,30.0,High School,No,3982.811096877572
Married,Udon,4.038872682332524,Male,3.0,,Urban,34.0,College,Yes,5053.201502918355
Married,Mahasarakam,4.475705937706422,Male,4.0,0.334392166780497,Suburban,50.0,Graduate School,Yes,4899.912886321164
Married,Mahasarakam,4.600633812740227,Female,5.0,0.2063527367795464,Rural,47.0,Graduate School,No,
Single,Khon Kaen,3.022845412196115,Female,5.0,-0.1881437620083236,Urban,24.0,Graduate School,Yes,6906.761849759913
Divorced,Udon,5.36156840882562,Male,,0.03227918037882168,Suburban,26.0,High School,Yes,5508.521154363754
Single,Udon,5.703886816144176,Male,6.0,0.10875077852556646,Suburban,29.0,High School,Yes,6424.082937285139
Married,Udon,2.233191593947469,Female,6.0,0.24162232098841172,Rural,30.0,College,No,4425.047708993191
Married,Mahasarakam,,Male,4.0,-0.31962498779330656,Rural,33.0,Graduate School,No,4809.425948274262
Divorced,,3.961767969418443,Male,5.0,0.6364562961713602,Rural,33.0,,No,5115.454060989391
,Khon Kaen,3.2285225997084823,Male,6.0,-0.2035966550782171,Suburban,31.0,College,Yes,6138.9384403955855
Married,Khon Kaen,6.51514692438227,Female,7.0,0.8949596446215007,,10.0,College,Yes,6269.778152723092
Divorced,Udon,4.882609633844047,Male,5.0,-0.4324662942700551,Suburban,31.0,High School,Yes,5916.628637740464
Single,Udon,7.27928803795848,Male,0.0,-0.2378331597620083,Rural,32.0,Graduate School,No,5379.115707198299
Divorced,Udon,5.600315168222981,Male,4.0,0.5500208114342306,Suburban,32.0,Graduate School,Yes,5975.388860360912
Divorced,Khon Kaen,9.063182886872955,Female,5.0,0.08792947402393216,,28.0,High School,Yes,5743.510476362774
Married,,6.7571229108387545,Male,3.0,-0.29030221013920554,Rural,26.0,College,No,3742.8829143643134
Single,Udon,7.570083031314681,Female,3.0,-0.049298339022113245,Rural,35.0,High School,No,3955.518787516606
Married,Udon,4.034209818063421,Female,2.0,0.5686804592798917,Suburban,29.0,High School,No,6092.180162844867
Divorced,Mahasarakam,5.9208957423873,,4.0,-1.0056119090706943,Urban,37.0,High School,Yes,5017.71095375479
Divorced,Khon Kaen,5.1091637361483055,Female,7.0,0.6568643599366197,Urban,14.0,Graduate School,Yes,7607.39003247881
Divorced,,3.4655910130202328,Male,1.0,0.7559334112225915,Urban,42.0,College,Yes,5359.42155719632
Divorced,Mahasarakam,4.6006508069064065,Male,5.0,-0.5156213897017551,Rural,33.0,College,No,6926.365080555227
Single,Khon Kaen,3.795178584787304,Female,6.0,0.7260851957291591,Suburban,,High School,Yes,6687.259905123392
,Khon Kaen,5.290949973479563,Male,1.0,-0.23642037936000626,Rural,30.0,High School,No,6925.234639890635
Single,Mahasarakam,4.771512265618589,Male,7.0,-0.3205907154579225,Urban,14.0,Graduate School,Yes,6471.102480885984
Divorced,Udon,7.093104983573628,Male,4.0,-0.24411423991043,,37.0,Graduate School,No,4548.192537274256
Divorced,Mahasarakam,5.684066105867437,Female,4.0,-0.3993792517149057,Suburban,31.0,High School,Yes,6392.912002783011
Married,Khon Kaen,4.915497317005468,Male,4.0,0.6696775034095049,Rural,35.0,High School,No,4362.5808088266085
Divorced,Khon Kaen,5.368272862592008,Male,3.0,0.5557331236002768,Suburban,,High School,Yes,5462.5703330156575
Single,Udon,2.084682891749028,Male,5.0,-0.2643206776865678,Suburban,25.0,College,Yes,5639.340006752531
Married,Udon,4.215519920095284,Female,3.0,0.32588242517279586,,29.0,College,No,5475.310749866535
Married,Mahasarakam,8.727619174208165,Female,4.0,0.35881023022308717,Rural,32.0,High School,No,6760.417685099517
Single,Udon,5.381143818378708,Female,4.0,0.123835492907547,Urban,45.0,Graduate School,Yes,5362.323503202136
Married,Mahasarakam,7.241337559079396,Female,4.0,-0.06969673311385075,Urban,41.0,Graduate School,No,5738.331442187014
Divorced,Mahasarakam,4.83664246672045,Female,5.0,,Urban,32.0,Graduate School,Yes,5361.160013612143
Divorced,Udon,4.1515010389689095,Male,2.0,0.260885943470839,Rural,23.0,College,No,5650.105065989124
Single,Udon,4.230017286277922,Female,5.0,-0.5182962254355681,Suburban,26.0,College,Yes,6175.910017387432
Single,Udon,4.232421982006711,Male,6.0,0.2277589026795662,Urban,27.0,Graduate School,Yes,6681.592499801092
Single,Udon,5.208659013231235,Female,5.0,-0.4014120706073331,Rural,33.0,Graduate School,Yes,6845.519795368685
Married,Udon,7.7947119541281555,Male,3.0,0.15854140138916537,Rural,39.0,College,No,6741.3576607538225
Single,Khon Kaen,7.769615591921918,Female,5.0,0.7629878576578466,Urban,31.0,Graduate School,Yes,6150.886989498772
Divorced,Mahasarakam,6.2757861403749855,Female,4.0,,Urban,44.0,College,Yes,5799.451436534782
Single,Mahasarakam,6.983954688044613,Female,3.0,-0.23508142823536915,Suburban,53.0,Graduate School,Yes,5718.482882422063
Divorced,Udon,8.557956626198624,Female,4.0,-0.19624835553661973,Suburban,37.0,College,No,4917.853172630445
Divorced,Udon,1.8745347690011096,Male,5.0,0.5404465323348369,Rural,39.0,High School,No,
Divorced,Khon Kaen,5.521468008501699,Female,6.0,-0.9188116691545338,Urban,18.0,College,Yes,7295.935791990821
Married,Udon,1.6794286114788313,Female,6.0,-0.06553720185473598,Urban,22.0,High School,Yes,6802.36916964746
Divorced,Udon,4.76147197348501,Male,6.0,0.11621947977128332,Urban,21.0,Graduate School,Yes,7137.926574064422
Divorced,Udon,4.934563721985437,Female,3.0,0.1961131706782401,Urban,52.0,High School,Yes,5095.297207675876
Married,Mahasarakam,6.28284374800208,Male,3.0,0.31269736781101976,Rural,34.0,High School,No,4963.203853729751
Married,Khon Kaen,4.951726631110074,Female,2.0,-0.4465886606088126,Rural,39.0,College,No,5885.850421025122
Married,Udon,7.557451717818216,Female,5.0,-0.11388941572274262,Suburban,37.0,College,No,6002.52691742253
Married,Udon,5.2265522356586755,Female,5.0,0.30031929845163124,Rural,23.0,High School,No,3547.719834860913
Divorced,Khon Kaen,5.827798166271555,Female,4.0,-0.6787476675969341,Urban,42.0,Graduate School,Yes,5527.66723052231
Married,Khon Kaen,4.202879265100156,Female,2.0,0.06986616739107677,Suburban,26.0,College,No,5569.02389786663
Divorced,Mahasarakam,3.6886996508466083,Female,4.0,-0.017918646410480504,Rural,36.0,College,No,6050.977247953862
Married,Mahasarakam,8.252104219838778,Female,6.0,-0.6891570109148137,Urban,20.0,College,Yes,5581.581028360359
Divorced,Khon Kaen,2.849467662367614,Male,6.0,0.2583021896835965,Urban,27.0,College,Yes,5448.421442461412
Divorced,Khon Kaen,6.667305696762259,Female,4.0,0.5607615355727118,Suburban,40.0,Graduate School,No,5110.883286563411
Married,Khon Kaen,,Male,3.0,0.17548019291795183,Rural,30.0,High School,No,4145.573332428385
Single,Khon Kaen,3.7023741478542336,Male,4.0,-1.3974796336450817,Rural,21.0,Graduate School,Yes,6017.464249020765
Divorced,Mahasarakam,4.946385975657929,Male,4.0,0.017934329064930407,Urban,57.0,High School,Yes,5458.326458638122
Married,Mahasarakam,4.6241178425076255,Female,3.0,-0.2614874360203925,Rural,28.0,College,No,4358.493266142706
Married,Udon,7.497750871892386,Male,2.0,0.01826064317458582,Rural,28.0,Graduate School,No,7590.926233700211
Divorced,Udon,4.226303361309931,Male,4.0,-0.48397041890580317,Suburban,25.0,Graduate School,,5770.185587813361
Divorced,Khon Kaen,5.035761771140057,Male,7.0,0.45433039148534005,Suburban,5.0,High School,Yes,7096.482863342941
Divorced,,4.077827027120376,Male,6.0,-0.5316455980710135,Urban,24.0,College,Yes,6085.703223224225
Divorced,Khon Kaen,4.939942668762118,Female,6.0,0.20490323166048074,Rural,36.0,College,Yes,5969.705072309609
Married,Udon,4.178116859134487,Female,6.0,-0.02577366802175578,Urban,34.0,Graduate School,Yes,6088.86664577338
Single,Mahasarakam,4.019997675538746,Female,4.0,-0.03067435436140067,Urban,37.0,High School,Yes,6224.969325655473
Divorced,Mahasarakam,6.957292306888271,,7.0,-0.08509024112224474,Urban,26.0,Graduate School,Yes,5866.800424203335
Single,Mahasarakam,7.089086722785197,Male,3.0,-0.7760434458918734,Suburban,39.0,Graduate School,Yes,5925.249974752849
,Udon,6.514522424754382,Male,6.0,0.14434599960064845,Urban,43.0,College,Yes,5342.5141589832565
Single,Mahasarakam,2.759398136735383,Male,5.0,0.7709501181175554,Urban,31.0,Graduate School,Yes,6447.650228478565
Divorced,Udon,4.9712471307276225,Male,6.0,,Suburban,33.0,College,No,3600.816244578903
,Udon,3.682199052941187,Male,3.0,0.17292501602979501,Rural,,College,No,2812.7812201505058
Married,Khon Kaen,4.309102367146917,Female,4.0,-0.39389690568913655,Suburban,47.0,High School,Yes,
Divorced,Mahasarakam,4.505379257629767,Female,3.0,-0.3376527045137935,Urban,,College,Yes,5727.54985404842
Single,Mahasarakam,7.984942763789978,Female,3.0,-0.18023181004297417,Rural,23.0,Graduate School,No,4157.672000304981
Divorced,Udon,8.589681766378618,Male,5.0,-0.45838864549967445,Urban,26.0,College,Yes,6004.25928983099
Married,Mahasarakam,5.7843048578797385,Female,5.0,-0.16793650506593777,Rural,36.0,High School,No,3305.2883732603245
Single,Khon Kaen,5.094261169074924,Female,4.0,-0.34146526594430276,Urban,26.0,High School,Yes,6306.628650891309
Single,Khon Kaen,5.874269160617022,Male,3.0,-0.5194774647614372,Urban,44.0,High School,Yes,6162.201263501594
Single,Mahasarakam,6.880266502842917,Female,4.0,-1.2023140315771055,Urban,31.0,High School,Yes,
Divorced,Udon,6.554825583639257,Male,7.0,-0.08706720107810159,Urban,25.0,High School,Yes,7407.582774582401
Married,Khon Kaen,4.464673623517426,Male,3.0,0.30983808685150593,Rural,36.0,Graduate School,No,5410.095725360429
Married,Mahasarakam,5.223967355657418,Female,4.0,-0.037060968779116285,Suburban,30.0,Graduate School,No,2989.7140129833488
Married,Khon Kaen,3.081804250069287,Male,5.0,-0.6400972006470107,Rural,35.0,High School,No,3455.9412854247603
Divorced,Mahasarakam,5.653730040194744,Male,4.0,-0.12305731552809032,Suburban,41.0,High School,Yes,5510.342446517144
Single,Khon Kaen,6.627418220055053,Male,3.0,0.09720746217541634,Rural,40.0,High School,No,5490.303877486242
Married,Mahasarakam,7.00015843655442,Male,3.0,-0.24706756726274623,Urban,27.0,High School,Yes,5594.490737146294
Single,Mahasarakam,5.135729366352325,Female,3.0,0.2494642684034959,Rural,41.0,College,No,7751.444506993248
Single,Udon,4.027031966002833,Female,4.0,-0.09866325559260088,Urban,35.0,Graduate School,No,4265.402485698095
Married,Mahasarakam,5.727400681599573,Female,2.0,0.6809124960494155,,19.0,Graduate School,No,5292.478077229805
Single,Mahasarakam,4.384303946012648,Male,3.0,-0.16122696130753003,Suburban,53.0,High School,Yes,5250.478673267867
Single,Khon Kaen,5.010782461711546,Male,3.0,-0.15116670294238851,Suburban,47.0,High School,Yes,5733.061703673245
Divorced,Mahasarakam,6.214096263301936,Female,6.0,-0.23301345930071443,Suburban,28.0,High School,Yes,6922.416009263359
Divorced,Udon,7.438072527312883,Female,5.0,0.08535672705942876,Urban,38.0,College,Yes,5581.662508310243
Married,Khon Kaen,6.283695418666971,Male,2.0,0.37230765103859714,Rural,28.0,Graduate School,No,4638.17312418952
Married,Udon,5.904432684394083,Female,5.0,0.28881955231939227,Rural,39.0,High School,No,5068.897900442908
Divorced,Khon Kaen,4.995281496726207,Female,7.0,0.7962699901660758,Urban,12.0,College,Yes,6740.877626506588
Divorced,Mahasarakam,4.898977407576918,Female,7.0,-1.3963768176660663,Urban,2.0,College,Yes,7612.248347475881
Married,Mahasarakam,5.7143104319506035,Male,5.0,0.28728097581262096,Urban,36.0,College,Yes,5410.286996275942
Single,Mahasarakam,6.632651159562609,Male,4.0,0.48307679590158015,Suburban,34.0,Graduate School,Yes,6443.104521729187
Divorced,Mahasarakam,4.043795193145236,Female,5.0,,Suburban,30.0,High School,Yes,6559.678197380045
Divorced,Khon Kaen,5.109825743054919,Male,3.0,-0.28557446429943895,Rural,33.0,College,No,5644.090059436586
Divorced,Udon,7.270862800227399,Female,4.0,0.39258073269461796,Suburban,30.0,High School,Yes,5101.161245640287
Divorced,Mahasarakam,6.903141606196444,Female,2.0,0.17862408214479794,Rural,33.0,Graduate School,No,5581.6942798107
