ID,age,balance,housing,loan,contact,duration,campaign,previous,poutcome,deposit
4656,60,2557,yes,no,cellular,415,1,0,unknown,yes
4657,34,142,yes,no,cellular,459,1,0,unknown,yes
4658,43,733,yes,no,cellular,1102,3,0,unknown,yes
4659,31,-405,yes,yes,cellular,703,2,0,unknown,yes
4660,42,11008,no,no,cellular,822,6,1,success,yes
4661,27,246,no,no,cellular,453,2,0,unknown,yes
4662,,0,yes,yes,unknown,648,1,0,unknown,yes
4663,30,536,no,no,cellular,362,2,2,success,yes
4664,45,1506,no,no,cellular,365,4,0,unknown,yes
4665,49,716,yes,no,unknown,1257,3,0,unknown,yes
4666,31,354,no,no,cellular,242,2,0,unknown,yes
4667,41,1757,no,no,cellular,314,1,13,failure,yes
4668,,7554,no,no,telephone,141,1,0,unknown,yes
4669,57,854,no,no,cellular,480,1,5,success,yes
4670,58,1230,no,no,cellular,420,1,1,failure,yes
4671,54,1303,no,no,cellular,1635,1,0,unknown,yes
4672,36,93,no,no,cellular,262,2,7,failure,yes
4673,53,-291,yes,yes,unknown,591,1,0,unknown,yes
4674,,69,no,yes,cellular,263,3,3,success,yes
4675,27,771,no,no,cellular,181,1,3,other,yes
4676,41,-675,yes,yes,cellular,147,4,0,unknown,yes
4677,62,973,no,no,cellular,326,1,0,unknown,yes
4678,27,377,no,no,cellular,645,2,0,unknown,yes
4679,37,480,no,no,cellular,344,2,8,other,yes
4680,22,552,no,no,cellular,327,1,0,unknown,yes
4681,27,3733,yes,no,telephone,299,6,0,unknown,yes
4682,30,-158,yes,no,cellular,426,1,2,failure,yes
4683,28,136,no,no,,355,1,0,unknown,yes
4684,27,4590,yes,no,cellular,131,4,3,failure,yes
4685,42,283,yes,no,cellular,761,1,0,unknown,yes
4686,36,0,yes,no,telephone,140,1,3,failure,yes
4687,27,419,yes,no,unknown,1181,2,0,unknown,yes
4688,58,462,no,no,cellular,332,1,0,unknown,yes
4689,55,4,no,no,cellular,1048,1,0,unknown,yes
4690,52,363,yes,no,cellular,168,1,1,success,yes
4691,42,7560,no,no,,132,1,0,unknown,yes
4692,,1297,no,no,cellular,716,3,0,unknown,yes
4693,32,40,no,no,cellular,419,2,0,unknown,yes
4694,52,436,no,yes,unknown,95,1,0,unknown,yes
4695,57,403,yes,no,cellular,603,1,2,other,yes
4696,40,5637,yes,no,unknown,553,3,0,unknown,yes
4697,30,916,no,no,cellular,449,2,0,unknown,yes
4698,30,1942,yes,yes,cellular,436,2,3,other,yes
4699,39,385,no,no,cellular,242,1,2,failure,yes
4700,28,-1042,yes,no,unknown,712,2,0,unknown,yes
4701,34,3696,no,no,cellular,758,2,5,other,yes
4702,30,3384,no,no,cellular,578,2,0,unknown,yes
4703,,556,yes,no,cellular,278,1,4,success,yes
4704,59,315,no,no,cellular,591,1,2,failure,yes
4705,,2812,yes,no,cellular,830,1,0,unknown,yes
4706,47,324,no,no,cellular,462,2,0,unknown,yes
4707,52,-519,yes,no,,442,8,0,unknown,yes
4708,35,188,yes,no,cellular,75,3,5,failure,yes
4709,61,267,no,no,cellular,190,1,0,unknown,yes
4710,46,21,no,no,cellular,566,2,0,unknown,yes
4711,55,2038,no,no,cellular,394,1,0,unknown,yes
4712,42,11115,no,no,cellular,187,1,1,success,yes
4713,,194,no,no,cellular,407,2,0,unknown,yes
4714,58,169,no,no,,880,1,8,success,yes
4715,46,0,no,no,cellular,763,5,0,unknown,yes
4716,39,2981,no,no,cellular,200,1,0,unknown,yes
4717,29,67,no,no,cellular,211,1,5,success,yes
4718,21,360,no,no,cellular,131,2,0,unknown,yes
4719,57,3376,yes,no,telephone,421,2,0,unknown,yes
4720,31,4718,yes,no,cellular,536,1,0,unknown,yes
4721,49,387,no,no,cellular,325,1,0,unknown,yes
4722,56,4266,yes,no,,490,4,0,unknown,yes
4723,30,396,yes,no,cellular,366,3,2,failure,yes
4724,34,2085,no,no,cellular,356,3,2,success,yes
4725,35,62,yes,no,cellular,213,3,0,unknown,yes
4726,55,-268,no,yes,cellular,1417,1,0,unknown,yes
4727,44,1697,yes,no,unknown,150,2,0,unknown,yes
4728,36,341,no,no,cellular,282,1,0,unknown,yes
4729,63,109,no,no,cellular,406,2,0,unknown,yes
4730,37,0,no,no,cellular,426,2,1,other,yes
4731,58,4158,no,no,,455,2,0,unknown,yes
4732,37,156,no,no,cellular,366,3,0,unknown,yes
4733,26,390,no,no,cellular,325,1,0,unknown,yes
4734,44,36,yes,no,cellular,551,1,2,failure,yes
4735,37,0,yes,no,cellular,366,6,0,unknown,yes
4736,53,50,yes,no,cellular,669,1,3,failure,yes
4737,37,102,yes,no,cellular,445,1,2,failure,yes
4738,40,57,yes,no,,1007,9,0,unknown,yes
4739,40,973,no,no,cellular,449,1,0,unknown,yes
4740,31,3,yes,yes,cellular,331,1,0,unknown,yes
4741,36,1245,yes,no,,1469,9,0,unknown,yes
4742,36,828,no,no,cellular,1512,1,8,failure,yes
4743,52,0,yes,no,cellular,1486,1,0,unknown,yes
4744,39,167,yes,yes,cellular,612,1,0,unknown,yes
4745,47,66,no,no,cellular,358,1,0,unknown,yes
4746,,687,yes,no,cellular,772,1,0,unknown,yes
4747,32,2688,no,no,cellular,216,1,1,failure,yes
4748,36,625,yes,no,cellular,1360,9,0,unknown,yes
4749,,1742,yes,no,unknown,787,1,0,unknown,yes
4750,71,1729,no,no,,456,2,0,unknown,yes
4751,32,889,yes,no,cellular,185,1,5,success,yes
4752,29,224,yes,no,cellular,65,2,3,failure,yes
4753,64,768,no,no,cellular,371,1,0,unknown,yes
4754,24,1809,no,no,cellular,165,1,2,success,yes
4755,21,423,no,no,telephone,287,5,5,success,yes
4756,42,335,yes,no,cellular,580,1,0,unknown,yes
4757,47,182,yes,no,telephone,39,1,0,unknown,yes
4758,53,4401,no,no,,241,1,1,success,yes
4759,33,607,no,no,cellular,110,2,0,unknown,yes
4760,62,1084,no,no,cellular,505,1,0,unknown,yes
4761,33,0,no,no,,454,6,0,unknown,yes
4762,58,687,yes,no,cellular,341,2,0,unknown,yes
4763,52,659,no,no,cellular,113,1,0,unknown,yes
4764,37,1435,no,no,cellular,724,16,0,unknown,yes
4765,37,8828,no,no,unknown,1010,3,0,unknown,yes
4766,34,69,no,yes,cellular,296,1,2,failure,yes
4767,79,79,no,no,cellular,1106,2,0,unknown,yes
4768,54,990,no,no,cellular,244,2,0,unknown,yes
4769,28,2290,yes,no,cellular,2301,1,0,unknown,yes
4770,33,679,no,no,cellular,1109,2,0,unknown,yes
4771,21,-172,yes,yes,cellular,409,1,3,failure,yes
4772,46,548,no,no,cellular,1181,4,0,unknown,yes
4773,38,565,yes,no,cellular,1143,1,0,unknown,yes
4774,,228,yes,no,cellular,1017,6,0,unknown,yes
4775,34,0,no,no,cellular,730,11,0,unknown,yes
4776,49,228,yes,no,cellular,368,1,0,unknown,yes
4777,31,454,no,no,cellular,266,1,0,unknown,yes
4778,32,514,yes,no,cellular,812,1,0,unknown,yes
4779,38,2885,yes,no,unknown,1422,10,0,unknown,yes
4780,27,567,no,no,cellular,238,2,1,success,yes
4781,78,2235,no,no,telephone,300,3,0,unknown,yes
4782,60,5267,no,no,cellular,520,1,0,unknown,yes
4783,36,29,no,no,cellular,576,1,0,unknown,yes
4784,75,291,no,no,cellular,350,1,2,success,yes
4785,30,4889,no,no,cellular,545,2,0,unknown,yes
4786,30,502,no,yes,,572,1,0,unknown,yes
4787,50,3608,yes,no,cellular,176,2,2,success,yes
4788,37,3556,no,no,cellular,268,1,0,unknown,yes
4789,,-41,yes,yes,cellular,1658,1,1,failure,yes
4790,,3944,yes,no,cellular,974,2,0,unknown,yes
4791,49,202,yes,no,,651,2,1,failure,yes
4792,40,1175,no,no,cellular,184,1,0,unknown,yes
4793,46,974,no,no,cellular,178,1,0,unknown,yes
4794,38,3141,no,no,cellular,347,4,2,success,yes
4795,74,4079,no,no,cellular,343,3,0,unknown,yes
4796,35,0,no,no,,704,1,0,unknown,yes
4797,50,3357,no,no,cellular,239,4,0,unknown,yes
4798,54,2587,no,no,,236,2,0,unknown,yes
4799,35,434,yes,no,cellular,1314,2,0,unknown,yes
4800,36,1291,no,no,cellular,298,1,0,unknown,yes
4801,30,315,no,no,cellular,1407,1,0,unknown,yes
4802,36,394,no,no,cellular,324,1,0,unknown,yes
4803,41,5561,no,no,cellular,649,2,0,unknown,yes
4804,30,3528,no,no,cellular,250,1,2,failure,yes
4805,39,437,yes,no,unknown,150,1,0,unknown,yes
4806,34,3119,no,no,cellular,306,1,0,unknown,yes
4807,32,264,yes,yes,,1502,1,0,unknown,yes
4808,35,3285,no,no,,1555,2,0,unknown,yes
4809,50,1396,no,no,cellular,731,6,0,unknown,yes
4810,28,510,yes,yes,cellular,1767,2,0,unknown,yes
4811,44,-101,yes,no,cellular,679,1,4,failure,yes
4812,32,634,no,no,cellular,696,1,0,unknown,yes
4813,30,4210,no,no,cellular,796,4,0,unknown,yes
4814,59,0,no,no,unknown,812,1,0,unknown,yes
4815,35,84,yes,yes,cellular,954,1,0,unknown,yes
4816,,278,yes,yes,unknown,1073,1,0,unknown,yes
4817,42,849,yes,no,cellular,667,1,1,other,yes
4818,63,1612,no,no,telephone,233,2,0,unknown,yes
4819,35,204,yes,no,cellular,236,1,0,unknown,yes
4820,43,1854,no,no,cellular,323,1,0,unknown,yes
4821,27,4661,no,no,cellular,114,1,0,unknown,yes
4822,29,1579,no,no,,178,1,4,success,yes
4823,54,1561,no,no,cellular,352,3,2,failure,yes
4824,80,1468,no,no,cellular,330,3,0,unknown,yes
4825,57,2887,no,no,cellular,819,10,0,unknown,yes
4826,33,224,no,no,cellular,409,2,4,success,yes
4827,65,1760,no,no,cellular,855,4,0,unknown,yes
4828,59,3735,no,no,cellular,243,3,6,success,yes
4829,30,19,no,no,cellular,139,1,5,success,yes
4830,28,61,yes,no,cellular,226,2,1,success,yes
4831,29,95,no,yes,cellular,172,3,0,unknown,yes
4832,,5,yes,yes,cellular,635,1,2,failure,yes
4833,31,360,yes,no,cellular,309,1,0,unknown,yes
4834,49,1730,yes,no,cellular,605,2,4,success,yes
4835,43,0,no,no,cellular,745,1,1,failure,yes
4836,40,7968,no,no,,263,2,2,success,yes
4837,39,7005,yes,no,cellular,429,2,3,success,yes
4838,71,3020,no,no,telephone,304,1,3,failure,yes
4839,38,605,no,no,telephone,1603,10,0,unknown,yes
4840,30,376,yes,no,cellular,710,1,0,unknown,yes
4841,45,891,yes,no,unknown,118,1,0,unknown,yes
4842,67,704,no,no,cellular,613,1,3,success,yes
4843,58,4348,yes,no,cellular,790,4,1,other,yes
4844,,2353,yes,no,cellular,182,1,2,other,yes
4845,34,8000,no,no,cellular,291,1,2,failure,yes
4846,27,2781,yes,no,cellular,168,1,1,failure,yes
4847,,541,no,no,cellular,663,3,0,unknown,yes
4848,38,3576,no,no,cellular,579,1,0,unknown,yes
4849,28,2725,no,no,cellular,292,1,1,failure,yes
4850,25,2354,no,no,cellular,226,7,0,unknown,yes
4851,37,775,no,no,cellular,150,2,0,unknown,yes
4852,38,622,yes,no,unknown,611,2,0,unknown,yes
4853,37,4,no,no,cellular,933,1,0,unknown,yes
4854,34,5,no,no,cellular,370,2,0,unknown,yes
4855,37,3943,no,no,cellular,1138,2,1,failure,yes
4856,76,802,no,no,,241,1,5,success,yes
4857,48,2351,no,no,cellular,150,1,3,success,yes
4858,49,1807,yes,no,cellular,229,1,0,unknown,yes
4859,62,2,no,no,cellular,322,1,0,unknown,yes
4860,33,2297,no,no,cellular,527,1,0,unknown,yes
4861,19,779,no,no,cellular,184,4,0,unknown,yes
4862,25,108,no,no,cellular,305,3,0,unknown,yes
4863,31,459,yes,no,cellular,623,1,1,success,yes
4864,38,110,no,no,unknown,1051,3,0,unknown,yes
4865,31,13711,yes,no,,1532,3,0,unknown,yes
4866,24,3415,no,no,cellular,97,1,0,unknown,yes
4867,,2376,no,no,cellular,122,1,0,unknown,yes
4868,,181,no,no,cellular,158,2,0,unknown,yes
4869,73,448,no,no,,136,1,0,unknown,yes
4870,29,714,yes,yes,cellular,482,2,0,unknown,yes
4871,49,3608,yes,no,cellular,252,1,1,success,yes
4872,42,5310,yes,no,cellular,968,2,4,success,yes
4873,68,2144,no,no,cellular,708,1,3,success,yes
4874,60,2281,no,no,cellular,230,2,0,unknown,yes
4875,53,2679,no,no,cellular,295,3,0,unknown,yes
4876,62,1495,no,no,cellular,265,1,0,unknown,yes
4877,33,1304,yes,no,cellular,536,2,0,unknown,yes
4878,36,78,yes,no,,2692,9,0,unknown,yes
4879,46,437,yes,no,cellular,546,3,0,unknown,yes
4880,37,7433,no,yes,cellular,630,3,0,unknown,yes
4881,53,6112,no,no,,211,1,0,unknown,yes
4882,34,155,no,no,cellular,696,2,0,unknown,yes
4883,24,9883,no,no,cellular,210,5,0,unknown,yes
4884,,495,no,no,cellular,91,1,5,success,yes
4885,34,294,yes,no,cellular,265,1,3,success,yes
4886,48,8990,no,no,telephone,1790,2,0,unknown,yes
4887,43,3173,no,no,,746,1,0,unknown,yes
4888,32,53,no,no,cellular,671,2,0,unknown,yes
4889,46,640,yes,no,,215,1,4,success,yes
4890,32,217,yes,no,cellular,692,3,0,unknown,yes
4891,,804,yes,no,unknown,528,1,0,unknown,yes
4892,,1374,no,no,cellular,309,3,4,success,yes
4893,25,3,yes,yes,cellular,1034,1,0,unknown,yes
4894,20,502,no,no,,261,1,0,unknown,yes
4895,45,61,yes,no,unknown,745,4,0,unknown,yes
4896,,153,yes,no,unknown,844,1,0,unknown,yes
4897,29,8,yes,yes,,627,1,0,unknown,yes
4898,23,780,no,no,cellular,393,1,3,success,yes
4899,37,630,no,no,cellular,315,1,1,success,yes
4900,35,2161,no,no,cellular,569,3,0,unknown,yes
4901,61,32685,no,no,,1447,2,0,unknown,yes
4902,31,3384,no,no,cellular,153,1,2,success,yes
4903,41,5310,yes,no,cellular,984,1,0,unknown,yes
4904,34,383,yes,no,unknown,2231,1,0,unknown,yes
4905,32,772,yes,no,unknown,697,3,0,unknown,yes
4906,,2976,yes,no,cellular,783,1,5,failure,yes
4907,34,2729,yes,no,,835,1,0,unknown,yes
4908,,520,yes,no,cellular,476,1,0,unknown,yes
4909,44,205,no,no,cellular,289,1,0,unknown,yes
4910,32,2378,no,no,cellular,1132,2,0,unknown,yes
4911,34,48,yes,no,cellular,1806,2,3,other,yes
4912,50,461,yes,no,unknown,651,32,0,unknown,yes
4913,32,116,yes,no,cellular,718,2,0,unknown,yes
4914,23,272,no,no,cellular,100,2,0,unknown,yes
4915,32,799,no,yes,cellular,2078,6,0,unknown,yes
4916,60,0,no,no,telephone,676,2,5,failure,yes
4917,44,1534,no,no,cellular,95,1,3,success,yes
4918,30,4457,yes,no,cellular,566,4,0,unknown,yes
4919,37,189,no,no,cellular,162,2,0,unknown,yes
4920,35,1880,no,no,cellular,154,1,0,unknown,yes
4921,36,0,no,yes,cellular,687,7,0,unknown,yes
4922,39,11835,yes,no,cellular,744,2,0,unknown,yes
4923,25,839,yes,no,,700,3,0,unknown,yes
4924,,952,yes,no,cellular,1241,5,0,unknown,yes
4925,,-197,yes,no,unknown,2016,2,0,unknown,yes
4926,31,1657,yes,yes,cellular,872,1,0,unknown,yes
4927,56,1947,no,no,cellular,225,2,5,failure,yes
4928,41,30,no,no,cellular,460,1,0,unknown,yes
4929,68,2027,no,no,cellular,404,2,4,success,yes
4930,61,1332,no,no,cellular,156,1,0,unknown,yes
4931,37,72,yes,yes,cellular,885,5,7,failure,yes
4932,28,153,no,no,cellular,1124,2,0,unknown,yes
4933,46,70,yes,no,,229,2,0,unknown,yes
4934,53,36,yes,yes,unknown,25,1,1,success,yes
4935,32,-198,yes,no,unknown,681,3,0,unknown,yes
4936,33,5,yes,no,cellular,934,2,2,failure,yes
4937,,2326,no,no,cellular,378,1,0,unknown,yes
4938,41,67,yes,no,cellular,814,1,0,unknown,yes
4939,24,598,no,no,cellular,762,1,2,success,yes
4940,45,1527,no,no,,132,1,0,unknown,yes
4941,49,1623,yes,no,cellular,1081,2,0,unknown,yes
4942,30,253,yes,no,cellular,259,1,0,unknown,yes
4943,26,1445,no,no,telephone,171,1,0,unknown,yes
4944,57,256,no,no,cellular,304,2,1,success,yes
4945,39,1181,yes,no,cellular,650,2,0,unknown,yes
4946,40,1646,yes,no,cellular,392,2,3,success,yes
4947,,-309,yes,no,unknown,500,2,0,unknown,yes
4948,35,670,no,no,cellular,278,4,2,success,yes
4949,46,2196,no,no,cellular,573,5,0,unknown,yes
4950,49,947,no,no,unknown,808,2,0,unknown,yes
4951,22,71,no,no,,337,1,2,success,yes
4952,36,521,no,no,cellular,347,3,0,unknown,yes
4953,38,5115,yes,no,,99,1,6,success,yes
4954,40,-17,yes,yes,cellular,474,1,1,success,yes
4955,24,556,yes,no,cellular,460,2,0,unknown,yes
4956,78,229,no,no,telephone,97,1,0,unknown,yes
4957,25,325,no,no,cellular,716,3,0,unknown,yes
4958,63,5112,no,no,telephone,2184,2,3,failure,yes
4959,31,11821,no,no,cellular,384,11,0,unknown,yes
4960,41,650,yes,no,cellular,2420,3,0,unknown,yes
4961,50,8648,no,no,cellular,731,3,1,failure,yes
4962,27,168,no,no,cellular,123,1,1,success,yes
4963,27,2486,yes,no,unknown,733,1,0,unknown,yes
4964,50,396,no,no,unknown,716,2,0,unknown,yes
4965,,1791,no,no,,201,1,2,success,yes
4966,26,168,no,no,cellular,394,1,0,unknown,yes
4967,46,3308,no,no,cellular,219,2,0,unknown,yes
4968,36,4721,no,no,,150,1,5,success,yes
4969,35,18111,no,no,cellular,172,4,0,unknown,yes
4970,68,1146,no,no,cellular,153,2,3,success,yes
4971,50,237,no,yes,,169,1,0,unknown,yes
4972,36,618,no,no,,360,1,2,success,yes
4973,34,1085,no,no,cellular,101,7,0,unknown,yes
4974,30,1028,no,no,cellular,1294,2,0,unknown,yes
4975,22,114,no,no,cellular,517,1,0,unknown,yes
4976,59,0,yes,no,cellular,982,1,0,unknown,yes
4977,60,631,no,no,cellular,429,2,0,unknown,yes
4978,32,660,no,no,cellular,226,2,1,failure,yes
4979,,2421,no,no,cellular,1084,1,4,failure,yes
4980,23,794,no,no,cellular,607,3,3,other,yes
4981,22,2138,no,yes,cellular,164,1,2,other,yes
4982,59,2965,yes,no,cellular,1970,3,0,unknown,yes
4983,,222,no,no,cellular,247,1,2,success,yes
4984,35,6997,yes,no,cellular,1121,1,0,unknown,yes
4985,53,665,yes,no,cellular,371,2,0,unknown,yes
4986,39,285,yes,no,cellular,838,3,0,unknown,yes
4987,32,473,no,yes,cellular,1064,1,3,success,yes
4988,41,2226,no,no,cellular,182,2,1,failure,yes
4989,37,245,yes,yes,unknown,732,2,0,unknown,yes
4990,,1133,yes,no,cellular,102,1,0,unknown,yes
4991,42,294,no,no,cellular,513,1,0,unknown,yes
4992,27,451,yes,no,cellular,652,1,0,unknown,yes
4993,57,19268,no,no,unknown,301,1,0,unknown,yes
4994,41,1461,yes,no,,554,2,0,unknown,yes
4995,37,465,yes,no,cellular,899,3,0,unknown,yes
4996,44,0,no,no,cellular,1960,3,0,unknown,yes
4997,32,654,yes,no,cellular,615,4,0,unknown,yes
4998,,79,yes,no,cellular,203,1,5,success,yes
4999,42,4216,no,no,cellular,186,2,0,unknown,yes
5000,54,66,yes,no,cellular,167,1,0,unknown,yes
5001,48,0,no,no,cellular,1249,3,0,unknown,yes
5002,73,5539,no,no,telephone,338,1,0,unknown,yes
5003,33,2599,no,no,,1373,2,0,unknown,yes
5004,42,2187,yes,no,cellular,525,3,0,unknown,yes
5005,57,2120,no,no,cellular,687,4,0,unknown,yes
5006,29,339,no,no,unknown,1576,3,0,unknown,yes
5007,47,8229,no,no,cellular,784,2,0,unknown,yes
5008,51,346,no,no,cellular,122,1,5,success,yes
5009,34,158,no,no,cellular,190,1,9,success,yes
5010,25,7103,yes,no,cellular,188,3,1,failure,yes
5011,50,4855,no,no,cellular,720,2,0,unknown,yes
5012,47,3696,no,no,cellular,250,2,4,success,yes
5013,40,-357,yes,no,cellular,700,4,0,unknown,yes
5014,79,8304,no,no,telephone,303,9,0,unknown,yes
5015,30,48,no,no,cellular,217,1,2,success,yes
5016,54,384,no,yes,cellular,200,1,0,unknown,yes
5017,53,751,yes,no,cellular,1528,2,0,unknown,yes
5018,33,3546,yes,no,,777,2,0,unknown,yes
5019,60,73,no,no,telephone,243,2,0,unknown,yes
5020,35,71,no,no,cellular,651,1,0,unknown,yes
5021,46,974,no,no,cellular,174,2,1,success,yes
5022,52,306,yes,no,cellular,650,5,0,unknown,yes
5023,50,3463,no,yes,cellular,96,1,0,unknown,yes
5024,47,3676,no,no,cellular,415,2,1,other,yes
5025,,459,no,no,cellular,281,1,0,unknown,yes
5026,35,286,no,no,cellular,949,2,0,unknown,yes
5027,26,-11,yes,yes,cellular,1150,3,0,unknown,yes
5028,46,273,yes,no,,1962,1,3,failure,yes
5029,42,2665,yes,no,cellular,280,2,11,failure,yes
5030,,3290,no,no,cellular,430,1,3,success,yes
5031,30,8535,no,no,,393,2,0,unknown,yes
5032,37,1276,no,no,cellular,146,1,2,success,yes
5033,,2736,no,no,cellular,705,1,0,unknown,yes
5034,32,10287,yes,no,cellular,281,4,1,failure,yes
5035,53,1624,no,no,cellular,107,1,6,success,yes
5036,41,0,yes,no,cellular,789,1,0,unknown,yes
5037,40,446,yes,no,,1252,1,0,unknown,yes
5038,53,395,no,no,cellular,136,1,1,failure,yes
5039,64,315,no,no,cellular,154,1,0,unknown,yes
5040,32,484,yes,no,cellular,668,2,1,success,yes
5041,48,0,no,no,unknown,682,1,0,unknown,yes
5042,35,507,yes,no,cellular,560,2,0,unknown,yes
5043,43,2987,no,no,cellular,156,1,3,failure,yes
5044,25,801,no,no,cellular,255,2,0,unknown,yes
5045,,0,no,no,cellular,1153,3,0,unknown,yes
5046,29,572,yes,no,telephone,319,1,0,unknown,yes
5047,61,2,no,no,cellular,131,1,3,failure,yes
5048,64,34,no,no,cellular,244,2,0,unknown,yes
5049,27,1075,no,no,cellular,529,2,1,success,yes
5050,38,508,yes,yes,,1103,2,0,unknown,yes
5051,36,926,no,no,cellular,216,1,0,unknown,yes
5052,61,10861,no,no,cellular,225,1,5,success,yes
5053,49,24,yes,no,cellular,701,1,1,success,yes
5054,33,611,no,no,telephone,390,2,0,unknown,yes
5055,25,1857,yes,no,cellular,187,1,12,success,yes
5056,33,329,no,no,cellular,224,1,2,other,yes
5057,51,2635,no,no,cellular,407,3,5,failure,yes
5058,32,225,yes,no,cellular,574,1,1,failure,yes
5059,,1604,no,yes,cellular,625,1,0,unknown,yes
5060,72,4657,no,no,,255,1,8,success,yes
5061,34,1406,yes,no,,63,2,1,success,yes
5062,,6728,no,no,cellular,232,1,4,success,yes
5063,,611,no,no,cellular,305,2,1,success,yes
5064,38,1805,no,no,unknown,952,2,0,unknown,yes
5065,43,-399,no,yes,cellular,662,3,0,unknown,yes
5066,31,208,no,no,cellular,1344,7,0,unknown,yes
5067,30,10884,no,no,cellular,333,2,0,unknown,yes
5068,22,3472,no,no,cellular,332,1,3,failure,yes
5069,46,556,yes,yes,unknown,646,3,0,unknown,yes
5070,52,7192,no,no,cellular,1486,1,0,unknown,yes
5071,35,13460,yes,no,,1068,3,0,unknown,yes
5072,71,2988,no,no,telephone,130,1,0,unknown,yes
5073,30,102,yes,no,cellular,364,3,0,unknown,yes
5074,25,1868,no,no,cellular,259,1,2,other,yes
5075,34,-578,yes,no,cellular,767,2,0,unknown,yes
5076,,241,no,no,cellular,308,2,0,unknown,yes
5077,25,162,yes,no,cellular,531,2,0,unknown,yes
5078,48,5320,yes,no,unknown,792,1,0,unknown,yes
5079,42,366,yes,no,cellular,324,1,1,failure,yes
5080,55,1504,yes,no,cellular,338,2,0,unknown,yes
5081,38,262,no,no,cellular,315,2,6,failure,yes
5082,26,191,yes,no,cellular,550,1,0,unknown,yes
5083,27,73,no,no,cellular,159,1,0,unknown,yes
5084,75,358,no,no,cellular,364,11,0,unknown,yes
5085,32,483,no,no,cellular,580,3,0,unknown,yes
5086,39,5047,no,no,,218,4,0,unknown,yes
5087,46,5862,no,no,cellular,84,1,0,unknown,yes
5088,,0,yes,no,cellular,506,2,0,unknown,yes
5089,36,2843,no,no,cellular,186,1,0,unknown,yes
5090,54,351,yes,no,unknown,642,2,0,unknown,yes
5091,42,372,yes,no,cellular,153,3,2,success,yes
5092,42,27696,no,no,cellular,176,2,5,success,yes
5093,37,133,yes,no,cellular,1388,2,0,unknown,yes
5094,25,3,no,no,cellular,170,1,0,unknown,yes
5095,29,15459,no,no,cellular,264,7,0,unknown,yes
5096,32,2551,yes,no,,638,3,0,unknown,yes
5097,64,571,yes,no,cellular,1422,2,0,unknown,yes
5098,55,7803,no,no,cellular,441,1,0,unknown,yes
5099,56,0,no,no,cellular,996,1,0,unknown,yes
5100,28,24,yes,no,cellular,415,2,0,unknown,yes
5101,,2104,no,no,cellular,210,2,0,unknown,yes
5102,36,3158,yes,no,cellular,144,2,0,unknown,yes
5103,25,10,yes,no,cellular,857,4,0,unknown,yes
5104,66,147,no,no,telephone,411,1,0,unknown,yes
5105,31,12857,yes,no,telephone,483,4,2,success,yes
5106,,4389,no,no,telephone,632,2,1,success,yes
5107,59,474,no,no,cellular,252,1,0,unknown,yes
5108,35,2326,yes,yes,cellular,319,1,0,unknown,yes
5109,48,3644,yes,yes,telephone,1039,9,0,unknown,yes
5110,,1988,no,no,cellular,164,2,2,failure,yes
5111,27,1595,no,no,cellular,196,2,2,success,yes
5112,25,331,no,no,telephone,170,4,0,unknown,yes
5113,56,4623,no,no,cellular,305,1,1,success,yes
5114,54,12018,yes,no,cellular,267,2,0,unknown,yes
5115,36,154,no,no,cellular,556,7,0,unknown,yes
5116,31,190,no,no,cellular,514,1,0,unknown,yes
5117,62,3904,no,no,telephone,403,2,0,unknown,yes
5118,31,882,no,no,cellular,293,1,1,success,yes
5119,66,53,no,no,,562,4,0,unknown,yes
5120,32,6542,yes,no,cellular,1598,4,5,failure,yes
5121,40,687,yes,no,cellular,531,1,1,success,yes
5122,43,3064,yes,no,cellular,2453,2,0,unknown,yes
5123,51,9228,no,no,cellular,655,4,0,unknown,yes
5124,34,800,no,no,cellular,144,1,0,unknown,yes
5125,47,3505,no,no,cellular,434,2,0,unknown,yes
5126,36,5958,yes,no,cellular,155,1,1,success,yes
5127,27,667,no,no,cellular,866,2,0,unknown,yes
5128,52,36,yes,yes,cellular,930,1,0,unknown,yes
5129,,1059,no,no,unknown,2093,1,0,unknown,yes
5130,,915,no,no,cellular,384,1,0,unknown,yes
5131,32,1547,no,no,,289,1,4,other,yes
5132,34,3050,yes,no,cellular,469,1,0,unknown,yes
5133,,7050,no,no,,222,3,4,success,yes
5134,32,2,yes,no,cellular,100,2,0,unknown,yes
5135,43,14144,yes,no,cellular,504,1,0,unknown,yes
5136,,705,no,no,,504,1,0,unknown,yes
5137,40,1758,yes,no,unknown,1230,3,0,unknown,yes
5138,29,476,yes,no,cellular,427,1,0,unknown,yes
5139,,348,yes,no,cellular,926,1,0,unknown,yes
5140,50,5969,no,no,,455,1,2,failure,yes
5141,65,3195,no,no,telephone,904,1,0,unknown,yes
5142,59,2013,no,no,cellular,409,2,0,unknown,yes
5143,44,121,no,no,,412,1,0,unknown,yes
5144,33,82,yes,no,cellular,735,1,0,unknown,yes
5145,33,935,no,no,cellular,385,2,8,success,yes
5146,57,3754,no,no,cellular,1063,2,0,unknown,yes
5147,38,104,yes,no,cellular,606,3,0,unknown,yes
5148,49,4751,no,no,,884,4,0,unknown,yes
5149,45,1529,yes,no,cellular,181,1,1,success,yes
5150,25,102,no,yes,cellular,574,2,0,unknown,yes
5151,22,1796,no,no,cellular,369,3,0,unknown,yes
