Marital Status,Education Level,Brand Loyalty,Online Activity,Years after high school graduation,Sex,Renew,Annual Income,Location Code,Years with Company,City
Single,College,0.2534615048606716,6.10073994896122,14.0,Male,No,37638.15070673292,Suburban,3.0,London
Married,College,-0.41530775565745237,4.8240778268267,23.0,Female,Yes,49177.32317484859,Urban,7.0,London
Divorced,High School,0.026546479000762173,3.6147063270555906,9.0,Male,Yes,47867.64251508873,Suburban,5.0,New Castle
Married,Graduate School,-0.6590563434156357,6.225968094367175,31.0,Female,No,58068.09951153347,Suburban,5.0,London
Divorced,Graduate School,0.746159746326426,5.84718033237192,16.0,Male,Yes,53068.3831843577,Urban,9.0,Manchester
Single,College,0.3220118328200889,5.737438048813782,40.0,Male,No,48607.970305311916,Urban,8.0,New Castle
Married,Graduate School,-0.016694549946338802,4.321590117291867,10.0,Male,Yes,54893.449586295326,Rural,3.0,Manchester
Single,College,-0.017409365408896205,3.6295276583777554,34.0,Male,No,57624.44198338869,Rural,6.0,New Castle
Single,Graduate School,0.4944736741982418,7.3767656570693765,30.0,Male,Yes,48704.28307057902,Urban,2.0,
Married,College,0.07235328906812596,5.00253853166974,13.0,Female,Yes,39153.62341475228,Suburban,5.0,Manchester
Divorced,,0.47590986429135357,2.7970789452187956,17.0,Male,Yes,71238.02108766598,Rural,4.0,
Single,Graduate School,0.030190643193554134,4.823689927363864,35.0,Female,No,49708.638755824424,Suburban,6.0,New Castle
Single,Graduate School,0.46328494145630056,5.901160159182468,29.0,Female,Yes,53246.94725564856,Rural,8.0,New Castle
Divorced,High School,0.39109470039772426,5.828898345587667,34.0,Female,Yes,49601.7861279625,Urban,6.0,New Castle
Divorced,Graduate School,-0.05391666295279221,4.979532523092087,23.0,Female,Yes,57196.87958226449,Urban,4.0,New Castle
Divorced,College,0.08176318673921655,,17.0,Male,Yes,61631.72589424689,Suburban,4.0,London
Single,High School,-0.7144541858968957,6.770248626462239,35.0,Male,No,56206.58379794978,Urban,6.0,London
Divorced,College,0.2672703750276262,4.345928523266487,26.0,Male,Yes,60959.10254644169,Urban,5.0,Manchester
Married,Graduate School,0.0593655008622819,6.815392016435711,31.0,,Yes,62615.856540553,Suburban,6.0,New Castle
Single,Graduate School,-0.0431666527228175,3.612004831816002,36.0,Female,No,44951.72854884706,Suburban,6.0,New Castle
Divorced,College,0.5018023759720972,4.619090922758372,36.0,,No,63497.17531437207,Urban,4.0,London
Divorced,College,0.8715916669536068,6.693721971998778,38.0,Female,No,57679.70957470484,Urban,7.0,London
Single,High School,-0.8159897744501313,6.757146749088292,27.0,Male,Yes,65333.13983768428,Urban,4.0,New Castle
Married,College,-0.607278615742853,6.061415213192583,30.0,Female,No,56935.538910480485,Suburban,6.0,London
Single,Graduate School,0.8299543061416979,6.059953516409038,30.0,Male,No,46106.783032391206,Rural,3.0,New Castle
Divorced,College,0.12418077283889503,6.67440432545108,,Female,Yes,59934.82522091868,Urban,7.0,Manchester
Divorced,High School,-0.08873219126732196,9.220912547550906,35.0,Male,No,80310.36887167931,Rural,6.0,Manchester
Divorced,Graduate School,0.24830560965774368,7.3162453757763135,30.0,Female,Yes,15000.0,Urban,3.0,Manchester
Single,Graduate School,0.1461652682474478,5.733997152883535,22.0,Female,Yes,66225.15057506462,Urban,5.0,London
Single,Graduate School,-0.3940190979450801,4.159947011769152,17.0,Male,Yes,57678.71406284706,Urban,5.0,
Single,High School,0.5414697713620196,4.834813767058084,24.0,Male,Yes,43102.208478837005,Suburban,3.0,Manchester
Married,High School,0.18996047591835505,4.115416699973029,44.0,Female,No,47628.6898477918,Suburban,4.0,Manchester
Single,College,-0.2879400672522598,7.028401132794638,31.0,Male,Yes,48584.79889632695,Suburban,5.0,London
Single,High School,0.07378475005770103,3.378001445954774,15.0,Male,Yes,39165.149519680504,Suburban,3.0,Manchester
Married,High School,-0.07380235310552902,5.554190133249804,25.0,Male,No,43457.01503099559,Urban,3.0,New Castle
Married,College,0.5997863039217008,6.576503048497463,20.0,Female,No,62294.19514001845,Urban,4.0,London
Divorced,College,-0.6939187201335167,7.239672925099308,22.0,Male,No,63861.46897522972,Rural,5.0,
Single,College,-0.6103566638620656,5.28624914975135,22.0,Male,Yes,76611.78921355355,Urban,5.0,New Castle
Single,College,0.2569228606020962,6.45577677095636,29.0,Female,Yes,42035.87928374935,Rural,5.0,Manchester
Single,College,-0.444094781935666,6.181374175286069,25.0,Male,Yes,72605.2334088428,Rural,,New Castle
Single,High School,0.5007264218630485,6.415106302197515,24.0,Male,Yes,53319.510020620684,Urban,1.0,New Castle
Married,Graduate School,-0.22101323467947948,6.835963207972975,35.0,Female,Yes,51632.54350388719,Urban,7.0,
Divorced,High School,0.7117608125774361,4.084664246270186,15.0,Male,Yes,51402.4707265037,Urban,5.0,Manchester
Divorced,College,-0.1626177368505135,6.761487649921717,19.0,Male,Yes,58650.28174048323,Urban,7.0,London
Divorced,Graduate School,-0.2499885801587955,6.231857112969121,28.0,Female,Yes,56259.66150229965,Suburban,3.0,New Castle
Divorced,College,-0.11835113556408527,5.320678079163245,22.0,Male,Yes,54397.466173483524,Urban,5.0,New Castle
Divorced,College,-0.37823484545886615,5.413116277142306,20.0,,Yes,52000.33970289522,Urban,5.0,London
Single,College,-0.6150011940210783,3.4956178051395277,14.0,Female,Yes,60582.77500680163,Suburban,2.0,New Castle
Single,High School,-0.576513242452941,3.369255193825441,19.0,Male,Yes,59943.725183042836,Urban,4.0,London
Single,Graduate School,0.5457551396124504,6.51206619048009,20.0,Female,Yes,59561.17840486298,Urban,6.0,Manchester
Divorced,High School,-0.8570078931348962,6.858429571258653,26.0,Male,Yes,68881.60854048941,Urban,7.0,New Castle
Divorced,High School,0.5863217654639983,5.974429092783247,34.0,Female,Yes,67200.17424442901,Urban,6.0,Manchester
Married,College,-0.614045809700511,6.605045276215833,42.0,Male,No,68553.38430356781,Rural,5.0,Manchester
Married,Graduate School,0.01950164326979477,3.3784114268406893,14.0,Male,Yes,54539.13477917943,Urban,4.0,London
Single,Graduate School,-0.11731263247101892,3.415903629554577,33.0,Male,No,52996.17020444399,Rural,2.0,London
Divorced,High School,-0.002570445477175526,5.413011847441025,30.0,Male,Yes,48492.4049763447,Suburban,5.0,London
Divorced,College,0.2703398879416813,4.557567865601278,18.0,Male,Yes,63304.203896914034,Urban,7.0,New Castle
Married,College,-0.2905904881045909,5.968825557150059,46.0,Female,No,59980.02093701585,Rural,4.0,New Castle
Divorced,High School,0.7625910802128194,5.152658632448792,23.0,Female,Yes,68353.35923903341,Suburban,4.0,London
Married,High School,0.4453011656263283,5.301935256368661,44.0,Female,No,61218.50810093708,Rural,7.0,New Castle
Married,College,-0.2709757529460088,6.202808773356413,30.0,Female,No,51288.371895585864,Rural,2.0,Manchester
Divorced,College,0.4148282246837067,5.164834967444536,16.0,,Yes,48287.38950451058,Urban,4.0,New Castle
Single,College,0.9018850924336499,5.941168619090773,36.0,Male,No,32317.6140564346,Rural,1.0,Manchester
Single,Graduate School,0.11776876348405707,5.255222700325306,38.0,Male,No,71441.86332240954,Rural,5.0,Manchester
Married,Graduate School,0.09136744986333523,2.8581042942861736,22.0,Male,No,52476.23071191495,Rural,3.0,New Castle
Single,Graduate School,0.14897409983452556,5.150578738903192,18.0,Female,Yes,43721.36870215287,Urban,4.0,London
Single,High School,0.36164778859758684,5.734076107325587,20.0,Male,Yes,69359.38946527331,Urban,3.0,Manchester
Married,College,0.12057832412213229,7.658521544690121,23.0,Male,No,63680.489177616706,Urban,4.0,Manchester
,,-0.39394640086932425,7.22104389958843,25.0,Male,Yes,63024.011455676984,Urban,4.0,London
Married,High School,0.35614160929253613,4.120061644654991,18.0,Male,No,48216.24249281006,Rural,6.0,London
Married,Graduate School,-0.35788802671028025,7.5681053395390645,26.0,Female,No,46332.9032267877,Rural,6.0,London
Married,Graduate School,-0.4102196354210601,4.165049969642306,36.0,Male,No,59392.99476276861,Suburban,6.0,New Castle
Single,College,0.747784850682839,2.9794209561605456,17.0,Male,Yes,47359.99246548886,Urban,5.0,Manchester
Single,High School,0.18406285871412842,3.5165975721998226,20.0,Female,Yes,67164.16248136446,Urban,7.0,London
,High School,0.3285168912152169,6.620863924103368,32.0,Female,Yes,35316.324898579274,Urban,3.0,New Castle
Divorced,High School,-1.0226539279735007,,51.0,Male,No,50648.99298371436,Suburban,2.0,London
Single,Graduate School,0.3154330190616292,5.667536460687311,24.0,Male,Yes,52925.17062989814,Suburban,5.0,New Castle
Married,High School,-0.12339053896832566,6.846057964844378,21.0,Female,Yes,69146.51553628228,Urban,4.0,New Castle
Divorced,College,-0.7055808485169165,4.789700045253408,20.0,Female,Yes,38001.708651921086,Urban,8.0,London
Divorced,High School,0.27298010785395455,4.465739511792619,25.0,Male,Yes,55800.07208190893,Urban,5.0,Manchester
Divorced,Graduate School,0.7152579546982957,7.630281394560514,29.0,Female,Yes,54901.79967978432,Urban,6.0,New Castle
Single,College,-0.7235837220282588,8.002291437792334,23.0,Male,Yes,58596.61665690012,Suburban,6.0,New Castle
Single,High School,0.7541209002657447,6.868907227573217,27.0,Female,Yes,49377.65401416421,Urban,4.0,London
Married,College,0.22371442968233488,6.42420433735836,32.0,,Yes,70946.65322281474,Urban,5.0,New Castle
Single,College,0.23358714115532714,4.497229674483084,27.0,Male,Yes,34850.450817476354,Rural,4.0,Manchester
Divorced,Graduate School,0.40194608446765073,6.798353673349798,21.0,Male,Yes,59027.189189096236,Urban,7.0,Manchester
Single,College,0.6035917348488842,3.314692176064205,21.0,Male,Yes,56501.187940793294,Urban,6.0,Manchester
Single,High School,0.8299926013518564,5.797801621176794,32.0,Female,No,62120.76410872504,Rural,9.0,New Castle
Divorced,Graduate School,0.2214239002928048,5.319821401173387,24.0,Male,Yes,59118.85618099695,Rural,5.0,Manchester
Single,College,0.7651223277601114,6.027856357574537,30.0,Female,Yes,67751.14252953643,Urban,6.0,New Castle
Married,College,0.4857900615510883,5.4184789322467015,22.0,Male,No,,Rural,4.0,London
Married,Graduate School,-0.02230763846319983,7.4538752971810105,36.0,Female,No,44666.8041068801,Suburban,3.0,New Castle
Single,Graduate School,-0.2058109734059062,4.648992501377596,23.0,Female,Yes,42677.1679354536,Urban,8.0,New Castle
Single,Graduate School,0.17553862661821684,7.099668799155563,22.0,Female,Yes,42881.70483995692,Suburban,2.0,Manchester
Divorced,Graduate School,0.788274660243258,3.774940411530382,20.0,Male,Yes,85276.4369180759,Urban,6.0,London
Married,Graduate School,0.5785398889179181,5.574171393257877,35.0,Female,No,60847.060768467636,Suburban,7.0,New Castle
Married,College,0.032274830549390066,7.165119742031271,31.0,Female,No,64834.86442668408,Suburban,5.0,Manchester
Married,Graduate School,-0.47611144254397375,7.507679708036683,36.0,Female,No,38890.86453979224,Rural,5.0,London
Single,,1.1519324821032308,5.528531550869285,23.0,Female,Yes,41278.99680587136,Urban,7.0,London
Married,Graduate School,-0.6240000629509874,3.542445805336188,28.0,Female,No,66942.28297312847,Rural,4.0,Manchester
Married,Graduate School,0.3777095636689185,8.201670748947851,27.0,Male,No,53400.67966901724,Rural,8.0,London
Divorced,College,-0.1047121611781098,6.2798258369221855,31.0,Female,Yes,63284.89758905691,Urban,5.0,Manchester
Married,College,0.058734181717663675,5.026481300679603,35.0,Female,No,40721.53702534674,Rural,7.0,Manchester
Divorced,High School,-0.12698854995112474,5.905531555357894,15.0,Female,Yes,34436.87545177157,Rural,5.0,Manchester
Divorced,,-0.18698835985359585,7.253823929001186,33.0,Male,Yes,56804.2555944871,Rural,7.0,London
Single,Graduate School,0.43621778414234474,4.259374543182511,14.0,Female,Yes,43836.30659677185,Suburban,7.0,London
Married,Graduate School,0.17113332809403015,4.1890629368296946,36.0,Female,No,51626.604782661016,Suburban,6.0,New Castle
Single,Graduate School,-0.43668059084114363,6.274928486189264,27.0,Male,Yes,56786.6842336877,Urban,7.0,London
Married,Graduate School,-1.1957033431565485,6.526231401521808,32.0,Female,Yes,36028.02739881429,Rural,6.0,New Castle
Single,Graduate School,0.39345340668738366,4.735271941882956,20.0,Male,Yes,61183.211150889394,Urban,7.0,Manchester
Divorced,Graduate School,0.7386529273311174,5.021979233487587,31.0,Male,Yes,78376.7466879451,Urban,5.0,New Castle
Divorced,High School,0.34021531582375175,4.998381233995644,25.0,Male,Yes,71367.25424726927,Urban,7.0,Manchester
Divorced,Graduate School,-0.4564316614334156,3.786814698198069,27.0,Male,Yes,55756.838528864006,Urban,4.0,Manchester
Single,College,0.3879891696608914,4.4542087835779505,26.0,Female,Yes,59211.44063360232,Urban,6.0,New Castle
Single,Graduate School,0.5654230841504075,5.628159680187001,24.0,Male,Yes,51308.84361359934,Urban,6.0,New Castle
Single,Graduate School,0.4709627906670623,5.3811892059048105,26.0,Female,Yes,38079.79914609023,,3.0,London
Divorced,High School,0.3529094036146386,6.3132706991197765,20.0,Female,No,62663.14860330986,Rural,6.0,New Castle
Single,Graduate School,1.3018108705644607,5.393871672613622,19.0,Female,Yes,62767.52774976341,Suburban,3.0,London
Divorced,Graduate School,,5.194245952408997,55.0,Male,No,47048.568045023225,Rural,4.0,London
Married,High School,-0.631256227588943,8.85387155080187,27.0,Female,No,66102.46441058224,Rural,5.0,Manchester
Divorced,College,0.08978726096188076,6.732564578136602,26.0,Female,Yes,77370.30213053021,Urban,4.0,Manchester
Divorced,College,0.07606394450254841,3.7639323734518015,19.0,,Yes,63031.49923408083,Urban,7.0,London
Married,High School,-0.09062604984928635,6.245598007483931,43.0,Female,No,54952.76492273073,Rural,5.0,Manchester
Married,High School,1.3073361549266453,5.806520814925859,33.0,Male,No,51181.56877906844,Rural,8.0,London
Single,High School,0.7303256661165466,6.136640572344103,23.0,Male,Yes,36113.08647566903,Urban,6.0,Manchester
Divorced,College,0.14308066328320984,4.900825226311866,42.0,Male,No,60017.058482383705,Rural,4.0,London
Divorced,High School,-0.48357470399746383,8.344512716527007,32.0,,Yes,51091.43549869211,Urban,6.0,Manchester
Single,College,0.7488941834196304,5.0710108264600775,31.0,Female,Yes,53700.42639056634,Urban,5.0,Manchester
Divorced,High School,0.17907491268505363,8.509616845519693,30.0,Male,No,54461.17402428134,Suburban,4.0,London
Single,College,0.19149299530463101,5.3161654378176175,17.0,Male,Yes,64514.37701353861,Suburban,1.0,Manchester
Single,High School,-0.25337711306195576,4.617928867910212,30.0,Male,Yes,58903.82421521424,Suburban,6.0,New Castle
Divorced,Graduate School,-0.5309094788611153,6.719289709525046,25.0,Male,Yes,50885.293190860386,Rural,4.0,London
Single,College,1.0988759872509666,5.848802047005436,26.0,Female,Yes,44890.408542914585,Rural,3.0,London
,College,0.5178182028343161,4.947097802792861,32.0,Male,No,61151.355523279286,Rural,3.0,Manchester
Married,High School,-0.4993828321025233,4.496530982118648,46.0,Male,No,62539.669021536436,Rural,6.0,London
Divorced,Graduate School,0.03240277588616104,5.054467085836086,22.0,Male,Yes,44481.5574488186,Urban,5.0,London
Married,College,0.03538956267012959,4.706158065979855,31.0,Female,Yes,73036.47282871147,Urban,6.0,
Single,College,-0.6962428447398693,3.200075849921694,,Female,Yes,60586.58074468457,Urban,3.0,London
Single,Graduate School,0.329734580881273,6.452531112872751,24.0,Female,Yes,51011.43639117316,Suburban,3.0,Manchester
Divorced,College,-0.48655569672966736,6.648147431796626,20.0,Male,No,34168.42118315256,Suburban,4.0,New Castle
Divorced,College,-0.28668246758556776,6.002565239499786,23.0,Male,Yes,39572.672958947456,Suburban,7.0,London
Single,Graduate School,-0.6023728849492563,6.9691422665438,36.0,Female,No,70401.62274140658,Suburban,3.0,New Castle
Divorced,College,-0.3692825207673941,6.230951466422715,26.0,Female,Yes,62091.68599713894,Urban,4.0,New Castle
Married,College,-0.8834451143098726,6.9399989973151595,26.0,Female,Yes,68198.00708793025,Urban,4.0,New Castle
Single,High School,0.8595744417690535,3.209778418110422,16.0,Male,Yes,51947.08879798073,Urban,6.0,Manchester
Divorced,College,0.15761644267591707,6.390952860431978,26.0,Male,Yes,64571.90232870068,Urban,4.0,London
Divorced,High School,0.4676278260613969,5.808717985260358,37.0,Male,No,56928.512859720504,Suburban,2.0,New Castle
Divorced,Graduate School,0.6244855827773178,4.996855571362345,18.0,Male,Yes,58828.287726787064,Suburban,5.0,
,Graduate School,0.22918618905049878,3.89137464956214,22.0,Female,Yes,55160.28045809894,Urban,2.0,London
Divorced,College,0.32456531397316,6.390789314322049,20.0,Female,No,63715.41052962563,Suburban,7.0,New Castle
Married,Graduate School,0.5423712536881358,6.05609826427696,23.0,Male,No,57128.39587800718,Suburban,5.0,New Castle
Divorced,College,0.5692746670751745,6.6760189225560325,27.0,Male,Yes,66193.45186245367,Urban,,London
Divorced,College,0.0034898289905642213,5.570810256281069,30.0,Male,Yes,74885.30348741359,Urban,6.0,New Castle
Single,High School,0.33533670544326244,4.536374139139543,28.0,Male,Yes,39043.352573884025,Urban,2.0,Manchester
Married,High School,-0.11844431455584606,7.776519647416869,7.0,Male,No,57311.59535454982,Suburban,4.0,Manchester
Divorced,Graduate School,-0.2876698905297721,7.819542874491841,26.0,Male,Yes,48052.4069447749,Urban,4.0,Manchester
Divorced,College,-0.345204810503337,6.455420483933486,25.0,Male,Yes,49466.960469726146,Urban,4.0,New Castle
Divorced,High School,-0.19280645471846214,6.251180134614765,26.0,Male,Yes,52039.99623008096,,7.0,Manchester
Divorced,Graduate School,0.34701570581099117,7.234625526643027,29.0,Male,Yes,55867.148353303426,Urban,6.0,New Castle
Single,Graduate School,-0.3510967341458496,6.056483412757524,19.0,Female,Yes,70192.01508051076,Suburban,,London
Married,College,-0.07180101681521542,3.902840620831519,53.0,Female,No,53900.013921828264,Suburban,5.0,London
Married,College,0.6349886141809479,3.4302658127794556,23.0,Female,,,Urban,6.0,New Castle
Divorced,High School,-0.0014438532272066096,5.702945669212486,14.0,Female,Yes,44280.788214906584,Urban,5.0,London
Divorced,Graduate School,0.3518959661087702,3.402499251595124,56.0,Male,No,51953.43149145033,Rural,7.0,London
Single,College,0.1890933641215738,5.943326180357582,34.0,Male,Yes,59398.09159629199,Urban,5.0,Manchester
Divorced,High School,0.2766476432323655,5.154515417628462,26.0,Male,No,64111.6988545421,Rural,,Manchester
Married,High School,-0.1049694676053882,6.5878335245216055,34.0,Female,No,57854.472227685415,Rural,6.0,New Castle
Divorced,College,0.3779249534532604,6.776896069436832,18.0,Male,Yes,68403.02366601597,Urban,7.0,London
Divorced,Graduate School,-0.27416600394437307,7.200797629817343,26.0,Male,Yes,68484.42695747392,Urban,5.0,New Castle
Married,High School,-0.3260968903333614,2.4020054217410833,20.0,Male,No,55591.923491554975,Rural,3.0,Manchester
Single,High School,-0.17922622925686985,6.753483850003516,23.0,Female,Yes,62183.7707971276,Urban,3.0,New Castle
Divorced,High School,0.3930670381905533,5.4602385967710845,30.0,Female,Yes,76727.19713651533,Suburban,7.0,London
Married,College,1.3063189568153004,5.272001032840346,32.0,Male,No,47149.66989850796,Rural,4.0,New Castle
Married,High School,-0.27958815625038486,6.313756142941787,24.0,Male,No,48130.1678201731,Urban,4.0,New Castle
Divorced,Graduate School,0.45313230050352094,4.558563419897682,16.0,Male,Yes,64331.53005650565,Suburban,3.0,Manchester
Married,Graduate School,-0.7615344886604962,6.915761501108287,30.0,Male,No,68795.50776678263,Rural,5.0,Manchester
Married,College,0.022064705142826338,5.509849924176047,24.0,Male,No,65989.9788921139,Rural,5.0,New Castle
Divorced,High School,0.7248770615002957,7.033602292729798,26.0,Male,Yes,47480.204313776594,,6.0,New Castle
Single,Graduate School,-0.5843095507025071,6.328849876154306,,Female,Yes,68544.58192625243,Urban,3.0,New Castle
Divorced,Graduate School,0.37746391562761006,3.1380270838722426,34.0,Female,No,47320.26655423041,Suburban,4.0,Manchester
Married,College,0.5139340544095252,4.526840376497199,33.0,Female,No,62586.95839078511,Rural,5.0,London
Single,High School,0.3567757645978763,5.500846588520303,25.0,Female,Yes,66203.50079571483,Urban,3.0,Manchester
Married,Graduate School,0.46066141033440633,4.914630705423654,31.0,Female,No,66674.05041841674,Rural,4.0,London
Single,High School,0.31153450497305873,6.002498226639972,23.0,Female,Yes,68066.92768458558,Urban,4.0,Manchester
Divorced,College,0.4524939352886242,6.2383077876988615,30.0,Male,Yes,29432.14844554082,Urban,7.0,New Castle
Divorced,Graduate School,-0.7984010942533801,7.852717832118502,31.0,Female,Yes,47416.34193416152,,7.0,London
Single,High School,0.2901720746557106,6.646484945538292,29.0,Female,Yes,70010.75880656147,Suburban,5.0,Manchester
Married,College,-0.8247921565976594,6.148326889426897,43.0,Male,No,61920.35554747034,Rural,,Manchester
Single,College,0.15731863618498043,6.621975997022156,19.0,Male,Yes,45050.28907198326,Urban,5.0,New Castle
Single,High School,-0.08009482300867676,5.247042477106253,20.0,Male,Yes,66132.6270553712,Urban,5.0,Manchester
Divorced,High School,0.13801614377532487,4.778073633301513,27.0,Female,Yes,63089.436593322134,Urban,,Manchester
Single,College,0.5686728190785117,7.067683362295761,30.0,Male,Yes,70401.56780478566,Rural,5.0,London
Divorced,High School,-0.006438708684155553,7.23895378573461,29.0,Male,,49872.390949711,Urban,3.0,New Castle
Married,Graduate School,-0.062261287426637946,5.106232009928569,19.0,Female,No,56767.932171437744,Rural,6.0,Manchester
Divorced,Graduate School,-0.2995699871174311,7.301111938871933,15.0,Female,No,62344.69609597556,Rural,6.0,New Castle
Divorced,High School,-0.3325734258699077,4.8648529891595444,27.0,Female,No,44410.76884471042,Rural,6.0,New Castle
Single,High School,0.6265101067696474,5.706761032303103,29.0,Male,Yes,53265.00901207444,,6.0,London
Divorced,College,0.17609408178705732,6.199330233409636,25.0,Male,Yes,62053.53499304933,Urban,5.0,New Castle
Divorced,Graduate School,-0.2491555586358557,5.111051100153869,29.0,Female,Yes,67698.75237271708,Urban,4.0,Manchester
Single,College,-0.819682546145209,6.308249709200522,30.0,Male,Yes,,Suburban,4.0,New Castle
Divorced,Graduate School,0.7950167927116348,6.913527172049501,33.0,Female,Yes,69000.11869612397,Suburban,2.0,New Castle
Divorced,High School,0.12728964602697068,4.681724873052614,15.0,Female,Yes,41069.232707574185,Urban,5.0,Manchester
Single,Graduate School,-0.22057933115848283,4.653248550314265,26.0,Male,Yes,50238.13613379178,Urban,4.0,Manchester
Single,High School,-0.2438446117087379,5.20690714341606,24.0,Male,Yes,60856.047980198025,Urban,,New Castle
Married,Graduate School,0.36949692914160887,5.413386533057662,18.0,Male,Yes,56857.98263627582,Suburban,4.0,London
Divorced,Graduate School,,5.874508962938412,43.0,Male,No,45081.11807317401,Rural,4.0,London
Divorced,High School,-0.4622836373995348,5.764847991979681,23.0,Female,Yes,36512.61457151373,Urban,3.0,Manchester
Married,Graduate School,-0.27538813078127466,4.648061769900364,25.0,Female,Yes,,Urban,3.0,Manchester
Single,Graduate School,-0.03529939170218055,7.1739613363703505,20.0,Male,No,45206.16102378632,Rural,2.0,Manchester
Single,Graduate School,0.012174545377898777,5.937251203530971,21.0,Male,No,54308.88294225588,Rural,1.0,London
Married,High School,0.3858856391627015,5.225888927639036,30.0,Female,No,75882.25172179693,Suburban,4.0,London
Divorced,High School,-0.5884054859547103,5.6352532734598775,33.0,Male,No,61760.53589436689,Rural,3.0,New Castle
Divorced,Graduate School,0.4536978950712819,6.797075388905506,28.0,Female,Yes,48723.29367447231,Rural,5.0,Manchester
Single,High School,0.26826422684573936,5.477184486875681,22.0,Male,Yes,77178.01455568065,Urban,5.0,Manchester
Married,High School,-0.002779981209834803,7.013143083117521,23.0,Male,Yes,53180.970826500634,Urban,6.0,Manchester
Divorced,High School,0.7169098682769215,4.67039913199007,22.0,Female,No,56188.11061090614,Rural,5.0,Manchester
Married,Graduate School,0.5236017507998856,4.893764033067322,20.0,Male,Yes,71809.30101626439,Suburban,4.0,London
Divorced,High School,0.3379474712621196,6.196463409130713,20.0,Female,Yes,49278.819475675904,Urban,6.0,Manchester
Divorced,Graduate School,-0.09648473746182065,5.860903987288184,42.0,Female,No,64650.54519438557,Rural,6.0,Manchester
Married,Graduate School,0.6705076417065046,5.385598483040013,14.0,Female,Yes,63860.28708746706,Suburban,6.0,Manchester
Single,College,0.22983836001891933,6.929145378829498,30.0,Male,Yes,55815.06054306718,Urban,4.0,New Castle
Divorced,High School,-0.36344164313020333,6.40154611031349,20.0,Female,Yes,38526.04305333197,Rural,0.0,New Castle
Single,College,-0.08807704116743847,6.348646480434659,28.0,Female,Yes,55365.630094155866,Suburban,3.0,Manchester
Divorced,Graduate School,-0.22344905259981734,7.74219785981163,17.0,Female,No,40549.23217754415,Rural,3.0,London
Married,Graduate School,-0.4119567719235824,2.2592767429752616,21.0,Female,Yes,53315.43513056625,Urban,6.0,London
Single,College,0.265115659951489,6.808810767724298,19.0,Male,No,57178.89725847106,Rural,3.0,Manchester
Divorced,Graduate School,1.4080960787999126,5.283806143156407,18.0,Female,Yes,68821.3734187297,Rural,4.0,New Castle
Single,High School,,6.332909371280138,49.0,Male,No,57352.41619247782,Suburban,4.0,Manchester
Single,Graduate School,-0.22905322423424518,4.221296479075706,29.0,Male,No,56518.77423002153,Rural,3.0,London
Single,High School,0.42654103479724664,6.750598511310557,21.0,Male,Yes,54634.26448756574,Urban,4.0,New Castle
Divorced,High School,-0.2974459012815121,6.067938212507453,20.0,Female,Yes,44790.97219445655,Suburban,6.0,Manchester
Divorced,Graduate School,-0.05795021387148265,7.720087790503117,33.0,Female,Yes,65533.633849209546,Urban,6.0,Manchester
Married,High School,-0.18069730207927726,7.735451455234466,30.0,Male,No,69040.25821219647,Rural,6.0,New Castle
Divorced,Graduate School,0.1797180137250715,6.636475596249767,23.0,Male,Yes,52001.045756711785,Urban,5.0,New Castle
Divorced,College,0.04597621305959228,4.012551312814264,15.0,Male,Yes,64539.978014685934,Urban,5.0,New Castle
Divorced,Graduate School,0.5447265153744612,7.397701465580999,31.0,Female,Yes,51459.32398986774,Suburban,5.0,London
Single,High School,-0.10286263778108451,5.954954108148197,19.0,Male,Yes,68166.28829231655,Urban,6.0,New Castle
Single,College,0.3059959441479826,4.369316085428137,21.0,Male,Yes,58201.858657323064,Suburban,7.0,London
Married,College,0.6901096190240823,4.931833218970328,44.0,Male,No,53277.56833692981,Rural,4.0,Manchester
Married,,-0.07656535772670578,6.962845002304048,38.0,Female,No,55800.23406809321,Rural,8.0,London
Single,High School,-0.6330788107919233,4.235997940829453,19.0,Male,Yes,57990.06026360493,Suburban,4.0,Manchester
Single,College,0.15779083833668517,6.452763978345297,23.0,Female,Yes,52431.44935341846,Rural,3.0,New Castle
Single,College,0.03258353424517212,7.125162431338092,28.0,Female,Yes,39405.60518427285,Urban,7.0,Manchester
Single,High School,-0.05655369319614989,6.338525546119355,33.0,Female,No,54780.78382852585,Suburban,6.0,New Castle
Married,Graduate School,0.7850504123679741,5.87427574951324,29.0,Female,No,72076.21163405257,Rural,6.0,Manchester
Single,High School,0.31835228693684775,6.971520846482955,22.0,Female,No,41773.264090230354,Urban,5.0,New Castle
Divorced,College,-0.21477012545654295,4.9833018694643165,24.0,Female,Yes,51804.51448700317,Urban,5.0,New Castle
Married,High School,0.44380500384671295,6.04904155645666,34.0,Male,No,60009.096769596195,Rural,4.0,London
Married,College,0.10387167103315295,4.176067208204316,22.0,Male,No,39640.82324108552,Suburban,6.0,Manchester
Single,Graduate School,-0.11595864718649748,5.32533342014472,25.0,Female,Yes,42289.13434104205,Urban,4.0,London
Divorced,Graduate School,0.31004931394223156,5.198333956374801,20.0,Female,No,49734.75155275927,Suburban,7.0,London
Divorced,College,0.32551687226861986,6.456181798743565,23.0,Male,No,74328.61809286197,Rural,6.0,London
Married,High School,0.060961064060124734,5.406689809954557,36.0,Male,No,55161.03292665111,Rural,5.0,Manchester
Married,High School,-0.2849825480074184,2.863827021829896,34.0,Male,No,56478.331732780476,Rural,6.0,Manchester
