Renew,Years subscribed,City,Sex,Marital Status,Education Level,Active online hours,Location Code,Years after high school graduation,Brand Loyalty,Monthly Income
No,5.0,Udon,Female,Single,High School,3.328953875852426,Suburban,19.0,-0.3501573072258478,5517.913507676633
Yes,2.0,Mahasarakam,Male,Single,College,3.8189512993154184,Urban,32.0,-0.06208255559765663,5439.2206967443335
No,5.0,Khon Kaen,Male,Divorced,College,3.0021531170978295,Suburban,30.0,0.3147508923303415,3865.782104982916
Yes,5.0,Udon,Male,Single,High School,6.465309392796568,Urban,45.0,0.1477950438001434,5779.273587557457
No,,Mahasarakam,Female,Married,Graduate School,3.9330621967976875,Rural,18.0,0.4739111002270534,3869.582767284086
Yes,4.0,Khon Kaen,Male,Divorced,College,5.3806569194328375,Urban,28.0,0.12175992146084397,5781.4214322212865
Yes,3.0,Khon Kaen,Female,Divorced,High School,,Urban,32.0,-0.045553571080236416,4668.817414453199
Yes,4.0,Mahasarakam,Female,Single,Graduate School,,Suburban,34.0,-0.4193393902302802,3388.5104788443828
Yes,6.0,Udon,Female,Divorced,Graduate School,4.6380680360655155,Rural,35.0,0.1399158882269223,3747.664176974278
Yes,4.0,Udon,Female,Divorced,College,4.16387795017358,Rural,20.0,-0.3925508726165167,4058.3314782438256
No,5.0,Khon Kaen,Female,Married,High School,4.757659728586973,Rural,23.0,0.4081590872689894,4619.700716920334
No,6.0,Mahasarakam,Male,Married,College,4.901589802544646,Urban,35.0,0.3569692737463712,4432.032798716769
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,6.744949313349876,Suburban,36.0,-0.02311367300224365,3852.8552143440384
Yes,4.0,Mahasarakam,Male,Single,College,4.292542490888635,Suburban,24.0,-0.005811080743137409,5037.541235612378
No,5.0,Khon Kaen,Female,Married,Graduate School,5.287725998885194,Urban,20.0,0.0829541883563304,5628.6547712443535
No,3.0,Khon Kaen,Male,Married,Graduate School,4.992862625499482,Rural,16.0,-0.5135535740034488,5715.145476917767
No,5.0,Udon,Female,Divorced,College,2.9491776943851122,Rural,36.0,0.22892595469190302,3080.569996586518
Yes,3.0,Khon Kaen,Male,Divorced,High School,6.285112481436976,Urban,43.0,0.23224767392829126,6851.222355136221
Yes,5.0,,Female,Married,High School,4.086570575615605,Suburban,39.0,-0.1819952284584358,4512.870769056308
Yes,2.0,Khon Kaen,Male,Single,College,6.998983457210047,Urban,20.0,0.4864585926956734,7767.968786684463
Yes,3.0,Khon Kaen,Female,Single,College,4.492257444237107,Urban,29.0,0.017630936245224355,4175.497008611439
Yes,5.0,Udon,Male,Divorced,High School,5.000899853709592,Rural,20.0,0.023766432797650283,4248.571104579787
Yes,5.0,Mahasarakam,Male,Single,College,4.884092124493803,Rural,45.0,-0.11804608510386355,3669.517232358507
No,7.0,Khon Kaen,Female,Single,Graduate School,3.2816962095913293,Rural,8.0,-0.6718097312535914,6006.795257174814
Yes,5.0,Mahasarakam,Male,Divorced,High School,7.085789245413221,Urban,34.0,-0.1940368728119304,4926.30658372033
No,5.0,Udon,Female,Divorced,High School,4.635059261823168,Rural,19.0,0.20895879178217885,4477.51206639706
No,3.0,Udon,Female,Divorced,Graduate School,2.782464436934294,Rural,37.0,,7065.3428379483485
Yes,4.0,Khon Kaen,Female,Divorced,College,8.47668879974207,Urban,36.0,0.5286394659224242,6902.668975136168
Yes,5.0,Khon Kaen,Female,Divorced,College,8.170522659573912,Suburban,19.0,0.11803045719247651,8333.333333333334
Yes,4.0,Khon Kaen,Female,Single,High School,7.549856281442075,Urban,26.0,0.13626705929949173,5610.9719974200725
Yes,2.0,Mahasarakam,Female,Divorced,Graduate School,2.3437236271580435,Suburban,41.0,-0.3671190351919175,2763.947884008435
Yes,7.0,Mahasarakam,Male,Single,College,4.795610465097522,Suburban,25.0,-0.22087614563701372,4227.211381017748
Yes,4.0,Khon Kaen,Female,Divorced,High School,5.7040579554858555,Urban,32.0,0.07806385438763613,5538.5997557137725
Yes,6.0,Khon Kaen,Male,Single,Graduate School,5.240499731961287,Urban,20.0,-0.15654392108713905,5791.819811613664
No,8.0,Khon Kaen,Female,Married,Graduate School,3.4036905845355694,Rural,,-0.2692338887302241,6123.512217253249
Yes,2.0,Udon,Female,Divorced,High School,5.032012710416272,Suburban,37.0,0.36208500002509325,7786.937669532473
Yes,4.0,Udon,Male,Divorced,,5.74192762202161,Urban,32.0,0.047352190529848764,4990.213022025518
Yes,2.0,Mahasarakam,Male,Divorced,Graduate School,5.800258218209876,Urban,29.0,-0.23639036447707612,6005.4582395528
Yes,3.0,Mahasarakam,Male,Divorced,High School,3.987028879836334,Suburban,26.0,-0.2031863236113177,4260.828624109901
Yes,4.0,Mahasarakam,Male,Divorced,Graduate School,5.750940906274706,Urban,33.0,0.1727050433104942,5203.898224628241
No,6.0,Khon Kaen,Male,Married,College,2.2114775909972764,Urban,25.0,0.2827664015273996,5322.326640553748
Yes,4.0,Udon,Female,Divorced,High School,5.768489253599088,Urban,21.0,0.08946801628862366,5065.305227556587
Yes,3.0,Khon Kaen,Female,Divorced,High School,4.14950788900458,Suburban,29.0,0.3513639638219139,6319.60729641312
No,2.0,Mahasarakam,Male,Married,High School,2.894281373837675,Suburban,17.0,-0.24915750080073754,5198.735571542735
Yes,6.0,Mahasarakam,Male,Single,Graduate School,5.396928392094205,Rural,23.0,0.03544771960294188,4280.804782817227
No,5.0,Mahasarakam,Female,Married,High School,3.2555700429819616,Suburban,32.0,-0.7297363096478287,5394.218904650756
Yes,2.0,Udon,Male,Divorced,Graduate School,3.525501511417357,Suburban,24.0,-0.24064594551049365,4635.261901705714
No,6.0,Khon Kaen,Female,Married,College,3.2195878680112653,Rural,42.0,0.9570535609531206,4972.385624512969
Yes,5.0,Udon,Female,Married,College,5.164813033436392,Urban,38.0,0.37248281060854604,3918.8715722374855
Yes,5.0,Mahasarakam,Female,Single,Graduate School,5.3817122774118955,Urban,33.0,0.142513714521937,3963.789680174733
Yes,3.0,Mahasarakam,Female,Divorced,High School,5.785519965131868,Urban,45.0,-0.1714086431092269,4988.101000746233
No,4.0,Khon Kaen,Female,Married,Graduate School,3.0945770154750987,Rural,36.0,0.47268741369614875,3995.530661506673
Yes,5.0,Khon Kaen,Female,Married,Graduate School,2.990841569580401,Suburban,45.0,-0.21023880546232784,3705.7954234166905
Yes,8.0,Udon,Female,Single,College,4.942365714002084,Suburban,51.0,-0.11165350547194952,4865.288791753067
No,5.0,Khon Kaen,Female,Married,Graduate School,3.5579032224949163,Rural,60.0,-0.12582413800062897,5696.427012065889
Yes,4.0,Mahasarakam,Female,Single,Graduate School,8.935975720171768,Urban,31.0,0.49284158344195284,6368.932852045136
Yes,4.0,Udon,Female,Divorced,,7.5380705329896855,Suburban,26.0,0.19392326137461613,6102.816793437021
Yes,4.0,Udon,Male,Married,College,5.6636349836542035,Rural,23.0,0.31235374889722145,5153.376141030669
No,5.0,Udon,Male,Married,High School,5.440988042118127,Suburban,23.0,-0.0446565783710266,5234.987584548057
Yes,3.0,Khon Kaen,Male,,Graduate School,6.605344848217259,Suburban,29.0,0.1735999452581456,5908.731547837926
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,7.101761515664103,Urban,38.0,0.015063255997000063,6420.049646843091
No,4.0,Mahasarakam,Female,Divorced,Graduate School,3.7714972538610096,Rural,46.0,-0.24901691323211722,4809.73802579942
No,5.0,Khon Kaen,Female,Married,High School,2.56883065108265,Rural,24.0,-0.2754200569715165,3232.8315377773915
Yes,5.0,Mahasarakam,Female,Single,High School,3.281239432973913,Urban,33.0,0.23997969792874546,3590.814393524752
Yes,5.0,Udon,Male,Divorced,High School,6.044641709488799,Urban,30.0,0.012862435401962025,3835.8822455136597
No,2.0,Udon,Female,Divorced,College,3.4980782645602155,Rural,26.0,1.228790436741012,3329.6797780586453
Yes,4.0,Khon Kaen,Male,Divorced,Graduate School,7.3031002599514085,Urban,38.0,-0.07290331684827889,4120.582695537379
Yes,4.0,Mahasarakam,Female,Single,College,4.77537476775629,Suburban,29.0,-0.20184548921997503,5274.356628348693
Yes,4.0,Khon Kaen,Female,Single,Graduate School,4.783410051086826,Rural,34.0,-0.2966318532213614,6127.43404104669
Yes,3.0,Mahasarakam,Female,Divorced,College,5.886994633214614,Suburban,34.0,-0.04711447771543459,3293.359663487069
Yes,4.0,Udon,Female,Divorced,High School,7.924750898087078,Suburban,40.0,0.4435452631199417,6222.716611039386
No,3.0,Mahasarakam,Female,Divorced,College,3.77694882532876,Urban,43.0,0.059804724171582,3107.018754299693
Yes,5.0,Mahasarakam,Male,Married,Graduate School,4.666019921626363,Suburban,22.0,0.021035064269081444,4767.78518417395
Yes,7.0,Khon Kaen,Male,Divorced,,4.479958945457494,Suburban,34.0,-0.006044119602578585,5383.740475823413
No,5.0,Khon Kaen,Male,Married,High School,3.435850689035902,Rural,25.0,0.1993645677050903,3658.730884441713
No,4.0,Udon,Female,Single,High School,3.7381559491427905,Rural,28.0,-0.2278754830706111,4367.520699069856
No,4.0,Mahasarakam,Male,Single,High School,3.4140888918437913,Urban,35.0,0.23347391145410784,4452.57239829165
Yes,5.0,Khon Kaen,Female,Divorced,College,4.164024064583312,Suburban,36.0,-0.005946450880643217,5793.16298951385
Yes,5.0,Khon Kaen,Male,Married,College,5.167507350561622,Suburban,40.0,0.13646430748570226,4809.372583027265
Yes,8.0,Udon,Male,Single,College,4.487050704707984,Urban,40.0,-0.024901171956988127,6012.449582878188
Yes,4.0,Mahasarakam,Female,Single,High School,1.2745426646814955,Suburban,35.0,-0.613858620018036,2470.364946658177
Yes,5.0,Udon,Male,Single,High School,6.986252825092533,Suburban,36.0,0.4026805663466171,5632.873000816409
No,3.0,Mahasarakam,Male,Single,College,4.405335918071815,Rural,32.0,-0.035484191637155854,8090.365866576379
Yes,6.0,Udon,Female,Divorced,Graduate School,4.748037909697592,Urban,34.0,-0.10280330838678331,5367.541938436199
,4.0,Udon,Male,Divorced,Graduate School,8.564338537111716,Suburban,32.0,0.2501393120794472,4785.894966198296
Yes,4.0,Udon,Male,Single,High School,6.212122643600785,Urban,32.0,0.5637923912763153,7668.08427774552
No,5.0,Khon Kaen,Female,Single,College,4.362228268979873,,31.0,0.06875869690422343,5348.627460255535
No,2.0,Mahasarakam,Female,Married,College,3.2647016631101673,Rural,9.0,0.07886157609311134,5406.662505888497
Yes,4.0,Mahasarakam,Female,Single,College,4.40122342474908,Urban,36.0,-0.2291461333174812,
Yes,5.0,Mahasarakam,Female,Divorced,Graduate School,5.468700858960652,Suburban,34.0,0.1674740277240876,2834.1538662601743
No,3.0,Mahasarakam,Female,Married,,3.513450441026145,Rural,28.0,-0.7005170657021701,4391.184456002473
Yes,6.0,Khon Kaen,Male,Divorced,High School,5.73853775386524,Urban,25.0,-0.2794691741459233,5216.484386380437
Yes,7.0,Khon Kaen,Female,Divorced,High School,4.881018860477582,Urban,33.0,0.26049707081786094,5487.12283826781
No,5.0,Khon Kaen,Male,Single,College,4.72929627391039,Suburban,37.0,-0.4441990871156403,4886.227802197379
Yes,3.0,Udon,Male,Single,Graduate School,8.638331682590339,Urban,26.0,0.5653245356894243,4974.4898201487085
Yes,4.0,Mahasarakam,Male,Single,College,1.9158053920201934,Urban,47.0,-0.23396983364072027,2463.1312975815335
No,6.0,Khon Kaen,Female,Married,Graduate School,3.1022669666653933,Rural,56.0,0.8271174069386771,5192.397025919767
No,4.0,Udon,Male,Married,College,4.703423022686106,Suburban,48.0,0.4344675143625879,3875.519726665202
Yes,3.0,Khon Kaen,Male,Divorced,High School,6.276663119350265,Urban,29.0,0.0540806767568158,4007.260530430889
Yes,4.0,Khon Kaen,Female,Divorced,College,6.257917895497788,Suburban,21.0,0.11216821167100488,4519.538019786328
Yes,5.0,Khon Kaen,Male,Single,College,5.5499780446139395,Urban,34.0,-0.02541733685028455,4529.921918620723
No,4.0,Mahasarakam,Female,Married,High School,4.846434470475721,Rural,19.0,0.10123368252812398,5360.383824976021
Yes,4.0,Udon,Male,Divorced,High School,6.600521113611105,Urban,43.0,0.5737767944063524,4985.352843362241
Yes,3.0,Khon Kaen,Male,Married,,4.690719840239239,Suburban,41.0,0.12230448925298892,3461.085095881329
Yes,6.0,Udon,Male,Divorced,Graduate School,5.915370496195953,Suburban,32.0,-0.06803940165511041,4590.451906045536
Yes,7.0,Udon,Female,Single,College,4.792735010250515,Suburban,26.0,-0.026870495651681925,4487.452909572361
Yes,4.0,Udon,Female,Married,College,5.254782377732781,Urban,25.0,0.046393939504090986,4497.935018126335
,6.0,Khon Kaen,Male,Divorced,College,3.458760018055859,Suburban,38.0,-0.2730954968633187,4649.717673674015
No,6.0,,Male,Married,,2.628064430217404,Rural,24.0,-0.30451898601496263,5546.048354076494
No,4.0,Mahasarakam,Female,Divorced,Graduate School,4.028161193082091,Rural,30.0,0.12750976827835364,4811.517479735109
No,5.0,Mahasarakam,Male,Single,High School,3.156947873382789,Suburban,38.0,-0.47592588580695966,5235.699998165234
No,5.0,Udon,Male,Married,College,3.0254885920035237,Rural,34.0,-1.023130673107882,7608.384195047479
Yes,5.0,Udon,Female,Divorced,College,4.327683756860483,Suburban,20.0,-0.14594170827578645,4568.601480340589
Yes,5.0,Mahasarakam,Female,Married,Graduate School,6.256968245910879,Urban,48.0,-0.20759358182371482,4919.8281841806465
No,4.0,Udon,Male,Married,High School,4.871579660817385,Rural,27.0,0.5252441916450404,3792.86801294782
No,3.0,Khon Kaen,Female,Married,High School,3.109423213423458,Rural,17.0,-0.0434918832412671,4094.63298307094
Yes,5.0,Udon,Male,Single,Graduate School,5.194535553175118,Urban,27.0,-0.4830782531283499,6184.433951694119
Yes,3.0,Udon,Female,Single,High School,3.968027269039224,Urban,35.0,0.259561040250511,5287.867287942895
Yes,4.0,Udon,Female,Single,High School,5.385249057815295,Urban,24.0,-0.432822126380367,5021.744973043075
Yes,4.0,Mahasarakam,Male,Married,College,4.788206847284809,Rural,55.0,-0.18815408126100883,5365.840399327201
No,4.0,Khon Kaen,Male,Single,College,4.245286273042876,Rural,11.0,0.7675756487104586,2608.92248951223
Yes,6.0,Mahasarakam,Female,Married,High School,4.85745661080437,Urban,18.0,-0.206188938508679,3898.6208363662618
No,4.0,Mahasarakam,Male,Married,College,3.002151180914052,Suburban,33.0,-0.022599395258552785,6159.165447177647
Yes,3.0,Mahasarakam,Female,Divorced,,6.561585744745865,Urban,32.0,0.09183637991678661,5295.660942907428
Yes,4.0,Khon Kaen,Female,Married,High School,5.278971093786908,Suburban,30.0,-0.011400243687745198,4537.10318146508
Yes,5.0,Mahasarakam,Male,Divorced,Graduate School,9.253496211757955,Urban,41.0,0.4275958681740266,4652.215705757949
No,4.0,Khon Kaen,Male,Single,Graduate School,4.874002421925276,,37.0,0.12767619334901514,3767.4016743493744
No,4.0,,Female,Married,Graduate School,1.829418904148885,Rural,,0.6631617844697264,3526.174601346042
Yes,4.0,Udon,Female,Divorced,Graduate School,7.449310814838166,Urban,42.0,0.11270787282182654,4498.335036004868
No,4.0,Khon Kaen,Male,Single,High School,3.3165356640105736,Rural,17.0,-0.32780704128192056,3405.2430643577695
Yes,5.0,Khon Kaen,Female,Married,High School,6.820479940731519,Urban,38.0,0.39291261107249187,5610.8310413717545
Yes,6.0,Khon Kaen,Male,Divorced,Graduate School,5.274710584830279,Suburban,27.0,0.3619029669351118,5393.383781648799
No,8.0,Khon Kaen,Female,Divorced,High School,5.041465399241854,Rural,20.0,0.2958823275849919,4787.216547981198
No,4.0,Mahasarakam,Female,Married,High School,2.2671085847253227,Rural,19.0,-0.27438629994199637,6300.723004959824
,6.0,Udon,Male,Single,Graduate School,6.3591183724034845,Rural,41.0,-0.6582233404079116,2967.0709427259612
Yes,3.0,Udon,Male,Divorced,College,8.108148865320846,Suburban,31.0,-0.2119596395808497,4734.3871148739545
Yes,5.0,Mahasarakam,Male,Married,Graduate School,5.93573163216792,Suburban,32.0,0.09024493170223902,5258.21113195636
Yes,5.0,Udon,Male,,Graduate School,7.517716126625197,Urban,52.0,0.009590648915965783,6297.105012780449
No,3.0,,Female,Single,College,2.0009956501285404,Suburban,28.0,-0.17252963215506098,6867.141371166035
No,5.0,Mahasarakam,Female,Single,Graduate School,3.8147080573215493,Rural,21.0,0.5754832097933471,4890.350096014701
Yes,5.0,Udon,Female,Divorced,High School,4.65087548383759,Urban,29.0,-0.30290203353789447,3888.4166654593296
Yes,6.0,Khon Kaen,Female,Single,College,4.622538581175845,Urban,39.0,-0.04718083661960132,5024.187274634655
No,6.0,Udon,Male,Single,College,2.9128243723753227,Suburban,27.0,0.5778240115245257,3828.3707881474297
Yes,5.0,Mahasarakam,Male,Divorced,College,6.248279020870829,Suburban,,-0.003080963843139495,5287.103852461513
No,5.0,Mahasarakam,Female,Married,College,4.045791314880686,Suburban,39.0,0.07440445014416297,4097.2628813243655
,5.0,Mahasarakam,Female,Single,College,6.2912113290365115,Suburban,32.0,0.11350076282104143,5250.117982991042
Yes,3.0,Udon,Female,Divorced,High School,3.6994694807580952,Rural,47.0,-0.24795117062763458,4979.34610399841
No,4.0,Khon Kaen,Male,Married,Graduate School,4.548699342072312,Suburban,39.0,-0.4213731285495747,
Yes,6.0,Mahasarakam,Female,Divorced,Graduate School,5.69338129697803,Urban,32.0,-0.06442190942124856,3439.1510188690345
No,7.0,Khon Kaen,Female,Married,High School,2.856555222443074,Rural,46.0,0.42500880287011145,5858.310783751322
No,4.0,Udon,Male,Married,High School,3.9032665175627757,Suburban,26.0,0.3527955468917119,4390.178711978311
No,5.0,Khon Kaen,Male,Married,High School,3.6785806605733082,Rural,42.0,0.5323329891011347,4373.858340241704
No,2.0,Khon Kaen,Female,Married,College,,Urban,28.0,-0.09887775968301758,4777.685417677093
Yes,5.0,Udon,Female,Single,College,4.365102471784165,Urban,20.0,0.3161932241504235,4233.171125308
No,6.0,Udon,Female,Married,College,3.98641286700088,Rural,25.0,0.10741910418479261,3742.7084436120786
No,4.0,Udon,Female,Single,College,3.4405027345743457,Suburban,27.0,-0.009338455494562192,5319.537114753366
Yes,5.0,Mahasarakam,Female,Divorced,,5.060064870058453,Urban,32.0,-0.0595433854050407,5126.160825505571
Yes,4.0,Mahasarakam,Female,Married,High School,5.1483618588634705,Urban,24.0,0.07532446646847507,4037.571137940702
No,4.0,Khon Kaen,Female,Divorced,Graduate School,3.2608859018122374,Suburban,31.0,0.3945203971334842,6339.055597891758
Yes,6.0,Mahasarakam,Female,Single,Graduate School,6.85820145735301,Suburban,40.0,0.14905181841723508,5309.998565379961
Yes,3.0,Udon,Female,Single,College,5.048779633370448,,25.0,-0.012607765591683112,6003.579906004451
Yes,7.0,Khon Kaen,Female,Single,College,4.6742572732974885,Urban,21.0,0.1293451578628148,5872.556247341874
Yes,7.0,Mahasarakam,Female,Married,College,7.743927170682328,Urban,25.0,0.042475256594232846,4821.5870742221005
Yes,3.0,Mahasarakam,Female,Divorced,College,10.0,Suburban,28.0,0.3033573850455351,6302.383943465213
No,7.0,Khon Kaen,Male,Married,Graduate School,4.57347204487055,Rural,35.0,0.5934576275421708,4242.727968801293
Yes,4.0,Mahasarakam,Male,Divorced,Graduate School,4.92160053264739,Urban,33.0,0.2161687032753623,5011.160762358108
Yes,3.0,Khon Kaen,Male,Divorced,Graduate School,7.3209910413319115,Urban,31.0,-0.20983296460536674,6027.575015015147
No,3.0,Udon,Male,Married,High School,3.3429080855930273,Rural,,0.05144700570040611,5010.090782394572
No,4.0,Khon Kaen,Female,Divorced,Graduate School,4.187528498597244,Rural,46.0,0.012835797169920143,4235.813839772431
No,4.0,Khon Kaen,Male,Single,College,4.406397695811116,Suburban,30.0,0.28919763673447363,3430.886291302317
Yes,3.0,Mahasarakam,Male,Divorced,Graduate School,3.8042428787866904,Suburban,33.0,0.17562721976702045,5731.063293061181
Yes,5.0,Khon Kaen,Male,Divorced,Graduate School,,,29.0,0.13214921216771786,5292.514737201084
Yes,6.0,Khon Kaen,Male,Single,Graduate School,8.789159413817563,Urban,50.0,0.6233297804890418,7235.284019572922
No,6.0,Udon,Female,Married,College,1.600503436979153,Rural,28.0,0.680434818417554,5313.91780494561
Yes,3.0,Udon,Female,Divorced,High School,3.135898811304438,Suburban,33.0,-0.47286259834148464,4720.767280109673
No,4.0,Mahasarakam,Female,Married,High School,3.4399621321563494,Rural,29.0,-0.04797423601647299,4590.761386693538
Yes,4.0,Udon,Male,Single,College,2.4965106505216466,Rural,29.0,-0.33757669797278567,3928.5658352088035
No,2.0,Udon,Male,Divorced,College,5.153010038506715,Rural,40.0,-0.1343471807344649,4737.623169955116
No,4.0,Mahasarakam,Male,Married,Graduate School,3.2314908902563095,Rural,27.0,0.36077973841448496,6039.555909361922
Yes,8.0,Mahasarakam,Female,Divorced,High School,6.269906203129764,Urban,,-0.07518817355578596,3543.8285766137014
Yes,5.0,Mahasarakam,Female,Married,Graduate School,6.085634279887509,Urban,39.0,0.15160332617063815,6926.650181594756
No,5.0,Mahasarakam,,Single,Graduate School,3.525437082564097,Suburban,23.0,-0.5076393440052751,7142.9520150076105
No,6.0,Udon,Female,Married,College,3.498281674282309,Suburban,26.0,0.29791255122799715,4686.101801617363
No,4.0,Khon Kaen,Male,Divorced,College,2.5161027045795175,Rural,23.0,-0.019957333511954,4571.169640174619
Yes,5.0,Mahasarakam,Male,Married,College,4.82197171544717,Suburban,30.0,0.05705053973921942,5698.206237959115
No,5.0,Mahasarakam,Female,Married,Graduate School,5.3455138381459655,Suburban,23.0,0.6131351251527708,2904.782336910711
Yes,6.0,Udon,Male,Divorced,Graduate School,4.693360579317033,Suburban,52.0,0.07989891680154881,5245.31154826493
No,3.0,Mahasarakam,Female,Married,High School,3.046003088443668,Rural,43.0,-0.4026170926307805,5274.134281613264
Yes,5.0,Khon Kaen,Female,Single,College,8.178665586897289,Suburban,32.0,0.3259567911474217,4027.4929770380813
Yes,5.0,Mahasarakam,Male,Married,College,6.704309886727572,Urban,,-0.013093711634818372,4654.514254419847
Yes,6.0,Mahasarakam,Male,Divorced,Graduate School,6.210151489334075,,33.0,0.18034481442377825,3959.29606231407
Yes,5.0,Udon,Female,Divorced,Graduate School,6.286724080177717,Urban,21.0,-0.15617979438448887,4792.639001791181
Yes,6.0,Udon,Male,Single,Graduate School,4.179406645895079,Urban,23.0,-0.4497236945331718,4008.7991909381426
Yes,2.0,Udon,Female,Single,College,3.9088395272841474,Rural,16.0,-0.1152020145028285,3860.0065527724896
Yes,5.0,Mahasarakam,Female,Divorced,College,5.325124612904547,Suburban,27.0,0.1775361343486438,3209.9547986173193
No,4.0,Khon Kaen,Male,Married,Graduate School,4.031080617214313,Rural,36.0,0.6648709963792805,5962.569475174176
No,5.0,Udon,Female,Married,High School,4.282983798405684,Rural,38.0,0.32293883559575376,5397.451361649081
No,4.0,Khon Kaen,Male,Married,College,3.2429553476356894,Rural,47.0,-0.10530716234160754,5643.985720804669
Yes,4.0,Mahasarakam,Female,Divorced,College,5.462360245391899,Suburban,15.0,0.29235204700460987,6503.81405160832
Yes,4.0,Mahasarakam,Female,Single,Graduate School,4.243635565624063,Urban,26.0,-0.2567671259280244,3995.852734293077
Yes,5.0,Khon Kaen,Female,Divorced,High School,,Urban,43.0,0.44934025467883976,4664.376120336718
No,6.0,Udon,Female,Married,Graduate School,3.73554525045558,Suburban,57.0,-0.7049610170976031,5866.361353871617
No,4.0,Khon Kaen,Male,Married,High School,2.644237684228452,Suburban,28.0,-0.11077365566390575,4683.935531157845
No,6.0,Khon Kaen,Female,Married,High School,4.151849873728471,Rural,26.0,0.23567741710188883,4175.260028367996
Yes,6.0,Mahasarakam,Male,Single,College,6.574303742472374,Suburban,37.0,0.16608955166094236,4547.317803314038
Yes,4.0,,Female,Married,College,1.8363231731065914,Urban,20.0,-0.40023750848493767,3834.6204318859564
No,5.0,Khon Kaen,Male,Married,Graduate School,5.372865842455212,Suburban,42.0,1.121265321239674,2095.1118482134757
Yes,6.0,Udon,Male,Divorced,High School,4.689004165128387,Rural,37.0,0.03703167966291154,4086.8847368572806
No,6.0,Khon Kaen,Female,Divorced,College,2.892017653225613,Suburban,40.0,-0.24221231342631777,5321.072719129133
Yes,4.0,Khon Kaen,Male,Married,Graduate School,8.007647748699315,Urban,26.0,0.45362470145969525,4627.9482909392145
No,6.0,Khon Kaen,,Married,,4.966190958153549,Urban,28.0,0.1966005029468887,3883.283092141661
Yes,,Udon,Female,Divorced,High School,3.903502330814398,Suburban,8.0,-0.15498033181663967,3427.531294303232
No,6.0,Mahasarakam,Male,Divorced,Graduate School,2.8510558417026823,Rural,40.0,-0.05762803948521661,4798.048116712283
No,4.0,Khon Kaen,Female,Divorced,Graduate School,6.70479469405435,Rural,14.0,-0.037515000024990225,5398.774355746653
No,6.0,Khon Kaen,Male,Married,College,1.9333719530805031,Rural,20.0,0.6931050524978996,4548.826672921248
Yes,,Udon,Male,Single,High School,2.928149127701051,Urban,31.0,0.42936896156970084,6022.345846526519
No,5.0,Udon,Male,Divorced,Graduate School,4.529993843932793,Urban,35.0,-0.43784284433390586,7318.643419456409
No,4.0,Khon Kaen,Male,Single,Graduate School,3.629968818338531,Rural,45.0,0.6191641603601896,2906.6476586339422
No,3.0,Mahasarakam,Male,Married,College,2.0954289311862206,Rural,20.0,-1.316620065734596,7449.67093157096
No,5.0,Mahasarakam,Female,Divorced,High School,3.4473352122839884,Rural,27.0,0.09918755159303999,4417.102870173662
Yes,5.0,Khon Kaen,Male,Single,College,4.76988800993734,Urban,38.0,,3864.5319964151245
No,6.0,Khon Kaen,Female,Married,Graduate School,3.00890135713476,Rural,37.0,-0.3220912031875295,6143.8897043801735
Yes,5.0,,Male,Married,College,4.192596947671159,Suburban,26.0,0.13101495984017608,4888.309230702665
Yes,4.0,Mahasarakam,Male,Single,College,4.860538899344823,Suburban,35.0,-0.2132635677598927,5401.512959759527
Yes,8.0,Udon,Female,Divorced,College,5.361001449402326,Urban,31.0,-0.016795946279375668,4253.346043368531
No,2.0,Udon,Male,Married,College,3.7662446056556567,Suburban,34.0,-0.4124028921771398,7395.888541955574
Yes,,Mahasarakam,Female,Divorced,Graduate School,5.999945561931472,Urban,33.0,-0.19771531089232405,4401.525808478257
No,5.0,Mahasarakam,Male,Married,High School,4.84782764695831,Rural,44.0,0.1943867274674354,4271.587630113519
Yes,4.0,Khon Kaen,Female,Divorced,Graduate School,3.390005885923058,Suburban,24.0,-0.07985242226428899,3539.0435847365256
,4.0,Mahasarakam,Male,Married,College,2.477000740311237,Rural,34.0,-0.21527267849496942,5396.727451288284
Yes,6.0,Khon Kaen,Female,Single,College,3.9789090117578825,Urban,27.0,-0.2350902413419775,4592.616159839305
No,4.0,Udon,Male,Married,High School,3.8870757561462734,Rural,5.0,-0.40346083039522235,5353.146881637519
Yes,4.0,Udon,Female,Divorced,College,5.740593065324499,Urban,38.0,-0.3417439640978105,3065.8127988412143
No,6.0,Mahasarakam,Male,Divorced,Graduate School,3.3621940186591166,Rural,49.0,-0.04622293199896879,4427.327168556329
No,3.0,Mahasarakam,Male,Divorced,High School,4.366835341731335,Suburban,33.0,-0.4060650003755054,3831.98662503944
Yes,5.0,Mahasarakam,Female,Single,High School,7.4477804506163565,Urban,30.0,0.10986225148979756,4008.9768021884456
No,6.0,Udon,Male,Married,Graduate School,4.458235913173314,Rural,41.0,-0.23541845816462686,5235.018313276968
No,5.0,Mahasarakam,Female,Married,Graduate School,3.606598035766994,Rural,33.0,-0.21282613500531156,4560.058217920824
Yes,5.0,Udon,Male,Single,Graduate School,4.657408638832915,Urban,,-0.23615652397069017,4068.151576932347
No,1.0,Khon Kaen,Male,Married,High School,3.994947046275242,Urban,15.0,-0.09741894181259923,5474.2480885889945
Yes,3.0,Udon,Male,Single,Graduate School,6.799106544041784,Urban,20.0,0.12157024282460044,5849.562667510929
