Marital Status,Children age,Gender,Satisfaction,Annual Income,Happiness level
Married,7,Male,47.655919398922876,34283.03928838419,65.16160225737215
Single,7,Male,46.16097971085702,32924.11664366287,38.25152781245162
Married,12,Male,57.365129358333455,68682.63245487929,54.88262045868702
Single,9,Male,40.495700152659445,38704.605118565734,42.21881202480617
Divorced,8,Male,15.896088308310105,87695.04725318006,25.13923720268523
Divorced,6,Female,56.32097887373804,42047.74456380053,58.63886270087877
Single,8,Female,33.126493414643065,35528.276608939086,40.66072172768683
Single,13,Female,71.71564345304417,66546.71412504672,64.45764777884935
Married,9,Female,34.07089639063073,29510.67109276102,45.56853490793862
Married,8,Female,36.56296858779809,27665.745486438005,40.56225573884247
Divorced,9,Male,20.387321579996517,84806.73641268432,12.75414028439182
Married,13,Male,65.1256900802048,79781.47656302497,67.93320701290475
Divorced,8,Male,31.223789162965726,32521.765566441463,33.26947225800881
Married,8,Female,37.539853136500284,29305.089476538153,39.86991440146065
Single,14,Male,72.42982034556388,74539.13968667158,73.92250672291323
Married,8,Female,9.216759542473113,76548.27844899714,7.2200359765113795
Divorced,14,Male,57.59905791851114,79160.25891858006,63.16314983301299
Married,9,Female,4.814518630963789,76748.84557447513,-2.466293137636378
Married,8,Male,13.66516388989892,82080.90596251184,16.884196939215364
Divorced,6,Male,55.61953833890682,33687.90263799094,49.87552125456511
Divorced,12,Male,66.13955209686111,77190.38624599105,91.59105026512887
Married,5,Female,86.46282114967227,28722.34986612347,77.42142698015881
Divorced,5,Female,87.60216064239017,27191.300149211536,83.82216515008517
Single,8,Male,51.74102453427636,26148.180376718057,48.1338298759691
Divorced,13,Male,66.83490259445627,64769.43182916962,80.79112641061083
Single,8,Male,32.83992505162357,38520.29676214877,31.736223705103544
Married,7,Male,51.611296448285444,33711.241214829024,67.26484310349082
Divorced,8,Male,41.86820931126154,38332.39663792939,48.99957689122374
Divorced,9,Female,15.245805395078406,84648.5039982379,11.28656518471825
Married,7,Female,51.653805487898914,35484.807163920275,60.26695326029897
Married,6,Female,84.1963345824083,41084.01885341744,79.4514631942264
Divorced,8,Male,12.91386544877495,80368.3714524098,8.306185549344898
Divorced,8,Male,53.205358630786506,38353.8290898164,37.73119500235529
Divorced,7,Female,53.31020978666338,31760.51429490627,56.20168566052891
Divorced,8,Male,19.627252579697966,79217.67254696542,28.68101466572216
Single,9,Female,29.328461500467714,74014.32975421415,40.17021576117087
Single,8,Female,16.97172584723362,92916.21172070698,19.563846913754382
Single,7,Female,53.761025503577635,38471.57063219854,54.13407776018728
Married,12,Female,66.72882927258513,57656.90226567729,55.6237017201301
Single,13,Female,60.8176811534254,69018.53368541575,73.37884222972495
Married,6,Male,76.85282593877068,24297.299850632342,90.62664506599745
Divorced,10,Female,13.210178773557644,74780.17991852819,11.499676002415194
Single,8,Male,22.80239786843259,34304.943456940375,22.27878266599362
Married,6,Female,82.07982191663152,31994.506213972694,74.0584052833666
Married,5,Male,88.05448280250128,40234.7819319883,79.06544162370824
Divorced,6,Female,60.72209488559566,33990.09719467104,50.71025226614958
Divorced,8,Female,43.02862444800153,34150.42347178463,58.67586762168454
Married,7,Male,47.10039644511801,32844.15294442708,55.93685500362416
Married,7,Female,49.259856862998255,38714.21904214342,40.14258008968563
Married,6,Female,77.38347984369237,37332.17729537833,71.47500149008266
Divorced,8,Male,35.25986992007806,41659.27735997637,44.307978221820946
Married,7,Male,49.96608293110027,47284.48021021192,43.73925918168647
Married,6,Male,82.91774064361147,34748.61105825263,79.95099039851597
Single,6,Male,87.4266286098456,30416.155827366412,89.77070018203035
Divorced,6,Female,39.11307281279031,43097.445743692064,31.72454970364654
Married,15,Female,59.16572520995234,69700.14109974896,61.58635867280774
Divorced,7,Female,44.842262103388194,26802.963226921045,26.961567408306557
Single,9,Female,35.64798161443067,41558.979576534184,17.060357046187583
Married,9,Male,37.70607518135399,32000.799201769878,21.680537381011355
Divorced,13,Male,71.54329023743972,74032.01918783327,68.92906459834504
Single,9,Male,25.08341817119377,30354.909635690703,23.424793061006543
Single,7,Male,44.69013415523405,34580.32427416555,41.574578310633385
Married,9,Female,32.77301990617129,34924.927915004686,35.71650503961882
Divorced,7,Male,53.255195000270895,36350.66800506142,48.5383305100711
Married,7,Female,77.36582768519945,41896.09479459127,67.18994198389849
Married,5,Female,82.05980848138998,35886.38280987857,79.07783160554756
Married,8,Female,28.552041334227912,36938.13287475006,26.03585840761636
Single,8,Male,15.39136574220877,93021.25304389498,13.749235510391733
Single,8,Male,11.519927118497996,70650.40604790296,14.164033339175177
Single,9,Female,36.32114330227896,28197.245551267755,52.2808204061124
Married,8,Male,35.3034785132049,44243.41993861792,38.42944170482566
Single,7,Female,43.36723889709916,40498.13763395401,28.2367597273431
Married,7,Male,41.46498081009624,36632.530456214874,53.852139187922404
Married,8,Female,12.900758020732177,78219.18816487107,25.634004975093614
Single,9,Male,18.512262719416892,87681.75188007654,19.587467114334327
Single,6,Female,41.907762431911976,42273.89516153623,34.615207084151365
Divorced,6,Male,84.32504342949383,31966.443291787065,85.33126969568669
Single,9,Male,32.51136872904511,27159.993160952006,39.14825363488386
Divorced,7,Female,26.327433251710755,25429.14381781105,43.27952067525575
Married,9,Male,15.097885761690378,83891.55635856376,14.590834246903773
Divorced,6,Male,85.14680958868786,40443.041972703315,88.3273092111155
Single,9,Female,18.554925570845537,87613.95539049787,22.767263354392863
Married,5,Male,78.05403777616604,33038.680380045604,91.55033130239266
Single,13,Male,67.51627909895683,69600.8097243637,72.83141847983927
Divorced,5,Female,88.89766637906145,36372.58084834703,80.30697487123759
Married,9,Female,12.443013670477853,84472.26181370112,5.748727503592925
Divorced,5,Female,80.27575127808461,43489.33998652935,85.14427731703817
Married,8,Male,12.811792039065686,77162.74606169929,8.244702394495429
Divorced,9,Male,33.304499914102735,47683.92546677029,37.107048210115664
Married,13,Female,69.91172469568212,77523.36770765926,62.87845164601461
Divorced,9,Male,30.21997445536031,33450.13588151639,33.675891799089854
Divorced,9,Male,20.312004983265062,67480.48285710886,26.755103722649917
Married,9,Female,31.278381653445933,37182.423018666974,36.13483210259477
Single,8,Female,31.46961361254075,34148.97537199989,21.022305260774175
Married,5,Male,83.9737748183046,40207.474662362416,74.71268276272512
Single,9,Male,9.986753795760954,73412.37843304922,12.88981295784496
Married,5,Female,83.6129651891666,43571.41808016692,90.73209991823828
Single,9,Male,15.847195567524949,76418.04944350489,6.063812102513525
Divorced,6,Male,89.72636348267551,26861.03596941035,101.1640062040738
Single,7,Female,49.88534677628977,47886.89016351307,59.05025923655021
Married,7,Female,52.466879544222444,40581.9071688028,51.69919275063171
Married,9,Female,15.74420554154949,79421.32985501301,12.152212226854388
Married,8,Female,21.020786704962084,97800.2685156072,19.366681016894663
Single,7,Female,80.67378804858079,44798.793110012986,79.59126735032417
Divorced,8,Female,51.80331874113195,36619.89358973901,40.686343698473735
Single,10,Female,11.54321397457418,82423.53783536056,11.325389564277375
Single,7,Male,90.2537340136671,44380.69185366117,83.61252845617288
Divorced,7,Male,34.58046192599738,21596.490882057922,31.699713293892483
Divorced,7,Male,48.206882420323694,32951.91535390533,39.24873276671273
Divorced,9,Female,16.890718451521803,74186.22976336442,12.027048629919939
Divorced,14,Female,69.01835778191072,66175.2088764745,63.9155174850826
Single,6,Male,77.97807666174995,35720.36931687429,78.32147479023592
Single,9,Male,7.786536936588881,87625.69873817463,14.142871398739029
Divorced,8,Female,6.769120100583464,78121.44584227906,18.18014060458731
Single,8,Female,29.176372552712284,38802.59998321597,34.58977458185385
Single,7,Male,40.30262367044706,35381.79271421365,43.31159371741973
Divorced,6,Female,74.32852539409645,40919.62902011005,75.37299759448366
Divorced,13,Male,70.54997335155721,76487.37287441744,61.18650054986929
Married,10,Female,19.26945133862235,82446.59784150607,14.829156386280705
Single,13,Female,65.52590751892956,73364.27500733823,87.55635338982249
Married,9,Female,31.223878860148808,43627.68685443911,33.83384196534664
Married,7,Male,54.397403513698436,43310.52751688842,43.201200646825136
Married,13,Female,54.62691439235865,75792.42409373075,63.497846019956654
Divorced,14,Female,59.53147922501774,61120.653223651076,42.54021389870877
Single,6,Female,87.742465108439,41896.144219861315,104.11814493452812
Divorced,9,Female,20.043026301963742,25732.468641539243,3.2633479481293115
Divorced,9,Female,27.548574659764515,40437.83176629002,42.466612471238754
Married,13,Female,64.04649386025122,70900.365714849,55.795868272803354
Single,6,Female,92.39509557323964,18840.246730096555,100.70654400105528
Divorced,7,Male,50.87710718399262,38651.92034550131,49.733862357879005
Single,6,Female,85.00076373020488,35551.9465337052,88.27907003641965
Married,5,Male,95.78392673041176,43478.70356332095,113.83282889070095
Single,5,Female,77.14810203092313,30485.601334098723,80.91244923418635
Divorced,7,Male,42.05493710788635,43345.81271780334,34.430690677983826
Married,13,Male,71.88383767156893,65449.427964250375,75.92961573483957
Divorced,13,Male,64.75588792302351,72269.26823085276,82.65976089321899
Married,7,Male,97.33048802568243,32911.77323019733,91.95246203758823
Married,7,Female,51.60917345600702,30264.404804934402,54.31535065367827
Single,7,Male,63.79842315698093,26238.265098159816,67.75160005111296
Married,8,Female,16.160746054115123,87810.34323809363,22.626282836248503
Single,7,Male,46.433635542928414,33011.849012237144,44.9537887239549
Single,9,Female,28.728975029360225,31146.248934946983,38.47614784868615
Divorced,13,Male,66.54673657295322,76298.412710567,42.937119364548835
Single,6,Female,80.92970630643151,28791.614905434442,88.33576460903448
Married,6,Female,77.81304058753574,31339.144914558405,74.68886074855722
Divorced,12,Male,68.9231138634212,67455.30623442079,62.386140921165094
Divorced,13,Male,63.599228922492635,67133.56400195367,66.3991223926281
