sales_channel,Season,advertising_spend,population_variables,pricing_strategy,Sales,promotion_effectiveness,brand_image,product_quality,economic_conditions,consumer_confidence
Call center,Summer,5638.331678948201,0,39724.22692272743,6175.124894430721,-0.7327107967550411,0.0741279758744414,7.666005740565025,-0.2685099201637801,-0.8625600931282926
Call center,Summer,5253.870694406326,0,57833.961869293766,5802.3588099543385,-0.6398252140700378,1.1262606786429004,5.3087813764218525,-0.7336061900676908,0.7405325940836891
Call center,Rainy,7873.972693823183,1,52441.24863445734,5546.089878672302,1.3654434704528657,-1.5224175978894452,3.282795610372446,-0.0720998732842443,0.04153744830884516
Call center,Rainy,4490.490061979438,2,44629.72890299532,4451.393843473774,0.9983594358638984,-0.08922838329175917,3.0421537784429336,,
Call center,Summer,7660.131727327105,2,51042.60188983362,5894.584747865898,1.1536176127832132,-1.584961547812668,5.039754541587423,-0.9666173207991164,-0.30482156006894384
Call center,Rainy,5210.734366110119,1,44461.29362005316,4803.003013258683,-2.003246414072235,1.2515247916270003,5.483285059676352,-0.7116345638754925,-0.9981962050912309
Agent,Rainy,5118.998410737827,0,65215.42812964744,4305.6323354733295,-1.0280852039058759,-0.18629253546718813,5.211426060408531,0.856060811494048,-0.2998073158603433
Call center,Summer,5760.590458556722,2,41706.22496529916,4971.966900630559,0.3076601144237822,-0.10932500971941206,3.9907243133859023,0.8798490086957819,-0.07224617065748244
Agent,Rainy,6112.545949050793,1,25569.032182459898,6461.6321678236745,1.161529110054671,0.6556657274654846,4.305456622345878,0.8508268614321094,1.271961463555683
Call center,Rainy,6624.713899358768,1,76084.14959861794,4524.034369841684,-0.3211952715673345,-0.987780884405027,3.991066972596462,-0.1431315377648746,-1.5165048938771326
Call center,Rainy,5286.568722752218,1,43638.607737243285,4119.449152562585,-0.40697322941018904,-0.7768506627683296,4.748818288943799,-0.2075150862016817,-0.6146167612373105
Web,Rainy,6112.217761657012,1,47346.88740293318,5143.6879340285295,-0.3966053450552313,-0.7322921672002415,5.843089883289081,0.6633624506664607,-2.0251194939263293
Call center,Rainy,5926.8811005771895,2,55961.54350083838,5206.163747002051,0.4343915622590203,0.17275933336027877,3.470919657537831,-0.3484220193770313,0.3122950984090942
Call center,Rainy,4986.41738892822,2,51390.79751376087,7308.545092804455,1.439300942475959,1.770037885402043,5.203286841021626,-0.5078137081999647,-1.647433209579605
Call center,Rainy,4180.795244219851,2,37367.25910767107,3188.788505021218,1.584678437281098,-1.618204326430533,2.503141660860014,0.09739771080461528,0.9889651911241412
Web,Summer,6048.7229244061755,2,67892.49793392433,4767.551781794519,0.3214255804427153,-0.26794020503567256,2.805855527222274,1.497608134576907,-0.086365186016966
Call center,Summer,4453.670017525741,1,54733.57108226627,2158.343114514745,-0.9930022155576982,-2.398170672151754,4.651724392012764,1.2988306441265536,-2.3314042819901486
Web,Summer,4595.232918845265,0,56185.19205044069,4491.824450786269,-1.2112327958167135,0.0853666033117513,6.020825487421526,-1.6554774821305969,0.689613065685029
Call center,Rainy,2831.728646696361,2,77492.2748314512,2653.8870014244144,-1.9482392464829197,0.1649209143038201,4.710726000564481,1.1457810689914794,-0.5428046379077601
Call center,Summer,5838.39718282365,0,48250.58606500638,6179.2880200181,0.4639442276233124,0.5761931126449616,5.317571237905005,,
Web,Summer,3927.985818069893,1,41323.45999221409,2402.4241885822116,-1.502571420185954,-0.9793242746850652,4.398683855965438,0.7009332853884386,-1.1057436830446201
Agent,Rainy,7031.589623911296,2,67195.78819980749,4848.2665223171,0.1470235597235984,-1.9181689415536716,4.671640713827565,1.869271455821309,1.3945075879606108
Call center,Rainy,5965.2321953986275,2,61518.931922905336,3455.5609682180784,-0.18863127872708838,-0.11721675457043507,1.06185800508338,0.5116088234336221,-0.23587497846795744
Web,Rainy,6972.879170114881,2,42605.311138859804,5823.616494242337,0.8260738947450067,0.3278334353370566,3.0866977645743936,,
Call center,Rainy,3785.022390931574,1,66188.8247094153,6051.7149794336065,1.8673691952381493,1.24107305168933,4.097596873704422,-0.9303629599347162,2.201400643111606
Call center,Rainy,6011.318636232344,2,63775.21262372894,5443.024424018855,1.5391887485553148,-1.9152516482459936,5.461243157632266,0.07577381942827485,-1.172718623581761
Call center,Summer,3906.0877468295403,2,51237.47026195428,4401.547845218266,0.3140249159610442,1.3599130536891182,2.316850817405616,-1.7724766801152538,-1.0055204721942779
Call center,Rainy,1837.508409218954,2,65617.41598483715,2530.9267885767877,-1.3270346380534837,-0.08141090361753192,5.023471817927509,0.8689432365029658,-0.438205328333752
Agent,Rainy,4462.589970291603,2,60802.577873171,5611.101698486703,0.6184827810565645,-0.8603550922357031,7.51065736536192,-0.7338841945475789,1.1100498447402194
Call center,Rainy,4962.603273087069,0,55679.948434033045,6169.435697469825,-0.013214778192117789,1.3110851760602151,5.22463354436086,0.5730069290924891,-0.3452833622866726
Call center,Summer,5611.84625846367,0,53829.06516382779,6814.486346941127,-0.3236249021600005,0.968182101758228,7.262087796488434,-0.26276667791790276,1.360520221258103
Call center,Rainy,7208.93455538003,0,51526.408537161515,5559.866614714953,-0.09822868713665762,0.20010330372363355,3.4728285900046663,,
Call center,Summer,4126.546042787801,2,44258.73194572626,5026.449813749506,1.4125514697162656,0.0770214211879204,4.129226363130402,0.8006874579554929,1.536457774800778
Call center,Rainy,5054.428046884437,2,60812.65944882821,5393.66294607995,-0.40842041975332266,1.3151535332819662,4.122094013486818,0.01148126532492416,2.675802358690519
Call center,Summer,3963.54940494674,1,58949.304669096826,3462.0058088929964,-0.17968783426908508,0.5148240992609073,2.267003774895966,1.254900957870598,0.09967892852097754
Call center,Summer,7585.1911093067265,1,53826.33882371424,4495.732948689624,-1.4288378639408126,-0.8317724037083203,4.442633738451077,-0.331313719481319,-0.5259752937502148
Call center,Summer,5323.263188508289,1,47366.04873873576,4814.016635260914,-0.5798686602650145,-1.6734063174961367,7.844577559268275,-1.1835032568265538,1.2891791046449077
Call center,Summer,7165.874502706447,0,52008.713338044436,4921.742451440681,-0.6811316689893501,-1.2976017898341916,5.201757327927716,1.1720944624513208,-1.314968451219037
Agent,Rainy,5737.389533311562,1,68780.46177390589,4160.119574729618,-2.8077094032483414,1.440057362429612,4.0086446092807275,,
Agent,Rainy,6728.779090352758,2,61383.13874404729,4574.461729157265,-1.584656229412192,-0.26283962341810857,4.893050721012338,-1.493934648811803,-1.7187338163889458
Call center,Summer,3367.0137700423,1,52014.42731515258,3595.688141793829,-0.8051911189485539,-0.9120256378249333,6.0244531659671985,1.7855755523116201,0.38565616068941805
Call center,Summer,4177.629341833412,0,53769.05969334107,3782.6675844311453,0.6697086520336483,-1.4010246182653572,4.418565965244535,1.2944122739576507,0.7892238445496138
Call center,Summer,3783.6462865824224,0,59226.018075452,4021.2515524637306,0.4859511930954757,-1.2237495515849397,5.318415052288328,-0.19638174860909768,0.1636075716717315
Call center,Summer,5006.877877150682,0,56731.54627985512,6923.701625239002,0.21315700525134335,0.9486437922505525,7.217616528544271,0.33387786708347145,-0.12272667916095152
Call center,Rainy,8098.401471799367,2,50782.05046070799,7757.565786830851,1.7677269511291185,-0.05351634900135102,5.215296193702368,0.21250015688521967,1.159180292129405
Web,Summer,5894.5868787239915,0,48907.80235383053,5470.861347796565,0.48661057330303414,0.18653978857256426,4.236522872254183,-1.675443863191709,0.26396362424163256
Call center,Summer,7864.631465494818,1,77685.47293443464,7136.258325650353,0.5254342020534809,0.5838399901010474,4.122293643649254,0.26160709566691226,-0.4992786008756174
Call center,Rainy,5990.21593863781,0,66832.36153528336,4700.877341602082,0.8879749587403825,-1.960760467331346,4.914261726047608,0.9657197458006646,-0.9862431712857144
Call center,Summer,5893.987605719734,0,74211.73310654372,3936.5272416362113,0.43820878093041327,-1.940033338786574,3.8607592932411263,-0.7078581392752453,-1.2152150597259972
Call center,Rainy,6514.286734360081,1,79027.51359717868,4072.4778507406536,-1.418253065195978,-0.2612417256357824,3.512886176347236,1.2543179440901153,-0.7071128957286497
Call center,Summer,7404.429678800025,1,46430.375117573545,7761.582683642662,1.3352317717764859,-0.01291326072714246,6.369106549740483,,
Call center,Summer,4290.109576054806,2,35902.27166395655,4002.335165594398,-0.09188519198917586,0.006395206046376627,3.997070424709147,-0.7384238819320839,-0.06587481646256722
Call center,Rainy,3011.2982819589834,1,53501.138133298926,1796.6020736864898,-0.5344880120660093,-0.9714927984001842,2.777162275676855,0.4915519737365093,-0.624446151969014
Agent,Summer,4684.2992162514265,1,60920.729558304396,4348.907592451865,-0.676078019569449,0.300705481413013,4.233094031157323,-0.5760282965255654,-0.49186328621185804
Call center,Rainy,6944.270695866562,0,79152.27008872044,8590.619855372566,1.1959720394240854,0.7833828468397194,7.108510992297491,-0.7775229671931274,1.7812296166573351
Call center,Rainy,3995.649738109406,1,74262.56577118942,4534.308638821625,-0.6083731169536784,1.1904509350335992,3.906489878648668,1.2295211131657322,-0.10052300855838728
Call center,Rainy,5749.3235422773705,1,44749.60382775048,8055.74515924302,0.7143831823029633,0.6531907556580093,8.471733299322008,0.37454555455111865,-1.5920572418010355
Call center,Summer,6661.62366819229,1,45212.74757391687,4894.710025159579,0.19256021681217678,-0.9305847487425689,4.123006318046139,-0.18349305910094085,-0.9928397147389062
Call center,Rainy,6734.184235144593,0,65719.62758750783,4885.385510942208,0.2844749350511276,-0.24028568519260024,2.9805325685517845,-1.2848849605750672,-2.4169453432288606
Call center,Summer,6225.7256339965,0,58028.50091319671,5044.694937580347,-2.013495213671875,1.130684642493343,4.69719874159546,-0.5649986449098349,-0.5413909803192378
Web,Summer,8168.672576530549,1,55510.44189719115,7228.146444366204,-0.21543871854178454,-0.876487243790578,7.832247574667088,-0.6769237827056505,-1.4956936373504355
Call center,Summer,6417.82708527508,1,48213.306975622865,5305.865857440212,0.5550009123708077,-0.46062702386312177,3.771040741624177,1.447823501541464,-1.5432492232357042
Web,Summer,4863.510315113979,0,58075.07367905987,3996.8099076197072,0.01871048463720966,-0.6571020150904706,3.9740911608306626,-0.0014967186425748366,0.215797032683636
Call center,Summer,7503.211153604579,0,61921.16339074286,4712.013515106634,-1.4036982488798557,-0.8508618149644915,5.07328089682518,-0.9238880107233453,0.16586420961659493
Web,Summer,2432.2429111853858,1,69248.61749738886,3315.402423660029,0.22301906003684985,0.1167530357776355,3.7283565651247184,,
Call center,Summer,4476.126747464125,1,56639.4666332571,2221.254425849407,-1.3524044148979892,-1.8363959088546173,4.313373140471614,-1.8976405181464542,0.7945535554375694
Call center,Summer,3202.3363533683823,2,56030.86624212804,3012.722851448626,0.3940795574315427,-2.0872084227823344,5.525096605473154,-1.1212308172848484,-0.7653924722931537
Agent,Summer,5572.939453016227,1,29645.644838731183,7103.012114358915,1.6414335280179135,0.3279340807348999,6.171735947227155,0.0925026987078453,-0.6322205209435626
Call center,Summer,5579.639219176893,1,48125.52950752317,4773.447632290401,-0.3695987335797666,-0.640574329552794,5.170223152025087,1.1020122570714213,1.3397777960693897
Call center,Summer,6492.099565878473,1,48220.60493883348,8549.89853877881,0.8053760017492391,1.6184494387597517,7.09890917400379,-0.4849308144511262,0.1665409175282567
Call center,Rainy,4313.88084075511,2,70825.55081977072,6368.326819939403,0.3256438189073788,2.1650385978523703,4.79365115154165,1.677228398510725,0.015406771648960082
Call center,Rainy,6004.391389980405,1,60509.37279927231,5612.344903992869,-1.364857873406138,0.6110273567954394,5.839836649469316,-0.13428754480391958,0.10289413847883633
Call center,Rainy,5583.759022874443,2,42711.74887135465,4504.830330667711,0.25391053193123136,-0.48145096011147326,3.9075678804874343,0.6303666624200196,-0.4126438733905433
Web,Summer,5252.656312815926,2,36086.22509656064,3154.5112184553327,-0.41098348161515613,-0.22294730031794052,2.185384812803013,3.0741224197001076,2.098870187301651
Call center,Rainy,6241.88748983757,0,41238.008348477495,5568.34443492653,0.1145346051436687,0.804230766238096,3.7046730378326274,0.05795832966853148,0.5538067687444647
Call center,Rainy,4805.06948162689,0,34849.52296446284,2861.2993246706633,-0.9773483455025047,-1.0128021583924862,3.556298736717525,1.48371159908308,-0.01838192601375832
Call center,Rainy,6209.990843491404,1,44729.9549684846,6078.328025724965,0.6086869681661082,1.619464494523153,2.5689508914924892,0.8139937507357846,-0.4636799933904496
Call center,Rainy,4895.274261116913,2,66106.42073164026,3056.347218006754,-1.683948024991346,-1.4585492878775823,5.644840018418924,-0.15356055527899257,-0.0964194023720906
Web,Rainy,3480.056114495012,0,60020.51844497309,5203.257016827949,-0.3329235821634288,0.09508210160407628,7.152512904064941,0.9558226931911549,-1.057155953305456
Agent,Summer,4173.030439420572,2,67239.70495703045,5021.912055946799,1.3528053870201269,-0.8878241584278057,5.221556191966771,0.773382373517907,0.2847878261239083
Call center,Rainy,3949.4590879917396,2,40325.65704375269,4078.1276198152045,-0.1835107798672399,-0.4404296067222649,5.20518044339332,-0.004799759123120146,-0.6703874346522508
Call center,Rainy,6109.213594921041,0,44240.74818400605,6653.191649184217,1.3053419852006038,0.8849974002562283,4.1624468630432805,-2.0479290069139258,-0.3283307492604255
Web,Rainy,6260.690532217093,2,41425.97489561113,5134.884887437355,0.616863323615498,-0.22189584945767216,3.225718305663671,0.3688812225834188,-1.025478094705236
Call center,Summer,4241.533675945709,1,44202.69863133973,3549.0459600081113,-0.48248541101140274,-1.0402536922978503,5.153498018437984,0.5315237406903834,-0.016199835903724924
Call center,Summer,6176.304650800729,0,71524.16767132978,3930.9925055686626,0.6664025339145097,-2.213156576232066,3.644729502045526,0.7326291932993196,-1.993777194290005
Call center,Summer,3884.7283903693037,0,39143.332880581016,3532.378882735798,-1.6388485739773566,-0.6604335878452364,6.470247534085525,-0.881599339148459,-1.2130994368673906
Call center,Summer,5564.040268660485,1,41578.42644630084,5710.637975608322,1.589502237397074,-1.7824445295397933,6.336874516152977,0.16179370760134923,0.733518104220732
Call center,Rainy,5715.277605800335,2,62016.6289156376,2441.425327840073,-1.5280919544280074,-0.9523022640470198,2.283141632519431,0.7387147621918648,-0.006327963857667698
Call center,Summer,4205.444870502728,1,45523.434713591625,1810.484624537159,-1.9927982059759735,-0.5335999071194601,2.959318784436662,0.20295678990167715,0.5108534962977579
Web,Summer,4999.889802424009,0,57130.288723832855,6432.39288701622,1.3999537575817007,-0.04869320525201075,5.821647259690765,-0.5414250097807377,1.1231165111913843
Call center,Summer,3452.216808841131,0,46551.82162766619,3359.077631624471,-0.6925678538904674,0.5243733773613946,3.337851311169439,-0.35286403156060536,0.27631578507433785
Call center,Rainy,7917.025640858847,2,49476.92842679257,7070.156313465368,0.4343923539975028,0.5215291800718994,4.702470067934177,1.1627219670735924,1.0857171554379623
Web,Summer,4694.999279367314,0,65193.74982528043,4100.6981760945555,-0.4593231404105,-0.5344479172222952,4.556335422478197,0.6430504548933936,-0.5571041117602599
Call center,Summer,7233.661657214752,1,59576.48044966606,6567.987093287368,0.3236206750468025,0.7235493388396909,4.231827621771077,0.8896567183625255,-0.06992529103085493
Call center,Summer,5543.070747057699,2,79154.96986117456,6724.635587970648,0.03469163909838266,1.8375654293008288,4.678928048654873,0.6866458854555997,-0.9326797638635029
Call center,Rainy,5835.831684691542,1,48874.16536349615,4416.550881741145,0.8101248240918235,-1.057868134338303,3.3835958899238125,-1.8826665496678037,-0.17447084184756093
Call center,Summer,3405.4199789791983,0,49796.78279232911,3833.257979326202,0.7721828260089086,-0.39042363023427856,3.7277032580068323,0.7357539985319065,-0.31297111881964274
Call center,Rainy,5512.502377185162,1,44761.57587367775,3947.6974772584745,-1.7119070332169415,0.5113661303058161,4.216054602206716,0.27408971710303365,-0.34320597012288206
Call center,Rainy,5292.174306083994,2,55190.36984197089,4636.3746377173775,-0.07744300468240502,0.4472792694730412,3.0714618160106992,0.1607406818389019,-0.4668560786090527
Call center,Summer,4136.083927416927,0,74175.81011758838,6606.248574169271,2.209294367746774,0.3067476097953109,5.241018174965739,1.2323542634621754,0.31168298193734045
Call center,Summer,6588.126170388494,1,50607.57232333241,3625.0542898380945,-0.45867031067015696,-1.0052901106289434,2.541510851266108,-0.28960943852643034,-1.1651139318259027
Call center,Rainy,7344.959368556339,1,59792.27629193984,5675.410302360925,-1.330663212690675,-0.0196833855397654,5.773454795623045,-1.240092281172895,0.002093529122270385
Call center,Rainy,6274.98448330204,0,65546.30007440693,4465.885618089459,-0.18948665834061956,-0.42235853529207124,3.14757233229666,-1.983507085176333,1.199639504577395
Agent,Summer,4032.4272010105333,1,49357.85654407194,4865.706599530449,0.3897470085906283,0.5023850545167272,4.584238347550195,0.3208530232941139,-1.867646718906411
Call center,Summer,5317.052107376675,2,72885.33143945866,6767.483374888536,-0.7376184672333125,1.7317005122822464,6.576342634210816,-1.1740543314191427,-0.6591312080801192
Agent,Summer,4142.1523889279415,1,60542.51817913662,4751.632342620213,0.9137877428024008,-1.1336484938411118,5.261655460817576,,
Agent,Rainy,4642.955559224631,1,34944.66085736382,6133.016366569605,0.7537872693629494,0.8483566520255428,5.5539109985240405,0.19804230653362254,-0.3877407742693344
Web,Rainy,3881.3101647214353,2,64997.45654094676,2810.555632877067,-1.071677133410363,-0.3929789309100775,3.7838782705847622,,
Web,Summer,5293.0754808612055,0,76143.18634801576,5686.194643833802,-0.40586135804288825,-0.05321829851483365,6.307181978628598,0.2240610545597143,0.11402004791538305
Call center,Summer,6787.639684926891,0,57428.90551396642,5752.746719518451,-0.7774920318442996,-0.44733313085991255,6.3166193922869,1.5875205151048306,-0.12084271660765389
Agent,Rainy,6843.357357637682,1,66558.98230582669,5805.0669871096925,-0.46616444051186934,0.45428861958092864,4.803424433703619,0.20042009169969133,2.747086855828988
Call center,Summer,3561.924794659345,2,44953.67794883085,3730.2599877128705,0.2905493938899841,-0.3372359084695902,3.9962345438656524,-1.1745195914570536,1.1923215249684844
Web,Rainy,4901.176276748512,0,71399.50652746226,6297.916855757876,0.807093494807398,0.441980913587288,5.489999527098643,-1.086590207117316,0.2838472690393133
Call center,Summer,6679.260240669775,0,57468.14232808196,4635.544646343373,-1.1784559039029205,-0.8649803099965276,5.326719233705207,-1.3551573823093206,0.5709555981408062
Call center,Summer,4375.145159182459,1,54084.01096778256,5104.730650044902,1.547011251554246,0.07151295712085756,3.560957344388677,0.2751789551468692,-1.1181399581904865
Call center,Summer,6623.45571867883,2,50701.03317185495,3821.5436615439776,-0.628638574617244,-0.21930734249868977,1.840096291541188,3.0205082495014364,-1.3731575171271813
Call center,Rainy,4730.403482290894,2,43552.61080729479,4538.724613706161,0.5192967857915288,-1.2412913027267396,5.586096245336909,1.075442501968551,0.5795181232961509
Web,Summer,3202.5189208990587,2,47527.68193453792,3237.156527207212,-0.042176491267170206,0.8346714651481321,2.1255094007184367,,
Call center,Summer,4396.543806084092,2,36449.11948249357,5791.373791051767,1.1608169844117733,1.1295371719635046,4.061704594561205,-1.7552893355759385,1.3936524116577356
Agent,Rainy,3786.144486354358,2,82546.24309229029,4307.717184192315,-1.270178612612406,0.6956100537812084,5.444844239184406,-1.217311599534103,-0.03692000866715814
Call center,Summer,5911.349903600696,2,46684.60476946289,3782.9686430055644,-2.4335079368772137,-0.5876827652853954,6.058431118262413,-0.5911537417413764,-1.5282357631250076
Call center,Summer,3018.4055631432384,1,51880.937171553705,4141.45769712582,0.5215815667331948,-0.7657551354147318,5.599121994478929,0.10711924309930387,-0.34633267728010864
Call center,Summer,5492.704528684278,0,43747.82579099482,4039.200183770677,0.9673531503227901,-2.1077099521930247,4.350814133548558,0.36997920698066605,0.043156466153306386
Web,Summer,8386.478929079709,0,33941.859089018646,6332.13129937015,0.6310229134808412,-0.9776002721109718,5.128895897912894,1.3578566964672552,1.1418106390048577
Agent,Rainy,3252.0411312184806,1,62170.952114750195,4154.237706342744,0.35005283156780387,0.13024188281099988,4.219038866127259,0.9204837783564599,0.554707771942763
Call center,Summer,5577.559841817052,2,36231.60795952278,2996.425554010366,-1.0634807914470799,-1.338859345982768,3.769838580755307,2.367985091206147,-0.1753820766054458
Call center,Summer,3059.2762176656634,2,49748.05746509709,2999.1639218722094,-1.8562731165830137,0.46791682868307827,4.796842982640758,,
Agent,Summer,5941.237255623058,2,35560.33994427838,4367.240565927748,-0.20997195623551979,-0.14421741118328718,3.3657191998683524,-1.1163320946606292,-0.43684363138047894
Call center,Summer,4829.951506085606,1,47626.14967901612,5606.095370321932,0.6746538666441814,-0.41562617850819794,6.092735952121711,,
Web,Rainy,4608.914292881698,0,64639.251416901585,3555.357070004844,-0.3899481595682359,-0.3481161409234856,3.136351473775125,-0.9273701142342561,0.025843156368694546
Call center,Summer,5248.916673611336,0,36497.51261717533,4588.211881559211,0.20200804566098304,0.04619612387330107,3.67279470197499,0.2611220925696988,1.121459823797901
Call center,Rainy,5794.774130095315,1,63208.56744364636,3345.095669952828,-1.1411268988953764,-0.4740355400016797,2.8334559273585374,-0.0022787105018697977,-0.7646072771838874
Call center,Rainy,6577.681571750984,2,62300.894189191466,6902.5734827780925,0.22430941327017576,1.092263674551593,5.070493549587723,-0.7825051656716533,0.47129867779974266
Agent,Summer,3808.064377780603,0,37779.547964765574,3030.4629139576573,-0.914737071070801,-1.494925424013819,5.55620857519737,3.5176774343668313,-1.5910260674480419
Call center,Summer,5991.017112089981,0,43631.16678547355,5335.398677219143,-0.2975053890209402,-0.3563153019633213,5.857052087991965,1.304161955848676,1.1160538381783858
Web,Rainy,4046.376774346769,1,57085.12915476297,4219.242540423902,-1.1331575010378498,1.7783149171940438,3.5143452263777424,-2.282326849378174,1.0194510424375283
Call center,Rainy,9684.862801186788,2,33320.793682817486,6603.705959792416,0.006807113050358843,-0.00016084020612178098,3.5944219544260427,-0.5536819105705216,1.066700859878204
Call center,Summer,6007.335340318299,1,79771.85065627433,3909.627433109537,-1.8312991214557417,0.39265783036813123,3.5171918806643028,-1.7788321282990258,1.730023791894163
Call center,Rainy,4984.203802167862,1,67107.03904823089,6484.074794965368,0.7026580312972078,1.7160920951176897,4.405537327558345,-0.08389986958522432,0.19952992240823408
Call center,Rainy,4372.110354188205,1,57012.946445305155,5625.286341865096,0.05878204154433734,1.7109446013779424,3.9503789124094153,-0.4100520269196862,-0.9995287216257652
Call center,Summer,5770.576848484523,0,63939.38519031066,6481.275790065359,-0.9128952093625646,1.2701519712860136,6.776810566343814,0.17198350888048913,1.1156453937722475
Web,Summer,5255.364904698883,2,56732.36313405725,3048.8410232529227,0.5233622399855659,-2.4022550729841115,3.4642067618396704,-0.21392819463723908,0.617218412678996
Agent,Rainy,6258.1762028642115,1,51114.771138427226,5236.331379164358,0.335160563156755,-0.6360944262137966,4.79401282354433,0.8121382909822557,0.8344792334815673
Agent,Rainy,4976.1297114261,2,48912.37493058879,5721.201748461871,1.3589415869364445,-0.26779549470435154,4.964534991898715,-0.5276933921356247,0.08058371719565095
Web,Summer,2025.2287508631707,2,66024.6433625677,3924.2790608605405,1.8397658620325559,0.25629579018026866,2.842842642627147,,
Agent,Summer,4404.004601665204,1,66395.55730188779,4174.767912815206,-0.6397391791110435,-0.035144775134668425,4.424433659781731,1.3266124072419168,0.6442288565187171
Call center,Rainy,5611.981032861927,0,46809.58623152959,4978.175975285189,-0.4051161093917774,0.10510544474215874,4.639543574137394,1.9744912136463244,-0.2921682373495173
Web,Summer,6429.526615328805,0,51810.23247038515,8459.900814052748,0.9522020161222576,1.8213430795509122,6.412776846940014,-0.09980310394344225,-1.064006723116602
Agent,Summer,7149.209528075791,1,42476.7901834853,6116.298647868352,1.6473951023299076,-0.9180962631262166,3.977927419855575,1.178684051873773,-0.8710475792708513
Call center,Summer,100.0,0,52060.999390124736,3108.0452674405856,0.690849511881943,-0.620470918848875,6.31252579040732,0.6416858092729006,-1.0766463306130747
Call center,Rainy,2233.425635434799,0,38036.133645943424,954.4770986744061,-1.0839540697860754,-1.6884793532649547,3.8928448951628454,-2.1999168930421233,-0.026175444338840125
Call center,Summer,1623.2911117526146,2,53843.70087680233,5002.267532876077,0.7074092237499309,1.6013348956586022,5.0645492580065135,0.2970599385216117,0.4705137723831907
Call center,Rainy,5325.694157818041,2,54920.35155565724,6181.926819543329,0.7004145242501749,1.234632826361665,4.092839864485668,1.5687439783901136,-0.41580381383534765
Web,Rainy,5597.988259705553,2,45716.19578450479,4610.327212136472,0.6145527087890659,-0.8731598309643983,4.258751496221966,-1.1332271837684107,3.1483914386074305
Call center,Summer,6541.955565045642,1,44512.795569537266,5385.710189796526,0.1929796085847674,-0.9398997541594347,5.499575118018903,0.9508211094520964,-0.8671292103425189
Call center,Summer,3929.552711834764,0,47929.149495623344,4452.41546239283,0.8169243915599564,0.14369186639377104,3.9671717873621386,-0.4936350309129544,0.8089458423363258
Call center,Summer,4622.919069900281,2,62859.88808946295,7165.360304279484,-0.39604578253735806,2.078983570659161,7.168209828489795,-0.3761726414636689,0.03489975983138034
Call center,Rainy,6553.338161314957,0,64799.17941320688,8033.347254084449,2.107217970324149,1.0441551764184847,5.046070329373265,-0.47430009005611895,-1.5020544874252737
Web,Rainy,7624.086338805853,2,62028.6120503477,4617.51531702735,-0.896293259880357,-1.4942799824569122,4.680552733738379,0.3155250722802955,-0.025896726846891042
Call center,Rainy,6857.560475777087,0,59056.46689612954,4792.252022578316,0.6728967055696948,-1.2000502012908418,3.510562076425299,0.7577634277105756,-0.7171419178021932
Call center,Summer,5839.758532392716,1,79710.86717197302,3796.226857575975,-0.4671251436867927,0.044767294907943955,2.077405537812666,0.014021424912190147,-1.5433290009594482
Call center,Summer,4329.974986097353,2,56770.04357079502,5427.403928962149,1.3782005175401342,-0.9458747925605779,5.724777051811132,0.2761149130841239,-0.8858366808336752
Call center,Summer,6283.867988477203,0,75103.74527445392,5486.658029596086,0.39939984017194263,0.4295986528476353,3.0837771548804085,-1.4356008044452266,-0.45247398220003127
Web,Summer,3203.738816127735,0,65052.52338391116,2420.7466782440124,-1.1242027984205785,-0.27223921926962164,3.608023004303363,-0.03674311371458118,0.9206044376838967
Web,Rainy,5828.166837207847,2,76888.48113892088,6549.440043877369,1.17734829223342,-0.5930929817444744,6.002254265643051,2.615629507395913,-0.5357169445919668
Web,Summer,1312.547304190724,0,68345.14301298324,3696.093130961958,-1.114931588693224,0.495517951837418,6.9658922450933565,0.5994688076356534,-0.9450266632716393
Call center,Rainy,5309.718236500432,1,34592.755791299525,3800.952927870048,0.13390897815729158,-0.4144056929995524,2.7882768568852594,-0.8002690524316409,-0.11608989258999966
Call center,Summer,5799.724334715572,1,69475.39374875434,5259.460338148754,-0.9091920428625567,-0.4893659246032726,6.532855587910889,0.021525574999960693,-2.1170875841007866
Call center,Rainy,4503.0506616069215,0,64973.69292434745,5116.257295829074,-0.3764090117886036,1.411181925526753,4.103451074257735,-0.5840825014496116,-0.5732750395213406
Call center,Rainy,5921.33617450679,1,52320.23383681404,6176.3298452900435,1.1323556110394633,-0.5885822540863017,5.52906215905168,-3.005074004432689,0.9246315128773194
Call center,Rainy,6771.8934661784915,2,59268.243753886345,3984.374502964003,-1.0822535670063758,-0.4763559899754505,3.011704598619411,1.4298937198969746,-1.3276100381529485
Call center,Summer,5209.346107317444,1,47615.22491766828,6164.207959856763,-0.17795636288453734,-0.68691235774649,8.420542011670364,0.8307230956398007,-0.30958895270777936
Agent,Rainy,4035.5837113710745,2,62255.291742685135,8425.998505622789,2.400003261357944,1.9156044599971056,6.676138082540531,0.6407565336207789,-0.5740476058019179
Web,Summer,4756.906986509778,0,65592.95074597158,2437.9033784015073,-1.4828754610516437,-1.4032394419311307,3.8986350082687276,,
Call center,Summer,3068.9482731324974,1,81830.92392808292,5439.987669477133,1.3250099627617236,0.1321910770330059,5.470908715899572,2.303291513215677,-0.2737055692922581
Call center,Rainy,4462.587787500268,2,67022.62044728293,5522.057260175541,-0.042078906673423955,0.6972271386014854,5.339691388939677,-0.8387689835417119,0.013015474296947247
