Gender,Brand Royalty,Children age,Subscription score,Annual Income,Marital Status
Male,39.214852098337175,12,40.76763489855902,92643.59609425889,Divorced
Female,58.51903546392344,13,51.8921925201015,54114.915980651305,Single
Male,44.3359513132145,14,35.37751141948256,45479.69276907563,Single
Female,1.8811555685073884,13,-1.540128803113408,60855.50870181305,Single
Male,83.91963572183842,11,86.96253324329173,88592.145248463,Divorced
Male,49.942026704538335,13,35.2638723032038,50058.78428905869,Single
Female,31.981896144647056,11,32.72953281876819,88040.56781408718,Single
Male,57.53137354551768,13,51.41358993247471,52516.47041720312,Single
Female,44.92690504411867,12,36.25418106894624,87512.00576640121,Married
Female,51.19507623915076,13,51.01270494136261,53915.65104678174,Single
Male,16.581622657527667,13,8.078927607718938,69303.05858582529,Divorced
Male,52.85314862482041,14,52.74565546928067,51313.039952251944,Divorced
Female,61.76370678792161,6,60.94019495831882,25290.032372847425,Divorced
Male,54.39555439250948,7,57.38915032758876,87141.2458838316,Single
Female,32.6606152734063,12,24.77519569596994,91824.04878229238,Married
Male,61.0236219874988,8,60.542004862502246,85198.69720596165,Married
Male,63.24912272278685,6,50.57007266267765,24383.53277852066,Married
Male,14.016283113622556,12,13.958731268687057,63742.03017331805,Divorced
Male,52.18152193980434,11,44.80699451831484,87834.15411448292,Married
Female,81.40108521897326,10,80.34473596585481,77419.66610406441,Divorced
Female,11.200856375205355,12,6.104219647199941,70830.55905525331,Married
Female,53.538448916721954,14,74.92080532923114,56152.74386797439,Single
Male,62.76336782424319,8,67.70004719148679,87814.89991209818,Single
Female,25.1016638768337,11,25.0531146747151,83674.62017152777,Divorced
Female,56.87865450171567,7,64.3708192024526,91224.10988738285,Single
Female,52.832348510695944,5,62.973514314308204,20063.509923050253,Divorced
Male,11.875378623825071,12,9.20001596286953,63898.73080818671,Single
Male,61.21949788800841,6,61.33858148857307,24380.746106275583,Married
Male,62.822955928070805,8,65.54635738022115,81392.39072932395,Married
Female,62.52061150217927,7,55.25025968357676,84358.8173477172,Divorced
Female,62.83551752860718,14,57.44424896747526,50268.66017083405,Married
Female,64.7724828103215,6,64.576725078101,26187.552624872173,Divorced
Female,18.769752164013653,12,24.60694014926522,63975.70538407334,Divorced
Female,52.94699787897222,13,44.383003624394476,50216.0784964199,Married
Female,59.16672121637284,6,63.31878524404052,25269.766191410694,Divorced
Female,63.83838625633105,8,69.58299126670249,87824.63298881943,Single
Male,83.7721977586057,12,100.01494186015948,83450.24910556164,Divorced
Female,59.62043803778718,6,45.910919323950665,23984.369077702577,Divorced
Male,84.08629685577546,11,96.45116247890488,86398.75209151377,Single
Male,44.562121576079136,13,36.91717913889436,57200.29034149648,Single
Female,48.21414125191023,11,43.9144967882155,86688.48739487921,Divorced
Male,5.645560577944281,12,2.5373837838721327,70406.07210294725,Single
Female,15.61323914378746,13,1.7041035216487863,72108.10775635288,Single
Female,81.35424199587959,11,86.76744835513571,80554.78369233859,Married
Female,86.61747409257234,12,84.40123498812902,86314.9791052271,Single
Male,60.77329923268946,6,64.04592578803134,20371.87862270068,Divorced
Male,57.31895055901374,7,46.4777405422349,83895.18775628597,Single
Male,56.32637705062854,6,47.99523295674412,27958.462055043583,Married
Female,97.11290032349031,11,96.25972254109482,74473.46911542081,Married
Male,13.664081345442156,12,30.92771528142485,71457.13017390527,Divorced
Female,32.114860247653525,11,31.498964609754378,86579.26749409697,Single
Male,18.71787767620105,12,22.41721752805598,74628.85201928773,Married
Female,82.36500089381944,11,79.46305201513178,78632.24543017769,Married
Male,51.85573313328599,13,54.01043187512294,47690.23571962087,Married
Male,63.22119580587404,13,53.58941621397892,58899.89009471924,Single
Male,48.885811845256775,14,39.21414515807762,60801.33569439369,Single
Female,62.32468216142845,13,49.998322453980514,52603.17242698025,Single
Male,21.765147883275713,12,32.39054331674921,65750.08454644946,Divorced
Female,50.53844670610828,14,55.48595032540159,54834.522458998996,Single
Female,46.54038189074806,12,34.31448455936564,56302.04916806938,Single
Female,89.92272543088048,12,89.0263879748177,75081.63165552128,Married
Female,55.654372480767144,13,65.55801288478334,46876.07767341374,Divorced
Female,85.89612128681834,12,94.3360929561616,77663.80877337736,Married
Male,82.47343783989317,11,87.61547213877498,91560.09864021305,Single
Male,55.44053630872417,13,50.56028124965487,42017.69075930549,Married
Male,64.88016177830752,5,74.77827788546861,28317.617626599353,Single
Female,80.0743538279396,12,66.92938869463397,85586.18658151296,Single
Male,13.097044692603774,11,22.776530743505596,71427.56715854538,Married
Female,44.79719293446813,14,47.510371605338264,60255.26026277905,Single
Male,51.124131519181546,5,46.91748372638264,29578.859819121262,Married
Female,66.77071998602298,7,61.685031132691876,83855.21091602897,Divorced
Female,56.53755753284763,8,68.01527182470726,88878.40492497674,Married
Female,41.08361589426665,13,43.47073880685019,52367.321573470676,Single
Male,7.566540555824098,12,1.4386062253335057,75668.50570661134,Married
Female,53.42023835735915,6,62.75075729969383,27071.71056797571,Single
Female,54.71522547573563,5,55.004702134032506,29368.854260052598,Divorced
Male,60.796762465756444,6,63.44570074007424,32799.24779975228,Divorced
Male,11.376962448101033,12,15.797426538863196,62214.077486413036,Divorced
Female,43.975959208584314,11,51.0833818331749,92283.73312547832,Divorced
Male,89.62844898931888,11,93.00837934666099,81624.19720555577,Married
Female,91.57197074311759,11,100.20609263150212,80483.35405437558,Divorced
Female,63.999200736952254,8,67.21020712675218,91890.23550532639,Divorced
Female,55.774948616298495,14,52.54075742584401,55840.6161660238,Divorced
Male,50.37414244614397,12,43.48568615967465,55765.88171376284,Divorced
Male,59.98589582740692,8,63.013485324785606,88217.64767330574,Single
Male,84.30450732258116,12,72.0067642534671,80108.07971475026,Married
Male,77.22482266126322,11,83.43607837392597,82502.66584199641,Divorced
Female,67.499567193317,8,70.95866389289287,81286.29975934685,Married
Female,45.247690647550804,7,50.13455823262433,27258.71205083593,Married
Male,46.81979525718435,11,41.55938533926148,91384.65640950619,Single
Male,50.056538550013116,13,52.32517628353223,52693.748164627155,Divorced
Male,54.30150291344026,5,46.43124138337738,25247.94546000175,Single
Female,13.458790077197008,13,25.346890727787933,72601.29794632272,Divorced
Male,63.41227780476366,5,63.911337831821555,28074.96593824465,Single
Female,56.954430346923736,5,56.556789627149875,32016.829366117545,Married
Male,66.63752972929423,8,74.7364300027792,84587.91432414958,Single
Female,78.80881342864609,11,76.07525763213498,77348.27348331228,Single
Female,63.15650124866872,13,70.8787026056322,60880.94707318127,Married
Female,56.35679145179604,13,66.22319583994519,54095.75492523896,Single
Female,47.851332325344465,11,49.939034434896165,95388.30350892883,Single
Female,70.12719801024978,6,68.6637285702394,28058.33741789513,Single
Male,59.02379195572163,6,55.181456550279265,34060.551578776154,Single
Female,45.917624079898566,10,39.91908428197344,89386.4539747059,Married
Female,34.955014050504204,11,46.889149631622516,88037.20413194786,Divorced
Female,82.1823000449414,11,75.78891919309102,80486.08082883319,Married
Female,51.10367835285211,6,60.856273553914825,36007.03404719269,Divorced
Female,41.125942183284806,12,40.60828935949708,94063.6520052156,Single
Female,30.027462646822425,12,28.106630239889817,91067.201317473,Married
Male,18.93562660485805,12,11.806107363912949,65059.41134756443,Single
Female,7.888134854745125,12,8.849681886189732,65342.65821547177,Single
Female,56.4443720933613,13,47.7984914345252,51992.64200119654,Married
Female,77.65397582370215,12,83.27135074583157,87360.11009641316,Divorced
Female,64.52109625169275,5,75.57963351188852,23043.27931216669,Married
Male,50.35728074143493,11,66.1026946248421,92747.5211616465,Divorced
Male,39.76273884389598,12,28.293080892546293,99098.42950001272,Married
Female,70.43652526998795,8,72.44103214314953,81120.5463972901,Divorced
Female,79.05686996488555,12,94.47492819043606,82522.75076053236,Married
Female,29.197832415952654,11,18.61845798679812,85634.97730706116,Divorced
Female,35.43685815270262,12,38.84807960820645,99386.19706079552,Divorced
Female,66.21842145129258,6,62.963416285341644,30963.23182739267,Married
Female,66.32748252055242,8,59.48723259794704,85184.33645126787,Divorced
Female,51.5464349378932,5,58.975179523971875,31196.33416208603,Single
Male,61.555873005942594,8,58.23817958255338,79358.51341750019,Married
Female,11.71001077186419,12,4.7525230626618855,63613.54049050734,Married
Female,76.18532155140912,11,71.8919119919359,86613.59517972909,Divorced
Female,62.82557898387191,7,60.84618362162486,78317.10452744248,Single
Female,11.942031509371333,12,20.920688205024458,64920.05323606838,Single
Male,38.890616042308075,11,36.95412107310073,94983.39045603834,Married
Male,11.919137912571365,12,15.380378837294153,67021.60670620431,Single
Male,63.72805492010884,7,57.712629929921626,90769.21715049748,Divorced
Male,87.40991110363699,11,94.38309175475337,78625.66360949464,Divorced
Female,45.14060941896631,11,48.19101257825578,84496.56542630549,Married
Female,84.37362468208431,11,100.59276891966651,81120.15017505243,Divorced
Male,61.56277333063576,5,71.45936858539017,26423.827283864986,Divorced
Male,59.29828659714365,8,60.89729344175427,79408.43053803543,Divorced
Male,65.97658546142875,8,50.57884783907009,92909.99379448785,Married
Female,24.88961338571484,12,22.529766167957842,66662.50606439252,Divorced
Male,10.83201869635964,13,1.4901877136358568,71136.47950690925,Single
Female,68.29161112504198,8,66.42058270819271,90054.56838079472,Divorced
Male,57.15600412626365,7,58.1664093634527,25995.099680496,Divorced
Female,51.033402392623074,7,49.95238960230564,88377.31035488006,Married
Male,58.21712041962268,6,60.1670125582753,27308.004764001034,Single
Female,47.66577866418712,12,36.06795088150491,58744.7758272097,Married
Male,88.23094096692964,11,88.60499589368345,77823.20179524104,Married
Female,77.02347285795952,11,75.70319528287368,79361.57952387488,Single
Male,72.33057690145141,6,60.52388628993375,28493.69718047429,Divorced
