Marital Status,Active online hours,Brand Loyalty,Sex,City,Age,Renew,Location Code,Annual Income,Years subscribed,Education Level
Divorced,4.133507968239048,-0.5286222443584749,Male,Kyoto,30.0,Yes,,58768.338071783546,5.0,Graduate School
Married,6.612870308176,-0.09670323251778085,Male,Tokyo,48.0,No,Rural,57029.57243301848,4.0,Graduate School
Married,5.588490956452873,-0.4289992792188485,Female,,43.0,No,Rural,64535.20428263338,4.0,Graduate School
Married,5.169749209463229,0.2967378896114108,Male,Tokyo,52.0,No,Urban,38983.86669573902,5.0,Graduate School
Single,7.67375730172668,0.3229120956822049,Male,Kyoto,59.0,Yes,Suburban,64591.893386318334,6.0,High School
Divorced,3.814123840821188,0.22501685987060271,Male,Tokyo,44.0,Yes,Suburban,60657.96616478792,2.0,College
Married,5.838641038965877,0.420315722677013,Male,Osaka,68.0,No,Rural,59524.09901626334,6.0,High School
Divorced,6.28022508230455,0.16262889221195842,Female,Osaka,52.0,Yes,Urban,,5.0,Graduate School
Single,5.2578904842998595,-0.5941274233939275,Male,Tokyo,37.0,Yes,Urban,62642.86923459632,5.0,College
Divorced,5.009960307017182,-0.15961428093837882,Female,Osaka,51.0,Yes,Suburban,78498.63953278749,4.0,High School
Single,6.422647768748538,-0.5675407340279544,Female,Osaka,37.0,Yes,Suburban,,7.0,College
Divorced,6.865282475989627,0.2778782023940214,Male,Kyoto,42.0,Yes,Urban,69943.07858825156,7.0,High School
Divorced,5.141098016482305,-0.3368474723912496,Female,Tokyo,44.0,Yes,Urban,59003.19807697487,4.0,High School
Single,5.912689957175609,0.43014527905402455,Male,Kyoto,47.0,Yes,Suburban,76989.39051594664,5.0,College
Married,7.915879256178242,0.04871118619964865,Male,Osaka,50.0,Yes,Urban,49518.19694012431,7.0,High School
Divorced,5.778928992955479,-0.5822502428633975,Female,Tokyo,37.0,Yes,Urban,65136.91568143111,4.0,Graduate School
Married,5.375236641531135,0.3176545304057541,Female,Tokyo,64.0,No,Rural,51274.80408026256,7.0,High School
Divorced,3.772570144193553,-0.2763183858172177,Female,Tokyo,36.0,Yes,Suburban,60929.92034030147,3.0,Graduate School
Divorced,7.629422068647841,-0.47536645030513375,Male,Osaka,46.0,Yes,Urban,48899.69949185878,7.0,Graduate School
Married,4.846088449865911,0.5136204731822104,Female,Tokyo,78.0,No,Rural,58543.69327676829,7.0,High School
Married,6.0243990345768355,-0.5325105761528311,Female,Osaka,42.0,No,Rural,51098.004625986556,5.0,High School
Divorced,3.2004107991008715,-0.28881764841535884,Male,,41.0,Yes,Urban,58230.058068679624,2.0,High School
Married,5.462355332968648,-0.3148977423383702,Female,Tokyo,33.0,Yes,Urban,67539.97673663554,5.0,High School
Divorced,6.9262784959867165,-0.005788264689983502,Male,Tokyo,44.0,Yes,Urban,60161.553466004116,6.0,Graduate School
Divorced,5.067260511626945,0.30937556949221134,Male,Osaka,47.0,Yes,Urban,60293.861455787686,4.0,Graduate School
Married,7.08164558553421,0.2242166184179073,Male,Osaka,50.0,Yes,Urban,62973.93362685797,6.0,Graduate School
Married,5.312039653993605,-0.032508123714458104,Female,Kyoto,68.0,No,Suburban,47582.73917580502,,High School
Single,5.927522169716443,-0.6043003603573005,Male,Osaka,38.0,No,Rural,78363.3799563646,4.0,College
Married,6.626342606510255,-0.34477701318199927,Male,Kyoto,51.0,Yes,Urban,58396.64402724742,5.0,Graduate School
Married,5.572572026289942,0.2948568650192439,Male,Kyoto,41.0,No,Suburban,57296.92489257618,5.0,Graduate School
Married,7.745747280870155,-0.3420571659540036,Female,Kyoto,43.0,Yes,Urban,35514.76464877515,7.0,High School
Divorced,5.486554964448777,0.0012626819650966015,Male,Tokyo,52.0,Yes,Urban,70339.17417084427,4.0,High School
Divorced,6.031427970204331,-0.6199367499489563,Male,Kyoto,42.0,Yes,Urban,73887.73874922564,5.0,College
Single,5.7789400847164805,-0.10718646814747163,Male,Kyoto,34.0,Yes,Urban,43161.08072647081,5.0,High School
Married,7.0059892494877944,-0.8963338952630548,Female,Kyoto,35.0,Yes,Suburban,72817.44259027074,7.0,Graduate School
Single,7.762947086861523,-0.5182722296972031,Male,Osaka,39.0,Yes,Urban,45852.96026224033,8.0,High School
Married,5.078209850774703,-0.36600351473551573,Female,Osaka,42.0,Yes,Urban,48934.742018487435,5.0,Graduate School
Single,5.547538296651804,-0.5275867971033597,Female,Osaka,66.0,No,Rural,65985.16936757413,5.0,High School
Single,6.213997097413808,0.28099469841322666,Male,Kyoto,41.0,Yes,Rural,66937.74417795376,6.0,College
Divorced,6.089618327185397,,Male,,42.0,Yes,Urban,69172.18809443283,4.0,College
Married,5.889760600327712,-0.5776235541811608,Male,Tokyo,45.0,No,Suburban,68491.16871970004,3.0,Graduate School
Divorced,7.573684832759394,-0.7615532488000172,Male,Tokyo,43.0,No,Rural,71114.09503875504,5.0,College
Married,5.025281201141562,-0.4016610449647934,Male,Tokyo,56.0,No,Suburban,59874.36423190499,5.0,College
Single,6.283722528942654,-0.17151393572220813,Male,Tokyo,33.0,No,Suburban,53820.97097015471,3.0,High School
Married,6.188974443480599,-0.7838122457610219,Female,Osaka,,No,Urban,38366.43454554489,5.0,College
Single,4.908124067371737,-0.19092619440850167,,Kyoto,43.0,No,Rural,57451.23591104025,4.0,Graduate School
Single,7.2044997226095,-0.15704803964132769,Female,Tokyo,46.0,Yes,Suburban,45157.335109606036,6.0,College
Divorced,3.3375279240775386,-0.4784555208527602,Female,Osaka,40.0,Yes,Urban,57469.21645302776,3.0,College
Married,5.7935385589624415,0.17045608295006254,Male,Kyoto,49.0,Yes,Urban,64285.49969568637,5.0,High School
,4.4845495080741165,-0.5737883999032091,Female,Osaka,35.0,Yes,Suburban,75782.62729127216,4.0,College
Married,6.351361655562481,-0.24097816416042422,Female,Kyoto,51.0,No,Rural,52143.24245301118,7.0,Graduate School
Married,6.344334987160418,-0.9678449001061411,Female,Kyoto,46.0,No,Suburban,57659.28448726773,4.0,Graduate School
Divorced,4.256679535401153,-0.16760904332745052,Male,Kyoto,37.0,Yes,Suburban,51659.81459696979,4.0,High School
Single,5.499514408159915,-0.4450767800826108,Female,Tokyo,46.0,Yes,Urban,53183.021829779,5.0,Graduate School
Divorced,6.47887043891216,0.3013628010157444,Female,Kyoto,55.0,Yes,Urban,83047.11519059497,4.0,College
Divorced,6.897785843568843,0.26110481253784834,Female,Tokyo,49.0,Yes,Urban,85996.59577691046,6.0,High School
Married,5.457878893677955,-0.18403194807866236,Male,Osaka,43.0,No,Rural,,5.0,High School
Divorced,5.256696614552895,0.14767167782947688,Female,Osaka,47.0,Yes,Urban,57319.533524050596,4.0,High School
Married,5.572686647425125,0.4477187581079076,Female,Osaka,56.0,Yes,Urban,57892.2230027389,5.0,High School
Divorced,5.356509195521695,-0.2917607022984581,Male,Kyoto,36.0,Yes,Urban,76769.82939449954,6.0,College
Single,6.108591460586112,-0.71607983987067,Male,Tokyo,39.0,Yes,Urban,52164.292812894804,6.0,High School
Single,6.1704299295010125,0.09738638401892197,Male,Kyoto,48.0,No,Rural,35412.65827234794,5.0,Graduate School
Married,4.75256889567121,0.5051276664898142,Male,Kyoto,55.0,No,Urban,51394.21342130965,6.0,College
,6.218993687387534,-0.18143067748314617,Female,Tokyo,41.0,No,Rural,46059.265804210096,6.0,High School
Divorced,5.774482638897103,-0.38315327811936206,Male,Tokyo,45.0,Yes,Urban,43216.22110436279,5.0,High School
Divorced,6.3588861867236535,0.19556576268476855,Female,Tokyo,54.0,Yes,Urban,43345.03467164053,5.0,High School
Married,6.296533622376956,0.7399567322570467,Male,Kyoto,56.0,Yes,Urban,40088.93459982068,5.0,College
Single,6.574537384821538,-1.4644479962938768,Female,Kyoto,63.0,No,Rural,44203.466261347625,7.0,Graduate School
Divorced,5.367665320494205,0.38754591909907743,Male,Osaka,63.0,No,Rural,69272.18800966354,6.0,High School
,6.0416276781687825,-0.19737919971846707,Female,Kyoto,32.0,No,Rural,42688.423241089324,4.0,College
Married,5.27914249695748,-0.8726204921896117,Male,Tokyo,,No,Rural,65545.9170110785,4.0,Graduate School
Divorced,6.429073745311062,0.25869890475780566,Female,Kyoto,50.0,Yes,Suburban,59260.604717249655,5.0,College
Divorced,5.455802214758075,-0.7748346717212484,Male,Tokyo,33.0,Yes,Suburban,59877.953226943995,5.0,High School
Divorced,4.312570566026937,-0.3749483269605469,Female,Kyoto,32.0,Yes,Urban,45993.383282091716,4.0,College
Divorced,6.112836528575523,-0.10056714760474206,Female,Tokyo,41.0,No,Suburban,48311.424562219894,3.0,College
Married,5.498323938213903,0.3392528248023493,Female,Kyoto,72.0,No,Rural,51931.99104146902,5.0,Graduate School
Divorced,5.320704646293579,0.31246112248085056,Female,Kyoto,44.0,Yes,Urban,54747.734689373254,5.0,Graduate School
Married,6.37861297622414,0.1983094439373536,Male,Kyoto,43.0,No,Rural,49607.158486191314,4.0,Graduate School
Divorced,6.631362668191926,0.10520533316082792,Female,Osaka,48.0,Yes,Rural,67469.51809370995,5.0,High School
Married,7.331734781144028,-0.6720289229008028,Male,Osaka,63.0,No,Rural,35141.75967130157,6.0,Graduate School
Married,6.1756775693277115,-1.2998361613853855,,Kyoto,33.0,No,Suburban,51446.00317255118,3.0,College
Single,6.995730805148414,-0.37270325686011274,Female,Tokyo,53.0,Yes,Suburban,73224.70239788531,6.0,High School
Divorced,5.125067546482717,0.40344812137045594,Female,Tokyo,56.0,Yes,Urban,73358.64853286611,3.0,College
Married,5.677423083864348,0.30479047114279045,Female,Kyoto,70.0,No,Rural,59038.93177873304,5.0,High School
Married,6.290439043205556,-0.03472776510847647,Male,Osaka,57.0,No,Suburban,55444.6257979549,6.0,Graduate School
Single,5.460926165141407,-0.5199245351230062,Male,Tokyo,51.0,No,Rural,61976.70571685661,,College
Divorced,5.461376718944227,-0.10999856490686633,Female,Osaka,37.0,Yes,Suburban,57257.886482046386,6.0,College
Divorced,6.232939430907068,-0.453620848259052,Male,Osaka,49.0,No,Suburban,51342.71241675842,6.0,College
Single,6.304733567141418,-0.012603217562830893,Female,Kyoto,42.0,No,Rural,66783.98543969075,4.0,College
Divorced,7.544473007074618,,Female,Kyoto,65.0,Yes,Urban,61602.50859138916,6.0,College
Married,6.035224331130164,0.28916385432169767,Male,Kyoto,48.0,Yes,Urban,35038.042944163695,5.0,High School
Single,4.424464905946595,0.1436771890512315,Male,Tokyo,51.0,Yes,Urban,50213.33288203508,3.0,Graduate School
Divorced,4.777830735190356,-0.4667425448075614,Female,,34.0,Yes,Suburban,55825.637319082576,4.0,College
Divorced,5.477978321045198,0.347114153643754,Female,Kyoto,44.0,Yes,Urban,26158.202937680206,5.0,Graduate School
Single,4.946145188336567,-0.4274452593943513,Male,Tokyo,42.0,Yes,Urban,47403.43568540958,4.0,High School
Married,6.080757048132564,-0.8930913864831291,Male,Osaka,38.0,No,Rural,57398.13193898193,4.0,High School
Married,4.655181233455788,1.5,Female,Kyoto,75.0,No,Rural,53769.64107233583,7.0,Graduate School
Married,6.088599655170103,-0.6092736455895833,Female,Tokyo,42.0,No,Rural,55362.543825716755,3.0,College
Single,5.07933223625939,0.34266920435925685,Female,Tokyo,67.0,Yes,Urban,29447.309658625607,3.0,High School
Divorced,4.759085114835751,0.02467903687789108,Female,Tokyo,43.0,Yes,Urban,66391.0398521353,4.0,College
Single,5.2574329945672975,-0.43917585679796733,Male,Kyoto,30.0,Yes,Urban,71171.29889572196,6.0,High School
Married,5.953556982826056,-0.3471044346341501,Female,Kyoto,65.0,No,Rural,56541.69003188634,5.0,Graduate School
Single,3.7749922685938437,-0.08265225320922504,Male,Tokyo,47.0,Yes,Urban,41101.53655065081,2.0,College
Married,5.38790751172043,-0.1516766076435444,Female,Tokyo,57.0,No,Rural,49013.07179682232,5.0,High School
Married,5.877955391173893,0.19849588657082962,Female,Kyoto,59.0,No,Suburban,61434.91839544973,5.0,Graduate School
Single,6.044538893097555,-0.35799447028145837,Female,Tokyo,40.0,No,Rural,50210.41552486977,4.0,High School
Married,5.688558949925247,-0.006398421140408894,Male,Osaka,45.0,No,Rural,59624.00744453849,5.0,High School
Married,5.347292906168164,-0.3510284339643521,Female,Osaka,34.0,No,Rural,64365.215905799254,3.0,College
Divorced,6.484837830968407,-0.22966218313430237,,Tokyo,44.0,Yes,Urban,65669.40232436678,6.0,High School
Single,5.999401510734797,-0.17735894422400544,Female,Tokyo,50.0,,Suburban,60803.16986109918,4.0,Graduate School
Divorced,6.787279228670353,-0.12597677301271198,Male,Tokyo,36.0,No,Suburban,50255.644159983145,3.0,College
Divorced,6.079520347448209,-0.658563264688782,Female,Kyoto,41.0,Yes,Suburban,48916.37703200019,6.0,High School
Divorced,4.94080654802447,-0.2470876321938799,Male,Kyoto,38.0,No,Rural,,5.0,College
Divorced,4.895694425377232,-0.2822287884934086,Male,Tokyo,41.0,Yes,Rural,70115.1359725807,5.0,College
Divorced,5.928785103607827,0.13776593857090957,Female,Tokyo,46.0,Yes,Urban,51450.50031630201,6.0,High School
Divorced,5.382768512401327,-0.2123915014134518,Female,Kyoto,38.0,Yes,Urban,49599.832185324965,5.0,College
Divorced,5.594029374820589,-0.38044411519071064,Female,Kyoto,42.0,Yes,Urban,50420.05275778892,4.0,Graduate School
Single,6.675586872199533,0.3179949190451642,Male,Osaka,47.0,Yes,Urban,73453.32764744031,6.0,Graduate School
Single,5.492102254409075,-0.5825785992152437,Female,Kyoto,39.0,Yes,Suburban,65095.879247111196,6.0,College
,6.442267797259976,0.1512907532897413,Male,Osaka,45.0,Yes,Urban,45039.36242252611,5.0,College
Single,6.834588632001285,0.5319316846524172,Female,Tokyo,52.0,Yes,Urban,45140.56651151557,5.0,Graduate School
Single,7.797435137533215,0.4776070376934445,Female,Tokyo,53.0,Yes,Urban,58064.400438363875,7.0,College
Married,5.248819527618032,0.4436067326023938,Female,Tokyo,57.0,No,Rural,50124.07804993904,5.0,Graduate School
Divorced,6.748294688976323,-0.35879658676676224,Male,Kyoto,45.0,No,Suburban,57872.88792980801,4.0,High School
Single,6.96156671630478,0.02145329428392484,Female,Kyoto,36.0,Yes,Urban,84890.72997754865,7.0,High School
Married,5.141234965488926,-0.2639847418551222,Male,Kyoto,45.0,No,Suburban,74953.34257606312,3.0,Graduate School
Divorced,6.428136091192918,-0.4877248464978574,Female,Kyoto,49.0,Yes,Suburban,69970.3185138185,6.0,Graduate School
Married,5.685954711563267,-1.0095993320368646,Male,Kyoto,46.0,No,Suburban,56505.46793642719,4.0,Graduate School
Married,6.315176201583307,-0.44997155362694263,Male,Tokyo,48.0,No,Rural,53798.07467997325,4.0,Graduate School
Married,6.690416353293511,-0.29165237139019384,Female,Tokyo,51.0,No,Suburban,34659.91195774791,4.0,Graduate School
Divorced,7.0187676222820565,-0.11158197614436605,Male,Kyoto,33.0,No,Rural,61938.61824539182,4.0,Graduate School
Married,8.452395475858776,0.5413150617513715,Male,Kyoto,59.0,Yes,Suburban,,6.0,College
Single,5.917575015669065,0.019533675906300285,Male,Tokyo,68.0,No,,54700.99733801347,7.0,Graduate School
Divorced,8.455761395845347,-0.12710496424128892,Male,Tokyo,45.0,Yes,Urban,73019.07165333355,7.0,High School
Divorced,6.306008071924751,0.2060102112469021,Male,Kyoto,64.0,No,Suburban,50122.4393354377,6.0,College
Married,6.244614381007635,-0.23760593777181516,Female,Kyoto,53.0,No,Rural,89360.03665792037,6.0,College
Married,5.279428141439679,-0.25980623183679963,Female,Osaka,51.0,No,Rural,78553.29852716053,5.0,High School
Divorced,3.569947664894282,-0.6399766185040963,Female,Tokyo,36.0,Yes,Urban,57769.238702693525,2.0,High School
Married,,0.727152936222944,Female,Tokyo,58.0,No,Rural,63988.23322852578,5.0,High School
Divorced,8.609660135515309,0.662255195449507,Female,Tokyo,80.0,Yes,Urban,66879.65952257218,6.0,High School
Divorced,5.615707080005944,0.3276048123176035,Female,Kyoto,49.0,Yes,Urban,61264.66201423699,4.0,Graduate School
Divorced,4.653556855180214,-0.5899599400748801,Male,Osaka,42.0,Yes,Urban,45716.618054636005,4.0,College
Divorced,8.91962340818014,-0.03676422643130223,Female,Osaka,44.0,Yes,Urban,57834.88613994789,9.0,Graduate School
Single,4.241530699177545,0.08112750814763858,Male,Tokyo,37.0,Yes,Urban,55301.539944138414,4.0,College
Divorced,5.571298439640991,0.12160536839042935,Female,Kyoto,38.0,Yes,Urban,55269.71682994104,5.0,College
Divorced,8.606082861583449,-0.14653000672550132,Male,Kyoto,51.0,Yes,Suburban,,8.0,Graduate School
Single,6.157912456752605,-0.4367170011260908,Male,Kyoto,37.0,Yes,Urban,57768.38144749064,5.0,College
Married,5.666420486155482,-0.8640382389613751,Male,Kyoto,49.0,No,Rural,74775.67461483453,5.0,College
Divorced,5.56958269127958,0.06223998910378814,Male,Kyoto,42.0,No,Suburban,56991.96964438432,4.0,High School
Divorced,6.987143605699168,-0.37768951973375553,Male,Osaka,43.0,Yes,Suburban,63164.611399247224,6.0,Graduate School
Single,6.145000580086639,-0.7078722530670393,Female,Tokyo,62.0,No,Suburban,52915.93171530951,7.0,High School
Divorced,3.926757656843157,0.5548615118083874,Female,Tokyo,47.0,Yes,Rural,67913.78727467079,2.0,High School
Married,6.006249901801403,0.06961532140897131,Male,Kyoto,47.0,Yes,Urban,43200.70720998803,5.0,College
Single,7.407240455000095,-0.5563276774210927,Male,Kyoto,38.0,Yes,Urban,48366.13627141719,7.0,College
Married,7.473977137811894,0.37659537802055,Male,Osaka,51.0,Yes,Urban,52548.49444829312,6.0,High School
Divorced,5.373544017534963,-0.16496229057952255,Male,Kyoto,44.0,Yes,Suburban,60123.87220419512,4.0,Graduate School
Divorced,5.8263732358937,,Female,Kyoto,58.0,No,Rural,56574.91737242336,6.0,Graduate School
Single,4.9837248480494925,0.39754630922179157,Male,Osaka,58.0,No,Rural,50025.701878543055,4.0,College
Married,5.921713005948089,-0.8480041059476254,Female,Kyoto,46.0,No,Urban,38338.115136617605,4.0,
Divorced,4.281889601728957,-0.6758394515548402,Female,Tokyo,33.0,Yes,Urban,34892.973373005036,4.0,College
Married,6.0600790674662655,-0.42377106729896696,Male,Tokyo,48.0,No,Suburban,71226.14683514625,5.0,High School
Divorced,2.943820571171986,-0.23290471026800152,Female,Osaka,25.0,Yes,Urban,53750.61303136663,3.0,Graduate School
Divorced,4.874879284804811,-0.4253874384899879,Female,Osaka,35.0,Yes,Urban,64409.417045338174,4.0,Graduate School
Divorced,5.222269595284562,-0.15530009645554904,Female,Tokyo,61.0,No,Rural,66247.30264113093,5.0,Graduate School
Single,5.836483627876688,-0.6660202588644374,Male,Tokyo,25.0,Yes,Urban,56673.6687920901,6.0,High School
Single,6.157398279077526,-1.0511379123339974,Female,Osaka,24.0,Yes,Suburban,71614.47357211357,7.0,Graduate School
Single,2.7160454095823066,-0.0566546825685314,Male,Kyoto,29.0,Yes,Urban,64078.373631483686,3.0,High School
Married,6.680014119636607,-0.17740765977090872,Male,Kyoto,53.0,No,Rural,63010.78736545821,5.0,College
Divorced,5.950824159637715,0.3851053810167453,Female,Tokyo,56.0,No,Rural,61878.94024170059,6.0,Graduate School
,5.812821242174339,-0.7169923414426468,,Osaka,59.0,No,Suburban,60998.54034804621,5.0,High School
Divorced,6.065854128094946,-0.8324183388720545,Female,Osaka,40.0,Yes,Urban,47350.48400357634,6.0,College
Divorced,7.37607390357843,-0.4585372734320631,Male,Tokyo,46.0,Yes,Urban,68602.2713422857,7.0,High School
Single,6.526508535836346,0.35676652867747405,Female,Osaka,45.0,Yes,Suburban,54378.35133114148,6.0,Graduate School
Divorced,6.474934048885362,-0.426911970819124,Female,Tokyo,44.0,Yes,Urban,66482.87873755496,5.0,High School
Married,3.7750783346182177,-0.096646137516463,Male,Kyoto,32.0,Yes,,46669.62163928097,4.0,College
Single,6.973233637564474,-0.6203334027341577,Female,Osaka,35.0,Yes,Urban,60844.87235461105,7.0,Graduate School
Single,6.20973363167537,,Male,Osaka,36.0,Yes,Urban,45511.44152629746,6.0,College
Married,6.442279885756477,-0.260823630818873,Male,Tokyo,49.0,Yes,Urban,40807.20175213674,5.0,Graduate School
Married,6.040241022004536,-0.5604287594018839,Male,Kyoto,35.0,Yes,Urban,60906.91960706284,5.0,College
Married,6.4043560484921125,-0.8064640673007574,Male,Tokyo,25.0,Yes,Urban,55733.33935685225,7.0,High School
Married,5.1052164243697185,-0.035190645438405166,Male,Osaka,,No,Rural,55213.214445993886,6.0,Graduate School
Divorced,5.942304572971936,-0.31165652800109384,Female,Tokyo,46.0,,Suburban,50906.909897568956,4.0,Graduate School
Married,6.404806682457011,-0.11736235735438222,Female,Tokyo,71.0,No,Suburban,65162.4558908688,7.0,High School
Divorced,6.1573574446885875,-0.22952181861166981,Female,Kyoto,44.0,Yes,Urban,43390.103319866954,5.0,High School
Married,7.129720518591126,-0.6455211132525943,Female,Osaka,44.0,No,Suburban,61251.87335226348,5.0,College
Divorced,5.959575116751569,0.06550412828382746,Male,Tokyo,46.0,Yes,Suburban,72474.09637511212,5.0,Graduate School
Married,5.1364632743548615,-0.5244873929923346,,Tokyo,51.0,No,Suburban,84570.84221171205,5.0,High School
Single,5.373712937804623,-0.7482104247906519,Male,Osaka,34.0,Yes,Urban,56370.20448685599,5.0,College
Married,5.811889343710155,-0.09527822328793195,Male,Tokyo,54.0,No,Rural,59565.56091459223,5.0,College
Divorced,6.125317400811338,-0.14811815562658387,Female,Kyoto,52.0,No,Rural,59979.661047302296,6.0,College
Single,5.607476852016738,-0.14743021913998094,Female,Tokyo,57.0,No,Rural,65256.84465169683,6.0,College
Single,6.964482535553104,0.5027959487711341,Male,Osaka,54.0,No,Rural,50058.15045437836,6.0,Graduate School
Married,6.543114649579143,0.5492662443914943,Female,Tokyo,53.0,Yes,Urban,77588.6483877982,5.0,High School
Divorced,6.094128039487451,-1.1006682140656991,Female,Tokyo,32.0,Yes,Urban,46126.66699593353,7.0,College
Single,6.956663608845102,-0.46200525158239364,Female,Kyoto,,Yes,Urban,81288.5990918457,6.0,College
Married,7.663926815451008,-0.009692282838862254,Male,Tokyo,49.0,Yes,Urban,69316.29772776634,6.0,
Divorced,6.297498974965724,0.15866446030155812,Male,Osaka,49.0,Yes,Rural,56777.683515704026,5.0,College
Divorced,5.40460159751324,0.19015672772130798,Female,Osaka,37.0,Yes,Suburban,54082.23772485904,5.0,High School
Married,6.1361319654553395,-0.16477918925357815,Female,Kyoto,45.0,No,Suburban,53859.588855031274,4.0,
Divorced,4.957454904351021,0.28725699380424496,Female,Kyoto,43.0,Yes,Urban,53772.11163709921,4.0,High School
Divorced,6.4118148769930565,-0.42758838538224697,Female,Tokyo,46.0,Yes,Urban,58055.20621302376,5.0,Graduate School
Single,6.748186255192264,-0.12543117388440422,Female,Tokyo,62.0,Yes,Urban,64239.409689793654,4.0,High School
Divorced,6.70062666752433,0.7172663826241082,Male,Osaka,60.0,Yes,,62586.95175679824,4.0,High School
Divorced,8.948684325756492,-0.18664208208278354,Male,Osaka,44.0,Yes,Urban,56549.408059579495,7.0,College
Divorced,6.038276302595043,0.07506264778185623,Female,Tokyo,51.0,No,Suburban,47333.26860509702,5.0,Graduate School
Married,5.52988552786851,-0.5401898650589393,Female,Kyoto,57.0,No,Rural,71365.01404765225,5.0,High School
Single,7.027460048012787,-0.7944117992884808,Female,Kyoto,56.0,No,Suburban,34720.235230916674,4.0,High School
Single,4.712599308386809,-1.0245278501699744,Male,Tokyo,29.0,Yes,Urban,83455.3000470812,5.0,Graduate School
Married,5.800924634728275,0.03646855366563695,Male,Tokyo,50.0,No,Rural,55601.708064980616,6.0,Graduate School
Single,6.156704294967938,0.08140876916050954,Male,Osaka,59.0,Yes,Urban,45547.576482893644,3.0,College
Married,6.761008856846628,-0.04044874278795313,Female,Tokyo,35.0,No,Rural,55893.75960907571,3.0,High School
Divorced,6.915255159617637,0.08630947539871059,Female,Osaka,39.0,Yes,Urban,72266.86203757368,8.0,Graduate School
Single,6.638893115370555,-0.15911011271605024,Male,Kyoto,51.0,Yes,Urban,51080.1420347778,5.0,Graduate School
Divorced,4.918270472793947,-0.11950805847314777,,Osaka,40.0,Yes,Urban,41302.37008237972,4.0,Graduate School
Divorced,4.366045713104408,0.06625766383168463,Female,Osaka,41.0,Yes,Suburban,52913.7991775038,3.0,High School
Single,3.916749725302986,-0.5441891511358611,Male,Osaka,29.0,Yes,Urban,52008.526827152986,4.0,College
Single,6.398340962099191,-0.3406353213573694,Male,Tokyo,39.0,Yes,Urban,54163.348001840015,5.0,College
Divorced,4.997987083411477,-0.04053594458737125,Male,Kyoto,47.0,Yes,Urban,80903.95006925294,4.0,College
Single,4.667286439994623,-0.15759924281695326,Male,Tokyo,42.0,Yes,Urban,42015.13031050825,4.0,High School
Divorced,6.1638432425301195,-0.23566754782426502,Male,Kyoto,42.0,Yes,Urban,54115.7678446727,6.0,Graduate School
Single,5.12179045323723,-0.16192194576826552,Male,Kyoto,47.0,Yes,Suburban,55902.17648920105,4.0,College
Divorced,6.530394174368384,0.32861376498132755,,Osaka,53.0,Yes,Urban,68390.44530246894,6.0,Graduate School
Married,5.474066931584862,-0.2766913596106183,Female,Kyoto,47.0,No,Urban,53198.51486330452,5.0,College
Married,9.475618468946895,-0.1330107997301238,Female,Tokyo,48.0,Yes,Suburban,46416.70929016387,9.0,High School
Single,6.332682946916147,-0.26438872688704396,Female,Osaka,52.0,No,Rural,68527.55843726812,6.0,High School
Single,1.0,-0.10368343842504485,Female,Osaka,34.0,Yes,Urban,57110.4055189559,0.0,High School
Married,5.733013202063363,0.5378477167177448,Male,Osaka,67.0,No,Rural,80348.13882908954,6.0,High School
Married,5.601485828760525,0.09548699933187987,Male,Tokyo,45.0,No,Suburban,54968.44001426688,5.0,Graduate School
Married,4.516052181632038,0.4199979109586578,Female,Kyoto,56.0,No,Rural,35510.035504452055,5.0,Graduate School
Divorced,4.625673461611355,-0.35775563857962495,Female,Osaka,49.0,Yes,Urban,58062.79121912042,2.0,High School
Divorced,6.690457926942337,0.739644321843718,Female,Tokyo,62.0,Yes,Suburban,45811.097278116446,5.0,High School
Married,6.791073411823622,0.20197035995998236,Female,Osaka,47.0,Yes,Suburban,54079.300787040214,6.0,High School
Married,5.629613224384435,-1.3515432124494904,Female,Tokyo,31.0,No,Rural,55987.7265155767,2.0,High School
Married,6.353766579074274,0.08931064674633005,Female,Osaka,62.0,No,Rural,48751.10154508883,5.0,High School
Single,7.3584840213969915,-0.20178268419994327,Male,Tokyo,47.0,Yes,Urban,59636.23972037433,5.0,College
Married,4.230252676626202,-0.013425583718336687,Female,Tokyo,51.0,Yes,Urban,49581.466038501705,2.0,Graduate School
Single,4.398781478445044,-0.7970820234430767,Male,Osaka,36.0,Yes,Urban,57636.66435304128,5.0,Graduate School
Divorced,5.948431223183631,-1.2168892478294726,Female,Tokyo,35.0,No,Rural,47500.83678852764,3.0,High School
Divorced,7.100110646047991,0.03921774064008976,Female,Kyoto,45.0,Yes,Suburban,68150.14513200053,7.0,High School
Divorced,6.2118265394681655,-0.48974684616958486,Female,Kyoto,53.0,No,Rural,42940.928299702624,4.0,College
Single,6.791106406950393,0.2729918305950736,Female,Tokyo,44.0,Yes,Suburban,32586.722985437165,6.0,Graduate School
Married,5.6596304376628614,0.24482729213666343,Male,Tokyo,51.0,No,Suburban,38864.495489159235,6.0,Graduate School
Divorced,5.144778060315696,0.20547548725873832,Female,Tokyo,45.0,No,Rural,55380.921660110806,5.0,High School
Divorced,,0.03194110356385338,Male,Tokyo,66.0,No,Rural,59255.51935608243,7.0,Graduate School
Married,5.475774482402467,-0.41485318814864813,Male,Kyoto,55.0,No,Suburban,,6.0,College
Divorced,5.381680367346335,-0.49856505884271984,Male,Osaka,40.0,Yes,Urban,58926.66137311888,5.0,College
