Education Level,Sex,Hours Online,Years with Company,Marital Status,Location Code,City,Monthly Income,Years after high school graduation,Brand Loyalty,Renew
Graduate School,F,4.210607343376193,3.0,Married,Urban,New Castle,6432.77983045929,39.0,0.2939859212837108,Yes
Graduate School,F,4.680817647188752,5.0,Single,Rural,,6085.999297151724,38.0,0.7309739128681855,Yes
High School,M,3.6496962564137005,7.0,Divorced,Urban,Manchester,5476.407566449593,26.0,0.07262432570390885,Yes
Graduate School,M,4.034830723534532,6.0,Married,Rural,New Castle,6676.200744240825,31.0,-0.25898489741669395,No
High School,M,6.734409252160887,4.0,Single,Suburban,London,5489.394236932723,41.0,0.022482409612586185,Yes
Graduate School,M,5.159099441644694,6.0,Single,Rural,Manchester,5151.46260405695,22.0,-0.02575223432687096,No
High School,M,4.845617219537783,4.0,Single,Urban,London,5190.725177813039,23.0,0.06543710020805409,Yes
High School,M,4.148276922186199,4.0,Single,Urban,New Castle,6374.527147028231,17.0,1.0056526063706972,Yes
Graduate School,F,5.720293720914853,6.0,Married,Rural,London,4316.397414382411,36.0,0.1360322591266614,No
Graduate School,F,6.600722377353273,3.0,Divorced,Urban,Manchester,5076.406988771189,31.0,-0.052268901342747476,Yes
College,M,6.062116168450374,3.0,Divorced,Suburban,New Castle,4952.823570242548,39.0,0.15898873080462878,Yes
High School,F,5.170605694400846,5.0,Divorced,Rural,New Castle,,36.0,0.02968303360437686,No
College,F,4.682868426260575,6.0,Divorced,Urban,New Castle,5635.6896845098845,32.0,-0.9530830701521007,Yes
Graduate School,M,6.61615394844689,3.0,Divorced,Rural,New Castle,5862.53613819569,20.0,-0.042197494786482895,Yes
High School,M,3.094303955842079,9.0,Married,Urban,New Castle,6402.794723571826,27.0,-0.5471741771239208,Yes
High School,M,4.998419276306167,3.0,Married,Urban,Manchester,6097.464871046755,20.0,-0.2420243768098676,Yes
High School,F,4.704206141562144,5.0,Divorced,Suburban,Manchester,5737.233647441858,29.0,-0.3696018998425102,Yes
Graduate School,M,5.130772397384913,6.0,Single,Urban,Manchester,5542.166622423013,41.0,0.2793709950428656,Yes
Graduate School,F,4.809818629366275,1.0,Married,Urban,New Castle,4931.222023984307,40.0,0.025869273916317527,No
College,M,3.5289893409214,5.0,Single,Urban,New Castle,6508.324811330549,33.0,0.10623003774161094,Yes
High School,M,4.725052678970155,4.0,Married,Urban,New Castle,4777.1150926458795,42.0,0.6660775691639509,No
College,F,6.246498457419581,3.0,Divorced,Suburban,Manchester,6330.122156695046,48.0,1.3522467819852488,Yes
College,M,5.392337867589207,7.0,Single,Urban,London,6106.522478387122,43.0,-0.7187815435001342,Yes
High School,M,3.9519612684832213,2.0,Divorced,Rural,New Castle,6140.69076048908,25.0,-0.009657873095668984,Yes
College,F,4.535374944198498,8.0,Divorced,Urban,Manchester,5244.313619804655,38.0,-0.5145350386911555,Yes
High School,F,3.7494071559862925,5.0,Single,Urban,Manchester,5402.426186190241,20.0,0.6417449178125644,Yes
College,F,5.613679829353443,5.0,Married,Urban,New Castle,4617.672880255082,34.0,0.00901282474285836,Yes
High School,M,3.6359249779710923,4.0,Married,Urban,London,5767.7711777320355,25.0,0.4464514537612979,Yes
High School,F,3.4787563224533806,5.0,Divorced,Rural,Manchester,6233.84442731713,10.0,-0.015475104889161012,Yes
College,F,5.460231465246914,7.0,Married,Rural,London,4252.224993317349,39.0,0.05155715112589843,No
High School,M,7.975314738308392,4.0,Divorced,Urban,London,4080.7147721848496,44.0,-0.39596314560181844,Yes
College,M,3.367876468233307,4.0,Single,Urban,Manchester,6647.220466639412,28.0,0.0951286211169401,Yes
High School,F,6.539031253726707,5.0,Married,Suburban,Manchester,4481.263506478283,26.0,0.4753916444990874,Yes
Graduate School,F,4.579022654002731,3.0,Single,Urban,Manchester,6539.903983439124,38.0,0.06529765438046677,Yes
College,F,6.328745293580316,4.0,Divorced,Suburban,London,3312.013306753486,44.0,-0.15910312582860403,No
High School,F,6.011901892504364,5.0,Divorced,Urban,New Castle,4310.348064414734,35.0,-0.07504608760347922,Yes
Graduate School,M,3.4624098641919248,7.0,Divorced,Urban,London,6407.8245964081325,16.0,-0.3656847875596207,Yes
College,M,6.842444645047545,4.0,Divorced,Suburban,Manchester,4747.0918854361535,33.0,-0.1792469842006244,Yes
High School,M,6.799464633222125,5.0,Married,Suburban,Manchester,3867.1912615129777,42.0,-0.08619759612857392,No
College,F,6.305384318078268,3.0,Married,Urban,New Castle,5445.172925125173,38.0,-0.8839563284953823,Yes
Graduate School,M,4.45935155113834,7.0,Single,Rural,Manchester,5653.344915724677,27.0,0.354643546032798,Yes
College,M,5.3685935009517,5.0,Single,Rural,New Castle,6018.43663675727,38.0,0.14580814361004385,No
High School,M,3.9190728774987864,5.0,Divorced,Urban,London,6861.165731968542,39.0,-0.5856685067094437,Yes
College,M,2.7717250424778435,6.0,Single,Rural,Manchester,7169.38812735944,25.0,0.6558058382617898,Yes
College,M,5.599516414636453,7.0,Single,Urban,New Castle,4832.414210457308,33.0,-0.020437168921049034,
College,M,5.931957058839083,2.0,Divorced,Suburban,London,4789.287017882809,42.0,-0.3493309566339661,No
Graduate School,F,5.995178970875025,3.0,Divorced,Suburban,London,5072.016325267955,16.0,-0.3458871765821995,Yes
,M,4.470821612767557,4.0,Single,Suburban,Manchester,5830.2615423581055,24.0,0.2989750544978188,Yes
College,M,4.119347484759797,,Married,Suburban,London,4390.573000548321,33.0,-0.4913465623785893,No
High School,M,4.412518174303269,1.0,Single,Urban,Manchester,4102.7412405552805,39.0,0.8835234513847001,No
Graduate School,,5.8671407376749976,2.0,Single,Suburban,London,3831.11550216701,33.0,0.20791768891479212,No
High School,M,4.853605298641862,5.0,Married,Rural,Manchester,5463.282915700928,42.0,-0.18788175608282065,No
College,F,4.399758734000369,6.0,Single,Suburban,London,5937.592245515919,30.0,-0.5194031437771462,
College,F,6.895693656098752,3.0,Married,Suburban,New Castle,3669.7048546424858,46.0,-0.24482587740222922,No
Graduate School,M,3.8026504917922175,4.0,Single,Rural,London,7147.919791395238,20.0,-0.006666082979591426,Yes
Graduate School,F,3.9254029400602133,3.0,Single,Rural,Manchester,4937.180346014888,36.0,0.548997726667328,No
College,M,4.211567418023037,6.0,Married,Rural,London,5573.563976655657,35.0,-1.0676192693099047,No
High School,F,3.6942136388609677,6.0,Divorced,Urban,New Castle,6447.833949764416,37.0,-0.11713278548671327,Yes
Graduate School,M,5.268109661836603,7.0,Single,Urban,,5935.457163854118,40.0,0.44019698877689384,Yes
Graduate School,F,4.382302215189484,5.0,Single,Suburban,Manchester,6622.389792116265,35.0,0.36094231063704146,Yes
College,M,6.328523735133225,5.0,Divorced,Urban,London,4512.98817362558,39.0,-0.6333429449912407,Yes
Graduate School,F,3.9481873672420855,5.0,Divorced,Suburban,London,4570.221660380253,39.0,-0.2162091866891171,No
College,F,3.5378964340042054,4.0,Single,Urban,Manchester,5945.61047424129,15.0,-0.22685147526079846,Yes
Graduate School,M,4.891921069205033,6.0,Married,Suburban,New Castle,5267.820318038896,29.0,0.8101178151859026,No
Graduate School,M,5.595382678634933,4.0,Single,Rural,New Castle,5827.749198358417,29.0,-0.5474408072424802,Yes
Graduate School,M,3.2850688602005556,,Divorced,Rural,London,6957.957346139832,27.0,-0.21324599544236023,Yes
Graduate School,M,5.749895003409236,4.0,Married,Suburban,London,5103.858559838031,25.0,0.48551493860169037,Yes
High School,,6.441639153369344,2.0,Divorced,Suburban,Manchester,5905.590409171299,44.0,0.23243766839886773,Yes
Graduate School,M,5.2415048527350105,7.0,Married,Rural,New Castle,5541.271625188029,39.0,-0.02227014124334724,No
College,M,6.445888564991805,3.0,Divorced,Urban,Manchester,5017.327890480148,51.0,0.08559238195644513,Yes
College,F,4.057781352762531,4.0,Single,Urban,Manchester,5808.174690004775,26.0,-0.0479493615812035,Yes
College,F,5.346720422967151,5.0,Married,Rural,New Castle,4948.596964418977,32.0,-0.12584883806375405,No
High School,M,4.801986150479552,5.0,Divorced,Rural,London,5716.695442808728,28.0,-0.5237710641796601,Yes
High School,M,6.679000437730173,3.0,Married,Urban,Manchester,5052.528260216133,16.0,0.49933686393911386,Yes
Graduate School,F,3.972410075465463,5.0,Single,Suburban,New Castle,5398.061613059166,33.0,0.6344834007550794,No
College,M,3.803243237961582,6.0,Married,Rural,London,5602.498485108618,36.0,0.0936202375971675,No
Graduate School,F,,2.0,Married,Rural,,4657.3657892801675,37.0,-1.2220155602722718,No
College,M,5.116753134677143,6.0,Divorced,Suburban,New Castle,5021.789770263303,32.0,-0.07944614477328615,Yes
Graduate School,M,6.064521078593342,4.0,Divorced,Urban,New Castle,4810.876918096659,28.0,0.2618699019863814,Yes
College,M,6.2886622818591515,3.0,Divorced,Suburban,Manchester,,40.0,0.4934455751358198,Yes
High School,F,4.896101686573056,4.0,Divorced,Suburban,New Castle,5985.016008917615,21.0,0.23711471293702166,Yes
Graduate School,F,5.382434811206384,,Single,Urban,Manchester,5959.240060174836,33.0,0.0621862194802969,Yes
College,F,4.693369745385768,5.0,Single,Urban,Manchester,5247.05095285267,29.0,-0.6003673029353683,Yes
College,M,4.642737498563204,5.0,Divorced,Rural,Manchester,5534.45973605913,29.0,-0.17746788671621194,No
College,F,5.151952479036791,3.0,Single,Urban,New Castle,5147.085185259329,21.0,0.23569358091293557,Yes
College,F,5.413265194243231,4.0,Married,Suburban,London,4744.759555944838,39.0,0.4328659456305347,No
High School,M,5.206643746782656,3.0,Married,Rural,New Castle,5816.956361441163,24.0,0.5465967195025436,No
Graduate School,M,4.105623615873751,3.0,Married,Suburban,Manchester,4678.617064832397,36.0,0.3469150418549678,No
College,M,5.700245537952559,5.0,Married,,Manchester,5158.316970532786,46.0,0.3635275258230994,No
College,F,3.5703611040756034,4.0,Married,Rural,London,4915.816096425054,33.0,0.1698083171232173,No
Graduate School,M,5.96120064661777,,Single,Suburban,New Castle,5352.245944459803,39.0,0.4259691954857406,Yes
Graduate School,M,7.625797985514099,4.0,Divorced,Urban,New Castle,4806.081951022272,40.0,,Yes
High School,F,6.2188847384760475,7.0,Married,Urban,New Castle,6688.0294902305195,38.0,0.004648143916297184,No
College,M,5.938592287428239,,Divorced,Suburban,New Castle,5344.343710582017,33.0,-0.5432530979349157,Yes
High School,F,6.860188587163162,4.0,Single,Urban,London,4564.81308888732,39.0,-0.31479488854161397,Yes
College,M,3.357685668067152,8.0,Married,Rural,London,6260.918311909849,31.0,-0.4479534694256653,No
High School,M,6.30386197767069,4.0,Single,Suburban,Manchester,4853.972986575054,33.0,0.22436024178332462,Yes
High School,F,5.1453861264961835,4.0,Divorced,Suburban,London,5542.369811497261,41.0,0.16899573189376588,Yes
Graduate School,F,6.607031304650116,4.0,Married,Rural,Manchester,3902.0936821080486,41.0,0.4733707287157155,No
College,M,2.375694111734891,7.0,Single,Suburban,Manchester,6994.951934753995,20.0,0.02471907635154539,Yes
High School,M,6.633703315837234,4.0,Divorced,Urban,Manchester,5450.32092181005,34.0,-0.3510022356302774,Yes
Graduate School,M,3.144766439431341,4.0,Divorced,Rural,London,5826.583559746672,34.0,0.032478419198879754,No
High School,F,5.074784146149852,5.0,Married,Suburban,Manchester,4742.344355269041,,0.41785237315283,Yes
Graduate School,,4.749983522776198,2.0,Single,Urban,New Castle,5711.799911458647,24.0,0.08507669836796565,Yes
Graduate School,M,4.9449827061888545,4.0,Divorced,Urban,London,6062.187395261036,31.0,0.03285395833232196,Yes
Graduate School,F,3.8907154763391514,6.0,Married,Rural,London,3620.0835324816535,43.0,-0.06444557116959324,No
High School,M,6.1656673238534925,6.0,Single,Rural,Manchester,4824.791918905115,,0.4665086446760106,Yes
Graduate School,F,6.325310543515341,3.0,Married,Urban,London,5661.084880335928,26.0,0.883083363170465,Yes
College,M,6.025383976861501,,Single,Urban,New Castle,5440.122703039014,22.0,0.6491537532537669,Yes
High School,M,4.902915417465072,2.0,Married,Urban,London,5413.87231512489,,-0.592884872245362,Yes
College,F,7.237197773727894,3.0,Single,Suburban,Manchester,4396.816659038525,29.0,-0.018969536854157046,Yes
Graduate School,F,3.0720976590102222,7.0,Divorced,Urban,London,6122.412158552941,40.0,0.506770471349439,Yes
High School,F,4.868940463966896,5.0,Single,Rural,New Castle,4477.498854526061,36.0,-0.1570030976994508,No
College,M,5.668066552052979,3.0,Divorced,Urban,Manchester,5785.225572191411,36.0,0.03644089505757313,Yes
Graduate School,M,3.5707879036489745,6.0,Single,,Manchester,5010.770563494502,29.0,0.8503026616559967,No
College,F,3.5520306931558667,5.0,Divorced,Urban,London,5958.801947003684,19.0,-0.5164362125001389,Yes
College,F,4.216496338239884,7.0,Divorced,Rural,London,6281.235425699401,41.0,0.29582340440520966,No
High School,M,7.767061820556742,1.0,Divorced,Urban,Manchester,4005.1827013358043,28.0,-0.34289802989080226,Yes
Graduate School,F,3.786155397509873,4.0,Divorced,Suburban,New Castle,6459.579416403156,17.0,0.35868104850461097,Yes
High School,M,6.229589350211642,5.0,Single,Rural,New Castle,3935.41333560637,37.0,0.39673158452015345,No
College,F,4.937213189428678,4.0,Married,Rural,Manchester,4543.188141945142,27.0,0.47700430058201343,No
College,F,6.004778612755969,7.0,Single,Urban,Manchester,5062.041564501353,35.0,-0.432788331928495,Yes
High School,M,5.619386557638714,5.0,Divorced,Suburban,New Castle,5084.176926843556,20.0,-0.07111589918977751,Yes
High School,F,5.373868702102128,6.0,Single,Urban,London,5588.480066877805,37.0,0.5960236451436115,No
Graduate School,M,7.898006126853962,3.0,Single,Urban,New Castle,3412.1821740791,31.0,0.31672854466477873,
College,F,4.887334492978557,3.0,Single,Urban,London,6671.300605276512,34.0,0.17356039465709916,Yes
Graduate School,F,4.532932643138313,4.0,Married,Suburban,New Castle,4818.345043213425,31.0,-0.10534276897324357,No
Graduate School,F,5.74900277566481,4.0,,Suburban,Manchester,5627.798864115314,41.0,0.31653734578380366,Yes
High School,F,6.6714225416061215,0.0,Married,,New Castle,4861.918255482847,28.0,0.39388081408565956,Yes
High School,F,5.159487294505626,7.0,Divorced,Urban,Manchester,5640.16321621362,30.0,-0.10850437695533938,Yes
Graduate School,M,4.356797282896619,4.0,Married,Suburban,Manchester,4810.872202962552,37.0,0.3586699599859446,No
High School,F,7.596159551227219,2.0,Single,Urban,Manchester,1730.8631501484974,41.0,0.0009495288778588046,No
High School,F,4.675529066993766,3.0,Single,Urban,London,5885.142068395008,35.0,0.14520320804520337,Yes
Graduate School,M,3.4062776569076556,5.0,Married,Urban,London,6602.073615731094,15.0,,Yes
High School,M,5.171458373541355,5.0,Married,Urban,London,5969.9624839382,33.0,0.28379904888699503,Yes
High School,F,5.7173417225770296,2.0,Married,Rural,London,4854.516825734994,45.0,-0.24421868213521808,No
High School,M,6.942065289195768,3.0,Married,Rural,New Castle,5162.292826891675,46.0,0.5008889879412495,No
High School,M,6.2745470981994,2.0,Married,Suburban,New Castle,3122.132942889675,42.0,-0.4308594101827137,No
High School,M,4.274410016030575,6.0,Divorced,Rural,Manchester,6572.082341975476,46.0,-0.22204086994303268,Yes
Graduate School,M,5.667153738508027,5.0,Divorced,Urban,Manchester,5223.910110536237,33.0,-0.14697631851989099,Yes
Graduate School,M,3.8339079596022536,7.0,Married,Suburban,Manchester,5680.678071838784,32.0,0.7580659099894822,No
High School,F,5.185677752204331,4.0,Single,Urban,New Castle,5427.307254843385,33.0,0.010344898714377923,Yes
Graduate School,M,4.937895345898912,5.0,Divorced,Urban,Manchester,5106.141611780609,26.0,-0.18656437909316365,Yes
Graduate School,M,4.873551838434574,4.0,Married,Suburban,Manchester,3650.2687951055705,35.0,0.6566147689247502,No
Graduate School,F,5.229139588487227,5.0,Divorced,Rural,Manchester,2583.7381868348916,34.0,-0.10836329921550258,No
College,F,4.986355320945935,3.0,Divorced,Urban,Manchester,6429.047748169273,39.0,0.140593758385752,Yes
,M,7.207206134049585,4.0,Divorced,Suburban,Manchester,4147.620454091836,57.0,0.36647092115193103,Yes
Graduate School,F,6.987285378529816,4.0,Married,Suburban,Manchester,3892.185453187812,46.0,0.30025854153935494,No
High School,M,7.310840312630875,2.0,Single,Urban,New Castle,4869.746162747923,39.0,0.27711034425406306,Yes
College,F,4.5873196125076126,5.0,Married,Urban,London,4978.590376826653,28.0,-0.39765884334725093,Yes
High School,F,5.901015108762189,4.0,Divorced,Suburban,London,4925.872719985272,30.0,0.016506083869081936,Yes
Graduate School,F,4.315085031432775,4.0,Married,Rural,New Castle,4695.9689410627525,32.0,0.5525143645435269,No
High School,M,5.543033822369712,8.0,Divorced,Suburban,New Castle,4813.876501839849,43.0,-0.4417945139363916,Yes
Graduate School,M,5.9869221257838,2.0,Single,Suburban,New Castle,4836.532624733123,41.0,-0.31517972427601715,No
College,F,3.0886229707863317,5.0,Married,Rural,London,5643.566541079833,32.0,0.46386752335049675,No
College,M,7.414864203227924,,Single,Urban,Manchester,3207.413832224987,43.0,0.05461674603987085,
High School,F,7.2528635321777895,0.0,Single,Urban,New Castle,5114.372826149711,25.0,0.9334990560376587,Yes
College,F,3.1315784248340734,8.0,Married,Urban,London,5918.755713618959,27.0,0.3263901171346977,Yes
High School,F,4.304156396604627,6.0,Divorced,Urban,New Castle,5465.6518307883625,21.0,0.4840927130586775,Yes
High School,F,6.286040355136459,4.0,Divorced,Urban,Manchester,4810.07988783758,27.0,0.4003801181951924,Yes
High School,F,3.1732447853973693,3.0,Married,Suburban,London,5368.725712839651,37.0,-0.3662167699915978,No
Graduate School,M,6.4968499452195445,5.0,Divorced,Suburban,Manchester,4495.244323270958,41.0,1.0327454987444626,Yes
High School,M,7.019932511175672,4.0,Single,Rural,Manchester,4225.180239095227,43.0,0.4089756141569699,No
College,F,4.422729452352675,7.0,Single,Urban,Manchester,5088.239706541681,29.0,0.32790080971675395,Yes
Graduate School,F,8.20656014353658,2.0,Divorced,Urban,Manchester,4653.2213583749235,36.0,-0.3886205384826267,Yes
High School,M,2.6468993127683205,5.0,Divorced,Urban,Manchester,7198.764299169071,25.0,0.22083720600699613,Yes
College,F,6.223011461417029,2.0,Divorced,Rural,London,4942.937358405026,38.0,-0.03963196438712005,Yes
College,M,5.868028405687453,3.0,Married,Rural,London,4505.23291580979,42.0,-0.04018149809767124,No
College,M,3.8611424557270384,4.0,Divorced,Urban,London,6465.741514334798,27.0,0.18088994649775603,Yes
Graduate School,F,4.859633781426518,6.0,Single,Suburban,New Castle,6103.911202961623,38.0,0.5966262977433686,Yes
High School,F,5.122508732291907,4.0,Single,Urban,London,5474.320144289795,40.0,-0.48625400287348364,Yes
Graduate School,F,5.023626728570452,5.0,Married,Urban,New Castle,3183.1488887541927,34.0,0.4276791095667103,
High School,F,7.0166061897903145,2.0,Divorced,Urban,New Castle,5201.797620765794,50.0,-0.24439609218378627,Yes
High School,F,5.444696691420041,4.0,Single,Urban,Manchester,5214.271478133119,29.0,0.2744660754383781,Yes
Graduate School,M,7.199915583364846,5.0,Divorced,Urban,Manchester,4248.69919883484,44.0,0.12374608656235214,Yes
College,F,5.665445471656778,5.0,Divorced,Rural,Manchester,6011.969202418923,,0.27725954092275373,No
Graduate School,F,4.29224704934097,3.0,Divorced,Suburban,Manchester,5473.610620828049,22.0,-0.13737486125110018,Yes
College,M,5.851337741550988,3.0,Divorced,Urban,London,5350.165001583208,31.0,0.04637474222045855,Yes
Graduate School,M,6.436118658071582,7.0,Divorced,Rural,New Castle,5203.862148017456,33.0,0.26233049826832344,No
College,M,5.780866912374887,4.0,Divorced,Suburban,New Castle,4733.501216822891,43.0,-0.046743170650121596,Yes
College,F,5.713722073249878,3.0,Divorced,Urban,Manchester,5369.985473977325,31.0,1.216857836924186,Yes
High School,M,4.217522331331035,3.0,Divorced,Urban,New Castle,6774.9238585281,31.0,0.005868118618129456,Yes
High School,F,4.42940218056621,,Single,Urban,London,6977.50971242639,38.0,-0.007759341001946141,Yes
College,M,2.8053201186678485,7.0,Divorced,Suburban,London,5880.417544659438,24.0,-0.14828916185991284,Yes
Graduate School,M,9.18564310057513,1.0,Married,Rural,New Castle,2689.549756430679,48.0,-0.5309340868106617,No
Graduate School,F,3.4676374527050977,7.0,Divorced,Suburban,Manchester,5605.495470916008,30.0,0.1674943077822461,Yes
Graduate School,F,5.181283266591489,4.0,Single,Rural,New Castle,6089.799593236523,25.0,0.6434600949975787,Yes
Graduate School,M,5.729941101188054,7.0,Married,Rural,Manchester,4976.773650596902,34.0,-0.1568470604802359,No
High School,M,,3.0,Divorced,Suburban,Manchester,5300.438074550206,27.0,-0.5292483688985199,
High School,M,4.807700296861018,3.0,Divorced,Suburban,Manchester,6551.271007815251,33.0,0.6035228451151498,Yes
Graduate School,F,6.049110566636422,4.0,Single,Urban,London,4536.241543540335,40.0,-0.05281116677444106,Yes
High School,M,4.526408119847757,4.0,Married,Suburban,,4938.1052717545035,32.0,-0.2964264010664168,No
High School,M,6.029044492176211,7.0,Single,Urban,New Castle,4795.4220026852545,26.0,0.3707780608491648,Yes
High School,M,3.3669581146119336,7.0,Single,Urban,Manchester,6933.914441468093,39.0,-0.8038806776079793,Yes
Graduate School,M,4.847722496730412,3.0,Divorced,Suburban,Manchester,3691.921264836401,39.0,0.4355079278426483,No
College,M,3.8080106664169633,5.0,Divorced,Suburban,New Castle,4249.277537767494,36.0,1.0304471517520555,
College,F,4.900014010168474,6.0,Single,Rural,New Castle,4771.443782174473,34.0,-0.0041332738808777525,No
High School,M,4.97454149484797,4.0,Married,Rural,London,3649.0799328109283,36.0,-0.13145467246948342,No
College,M,3.8437375175822335,2.0,Married,Rural,London,4206.5394076930725,34.0,0.40546233402388443,No
College,F,5.981822783113423,4.0,Divorced,Suburban,New Castle,3938.5300678397743,36.0,0.7629808217444913,Yes
High School,M,6.148475461131474,3.0,Single,Urban,Manchester,5053.143971957205,30.0,0.040542131650233584,Yes
Graduate School,M,6.3997066778371146,4.0,Married,Urban,,5547.034526559161,42.0,-0.3995393474034685,No
Graduate School,M,3.6903016080342277,5.0,Married,Urban,Manchester,5835.935671759256,19.0,0.6449237709438658,Yes
Graduate School,F,7.2857486703778,5.0,Single,Urban,London,4049.1522400379063,36.0,0.3073032605122018,Yes
Graduate School,M,7.640904138242157,4.0,Divorced,Suburban,New Castle,4072.4783706794233,47.0,-0.23889709665732756,Yes
High School,M,6.010867075927191,3.0,Married,Rural,New Castle,3783.296421180398,45.0,-0.2040453879959903,No
College,M,3.8063891987173313,5.0,Married,Urban,New Castle,7069.658723491853,28.0,0.33313710441876804,Yes
College,M,4.90769234638069,4.0,Divorced,Suburban,Manchester,4917.890017669019,32.0,-0.47086001960262447,No
College,M,5.030887368095493,3.0,Married,Rural,London,4553.8459712249705,45.0,0.3960645560259849,No
High School,M,4.238907158665192,5.0,Single,Urban,London,5492.953728137125,28.0,0.7657991266093889,Yes
College,F,6.467931750009541,5.0,Married,Rural,London,3892.656989993381,34.0,-0.6657932166059325,
High School,F,5.62681708728535,4.0,Divorced,Suburban,New Castle,5763.632293310397,21.0,0.0727787383085053,Yes
College,M,4.073649142935723,4.0,Married,Rural,London,3578.378687697661,35.0,0.33714350980825153,No
High School,M,4.882853914692031,5.0,,Urban,,4752.923396433577,26.0,-0.6874304937192472,Yes
Graduate School,F,4.877326970906973,4.0,Married,Suburban,Manchester,3764.360766798926,35.0,0.4301977415355053,No
High School,M,3.9546566194810033,6.0,Divorced,Rural,Manchester,6344.326592171554,33.0,0.165675479978719,Yes
Graduate School,F,6.470279138355463,4.0,Divorced,Urban,New Castle,5369.649513874588,39.0,1.0804784618644632,Yes
Graduate School,M,5.454404231077019,6.0,Married,Suburban,New Castle,3055.777436708461,39.0,-0.013835858465100076,No
Graduate School,M,6.799020904688781,3.0,Married,Urban,London,4744.914293940057,44.0,-0.9158902901537735,No
High School,M,4.623601482664393,4.0,Married,Rural,London,5530.205002438486,36.0,0.024044735074505094,No
High School,F,5.77724490341809,5.0,Married,Rural,Manchester,4462.766540468103,41.0,-0.20701619117779907,No
College,,5.421486091146505,3.0,Divorced,Rural,Manchester,4810.786191509766,47.0,-0.20535157125839876,No
High School,M,4.569945899062981,6.0,Divorced,Urban,New Castle,5494.786577816575,20.0,0.19295548109278515,Yes
Graduate School,F,6.86704463205311,5.0,Married,Rural,Manchester,4543.136582980953,36.0,-0.23678085111246716,No
High School,M,4.186716303959438,5.0,Divorced,Suburban,London,6336.9487191918515,19.0,0.8432993961072986,Yes
Graduate School,M,4.485730371536806,3.0,,Suburban,Manchester,4720.610850938534,42.0,0.029396673106034367,No
College,F,4.81256235279101,5.0,Divorced,Urban,New Castle,5016.698094649388,39.0,0.6137722625051029,Yes
Graduate School,M,5.946944933420319,3.0,Divorced,Suburban,Manchester,4888.491437928763,18.0,0.5939611958497518,Yes
High School,F,6.168079274678757,4.0,Married,Suburban,Manchester,3127.2617171805996,37.0,-0.5355258281604752,No
College,,4.537726239865045,4.0,Married,Suburban,Manchester,4988.299990146314,35.0,0.6675320864170408,No
College,M,3.5556054995251736,6.0,Married,Suburban,New Castle,6040.388879876303,,0.5107304122614575,Yes
High School,M,5.133690044545523,3.0,Single,Urban,New Castle,3346.766791658986,39.0,-0.11833808968269213,No
College,F,7.424481609297807,4.0,Married,Urban,London,2397.316243128093,45.0,-0.05052346127085938,No
College,M,5.511958198493499,4.0,Married,Rural,Manchester,4066.112007175392,39.0,-0.20631916619590052,No
High School,M,5.959897809729229,5.0,Single,Urban,New Castle,3234.252249811886,33.0,0.49550543685955706,No
Graduate School,M,5.511107565334145,3.0,Single,Urban,Manchester,5507.789152294874,22.0,0.3718448715640037,Yes
,M,3.3485895887718398,6.0,Divorced,Suburban,New Castle,6565.793041697601,25.0,-0.17832449245090853,Yes
High School,M,6.861970665749619,5.0,Divorced,Suburban,London,3839.2474259908913,46.0,-0.05131892720738887,No
College,M,6.940187714799757,4.0,Single,Urban,Manchester,4172.704458230712,36.0,0.37986687895869936,Yes
Graduate School,M,4.217884059800638,6.0,Married,Rural,New Castle,5648.157991821112,38.0,-0.3352908393389689,No
High School,M,5.180166637036232,4.0,Single,Rural,London,5185.038854813007,21.0,-0.5843669983341213,Yes
College,F,3.5283016404557443,4.0,Married,Rural,London,4502.1698887667135,38.0,0.036261113495173684,No
High School,F,6.247880178644725,4.0,Single,Rural,London,3812.679794522196,40.0,0.3447123863361042,No
College,F,6.139887273037166,5.0,Single,Rural,New Castle,5799.9826607241175,44.0,0.18593013150142318,
Graduate School,F,5.512538573892734,4.0,Single,Rural,New Castle,5706.446015076843,41.0,0.22945449943159854,No
College,F,3.4773462778895916,4.0,Married,Rural,London,5069.382520505239,36.0,0.5037929699619108,No
Graduate School,F,5.357620320645065,7.0,Divorced,Urban,Manchester,5055.780134709772,32.0,-0.9014940138088476,Yes
College,M,4.08465257667147,4.0,Divorced,Suburban,New Castle,5402.084768615127,17.0,0.25824480346125456,
Graduate School,F,3.7503333123768425,4.0,Divorced,Urban,Manchester,5760.25783357691,20.0,-0.37004745116516485,Yes
High School,F,1.068540602304643,8.0,Married,Suburban,New Castle,7681.411425968241,11.0,-0.27279298054743656,Yes
College,M,4.95132142180073,3.0,Single,Rural,New Castle,3519.9877489452133,36.0,0.07738444074234743,No
Graduate School,F,5.67493571794874,3.0,Divorced,Urban,New Castle,4996.455988213788,37.0,0.8004139988951675,Yes
High School,M,3.89408235076374,2.0,Divorced,Suburban,London,6294.326071234396,27.0,-0.4534527751640238,Yes
Graduate School,M,6.2904593957127375,5.0,,Urban,Manchester,4326.876358860599,28.0,0.04494033026293083,Yes
Graduate School,M,4.445575364521693,4.0,Married,Rural,New Castle,4547.473277545092,33.0,0.24255061922724266,No
High School,F,5.5583388562871,3.0,Single,Urban,Manchester,6075.924807066003,31.0,0.9623350704699222,Yes
Graduate School,F,5.087006083892015,5.0,Single,,New Castle,6092.6129947329655,28.0,-0.9554631263475739,Yes
