Marital Status,Time spending score,Children age,Money spending score,Gender,Annual Income
Married,70.79169669302188,5,85.95659163435039,Male,27102.08384378085
Divorced,49.26013829480646,13,68.67630147561735,Female,93103.70875946993
Married,5.257743755237402,6,5.386529570694378,Male,34814.565469930196
Married,79.56026492300192,12,66.4094379798986,Male,71467.46732726753
Single,73.6316680309958,11,78.2003272509564,Female,75750.88791131582
Divorced,10.671668276009628,6,5.896572537397894,Female,38014.787987238204
Married,66.90851012617311,13,69.3534534391112,Male,36573.16652566053
Single,24.024699083827784,6,16.8806433297345,Male,36580.33739778132
Divorced,75.86912984724697,13,72.12025740102844,Male,42721.606972822774
Single,67.05232880470703,11,64.80040780826278,Male,70252.8609280257
Single,56.81075857215114,14,64.68010664082364,Male,42997.202994682535
Divorced,60.81533542577493,12,68.15017707151017,Male,77592.9571302048
Single,54.60313295128549,13,58.63396567228934,Male,88632.2743345983
Single,73.41774678951856,6,77.86741736320572,Male,26132.007952819262
Divorced,9.466165931024559,6,4.857410726260596,Female,35734.65520374518
Single,79.23550086088375,6,80.50283770298716,Female,25894.55513142423
Single,62.88498123388448,11,77.36217974985499,Male,68790.10036377191
Divorced,72.68742153335484,12,72.00510590887367,Male,70021.37645629556
Divorced,18.024620890034146,6,15.850610926591926,Female,41044.649604303
Divorced,57.296004703511926,14,64.43742014547877,Male,47486.73519006824
Divorced,43.431538648936574,13,58.044362956450996,Female,94275.24958505925
Married,-0.5618337108271252,6,9.242676880051881,Male,40341.04321048797
Divorced,68.0511785341071,11,66.55666160613728,Male,73637.63405507592
Married,14.361082161479267,6,12.105820829116649,Male,37297.772303069534
Married,63.67713355776148,14,64.29166276458625,Male,38773.41490800788
Single,63.91454962880198,11,72.08553474384632,Female,72951.31502518093
Single,61.413395169002456,13,53.45848692669826,Female,91656.07762837695
Divorced,1.0723284495321241,5,9.874930557685659,Male,32400.852111373337
Single,64.51521869577287,13,57.044056691701456,Male,91656.07913485524
Married,94.30417859503589,11,80.40787683085364,Female,77395.08120535073
Married,77.93222977643687,6,77.5344335892587,Female,29021.532856547845
Divorced,64.16858850756329,14,59.875158147944234,Female,43384.88121612479
Married,46.94808890639288,13,58.2801917516236,Female,92360.0389683604
Single,53.35331578931883,13,59.458667586085085,Male,91980.48575853053
Divorced,60.48744489591872,11,64.78293654988781,Male,74974.72039113702
Single,74.11783832779254,11,77.29145985015032,Male,79798.96166257403
Married,39.35896281774466,13,52.44103243086524,Female,92077.97818485534
Divorced,101.68840689437744,6,89.93964988304502,Male,29999.885371961158
Single,53.580822595164335,13,61.888767194321204,Male,96821.28049054756
Divorced,0.06753921156701548,6,6.499709915542269,Male,36324.81598645018
Single,38.51117018254216,13,58.188545157372396,Male,93974.37633114545
Married,69.45224250273353,12,74.23184285521745,Female,74686.9200761041
Divorced,64.6917616352996,13,59.15688140252652,Female,86178.93066172014
Married,71.73491574461173,13,70.56622181578797,Female,44024.02155878341
Married,44.58364475630725,13,49.57882177149446,Female,89534.29788331345
Single,58.519565071146616,7,83.07467447967319,Male,29141.77772487381
Single,3.741907357406075,7,5.875475222615009,Female,33527.169719134195
Single,89.44348880766704,6,91.39453843057291,Male,35537.19765695944
Single,89.22998941586185,11,77.85914430249977,Female,71934.58110232219
Single,62.74708883668693,13,57.45414347610672,Male,89596.73566846078
Single,82.88908167537454,12,79.80946207201373,Female,74359.16640871353
Divorced,48.99491537188148,13,49.89244451045967,Female,92609.23169089925
Single,75.70553268240924,11,70.13562046438949,Male,73815.7571494135
Single,68.4485286336243,12,60.41836794010216,Female,71042.53270402754
Single,81.94895343064752,6,86.88217844393712,Female,25197.679387484226
Single,69.72930630611809,11,76.43781736101501,Female,71849.17685134614
Single,56.852332604301694,11,62.79032549665966,Female,74149.70941370781
Divorced,78.0463417543535,12,72.46042654622703,Female,77963.85805665875
Single,9.916186914301814,6,7.4478850558205565,Male,39370.74923440661
Married,88.33422665737943,13,64.41227727031216,Male,44610.93692719881
Married,66.97382822349806,11,78.9861202789751,Male,77224.32843331678
Married,68.30108026336033,11,69.55502561262655,Male,84732.52218745295
Married,-10.051411803272812,6,0.2732483526398326,Female,36875.61560844892
Married,72.88961530814407,14,62.75759984756274,Male,92851.91144829663
Divorced,63.69325227766599,14,69.46223828217282,Male,91509.82924629183
Single,74.85846742147766,12,69.6480497199696,Female,73878.31598008372
Married,77.1486724507613,5,86.39455271212518,Female,25674.248569488638
Divorced,69.82177476991387,13,65.94722006638189,Male,42857.09558327271
Divorced,34.68403924735472,13,42.97398467287061,Male,91903.05767776711
Single,70.5747061665306,11,75.3456629143777,Male,71591.467768392
Divorced,85.94135051551572,11,80.7649036790202,Female,77852.06775296346
Married,57.80790198835416,11,78.10528896339326,Female,76271.2241151881
Single,90.93528083187557,7,85.30371844047156,Female,21518.916661352123
Married,12.12143295093616,6,15.493173747014325,Female,44773.59035863577
Single,84.78819528385043,14,69.61005164255486,Female,45634.31599115121
Single,80.78364333322044,13,69.43226339688786,Male,43045.498622547704
Married,57.223481333602386,13,65.05019717803629,Male,47375.53480272714
Single,-3.846374696308719,5,3.8747177261448513,Female,42000.30651241922
Divorced,84.21666045297185,13,66.50235604055857,Male,36008.56221946752
Divorced,74.77169327929793,13,69.96097791425716,Female,45531.01427977312
Married,82.56298549932336,6,86.14237592123723,Female,25911.028605625528
Divorced,35.12524127653248,5,16.337747461114073,Male,38749.04532138654
Single,59.088833383621186,14,63.03447923137684,Male,45873.8417493456
Single,61.413914034525014,12,71.94911711747463,Male,74764.06016687948
Divorced,19.107772674815678,5,13.420819804082395,Male,37654.960377711424
Divorced,70.48796064216434,13,56.597280178330436,Male,90691.53633524125
Divorced,60.28741013520228,13,67.60859361107994,Male,38045.3724997808
Married,-4.850391713333796,6,11.569068659378857,Male,37767.788141797646
Divorced,91.23325979362191,11,80.11436035068336,Female,74435.25989975991
Divorced,87.69051427570925,6,85.56126833768974,Female,28592.04862353558
Single,78.98431098007725,12,77.17972773319894,Male,71060.09032791838
Divorced,72.48492578211346,11,75.45936795570387,Male,75496.72884820153
Divorced,63.84420540698304,12,70.08962951829808,Male,71548.90914586534
Married,4.337785544254461,6,10.062290709889538,Male,39034.27626563501
Divorced,75.70748120329651,6,85.6855753256523,Female,22698.435454901977
Married,68.87370744237336,13,71.4427494336525,Female,39153.91768519188
Divorced,-1.8155966361285598,6,4.946785330849174,Female,44452.58654257364
Married,72.75799484438672,6,88.56287164750937,Male,20872.2212339708
Single,82.20780331336043,5,89.95581006826956,Female,30490.697258228927
Divorced,79.97316588719727,6,78.96697463867284,Male,30458.780112473647
Married,78.3705798881071,12,69.68646516786842,Male,75712.75061711567
Divorced,61.450093484122384,13,63.44718098137574,Female,40932.58073940123
Married,56.560730431969056,13,57.02648614849737,Male,93478.5539115879
Married,42.32435520833291,13,50.49330159493753,Female,88600.17007543081
Single,54.61506596167442,11,72.18086383578203,Male,73189.68529174282
Married,70.21303096252176,6,77.26693319813225,Female,24161.11824815734
Divorced,77.2149972737974,12,80.09215706221656,Female,79395.77405098372
Divorced,92.51209312763493,13,75.00207978129089,Male,46091.054948120785
Married,65.20001070878007,13,57.18425167276337,Female,86435.73696137569
Single,48.128335938185316,13,55.54159855876804,Female,93725.15129057603
Married,21.03457681698893,5,16.93168586441135,Female,39770.534476503235
Single,56.59847095395597,13,50.572717654407555,Male,90107.79870171633
Married,14.0930122599645,5,13.06849381029674,Male,37607.84143553399
Single,78.08798997798246,12,75.1178105620476,Female,74371.51186782768
Single,30.260960855271804,6,19.823838931839045,Male,37466.332713823256
Divorced,68.28623743248485,13,54.74434550681659,Female,39462.300063932176
Married,52.747466148732194,13,54.746726159404155,Male,81200.81374467579
Married,16.09444958261904,6,16.02638218737247,Male,41835.94444294999
Married,62.27902667321553,14,57.47966657994205,Male,89670.890552403
Married,20.01992279597576,5,19.895690767448063,Male,36466.278737666486
Divorced,57.204721969322804,13,60.2086457784265,Male,94590.84852099427
Single,94.92857261223399,5,85.14141985878544,Female,25761.091199961902
Divorced,75.8191997195932,13,61.33301996883175,Female,38921.98637645766
Married,18.31097083274731,6,10.377497587558263,Male,37330.545429830876
Married,71.7906969915162,13,62.50204966536638,Male,46574.53820754095
Married,51.010494704295326,14,64.20184320581393,Female,52121.91424387505
Married,72.8751835696538,11,74.3476968941265,Male,73528.71362985535
Married,75.58694945750786,11,71.6380543419931,Male,74911.68648498387
Single,65.4007759209299,12,69.37106085761847,Male,74405.16693881796
Single,53.85898735171991,13,62.39837163089374,Female,93373.72539864763
Married,94.0279980817574,6,88.7633743264488,Male,20540.295834604287
Single,91.034380373521,12,79.9858309250834,Female,84752.82190804604
Single,80.38621560047156,11,75.60021153418964,Male,71222.64983659421
Single,59.84089168227741,13,56.82188438009844,Female,84777.32070684446
Single,10.080941753340738,6,5.2546604811660345,Male,38981.88587519417
Divorced,65.98120920402808,14,70.58560364985978,Male,49543.73152548357
Divorced,83.22941048833498,13,73.78516340770824,Female,43149.55287880759
Married,66.56772316965541,13,59.68627762143822,Female,42498.620356873354
Single,56.08241732729607,11,64.7717924691736,Male,74489.20094186303
Divorced,77.5556794484138,12,78.10022364186521,Female,77309.8296251293
Married,59.57919618889903,13,55.85496169284072,Male,87745.8464035494
Divorced,93.09991176135924,6,95.92744709478774,Female,32899.60875070175
Single,86.69704101240102,5,81.89254098221235,Male,23243.809793882734
Divorced,75.13755689611939,13,71.88222176093913,Female,70463.11457502436
Divorced,82.71306935261026,6,96.60426656572795,Male,33960.955793616784
Divorced,36.88835718857449,13,51.949340028968074,Female,97272.58941832534
Single,74.08550262463416,6,78.77318816228345,Male,28752.682271382473
Divorced,11.9694811619336,6,15.436403628577459,Male,36660.75969086932
