Location Code,Renew,Age,Online Activity,Education Level,City,Brand Loyalty,Monthly Income,Sex,Months with Company,Marital Status
Urban,Yes,51.0,7.172576692848368,College,New Castle,-0.7940930898301504,3517.6958661878416,Female,28.0,Single
Suburban,No,57.0,4.887879230913101,College,New Castle,-0.6804557354132963,4603.377862886948,Male,72.0,Married
Urban,Yes,50.0,3.828426234820295,Graduate School,Manchester,-0.46288083470646213,4010.792328604393,Female,42.0,Divorced
Urban,Yes,,6.748181987500214,Graduate School,New Castle,-1.0130710097943312,2478.2858463910284,Male,17.0,Married
Suburban,No,44.0,6.275826211593352,High School,London,-0.4337357407746842,4099.877583946546,Male,54.0,Married
Suburban,Yes,54.0,3.220958315779171,High School,New Castle,0.25632368321416843,4787.556676300281,Male,70.0,Divorced
Suburban,Yes,57.0,6.282581381753128,High School,New Castle,-0.09914704085406373,4727.4006842624785,Male,67.0,Divorced
Urban,Yes,49.0,5.990586697609451,High School,New Castle,-0.5288560088776222,5146.972794046027,Female,38.0,Divorced
Rural,No,68.0,7.395499577750968,High School,Manchester,0.3439880211260624,4241.876599851642,Female,78.0,Married
Rural,No,48.0,7.765517881165425,High School,Manchester,-0.019733511156552808,3955.3669574262426,Female,61.0,Married
Suburban,Yes,42.0,7.962043606044547,Graduate School,New Castle,-0.6007265195975305,4400.28376400103,Male,52.0,Divorced
Urban,Yes,55.0,6.368435468440635,High School,London,-0.33498483440840926,2582.0126888831724,Female,82.0,Single
Urban,Yes,48.0,7.367810677234105,College,Manchester,-0.1399990681967605,5041.798910562687,Male,60.0,Single
Suburban,No,51.0,4.541854145724582,High School,New Castle,-0.40407167523652066,4954.751874479818,Male,64.0,Married
Urban,Yes,54.0,6.1426382433715006,High School,New Castle,0.5620623969712054,3157.5013825901965,Male,73.0,Single
Urban,Yes,50.0,3.8125935642127047,College,London,-0.36634388878720486,5625.702424604183,Female,76.0,Divorced
Rural,No,34.0,5.729334042642454,High School,Manchester,0.2535569217415986,5346.7536602412565,Male,59.0,Married
Urban,No,61.0,3.7529720108894242,Graduate School,London,-0.5847040889409036,,Male,66.0,Married
Rural,No,47.0,7.045158954451832,College,London,-0.3495356185673982,4165.826402885475,Male,64.0,Divorced
Urban,Yes,44.0,7.106584480239979,High School,,-0.441794402182228,5186.866199149337,Female,71.0,Married
Urban,Yes,42.0,5.335370245679755,High School,London,-0.7155370163919699,5065.246186329863,Male,76.0,Married
Rural,No,54.0,4.819091306854311,Graduate School,London,0.036059643036660816,6261.162051282157,Female,61.0,Married
,Yes,53.0,5.352433483048943,College,Manchester,0.1670966035338387,4907.712791105817,Male,85.0,Single
Rural,Yes,41.0,5.635238542391656,High School,New Castle,0.07451271005329624,5008.490052355488,Female,61.0,Single
Suburban,Yes,48.0,6.050873185893041,College,Manchester,0.3301001447034667,4313.1113128370835,Male,58.0,Divorced
Rural,No,46.0,4.15305762719467,High School,London,-0.18697232524856197,6070.841897334151,Male,73.0,Married
Rural,No,46.0,6.185556719789817,High School,Manchester,-0.4390369704725964,3592.299156677179,Female,67.0,Married
Rural,No,44.0,3.5086069434862104,High School,London,-0.3906827696094828,4868.865685526614,Female,65.0,Single
Rural,No,62.0,5.897967567247619,High School,New Castle,-0.23029114286192848,6339.291732374423,Female,77.0,Divorced
Suburban,Yes,63.0,5.590501266750479,College,Manchester,-0.3762045657875147,4279.45418976772,Female,57.0,Divorced
Rural,No,60.0,2.1793647217001877,Graduate School,Manchester,-0.0680197943844992,5401.103534177149,Male,82.0,Single
Suburban,Yes,39.0,5.290997494539661,Graduate School,,-0.22134948114302855,4101.57864058562,Male,85.0,Divorced
Suburban,Yes,53.0,8.428842778419117,Graduate School,Manchester,-0.30934354667404834,5493.34342074534,Male,61.0,Divorced
Urban,Yes,49.0,3.221420461951954,High School,Manchester,-0.23153630140664108,5207.220733410354,Male,66.0,Divorced
Suburban,Yes,60.0,5.5414326112252095,Graduate School,New Castle,0.022635656008568705,5057.2224078166355,Female,,Divorced
Rural,No,52.0,7.4765236095799565,Graduate School,New Castle,-0.3914908602382494,6095.092129903185,Male,69.0,Single
Rural,No,42.0,5.590560525754161,Graduate School,New Castle,-0.31756663659296197,5137.751467875659,Male,69.0,Married
,Yes,47.0,7.320660339688555,College,Manchester,0.19615112482978003,5679.728280717908,Female,104.0,Single
Urban,Yes,65.0,5.435079403790441,College,New Castle,0.6751081047995154,5763.691290501739,Female,101.0,Divorced
Urban,Yes,35.0,7.1654438317840965,College,London,-0.8627104599449076,5089.0883988730575,Male,70.0,Single
Suburban,No,37.0,6.468638312447286,High School,Manchester,-0.25195604453082227,3079.073602986009,Male,52.0,Single
Urban,Yes,38.0,5.536438520841235,College,Manchester,-0.4480243103749513,5828.088984776,Male,48.0,Divorced
Suburban,Yes,47.0,5.235762433216456,College,New Castle,0.15127727435841354,4781.309964677183,Female,71.0,Married
Urban,Yes,41.0,5.1787206609016305,,London,-0.25731523253390354,3458.7786508723484,Female,46.0,Single
Urban,Yes,50.0,7.733042954209546,College,Manchester,-0.22247103108634886,4517.577140326813,Female,52.0,Divorced
Rural,No,45.0,7.114196314364062,High School,New Castle,0.35635056822140787,4595.178793633068,Male,97.0,Single
Urban,No,54.0,4.3588469598476385,Graduate School,London,-0.6544565231779002,4380.328242464251,Male,59.0,Single
Suburban,Yes,63.0,3.879144369740691,High School,,0.7088359771544472,4365.622836071013,Female,68.0,Single
Urban,Yes,48.0,7.2211860226862346,College,New Castle,0.3158632652318003,6223.182992635955,Male,79.0,Married
Urban,Yes,48.0,7.017288953373534,High School,London,-0.18187617754996632,5770.869385493964,Male,70.0,Married
Suburban,Yes,57.0,5.3703456317382,College,New Castle,-0.04366255722427331,5641.945363713925,Male,65.0,Divorced
Urban,Yes,43.0,5.74332107980747,High School,Manchester,-0.2601209567177524,3557.153655179098,Male,,Divorced
Urban,Yes,34.0,6.68152136213792,Graduate School,Manchester,-0.20192975770461483,4511.174978120839,Female,70.0,Divorced
Suburban,Yes,55.0,6.461495652798969,Graduate School,London,-0.21940458267361157,5086.367557962516,Female,55.0,Divorced
Rural,No,56.0,4.301257405987448,College,Manchester,-0.4543239763688859,5023.143533299234,Male,80.0,Single
Suburban,,52.0,4.831409999547552,College,Manchester,0.5990871483600353,4404.166279347793,Male,64.0,Single
Suburban,Yes,39.0,5.940038461552127,College,London,-0.7929007637899723,,Female,44.0,Divorced
Suburban,No,38.0,5.1030122679536065,High School,New Castle,-0.34977950031235816,3188.027187749046,Male,56.0,Single
Suburban,Yes,35.0,4.9331816532036745,High School,New Castle,-0.4933021735568053,4581.4570838206155,Male,59.0,Single
Rural,Yes,55.0,6.6774446947219515,Graduate School,London,0.18891613180928962,6267.302117115116,Female,57.0,Single
Suburban,No,44.0,,High School,Manchester,-0.6103854509496921,5518.393297580309,Male,81.0,Divorced
,Yes,54.0,6.615533418422156,High School,New Castle,-0.49818606796153564,4018.9515181140505,Male,66.0,Divorced
Urban,Yes,47.0,6.896769993067339,High School,Manchester,0.07254388585733024,4897.239276169696,Female,61.0,Single
Suburban,No,55.0,4.697971804286825,College,London,0.021684254098258304,5247.656976624921,Male,79.0,Married
Rural,No,51.0,4.139930359196349,Graduate School,New Castle,-0.08114508828968697,3885.1733205827604,Female,65.0,Married
Urban,Yes,47.0,2.845855807770242,Graduate School,New Castle,0.03492833149085084,3875.092793825228,Female,66.0,Divorced
Rural,,49.0,5.05626513214043,Graduate School,Manchester,-0.25687879856189894,4561.766720626727,Male,55.0,Divorced
Urban,Yes,49.0,4.9301323237733925,Graduate School,New Castle,0.3031148521420982,3975.2596189254386,Male,105.0,Divorced
Suburban,No,58.0,5.726153007449081,College,London,-0.3572137768965292,5619.5512870561115,Female,79.0,Married
Urban,Yes,54.0,4.788940850950002,College,London,-0.5459490182356196,3865.7473328987785,Female,57.0,
Rural,Yes,39.0,6.8875066189526635,Graduate School,Manchester,0.24643995477976488,4850.800548388113,Male,54.0,Divorced
Rural,No,51.0,3.709567148265716,College,New Castle,-0.4072578130181724,5978.306832906404,Female,70.0,Married
Rural,No,55.0,6.207235730545419,College,Manchester,-0.3025708017599034,,Male,68.0,Divorced
Rural,No,67.0,5.657141936703669,College,Manchester,0.6463267090725111,5724.660069142535,Female,72.0,Divorced
Urban,No,49.0,5.279098114798243,High School,London,0.08221303759476206,4944.027775594283,Female,49.0,Married
Rural,No,29.0,5.739718771354505,High School,New Castle,-0.6047181405632153,5052.954554088756,Female,57.0,Divorced
Urban,Yes,66.0,5.551840172579122,High School,New Castle,1.010748348249431,5258.954556519578,Male,100.0,Divorced
Suburban,Yes,48.0,5.245045450335394,High School,New Castle,0.2639775853839801,3392.641161445529,Male,65.0,Single
Rural,No,62.0,5.557967473433792,High School,Manchester,0.3763655302060006,2675.494796027284,Female,68.0,
Urban,Yes,55.0,6.642969140884466,Graduate School,New Castle,0.16463456902032453,2776.4548830434624,Female,34.0,Divorced
Urban,Yes,57.0,5.033420713234897,Graduate School,London,-0.7151209716769228,3030.155986243991,Female,75.0,Divorced
Suburban,No,61.0,7.188378362010833,Graduate School,Manchester,-0.055136337824369885,4638.862124011006,Female,73.0,Married
Rural,No,59.0,4.83231242547662,High School,Manchester,-0.2919755112001621,4902.4306504158585,Female,56.0,Single
Urban,Yes,42.0,6.039794259278568,Graduate School,London,0.03314027174115458,4779.417877988141,Female,29.0,Single
Rural,No,20.0,6.537063953494695,College,London,0.13853899198320113,4941.125335624957,Female,40.0,Divorced
Urban,Yes,52.0,,College,Manchester,-0.21623046127280215,3877.553837498985,Male,34.0,Divorced
Rural,No,59.0,6.997212580560324,High School,New Castle,0.0899801769185038,2797.8656663090146,Female,68.0,Married
Suburban,Yes,54.0,4.936273296163951,College,London,-0.2757241385826661,3789.3427233569532,Female,68.0,Divorced
Rural,Yes,40.0,6.128081239937053,High School,New Castle,-0.08304631557025888,4375.149461102636,,78.0,Divorced
Suburban,No,45.0,4.368278826855927,High School,London,0.1553851963731912,2843.6794162043775,Male,66.0,Single
Suburban,Yes,46.0,5.400786729179081,College,New Castle,0.2116360443432942,4478.067891103441,Male,83.0,Divorced
Rural,No,44.0,4.621230988626969,College,Manchester,0.18847437082936852,6299.711883766907,Female,56.0,Divorced
Rural,No,56.0,5.808840891693273,High School,London,-0.5532643415263847,3665.4180737483325,Male,67.0,Married
Rural,No,51.0,4.267550701197887,Graduate School,New Castle,0.8407414244638007,4761.814036694317,Male,55.0,Married
Suburban,Yes,53.0,4.884920098746129,Graduate School,Manchester,-0.4812998954883778,3716.068009843679,Male,44.0,Single
Urban,Yes,49.0,5.399765596779664,Graduate School,Manchester,-0.16834868214654203,4690.618861370871,Male,39.0,Married
Suburban,No,60.0,7.326646080251557,High School,Manchester,0.12063132012990879,4848.282177373067,Female,62.0,Single
Urban,No,45.0,6.2889472596428835,High School,Manchester,-0.17117506270489624,2417.9910404667457,Male,67.0,Married
Rural,No,42.0,6.76587206226934,Graduate School,London,-0.606860636019896,,Female,79.0,Divorced
Urban,Yes,64.0,6.024537856070752,High School,,0.3967434574192059,5402.196905378078,Male,108.0,Single
Urban,Yes,64.0,4.992072498859773,College,Manchester,-0.11289814908821968,5949.804466756837,Female,56.0,Divorced
Urban,Yes,41.0,4.260671538937149,College,New Castle,0.15394183391927424,6143.605648139359,Male,39.0,Divorced
Rural,Yes,51.0,5.69186537035853,Graduate School,Manchester,-0.564472250664618,3704.9991974765126,Male,56.0,Single
Rural,No,56.0,5.571680495575169,Graduate School,London,-0.08628552561882769,5413.720317093384,Female,65.0,Divorced
Urban,Yes,60.0,6.349953329335461,Graduate School,New Castle,0.68060933813657,4819.019748902747,Male,79.0,Divorced
Suburban,Yes,58.0,6.171497221961682,High School,London,0.3056550179651677,5055.589203841455,Male,82.0,Single
Suburban,No,67.0,6.502570778790988,Graduate School,London,0.3268496448310628,3678.6225287910875,Female,87.0,Divorced
Urban,Yes,51.0,3.16859094595504,College,Manchester,,4678.332437652882,Male,96.0,Single
Urban,Yes,43.0,6.746689511231098,College,Manchester,-0.46914186662387686,3164.93004136988,Male,98.0,Married
Suburban,Yes,54.0,5.498335638033619,Graduate School,Manchester,-0.16352727334533715,,Male,46.0,Married
Urban,Yes,48.0,7.377681682196213,High School,Manchester,0.13637441971373893,4672.66214991794,Male,70.0,Divorced
Rural,No,41.0,7.173376069770402,Graduate School,London,-0.45032759826925894,5614.264525352943,Female,70.0,Married
Suburban,Yes,68.0,5.41120642664652,Graduate School,New Castle,0.42775882242536334,5874.36643219369,Male,48.0,Divorced
Urban,No,48.0,5.943066887864575,High School,London,-0.6096002165845305,4735.307375896547,Male,64.0,
Suburban,No,46.0,2.1573799738378243,College,Manchester,-0.4596280406641372,3846.8045667699726,Female,48.0,Married
Urban,Yes,57.0,5.869690305702306,College,Manchester,0.03882843764085431,5608.0825653838365,Male,74.0,Divorced
Urban,Yes,31.0,5.4400742094440595,College,Manchester,-1.3005952253931787,5318.418499272233,Female,48.0,Single
Urban,Yes,53.0,4.5385124638961045,Graduate School,Manchester,0.6811330654646974,4486.588693041927,Female,66.0,Divorced
Rural,No,42.0,5.609866980500816,College,London,0.2692533000136852,4575.028056460944,Male,50.0,Married
Urban,Yes,47.0,3.7750572788702224,College,London,-0.6965950118951698,3388.6364210866313,Male,55.0,Divorced
Urban,Yes,46.0,4.471604100475155,High School,Manchester,-0.30538155439498427,4786.627386962907,Female,79.0,Divorced
Urban,Yes,49.0,4.971307790786565,Graduate School,London,-0.1432262919055656,4424.26244189562,Male,41.0,Divorced
Urban,Yes,49.0,4.675976558257769,College,,-0.008990464099001283,4791.819453686723,Male,68.0,Divorced
Urban,Yes,44.0,6.378345033964066,,London,-0.07788085700621578,6105.976422400329,Male,58.0,Married
Urban,Yes,51.0,3.424015383768319,High School,London,-1.1775134383378743,4475.498697191256,Female,56.0,Divorced
Rural,Yes,44.0,4.813555429132105,College,Manchester,-0.5559426649227901,4929.968840148301,Female,47.0,Married
Rural,No,31.0,4.361068052830232,College,New Castle,0.4707222920147651,7050.08380251816,Male,40.0,Single
Rural,No,57.0,4.522741567155978,College,London,0.514854858322549,4603.074712129526,Male,67.0,Married
Rural,No,51.0,6.962102316382689,High School,New Castle,-0.20892222633299423,4785.537363000764,Male,52.0,Married
Suburban,No,63.0,6.7201401320373595,Graduate School,New Castle,0.37565249305184645,5722.137500983945,Female,76.0,Divorced
Suburban,No,43.0,3.426166139765829,High School,London,-0.391284337205835,4062.261801495823,Female,58.0,Divorced
Urban,Yes,49.0,3.349817273383203,Graduate School,Manchester,-0.534550011686343,4686.699015876327,,44.0,Married
Urban,Yes,46.0,4.3535191293394035,High School,New Castle,-0.16672560357023572,4069.6976903592504,Female,58.0,Divorced
Urban,Yes,40.0,5.009626783681141,High School,London,-0.10560965193295338,3689.7513070119985,Female,51.0,Single
Urban,No,48.0,5.110241787251895,Graduate School,London,-0.5920188842608425,4904.746526291905,Female,57.0,Married
Suburban,Yes,35.0,6.243325252924068,High School,New Castle,-0.3425174874471475,5703.551742953206,Male,76.0,Single
Rural,No,53.0,5.791361518665521,College,Manchester,0.2779280739784531,3911.4331300681824,Female,79.0,Single
Urban,Yes,60.0,5.5733218553927255,Graduate School,Manchester,0.04697412283482649,3846.180644933894,Male,49.0,Single
Rural,Yes,42.0,,Graduate School,New Castle,0.5321087515828866,4486.574058366809,Female,88.0,Single
Rural,Yes,47.0,5.080458887875231,College,Manchester,-0.2678302130381188,4863.115274384088,Male,56.0,Single
Urban,Yes,43.0,5.776229226622685,College,Manchester,-0.5679954062487991,5483.869000227537,,72.0,Divorced
Rural,No,45.0,5.591886883606145,High School,London,0.1503732009159655,3017.016534486076,Male,68.0,Married
Rural,No,44.0,7.087836407051616,College,Manchester,-0.29006867549769055,3259.383746033368,Female,69.0,Married
Suburban,Yes,,5.364824638388428,High School,London,-0.8515073187584937,4653.997304202228,Female,56.0,Divorced
Urban,Yes,59.0,4.75431639161261,College,New Castle,-0.03427226964060648,5842.531196389767,Male,45.0,Married
Urban,Yes,35.0,4.6903290599881045,Graduate School,Manchester,-0.5529426443584273,4274.15111443848,Female,72.0,Divorced
Rural,No,52.0,5.235313157886121,College,Manchester,0.21517866490408355,6077.921032022032,Male,53.0,Single
Rural,,40.0,5.296078194218663,Graduate School,Manchester,-0.12472800263160022,6841.613811280834,Female,57.0,Married
Suburban,Yes,47.0,5.679450991036558,College,New Castle,0.05602660919283026,6120.8874100959965,Male,64.0,Divorced
Suburban,Yes,44.0,7.3344149698272965,High School,London,0.012923447011176648,4290.323753857092,,82.0,Divorced
Suburban,No,55.0,5.648840637695755,College,New Castle,0.4970492621454864,4493.8102986617105,,62.0,Married
Rural,No,42.0,4.135390523767118,College,Manchester,-0.10635814343692404,5691.087365241123,Female,66.0,Single
Urban,Yes,37.0,6.455409628427796,Graduate School,Manchester,-0.2611051111506314,4951.62800320204,Male,57.0,Single
Rural,No,50.0,4.9238817791884655,High School,Manchester,0.1489021834065809,4892.783631739782,Female,55.0,Married
Suburban,,55.0,6.239760105133945,High School,Manchester,0.3207971681695835,4988.988759076352,Male,64.0,Married
Rural,No,23.0,6.422845579371174,College,New Castle,-0.05313791613392119,5059.54411098297,Male,54.0,Single
Suburban,No,49.0,4.2186904283633755,Graduate School,New Castle,-0.31676381878045123,4360.178634587819,Male,67.0,Married
Urban,Yes,48.0,2.992569619275901,High School,,0.18723128692497643,4645.24750286087,,66.0,Single
Urban,Yes,53.0,4.911674276722095,Graduate School,London,0.39319759197122184,5909.05601035819,Female,86.0,Single
Suburban,No,66.0,,College,London,0.17908137468937374,3982.3472794033905,Male,77.0,Divorced
Suburban,Yes,48.0,6.003723438629226,Graduate School,London,,4450.177045001844,Female,31.0,Divorced
Suburban,Yes,56.0,5.232994151204087,Graduate School,London,0.13818733847206205,5613.2344808173975,Female,79.0,
Suburban,No,41.0,5.092482225359558,Graduate School,New Castle,0.7801463218868041,5040.496341838691,Male,45.0,Divorced
Urban,Yes,51.0,4.725142368319473,High School,Manchester,0.013580689665917411,5542.024079511765,Male,66.0,Married
Suburban,No,42.0,6.385870054888796,Graduate School,New Castle,0.1988202409734342,4155.595468799411,Female,57.0,Divorced
Rural,No,39.0,6.072613343630318,College,London,0.20779431625331357,3310.8301494779284,Male,53.0,Married
Suburban,Yes,52.0,4.911245304449688,Graduate School,Manchester,-0.06051665929282854,4758.068384099814,Male,82.0,Divorced
Rural,No,55.0,6.028467552653295,College,Manchester,0.6832968167504702,6730.85895238211,Female,61.0,Single
Suburban,Yes,59.0,7.1321319030355985,High School,London,-0.1889026688023585,6206.684660145718,Male,,Divorced
Urban,Yes,48.0,6.950472295239401,Graduate School,London,-0.10705707854582536,3025.691381835648,Female,73.0,Married
Urban,Yes,50.0,3.906751402167348,College,London,-0.29097499224308776,5041.9480564457535,Female,29.0,Divorced
Urban,Yes,55.0,5.226198972662298,Graduate School,New Castle,0.37290404732222815,5673.226697662047,Male,62.0,Single
Suburban,Yes,51.0,4.19239223492012,High School,London,-0.42713107049931165,5120.539169902555,Male,85.0,Divorced
Rural,No,43.0,6.455176503489994,,New Castle,0.0594837800803632,5981.916723073791,Male,65.0,Divorced
Rural,Yes,55.0,4.233699275785579,College,Manchester,0.5342915089505141,4794.050478328112,Female,67.0,Divorced
Suburban,Yes,54.0,5.035231486805316,Graduate School,New Castle,0.00885051714237195,4712.743179750586,Female,57.0,Single
Rural,No,55.0,6.674101968136917,Graduate School,Manchester,-0.1106160601755107,5430.997287795147,Female,74.0,Single
Urban,Yes,51.0,3.849372004598073,College,Manchester,-0.08354806882730365,4681.936921924706,Female,,Single
Urban,No,58.0,7.285097335532178,Graduate School,New Castle,-0.8986333642332873,3747.420563282219,Female,78.0,Single
Urban,Yes,32.0,3.7625800557508056,Graduate School,London,-0.41577634187902396,5048.992646850221,Male,,Divorced
Suburban,Yes,41.0,4.014583311779104,College,Manchester,0.04824888231032459,3952.9030936872805,Male,66.0,Single
Rural,No,60.0,4.1150223671571835,High School,Manchester,0.15182333915498392,5391.9394533550985,Female,71.0,Divorced
Urban,Yes,43.0,4.50976072173663,College,New Castle,-0.48643996675351076,3101.146535341204,Male,76.0,Single
Rural,No,56.0,6.995328599864519,Graduate School,New Castle,-0.9837210298034356,3773.9853042750965,Female,79.0,Divorced
Suburban,No,57.0,5.679343032544198,Graduate School,Manchester,-0.5966460295052947,4766.08810829871,Female,79.0,Married
Rural,Yes,45.0,,High School,New Castle,0.34388488788817295,3434.2974137254005,Female,80.0,Divorced
Suburban,Yes,46.0,6.1160935319065315,Graduate School,New Castle,0.13358440339802807,3831.0163219855617,Male,62.0,Married
Suburban,Yes,51.0,7.570336948438216,College,New Castle,0.5790943897076268,,Male,50.0,Single
Urban,Yes,50.0,6.695877883376152,College,Manchester,0.055247177320696284,6183.559022116486,Male,35.0,Divorced
Rural,No,48.0,5.254896286987758,Graduate School,New Castle,-0.17021418875302904,4641.857152826748,Female,80.0,
Urban,Yes,49.0,4.508542623302893,College,New Castle,-0.18596045488314603,5394.585997518268,Female,72.0,Divorced
Suburban,Yes,57.0,6.225881259176926,College,New Castle,-0.6056954299863,5567.313765688358,Female,64.0,Married
Suburban,No,50.0,6.436926293841338,College,New Castle,0.25490615015223017,2058.0209306397155,Female,66.0,Single
Urban,Yes,52.0,5.358252613000295,Graduate School,New Castle,-0.3637222178556691,4960.041262286341,Male,53.0,Divorced
Suburban,Yes,51.0,7.262025419109375,College,Manchester,-0.11658496380723868,4340.309881589253,Male,69.0,Divorced
Urban,Yes,41.0,6.379382517963364,College,New Castle,-0.7040324684441118,5471.778424697003,Male,82.0,Divorced
Urban,Yes,47.0,4.90739183848158,College,London,0.27348900473721094,6935.441269681809,Male,64.0,Divorced
Urban,Yes,50.0,6.130133268959179,High School,London,0.3431831258857865,4851.129364269731,Male,62.0,Single
Urban,Yes,61.0,5.8299685424200325,High School,London,-0.19613841183489264,3825.6506363634,Male,75.0,Single
Urban,Yes,42.0,5.374050308552534,Graduate School,London,0.14952235409823028,5180.655466114863,Male,34.0,Single
Urban,Yes,52.0,4.4697323995621225,High School,London,-0.6938850831641538,5019.174608264623,Female,75.0,Divorced
Urban,Yes,51.0,5.1510743007361,High School,London,0.07907771639975741,5180.591867860799,Female,44.0,Single
Urban,Yes,61.0,6.809374623951901,College,London,,4911.948059217361,Male,,Married
Urban,Yes,46.0,4.9805561058154355,Graduate School,Manchester,-0.15159219272752988,4197.588484738995,Male,54.0,Single
Suburban,Yes,47.0,,College,Manchester,0.7520307708242902,3787.7582112966043,Male,67.0,Divorced
,No,40.0,6.780760460314853,High School,New Castle,0.4498316764146896,7718.669943062876,Male,60.0,Divorced
Rural,No,32.0,4.218781987953578,College,Manchester,0.06814815406467922,4301.890767096658,,64.0,Single
Rural,No,53.0,6.45729248471163,Graduate School,New Castle,-0.25749594039934337,1782.0577835466233,Female,56.0,Married
Urban,Yes,53.0,4.681802688318852,High School,Manchester,0.12630446943857393,5061.9353160189685,Male,89.0,Divorced
Rural,No,46.0,5.639764066521546,Graduate School,Manchester,0.8695080568783689,5921.772108326813,Male,60.0,Single
Suburban,Yes,39.0,6.132134238618687,College,New Castle,-0.7642714528446125,5661.905467239685,Female,63.0,Divorced
Rural,No,63.0,7.331149198333113,High School,London,-0.4232905463481528,5692.138127224149,,71.0,Married
Suburban,Yes,45.0,7.621064209640737,College,Manchester,-0.641945822539093,4160.970242880809,Female,15.0,Divorced
Suburban,No,54.0,5.610430286755071,High School,Manchester,0.05854687115597762,5038.205913003895,Male,65.0,Married
Rural,No,40.0,6.402153094985302,Graduate School,Manchester,-0.044055203206878446,5474.806961026917,Male,54.0,Married
Urban,Yes,56.0,5.4417212746957615,College,London,-0.23558437338004182,4753.839352106399,Male,54.0,
Urban,Yes,32.0,5.954084367947981,High School,London,-0.3992871541194953,5885.662747019989,Male,55.0,Single
Rural,No,49.0,4.553763456465096,Graduate School,London,-1.108238364383071,3921.0643481133548,,70.0,Single
Urban,Yes,53.0,6.069463414323696,High School,London,0.1478649972961013,5641.46929956197,Female,,Single
Suburban,No,37.0,6.17044173602787,Graduate School,New Castle,0.1811357088212237,3957.5317142693343,Male,,Married
Urban,Yes,47.0,6.150729335651664,College,New Castle,-0.041546633984273384,3366.4541769069283,Male,69.0,Single
Rural,No,33.0,4.743174258658986,Graduate School,London,0.04814451064532044,4420.443064393846,Female,39.0,Single
Urban,No,65.0,5.597757023445944,College,London,-0.48107344579901923,5305.558117172584,Male,78.0,Divorced
Rural,No,,7.747676527819916,Graduate School,New Castle,0.14185826921441003,5369.307476135387,Female,64.0,Single
Rural,No,69.0,4.303180142626515,College,Manchester,0.8818913859377202,6895.81766750532,Male,84.0,Single
Rural,No,79.0,3.794849168553811,Graduate School,London,0.5162748515918354,6115.964955868864,Female,81.0,Married
Rural,No,56.0,5.747328914376107,College,New Castle,-0.4774700284771787,5406.490764860755,Female,66.0,Married
Rural,No,67.0,5.984535228897022,High School,London,,3925.6712901636856,Male,71.0,Married
,Yes,40.0,4.3755752952847615,College,Manchester,-0.009677105666088148,2845.5258391535654,Female,58.0,Divorced
Urban,Yes,54.0,6.302502897873487,High School,New Castle,-0.2948704296020817,4626.485792801806,Female,57.0,Divorced
Rural,Yes,43.0,4.923902326272657,Graduate School,Manchester,-0.49768170898002406,5638.744218857304,Female,46.0,Divorced
Suburban,No,42.0,6.407697847402851,College,New Castle,-0.9115677730266541,5198.09574036582,Female,60.0,Divorced
Rural,No,60.0,6.10355620294515,Graduate School,Manchester,0.07648056081714938,5825.487109748387,Female,66.0,Married
Rural,No,67.0,4.994342477162103,Graduate School,London,-0.3685146383975272,4169.164367103303,Female,84.0,Single
Rural,No,70.0,6.947775440748997,College,London,0.5805693344379165,3207.104648703077,Female,87.0,Married
Urban,Yes,52.0,5.919119926809335,College,,-1.1299166965598668,4382.161198528279,Female,39.0,Married
Rural,Yes,51.0,4.809542584964509,College,New Castle,0.5307348006790759,3294.6289608239567,Female,71.0,Divorced
Suburban,Yes,53.0,5.809250009279304,High School,Manchester,-0.7795114895423791,4963.210640325749,Male,45.0,Single
Urban,Yes,55.0,4.960464271314616,High School,New Castle,0.07286087243531619,4777.473744923844,Female,48.0,Divorced
Suburban,Yes,50.0,7.233850144951489,High School,New Castle,0.11761347862475308,,Female,73.0,Single
Suburban,Yes,39.0,6.494210913703995,College,New Castle,-0.18273326163072134,3097.820054789642,Female,88.0,Divorced
Rural,Yes,45.0,5.345103007187957,College,London,0.14322956718851287,6160.363679602891,Female,95.0,Married
Rural,No,45.0,6.967634935125803,College,New Castle,0.3759008359192225,5193.481075817457,Female,62.0,Married
Urban,Yes,51.0,7.261383146289267,Graduate School,,-0.10773394974141154,5412.534965132116,Female,92.0,Single
Urban,Yes,47.0,3.2365293384224563,College,New Castle,-0.8222702496900434,2197.179161569692,Female,60.0,Divorced
Rural,No,48.0,3.7936228177681683,Graduate School,New Castle,-0.11729996938273624,5719.362465611689,Female,71.0,Single
Rural,No,41.0,3.9664105270619956,High School,Manchester,0.21438334227418443,4083.5760511026956,Male,52.0,Married
Suburban,No,36.0,6.151595171824722,Graduate School,London,-0.802491956028989,5951.707087210343,Male,62.0,Married
Rural,Yes,42.0,5.6755381564659375,High School,New Castle,-0.28651049907890536,4273.40034593359,Female,34.0,Divorced
Suburban,Yes,52.0,6.840163996095743,High School,Manchester,0.02869396473928021,6299.878692860762,Female,40.0,Married
Suburban,Yes,55.0,6.956150491458949,Graduate School,New Castle,-0.06851585067602034,4187.509056530208,Female,51.0,Divorced
Urban,Yes,40.0,6.182113510737334,High School,London,-0.5097413543638418,4588.685859670736,Male,81.0,Divorced
Rural,Yes,51.0,3.8413600803715617,Graduate School,London,-0.5262343516085441,4246.739933921336,Male,52.0,Divorced
