Years after high school graduation,Renew,Active online hours,Monthly Income,Marital Status,Location Code,Brand Loyalty,Education Level,City,Years with Company,Gender
33.0,No,7.153089249042722,3345.3938182194674,Married,Rural,-0.08072560082913952,College,New Castle,4.0,F
25.0,Yes,3.2077055441260103,6486.482774135569,Single,Urban,-0.3749168682388031,High School,New Castle,6.0,F
29.0,Yes,3.440551224064272,4902.805587289929,Married,Urban,-0.16546738682808942,High School,Manchester,4.0,F
19.0,Yes,5.744339935039852,3674.83655314565,Divorced,Urban,-0.28231856103392905,Graduate School,New Castle,2.0,F
24.0,Yes,4.600112201827086,5143.908655374514,Single,Suburban,-0.1764711159850954,Graduate School,Manchester,3.0,F
33.0,Yes,4.640617459772813,3518.64249616168,Married,Urban,0.5605815272535908,College,New Castle,4.0,F
25.0,No,6.8481044712712595,4836.630520963995,Married,Urban,0.02499909266525674,Graduate School,Manchester,2.0,M
23.0,Yes,4.275421607785448,6433.87798281609,Divorced,Rural,-0.14299897397618783,Graduate School,London,5.0,M
25.0,Yes,4.737850640795713,7367.0578729605695,Single,Rural,-0.5517502357466816,College,Manchester,4.0,F
36.0,Yes,4.315050381554311,7030.094731365282,Divorced,Suburban,-0.278053688815025,College,New Castle,4.0,M
32.0,Yes,6.072456506733806,5105.607963458476,Divorced,Suburban,-0.09625348459249178,College,Manchester,3.0,F
21.0,Yes,3.5436580400507145,6475.213222996789,Divorced,Suburban,0.11664653239044034,College,Manchester,7.0,M
33.0,No,6.411598050244462,4964.203234337965,Married,Rural,0.05246068970762087,High School,Manchester,2.0,M
19.0,Yes,6.588270615302581,6227.510671260229,Divorced,Urban,0.08628514687203266,High School,London,3.0,F
38.0,No,5.267021167453151,4890.325986152009,Divorced,Rural,0.03329687240649001,High School,London,2.0,M
37.0,Yes,2.9430422139621113,4372.8577731721125,Divorced,Suburban,-0.9618226210843368,College,Manchester,2.0,M
33.0,No,5.750565590125976,5429.200653048095,Married,Rural,0.2113162224366882,Graduate School,New Castle,3.0,M
28.0,Yes,,4519.823385215904,Divorced,Urban,0.3982945609864633,High School,Manchester,6.0,F
34.0,Yes,3.4902666859678106,5200.606347672231,Married,Urban,-0.10427884834696138,Graduate School,London,4.0,M
20.0,Yes,3.1395158454704486,5713.7787143092555,Married,Suburban,0.1217170068037064,High School,Manchester,5.0,F
27.0,Yes,4.000987978025686,3834.9095870924393,Single,Urban,-0.6051680912007451,High School,London,4.0,M
43.0,No,4.471112187414284,5969.824761678908,Single,Suburban,0.05538699546060047,High School,London,3.0,M
28.0,Yes,5.38475930572073,6902.259374271147,Divorced,Urban,-0.3348159902612491,College,London,4.0,F
36.0,No,6.975282144739853,3962.45580395125,Divorced,Rural,0.8281045763198317,High School,New Castle,6.0,M
37.0,Yes,4.950599052655755,6156.314502989264,,Urban,0.3557890658963163,Graduate School,New Castle,6.0,F
23.0,Yes,2.7556981690354103,4572.4183026710525,Divorced,Rural,-0.27304678310961333,Graduate School,London,4.0,F
32.0,Yes,3.81250693626461,7374.9330241647,Divorced,Suburban,-0.7414338986379863,High School,New Castle,6.0,M
31.0,Yes,4.056491253497356,4737.554087166465,Married,Urban,0.7240545843128064,High School,London,6.0,F
19.0,Yes,4.339071179579792,4651.577963659023,Married,Urban,0.7200494250550384,Graduate School,London,4.0,M
26.0,Yes,5.761087415051633,4776.457684409049,Married,Urban,0.0037752378284158228,College,New Castle,5.0,M
26.0,Yes,3.343910818877197,5208.131316559722,Married,Urban,-0.2886985358975362,Graduate School,Manchester,4.0,F
22.0,No,3.8100522185596093,6662.777289092948,Single,Rural,0.28559189532773904,Graduate School,London,4.0,
35.0,No,6.237885748311969,4399.134873376731,Single,Urban,0.402765523176572,High School,London,5.0,M
39.0,Yes,4.050250181289581,6665.133478156539,Divorced,Suburban,-0.8746149373522303,Graduate School,London,5.0,F
22.0,No,7.242293708795532,4787.272173886647,Married,Suburban,0.6314407282036756,College,New Castle,4.0,F
25.0,No,8.045702315310937,4336.486397787582,Married,Rural,0.6098154154111901,Graduate School,Manchester,2.0,F
21.0,No,7.96687451537761,3152.027996335392,Married,Rural,1.0738443901840338,High School,London,7.0,F
20.0,Yes,2.3630843296061332,4888.274310153535,Married,Urban,0.6052652460923411,Graduate School,Manchester,8.0,F
34.0,No,5.961522911065963,5054.007589190586,Divorced,Rural,0.22203183789608089,High School,,4.0,F
11.0,,2.4934762889169986,7158.793711295454,Single,Urban,-0.42900754068363756,Graduate School,Manchester,4.0,F
36.0,Yes,5.200581681065972,2347.4069775308662,Divorced,Urban,0.46437566752605725,Graduate School,Manchester,4.0,F
38.0,Yes,5.299336581170053,6793.011964627858,Single,Suburban,0.5122303211480868,College,London,,F
26.0,No,4.53406256491519,6064.605573378927,Divorced,Rural,0.21059672444586053,Graduate School,New Castle,4.0,M
24.0,Yes,5.177369242193081,5015.589295490136,Divorced,Urban,0.07944875150591321,High School,London,4.0,F
44.0,No,6.252620279349095,5386.095258923121,,Rural,0.8120231206374954,College,,4.0,F
22.0,No,7.251311930587752,5152.425194345913,Single,Rural,0.5725890639821629,Graduate School,London,3.0,F
40.0,Yes,5.135415371201366,6240.011225164576,Single,Suburban,-0.5567355851732806,College,,,F
35.0,Yes,3.1148223626865588,5039.734545456122,Divorced,Suburban,0.23598063235242972,Graduate School,New Castle,5.0,F
24.0,No,7.7494809602296755,2642.044612015708,Married,Suburban,0.32631528672675575,College,London,6.0,F
51.0,No,6.249229515425594,4671.515517024072,Married,Rural,0.3638993569110213,Graduate School,New Castle,4.0,F
34.0,Yes,4.11705490691475,4736.569959698971,Married,Urban,-0.09171196322643271,High School,London,4.0,F
22.0,No,5.309016700720205,4942.109032578312,Divorced,Rural,0.16655637110176238,Graduate School,New Castle,4.0,F
25.0,No,6.532534045150379,4968.1205054720895,Married,Rural,0.0935918501126502,High School,London,4.0,F
44.0,Yes,4.574559727278689,5589.574683402678,Single,Suburban,-0.5561012818448766,High School,London,4.0,
35.0,Yes,5.166460321290041,6348.700386947584,,Urban,0.2577270231476373,College,Manchester,4.0,M
37.0,No,6.114947919911265,5661.522775875868,Divorced,Rural,0.4057688017403568,High School,Manchester,4.0,M
29.0,Yes,,4175.512754524832,Divorced,Urban,0.5064389971677811,,Manchester,5.0,M
36.0,Yes,4.551355543608798,5642.386492011077,Married,Urban,-0.6864859624924251,College,London,3.0,M
31.0,No,5.206145439186076,6311.518565403303,Single,Rural,1.020127745418884,College,New Castle,3.0,F
26.0,No,5.420318751691719,6230.969341625139,Single,Rural,0.5964153119922817,Graduate School,Manchester,3.0,F
32.0,No,4.589777475840729,5786.315834890623,Married,Rural,0.39846320977693234,College,Manchester,4.0,F
35.0,No,5.621956446956246,4789.541657463847,Married,Urban,0.4076829960370874,Graduate School,London,4.0,F
28.0,Yes,1.9792719096655502,7018.608633054694,Single,Suburban,0.3141897269840187,College,Manchester,7.0,F
27.0,Yes,4.430375625224528,4453.589014664715,Single,Urban,-0.8512443483557115,High School,New Castle,3.0,M
29.0,No,6.622975146609437,4233.893456152959,Single,Rural,-0.003048239802097147,High School,New Castle,3.0,F
20.0,Yes,5.432022689426092,3826.247130227422,Divorced,Urban,-0.4394181621041845,College,Manchester,4.0,M
27.0,Yes,5.254281380441615,3689.2224385398663,Married,Suburban,0.981808399215249,High School,London,5.0,F
37.0,No,6.893306501463959,4117.720125864312,Married,Rural,-0.12176166416851514,High School,New Castle,3.0,F
39.0,Yes,2.3097340729161706,4915.590255489765,Married,Suburban,0.7144426443764588,Graduate School,Manchester,7.0,F
21.0,No,5.10704960459999,5320.89928450317,Married,Suburban,0.20585676402652248,High School,Manchester,4.0,F
37.0,Yes,5.1961694615154315,4219.269731510412,Divorced,Suburban,0.38781424103932804,College,London,4.0,M
38.0,Yes,3.4365254877936,3795.718914680134,Divorced,Urban,-0.25803647784854183,College,London,3.0,M
7.0,Yes,4.300165194204677,4616.909897010469,Divorced,Urban,0.2020637140674824,Graduate School,London,3.0,M
16.0,Yes,3.2694609012315317,5700.652851197698,Single,Urban,0.07860508103831966,High School,Manchester,6.0,M
24.0,Yes,7.457641880255705,5385.77107820769,Divorced,Urban,-0.7804040372987928,Graduate School,London,,F
32.0,No,5.830095202621921,4140.193234573434,Divorced,Rural,0.15907973159282532,Graduate School,Manchester,4.0,M
33.0,Yes,3.9114517046077504,4269.757106192068,Divorced,Urban,0.17055999767672192,College,London,4.0,F
35.0,Yes,3.604092832001543,4813.23101163938,Divorced,Urban,-0.029243444450787442,,London,4.0,M
25.0,No,5.724051818963803,3879.708828863223,Married,Suburban,0.02424869071154065,Graduate School,New Castle,6.0,M
18.0,Yes,3.927922972177745,5522.801841639901,Divorced,Urban,0.15147399696249308,High School,New Castle,6.0,M
23.0,No,5.453970253420674,5328.612619865965,Single,Suburban,0.5133709230238517,High School,New Castle,5.0,M
23.0,Yes,4.707497509682921,3834.2075637098415,Single,Urban,-0.33884172003653745,Graduate School,New Castle,3.0,M
28.0,Yes,3.5162643850651087,5422.35938257814,Divorced,Suburban,-0.03285443238869293,Graduate School,New Castle,5.0,M
23.0,Yes,5.809536345036443,4775.292019476134,Divorced,Suburban,-0.03560134585619215,Graduate School,Manchester,5.0,M
15.0,No,7.7077379768589065,4267.705177250194,Married,Urban,0.7985751977652747,High School,London,4.0,M
20.0,Yes,4.89190581274634,5454.330062962248,Divorced,Urban,-0.5702178304314584,High School,London,3.0,M
26.0,,4.531862135556402,5896.662922327137,Single,Rural,0.4064751805361446,High School,Manchester,6.0,F
39.0,No,5.208034396924756,5350.44682151569,Married,Suburban,0.7060576095969939,Graduate School,London,6.0,F
23.0,Yes,4.397723046029465,4645.446779807601,Married,Urban,0.45789285114275086,Graduate School,New Castle,6.0,M
16.0,Yes,2.464312252114113,5870.83527667179,Single,Suburban,0.3162236920125212,College,London,6.0,M
24.0,Yes,4.737125420052733,3682.074676190011,Single,Suburban,0.08530088136558588,High School,Manchester,5.0,F
25.0,Yes,2.732106036042572,2965.774264638228,Divorced,Urban,0.9465236814215883,College,Manchester,6.0,F
30.0,No,4.354039341742478,5543.516624408275,Married,Suburban,0.014285512095981306,High School,London,3.0,M
43.0,,5.964693553059819,3384.564528828002,Married,Suburban,-0.16161465743308567,College,London,1.0,F
31.0,No,6.960395267208643,4041.7113026978104,Married,Urban,0.3291343761120902,High School,New Castle,4.0,F
31.0,No,6.563262908378928,4794.83003069007,,Suburban,0.6363874969597034,College,New Castle,4.0,F
31.0,Yes,5.261425945248917,2412.0060782710643,Divorced,Rural,1.370988537845267,College,New Castle,4.0,M
36.0,Yes,3.96383149489929,4496.9332743893665,Single,Suburban,0.4691136580477457,Graduate School,New Castle,,F
27.0,Yes,5.522128247532139,4122.262580638145,Divorced,Suburban,0.2335184649371073,College,London,5.0,M
24.0,Yes,5.490080995514466,4173.754085889435,Divorced,Urban,0.2772766683962595,High School,Manchester,5.0,F
36.0,Yes,5.521137526609224,3666.661543182342,Divorced,Suburban,0.5521866680598684,College,London,5.0,F
24.0,No,8.051690942040354,4454.488651347495,Married,Urban,0.719230076869053,Graduate School,London,3.0,M
32.0,Yes,3.664062135964904,3335.922178524097,Single,Urban,0.8990011414387363,Graduate School,London,5.0,F
35.0,Yes,7.388561768321051,4872.0975872832405,Married,Rural,-0.3701174373921643,Graduate School,London,4.0,F
31.0,Yes,4.609080856651347,3409.966209722759,Single,Urban,0.7625049187844822,Graduate School,New Castle,4.0,
23.0,No,5.149861068572652,4065.747647992448,Single,Rural,-0.16941085652567922,College,New Castle,5.0,M
30.0,No,5.234920313428677,5394.442608441527,Divorced,Rural,0.9398160995810378,College,New Castle,6.0,M
19.0,Yes,3.2318620636796074,5363.061003405065,Married,Urban,0.5890139976294467,Graduate School,Manchester,6.0,F
30.0,No,5.963785498304156,4444.0854928556155,Divorced,Rural,0.29475114437926553,College,London,4.0,F
44.0,Yes,5.37987288208066,4047.22955339271,Divorced,Suburban,-0.04344045419865433,Graduate School,New Castle,2.0,
35.0,No,6.3945501226944135,5023.836034738708,Single,Suburban,0.9561899458357586,College,London,6.0,M
35.0,Yes,5.621035459526948,5798.263436288644,Divorced,Suburban,-0.7948757776295938,Graduate School,London,4.0,F
34.0,Yes,5.338924567736474,3846.4405093550668,Married,Urban,-0.013068305993834517,College,London,3.0,M
20.0,Yes,5.121496197643777,4043.4737156676592,Married,Rural,0.030249526579793157,Graduate School,New Castle,2.0,M
29.0,Yes,4.775584745406545,4900.685446072062,Divorced,Urban,-0.02562102409850789,High School,London,4.0,M
34.0,Yes,3.334984470385503,6171.0980435327,Married,Urban,-1.2036476296581853,College,London,5.0,M
39.0,Yes,3.502006082629986,4936.636021256218,Divorced,Urban,0.4960409958141802,High School,New Castle,6.0,F
28.0,No,5.555859735803703,5171.621960440074,Married,,0.06307814376894431,College,Manchester,3.0,M
24.0,Yes,7.373705904562007,4213.0521714315,Married,Urban,-1.1168231428066984,High School,Manchester,1.0,M
17.0,No,4.8875575627747825,5885.339484236118,Divorced,Suburban,-0.04644105271632054,College,London,2.0,F
28.0,Yes,4.869398884441397,3078.167117589495,Divorced,Urban,0.4954644245350304,High School,Manchester,3.0,M
36.0,No,4.640981604446241,5786.376347789826,Married,Rural,0.5927552162153691,College,Manchester,5.0,F
15.0,Yes,4.213957009831436,8333.333333333334,,Suburban,-0.7543553185401766,College,Manchester,4.0,M
25.0,Yes,4.688910735498169,6543.960478413129,Single,Urban,-0.8740705351739166,Graduate School,London,4.0,F
28.0,Yes,4.949324530782726,3726.196429290316,Single,Suburban,0.15058113710674553,Graduate School,New Castle,5.0,F
35.0,No,6.3590183962910585,4416.453175850726,Married,Rural,0.25549760385986414,High School,New Castle,4.0,F
28.0,Yes,5.433445227017894,5908.7413897539245,Married,Urban,0.4680535801636128,High School,Manchester,6.0,M
37.0,Yes,5.62115479256318,4535.379143131326,Divorced,Urban,0.01879554098095612,High School,New Castle,3.0,F
26.0,No,5.369020546543358,6154.619925169625,Married,Rural,0.9770560105287359,Graduate School,London,4.0,F
40.0,No,7.010564813985409,4687.708675058381,Divorced,Rural,0.034912738558247836,High School,Manchester,2.0,F
29.0,No,6.466098415508436,4548.848064992145,Single,Rural,0.7096849262686499,Graduate School,Manchester,6.0,M
44.0,Yes,4.959997664551514,3693.5306505726053,Divorced,Suburban,0.6192195626334851,High School,London,4.0,M
22.0,Yes,4.908837040708472,2552.8487349722564,Divorced,,0.011950809641038895,High School,New Castle,3.0,F
26.0,No,6.452779631507262,4238.625406214959,Single,Suburban,0.546512686128132,College,Manchester,6.0,F
27.0,Yes,3.825768657602111,6495.821997784395,Divorced,Suburban,-0.19043150236865602,College,New Castle,3.0,M
34.0,Yes,4.767091940140945,3731.7921112936533,Single,Urban,-0.061646193668107696,Graduate School,New Castle,3.0,M
28.0,Yes,4.538488890176304,5549.259632865964,Single,Urban,-0.012543883185203386,High School,London,4.0,F
19.0,Yes,5.9710786621808705,3519.0306830410764,Divorced,Rural,-0.09961637275433177,College,New Castle,3.0,M
,Yes,4.18331581487698,5579.129377794111,Single,Suburban,-0.27655705387865404,Graduate School,Manchester,5.0,F
26.0,Yes,5.160949507412012,4852.241724737152,Single,Suburban,-0.3358982852740289,Graduate School,Manchester,6.0,M
21.0,,6.450363797428795,3750.838525138578,Divorced,Rural,-0.357716960801175,College,New Castle,5.0,F
36.0,Yes,,4882.857455589297,Single,Rural,0.7911435926635887,High School,London,5.0,F
29.0,Yes,4.682839707791808,3190.4751363885716,Married,Suburban,-0.48239474260678517,College,,2.0,F
20.0,No,5.2981696300658365,5621.46267762849,Married,Rural,1.0351227202239794,College,Manchester,6.0,M
34.0,Yes,4.153698809877523,4667.442591288954,Single,Urban,-0.10271568073774817,High School,New Castle,5.0,F
35.0,Yes,6.353384891601423,4506.772384081832,Single,Urban,-0.11423270227573379,Graduate School,Manchester,1.0,M
14.0,Yes,4.342498095136558,4145.483793552939,Divorced,Urban,-0.3011701958868336,High School,Manchester,4.0,M
33.0,No,4.1406467300304906,5796.604910589459,Single,Rural,0.465784729587513,High School,New Castle,5.0,M
28.0,No,6.76273820442637,4368.812175071151,Married,Suburban,0.0982258036947144,High School,London,3.0,F
32.0,No,4.860125757164781,5139.817457567994,Single,Suburban,-0.11670121294329883,Graduate School,Manchester,4.0,M
27.0,Yes,4.978069512756332,6311.368744760361,Married,Suburban,-0.09726311761072631,Graduate School,New Castle,5.0,F
41.0,No,7.0413525330378075,3443.7804783927145,Single,Suburban,-0.19309293647238096,College,New Castle,4.0,F
27.0,No,4.854162101548462,5520.915965481966,Single,Rural,0.4624080399964068,College,London,5.0,M
16.0,No,5.688988102732263,4928.646658910638,Married,Rural,0.13296501512809464,High School,New Castle,3.0,F
42.0,Yes,4.576722715269572,2553.167914258563,Married,Suburban,0.6712444977024118,Graduate School,London,4.0,M
28.0,Yes,4.222018406849049,3961.799244426797,Single,Urban,0.3485994744729334,College,New Castle,5.0,M
19.0,Yes,3.4390623498107398,3475.705541156332,Single,Urban,-0.14819216379443867,Graduate School,London,3.0,M
26.0,Yes,3.105692309386754,5508.221685663234,Single,Urban,0.19139213633086524,Graduate School,London,4.0,F
22.0,Yes,2.4532992974598393,6106.367949356713,Divorced,Urban,-0.9035621220142782,Graduate School,Manchester,5.0,M
28.0,,6.382731208670626,3883.0791339736015,Married,,0.08401736732753673,College,New Castle,6.0,M
15.0,No,6.511074684080677,5090.407118610176,Single,Rural,0.1838657924371928,College,London,2.0,M
20.0,No,7.7361819959930145,3856.8765775098286,Divorced,Suburban,0.7409885629131823,High School,London,6.0,M
15.0,No,6.1995388273052505,4451.378302945319,Married,Suburban,0.7142048484229929,Graduate School,Manchester,4.0,M
20.0,No,3.1382566383435506,7459.912943619289,Single,Suburban,-0.18222928948569778,Graduate School,Manchester,2.0,M
26.0,Yes,5.643551048073591,5206.388893062495,Divorced,Suburban,-0.2882922020630374,High School,New Castle,4.0,M
29.0,Yes,5.710643634372726,4031.0317467472464,Divorced,Urban,-0.19543254512065866,High School,Manchester,3.0,M
25.0,Yes,3.1147825239335756,5131.959895370114,Single,Urban,0.08959189868274511,High School,Manchester,6.0,M
29.0,Yes,5.001262947440653,4434.603569442908,Single,Urban,-0.29868987854007084,College,New Castle,3.0,F
24.0,Yes,3.8402979941776794,6227.579381550513,Married,Urban,0.060085782150334416,,Manchester,4.0,M
19.0,Yes,4.077904153765089,4238.970338863021,Divorced,Urban,-0.27017623682701514,High School,Manchester,5.0,M
25.0,Yes,4.914188776142041,4747.2924780139765,Divorced,Urban,-0.5576896345311123,College,Manchester,3.0,F
24.0,Yes,4.292300335971813,5372.177720601846,Divorced,Urban,-0.685713024905277,High School,New Castle,5.0,F
19.0,No,3.6539711353818545,7688.17934731628,Married,Rural,0.481342474444326,Graduate School,New Castle,2.0,M
35.0,Yes,2.868161704934488,6191.010053504345,Married,Urban,0.21363647015343892,College,Manchester,7.0,M
38.0,Yes,5.879888275217319,4039.063225394394,Divorced,Urban,-0.002824763366803651,Graduate School,Manchester,3.0,M
36.0,No,5.8476714265498675,4553.985307271963,Married,Rural,0.14930067804385444,Graduate School,New Castle,6.0,F
35.0,Yes,3.4001906307037744,5830.839904057076,Divorced,Urban,-0.2581182520629568,Graduate School,London,5.0,F
35.0,Yes,5.78694644586961,4439.926829361359,Single,Rural,-0.09871529968392273,College,New Castle,3.0,M
18.0,No,6.504635150288442,3461.413046794886,Divorced,Rural,-0.3730745218275727,Graduate School,New Castle,3.0,F
29.0,No,7.530108876971131,4056.506802142712,Married,Rural,0.5880105907675608,Graduate School,New Castle,5.0,M
25.0,No,6.157743002782949,4529.920128313219,Divorced,Rural,0.5003221092624295,Graduate School,,6.0,M
34.0,No,4.135302354348499,,Married,Rural,0.3952756125975388,High School,New Castle,4.0,F
,No,6.535541858189433,5536.467877934215,Married,Rural,0.35828522365289694,Graduate School,London,1.0,F
23.0,Yes,4.751936632697862,4229.8238043017,Single,Suburban,-0.1965006926445858,High School,London,3.0,M
25.0,,5.032100777293743,5562.874064741675,Married,Rural,-0.20760942363197554,High School,New Castle,3.0,M
,Yes,5.664064879781204,4533.472304660356,Single,Urban,0.1050402010801974,Graduate School,New Castle,3.0,M
30.0,No,5.50260363386735,6113.207097576875,,Rural,0.6557268774096956,Graduate School,New Castle,3.0,M
28.0,Yes,2.6214543287620473,7190.92784687525,Single,Urban,-0.6836583048597444,High School,New Castle,,M
,No,6.674754078076232,5476.7074960627615,Single,Rural,0.22738512926154536,Graduate School,Manchester,1.0,F
29.0,No,6.03481677622745,3776.0118759745983,Single,Rural,-0.2748304920678925,College,New Castle,,M
30.0,Yes,5.3230087941377695,4133.614927509218,Single,Suburban,0.2154299144439308,Graduate School,London,2.0,M
28.0,No,5.318880572033637,4575.148159382208,Single,Suburban,0.16694800233840706,College,London,6.0,F
30.0,No,7.377320769463062,4430.082196765318,Married,,0.9147370782231845,Graduate School,London,6.0,M
12.0,Yes,8.19530457449209,4649.164761429964,Single,Rural,-0.36272253255866116,High School,Manchester,3.0,F
47.0,Yes,,5214.6034946854215,Divorced,Rural,0.15998720596734367,College,Manchester,5.0,
20.0,No,5.202494720345735,5799.01528064637,Single,Rural,-0.02353509805674822,College,London,0.0,M
23.0,Yes,3.6899620534245843,5238.271240119041,Divorced,Urban,-0.11221903633123931,High School,Manchester,5.0,F
39.0,Yes,5.917313038595194,6533.639158177875,Married,Suburban,-0.29110089865802885,High School,,4.0,M
36.0,Yes,6.7475241471934755,3071.2760941100055,Single,Urban,-0.16283804005624286,College,London,2.0,F
34.0,Yes,2.022644523834441,4910.84628943112,Married,Urban,0.7163918688530221,High School,London,9.0,M
2.0,No,8.272304700577074,2665.767767288254,Divorced,Rural,0.2552707223618863,Graduate School,New Castle,5.0,M
37.0,Yes,4.103098623726935,4985.0962167217585,Single,Urban,-0.4112919174844657,Graduate School,Manchester,4.0,M
18.0,No,3.4727697742903008,5927.870575405153,Single,Rural,0.3442872743965829,College,Manchester,6.0,F
13.0,No,6.984932380808641,5234.816415001324,Single,Rural,0.9109533044655314,High School,Manchester,4.0,M
39.0,Yes,5.166402934043026,4378.500305292928,Married,Suburban,-0.20356108584441696,High School,London,4.0,M
29.0,Yes,6.8678803826199175,4368.084787360208,Divorced,Urban,,Graduate School,Manchester,4.0,M
14.0,No,5.914964747847585,5309.014448188507,,Rural,0.35314911962827145,High School,Manchester,4.0,
37.0,Yes,4.637633577151476,3316.344683532977,Divorced,Rural,-0.10356822381621095,High School,Manchester,4.0,F
33.0,Yes,5.112582634933812,3135.8664709863897,Divorced,Suburban,0.34115828608997373,College,New Castle,4.0,M
22.0,Yes,4.799872748232351,3932.493212420514,Divorced,Rural,-0.21404017429140465,,New Castle,5.0,F
30.0,Yes,4.515700850199173,5030.349305921971,Single,Urban,-0.5138815662332116,High School,Manchester,2.0,M
35.0,No,7.159467353918304,4786.810767387711,Married,Rural,0.33281205541196907,College,London,3.0,M
28.0,No,7.872901868364454,3794.848440204307,Single,Suburban,0.01188357879574875,High School,London,2.0,F
32.0,Yes,2.590645244931706,4646.378412729941,Divorced,Rural,-0.17711032195804116,High School,Manchester,6.0,F
28.0,Yes,2.6205951762030604,4059.713528612926,Divorced,Urban,0.38750335863128293,College,London,6.0,F
42.0,No,5.635164329534983,4918.335546945322,Divorced,Suburban,1.123132245346521,Graduate School,Manchester,9.0,M
35.0,Yes,4.402132038667931,5299.778013945355,Single,Urban,-0.425591053830354,College,London,5.0,M
42.0,Yes,3.1370950305071252,3513.6552926512277,Divorced,Urban,0.16946066559177117,High School,New Castle,6.0,M
28.0,Yes,3.716788418820016,3584.3480166038794,Divorced,Rural,0.292844676087915,College,London,6.0,F
21.0,Yes,3.904281860478571,5273.841094457725,Single,Rural,-0.25455099201726317,High School,New Castle,5.0,F
23.0,No,5.822694835938086,5788.318316884317,Married,Rural,0.09336210455570021,High School,Manchester,2.0,M
30.0,Yes,5.572181221779251,3835.5890485142136,Divorced,Urban,0.5064272029209851,Graduate School,Manchester,2.0,M
36.0,Yes,5.8988885351246925,5962.65098870264,Married,Urban,-0.6684708278782977,High School,Manchester,2.0,M
30.0,Yes,4.648424973760336,6260.060403703869,Divorced,Rural,0.1947253681532788,High School,New Castle,5.0,F
45.0,No,6.751557475551892,4001.3780406513947,Married,Suburban,0.0846932433662564,Graduate School,Manchester,4.0,F
42.0,Yes,5.754549329277227,4008.697267979783,Single,Rural,0.7299991491364219,Graduate School,London,4.0,M
34.0,Yes,7.222653403959674,3637.622397328292,Single,Urban,-0.31984457808741507,High School,London,2.0,F
22.0,Yes,6.012093717044837,6145.584390334021,Divorced,Urban,-1.5,College,London,2.0,M
33.0,Yes,4.798805511493035,6700.199175416159,Married,Suburban,-0.6449170655879016,Graduate School,Manchester,4.0,M
35.0,Yes,5.537331338747816,4743.952142225251,Single,Urban,-0.44538352031448725,High School,Manchester,3.0,M
38.0,Yes,3.6525420623316087,5322.8862722654,Married,,-0.06472689732652287,College,New Castle,,M
33.0,Yes,3.395357602509766,4912.16262923202,Single,Urban,0.5829550453880912,High School,London,8.0,F
47.0,No,6.275358433290169,4350.8968166150435,Married,Rural,0.4156467247955382,Graduate School,London,5.0,F
34.0,Yes,5.019339061229239,,Divorced,Rural,-0.07492339550046123,High School,Manchester,4.0,M
32.0,No,4.315718716312982,5311.7411701278,Married,Rural,-0.5612256621037648,College,Manchester,4.0,F
26.0,Yes,4.6342157863322,4126.839809431868,Divorced,,-0.04191463560880576,Graduate School,New Castle,5.0,F
23.0,Yes,3.578877210153863,5657.508103596602,Divorced,Urban,0.05728419457444814,High School,Manchester,5.0,
36.0,No,7.350574830851889,3361.7698202208385,Divorced,Rural,-0.10259227452880937,Graduate School,London,4.0,M
35.0,No,5.792793179707134,3169.881659637015,Married,Rural,-0.6652438271411382,High School,Manchester,4.0,M
21.0,Yes,5.765527536143371,4447.676770825325,Divorced,Suburban,0.3993099159661371,High School,London,4.0,M
22.0,Yes,2.1470107586624483,5748.0221593651795,Single,Suburban,1.4067389538038955,College,Manchester,6.0,M
26.0,Yes,5.736855828185301,4960.284924942002,Divorced,Urban,-0.04838122084762367,High School,New Castle,3.0,F
18.0,Yes,5.534132948584122,3632.184671668047,Single,Suburban,0.5753195655440576,College,London,4.0,F
42.0,No,6.058885512994188,4354.510053188469,Married,Rural,,Graduate School,London,6.0,M
26.0,Yes,5.699545234453519,4872.300744012218,Single,Urban,-0.1121971777664435,Graduate School,New Castle,2.0,F
21.0,Yes,3.286813347344425,6596.604038663461,Divorced,Urban,-0.40335191788125246,College,Manchester,5.0,F
26.0,No,5.2774575193999835,6709.008040585932,Divorced,Rural,0.5455364368292408,High School,New Castle,1.0,M
24.0,Yes,4.321717973124823,4058.2180078067695,Divorced,Urban,0.4193822255320301,High School,Manchester,6.0,F
18.0,No,7.22715479637663,4350.818730651185,Divorced,Suburban,0.7522002854818496,Graduate School,London,6.0,M
28.0,No,4.759113075140704,4812.428511913631,Married,Rural,0.26260036419976807,High School,New Castle,4.0,F
27.0,Yes,4.377715433426942,5502.195046822958,Divorced,Suburban,-0.33764617160919264,College,London,2.0,F
39.0,No,5.261900651706244,5946.431532538977,Single,Suburban,0.2461842211445695,High School,Manchester,2.0,M
32.0,Yes,3.8004896663454906,4728.7012629200235,Single,Suburban,-0.21216796028141033,Graduate School,London,4.0,M
24.0,Yes,6.25553986047316,5281.55535005165,Single,Urban,-0.09746216390957685,High School,Manchester,5.0,F
41.0,No,5.863221424248258,4814.070107216178,Married,Suburban,0.2871028541377257,High School,London,4.0,F
41.0,Yes,3.1491686952235716,5331.9122012765265,Divorced,Urban,0.18207254964348815,College,Manchester,5.0,M
36.0,Yes,5.3683089163615865,4433.490034956862,Married,Urban,0.49964179038746465,Graduate School,New Castle,4.0,M
23.0,No,4.584049404609622,5214.049328260978,Married,Rural,0.2834893491725311,High School,New Castle,7.0,M
