Sex,Renew,Marital Status,Years after high school graduation,Location Code,Monthly Income,Education Level,Online Activity,Brand Loyalty,City,Years with Company
F,No,Single,40.0,Rural,4511.285153668989,High School,6.288625076126935,0.18200967988832167,New Castle,5.0
M,Yes,Single,36.0,Urban,4252.516572195326,Graduate School,6.249941200103038,-0.2351580369250017,Manchester,3.0
F,Yes,Single,26.0,Urban,3816.2859708582696,College,3.5358312574898343,-0.47187232114796374,London,6.0
M,Yes,Divorced,42.0,Urban,4060.6741657472603,College,7.975839166500572,0.1265318528404444,London,5.0
M,No,Married,33.0,Rural,4362.183538042787,College,6.077152489035021,-0.01972894062536491,New Castle,3.0
M,Yes,Divorced,,Urban,3333.603005726496,College,5.588013390071254,-0.34501405215561226,New Castle,4.0
M,Yes,Divorced,,Urban,5468.133210477546,High School,5.127744116928325,0.008252516735843821,London,4.0
F,Yes,Divorced,35.0,Suburban,3108.5304577500888,,3.7456229666548975,-0.032327055960451934,Manchester,4.0
M,No,Divorced,19.0,Suburban,6422.876581025708,College,7.111368067346792,0.48390151383396846,New Castle,5.0
F,Yes,Divorced,40.0,Urban,3859.747795275935,High School,5.556187934800135,0.16778053034291032,London,4.0
F,No,Married,31.0,Suburban,3595.705459584279,Graduate School,3.7416778643334934,0.29122829701772424,New Castle,4.0
M,No,Married,11.0,Rural,6240.816599813435,College,7.381250713884061,-0.027340217302789585,London,8.0
M,Yes,Single,36.0,Urban,4032.5269772961524,High School,3.5191270758399096,0.1528977573062699,New Castle,1.0
M,No,Married,38.0,Suburban,3692.647140293245,College,6.158052156332413,0.3273100993402879,Manchester,5.0
M,Yes,Divorced,41.0,Urban,4206.637472912235,Graduate School,5.979597345075462,-0.036547782076967766,New Castle,2.0
M,Yes,Single,27.0,Urban,4713.71476996816,College,6.233244579806274,0.2243664863254494,London,4.0
M,Yes,Single,45.0,Urban,3523.9712478482215,Graduate School,4.904764793689241,-0.3475323396785419,London,2.0
F,Yes,Married,28.0,Suburban,4189.57509580808,College,5.524500311509836,-0.0297736932957966,Manchester,3.0
M,No,Married,15.0,Rural,7763.8323316466485,High School,8.443698843946876,-0.06997062778058896,London,5.0
F,Yes,Single,31.0,Urban,3275.6149245333136,College,2.5060377726902803,-0.019833244795488154,Manchester,6.0
M,No,Married,31.0,Suburban,5393.415603666453,High School,8.330213040498347,0.4540796198210254,London,1.0
F,No,Single,20.0,Rural,3841.4972703437647,Graduate School,4.900788464104816,0.1896220372003571,New Castle,5.0
F,Yes,Divorced,29.0,Urban,4206.372786221759,Graduate School,6.989208916600932,0.13108834909076902,Manchester,
F,Yes,Divorced,13.0,Urban,4067.5776594090066,Graduate School,4.4770440564587,0.1943857891187174,Manchester,5.0
F,Yes,Divorced,21.0,Urban,3586.611548453928,Graduate School,6.543000736673024,-0.10072670381079697,Manchester,5.0
F,No,Single,21.0,Rural,3724.0542722507066,College,4.8851802578555334,-0.4421017581043893,New Castle,7.0
F,Yes,Divorced,34.0,Urban,3587.3993582099097,High School,4.052375599968958,-0.04162913259499154,New Castle,4.0
,No,Single,20.0,Suburban,4848.690232897315,Graduate School,6.661211377437738,0.1392371770839646,Manchester,6.0
M,No,Single,42.0,Rural,5121.1117821691305,Graduate School,6.2350266625041515,0.48469047898927703,London,3.0
M,Yes,Single,24.0,Urban,3932.8336826349864,High School,,0.12708282778455032,London,4.0
M,Yes,Divorced,27.0,Suburban,5041.887867824431,High School,5.24339184975254,0.1021117254008114,London,6.0
F,Yes,Divorced,46.0,Urban,3037.3578480986644,Graduate School,5.177004320771741,1.5,Manchester,7.0
F,Yes,Single,26.0,Suburban,2941.094203897562,High School,3.9009632882163943,-0.12752304416332458,Manchester,5.0
M,Yes,Married,34.0,Rural,2821.0101713928957,High School,5.357818944216143,-0.15432857128003086,London,7.0
F,Yes,Divorced,49.0,Suburban,3109.114009841509,Graduate School,7.007032004757458,-0.21887668730996296,London,5.0
M,No,Divorced,36.0,Rural,5065.905243762984,Graduate School,8.932779263494096,1.0615445110298625,New Castle,4.0
F,Yes,Divorced,30.0,Suburban,4156.12636991438,College,6.3323356598550555,-0.12166278370255494,New Castle,3.0
M,Yes,Married,23.0,Urban,3080.523155882078,High School,3.3056359133749984,0.3625925151513377,London,4.0
M,No,Married,24.0,Urban,5254.48502329144,Graduate School,6.979916299993031,0.3004816482785616,Manchester,9.0
F,Yes,Single,42.0,Suburban,3260.3522156509066,Graduate School,4.66417587517327,-0.16079431235625483,Manchester,3.0
F,,Single,32.0,Suburban,5429.831664729757,Graduate School,8.74302788626501,-0.0738513701033246,New Castle,4.0
F,Yes,Married,31.0,Urban,3301.086545948856,College,5.172947049215556,-0.32503364231535353,London,2.0
M,Yes,Single,23.0,Urban,4128.961100092749,High School,4.317934247025543,-0.2869983540219554,London,5.0
F,Yes,Divorced,48.0,Urban,3704.8876811337186,College,6.830990200764516,0.1867772942539921,London,3.0
M,No,Married,10.0,Suburban,7566.486290313118,High School,9.675987722450676,0.7909101139194608,London,4.0
M,No,Divorced,26.0,Rural,4469.389097261677,High School,6.623756977739831,0.22608480766569938,Manchester,3.0
F,Yes,Divorced,25.0,Urban,4358.311956850354,College,5.703444518319808,0.24302404489276913,London,4.0
F,No,Married,21.0,Suburban,5067.396663897567,High School,6.950779488177985,0.33022860313485136,London,5.0
F,No,Divorced,19.0,Rural,4967.209207762236,College,5.085410465694653,-0.445980392889115,New Castle,4.0
M,Yes,Married,21.0,Urban,3641.7745763676953,High School,3.633367787331699,0.44254274548887296,London,5.0
M,No,Single,22.0,Rural,5743.612811611705,High School,6.846173912843063,-0.2243200830349566,New Castle,5.0
F,Yes,Married,34.0,Suburban,2584.287762852674,Graduate School,6.118232039805668,-0.439026123918943,London,7.0
M,Yes,Divorced,33.0,Urban,3919.594621337735,College,5.8524234176452055,0.05646826679982227,New Castle,5.0
M,Yes,Divorced,21.0,Urban,5378.196143309889,College,8.028479791152488,-0.7161397578122581,London,4.0
F,Yes,Divorced,36.0,Urban,4622.689513624976,College,5.906810642950418,-0.8071992083123133,Manchester,4.0
M,No,Single,,Rural,5007.369287199333,High School,5.15737381383295,-0.5083981960623074,Manchester,5.0
F,Yes,Single,13.0,Suburban,4048.4209725663877,College,4.070038269662861,0.14826597819274512,London,4.0
M,Yes,Married,20.0,Suburban,3031.4878324952924,College,2.4305426205414755,,London,4.0
M,No,Married,37.0,Urban,5342.02443679117,College,7.428872302373114,-0.12866328976411473,Manchester,3.0
M,Yes,Divorced,41.0,Urban,2496.061810430083,High School,5.228841453575496,-0.026200243981117408,Manchester,9.0
F,No,Single,39.0,Rural,3427.295265069618,High School,5.147745876192137,-0.3016794823028059,Manchester,
M,Yes,Divorced,22.0,Urban,4607.565004507909,College,5.140446028954549,0.5335998926375992,Manchester,0.0
F,Yes,Divorced,43.0,Urban,3702.884170731456,High School,6.10801842991492,-0.5641150407159358,New Castle,2.0
F,Yes,Single,20.0,Suburban,3852.3294067264196,High School,4.526566818917,0.1292815096576267,London,3.0
M,Yes,Divorced,27.0,Suburban,3359.236129150765,Graduate School,5.3952856084959375,-0.2100212197817207,London,3.0
F,Yes,Divorced,34.0,Urban,2986.1057442513456,College,2.430959573215023,-0.022339664953731485,New Castle,6.0
M,Yes,Single,22.0,Urban,3424.438859863299,Graduate School,6.115234509593505,-0.8835601962380392,London,3.0
M,Yes,Married,43.0,Urban,4419.98115434949,College,4.245295155350886,-0.4939291929074284,Manchester,2.0
M,Yes,Divorced,27.0,Urban,3771.619872543355,High School,3.4166523073125323,-0.048756272654121906,New Castle,2.0
M,No,Married,14.0,Rural,6436.954262371145,Graduate School,8.646850607647124,0.4270550099718176,New Castle,7.0
M,Yes,Single,20.0,Rural,4358.1545091465,Graduate School,4.789393149435576,,Manchester,3.0
M,Yes,Divorced,26.0,Urban,4069.9244292909407,College,4.786329409030245,0.26379896920974977,New Castle,4.0
M,Yes,Divorced,39.0,Urban,3453.250206480971,High School,3.8786742085819497,0.46000152134761474,New Castle,5.0
F,No,Married,32.0,Rural,2901.3757831958583,College,4.464036575753482,-0.4873459277724121,New Castle,7.0
F,Yes,Single,16.0,Urban,3463.652062148646,Graduate School,3.808684733869391,,New Castle,3.0
M,Yes,Married,28.0,Suburban,4090.4827302746107,Graduate School,4.346297940722023,0.1835210831025798,London,6.0
M,No,Single,29.0,Suburban,4149.371593906322,High School,6.1828632019095755,0.07964381714680403,London,2.0
F,No,Married,14.0,Rural,5875.043774260189,Graduate School,8.328019840156596,-0.5904598377149778,New Castle,5.0
M,Yes,Divorced,25.0,Rural,3186.887438440982,High School,5.747905149685365,-0.23938988580140527,New Castle,7.0
F,Yes,Married,19.0,Suburban,4073.1815051002277,High School,3.9786096357699225,-0.11304934063762709,New Castle,5.0
M,No,Married,28.0,Rural,5210.347085005238,,7.505735042966405,-0.9113826281701647,New Castle,3.0
M,No,Married,16.0,Urban,6834.015946388451,High School,7.651938863698286,0.0211082797244024,London,3.0
M,Yes,Divorced,25.0,Urban,5303.966916450918,College,5.574193537674616,0.6842370495954728,Manchester,2.0
F,Yes,Married,10.0,Suburban,4755.765150518886,Graduate School,3.9034593535152884,0.37348633807961057,Manchester,0.0
F,Yes,Single,23.0,Urban,4002.8280203656163,College,6.3779370358152585,0.5687385940745407,Manchester,7.0
F,Yes,Divorced,36.0,Suburban,3606.243296561779,Graduate School,,,New Castle,4.0
M,Yes,Married,24.0,Urban,4274.171382118309,Graduate School,4.25909728194954,0.12901166206507805,New Castle,0.0
F,Yes,Married,32.0,Suburban,4323.974650411752,Graduate School,5.89430380266208,-0.22957436231344527,London,
F,Yes,Divorced,30.0,Urban,2619.218473574192,Graduate School,4.618670102226699,-0.48672183727090135,London,5.0
M,Yes,Divorced,36.0,Urban,5041.2102844225665,Graduate School,7.112930685556322,0.6307472238410283,London,2.0
F,No,Married,25.0,Rural,6027.267908332178,College,5.941373829209575,0.1485195245477734,London,6.0
F,No,Divorced,28.0,Rural,5421.305647914058,High School,7.062541642470728,,London,3.0
F,No,Single,13.0,Rural,6076.810109970952,High School,5.837551855290595,0.057543951526685275,London,4.0
F,Yes,Divorced,,Suburban,3652.0326062692784,Graduate School,7.987153217293402,-0.5658525026825357,Manchester,6.0
M,Yes,Divorced,24.0,Urban,3693.1860783347984,College,5.012343196858467,-0.45560153676070125,London,3.0
M,No,Single,31.0,Suburban,3636.8662717632624,Graduate School,6.057001398515157,0.04574987087240339,London,7.0
M,Yes,Single,22.0,Suburban,3140.6764016242932,Graduate School,4.565258155748843,0.23385542755195649,Manchester,6.0
M,No,Married,27.0,Suburban,6127.3194452086545,High School,8.615153693694678,0.5235810485810612,London,7.0
F,No,Married,26.0,Suburban,3390.2442957787853,High School,6.079411246276014,0.21166120915671904,Manchester,
M,No,Married,20.0,Suburban,4023.374338240684,College,5.212006085420131,-0.36595759374479203,Manchester,4.0
M,Yes,Divorced,51.0,Urban,2852.5520771882857,High School,5.213409316560814,,London,1.0
M,No,Married,18.0,Suburban,5308.221783334077,High School,7.2317942654013665,-0.3346733675530026,Manchester,3.0
F,No,Divorced,32.0,Suburban,4277.619174204508,High School,5.788408598360168,0.21879667900006172,New Castle,5.0
F,No,Married,38.0,Rural,5527.389577961455,High School,7.964199931340804,0.4198955183860563,,3.0
F,Yes,Divorced,23.0,Urban,4430.819250906692,High School,6.701314338612192,0.619882993353541,London,3.0
M,Yes,Divorced,36.0,Urban,3908.7515364599653,College,4.791386841614561,0.12451262768469185,London,7.0
M,Yes,Divorced,23.0,Urban,3913.934801779916,Graduate School,3.3855844623311557,0.5110905359284976,London,5.0
M,No,Single,38.0,Rural,4613.5110367918605,High School,6.355251415556273,-0.6021058836237851,New Castle,7.0
F,Yes,Divorced,26.0,Rural,5771.227412072496,College,7.474790721956198,-0.06537656225578874,Manchester,1.0
F,Yes,Divorced,25.0,Suburban,3755.0157936193227,Graduate School,4.530713730901314,0.2819908772935475,New Castle,4.0
F,Yes,Divorced,14.0,Rural,5245.503594901495,Graduate School,4.120111767131358,-0.1933873118880268,Manchester,0.0
F,No,Married,43.0,Suburban,2373.6136302154964,High School,4.918672908263595,0.048179255408014175,Manchester,4.0
F,Yes,Single,24.0,Urban,5058.311207320538,High School,6.418299895800899,0.543140603438351,New Castle,4.0
M,Yes,Single,31.0,Suburban,4284.285382108843,College,3.6500912356275905,0.1933997853059386,New Castle,1.0
M,No,Single,29.0,Suburban,5550.4257596721,High School,7.9034084073146,-0.29847361267684236,New Castle,3.0
M,No,Married,30.0,Urban,3962.722463740157,High School,6.065176987966783,-0.2026788956092191,London,4.0
M,Yes,Married,33.0,Urban,4718.794235079452,High School,6.812270448986119,-0.6273809563092171,London,3.0
M,Yes,Divorced,49.0,Urban,3082.4909910856136,High School,4.636501396488003,-0.5217583346319923,New Castle,1.0
M,No,Single,28.0,Rural,4709.566827758279,High School,5.618629583969521,0.060120394446561504,Manchester,3.0
M,Yes,Divorced,28.0,Suburban,4617.207720761124,Graduate School,5.066199559914119,0.5221313226014799,London,4.0
F,No,Married,26.0,Rural,5614.658175541343,Graduate School,8.508901811932528,-0.2075918120193143,Manchester,1.0
M,Yes,Single,,Suburban,3418.23056042381,College,4.910201153071737,0.30581294022288613,London,3.0
F,Yes,Single,33.0,Urban,3562.39562043802,High School,4.697482074039016,-0.3880214685019981,London,5.0
F,Yes,Divorced,27.0,Urban,4006.3461216025,Graduate School,4.789883891995334,-0.3646441194354121,Manchester,2.0
F,No,Single,36.0,Rural,3815.7660354621885,Graduate School,6.055086145072374,-0.26190079528613475,London,7.0
M,Yes,Divorced,29.0,Urban,4480.157079090255,High School,5.777687506766201,0.32654844668315586,London,4.0
F,Yes,,5.0,Urban,4434.93924006944,High School,3.9908505552025817,0.025902909268476625,Manchester,9.0
M,Yes,Divorced,18.0,,3873.0054937949126,Graduate School,6.795066677866666,0.30545346592913525,New Castle,4.0
M,No,Married,32.0,Suburban,4118.043573147644,College,4.727051681990675,0.4710862674023632,Manchester,2.0
F,No,Single,27.0,Rural,4662.83384772366,High School,7.26849179949212,-0.2465364855510232,New Castle,4.0
F,Yes,Single,36.0,Rural,3495.434681949971,Graduate School,7.637283082519507,-0.4522765169031555,New Castle,4.0
,,Single,36.0,Suburban,3922.248435275172,Graduate School,4.0997491577585246,0.06985233686627766,London,3.0
M,No,,30.0,Rural,5056.923569514841,College,6.894077650673978,-0.3182942658462284,London,2.0
M,Yes,Married,19.0,Urban,5070.5664452705605,College,8.068352464099869,0.49400414057419195,Manchester,3.0
F,No,Married,24.0,Rural,5965.85431779956,College,7.297164529565702,-0.19478900921601255,London,4.0
F,No,Married,38.0,Rural,,High School,7.71834113989501,-0.34519653772007314,London,3.0
F,No,Single,29.0,Suburban,4886.400796733566,Graduate School,7.660434058302715,-0.4032942802961218,Manchester,5.0
M,Yes,Married,31.0,Suburban,3568.8425596406883,Graduate School,3.807755637422722,-0.09716193370807592,Manchester,3.0
M,No,Married,23.0,Urban,4989.634069116178,Graduate School,7.129986610939549,0.22036619552881437,London,5.0
M,Yes,Divorced,24.0,Suburban,4497.191709414034,High School,3.4301025779900898,0.6118205115089197,New Castle,4.0
M,Yes,Married,47.0,Urban,2671.6974248818724,High School,5.112428452041043,-0.49057935131311814,Manchester,3.0
M,No,Married,34.0,Rural,4774.938739122881,High School,6.354512001347935,0.36879344734714414,London,5.0
F,No,Divorced,21.0,Rural,7156.277403519785,High School,9.876327618140747,0.24187056269439633,London,5.0
F,Yes,Divorced,25.0,Urban,3876.752742590838,College,4.3403562228052035,-0.6507875070350546,London,3.0
M,Yes,Single,52.0,Suburban,3790.6922455657423,Graduate School,5.698263802454247,-0.6441616472383183,New Castle,
F,Yes,Single,24.0,Urban,4622.562527492626,Graduate School,5.683561521658405,0.05714399326989007,London,7.0
F,No,Married,20.0,Rural,6138.143373859317,High School,7.4881172480283915,-1.0235938717063124,London,3.0
F,No,Married,21.0,Rural,5335.946650940303,High School,8.09826873572667,-0.4671917207084214,London,3.0
F,No,Divorced,32.0,Rural,3723.885625115198,Graduate School,6.7061957229538365,0.7756386860871595,London,4.0
F,No,Married,37.0,Rural,3821.3919279925367,High School,6.205908475422392,-0.31229552793827653,London,3.0
M,Yes,Single,31.0,Urban,3423.570371192187,College,6.126185305265066,-0.2649771491175603,Manchester,
M,Yes,Single,21.0,Urban,4172.375099904096,,4.949446264280205,0.4552532120787728,New Castle,4.0
M,Yes,Divorced,,Urban,4462.851214094987,Graduate School,4.347172705330521,0.3192405050839068,Manchester,
F,No,Single,39.0,Rural,2837.0852670327668,College,4.0725483581841395,-0.2504424048035815,Manchester,5.0
M,No,Married,33.0,Suburban,4594.060477414639,High School,5.29678740257142,-0.0775738816268838,New Castle,2.0
F,Yes,Single,16.0,Urban,4997.348523399926,College,5.7049934559896505,0.1043327902011268,New Castle,5.0
F,Yes,Divorced,14.0,Suburban,4083.6103144100307,College,4.301520805763105,0.020828593515448184,London,5.0
M,No,Married,35.0,Rural,4116.499670917339,College,6.755482107857265,-0.24442746383117273,New Castle,4.0
M,Yes,Divorced,18.0,Urban,4099.447110786624,High School,6.752770100652837,0.24789740862642334,Manchester,4.0
F,Yes,Divorced,25.0,Urban,4689.8569524554605,High School,3.3357381096690375,0.09290588148642519,Manchester,3.0
F,No,Married,20.0,Suburban,4994.8182209478,High School,7.8843319699261585,0.315093063575625,New Castle,4.0
F,No,Married,34.0,Rural,4057.3928406246673,College,5.967485478080785,-0.14190272577751925,New Castle,5.0
M,Yes,Single,40.0,Suburban,2827.8839364818855,Graduate School,5.3725743751344766,0.07069373776897543,London,3.0
M,No,Divorced,30.0,Rural,4863.7391466142435,High School,5.713060392003525,-0.009455721329811288,New Castle,5.0
F,Yes,Divorced,,Urban,4497.356540564831,Graduate School,4.603277606415844,-0.5910242409358085,London,2.0
F,Yes,Married,30.0,Suburban,3569.1524246609656,College,7.069859776177108,0.3303347884741977,Manchester,3.0
F,No,Married,27.0,Rural,4460.126145504565,High School,5.221797194609625,-0.37604661547649954,New Castle,4.0
,No,Single,33.0,Rural,5447.386638483162,High School,9.53786198056395,-0.09258562096214985,London,2.0
F,No,Married,41.0,Rural,2428.9675861495457,High School,3.7148872628470078,0.06222367531679793,Manchester,1.0
F,No,Divorced,21.0,Suburban,5841.294941180635,College,7.5281489069704,0.34390769984212,London,5.0
F,Yes,Single,27.0,Rural,2564.0730914453725,Graduate School,7.521357999669688,0.24179689407033822,New Castle,7.0
M,No,Married,33.0,Rural,5175.956341911972,Graduate School,7.72813452596351,0.12366581740987723,London,6.0
F,Yes,Divorced,29.0,Suburban,3934.6713980514974,Graduate School,5.205186649441032,-0.051025246858735336,New Castle,5.0
M,Yes,Single,25.0,Rural,3978.524231393907,Graduate School,4.4138406464468005,-0.05770238541353173,London,2.0
M,No,Married,39.0,Suburban,4210.242840081362,High School,6.623417524033222,,Manchester,3.0
M,Yes,Divorced,32.0,Urban,2983.7214824367343,High School,3.3536143393889786,-0.32410497857328374,Manchester,5.0
F,Yes,Divorced,61.0,Urban,2584.044323106814,Graduate School,5.721618393990378,-0.20841709520259558,London,3.0
M,Yes,Divorced,34.0,Urban,3915.0812414105935,High School,5.923251811287005,0.10031869657205607,Manchester,6.0
M,No,Married,27.0,Urban,4599.4726022377945,Graduate School,6.9552399439180075,-0.32048256972788514,Manchester,4.0
F,Yes,Divorced,36.0,Rural,4470.205152700404,Graduate School,4.38243878034567,0.039683951017928404,New Castle,1.0
F,Yes,Divorced,21.0,Urban,4279.294781931332,College,3.4011727021481195,-0.007077897431856179,London,5.0
M,No,Married,41.0,Rural,3610.49055498226,College,7.569034635359588,-0.3389391429105954,London,3.0
M,No,Married,23.0,Suburban,6891.149503894833,High School,8.46040385249023,0.23788476955236387,Manchester,4.0
F,Yes,Married,29.0,Urban,4839.892966872571,College,4.513406339235258,0.5905247361375968,Manchester,5.0
F,Yes,Single,29.0,Urban,2925.795533205662,College,5.095857415037053,0.34405719892779,London,7.0
M,Yes,Divorced,26.0,Urban,3606.0251563223324,Graduate School,3.194167411731817,0.1182748929526036,New Castle,0.0
M,No,Married,18.0,Suburban,4893.277008729414,College,7.2010508244090925,-0.8566733356661936,New Castle,5.0
F,No,Married,19.0,Rural,6581.722141534016,Graduate School,8.434115963373326,-0.17454659721642624,Manchester,4.0
F,Yes,Single,27.0,Urban,4031.5229290500506,High School,7.415565344599816,0.43755294495762304,New Castle,5.0
M,Yes,Divorced,51.0,Urban,3073.4863440018444,High School,6.83411639210483,-0.5085664669641861,London,4.0
,Yes,Single,31.0,Suburban,3871.959601589474,,4.275533521632007,0.006045276884342924,New Castle,3.0
F,No,Married,33.0,Rural,5285.667628832464,High School,6.120685539233411,0.2286083709032507,Manchester,6.0
F,Yes,Divorced,10.0,Urban,4182.854921358016,College,5.116725709249889,0.08328193525747953,London,7.0
F,Yes,Single,19.0,Urban,4097.347681503474,College,5.535584399518186,-0.4348540088562871,London,5.0
F,Yes,Single,,Suburban,3486.5800018302507,High School,6.12606413290869,0.17628501711258293,London,7.0
M,Yes,Single,29.0,Suburban,3001.816959498274,College,5.136748458718212,-0.009518675818499266,London,6.0
F,Yes,Divorced,17.0,Urban,4623.759530235117,Graduate School,4.534960958895477,0.4840263350772653,Manchester,2.0
M,Yes,Single,26.0,Suburban,3196.696268722202,Graduate School,4.240176793618891,0.03765726422038294,New Castle,4.0
M,Yes,Single,22.0,Rural,4281.05979038432,Graduate School,4.795839699140105,0.27599109695975466,London,3.0
M,Yes,Married,32.0,Urban,3995.8865023811068,College,3.087916321023422,0.14337588121060607,London,4.0
F,Yes,Single,21.0,Rural,4630.100135487638,College,7.538308918690218,-0.04804862408789467,,5.0
F,Yes,Married,31.0,Urban,4115.086705895972,College,6.218206001456739,-0.40904796258920884,Manchester,3.0
M,No,Married,40.0,Rural,3205.656861186551,High School,5.805439514133371,0.2457254130185605,New Castle,5.0
F,Yes,Married,31.0,Urban,2932.5814705867415,College,4.36619902787281,1.0104873103684986,New Castle,6.0
M,Yes,Divorced,36.0,Rural,3802.8024718855886,Graduate School,5.059281657268038,-0.7481091228469748,New Castle,3.0
M,Yes,Divorced,25.0,Urban,3740.132252410819,High School,5.073675112207011,-1.122648716441256,Manchester,4.0
F,Yes,Married,31.0,Suburban,4740.861420432931,Graduate School,4.0914047853953,-0.32079013054110517,Manchester,3.0
F,No,Single,39.0,Rural,3025.3858700571,High School,4.07897607084533,0.008273613455289545,London,4.0
M,Yes,Divorced,33.0,Urban,2689.7841293419506,High School,2.693102782210262,-0.17107027376883222,London,6.0
M,No,Married,39.0,Rural,5790.13657446542,High School,6.71616424748694,-0.3992419412205162,New Castle,7.0
M,No,Single,35.0,Rural,4277.004893024728,High School,5.792822540202805,-0.3698518762923995,Manchester,1.0
F,Yes,Divorced,26.0,Urban,4472.060363562784,High School,5.255255908311304,-0.19113290267252775,London,6.0
F,Yes,Divorced,34.0,Urban,3252.3727490480132,College,3.706482586601645,0.13026359422338488,Manchester,3.0
M,Yes,Single,22.0,Urban,4369.450723938248,High School,5.4463306655890795,-0.475888400919666,New Castle,6.0
F,No,Married,37.0,Urban,4771.175088760946,High School,6.756978679556946,-0.6312373500246804,London,4.0
M,,Single,43.0,Urban,3411.510083387857,College,4.781756535793717,-0.21788642037808875,New Castle,2.0
F,Yes,Divorced,41.0,Suburban,4166.216078742942,High School,6.83687803603794,0.07065624059125342,London,4.0
F,No,Single,18.0,Rural,5130.981973734019,High School,5.7618111572165995,-0.10728821409305177,New Castle,6.0
M,Yes,Divorced,43.0,Urban,4226.309024751234,College,7.989932500389463,0.22798799129469,Manchester,6.0
M,No,Married,27.0,Rural,4888.647525861859,College,6.828038537712004,0.28710048550788086,London,4.0
F,Yes,Divorced,27.0,Urban,3097.9419460246636,Graduate School,4.5731899207583036,-0.7938369104385254,Manchester,6.0
F,No,Married,46.0,Urban,5784.768367130786,High School,7.3500440190753,0.6319131041137172,New Castle,6.0
M,No,Married,26.0,Rural,5112.992036375471,College,7.334521958908956,-0.3952428289137308,Manchester,4.0
M,Yes,Divorced,28.0,Rural,3626.429683727094,College,3.7478350206826043,0.3375089936792957,New Castle,4.0
F,No,Married,27.0,Suburban,5044.383562940478,Graduate School,6.774236101936673,0.335758696167165,London,5.0
F,Yes,Divorced,22.0,Urban,4624.972392827164,High School,5.8430464868305565,0.33405075443816734,Manchester,1.0
F,Yes,Divorced,27.0,Rural,3291.1153542099023,College,4.496782707918932,-0.4904261792950736,London,6.0
F,Yes,Married,19.0,Suburban,3339.89862706047,High School,4.99263183987503,0.03392528357215514,Manchester,7.0
F,No,Married,38.0,Rural,3509.6539927716035,Graduate School,4.739927215887533,0.09403342411513384,London,3.0
M,Yes,Single,22.0,Rural,3569.390738162082,Graduate School,5.421680491259559,-0.37468110571553076,London,8.0
F,Yes,Married,33.0,Urban,4591.267662763893,Graduate School,6.402811858662986,-0.016027644271680234,London,6.0
F,Yes,Single,27.0,Suburban,3734.518974601582,Graduate School,3.9530800597537126,-0.12653464185620011,London,2.0
F,No,Married,44.0,Rural,2822.843567152672,College,3.705538649708278,0.31834543593991044,New Castle,4.0
F,Yes,Divorced,22.0,Urban,4862.276100993188,High School,4.836214345843228,0.23692560714132124,London,3.0
F,Yes,Single,43.0,Rural,4176.521343753243,Graduate School,5.512180447983115,-0.22399426526551325,Manchester,4.0
F,No,Married,42.0,Rural,3557.7227228753973,College,4.711825476896071,-0.7517204722083348,London,3.0
M,Yes,,30.0,Suburban,3932.521535722817,College,5.912557987862259,-0.8288750728744566,New Castle,6.0
F,No,Single,31.0,Rural,4825.4019060725395,Graduate School,4.481540789517115,0.46180191370426305,New Castle,3.0
F,No,Married,18.0,Rural,4837.320242666018,High School,7.134307905883578,-0.17834269589150037,Manchester,1.0
M,No,Divorced,28.0,Rural,5701.149284122319,High School,7.142584766622625,-0.5228952028539771,Manchester,5.0
F,No,Married,32.0,Rural,5712.167761988002,High School,4.627061611211586,,London,3.0
M,Yes,Married,35.0,Urban,3087.520823145905,High School,4.4853143373865985,-1.040210797110434,New Castle,3.0
M,No,Divorced,20.0,Rural,5766.368956683462,College,7.396749961601502,-0.11873268462695655,London,9.0
F,Yes,Married,25.0,Suburban,5791.153618198501,High School,7.098452087079675,0.31768324208279436,London,3.0
,No,Divorced,38.0,Urban,3237.6939049864864,High School,4.803650684723055,0.5312781651618431,New Castle,4.0
F,No,Single,32.0,,5170.762318592807,High School,8.095719409725833,0.5472835145330274,New Castle,1.0
F,Yes,Single,33.0,Urban,2980.0374513309857,College,4.250173252863334,-0.7331384847658908,New Castle,5.0
M,No,Married,39.0,Suburban,4522.404605341495,College,6.39134849302694,0.5048939828101873,New Castle,1.0
M,Yes,Married,23.0,Urban,3064.8137592495577,College,6.368468879481828,-0.7352027664036216,Manchester,
M,No,Divorced,21.0,Urban,6320.569798700461,College,6.5358151582081145,0.4978718354924654,Manchester,3.0
F,No,Divorced,28.0,Rural,4992.975680311442,Graduate School,6.011260841669653,0.31133629889059344,New Castle,5.0
M,No,Married,10.0,Suburban,6150.306095181844,Graduate School,7.966573842930975,0.1419561934952724,London,4.0
M,Yes,Single,25.0,Urban,4969.048617232765,Graduate School,5.638946096944446,-0.704285429765302,London,3.0
F,Yes,Single,20.0,Urban,4749.496469334238,College,5.362870302392181,-0.2173671913284888,New Castle,7.0
M,Yes,Divorced,42.0,Urban,3915.138058479192,Graduate School,5.124357344209983,0.1742488788617188,London,3.0
M,No,Single,37.0,Suburban,4510.068646278292,Graduate School,8.533261140568696,-0.5850044817939373,London,3.0
F,Yes,Divorced,18.0,Urban,5152.226221833562,High School,7.728156292127034,-0.630201781454,New Castle,5.0
M,No,Married,29.0,Rural,3566.9603117553324,High School,6.153015209060998,-0.7490322792952249,New Castle,4.0
