age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
20.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,30.0,United-States,<=50K
69.0,,HS-grad,9.0,Married-civ-spouse,,Husband,White,Male,24.0,United-States,<=50K
18.0,State-gov,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
56.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,Black,Female,40.0,United-States,<=50K
40.0,Private,Some-college,10.0,Separated,Other-service,Unmarried,White,Female,8.0,United-States,<=50K
46.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,40.0,United-States,<=50K
41.0,Private,12th,8.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,40.0,,<=50K
53.0,Private,Some-college,10.0,Widowed,Exec-managerial,Unmarried,White,Female,40.0,United-States,<=50K
50.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
23.0,Private,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,50.0,United-States,<=50K
40.0,Private,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40.0,United-States,>50K
54.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,>50K
45.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
53.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,Black,Male,40.0,United-States,>50K
17.0,,11th,7.0,Never-married,,Own-child,White,Male,20.0,Peru,<=50K
50.0,Local-gov,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,>50K
22.0,,Bachelors,13.0,Never-married,,Not-in-family,White,Male,25.0,United-States,<=50K
30.0,Private,Bachelors,13.0,Never-married,Other-service,Unmarried,White,Male,40.0,,<=50K
40.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
36.0,State-gov,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
25.0,Self-emp-not-inc,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,50.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
29.0,Private,Bachelors,13.0,Never-married,Farming-fishing,Own-child,White,Male,50.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,40.0,United-States,<=50K
56.0,Private,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,Black,Female,50.0,Haiti,<=50K
60.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,>50K
53.0,Private,7th-8th,4.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,40.0,United-States,<=50K
23.0,State-gov,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,20.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Priv-house-serv,Other-relative,White,Female,10.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,60.0,United-States,<=50K
26.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,48.0,United-States,>50K
18.0,Private,11th,7.0,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,20.0,United-States,<=50K
45.0,Local-gov,Masters,14.0,Divorced,Prof-specialty,Unmarried,Black,Female,40.0,United-States,<=50K
64.0,Private,11th,7.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,<=50K
26.0,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,38.0,United-States,<=50K
53.0,Private,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Other-relative,White,Male,28.0,Guatemala,<=50K
32.0,Private,Some-college,10.0,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
59.0,Private,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
61.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,60.0,United-States,<=50K
41.0,,HS-grad,9.0,Divorced,,Unmarried,White,Female,40.0,United-States,<=50K
46.0,State-gov,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,37.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,35.0,United-States,<=50K
48.0,Private,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Male,40.0,United-States,<=50K
32.0,Private,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,30.0,United-States,<=50K
21.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Female,35.0,United-States,<=50K
50.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
44.0,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,44.0,United-States,>50K
51.0,Private,HS-grad,9.0,Separated,Adm-clerical,Other-relative,White,Female,40.0,United-States,<=50K
42.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
27.0,Private,Bachelors,13.0,Never-married,Protective-serv,Own-child,White,Female,40.0,United-States,<=50K
70.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,3.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,40.0,United-States,<=50K
39.0,Private,Masters,14.0,Never-married,Adm-clerical,Not-in-family,White,Male,40.0,,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
30.0,Private,Some-college,10.0,Divorced,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
43.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,<=50K
31.0,Private,9th,5.0,Never-married,Other-service,Own-child,White,Male,40.0,United-States,<=50K
64.0,Federal-gov,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,Black,Female,40.0,United-States,<=50K
37.0,Local-gov,Some-college,10.0,Separated,Protective-serv,Own-child,Other,Male,52.0,United-States,<=50K
49.0,Self-emp-not-inc,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,40.0,United-States,<=50K
29.0,Private,11th,7.0,Never-married,Machine-op-inspct,Own-child,White,Male,48.0,United-States,<=50K
35.0,Local-gov,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,40.0,United-States,<=50K
42.0,State-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
21.0,,Some-college,10.0,Never-married,,Own-child,White,Male,40.0,United-States,<=50K
23.0,Private,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,40.0,United-States,<=50K
35.0,Local-gov,HS-grad,9.0,Never-married,Other-service,Unmarried,Black,Female,40.0,United-States,<=50K
29.0,State-gov,Assoc-voc,11.0,Married-civ-spouse,Protective-serv,Husband,White,Male,40.0,United-States,>50K
23.0,Private,Some-college,10.0,Never-married,Other-service,Unmarried,White,Female,25.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,20.0,,<=50K
45.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
24.0,,Bachelors,13.0,Never-married,,Not-in-family,White,Male,50.0,United-States,<=50K
28.0,,10th,6.0,Never-married,,Own-child,White,Female,38.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Never-married,Sales,Unmarried,White,Female,48.0,United-States,<=50K
39.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,60.0,Iran,<=50K
68.0,Private,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,43.0,United-States,<=50K
41.0,Private,12th,8.0,Separated,Craft-repair,Not-in-family,Black,Male,40.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Divorced,Craft-repair,Other-relative,White,Male,40.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
48.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
23.0,Local-gov,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,20.0,United-States,<=50K
26.0,Private,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45.0,United-States,<=50K
35.0,State-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,75.0,United-States,<=50K
46.0,State-gov,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,38.0,United-States,<=50K
72.0,,HS-grad,9.0,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,1.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,30.0,United-States,<=50K
62.0,Local-gov,HS-grad,9.0,Divorced,Transport-moving,Other-relative,White,Male,40.0,United-States,<=50K
22.0,Private,Some-college,10.0,Never-married,Transport-moving,Own-child,White,Female,30.0,United-States,<=50K
26.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,50.0,United-States,<=50K
35.0,Private,Assoc-acdm,12.0,Married-spouse-absent,Sales,Own-child,Black,Female,36.0,United-States,<=50K
25.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40.0,United-States,<=50K
46.0,,Assoc-voc,11.0,Married-civ-spouse,,Wife,Black,Female,35.0,United-States,>50K
41.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,45.0,United-States,>50K
59.0,Private,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,Italy,>50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
38.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,43.0,United-States,<=50K
33.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,40.0,,<=50K
23.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Other-service,Wife,White,Female,40.0,Puerto-Rico,<=50K
39.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
26.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,45.0,United-States,<=50K
39.0,Private,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,50.0,United-States,<=50K
28.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
29.0,Private,11th,7.0,Divorced,Craft-repair,Unmarried,White,Female,52.0,United-States,<=50K
43.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50.0,United-States,<=50K
23.0,Private,Some-college,10.0,Never-married,Tech-support,Own-child,White,Male,25.0,United-States,<=50K
33.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,60.0,United-States,>50K
45.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,Black,Female,35.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,40.0,United-States,<=50K
50.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,40.0,United-States,>50K
63.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,40.0,United-States,>50K
22.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Female,35.0,United-States,<=50K
32.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Other-service,Unmarried,White,Male,60.0,United-States,<=50K
27.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,15.0,United-States,<=50K
44.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,Male,68.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
28.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,40.0,United-States,<=50K
45.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,55.0,United-States,<=50K
17.0,Private,10th,6.0,Never-married,Other-service,Own-child,White,Male,15.0,United-States,<=50K
53.0,Self-emp-not-inc,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45.0,United-States,<=50K
58.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
55.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,35.0,United-States,<=50K
44.0,Local-gov,Assoc-voc,11.0,Never-married,Craft-repair,Not-in-family,White,Male,44.0,United-States,<=50K
40.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30.0,United-States,<=50K
58.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,>50K
31.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,Mexico,<=50K
37.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,Mexico,<=50K
58.0,Local-gov,12th,8.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,40.0,United-States,<=50K
30.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,United-States,>50K
46.0,Private,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,70.0,United-States,<=50K
34.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,40.0,United-States,<=50K
39.0,Self-emp-inc,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,99.0,United-States,<=50K
61.0,Self-emp-inc,Some-college,10.0,Widowed,Sales,Not-in-family,White,Female,20.0,United-States,<=50K
30.0,Self-emp-not-inc,Assoc-voc,11.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Female,40.0,United-States,<=50K
21.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,58.0,United-States,<=50K
47.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,33.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
23.0,Private,Bachelors,13.0,Never-married,Other-service,Own-child,White,Female,30.0,United-States,<=50K
46.0,Private,1st-4th,2.0,Separated,Other-service,Not-in-family,White,Female,40.0,Mexico,<=50K
20.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,45.0,United-States,<=50K
30.0,Private,Some-college,10.0,Never-married,Adm-clerical,Unmarried,White,Female,30.0,United-States,<=50K
43.0,Local-gov,Some-college,10.0,Divorced,Protective-serv,Unmarried,White,Female,40.0,United-States,<=50K
23.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,White,Male,60.0,United-States,<=50K
34.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.0,,>50K
25.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.0,United-States,>50K
44.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,24.0,United-States,>50K
26.0,Private,Some-college,10.0,Divorced,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
35.0,Private,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,80.0,United-States,>50K
48.0,Self-emp-not-inc,HS-grad,9.0,Divorced,Prof-specialty,Not-in-family,White,Male,15.0,United-States,<=50K
26.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,Male,40.0,United-States,<=50K
41.0,Local-gov,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,40.0,United-States,<=50K
25.0,Private,Bachelors,13.0,Never-married,Other-service,Own-child,White,Male,40.0,United-States,<=50K
33.0,Private,Assoc-voc,11.0,Never-married,Prof-specialty,Unmarried,White,Female,55.0,United-States,<=50K
24.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,40.0,United-States,<=50K
31.0,Private,Bachelors,13.0,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
24.0,Local-gov,Assoc-acdm,12.0,Never-married,Prof-specialty,Own-child,White,Female,2.0,United-States,<=50K
41.0,Private,9th,5.0,Never-married,Priv-house-serv,Unmarried,White,Female,40.0,Columbia,<=50K
38.0,Local-gov,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,45.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Male,40.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,40.0,United-States,<=50K
59.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,40.0,United-States,<=50K
67.0,Private,Masters,14.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,55.0,United-States,>50K
49.0,Private,10th,6.0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,40.0,United-States,<=50K
35.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
44.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,>50K
22.0,Private,Assoc-acdm,12.0,Never-married,Protective-serv,Own-child,White,Male,60.0,United-States,<=50K
21.0,State-gov,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Male,10.0,United-States,<=50K
50.0,Private,Some-college,10.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50.0,United-States,<=50K
44.0,Local-gov,Assoc-acdm,12.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,48.0,United-States,<=50K
36.0,Local-gov,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,40.0,United-States,<=50K
52.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,>50K
35.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,90.0,United-States,<=50K
48.0,Local-gov,Assoc-voc,11.0,Never-married,Protective-serv,Unmarried,White,Male,48.0,United-States,<=50K
37.0,Private,Masters,14.0,Never-married,Sales,Not-in-family,White,Male,50.0,United-States,<=50K
44.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,50.0,United-States,>50K
36.0,Private,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,40.0,United-States,<=50K
26.0,State-gov,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,12.0,United-States,<=50K
31.0,Self-emp-inc,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,45.0,United-States,>50K
23.0,,HS-grad,9.0,Never-married,,Own-child,Black,Male,12.0,England,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,50.0,United-States,<=50K
53.0,Private,HS-grad,9.0,Widowed,Craft-repair,Unmarried,Black,Female,40.0,United-States,<=50K
52.0,Private,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.0,United-States,<=50K
31.0,Private,10th,6.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,<=50K
19.0,,HS-grad,9.0,Never-married,,Not-in-family,White,Female,16.0,United-States,<=50K
64.0,,HS-grad,9.0,Widowed,,Not-in-family,White,Female,30.0,United-States,<=50K
55.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,40.0,United-States,<=50K
48.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55.0,United-States,>50K
20.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Female,40.0,United-States,<=50K
45.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,51.0,United-States,<=50K
17.0,Private,10th,6.0,Never-married,Handlers-cleaners,Other-relative,White,Male,10.0,El-Salvador,<=50K
38.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,Female,25.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,40.0,United-States,>50K
22.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,30.0,United-States,<=50K
63.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Female,40.0,United-States,<=50K
36.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,45.0,United-States,<=50K
56.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
43.0,State-gov,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40.0,United-States,<=50K
41.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,45.0,United-States,>50K
41.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,40.0,United-States,<=50K
36.0,Private,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,45.0,United-States,<=50K
59.0,Private,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,50.0,United-States,>50K
46.0,Local-gov,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,44.0,United-States,>50K
23.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,36.0,United-States,<=50K
46.0,Self-emp-not-inc,Some-college,10.0,Separated,Prof-specialty,Not-in-family,White,Male,20.0,United-States,<=50K
47.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,56.0,Puerto-Rico,<=50K
46.0,Federal-gov,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,40.0,United-States,<=50K
47.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,56.0,United-States,>50K
32.0,Private,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,White,Female,40.0,United-States,<=50K
90.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
63.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,49.0,,<=50K
23.0,Private,Assoc-voc,11.0,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40.0,United-States,<=50K
76.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,Male,30.0,United-States,<=50K
23.0,Private,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,40.0,United-States,<=50K
44.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,Other,Female,30.0,Mexico,>50K
17.0,Private,10th,6.0,Never-married,Other-service,Own-child,Black,Female,12.0,United-States,<=50K
56.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,Male,40.0,United-States,>50K
58.0,Federal-gov,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,45.0,United-States,>50K
25.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.0,United-States,<=50K
36.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,35.0,Philippines,>50K
32.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,24.0,United-States,>50K
25.0,Private,HS-grad,9.0,Never-married,Other-service,Other-relative,White,Male,30.0,United-States,<=50K
29.0,Federal-gov,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.0,United-States,>50K
23.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Male,60.0,United-States,<=50K
41.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,55.0,United-States,>50K
48.0,State-gov,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40.0,United-States,>50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,60.0,United-States,<=50K
27.0,,Masters,14.0,Never-married,,Unmarried,Asian-Pac-Islander,Male,20.0,Taiwan,<=50K
55.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
45.0,Private,Some-college,10.0,Widowed,Other-service,Unmarried,Black,Female,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,40.0,Puerto-Rico,<=50K
22.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,50.0,United-States,<=50K
80.0,Local-gov,HS-grad,9.0,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,32.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,44.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,20.0,United-States,<=50K
29.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,35.0,United-States,<=50K
56.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.0,United-States,<=50K
63.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,40.0,United-States,<=50K
38.0,State-gov,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,40.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Male,35.0,United-States,<=50K
47.0,Private,10th,6.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,46.0,United-States,>50K
25.0,Local-gov,Bachelors,13.0,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,40.0,Vietnam,<=50K
31.0,Private,Some-college,10.0,Separated,Adm-clerical,Unmarried,Black,Female,38.0,United-States,<=50K
