Marital Status,Gender,Age,Brand Loyalty,Renew,Location Code,Hours Online,Education Level,City,Months with Company,Monthly Income
Single,,44.0,0.29967364968224175,Yes,Urban,6.791182932144647,College,Mahasarakam,65.0,5423.021989437747
Married,Female,50.0,-0.09118164700036413,No,,7.032142552809775,,Mahasarakam,50.0,5157.188972465661
Married,Female,41.0,-0.38974645893748894,Yes,Suburban,3.9840176102431917,Graduate School,Khon Kaen,66.0,4452.973359514459
Single,Female,45.0,-0.1303778677934434,No,Rural,6.0804013754781785,Graduate School,Udon,34.0,3985.7839682582976
Married,Male,51.0,0.28713219239736126,No,Urban,4.705218449109033,Graduate School,Udon,83.0,4408.3104005857385
,Female,49.0,-0.04649070098318614,Yes,Urban,4.866251906232966,College,Udon,62.0,4248.231368931129
Divorced,Female,48.0,0.0867498440379598,No,Rural,,High School,Mahasarakam,48.0,7076.505807759624
Married,Female,48.0,0.28032506714531247,No,Suburban,6.042957385316941,College,Khon Kaen,20.0,
Single,Male,45.0,0.1806967386186008,No,Rural,6.6384236332687,College,Mahasarakam,98.0,4783.0428675662115
Married,Female,50.0,-0.3579668428896515,No,Rural,6.844135614963282,Graduate School,Udon,41.0,6021.443154755517
Married,Male,54.0,-0.5332172461762273,No,Rural,6.015817527603574,College,Udon,46.0,6228.3505593651025
Divorced,Female,45.0,-0.5515137374853744,Yes,Urban,6.211475819239622,High School,Mahasarakam,94.0,4237.231341219074
Married,Male,48.0,0.00017442606958231743,No,Rural,7.087250862467252,High School,Mahasarakam,60.0,6208.6434569357125
Divorced,Female,51.0,0.006697132160051855,Yes,Suburban,6.498317962502262,Graduate School,Khon Kaen,45.0,4037.7550207141535
Divorced,Male,46.0,-0.5034854844828931,Yes,Urban,5.519417138013322,High School,Udon,36.0,3029.759311145322
Divorced,Female,45.0,,No,Rural,7.2843577373543225,Graduate School,Khon Kaen,49.0,5020.052544606452
Married,Male,59.0,-0.22226755911000584,No,Urban,4.506030373540327,Graduate School,Khon Kaen,71.0,6644.907874108759
Single,Female,50.0,-0.19153649570818349,No,,6.2719165281766704,College,Khon Kaen,12.0,5601.247365710584
Divorced,Female,51.0,0.20446279469964138,No,Suburban,7.9706439169855345,High School,Mahasarakam,102.0,6667.1632042277615
Divorced,Female,43.0,0.1345097509491851,Yes,Urban,6.391512288050694,High School,Udon,59.0,4461.806839643024
Divorced,Male,55.0,0.6412100589287162,Yes,Urban,4.862092120850891,Graduate School,Udon,56.0,4569.935126968682
Married,Male,48.0,0.21984716532892823,,Rural,6.8015770060483405,Graduate School,Udon,68.0,
Married,Female,56.0,-0.03251291402039222,Yes,Urban,8.631634742740893,College,Udon,60.0,3287.6841911973966
Married,Female,39.0,-0.3853722514670327,Yes,Urban,4.1406193742808135,,Khon Kaen,75.0,4829.276485242845
Married,Male,57.0,-0.21502151024888105,No,Suburban,4.866999544411346,High School,Mahasarakam,51.0,4925.446533358099
Married,Male,51.0,0.6442740199307889,No,Rural,5.331251981437507,High School,Khon Kaen,52.0,4028.7198448975473
Divorced,Female,57.0,0.05381547859621599,Yes,Suburban,4.852391945530138,Graduate School,Khon Kaen,45.0,4711.045834433094
Divorced,Female,58.0,0.05275287865492814,Yes,Urban,7.560393150743667,High School,Khon Kaen,69.0,4310.0632027664815
Married,Male,51.0,0.5292473893845757,No,Urban,5.95573218670383,Graduate School,Mahasarakam,81.0,5684.409172227026
Divorced,Male,65.0,0.39834828028559754,Yes,Urban,7.226364448581288,High School,Mahasarakam,71.0,4158.009173723884
Married,Male,48.0,0.3796186941272136,No,Rural,7.188441442304559,Graduate School,Mahasarakam,77.0,6025.13960903234
Single,Male,54.0,-0.20588522434894607,No,Suburban,5.0558946946178605,Graduate School,Khon Kaen,71.0,5065.9921922461235
Single,Male,49.0,0.1289827509157427,Yes,Suburban,6.948345525451447,High School,Mahasarakam,80.0,3641.153897015318
Married,Male,65.0,-0.2718824218836861,Yes,Urban,4.141056528233912,High School,Udon,58.0,4179.5689022197075
Divorced,Female,74.0,0.4700752176725027,Yes,Suburban,6.235636789182355,College,Udon,74.0,4406.788376458066
Single,Female,55.0,0.1681942351285903,Yes,Urban,6.50367676655421,College,Khon Kaen,50.0,3464.649206871474
Divorced,Male,41.0,,Yes,Urban,6.458083676233603,High School,Mahasarakam,62.0,2879.441733687943
Single,Female,56.0,0.5405204263259968,No,Rural,5.6879400044484205,College,Mahasarakam,60.0,5621.364226951204
Single,Male,58.0,0.28930940015731327,Yes,Urban,6.967635776501622,,Udon,44.0,3830.389802262064
Single,Female,62.0,-0.027038352954707884,Yes,Suburban,6.150031147186935,Graduate School,Mahasarakam,67.0,3552.85776452531
Married,Female,45.0,0.09889050851349895,Yes,Suburban,6.880230227835047,High School,Udon,66.0,3577.9767928000406
Married,,47.0,0.43118608400461367,No,Rural,8.26561528595498,Graduate School,Udon,30.0,7239.574248791119
Single,Female,64.0,-0.7717820299182271,Yes,Urban,7.945741195814047,Graduate School,Khon Kaen,59.0,1250.0
Single,Male,52.0,-0.2421858973073479,No,Suburban,7.274062635804412,Graduate School,Khon Kaen,80.0,6930.108892063455
Divorced,Female,54.0,0.3866851398242784,Yes,Rural,4.1487525300759,Graduate School,Udon,58.0,4980.595847698551
Divorced,Female,58.0,-0.1598538888438381,No,Rural,5.112211412182654,College,Udon,53.0,5601.882518239146
Single,Male,62.0,0.21580718360252749,Yes,Urban,,Graduate School,Udon,81.0,3562.0950473839735
Divorced,Male,80.0,0.7915738840985395,Yes,Urban,9.066398576227856,High School,Udon,68.0,4505.21056840957
,Female,58.0,-0.04047926721750833,Yes,Urban,6.776603843897935,High School,Mahasarakam,72.0,4968.629745871007
Single,Male,50.0,-0.3852908502336426,No,Rural,5.591229198549517,Graduate School,Khon Kaen,61.0,5329.517966405704
Single,Male,53.0,0.25246571138744245,Yes,Suburban,5.900940308577143,College,Udon,53.0,5486.027013540373
Divorced,Male,55.0,0.5156295240173703,Yes,Urban,6.075854322622529,High School,Mahasarakam,38.0,4465.407160324496
Divorced,Male,40.0,-0.33105378851757805,Yes,Urban,5.301501877608943,Graduate School,Udon,60.0,3767.9835251502745
Married,Male,69.0,0.6530259596554266,Yes,Urban,6.931927861225733,High School,Udon,49.0,4226.251985628285
Married,Male,54.0,0.35366538323654223,No,Rural,4.460785927578787,Graduate School,Khon Kaen,55.0,4672.789141986999
Married,Male,49.0,-0.37251717446174004,No,Rural,5.7465640621638725,Graduate School,Udon,31.0,3526.474437790238
Divorced,Male,51.0,-0.15897104199217954,Yes,Urban,5.452554986745672,College,Mahasarakam,68.0,3613.8628477735974
Divorced,Male,48.0,0.07517736701916741,Yes,Urban,6.48827062630131,,Udon,68.0,5269.307013463086
Single,Male,56.0,-0.4375612646324535,No,Rural,6.943535803454826,High School,Khon Kaen,74.0,6651.374488631116
Married,Female,57.0,0.2804982830921166,No,Suburban,5.88844459602567,High School,Khon Kaen,69.0,5662.773915351585
Divorced,,46.0,0.147887105921319,No,Rural,4.929917984901965,Graduate School,Udon,40.0,4618.913989237761
Married,Male,53.0,-0.0029801084588531868,No,Rural,4.693332909356342,Graduate School,Mahasarakam,45.0,4176.516094408524
,Female,61.0,0.33198904896240855,No,Rural,4.587020457918451,Graduate School,Mahasarakam,53.0,4889.510831708825
,Female,50.0,0.18148181859158577,Yes,Urban,7.352931955890496,High School,Khon Kaen,63.0,5082.947109233363
Single,Female,49.0,-0.2554996944850902,Yes,Suburban,5.064768593264929,College,Udon,47.0,3506.918996825252
Single,Female,50.0,0.133116177084519,Yes,Urban,4.765923033724664,College,Mahasarakam,90.0,6411.776213033648
Divorced,Male,46.0,-0.40906759436908813,Yes,Urban,6.6883783463021755,College,Udon,47.0,3598.27167047007
Divorced,Male,66.0,0.8631522888614078,Yes,Suburban,7.091692786374686,College,Udon,63.0,4755.864338668932
Married,Female,62.0,0.291153032994117,No,Suburban,4.067113648747727,College,Khon Kaen,61.0,4796.7293828841775
Single,Female,56.0,0.12901946215364896,Yes,Suburban,5.09096659307144,High School,Mahasarakam,85.0,4702.424054047613
Married,Male,56.0,0.08802686362262677,No,Rural,4.370803725433985,College,Udon,95.0,4626.332576524301
Divorced,Female,51.0,0.4450298120960491,Yes,Urban,5.8682314156412865,,Mahasarakam,65.0,5189.807597318302
Single,Male,59.0,0.6304133511329344,Yes,Urban,6.9272415517092725,Graduate School,Udon,57.0,4710.202072350461
Single,Male,46.0,0.6526695465913455,Yes,Rural,5.7054320300080645,High School,Khon Kaen,90.0,5354.09159522959
Married,Female,60.0,-0.09087385931816888,Yes,Urban,6.570507470744551,Graduate School,Khon Kaen,55.0,4358.530993687446
Single,Female,59.0,0.017558289799841115,No,Rural,4.976784972357043,High School,Udon,61.0,4265.792720337862
Divorced,Female,70.0,,Yes,Urban,9.394176419942799,High School,Khon Kaen,67.0,2669.688125389013
Single,Female,48.0,-0.5900645618179459,Yes,Urban,4.862288120106735,Graduate School,Khon Kaen,36.0,4465.342341314302
Married,Female,47.0,0.28316093092972494,No,Rural,5.724013494830401,College,Udon,50.0,3917.3213311926797
Divorced,Female,50.0,-0.06561475782892517,Yes,Suburban,5.695161379410928,College,Mahasarakam,65.0,4463.732898283444
Divorced,Male,47.0,-0.43065445852171813,Yes,Urban,7.251636358988379,High School,Udon,,3301.1494065483125
Divorced,Male,49.0,0.7391750948251726,Yes,Urban,8.31056026961528,College,Khon Kaen,62.0,3737.0312898084267
Divorced,Female,50.0,0.06445149452631949,Yes,Urban,6.125987824293104,Graduate School,Khon Kaen,39.0,4646.176782522518
Married,Female,57.0,0.0891900043368162,No,Rural,5.821652587047076,High School,Udon,44.0,5817.1072110692985
Single,Male,74.0,0.6924787363162124,Yes,Suburban,7.530729590098884,College,Khon Kaen,56.0,
Single,Male,62.0,0.29013701745414133,Yes,Urban,5.6253981853806785,Graduate School,Khon Kaen,54.0,4356.768746406076
Divorced,Male,,0.27479929544654025,Yes,Urban,7.0094565227526155,College,Udon,61.0,
Married,Female,50.0,0.0298049234943637,No,Rural,6.393917068989985,Graduate School,Udon,70.0,6169.508086160889
Divorced,Male,48.0,,Yes,Suburban,3.650281275575289,High School,Udon,73.0,5281.845313461198
Divorced,Female,49.0,-0.6026887665508336,Yes,Suburban,5.338033707707606,Graduate School,Udon,80.0,3378.2856182385794
Divorced,Female,51.0,-0.13014632290448908,No,Rural,6.954534386274255,Graduate School,Udon,31.0,5304.01256046203
Divorced,Female,51.0,0.07868118913412547,Yes,Urban,6.049586863973651,Graduate School,Mahasarakam,50.0,4364.592723717405
Married,Male,59.0,0.23275496659435976,Yes,Suburban,5.642776307879235,High School,Udon,33.0,3977.265792255721
Married,Female,44.0,-0.24335058505864443,No,Rural,9.137085613580968,Graduate School,Khon Kaen,56.0,4688.687543434609
Married,Female,58.0,0.15075117142947408,No,Suburban,5.682657138279725,Graduate School,Mahasarakam,65.0,5249.372565924552
Married,Female,55.0,0.4066463137648325,Yes,Suburban,8.048983123265266,High School,Khon Kaen,70.0,5079.546903469146
Divorced,Male,56.0,-0.4397801126192964,Yes,Urban,6.329093214743255,College,Khon Kaen,,3597.1070233165747
Married,Male,57.0,-0.25172499351415123,No,Suburban,5.877401243850286,College,Udon,52.0,5169.307313311173
Single,Male,44.0,-0.09789032323818508,Yes,Urban,6.234901619949785,Graduate School,Khon Kaen,76.0,3331.6790701894215
Married,Male,54.0,0.037725972109994926,No,Suburban,7.182594570551567,College,Khon Kaen,60.0,7622.136219460948
Single,Male,50.0,-0.7005826682134266,Yes,Suburban,6.595287184358625,College,Mahasarakam,63.0,2426.0117728009195
Married,Male,48.0,0.21015790310182197,No,Suburban,5.50974609856242,Graduate School,Khon Kaen,61.0,4786.79370477154
Married,Male,56.0,0.5526135265561498,No,Suburban,4.792318178649213,Graduate School,Khon Kaen,58.0,5457.0923009602975
Divorced,Female,52.0,-0.092895084288807,Yes,Urban,5.942513146979468,Graduate School,Khon Kaen,54.0,3924.436263003103
Divorced,Female,48.0,-0.17505437584171912,No,Rural,5.985117689080152,,Mahasarakam,55.0,4880.535955081683
Single,Female,52.0,0.381972802450809,No,Suburban,6.383553780271684,College,Udon,100.0,4881.220297040094
Married,Male,42.0,0.4913611758251239,No,Suburban,6.404999957670076,High School,Khon Kaen,67.0,4154.341330408609
Single,Female,47.0,-0.06298411747543059,Yes,Urban,3.8052638904384897,College,Mahasarakam,73.0,6203.432846083508
Single,Female,50.0,0.021192015360257083,Yes,Rural,6.837825394374311,College,Mahasarakam,62.0,3651.586560658141
Single,Female,41.0,,Yes,Urban,4.419305639906861,Graduate School,Khon Kaen,80.0,3657.3977234163954
Married,Female,34.0,-0.10623183289645594,Yes,Urban,3.5497030473398157,Graduate School,Khon Kaen,76.0,4945.270115090222
Married,Female,49.0,0.3360496892269337,No,Suburban,,College,Khon Kaen,58.0,4777.786659196968
Married,Male,52.0,0.1891329925803225,No,Rural,8.581419855454813,College,Mahasarakam,64.0,5887.525364605236
Single,Male,46.0,0.2624462758948123,No,Rural,5.284482572898338,College,Khon Kaen,34.0,3202.634848767031
Married,Male,45.0,,,Rural,7.463556642107227,High School,Khon Kaen,46.0,6555.473834100789
Married,Female,59.0,-0.34314839809860576,No,Rural,5.951518795136629,,Udon,75.0,5971.039847252794
Divorced,Male,63.0,0.12283329728776327,,,8.947624831356649,College,Mahasarakam,48.0,3355.6506859595097
Divorced,Female,48.0,0.30489293306356263,Yes,Urban,,Graduate School,Khon Kaen,64.0,3512.6533621020817
Single,Male,39.0,,Yes,Suburban,4.912881446789123,High School,Khon Kaen,51.0,5627.629523901746
Single,Male,46.0,-0.30933195997816854,Yes,Urban,2.6099569023036584,High School,Mahasarakam,34.0,4905.265119375569
Divorced,Female,43.0,-0.4328564289657254,Yes,Urban,,High School,Khon Kaen,74.0,2870.647938947154
Married,Male,54.0,-0.36188694570410296,No,Rural,6.61733414901865,College,Mahasarakam,68.0,6136.03468267873
Divorced,,58.0,-0.2841758274981043,Yes,Urban,9.820626690487627,High School,Mahasarakam,33.0,2034.5367867000546
Single,Male,59.0,-0.01314648514195868,Yes,Rural,6.904249236018304,High School,Khon Kaen,74.0,4061.7482069892662
Married,Female,50.0,0.28493297498527714,Yes,Urban,6.250562468792598,Graduate School,Udon,33.0,4402.005014205831
Divorced,Female,54.0,0.6984860297600738,Yes,Urban,7.466752120451471,High School,Mahasarakam,35.0,4728.01900506847
Divorced,Female,51.0,-0.036017385579443284,Yes,Urban,5.455636873717416,Graduate School,Udon,46.0,4971.722635055953
Single,Female,50.0,,,Urban,6.6267657199362855,Graduate School,Udon,52.0,5144.662811223529
Single,,42.0,-0.506053147401424,Yes,Urban,4.558983249459995,College,Mahasarakam,34.0,3819.3473061664677
Single,Female,47.0,0.07035415653044466,No,Rural,5.855525186655655,College,Udon,63.0,4506.349801732258
Single,Female,52.0,-0.4113468437332247,Yes,Urban,4.810949161052534,High School,,63.0,4135.8250935562355
Divorced,Male,56.0,-0.21797780241434517,No,Suburban,7.034998761455338,High School,Khon Kaen,89.0,6781.740837682521
Divorced,Male,58.0,-0.04530941207665906,Yes,Suburban,5.7641189944991815,College,Khon Kaen,71.0,3222.2420331021176
Single,Female,66.0,-0.08877884391472624,Yes,Urban,5.539179327349741,College,Mahasarakam,54.0,4351.1676889584305
Married,Female,61.0,-0.06224997134340737,No,Urban,3.613134971279147,High School,Mahasarakam,55.0,4160.634484413966
Married,Female,55.0,-0.4457756094987433,Yes,Suburban,6.952448945242169,Graduate School,Mahasarakam,64.0,3841.83248542846
Married,Female,53.0,-0.06938998548326492,No,Suburban,6.456230293806656,Graduate School,Udon,110.0,6261.920772097773
Married,Male,56.0,-0.125255989174633,No,Rural,5.264970180617392,High School,Khon Kaen,57.0,5208.60037852416
Divorced,Male,58.0,0.04994913078906346,Yes,Urban,,High School,Mahasarakam,39.0,4451.059632434322
Single,Female,49.0,0.5110791639896921,Yes,Suburban,6.824296647376347,College,,72.0,4864.651350360815
Married,Female,47.0,0.04044920155037274,No,Rural,6.2403097789929864,High School,Mahasarakam,72.0,4357.841392328661
Divorced,Male,36.0,0.17428821995151386,Yes,Rural,6.065053983538402,High School,Mahasarakam,44.0,3918.711700398281
Divorced,Male,57.0,-0.254648648207521,Yes,Rural,5.349980038681488,High School,Udon,83.0,3919.6745920638186
Divorced,Female,70.0,0.48381122888876565,Yes,Urban,8.977408274105402,Graduate School,Mahasarakam,53.0,3564.3278925195186
Single,Female,53.0,0.5091636844809284,Yes,Urban,5.499304294361101,High School,Mahasarakam,64.0,4063.2470229503915
Divorced,Male,47.0,0.11389001311863509,No,Suburban,7.308053033110366,College,Udon,43.0,5322.625800830344
Married,Female,71.0,0.5058806940459009,Yes,Suburban,7.648712575720181,College,Udon,48.0,3508.9949726957975
Divorced,Female,54.0,-0.09853713514051277,Yes,Urban,5.524459214368876,Graduate School,Khon Kaen,53.0,4972.942669401581
Married,Male,51.0,-0.028796957670872148,No,Rural,6.871717611370491,High School,Mahasarakam,66.0,5021.688852078159
Divorced,Male,52.0,-0.28610179489613696,Yes,Rural,5.3748320271457715,High School,Mahasarakam,46.0,5205.341224632482
Married,Female,55.0,0.09173010157582893,No,Urban,5.592339760603568,College,Khon Kaen,65.0,5264.636751430553
Divorced,Female,52.0,0.06477194836677463,Yes,Urban,7.783918995233183,High School,Khon Kaen,91.0,3725.328925341715
Married,Female,52.0,0.23564204421860335,Yes,Urban,6.322338672543886,High School,Khon Kaen,80.0,5719.259095278221
Single,Female,49.0,-0.0882522408530228,No,Suburban,5.942373241397754,Graduate School,Khon Kaen,46.0,4278.8448979655095
Married,Female,46.0,0.31099019054326393,No,Rural,4.993247810911729,College,Khon Kaen,37.0,3972.6133804583264
Married,Female,50.0,0.0893784837100718,No,Suburban,6.740961665488091,Graduate School,Udon,59.0,5015.567368058781
Married,Female,54.0,-0.23016897005027098,No,Rural,,Graduate School,Mahasarakam,60.0,4802.895078560635
Divorced,Male,50.0,0.8225319712285457,Yes,Urban,6.702544298518283,High School,Mahasarakam,37.0,4867.224769652137
Single,Male,37.0,-0.11581160052131384,Yes,Urban,4.207745463599792,High School,Udon,75.0,4158.525640744695
Single,Female,48.0,-0.8011805328293751,Yes,Rural,4.509585680482436,College,Udon,63.0,4095.939173782556
Single,Female,62.0,1.003761912531773,Yes,Urban,7.1566083518048185,High School,Mahasarakam,33.0,6239.263239272389
Divorced,Male,57.0,-0.12837702382078336,Yes,Urban,6.49611031511363,College,Udon,76.0,4015.193350847475
Divorced,Male,72.0,-0.6878962103810984,Yes,Urban,7.305255016736091,Graduate School,Mahasarakam,51.0,2357.0864492081105
Single,Female,59.0,0.5045704671497069,No,Urban,5.606067912309833,College,Mahasarakam,68.0,4378.872800864736
Married,Female,,-0.05053815015141777,No,Suburban,5.286925385904408,High School,Udon,29.0,4669.390121222097
Divorced,Female,51.0,-0.16464270841358003,No,Rural,5.61399947130532,College,Udon,80.0,4721.354809344809
Divorced,Male,56.0,0.041621153618160184,Yes,Urban,6.829022672152114,Graduate School,Khon Kaen,81.0,4824.725522302601
Single,Male,57.0,-0.19494430548071467,Yes,Urban,6.377484434559766,Graduate School,Udon,71.0,3841.559169401962
Single,Male,54.0,0.169070160006561,No,Suburban,5.0054386253350165,High School,Udon,41.0,4966.016253657696
Divorced,Male,44.0,0.29549261199000126,No,Rural,7.689008677485149,Graduate School,Udon,43.0,5158.4365179239885
Single,Female,43.0,0.05303518409817415,Yes,Suburban,4.496217830553229,Graduate School,Udon,33.0,5275.583011984833
Divorced,Male,48.0,-0.4705838069143108,Yes,Suburban,5.620469983138946,Graduate School,Khon Kaen,82.0,3815.282524335773
Divorced,Female,51.0,0.028587385385176606,Yes,Suburban,6.224483092412834,Graduate School,Khon Kaen,83.0,3856.0552943475295
Single,Male,51.0,-0.6183310923247324,Yes,Suburban,6.059202913149059,High School,Khon Kaen,35.0,4443.740547016184
Single,Female,48.0,-0.05086939355109005,Yes,Suburban,6.292363323043289,High School,,85.0,5189.824027072646
Divorced,Female,47.0,0.41699513753895723,No,Rural,5.704989872405658,Graduate School,Mahasarakam,68.0,4886.911472902795
Married,Female,59.0,0.06272770926414298,Yes,Suburban,6.817070966806515,High School,Mahasarakam,57.0,3917.083452025497
Married,Female,54.0,0.1556327466148487,Yes,Suburban,8.635932848440127,College,Mahasarakam,94.0,3788.378641884937
Divorced,Male,67.0,1.0188646213032015,Yes,Urban,9.42663932222441,High School,Mahasarakam,101.0,4294.7663396645285
Divorced,Male,51.0,0.18589753022996414,Yes,Suburban,7.616829475012041,College,Khon Kaen,81.0,4752.805716878457
Single,Male,55.0,-0.060974572315917686,Yes,Urban,5.966707026235522,Graduate School,Udon,87.0,4335.048884826816
Single,Male,51.0,,Yes,Rural,5.926805441754852,High School,Khon Kaen,71.0,3952.9764991121087
Divorced,Female,52.0,-0.07499091509664352,No,Rural,7.1933104400365435,College,Khon Kaen,68.0,6641.5615300834725
Married,Male,45.0,0.1165976960706141,No,Rural,6.4816802687293755,High School,Khon Kaen,53.0,5038.204120559684
Single,Male,53.0,-0.07820366726362266,Yes,Suburban,6.434581766494068,High School,Mahasarakam,61.0,4129.8321002485745
Divorced,Female,57.0,0.6727168471570422,Yes,Rural,4.517364346884776,Graduate School,Mahasarakam,45.0,5580.8810218630715
Single,Female,66.0,0.520836062100007,Yes,Suburban,6.550914439781255,High School,Mahasarakam,39.0,5186.582314102441
Married,Male,57.0,-0.14064817761156817,Yes,Suburban,7.108829358533568,College,Mahasarakam,43.0,3687.794669284846
Single,Male,53.0,0.2871104167297306,Yes,Urban,4.643898599264434,Graduate School,Udon,85.0,4002.756251192121
Married,Male,43.0,-0.11382076981144112,No,Rural,8.866372296874552,,Khon Kaen,53.0,6054.400591439517
Divorced,Female,48.0,0.16130791201033515,No,,5.676134345142841,Graduate School,Udon,64.0,4669.091213406832
Divorced,Male,38.0,-0.12448512662985223,No,Rural,6.3866019225522965,Graduate School,Khon Kaen,55.0,4108.632105966664
,Male,62.0,0.3969336439884914,Yes,Suburban,5.4198821174069245,Graduate School,Mahasarakam,88.0,4240.011783932938
Divorced,,55.0,-0.216235684875609,Yes,Urban,6.362725802718875,Graduate School,Mahasarakam,59.0,4447.567964780804
Single,Female,48.0,0.1982229736785428,No,Rural,6.974162457964563,Graduate School,Mahasarakam,49.0,6230.197544874454
Divorced,,54.0,-0.19802977953991519,Yes,Rural,5.818281080536992,College,Udon,65.0,4297.44749038004
Single,Male,66.0,0.6005165919221038,Yes,Urban,8.906564418732822,College,Khon Kaen,30.0,3343.566126858098
Married,Female,46.0,-0.6769026791055034,Yes,Suburban,4.49537057022614,College,Udon,67.0,3215.4391541213454
Single,Female,61.0,1.0849852809792846,Yes,Suburban,6.2253372202743344,Graduate School,Khon Kaen,65.0,5434.543933367145
Single,Female,54.0,0.033932271703798894,Yes,Urban,6.395156368202425,High School,Khon Kaen,79.0,4530.040337849419
Divorced,Male,57.0,-0.5616622760656739,Yes,Rural,8.099112230748155,,Mahasarakam,69.0,2372.683389448925
Married,Male,50.0,-0.3757096666583347,No,Rural,5.919194082740167,College,Mahasarakam,45.0,4163.218154215771
Single,Female,52.0,0.5253106849409062,Yes,Rural,5.393084184102195,High School,Udon,48.0,4894.941386424519
Single,Female,45.0,0.08786951067100562,Yes,Suburban,5.0641557212551715,High School,Udon,53.0,5330.4512881602095
Single,Male,45.0,0.3197645266124773,No,Urban,7.280571479388781,College,Udon,51.0,4636.836968829914
Married,Male,45.0,0.18371512043420632,No,Rural,7.240405409122178,High School,Udon,50.0,5293.76802810437
Divorced,Female,54.0,-0.005588855753290017,Yes,Urban,6.887324931813363,Graduate School,Khon Kaen,38.0,3464.582183220973
Divorced,Male,37.0,0.727100054926594,,Urban,,College,Udon,50.0,4876.93493721256
Single,Male,66.0,0.08357961384975021,Yes,,8.667601228509298,Graduate School,Udon,53.0,3261.183458193371
Married,Male,57.0,-0.5619345317790753,No,Rural,5.4476225159650635,College,Udon,57.0,4334.152818299374
Divorced,Male,52.0,-0.19288631606967144,Yes,Suburban,6.778035614983074,College,Mahasarakam,67.0,2928.1643874018346
Married,Male,52.0,-0.06912089067267296,No,Rural,4.737330616947947,High School,Udon,63.0,5214.90947608977
Married,Male,43.0,0.5877491807243238,No,Urban,6.625292079711649,Graduate School,Mahasarakam,65.0,5020.078709147683
Single,Male,51.0,0.4719938027426831,Yes,Rural,7.3499017517458025,Graduate School,Khon Kaen,37.0,3635.1348602569906
Divorced,Female,46.0,0.8833827407272926,Yes,Urban,7.0641021161839905,College,Mahasarakam,62.0,5205.879848339733
Single,Male,67.0,0.799319320758342,Yes,Suburban,8.229442386350335,College,Mahasarakam,47.0,3651.966567016009
Divorced,Female,47.0,-0.38513886008653,Yes,Suburban,5.983609667287116,High School,Khon Kaen,57.0,4058.0130096936473
Married,Male,49.0,0.22940121210263273,No,Rural,6.7598775397839095,High School,Khon Kaen,41.0,5552.7819527709835
Single,Female,59.0,-0.17086647765796642,Yes,Urban,5.758007764802468,College,Khon Kaen,58.0,4206.3739611165975
Single,Male,56.0,-0.15163013059523495,No,Rural,4.533106364722839,Graduate School,Udon,41.0,3629.019498340366
Married,Female,58.0,-0.18680754171957675,No,Urban,6.690349941979113,High School,Udon,74.0,6510.003460363889
Married,Female,51.0,-0.03375103015658987,Yes,Urban,6.183516008265633,College,Khon Kaen,69.0,3999.3420465649615
Divorced,Male,51.0,-0.41624821334471696,Yes,Urban,5.7239234672924715,College,Khon Kaen,32.0,4047.501420367622
Married,Male,51.0,-0.2874536637057185,Yes,Suburban,5.752866631742543,Graduate School,,64.0,4422.285848711192
Divorced,Male,52.0,0.4076209325670281,Yes,Urban,6.0075447789773495,Graduate School,Mahasarakam,36.0,4365.195414548287
,Female,58.0,0.11603257222602378,No,Rural,4.654426479307819,High School,Udon,61.0,4061.1747757661883
Single,Male,63.0,0.026459763947236647,Yes,Suburban,7.850029196070229,College,Khon Kaen,83.0,2798.349579727713
Divorced,Male,56.0,0.15407897750443442,Yes,Urban,6.027919915371028,High School,Khon Kaen,96.0,4152.514586461132
Married,Female,47.0,0.8192260340593055,Yes,Suburban,5.334712435547471,High School,Mahasarakam,46.0,4307.631528969896
Single,Male,30.0,-0.1643972940001096,Yes,Urban,4.523342488630501,High School,Udon,74.0,4847.058546065859
Divorced,Female,31.0,0.0018641714129360443,Yes,Suburban,4.971874190914744,Graduate School,Udon,55.0,5581.73052088328
Single,Female,55.0,0.06665800881842981,Yes,Suburban,,College,Mahasarakam,44.0,3920.1214247564385
Married,Female,62.0,-0.3748942510744466,Yes,Rural,6.779898552867796,Graduate School,Khon Kaen,73.0,4096.657243025098
Married,Female,43.0,0.11798869015718345,No,Rural,5.185662915802581,High School,Khon Kaen,65.0,3696.8383262465395
Divorced,Male,49.0,0.19737792258750328,Yes,Urban,6.5300202183251335,College,Udon,44.0,3741.064990529042
Married,Female,59.0,0.3229182052073819,Yes,Rural,6.4048162992229765,College,Khon Kaen,66.0,3806.5490033400138
Married,Male,45.0,-0.03411661220154,Yes,,7.026168137444973,High School,Mahasarakam,35.0,3550.7597625179137
Single,Male,67.0,0.2476078785784008,Yes,Urban,6.813085640017251,Graduate School,Mahasarakam,52.0,3695.6446664954115
Divorced,Female,66.0,0.3774337732065962,Yes,Urban,5.955177645117523,High School,Udon,56.0,4723.175351135581
Single,Male,54.0,-0.3036083378715818,Yes,Suburban,6.623682744931887,Graduate School,Udon,92.0,3899.420621603602
Divorced,Female,45.0,0.13854378374741377,No,Rural,,College,Khon Kaen,39.0,4563.378822042383
Divorced,Female,50.0,-0.7712594114801417,Yes,Urban,4.202053676587595,Graduate School,Mahasarakam,30.0,3159.875104903772
Divorced,Male,46.0,0.7185078739806516,Yes,Urban,6.32547488607394,College,Mahasarakam,32.0,6389.219374487188
