Location Code,Months with Company,Annual Income,Age,Marital Status,City,Sex,Renew,Brand Loyalty,Online Activity,Education Level
Rural,59.0,54448.47702395761,45.0,Married,Mahasarakam,Female,No,0.2649267809306646,6.669980516963672,College
Suburban,28.0,49937.26787587774,35.0,Married,Mahasarakam,Male,Yes,0.17823597689788814,8.128590569502954,Graduate School
Suburban,38.0,63477.57634148067,55.0,Divorced,Khon Kaen,Female,Yes,1.002091529473034,4.315058834410138,College
Rural,74.0,60798.722857570036,47.0,Married,Udon,Female,No,-0.22288991092801452,6.387898151565911,College
Suburban,38.0,53312.925317943205,39.0,Divorced,Mahasarakam,Male,Yes,1.1253972312340197,6.301325556081328,High School
Rural,59.0,65473.97078437459,51.0,Divorced,Mahasarakam,Female,No,-0.059407678766522365,5.362346375004076,College
Rural,86.0,70240.02328382578,44.0,Married,Udon,Female,No,-0.42475976067626886,4.9853609215581205,Graduate School
Urban,84.0,32137.252944202282,49.0,Single,Khon Kaen,Male,Yes,0.2814140404393265,4.624875330743638,College
Suburban,54.0,42664.78429193615,59.0,Single,Mahasarakam,Male,Yes,0.21776653549510044,6.041397069604323,High School
Urban,80.0,52349.18024941504,40.0,Married,Khon Kaen,Female,No,-0.2850249987475382,6.123386064397477,Graduate School
Urban,67.0,,45.0,Divorced,Mahasarakam,Female,Yes,0.3850687796651718,4.84259101553423,Graduate School
Suburban,65.0,37648.12062262086,46.0,Divorced,Mahasarakam,Male,Yes,0.6734132364732662,5.222972124511699,High School
Urban,47.0,63177.31006893828,34.0,Divorced,Mahasarakam,Female,Yes,1.0073794972798167,5.132599430243603,High School
Urban,91.0,37301.97579311498,59.0,Divorced,,Female,Yes,0.24681248839182776,3.7735451337012957,Graduate School
Urban,55.0,43909.96153351927,44.0,Married,Khon Kaen,Male,Yes,0.5962831374102886,6.31172029172235,High School
Urban,45.0,64040.62844295954,48.0,Married,Udon,Female,Yes,0.28343730230972397,6.121959147257565,College
Suburban,51.0,42232.22352582209,45.0,Single,Udon,Male,Yes,0.04038924045006398,5.527387010236032,College
Rural,45.0,86852.97833443701,56.0,Married,Udon,,No,-0.6051293965472332,5.9239784295305755,High School
Suburban,68.0,49224.549182178875,58.0,Married,Khon Kaen,Male,No,0.06537345874048467,6.093942093869423,High School
Rural,88.0,61024.80928567068,44.0,Single,Mahasarakam,Male,No,-0.08781335700437162,4.512490160831067,High School
Suburban,23.0,60467.92143001827,50.0,Divorced,Khon Kaen,Male,Yes,0.8114204466371062,7.961598488408752,
Rural,57.0,46512.316659575954,50.0,Divorced,Mahasarakam,Female,No,-0.2812440241782048,2.389918112282968,Graduate School
Urban,40.0,61795.57248913361,,Divorced,Khon Kaen,Male,Yes,0.3067217234060699,5.725865865928587,College
Rural,65.0,58243.62866970687,39.0,Divorced,Mahasarakam,Male,No,-0.19431999088211396,6.649802954719494,Graduate School
Rural,106.0,39851.27912854378,45.0,Divorced,Mahasarakam,Male,No,0.5621268334086048,6.521753956755156,High School
Rural,44.0,78402.90287705907,31.0,Married,Mahasarakam,Female,No,-0.5513519358903439,5.814456648932159,Graduate School
Urban,81.0,37175.083428140206,37.0,Married,Khon Kaen,Female,Yes,0.049139534636253944,4.542902674507636,Graduate School
Rural,98.0,41680.34458052178,48.0,Married,Udon,Male,No,-0.023079442913226944,4.951259975145575,High School
Suburban,49.0,35492.72696006665,65.0,Married,Mahasarakam,Female,Yes,-0.28949584326486166,7.882563332923741,College
Suburban,66.0,50919.25528282203,51.0,Married,Mahasarakam,Female,No,-0.6423703446007696,4.6738355001333955,College
Urban,42.0,58892.02686513684,39.0,Divorced,,Male,Yes,0.3687144431531114,7.465368675966184,College
Rural,27.0,56315.706750729696,48.0,Married,Mahasarakam,Female,Yes,0.6123619454469964,7.384062204060133,Graduate School
Urban,22.0,55364.519674978,48.0,Divorced,Mahasarakam,Male,Yes,1.172073556507291,7.4721288219276385,Graduate School
Urban,50.0,42549.40822766112,22.0,Divorced,Mahasarakam,Female,Yes,0.15339643227135194,6.98763313782503,College
Suburban,45.0,50167.685116568435,,Single,Mahasarakam,Male,Yes,0.4388422037848009,6.398083377634347,Graduate School
Urban,55.0,44461.77366918754,42.0,Divorced,Mahasarakam,Female,Yes,-0.5817099765158724,8.208620197646304,High School
Rural,58.0,67116.85985676569,43.0,Single,Mahasarakam,Female,,-0.5948976376269103,4.562236311094788,Graduate School
Urban,46.0,64326.312004112224,40.0,Divorced,Khon Kaen,Female,Yes,0.3607423957002795,5.833301299931512,College
Rural,58.0,39106.47791880683,41.0,Single,Khon Kaen,Male,Yes,-0.39613904770846814,8.413977197977857,College
Suburban,73.0,58069.92577509959,45.0,Single,Udon,Female,No,-0.3163058156339879,6.200246568606788,High School
Rural,105.0,30326.603045558782,58.0,Single,Udon,Female,No,-0.14978546570036777,4.920556999182835,Graduate School
Urban,63.0,37596.390794031926,39.0,Divorced,Mahasarakam,Male,Yes,-0.10394334387982285,5.53187456270266,College
Suburban,49.0,32641.841876226965,41.0,Single,Khon Kaen,Female,Yes,-0.06595776873367017,8.399857620850538,Graduate School
Urban,60.0,40152.28609179563,29.0,Divorced,Udon,Female,Yes,0.15702220918308377,5.409173332327248,College
Urban,47.0,43781.90391372344,44.0,Divorced,Khon Kaen,Male,Yes,0.32055588295464765,6.69729266945796,College
Suburban,65.0,39702.036474808476,50.0,Married,Udon,Female,Yes,-0.08159479866169511,5.4081200728801395,College
Suburban,58.0,69796.58096327214,35.0,Married,Mahasarakam,Female,No,,5.306568974989257,High School
Urban,75.0,29271.783985397047,41.0,Single,Udon,Male,Yes,0.38361474544815355,4.032021654485021,Graduate School
Suburban,49.0,77669.93557774599,62.0,,Mahasarakam,Male,No,-0.3161800449511155,4.789172577960548,Graduate School
Rural,68.0,69554.53901347583,41.0,Single,Khon Kaen,Female,No,-0.5574727528542156,8.153036354448219,High School
Rural,90.0,39972.61368873321,61.0,Married,Udon,Female,No,-0.007055324884877173,4.189513147375645,College
Rural,106.0,36634.61780036626,51.0,Divorced,Udon,Male,No,0.38991127303068096,4.286217777679525,Graduate School
Rural,79.0,47634.107182209416,67.0,Divorced,Mahasarakam,Female,No,0.28354494502144967,5.838129217580041,College
Urban,54.0,38590.17860137824,42.0,Single,Khon Kaen,Female,Yes,0.4095610853369978,6.512149422612146,Graduate School
Urban,63.0,31680.805193115535,65.0,Divorced,Mahasarakam,Female,Yes,0.10281402924369606,6.040887085222911,High School
Suburban,74.0,52574.13765777206,43.0,Married,Khon Kaen,Male,No,-0.7912363695254891,6.154218190350334,Graduate School
Suburban,13.0,68339.03646577318,36.0,Divorced,Khon Kaen,Female,Yes,1.1005489604596623,6.956566119000151,High School
Suburban,53.0,54767.94790060961,33.0,Single,Mahasarakam,Female,Yes,0.27951829520618576,6.650147774732878,High School
Urban,45.0,52415.75480374704,66.0,Single,Udon,Female,Yes,0.009651605087842172,7.671359108189843,High School
Rural,81.0,42976.805377744815,63.0,Divorced,Udon,Female,Yes,0.14144072805391347,4.647401117028367,High School
Suburban,62.0,33489.31260836115,29.0,Divorced,Khon Kaen,Female,Yes,0.38432965623239784,5.957460790580004,College
Urban,76.0,44879.10500146567,58.0,Single,Udon,Male,Yes,0.17785676322912633,6.445325402064671,High School
Rural,49.0,57743.92101244201,48.0,Married,Khon Kaen,Male,No,-0.8498635875669769,6.868929548471481,Graduate School
Suburban,61.0,42038.240568709596,42.0,Divorced,Khon Kaen,Male,Yes,-0.356387711204344,6.4115400661354345,Graduate School
Rural,68.0,82422.6177315569,41.0,Married,Udon,Male,No,-1.1168714569798783,6.612641765175979,High School
Rural,71.0,43910.60149744075,33.0,Married,Mahasarakam,Male,No,0.08583519776889177,2.5787476898606054,Graduate School
Urban,73.0,36103.63030654256,37.0,Single,Mahasarakam,Female,Yes,0.1105897838259626,4.304733507242862,High School
Urban,54.0,38297.22392898261,58.0,Single,Udon,Male,Yes,-0.30440479820720634,7.6949268242754165,Graduate School
Rural,72.0,67542.56667422803,39.0,Divorced,Khon Kaen,Female,No,0.38751226642920616,3.887521103756595,Graduate School
Urban,45.0,48746.77767959972,27.0,Divorced,Khon Kaen,Female,Yes,0.2195112944524323,6.3140882721380445,Graduate School
Urban,56.0,38228.72642989494,35.0,Divorced,Udon,Female,Yes,0.09561943978215645,5.433119062065179,Graduate School
Rural,37.0,54191.08215791638,51.0,Single,Udon,Female,,0.4494656691157582,7.195885927193019,College
Urban,28.0,49966.46437374129,42.0,Married,Khon Kaen,Male,Yes,0.033790523566401776,9.202478593946536,College
Rural,72.0,74867.91788840675,53.0,Divorced,Mahasarakam,Male,No,0.07159869654648737,5.076538893379307,High School
Urban,17.0,60138.33470299997,39.0,Divorced,Mahasarakam,Male,Yes,0.98206954006542,7.617047052816123,Graduate School
Urban,60.0,49169.022493301985,50.0,Single,Udon,Female,Yes,0.6563792952742938,5.45074861829781,College
Urban,28.0,58498.82121629912,61.0,Divorced,Khon Kaen,Female,Yes,0.2898904333818385,7.670948669746534,College
Urban,57.0,38274.83292551613,32.0,Single,Khon Kaen,Female,Yes,0.6896584886210347,5.5485172930163476,High School
Rural,40.0,53878.989630973076,37.0,Divorced,Udon,Female,Yes,0.4064591866778116,6.481281208868545,Graduate School
Suburban,48.0,41564.09867616612,46.0,Single,Mahasarakam,Male,Yes,0.1750810956631716,7.270864270327676,College
Suburban,75.0,48257.40131247016,59.0,Married,Khon Kaen,Female,No,0.2853265927433365,2.282755808964139,Graduate School
Rural,44.0,76569.49306076163,68.0,Single,Mahasarakam,Female,No,-0.49408303548061483,5.501632176678713,Graduate School
Urban,60.0,52709.720462144236,31.0,Single,Khon Kaen,Female,Yes,-0.5252623444421978,7.369263375588185,Graduate School
Suburban,31.0,56567.88193309564,29.0,Single,Udon,Female,Yes,0.5914305094085813,8.043690950263032,Graduate School
Urban,55.0,58785.32303928937,44.0,Single,Khon Kaen,,No,-0.7137780254414559,5.815947725736673,High School
Urban,54.0,29198.753731367808,52.0,Single,Khon Kaen,Male,Yes,0.5797070961211342,6.204216707446776,College
Rural,50.0,68067.2447334606,56.0,Married,Udon,Male,No,0.2520088105469759,4.0931559290743085,College
Suburban,49.0,45207.23898765782,36.0,Divorced,Mahasarakam,Male,Yes,-0.13596701008884696,7.296188549464642,Graduate School
Urban,55.0,55246.4188612882,46.0,Divorced,Udon,Male,Yes,0.3709475492493215,5.87688365371913,Graduate School
Urban,66.0,63050.07242628303,43.0,Married,Khon Kaen,Male,No,-0.18165496383735313,4.937147823780251,College
Urban,46.0,45286.585638918994,30.0,Married,Khon Kaen,Female,Yes,0.19026162037563774,7.71913154963054,High School
Urban,38.0,53239.52315105824,58.0,Single,Khon Kaen,,Yes,0.06478610834533668,8.027452155147241,High School
Urban,44.0,38533.87771210969,41.0,Divorced,Mahasarakam,Male,Yes,0.05525854979264841,8.235600721160022,Graduate School
Rural,84.0,39489.89725767822,35.0,Married,Mahasarakam,Male,No,-0.07771345168362528,7.58501333964413,High School
Suburban,49.0,42829.413689545356,43.0,Married,Udon,Female,Yes,0.16090645445540686,7.598739294141808,College
Urban,29.0,54535.316876464865,55.0,Divorced,Khon Kaen,Male,Yes,0.32861405661371895,6.738330457334868,High School
Rural,87.0,45894.6473481998,47.0,Married,Khon Kaen,Female,No,0.6371647789180651,5.4541296851427585,Graduate School
Urban,40.0,47263.01364060503,38.0,Married,Udon,Female,,0.6868268397024401,5.352620592775965,Graduate School
Rural,87.0,46893.69573639262,37.0,Married,Khon Kaen,Male,No,-0.2736091560081383,6.042735456984257,High School
Suburban,69.0,51091.21669633192,61.0,Married,Khon Kaen,Female,No,-0.4919759397124279,7.56168634377608,Graduate School
Rural,65.0,67375.07230312639,50.0,Married,Khon Kaen,Male,No,-0.5970392760767252,5.912388272191038,Graduate School
Urban,65.0,27450.2097900283,50.0,Divorced,Mahasarakam,Male,Yes,-0.5500123298104878,7.860169820192349,College
Rural,75.0,49028.92939833338,53.0,Divorced,Mahasarakam,Female,No,0.24823709498658464,7.730599476760875,College
Suburban,60.0,22764.167596958294,46.0,Married,Khon Kaen,Male,Yes,0.12112872834792514,4.531735488733268,High School
Suburban,58.0,75817.01926890531,64.0,Married,Udon,Female,No,-0.2824166221180978,4.128187599552545,College
Urban,58.0,39566.66975847628,49.0,Divorced,Udon,Male,Yes,0.39596465163842803,6.1953628562678125,College
Rural,52.0,48273.02638364734,46.0,Divorced,Udon,Female,Yes,0.5962974024961452,4.206692741064673,College
Urban,50.0,38032.11175412083,40.0,,Khon Kaen,Male,Yes,0.18645691379145615,6.439501348159733,College
Urban,55.0,16593.108149572276,45.0,Divorced,Khon Kaen,Female,Yes,-0.27123230068712834,5.069511353345954,College
Rural,56.0,35679.67114982352,46.0,Divorced,Khon Kaen,Female,Yes,-0.35539852093920016,6.944982267449118,Graduate School
Urban,24.0,51548.88546398712,46.0,Single,Khon Kaen,Female,Yes,0.41630787347851794,8.430030618635195,College
Suburban,32.0,55673.44293838934,42.0,Divorced,Udon,Female,Yes,0.4676681719513397,7.962375710291465,Graduate School
Urban,50.0,48932.81693161698,49.0,Married,Khon Kaen,Female,Yes,0.4322504591087679,6.450195731951182,Graduate School
Urban,59.0,43455.45440262354,37.0,Single,Khon Kaen,Female,Yes,0.07611035013313894,6.351046671270689,Graduate School
Urban,60.0,42566.57662013342,,Single,Mahasarakam,Male,Yes,0.08988209016372342,5.803422386964873,High School
Rural,87.0,61773.734726239905,53.0,Married,Khon Kaen,Female,No,-0.17955713398593298,6.026733310015328,High School
Rural,56.0,70356.32034688785,36.0,Divorced,Mahasarakam,Female,No,-0.5002764898092565,,Graduate School
Urban,41.0,42815.6759866206,65.0,Single,Udon,Male,Yes,-0.14776487860822135,6.972878127600184,High School
Urban,44.0,48216.68053472222,51.0,Divorced,Khon Kaen,Male,Yes,0.6602094968227654,5.715562394771346,Graduate School
Rural,,44114.98569822631,52.0,Single,Khon Kaen,Male,Yes,0.16066255412546937,6.250424256162735,College
Rural,62.0,53545.66416127277,45.0,Married,Khon Kaen,Male,No,-0.6886801638028408,5.250721019996101,High School
Suburban,73.0,35460.743530076244,49.0,Divorced,Udon,Male,Yes,0.019633673523344584,5.07203475917686,College
Urban,49.0,53352.56732732358,48.0,Single,Mahasarakam,Male,Yes,0.6697315258401438,6.782206043397912,High School
Rural,36.0,79380.26457768235,39.0,Married,Khon Kaen,Female,No,0.04384992487027745,4.699020541025627,High School
Urban,37.0,44788.571200514205,44.0,Divorced,Khon Kaen,Male,Yes,0.5849741331290746,4.278416261960864,High School
Urban,25.0,41468.0121782668,34.0,Single,Udon,Female,Yes,-0.056910764232567024,9.269766062578505,Graduate School
Suburban,56.0,73474.80396782544,49.0,Married,Udon,Male,No,-0.6264694027879887,5.729874316167206,College
Urban,43.0,68867.0910228013,48.0,Divorced,Mahasarakam,Male,Yes,1.2166593666337198,5.73952496399904,College
Rural,34.0,41451.69294219808,43.0,Divorced,Khon Kaen,Male,Yes,0.1519895945509241,6.864877195913466,Graduate School
Urban,96.0,36552.31934798851,58.0,Married,Mahasarakam,Female,No,-0.2765690055759962,6.150419591949565,Graduate School
Suburban,75.0,42122.104847473354,62.0,Divorced,Khon Kaen,Male,Yes,0.4675092333198997,4.46536245600836,Graduate School
Rural,95.0,27872.93281463423,41.0,Divorced,Udon,Female,Yes,-0.300619593261539,5.883356160047494,High School
Urban,6.0,73964.07286591707,36.0,Single,Udon,Female,Yes,0.7258098074126714,8.689904951635004,College
Rural,34.0,61629.139791878675,60.0,Married,Mahasarakam,Male,No,-0.4258150169901692,2.5263804486821626,Graduate School
Urban,62.0,,42.0,Married,Khon Kaen,Male,No,0.2248349889517327,3.6668231222805505,College
Suburban,55.0,44959.205386316906,51.0,Married,Udon,Female,Yes,0.25457463985223316,7.4864329758994,College
Rural,87.0,66102.75575682404,28.0,Single,Khon Kaen,Male,No,-0.3212495150738943,8.11991115911104,High School
Suburban,39.0,56188.15197725878,36.0,Divorced,Khon Kaen,Male,Yes,1.0522875898013617,5.649870610403426,Graduate School
Suburban,40.0,39368.5721098531,34.0,Married,Khon Kaen,Male,Yes,-0.06021681631700297,7.435009120297437,High School
Urban,37.0,56119.43687125789,55.0,Single,Mahasarakam,Female,Yes,0.6669771096635132,6.383621364831006,High School
Urban,49.0,60008.11939285498,44.0,Divorced,Khon Kaen,Female,Yes,0.7152072186759149,6.764861343026185,Graduate School
Suburban,24.0,54980.24235606761,52.0,Divorced,Khon Kaen,Male,Yes,1.0420978045909595,6.533196021430447,High School
Urban,44.0,39022.47001275269,48.0,Single,Udon,Female,Yes,-0.06703950314057673,8.41282182657938,College
Urban,18.0,58145.054692735925,62.0,Single,Udon,Male,Yes,-0.26333813366511294,9.978914251103422,College
Suburban,59.0,38237.0055682831,36.0,Single,Mahasarakam,Female,Yes,-0.6311841077214619,7.548451543501807,College
Rural,51.0,60304.25061054317,32.0,Married,Mahasarakam,Male,No,-0.5170385136600963,4.880376469255511,Graduate School
Urban,29.0,,50.0,Divorced,Khon Kaen,Male,Yes,1.0948021722765886,6.58022715288733,Graduate School
Suburban,61.0,51756.213299039126,62.0,Married,Mahasarakam,Female,No,0.291071233739067,4.936778737842941,College
Rural,82.0,67570.03304921206,43.0,Married,Udon,Male,No,-0.2693469885869989,4.379266115253887,College
Rural,54.0,56091.90533957787,42.0,Single,Udon,Female,Yes,0.8528063947362947,5.202483405574645,Graduate School
Urban,41.0,52894.92673225032,55.0,Married,Khon Kaen,Male,Yes,0.4259247072627693,6.517597769048761,High School
Urban,39.0,49705.567243795005,37.0,Married,Udon,Male,Yes,0.13759033393974923,7.848163907744404,Graduate School
Suburban,56.0,72754.43604893048,45.0,Married,Mahasarakam,Male,No,-0.4008129138548288,6.571610552820481,College
Suburban,65.0,28692.430310270713,57.0,Married,Mahasarakam,Male,Yes,-0.4058278992806988,9.328893239635777,High School
Suburban,52.0,44076.6901757978,68.0,Married,Mahasarakam,Male,Yes,0.23347158045114166,6.6951011182740015,Graduate School
Suburban,56.0,55262.53302054429,40.0,Married,Khon Kaen,Male,Yes,0.6175223341018731,6.13812747780554,College
Urban,55.0,37706.63011844779,47.0,Single,Udon,Male,Yes,0.6013031496984104,6.08518811217371,College
Suburban,73.0,23184.07515543041,48.0,Divorced,Mahasarakam,Female,Yes,-0.618320318939518,6.783058100908405,High School
Rural,57.0,70716.87543607723,37.0,Single,Khon Kaen,Male,Yes,-0.46048918293620866,7.163212152434665,College
Suburban,79.0,44846.82569360584,43.0,Single,Mahasarakam,Female,No,0.15736691642512057,6.32256308329404,Graduate School
Urban,55.0,47569.998041183164,43.0,Divorced,Mahasarakam,Male,Yes,0.44580331341607293,6.33563663619188,Graduate School
Urban,49.0,55958.339721860124,35.0,Divorced,Mahasarakam,Male,Yes,0.9750070998778715,6.087698790896794,High School
Urban,54.0,32721.97587259796,50.0,Single,Udon,Male,Yes,0.2612520810489855,6.703088084305324,Graduate School
Suburban,62.0,68241.48546796796,29.0,Married,Udon,Male,No,-0.3127804453293728,5.75747086840269,College
Urban,32.0,67103.16533932029,36.0,Divorced,Udon,Male,Yes,1.074300171778275,6.150484894087767,High School
Urban,66.0,37192.925728465445,49.0,Single,Mahasarakam,Female,Yes,0.6166266935907532,5.041925163218225,High School
Rural,89.0,44375.549142868,57.0,Married,Udon,Male,No,-0.19441658848777707,4.508661934085245,College
Urban,74.0,64073.33314209065,39.0,Single,Udon,Male,No,-0.5659283964583032,7.091127922557825,High School
Rural,57.0,58796.36099088428,57.0,Married,Mahasarakam,Male,No,-1.049085142409694,6.121538487855803,High School
Urban,39.0,48934.938377578874,52.0,Divorced,Mahasarakam,Female,Yes,0.2817514247251149,8.044023573909252,High School
Rural,82.0,42268.290699173536,55.0,Divorced,Khon Kaen,,No,0.02102164838059928,4.114795807675812,High School
Urban,42.0,55511.263809119046,53.0,Divorced,Mahasarakam,Female,Yes,0.4030653394347922,7.725307850923434,High School
Urban,88.0,23668.520086662713,50.0,Divorced,Udon,Male,Yes,-0.27806426202419227,5.475779974228267,High School
Urban,75.0,70086.42982777477,46.0,Married,Mahasarakam,Female,No,-0.18225066409987353,6.409741872700819,College
Suburban,34.0,,37.0,Single,Mahasarakam,Male,Yes,0.15760148642787558,6.863331325092898,High School
Urban,51.0,39848.38270996731,43.0,Married,Khon Kaen,Female,Yes,0.7332659382956237,6.322402978734001,Graduate School
Suburban,50.0,41914.580712308336,40.0,,Mahasarakam,Female,Yes,0.5989471626234486,6.253324587113583,College
Urban,14.0,65779.83678853164,48.0,Divorced,Khon Kaen,Female,Yes,-0.10038600812336543,10.0,High School
Urban,56.0,39225.94431813553,43.0,Married,Khon Kaen,Male,Yes,0.12187687076406664,7.127709146822133,College
Rural,75.0,59217.63408195677,42.0,Divorced,Udon,Female,No,-0.32306472840954414,6.578423759619608,College
Urban,49.0,40266.223930267326,35.0,Divorced,Khon Kaen,Male,Yes,0.09977738818539794,7.263345134940507,College
Rural,82.0,54114.07862845016,29.0,Divorced,Mahasarakam,Female,No,0.29782126562083017,4.732820610887833,High School
Urban,83.0,44198.80326776197,,Married,Udon,Male,No,0.39907977931621086,4.204195163897754,College
Urban,66.0,42595.428161442294,53.0,Married,Khon Kaen,Female,No,-0.6875243964227568,7.788830994695499,College
Urban,57.0,29677.050300840703,50.0,Divorced,Khon Kaen,Female,Yes,0.7507893976815198,5.818899923092082,High School
Suburban,79.0,22522.306641036135,47.0,Single,Udon,Male,Yes,0.3229293360212069,6.114666509548662,High School
Urban,58.0,20272.4734068995,39.0,Married,Udon,Female,Yes,-1.263359061243877,9.626784319698604,Graduate School
Suburban,65.0,33396.45593283544,23.0,Divorced,Khon Kaen,Male,Yes,-0.31629695321678913,6.464712232780686,College
Suburban,46.0,83015.8022454897,38.0,Single,Udon,Female,,0.21372176477666607,4.358553425814026,Graduate School
Rural,50.0,47843.66150671433,40.0,Single,Khon Kaen,Female,Yes,0.052124404733508795,6.4985771089751685,College
Rural,70.0,45801.85543733357,43.0,Married,Udon,Female,No,0.2579407938984931,4.4064911955997,Graduate School
Rural,77.0,46500.44161737028,36.0,Single,Khon Kaen,Male,No,0.0419231982717342,2.2494908012622625,High School
Urban,27.0,47417.57270559395,66.0,Divorced,Udon,Male,Yes,-0.19095898738396044,8.686297591288067,College
Suburban,82.0,65195.49514110775,32.0,Single,Udon,Male,No,-0.4800723739161896,5.94183388426392,Graduate School
Rural,47.0,71250.18334338222,55.0,Married,Udon,Female,No,-0.34558033064357463,3.7988534907990377,High School
Suburban,95.0,34115.82405761919,37.0,Divorced,Mahasarakam,Female,No,0.6164424589467777,3.969446984275117,College
Urban,57.0,50981.49710148535,43.0,Divorced,Udon,Female,Yes,0.6567972321199114,4.86900782395759,Graduate School
Suburban,63.0,38613.86867243652,46.0,Married,Udon,Female,No,-0.0419188243352417,4.580451719324153,College
Urban,36.0,67598.00811424151,64.0,Married,Mahasarakam,Female,Yes,0.5483445685646882,6.3601063105521245,High School
Rural,63.0,55851.01972566901,52.0,Divorced,Udon,Male,,-0.3310358227837548,7.116548070167387,College
Suburban,66.0,61960.03215968895,50.0,Single,Mahasarakam,Female,No,0.05165605171026248,5.238342839721511,High School
Urban,48.0,54902.45632587563,40.0,Divorced,Mahasarakam,Male,Yes,0.9331868390859283,5.449604264067272,College
Urban,43.0,48683.39164251886,41.0,Single,Khon Kaen,Female,Yes,0.812853521142672,5.224490355821695,Graduate School
Suburban,58.0,46730.93812147253,47.0,Single,Khon Kaen,Male,Yes,0.7149907908038545,6.632132354965151,College
Suburban,67.0,32025.19834118194,30.0,Divorced,Khon Kaen,Female,Yes,0.39322189917759803,6.42343253354344,High School
Rural,72.0,55260.6504117321,42.0,Married,Mahasarakam,Female,No,-0.30613293135672287,3.9227673659364326,Graduate School
Rural,77.0,60394.677285454556,21.0,Single,Khon Kaen,Female,No,-0.2568774947375997,6.384857456588227,Graduate School
,43.0,56597.472344415146,46.0,Divorced,Udon,Male,Yes,0.42750462753703655,7.741177245924357,High School
Urban,73.0,15000.0,39.0,Divorced,Khon Kaen,Male,Yes,-0.33745133106140124,6.446487272858146,High School
Rural,73.0,64246.98934975651,47.0,Single,Khon Kaen,Female,No,-0.7137094784545734,5.409409095386586,Graduate School
Suburban,63.0,59262.722573374966,52.0,Married,Khon Kaen,Male,No,-0.6977066013744249,3.8579459060972745,Graduate School
Rural,80.0,47235.72259083807,73.0,Married,Khon Kaen,Male,No,0.2854874995587772,4.592842738126999,College
Urban,26.0,51954.677276051174,51.0,Single,Khon Kaen,Female,Yes,0.5104234542570492,7.207497099673654,College
Rural,86.0,59861.213782393075,39.0,Married,Mahasarakam,Female,No,0.2426026925474923,4.502524311732543,College
Suburban,89.0,39935.509354978916,52.0,Married,Udon,Male,No,0.43006695320499927,3.8954000626987724,College
Rural,44.0,48912.31560395674,66.0,Divorced,Mahasarakam,Male,Yes,0.9070451114394845,5.560137935139396,Graduate School
Rural,40.0,39880.334137715625,36.0,Single,Khon Kaen,Female,Yes,-0.19303820332572352,7.4667142169369045,High School
Urban,51.0,39580.101307438505,28.0,Divorced,Udon,Male,Yes,0.30344135114146614,6.8792135521378786,High School
Urban,67.0,29489.79492409923,48.0,Divorced,Khon Kaen,Female,Yes,0.41401786951893493,5.687434084695501,Graduate School
Suburban,46.0,68719.69065791328,28.0,Married,,Male,No,-0.7118533127583118,7.497012516930583,Graduate School
Suburban,59.0,36038.231879649684,56.0,Single,Udon,Male,Yes,0.4779672246835718,5.786750379461251,High School
Urban,40.0,32329.039636949823,32.0,Married,Mahasarakam,Female,Yes,-0.45006330325689226,8.778794149023051,High School
Rural,97.0,63794.54895890814,61.0,Married,Mahasarakam,Female,No,-0.6370679790067172,8.228887418470384,Graduate School
Urban,53.0,28516.434370698444,41.0,Divorced,Khon Kaen,Female,,-0.7325186422644533,8.056831559780878,High School
Rural,89.0,63648.25575053767,50.0,Single,Mahasarakam,Female,No,0.5572537980344764,4.249673515398887,High School
Suburban,65.0,72833.96945444467,48.0,Married,Khon Kaen,Male,No,-0.1302680619006637,6.299915533731931,Graduate School
Rural,78.0,65148.00118295237,47.0,Single,Khon Kaen,Male,No,-0.3196337089486332,7.476312197744461,Graduate School
Urban,47.0,,41.0,Divorced,Khon Kaen,Female,Yes,-0.10994362602183327,6.264038352910023,Graduate School
Rural,85.0,45644.887175364325,64.0,Married,Khon Kaen,Female,No,-0.11060952646780267,6.041158671791876,Graduate School
Rural,98.0,44389.113030275825,40.0,Married,Khon Kaen,Male,No,0.4831316823330085,4.276432413276178,
Urban,81.0,59806.44432435299,44.0,Married,Mahasarakam,Male,No,-0.4853892884668931,7.116723970108039,College
Urban,59.0,39151.280891422386,70.0,Divorced,Mahasarakam,Female,Yes,0.11036096623042302,6.097380488529227,Graduate School
Rural,58.0,62494.003494601,48.0,Married,Mahasarakam,Female,,-0.4234634345633302,6.4073350275933425,College
Suburban,86.0,59387.07897131506,55.0,Married,Mahasarakam,Female,No,-0.22212742600988578,6.9941095662457915,High School
Urban,65.0,44995.37922650443,59.0,Single,Khon Kaen,Male,Yes,0.5416854513196268,6.40652539676182,Graduate School
Urban,48.0,53790.26138827218,51.0,Married,Udon,Male,Yes,0.2287027040728767,7.127616933144346,High School
Rural,49.0,77577.5324295679,29.0,Married,Khon Kaen,Female,No,-0.40579435821991144,4.055824422093112,College
Rural,92.0,,34.0,Married,Udon,Male,No,-0.51411568790614,6.306256608364744,Graduate School
Urban,48.0,39860.19424994507,39.0,Single,Khon Kaen,Male,Yes,0.42442287557249425,6.291677387296549,High School
Rural,,44097.00864787076,34.0,Single,Mahasarakam,Female,No,0.017520942668448957,5.957413684520827,High School
Urban,85.0,53374.84455690288,33.0,Married,Mahasarakam,Male,No,-0.20932366673950786,6.329250714175058,High School
