Annual Income,Active online hours,Years subscribed,City,Gender,Education Level,Renew,Brand Loyalty,Marital Status,Age,Location Code
63537.879405873275,5.9032425316521735,3.0,London,Male,Graduate School,No,-0.23628099601448133,Married,57.0,Rural
54592.605838685704,6.356139957218737,4.0,Manchester,Male,Graduate School,Yes,-0.12663910625308966,Divorced,43.0,Suburban
49300.39731933832,7.55675268541555,3.0,Manchester,Male,Graduate School,Yes,-0.2621294874284793,Single,43.0,Suburban
62835.821159367755,5.77402384755204,3.0,Manchester,Female,College,Yes,-0.21828896605555595,Divorced,65.0,Rural
55040.77795357775,6.125812539458628,7.0,Manchester,Female,Graduate School,Yes,0.37556723236950074,Single,59.0,Suburban
55744.2893209238,5.926140270343244,3.0,Manchester,Male,High School,No,0.20708539943494758,Married,46.0,Rural
58489.782263123954,5.855787783204999,6.0,New Castle,Female,College,Yes,-0.060960918422759636,Single,54.0,Rural
45819.24539317245,4.579703191179659,5.0,London,Male,High School,Yes,0.351667557197365,Single,,Urban
53659.34276535736,5.017066877431889,2.0,New Castle,Male,High School,No,-0.3016608207973637,Married,47.0,
49041.14665738053,4.500611617231375,5.0,Manchester,Male,Graduate School,Yes,0.8449107561683986,Divorced,59.0,Rural
43734.303905299734,4.417649802489849,3.0,New Castle,Female,High School,No,0.12809827996295825,Single,35.0,Rural
52720.18447517741,7.714841645865382,5.0,Manchester,Male,College,Yes,-0.3579008768378775,,52.0,Suburban
67498.94985353586,5.252776050495706,5.0,New Castle,Male,College,Yes,0.48310163042802023,Divorced,53.0,Urban
59499.169203954065,5.380820149737873,6.0,New Castle,Male,Graduate School,Yes,0.5847259348472881,Married,43.0,Suburban
68856.57704733606,7.216120540267598,1.0,Manchester,Male,College,No,0.3511969102628205,Single,55.0,Rural
95329.30479308154,6.573943404035981,3.0,Manchester,Male,Graduate School,No,0.23585934483394083,Single,52.0,Rural
38589.60975634774,5.784505409140161,6.0,London,Male,Graduate School,Yes,0.681716661030975,Divorced,47.0,Suburban
55278.44848565664,6.30538125068522,7.0,Manchester,Male,College,Yes,0.4363940045626131,Divorced,57.0,Suburban
67303.75711189106,5.495515592540618,2.0,London,Female,High School,No,0.08522402354300579,Married,41.0,Rural
62400.27917091261,5.5766185887746955,5.0,New Castle,Female,Graduate School,Yes,0.049813797516494784,Divorced,66.0,Suburban
65908.82274610677,5.922663628728253,3.0,London,Male,Graduate School,No,,Married,48.0,Suburban
59772.839240413916,6.027766002617349,4.0,New Castle,Male,High School,No,0.4192722517174171,Divorced,60.0,Rural
45319.66271347225,8.01955721848213,2.0,London,Female,Graduate School,Yes,-0.9008862883259691,Divorced,62.0,Urban
32860.74033380803,5.2345833350746345,1.0,London,Female,College,Yes,0.3740252776174906,Single,54.0,Urban
59102.12660244022,7.691972024887842,5.0,New Castle,Male,College,Yes,-0.14499271052277407,Divorced,56.0,Urban
67029.07114815446,5.078295162122647,6.0,Manchester,Female,College,Yes,0.3660178070681759,Single,57.0,Urban
69733.49094353907,5.048442483938992,4.0,New Castle,Female,College,No,0.20882359791149707,Married,37.0,Rural
61444.45577988608,5.737753952576933,2.0,New Castle,Female,Graduate School,No,0.5008395626220676,Married,46.0,Rural
58541.72474587939,5.587217614300493,5.0,Manchester,Male,Graduate School,Yes,,Single,58.0,Urban
60550.77180206454,5.603078701803228,4.0,Manchester,Female,High School,No,0.1633189742731872,Married,32.0,Rural
56945.0767993136,7.705914803778164,4.0,Manchester,Male,College,,-0.2507468424076255,Single,52.0,Rural
32717.55211958535,3.8344105251777414,4.0,London,Male,High School,No,0.16153102067008812,Married,39.0,Urban
63604.31888069768,7.925952153997594,6.0,New Castle,Female,Graduate School,Yes,-0.13870092510890403,Divorced,46.0,Urban
56703.315532290486,3.976612986739193,3.0,London,Male,College,No,0.42276177364150314,Single,39.0,Rural
47069.724971495125,7.141304284299647,3.0,New Castle,Male,Graduate School,Yes,0.07000686482710661,Single,54.0,Suburban
46705.00669733247,7.628366543183937,2.0,London,Female,Graduate School,Yes,-0.5185151775107482,Divorced,44.0,Rural
65685.20131185619,6.156019698628718,4.0,Manchester,Male,High School,Yes,-0.5113176114653344,Single,44.0,Suburban
54706.28416682745,5.658086674345912,3.0,London,Female,College,Yes,-0.03146152964634538,Divorced,38.0,Suburban
45558.460854613186,6.772072752757728,6.0,New Castle,Male,High School,Yes,-0.0051561355333830106,Single,47.0,Urban
52633.67695586755,5.750129981864804,2.0,London,Male,High School,No,0.22051124925917115,Married,54.0,Suburban
42994.581221251814,6.69328478777713,5.0,Manchester,Male,High School,Yes,0.22804852716902135,Single,33.0,Urban
33567.74713769422,4.681875068167712,4.0,Manchester,Male,College,No,-0.2571506435638552,Divorced,67.0,Urban
75620.40209162621,5.6442461874382435,5.0,Manchester,Female,College,Yes,-0.17033052034022114,Divorced,44.0,Urban
38090.379920923886,3.628938949931775,6.0,,Female,High School,No,-0.6745200369088509,Married,52.0,Rural
64009.406058497014,7.087520124225644,8.0,New Castle,Female,Graduate School,Yes,0.252353173874716,Divorced,55.0,Urban
72956.88401828054,5.218410982304904,6.0,,Male,College,Yes,0.6042971975634226,Married,46.0,Urban
42197.87528893656,6.664527229265202,4.0,Manchester,Male,College,Yes,0.038850117238304865,Single,43.0,Suburban
57274.09288987397,7.169358900137553,6.0,Manchester,Male,College,Yes,-0.4599034049506319,Divorced,51.0,Suburban
63020.12614130616,5.705424640456544,4.0,Manchester,Female,Graduate School,,0.29753899799117284,Single,52.0,Suburban
75970.05907402687,5.301425209195697,6.0,London,Female,High School,Yes,0.24870492596433091,,47.0,Suburban
46460.45809396248,6.223074815118132,4.0,Manchester,Female,College,Yes,-0.33888039394853225,Divorced,46.0,Suburban
67783.01957489859,5.464435332773949,4.0,Manchester,Female,High School,No,0.2722308456684041,Married,52.0,Suburban
59432.91591390918,7.392202678038297,8.0,Manchester,Male,Graduate School,Yes,0.10484633146971839,Divorced,39.0,Suburban
35064.77727416541,3.5732042992304756,5.0,New Castle,Female,High School,No,-0.7352467250462889,Divorced,44.0,Rural
69786.36865551314,6.662095542710073,5.0,Manchester,Female,Graduate School,Yes,-0.4657431209920221,Divorced,41.0,Urban
45561.81278466685,4.926083243417697,5.0,London,,College,Yes,0.34096155336176615,Divorced,53.0,Suburban
43651.91059271082,5.239553513365082,4.0,New Castle,Male,High School,No,0.2346264517948542,Married,44.0,Rural
62985.29834924433,4.658023564003324,7.0,Manchester,Male,High School,Yes,0.7485588838488751,Single,53.0,Urban
61668.07365740682,6.53437654853413,7.0,London,Male,Graduate School,Yes,0.10861325013801848,Divorced,65.0,Suburban
44149.37188839679,7.483636418035193,5.0,New Castle,Female,College,Yes,0.1667583874959288,Divorced,46.0,Suburban
66147.12533547715,6.494351992077591,1.0,Manchester,Female,College,No,0.798587842828391,Divorced,48.0,Rural
54188.22185585733,5.075229720766762,6.0,Manchester,Male,Graduate School,Yes,0.9359955960358854,Divorced,42.0,Urban
62390.63795443265,5.285986833865139,7.0,London,Male,Graduate School,No,0.4793530677733492,Divorced,24.0,Rural
61094.24127010728,5.96259036327581,,New Castle,Female,College,Yes,0.2724909867262341,Married,35.0,Urban
60204.2165264131,5.233402685817571,4.0,New Castle,Male,College,No,0.030240806442055623,Married,49.0,Suburban
65542.04549337932,6.463280900649324,2.0,Manchester,Male,High School,No,0.40440514880502354,Married,54.0,Rural
59141.96413461621,4.702476989342106,3.0,Manchester,Female,High School,No,0.15678880687338276,Married,69.0,Rural
49216.58315082021,6.237143534579884,6.0,London,Male,Graduate School,Yes,0.04325394499224061,Divorced,44.0,Rural
66652.30222027456,5.724545487491376,3.0,London,Male,High School,No,0.28533225404028933,,53.0,Suburban
58456.23000506536,4.105592576307535,4.0,London,Male,High School,Yes,0.6045357866147021,Divorced,47.0,Urban
60147.783884197495,5.824918995845494,5.0,New Castle,Female,College,No,-0.4386641436824397,Married,41.0,Suburban
47843.24020851279,5.404981682196771,4.0,London,Male,College,Yes,-0.31635606425727525,Single,52.0,Suburban
,5.532221369583922,5.0,Manchester,Female,College,Yes,-0.3971630122224874,Divorced,45.0,Urban
36260.14548485799,3.2198429609856594,5.0,New Castle,Male,Graduate School,No,-0.2806976366154045,Divorced,48.0,Urban
70735.86749131518,5.523193386758797,7.0,London,Male,Graduate School,Yes,,Single,44.0,Suburban
67921.5335705466,5.845725175576055,4.0,New Castle,Female,High School,Yes,0.18281235024770837,Divorced,50.0,Urban
56681.334724700624,5.36338131952248,6.0,New Castle,Male,College,Yes,0.5032600052298442,,66.0,Urban
40895.78695456365,5.791392772428477,5.0,Manchester,Male,Graduate School,Yes,1.1896750665752587,Married,58.0,Urban
51072.61908100342,6.114771590549694,4.0,New Castle,Female,College,Yes,-0.5026487988997901,,55.0,Suburban
63228.063003088726,6.556241966677956,8.0,New Castle,Male,Graduate School,Yes,0.1297432395637006,Single,,Suburban
49644.858361947285,5.5302739315455,5.0,London,Male,Graduate School,Yes,0.34999627472130135,Single,34.0,Urban
32161.23123318496,3.8301461351715114,4.0,London,Male,College,Yes,-0.3056319705635238,Divorced,47.0,Urban
59850.68001750265,6.644207296729698,4.0,London,Male,College,Yes,-0.012918394539293276,Divorced,48.0,Urban
54108.237916945574,6.191734513959173,5.0,Manchester,Male,,Yes,0.04258928844029716,Divorced,39.0,Urban
58304.14754951385,6.071793608992534,3.0,Manchester,Female,College,No,0.2509625596701392,Single,69.0,Rural
47332.93393485222,7.229682315503549,1.0,New Castle,Male,College,Yes,-0.1224105223446938,Divorced,49.0,Urban
41986.97903539319,6.984446343501714,4.0,London,Male,High School,Yes,-0.31179778379760825,Single,49.0,Urban
44509.43844565109,5.111761103396628,5.0,London,Male,College,Yes,0.6297498884346896,Single,56.0,Rural
59679.9541022697,6.054980195855388,6.0,,Female,High School,Yes,,Single,52.0,Urban
65100.961645835785,5.02887005445133,4.0,London,Male,Graduate School,No,0.2956846061086997,Married,58.0,Rural
51227.538207222155,4.713059040027157,5.0,New Castle,Female,College,Yes,-0.007754981445526027,Divorced,36.0,Suburban
53145.674424024124,5.413887846858125,3.0,New Castle,Male,High School,No,-0.25389183990310366,Single,45.0,Rural
60018.956121422176,5.5576106932944915,3.0,New Castle,Female,College,No,0.3727287878313875,Married,47.0,Rural
46739.26547348204,5.055257258214477,4.0,New Castle,Male,High School,No,-0.09348353821287328,Single,47.0,Rural
52719.34057124661,6.102039574151623,3.0,London,Male,High School,No,0.4223058968968224,Married,59.0,Rural
48698.03815527647,,8.0,New Castle,Male,College,Yes,-0.03630972404406563,Single,56.0,Rural
56744.93408179876,5.282559810648827,5.0,New Castle,Male,Graduate School,Yes,0.3609199021610865,Divorced,39.0,Urban
46663.87303823116,4.955704541904291,4.0,London,Male,Graduate School,No,0.3385852403782942,Divorced,55.0,Rural
39449.83873747356,7.956185001852386,4.0,London,Male,High School,Yes,-0.2633009269209843,Single,41.0,Urban
61610.049423416494,5.460737100966052,5.0,Manchester,Female,Graduate School,Yes,-0.3813943332221119,Divorced,51.0,Suburban
35725.931805805754,4.836674668840761,2.0,London,Female,High School,No,0.2519709530609672,Single,60.0,Rural
48282.24444113295,2.9499812396630034,5.0,New Castle,Female,College,No,-0.5227777765426365,Divorced,53.0,Urban
55150.432392349605,5.96258735734446,6.0,London,Female,High School,Yes,-0.11595416102216899,Divorced,43.0,Suburban
41585.331735611115,4.486331679728189,5.0,London,Male,Graduate School,No,-0.002345946570261298,Single,46.0,Suburban
69833.12345837773,5.351611405185599,5.0,New Castle,Female,High School,No,0.17093437301061998,Divorced,59.0,Urban
52245.28339769496,6.659999061219194,6.0,London,Female,College,Yes,0.729638078710197,Divorced,40.0,
61407.35667059937,8.408068975779779,4.0,New Castle,Male,Graduate School,Yes,-0.6311437605654555,Single,54.0,Urban
61152.703525255594,5.116741768244133,6.0,London,Female,College,Yes,-0.034575723797025254,Divorced,46.0,Urban
40199.58491844198,2.7358223428006223,3.0,New Castle,Male,High School,No,-0.5242473734137363,Single,56.0,Rural
46656.53545202167,6.470097733280961,5.0,Manchester,Female,Graduate School,Yes,0.19560047032799838,Married,52.0,Urban
51920.78137009287,6.382487107879133,4.0,New Castle,Male,College,Yes,-0.009269790576095172,,36.0,Urban
53400.29920063048,8.207161654982814,4.0,New Castle,Male,Graduate School,Yes,-0.36643064503698236,Divorced,38.0,Urban
50664.79803204749,7.087143118281759,6.0,London,Male,High School,Yes,0.39496790042912466,Single,62.0,Urban
77563.57436387995,4.510345193640708,6.0,Manchester,Male,College,Yes,,Divorced,52.0,Suburban
74040.88173731348,6.366129721703785,2.0,London,Female,Graduate School,No,0.12574130084971646,Married,41.0,Suburban
68430.11367915059,6.200861560513278,6.0,Manchester,Male,Graduate School,Yes,0.17540161013395228,Married,58.0,Urban
51467.34403239309,4.844474670967431,6.0,London,Female,Graduate School,No,-0.15286707318295106,Married,50.0,Rural
53717.12477731278,4.834154019298378,5.0,London,Male,High School,Yes,0.919802368284304,Single,56.0,Urban
44936.401340965305,6.241272003095236,4.0,Manchester,Male,College,Yes,-0.14318643786867805,Single,54.0,Urban
72313.1130513408,5.44405593695381,5.0,London,Male,,Yes,-0.19077945682810762,Single,36.0,Suburban
46656.05165256864,4.0416992781836845,3.0,Manchester,Male,High School,No,-0.24046276359743973,Married,48.0,Rural
40401.23442490399,3.6417475040735994,4.0,Manchester,Male,High School,No,-0.27218641287795786,Married,46.0,Rural
38961.32157395831,4.187319751153958,5.0,New Castle,Male,Graduate School,No,-0.024574225928377186,,26.0,Rural
74120.84414966442,5.155677971889908,8.0,Manchester,Female,High School,Yes,0.06356801536166867,Single,56.0,Suburban
68821.46184043848,4.789835955278696,6.0,Manchester,Male,Graduate School,Yes,0.4401694364474168,Married,60.0,Suburban
56344.059957323974,7.444306037215013,4.0,New Castle,Female,High School,Yes,-0.5575917265340931,Single,57.0,Urban
59245.04514958575,5.844578751270445,7.0,New Castle,Female,College,Yes,0.7266940773395174,Divorced,44.0,Urban
52433.7000356052,5.333302457017519,3.0,Manchester,Male,Graduate School,No,0.005796866214335561,Married,52.0,Rural
26116.86683251892,2.84335321348399,,New Castle,Female,College,No,-0.806069726479135,Married,48.0,Suburban
39062.827835251446,7.448891397766556,2.0,London,Male,College,Yes,-0.0441735472067836,Divorced,39.0,Suburban
33713.43267886662,2.851056734773695,4.0,Manchester,Female,College,No,-0.3581567556100759,Divorced,48.0,Rural
57712.375845312185,4.904438083597588,5.0,New Castle,Female,College,No,-0.18175329251014655,Single,40.0,Rural
53056.20954189876,4.295926466510097,2.0,Manchester,Male,Graduate School,No,-0.003799301705825625,Married,45.0,Rural
41851.41058105633,5.8324374363263205,4.0,London,Female,High School,Yes,0.5141597560422169,Divorced,56.0,Urban
73084.83301373418,5.805577176297667,8.0,London,Female,Graduate School,Yes,0.06281917618919733,Divorced,57.0,Urban
58012.57361200905,5.363281994382688,4.0,New Castle,Female,High School,Yes,0.1451717582562318,Married,48.0,Urban
42915.11040977525,5.113605372844859,0.0,Manchester,Female,High School,No,0.351505856849497,Married,32.0,Rural
52895.82709723313,7.116398982550845,3.0,New Castle,Male,Graduate School,Yes,-0.23477737994168646,Divorced,52.0,Urban
54060.25757912467,5.1249885416195085,4.0,Manchester,Male,College,No,0.039269631981158126,Married,49.0,Urban
81667.27637959554,5.371318725815083,7.0,New Castle,Male,Graduate School,Yes,-0.12774210242174472,Divorced,43.0,Urban
76974.74652066967,6.365322717996484,3.0,New Castle,Male,,No,-0.26424869563603387,Single,57.0,Rural
55183.697038973536,5.535400835322523,4.0,London,Female,High School,No,-0.2602478711031436,Single,51.0,Rural
41913.902730103124,7.1428238917449125,5.0,New Castle,Male,College,Yes,0.663294591988936,Divorced,60.0,Urban
45601.50081156382,6.5212448641025045,4.0,London,Female,Graduate School,Yes,-0.14670784416273336,Married,59.0,Urban
37314.36271055255,7.157520654660722,4.0,New Castle,Female,College,Yes,-0.29138832511626034,Divorced,47.0,Urban
50994.75921663482,5.719460863552677,4.0,London,Male,College,Yes,0.1960339946728324,Divorced,46.0,Urban
38433.37243019474,4.3206231712182515,3.0,Manchester,Male,High School,No,-0.1820639851387267,Married,53.0,
47281.5663472844,5.5994806106512085,6.0,New Castle,Female,Graduate School,Yes,0.5273137171934156,Divorced,39.0,Urban
66938.84036843959,5.756065084098758,6.0,London,Male,,Yes,0.05748391866157884,Single,47.0,Urban
59956.54244795741,6.328750503564026,7.0,London,Male,High School,Yes,0.09544571928143464,Divorced,57.0,Suburban
68581.37717891774,5.339053668143063,6.0,New Castle,Female,Graduate School,Yes,0.08627374826626799,Single,40.0,Urban
54265.79021338466,4.806868996329917,7.0,London,Female,Graduate School,Yes,1.2310337025837554,Single,40.0,Suburban
61567.2511145555,5.810768270456651,2.0,New Castle,,Graduate School,No,0.42225384480437855,Single,54.0,Suburban
44445.276970479455,5.215026101954129,4.0,Manchester,,College,No,-0.39198298078072075,Married,44.0,Suburban
62284.29390544595,6.584717775151722,5.0,New Castle,Female,Graduate School,Yes,0.36246198207012015,Divorced,35.0,Urban
59004.952678175185,3.817291688418453,5.0,London,Female,College,No,-0.3390102640669334,,58.0,Suburban
59155.617677564245,5.4548770282772905,5.0,London,Female,College,Yes,-0.15307159584372662,Divorced,59.0,Rural
61889.16596658361,,,London,Female,High School,Yes,-0.2807097971557971,Single,46.0,Urban
46688.79859303194,7.253277497026859,4.0,London,Female,Graduate School,Yes,-0.4970072173101048,Divorced,59.0,Suburban
59207.06021906884,5.224229388684806,3.0,Manchester,Female,Graduate School,Yes,0.02226351843608612,Single,64.0,Suburban
86739.68404945545,6.611662077351862,2.0,Manchester,Female,College,No,0.5488306300234316,Married,59.0,Rural
51410.889705979214,5.552954162891749,3.0,Manchester,Male,Graduate School,No,0.6122099432284613,Married,49.0,Rural
50772.9024767004,3.799166541100419,4.0,New Castle,Male,College,No,0.08656167326092906,Single,40.0,Rural
50661.378244335305,7.417747560926138,5.0,London,Male,High School,Yes,-0.34030243082639666,Single,24.0,Urban
65452.14375268509,5.1527468973756765,3.0,New Castle,Female,High School,No,0.33868455448346,Divorced,51.0,Suburban
46744.96563806938,4.230999949213051,2.0,Manchester,Female,Graduate School,No,-0.5678542793755644,Divorced,59.0,Rural
42784.445931223476,3.589945890217231,3.0,London,Male,Graduate School,No,-0.015709904308986777,Married,44.0,Rural
50412.281003012744,5.022610593881016,3.0,Manchester,Female,High School,No,-0.09144214198743737,Married,52.0,Rural
44920.79067302608,5.938839053053496,3.0,Manchester,Female,College,Yes,-0.42576297629806403,Divorced,66.0,Urban
35052.14414067701,6.491276853987113,4.0,London,Male,Graduate School,Yes,-0.2002238518523688,Single,54.0,Suburban
58400.90186017751,5.390161553900082,7.0,Manchester,Female,College,,0.786578238472161,Divorced,46.0,Suburban
70733.76031715277,5.240338657294584,8.0,London,Female,Graduate School,Yes,0.20287639303281352,Divorced,44.0,Urban
61376.94255165708,6.323566165077816,7.0,London,Male,Graduate School,Yes,0.26755895116048006,Divorced,43.0,Suburban
55807.62530031764,5.557325612285134,5.0,Manchester,Male,,Yes,-0.04645195120830306,Divorced,37.0,Urban
75515.53081534135,5.461552048372818,5.0,New Castle,Male,High School,Yes,0.3662162931079119,Married,50.0,Suburban
48598.92702928052,5.217235460449798,2.0,London,Male,College,No,0.2642639714215077,Divorced,51.0,Suburban
56361.4324903418,4.889070730584467,3.0,London,Male,Graduate School,No,-0.3667061733953336,Married,57.0,Rural
53045.39553476094,5.66769641501977,7.0,London,Female,Graduate School,Yes,0.25735982832063137,Single,53.0,Urban
78123.37430490839,6.8021878985314626,0.0,Manchester,Female,College,No,0.28655652495189243,Married,43.0,Rural
48806.805984367675,4.733839483994839,6.0,London,Female,College,Yes,0.7688060438326844,Single,57.0,Suburban
56546.49716239414,6.723891759650234,4.0,London,Female,Graduate School,Yes,-0.09127704546327887,Divorced,51.0,Urban
61657.07760886097,4.653256465723128,3.0,London,Male,High School,No,0.4936034052287944,Married,54.0,Rural
56287.00496393264,5.878357239185533,8.0,London,Female,High School,Yes,0.5661001137253522,Single,39.0,Suburban
67310.65323687295,5.306542554000043,2.0,Manchester,Male,College,No,0.2853794357793369,Married,44.0,Rural
33731.26425046992,3.5877103139490503,4.0,London,Male,High School,No,-0.4328988395667908,Married,59.0,Rural
39703.062525769674,2.828631834332024,4.0,New Castle,,Graduate School,No,-0.4560153324174033,Single,38.0,Urban
49877.683395045715,5.403863814168733,4.0,Manchester,Female,College,No,-0.2084746028517531,Married,49.0,Rural
69256.38167504706,4.571420002315919,4.0,New Castle,Male,Graduate School,Yes,0.06618722501839922,Divorced,51.0,Urban
62249.99462525948,7.547285620527282,7.0,London,Male,High School,Yes,-0.2714638179295624,Divorced,49.0,Rural
42305.03576036852,7.146635648066621,5.0,Manchester,Male,High School,Yes,0.3671075282622026,Single,48.0,Urban
45506.01443727571,7.569101616924349,4.0,London,Male,High School,Yes,-0.6644651911376256,Divorced,50.0,Urban
39027.10760179868,3.764486186021272,5.0,Manchester,Male,Graduate School,No,0.20959880252128382,Divorced,,Suburban
55013.47996685094,5.395590987675621,4.0,London,Male,College,Yes,-0.28771972877946916,Divorced,63.0,Urban
23816.85670465441,1.0,4.0,London,Female,Graduate School,No,-0.24321953816295813,Married,58.0,Rural
56137.75103071017,5.793299496413264,4.0,New Castle,Female,College,Yes,0.3926686536650439,Divorced,54.0,
41201.04505223901,5.91218509769962,3.0,London,,Graduate School,No,0.15734534942147504,Married,36.0,Suburban
44897.30150853626,5.7405986106398945,5.0,London,Male,Graduate School,Yes,0.49572124141496376,Single,38.0,Urban
52157.49893766928,6.214085687054738,6.0,Manchester,Female,,Yes,-0.30035308997943155,Divorced,44.0,Urban
60215.62540171236,,5.0,Manchester,Female,High School,Yes,0.007807610643404184,Divorced,40.0,Urban
72886.80107705086,,5.0,New Castle,Male,College,Yes,0.1354942456768728,Divorced,33.0,Urban
56492.725592487135,5.826856443510281,5.0,Manchester,Female,High School,Yes,-0.095488639104387,Single,51.0,Urban
31877.475641761997,3.8870871760745986,5.0,London,Female,High School,No,-0.5505065341500144,Married,24.0,Rural
74399.56527164835,6.147214815838525,4.0,London,Male,College,No,0.020180185611795187,Married,44.0,Rural
33081.18678275321,4.6830215359619585,4.0,Manchester,Male,Graduate School,No,-0.11944574976802841,Married,55.0,Rural
36143.98172258315,6.002188219771255,5.0,Manchester,Male,High School,Yes,0.14074007641636838,Divorced,41.0,Urban
67035.64827254806,,3.0,New Castle,Female,College,No,0.021679679868012697,Single,44.0,Rural
70377.18136647617,6.254350129664433,6.0,New Castle,Male,High School,Yes,-0.20737083516512714,Divorced,46.0,Urban
48696.07444570818,5.868633650418051,4.0,Manchester,Female,Graduate School,Yes,0.5582139891095876,Single,,Urban
67215.45984279335,6.529562727368154,5.0,Manchester,Female,Graduate School,,-0.06979558094965843,Single,45.0,Rural
,3.51052094111511,6.0,Manchester,Male,Graduate School,No,-0.3725283324031067,Married,46.0,Urban
56186.40699998015,6.732619572841938,4.0,Manchester,Male,College,Yes,-0.36473813942930844,Single,40.0,Urban
49009.95524170337,6.253013794257418,4.0,London,Male,College,Yes,0.36124418102587597,Single,22.0,Rural
52358.25233893916,5.513017058492697,3.0,Manchester,Female,College,Yes,-0.21646538865422515,Divorced,49.0,Urban
43717.807843832445,6.097870024230675,6.0,Manchester,Male,College,Yes,0.16247461975509997,Divorced,35.0,Urban
34632.304449838644,4.196337743798538,5.0,Manchester,Female,High School,No,-0.21383239875749369,Divorced,43.0,Suburban
59640.01934057877,4.266660330004765,5.0,New Castle,Female,High School,Yes,0.30741653577827294,Single,50.0,Suburban
47811.71580342794,5.997700710314759,5.0,Manchester,Male,College,,0.03570539546816617,Divorced,53.0,Rural
45788.19837836194,4.032348761576532,4.0,Manchester,Male,High School,No,-0.07857732909509639,Divorced,43.0,Rural
75959.95265709289,4.2670492616803575,3.0,London,Female,College,No,-0.09126341322902173,Single,44.0,Rural
61803.68004417123,5.76681401875734,5.0,Manchester,Male,Graduate School,Yes,0.5880154389496098,Single,51.0,Urban
51933.193503013514,5.681853108612666,6.0,Manchester,Male,High School,Yes,0.15929241363623187,Divorced,53.0,Urban
49682.81868678695,6.48409225275869,4.0,New Castle,Male,Graduate School,Yes,-0.019904798032740922,Single,41.0,Rural
71604.8607163046,6.884869105666282,3.0,London,Male,Graduate School,No,0.4506568258099849,,38.0,Rural
55806.63326144866,3.901205023825354,3.0,Manchester,Male,Graduate School,No,-0.06619025678447264,Married,72.0,Suburban
29854.10010935089,7.193579289021661,3.0,London,Female,High School,Yes,-0.2676072876788762,Single,54.0,Suburban
50951.71099050533,5.53901838416335,6.0,Manchester,Female,High School,Yes,0.2608230631396652,Divorced,56.0,Suburban
57309.52801173454,7.006521831548389,6.0,London,Male,High School,Yes,-0.10739530574943774,Divorced,55.0,Suburban
71995.58409811508,5.221115600653829,5.0,Manchester,Male,Graduate School,No,-0.10309215349825362,Single,51.0,Rural
67828.26605799538,5.306381911570823,6.0,London,Female,College,Yes,0.015770567513401584,Married,50.0,Suburban
40914.94744682345,4.521363982809848,5.0,London,Female,Graduate School,Yes,0.09407775038172933,Divorced,41.0,Urban
59401.671310473655,6.1504595300335545,6.0,Manchester,Female,Graduate School,Yes,0.5083236946543614,Divorced,57.0,Suburban
45559.76027080023,4.4817538126409255,6.0,Manchester,Female,High School,No,0.13215364347023678,Single,44.0,Suburban
46363.3168014605,4.633409923213932,4.0,London,Female,Graduate School,Yes,0.23184033741885468,Married,71.0,Urban
48863.49045960594,5.868403033599756,5.0,New Castle,Female,High School,Yes,0.617820187626248,Divorced,47.0,Rural
59665.662702972084,5.602857992265682,7.0,Manchester,Female,College,Yes,0.31666867332476417,Divorced,34.0,Urban
46696.72895808981,7.065622925926754,5.0,London,,College,Yes,-0.12972399695599007,Divorced,54.0,Urban
49861.62236244431,5.835820219216971,3.0,Manchester,Female,High School,Yes,0.33900722624109014,Single,52.0,Urban
60117.018181272586,5.476421546363312,6.0,New Castle,Male,High School,Yes,-0.15633038398209628,Married,45.0,Urban
64001.202677444795,7.300778964073141,4.0,New Castle,Female,College,Yes,-0.9498185516479821,Married,40.0,Urban
46287.52511914948,4.893345487185871,2.0,New Castle,Male,Graduate School,No,0.09927586388728615,Married,35.0,Rural
27771.53113613174,6.677213446652827,2.0,New Castle,Female,College,No,-0.3766020945144547,Married,53.0,Rural
42810.51070203229,4.779352837433498,3.0,London,Male,College,Yes,0.38305540248081194,Divorced,37.0,Urban
50870.16153216426,5.147233591916347,6.0,New Castle,Male,College,Yes,0.6786204599516601,Divorced,49.0,Urban
75575.36575663116,4.890470112072003,5.0,London,Female,College,Yes,0.09178527379519108,,65.0,Suburban
50511.95240567927,4.68733785843965,7.0,New Castle,Male,College,Yes,0.702984070924482,Married,55.0,Urban
51567.77989313163,,4.0,,Female,Graduate School,Yes,-0.1820898264443171,Divorced,70.0,Urban
48357.02716569722,6.2302307830451555,8.0,London,Male,Graduate School,Yes,0.2475590590141466,Divorced,46.0,Suburban
52596.400098003476,6.747707162723333,5.0,London,Female,College,Yes,0.07324719042032951,Divorced,45.0,Urban
49484.07304034146,4.32630715345063,4.0,London,Female,High School,No,-0.41548411141017805,Married,51.0,Rural
76782.04307300062,4.708167487786987,7.0,Manchester,Male,High School,Yes,0.05625130864150979,Divorced,56.0,Urban
38568.67721904977,5.908175517616247,4.0,New Castle,Male,High School,Yes,0.391598963841595,Single,56.0,Suburban
51825.506074311874,4.375822635207945,3.0,New Castle,Male,College,,0.03220284401735787,Married,44.0,Rural
56831.94775887858,8.13053949976237,5.0,Manchester,Female,High School,Yes,0.09735528642473756,Divorced,50.0,Rural
60682.85564443508,4.490617833408269,2.0,Manchester,Male,High School,No,0.08390917931710007,Married,41.0,Rural
59561.62157250167,6.870129256310337,4.0,Manchester,Female,College,Yes,-0.18919166723516684,Single,52.0,Suburban
