Location Code,Annual Income,Years after high school graduation,Marital Status,Sex,Renew,Brand Loyalty,Hours Online,Years subscribed,City,Education Level
Urban,27499.427489433834,27.0,Divorced,Male,Yes,0.3670093210283917,4.487975562281797,3.0,Mahasarakam,Graduate School
Urban,45090.24930825982,40.0,Divorced,Female,Yes,0.30542871297924834,5.13725683532487,4.0,Udon,Graduate School
,53842.31567961477,48.0,Single,Male,No,0.12857136311460127,4.709686176055241,4.0,Mahasarakam,College
Rural,85408.17448971167,23.0,Single,Female,No,0.5095176210612435,3.77605057844893,2.0,Khon Kaen,High School
Suburban,62055.69790212573,37.0,Married,Male,No,-0.1799264694051198,2.6056474384872685,,Udon,Graduate School
Suburban,47946.774816999874,24.0,Married,Male,No,-0.03402456329993453,4.63007348840021,5.0,Udon,College
Urban,32933.50213624713,48.0,Divorced,Female,Yes,0.4682350720741184,4.1262345815422945,3.0,Mahasarakam,College
Urban,49522.3597321545,38.0,Divorced,Male,Yes,-0.4223337466505699,6.532218231864477,3.0,Udon,Graduate School
Suburban,63351.81655837017,42.0,Married,Female,No,0.2319604420670196,6.406223566999335,3.0,Udon,Graduate School
Suburban,47781.161085068285,19.0,Married,Male,Yes,-0.3683538346403666,6.328097412594255,4.0,Mahasarakam,Graduate School
Suburban,21077.87796014066,38.0,Married,Female,Yes,0.9633246222314282,3.891068674779791,2.0,Khon Kaen,College
Rural,41010.65195579784,34.0,Married,Female,No,-0.7877604220025266,6.506014714416599,5.0,Mahasarakam,Graduate School
Rural,35716.89267183123,20.0,Single,Female,Yes,0.9024492523391026,3.677569953838386,1.0,Udon,College
Suburban,75555.29112630684,20.0,Married,Female,No,0.7073512706552592,3.1440194844334988,3.0,Khon Kaen,High School
Urban,75594.4126619162,41.0,Divorced,Male,No,0.5424182612741629,3.3542463291657496,6.0,Mahasarakam,High School
Rural,43447.69592471572,34.0,Divorced,Male,No,-0.07635267561063849,5.073719364960601,6.0,Khon Kaen,College
Urban,29839.78951029493,28.0,Divorced,Male,Yes,0.9949387041161073,,2.0,Khon Kaen,Graduate School
Rural,44201.654496782125,43.0,Divorced,Female,No,-0.9672569946799303,5.578237887026791,3.0,Mahasarakam,Graduate School
Suburban,40117.780504993265,40.0,Divorced,Female,Yes,-0.5317006404947167,6.427047969016952,3.0,Udon,College
Suburban,54801.16621097112,27.0,Single,Male,No,0.3519400119388221,4.925934386368998,4.0,Khon Kaen,Graduate School
Urban,49882.63782933397,22.0,Single,Male,Yes,-0.6369382277250049,6.769146249650962,3.0,Mahasarakam,High School
Urban,37214.36364630168,25.0,Married,Male,Yes,-0.6608472458185757,6.82547551620593,4.0,Khon Kaen,Graduate School
Suburban,78617.26627470978,34.0,Married,Male,No,1.2509506911574713,3.093626098879204,4.0,Udon,College
Suburban,27083.45129733559,28.0,Single,Male,Yes,0.3670489977293012,4.352203885079603,2.0,Udon,High School
Rural,55782.7591865295,32.0,Divorced,Female,No,-0.48222420042347514,3.602942018503924,7.0,Mahasarakam,Graduate School
Urban,34743.42935475108,18.0,Single,Male,Yes,0.15587878695073815,5.065228222635824,3.0,Khon Kaen,High School
Urban,46872.27095145589,30.0,Married,Female,No,-0.2154061877393238,6.758795755337696,7.0,Khon Kaen,College
Urban,29868.549810177312,21.0,Divorced,Female,Yes,0.7237799142272452,3.3430513164975943,1.0,Udon,College
Urban,56076.342405114345,44.0,Single,Female,No,0.23419654492082265,1.8485345487837672,4.0,Mahasarakam,Graduate School
,78776.43022267114,33.0,Married,Male,No,0.012008524539134757,2.895083010740318,2.0,Khon Kaen,Graduate School
Urban,62725.33088182626,38.0,Divorced,Female,No,0.35530366771934463,4.062827236132134,3.0,Mahasarakam,High School
Rural,34487.136821333625,26.0,Married,Male,Yes,0.08534670505395425,5.110392228820969,2.0,Khon Kaen,High School
Urban,28603.496670568416,29.0,Divorced,Female,Yes,0.7570129312334792,4.375854551021987,1.0,Khon Kaen,College
Suburban,51293.81223077781,30.0,Divorced,Female,No,0.028155409879325466,5.920691851124972,2.0,,College
Urban,34455.829701113485,28.0,Divorced,Male,Yes,-0.187293872161071,4.674838384720924,3.0,Khon Kaen,Graduate School
Rural,31085.2553008859,35.0,Single,Male,No,-0.04600822857560863,6.512897967698435,2.0,Udon,High School
Rural,32934.97189114,49.0,Married,Male,Yes,0.2210702432043103,5.522946235305568,4.0,Mahasarakam,College
Urban,33467.06829429955,38.0,Married,Male,Yes,0.6027503937057787,4.083923749347286,2.0,Udon,High School
Urban,21719.32179670002,41.0,Single,Female,Yes,0.9680481117703243,3.4900264218017263,1.0,Udon,High School
Suburban,45241.53133029618,18.0,Single,Male,No,-0.5523987341891573,6.544244116394912,4.0,Mahasarakam,High School
Suburban,50186.41266386708,29.0,Married,Male,No,-0.3316027077548339,5.9459762665237506,4.0,Mahasarakam,College
,49699.01281354499,29.0,Divorced,Female,Yes,-0.25381424711568334,5.235920751643275,3.0,Mahasarakam,Graduate School
Rural,68974.96980403767,32.0,Divorced,Male,No,-0.6909856610060108,4.30526780985902,4.0,Udon,College
Urban,47627.018799048376,21.0,Divorced,Female,No,-0.5900939676108318,6.865709493811261,3.0,Khon Kaen,College
Urban,33566.148171016095,50.0,Single,Female,Yes,0.5980058176794854,5.276868444584745,2.0,Mahasarakam,College
,65685.58500720917,39.0,Divorced,Male,No,0.6054537175740928,5.070086800426812,3.0,,Graduate School
Suburban,46501.58727170538,26.0,Married,Male,Yes,-0.2973456014505548,5.39785470156651,2.0,Udon,High School
Suburban,30908.253431385016,37.0,Single,Male,Yes,0.32796672383064196,4.500731464834044,2.0,Udon,College
Urban,39927.93797730406,43.0,Single,Female,Yes,0.3177884180687597,4.730306916015641,4.0,Mahasarakam,Graduate School
Rural,38319.40315418693,28.0,Married,Male,No,-0.6002804994370184,3.551800158000366,5.0,Khon Kaen,High School
Urban,48358.84292744603,38.0,Single,Male,Yes,0.051033100713584384,6.671096625629224,3.0,Khon Kaen,College
Urban,,32.0,Divorced,Female,Yes,0.2356063304096906,5.4115082340641365,3.0,Khon Kaen,Graduate School
Suburban,31430.43666278048,28.0,Divorced,Female,Yes,0.26679384147077856,5.304023272286456,,Mahasarakam,High School
Rural,51706.04409866226,35.0,Married,Male,No,0.1680928449003095,5.336389230220847,4.0,Udon,College
Rural,48273.32294851511,26.0,Married,Female,No,0.2610262212622708,5.82759181797798,4.0,Udon,High School
Rural,54051.313675576086,34.0,Divorced,Male,No,-0.9817818022709377,3.8645970881616543,,Khon Kaen,High School
Urban,46597.87962298881,14.0,Married,Male,Yes,0.1254905666160238,5.451502192232923,3.0,Mahasarakam,College
Urban,42823.077320640856,25.0,Divorced,Female,Yes,0.21186313979397592,6.439192310867049,4.0,Udon,Graduate School
Urban,32537.972521188196,34.0,Single,Female,Yes,0.3852439918350906,4.889126554357182,3.0,Mahasarakam,Graduate School
Suburban,15912.582814642876,28.0,Single,Female,Yes,0.7361895734230134,3.6963765183099713,2.0,Khon Kaen,High School
Urban,53804.964228237935,32.0,Single,Female,Yes,-0.22852163505241047,7.170976681054212,4.0,Khon Kaen,College
Urban,51494.552386978576,14.0,Single,Male,Yes,-0.2806012043965578,6.228409767621811,4.0,Udon,College
Urban,39670.14730369448,22.0,Married,Female,No,0.014472531360134627,6.4090002760415254,3.0,Mahasarakam,High School
Suburban,32147.63518243536,38.0,Single,Female,Yes,0.4009921648516044,3.892620653693456,1.0,Udon,College
Suburban,23334.58899622781,16.0,Divorced,Male,Yes,0.48220510907337,4.178409808120136,2.0,Khon Kaen,College
Rural,49997.327018011245,,Single,Female,No,-0.048808950126792816,3.1858842528842413,5.0,Khon Kaen,High School
Urban,32366.767946218133,29.0,Divorced,Male,Yes,0.22475180987258148,5.099617863115227,2.0,Mahasarakam,High School
Rural,61861.23520787887,26.0,Divorced,Female,No,0.516246524727583,3.892280219790714,4.0,Mahasarakam,Graduate School
Rural,63894.18009041784,43.0,Married,Male,No,0.18162880916219565,2.056009260426436,5.0,Mahasarakam,High School
Urban,37211.56960547252,34.0,Divorced,Female,Yes,0.23169383120634912,3.1957038748510573,0.0,Udon,High School
Suburban,37627.58722489313,18.0,Divorced,Female,Yes,0.19446027392137055,4.715752300565333,2.0,Khon Kaen,High School
Rural,51468.88854625748,43.0,Married,Female,No,-0.2484582321615042,6.217162023195357,6.0,Mahasarakam,High School
Suburban,39717.58228188065,26.0,Married,Female,Yes,0.48577339254815655,6.381544742146556,5.0,Mahasarakam,College
Rural,51849.93676443924,39.0,Married,Male,No,-0.502321739439618,4.246811355441816,5.0,Mahasarakam,Graduate School
Urban,46296.49287496738,33.0,Divorced,Male,Yes,0.05945715084645581,5.493214663869376,3.0,Mahasarakam,Graduate School
Rural,44670.65433777761,38.0,Divorced,Male,Yes,0.13531914709620607,5.5687176049811,3.0,Udon,Graduate School
Suburban,,17.0,Married,Male,Yes,-0.8224392157402156,,3.0,Udon,Graduate School
Suburban,57087.86464762136,40.0,Single,Female,No,-0.3916805714872831,5.117506620911735,4.0,Udon,Graduate School
Rural,45997.38448492352,27.0,Married,Male,No,0.005058133476204207,6.927477076619531,3.0,Khon Kaen,College
Urban,56735.99875348791,38.0,Divorced,Female,Yes,-1.0078182720034348,7.578312437608699,5.0,Khon Kaen,College
Urban,39890.86172454643,36.0,Married,Female,Yes,0.6133138203130691,4.3068528626614535,5.0,Udon,High School
Urban,42447.200118835644,40.0,Divorced,Male,Yes,-0.8474391934824644,6.314907762505192,3.0,Udon,High School
Rural,76524.00131905991,29.0,Single,Male,Yes,-1.5,8.982735604239114,5.0,Udon,College
Suburban,64938.71314825942,21.0,Divorced,Female,No,0.28822803226238775,4.396898304508121,3.0,Khon Kaen,High School
Urban,50681.42467048245,13.0,Single,Female,Yes,0.09126552428885665,5.843727061961448,3.0,Udon,Graduate School
Rural,62553.3323486286,28.0,Divorced,Male,No,0.24699449915774463,3.6143118845155957,5.0,Mahasarakam,High School
Urban,36616.52287000046,43.0,Single,Male,Yes,-0.017099535145763345,4.178326731453755,2.0,Mahasarakam,Graduate School
Rural,58093.43235681174,18.0,Married,Male,No,0.09502587465619855,3.697562442064786,4.0,Udon,
Rural,41333.51634737765,36.0,Divorced,Female,Yes,-0.015162380486110433,5.746553397551369,2.0,,Graduate School
Rural,48546.18623481591,47.0,Divorced,Female,Yes,-0.11519473419374157,6.923294472700128,3.0,Khon Kaen,Graduate School
Rural,61911.66602456401,26.0,Single,Male,No,-0.10084881113150215,3.243618878279836,6.0,Mahasarakam,Graduate School
Rural,56591.81089940654,32.0,Single,Female,Yes,-0.4988037066406964,7.689167391756865,4.0,Udon,Graduate School
Rural,56516.522922804645,15.0,Single,Female,No,-0.6056676702235615,6.270019840980448,5.0,Mahasarakam,High School
Rural,75621.03627754847,34.0,Single,Male,No,-0.20984661806599214,4.312720571459826,5.0,Mahasarakam,College
Suburban,51198.572864821144,18.0,Divorced,Female,Yes,-0.47241969532803985,6.838377533720394,3.0,Udon,Graduate School
Rural,68557.74777573728,21.0,Married,Male,No,0.40238611598023233,2.2832408306949157,4.0,Mahasarakam,High School
Urban,32565.34169423141,32.0,Single,,Yes,0.23579880039826207,4.831320779207801,3.0,Mahasarakam,College
Urban,56966.735036080194,56.0,Divorced,Female,No,0.23934189203082812,4.856476088867815,2.0,Mahasarakam,Graduate School
Urban,,26.0,Single,Male,Yes,0.22978869413058367,6.51015313375151,4.0,Udon,High School
Suburban,48593.81110748592,34.0,Divorced,Female,No,-0.13764538637311152,5.278887761078879,6.0,Mahasarakam,High School
Urban,53501.54827707534,41.0,Single,Male,Yes,-0.20308255169761402,6.8890998727726815,5.0,Mahasarakam,Graduate School
Suburban,50787.44670783095,43.0,Divorced,Female,No,0.4086771865085189,6.960409008844337,4.0,Mahasarakam,High School
Rural,56162.82059541753,27.0,Married,Male,No,0.18781851386958937,4.771437153759414,4.0,Udon,High School
Suburban,54354.20259376752,16.0,,Female,No,-0.12733033047660194,5.84969006391757,3.0,Udon,Graduate School
Urban,39858.81179641123,21.0,Divorced,Female,Yes,0.3723184318033307,4.961373345578404,3.0,Khon Kaen,Graduate School
Rural,29591.668341338056,40.0,Divorced,Female,Yes,0.09412410635995638,5.233973686395285,1.0,Khon Kaen,College
Rural,60797.14260152015,37.0,Married,Female,No,0.6286920346075693,2.9945545692126485,7.0,Mahasarakam,
Suburban,41669.56910174327,,Divorced,Male,Yes,0.23665397235012425,5.882572505209437,3.0,Mahasarakam,Graduate School
Urban,51270.068768802754,36.0,Single,Female,Yes,0.29333985799297513,5.661286491786679,3.0,Khon Kaen,College
Suburban,37036.485635017656,32.0,Single,Female,Yes,-0.23864657010368912,5.411528673517061,2.0,Udon,College
Urban,36347.361810534145,45.0,Divorced,Male,Yes,0.40263037657775413,5.095511474819486,3.0,Udon,High School
Rural,39070.877753936984,45.0,Married,Female,No,0.3870331336433519,4.405428430722172,2.0,Udon,Graduate School
Urban,35813.647329246785,22.0,Single,Male,Yes,0.1340903836933196,5.12530238373716,2.0,Udon,College
Suburban,49042.23719859057,28.0,Divorced,Female,Yes,-0.06263560352155703,6.293798036798551,3.0,Mahasarakam,Graduate School
Rural,44567.5465126107,37.0,Married,Female,No,-0.3688381620644188,5.0495174687388715,5.0,Khon Kaen,High School
Rural,65433.03280092655,35.0,Divorced,Female,No,0.4579221981862427,4.475379696993601,5.0,Mahasarakam,High School
Rural,48512.92583978026,33.0,Married,Female,No,0.15137347645578436,5.931390124571303,4.0,Khon Kaen,High School
Rural,39169.36125815942,42.0,Married,Male,No,0.1472800236189556,5.520808409087105,6.0,Udon,Graduate School
Urban,40873.03248210669,21.0,Divorced,Male,Yes,-0.4482626041478419,6.4461486906799115,3.0,Mahasarakam,College
Suburban,50275.8058935109,31.0,Single,Male,Yes,0.5593535853722786,5.0282620344036255,5.0,Mahasarakam,High School
Urban,31589.22007433666,48.0,Divorced,Female,Yes,-0.182113135621046,5.89140710559052,3.0,Khon Kaen,
Suburban,62425.18980654999,45.0,Married,Female,No,-0.1563828872743544,4.068178692932094,4.0,Mahasarakam,College
Urban,36812.50720752897,40.0,Divorced,Male,Yes,-0.1017437486244399,5.464450274462214,,Khon Kaen,High School
Urban,58562.52686224715,37.0,Single,Female,Yes,-0.4110996869535042,7.215895029609845,5.0,Mahasarakam,College
Rural,62904.33162140982,38.0,Single,Male,Yes,-1.1111174093185099,6.420484507451078,5.0,Mahasarakam,Graduate School
Suburban,70666.71928169348,21.0,Married,Female,No,0.21199195917186303,3.2868925204862487,6.0,Khon Kaen,Graduate School
Urban,41502.131950335315,30.0,Married,Male,Yes,0.12173306276701307,5.638955677781083,3.0,Khon Kaen,High School
Rural,38009.789140229885,28.0,Divorced,Male,Yes,0.7299589095237324,5.791548112863233,2.0,Mahasarakam,High School
Urban,45924.41777919713,24.0,Married,Female,Yes,-0.31863093402395687,5.721579458895438,3.0,Khon Kaen,High School
Suburban,46628.63780913643,28.0,Single,Female,Yes,-0.0232862271153553,5.314117570301049,4.0,Mahasarakam,Graduate School
Urban,61516.536541545494,42.0,Divorced,Male,Yes,-0.4213988673107574,6.617644816156634,4.0,Khon Kaen,High School
Rural,46297.89643903826,27.0,Divorced,Male,No,-0.03321263071016059,5.964411117956779,6.0,Mahasarakam,High School
Urban,49774.141462703556,38.0,Single,Female,Yes,0.27150200642577327,6.288245129291741,3.0,Mahasarakam,College
Urban,57902.74812884307,19.0,Single,Male,Yes,-0.43475474883523046,8.017749616264624,4.0,Udon,High School
Suburban,21106.802303409982,31.0,Single,Female,Yes,1.1856872266027958,3.1470099519675534,1.0,Khon Kaen,Graduate School
Urban,55232.58021118612,,Divorced,Female,Yes,0.1119200160317586,7.7197244835372505,5.0,Mahasarakam,High School
Rural,49209.42077182274,31.0,Single,Female,No,0.3834527257901472,4.377311119118515,6.0,Udon,College
Suburban,78605.94674069704,24.0,Married,Female,No,0.5869088335520031,4.008058197492829,4.0,Mahasarakam,College
Suburban,45940.27742690656,28.0,Single,Male,Yes,0.15113906952947415,5.951136816412676,4.0,Udon,High School
Urban,76463.93486252645,30.0,Married,Female,No,0.054671525419125455,3.868684537580087,6.0,Khon Kaen,College
Rural,,43.0,Married,Male,No,-0.15638487888919203,3.89838787156787,5.0,Mahasarakam,High School
Urban,47528.57965926771,37.0,Single,Male,Yes,0.4008362624919869,5.307156310998261,3.0,Udon,College
Rural,57637.56064627979,16.0,Divorced,Male,No,-0.09514390609521374,4.383031906009119,5.0,Khon Kaen,College
Urban,50719.15703150778,34.0,Divorced,Female,Yes,-0.5553707417759755,6.372552403099419,3.0,Mahasarakam,College
Urban,49336.57634340048,28.0,Married,Female,Yes,0.32022675157215896,5.161225391915914,3.0,Khon Kaen,Graduate School
Suburban,51282.53283867377,40.0,Married,Male,No,-0.22219146753097108,4.279216067101568,4.0,Udon,Graduate School
Urban,46439.72045208206,35.0,Married,Female,Yes,0.08379155178273051,5.757999298952154,3.0,Udon,High School
Urban,65902.8754030632,31.0,Single,Female,Yes,-0.5993156879056485,8.531320550011657,5.0,Khon Kaen,High School
Suburban,65665.43700833035,20.0,Single,Male,,0.1602226695581469,2.160385754595391,4.0,Udon,High School
Rural,49350.09907436029,19.0,Married,Female,No,-0.5169606293695058,5.401976972762684,6.0,Khon Kaen,Graduate School
Rural,39207.07261781677,20.0,Married,Female,No,-0.12761054877651112,5.829340837608309,5.0,Mahasarakam,High School
Suburban,39693.776597435965,24.0,Divorced,Female,Yes,0.4868136468656947,5.264122853918169,3.0,Udon,College
Rural,60727.95830270211,37.0,Married,Female,No,-0.20364675638427054,2.362859328865595,5.0,Mahasarakam,High School
Rural,59860.31462458023,33.0,,Female,No,-0.5827827268382486,5.000518006647798,5.0,Mahasarakam,College
Suburban,28024.070350212845,30.0,Married,Female,No,0.05380094001258173,5.71693780473667,4.0,Mahasarakam,Graduate School
Rural,53877.38348622927,23.0,Divorced,Female,No,1.0568551778324489,5.736740874151614,4.0,Mahasarakam,High School
Rural,46540.513352866255,19.0,Divorced,Female,No,-0.39802620313917814,6.04139123302608,4.0,Udon,Graduate School
Urban,51667.51536785014,29.0,Single,Male,Yes,-0.1772677062028181,6.396606717806774,4.0,Udon,Graduate School
Urban,50146.76418208815,32.0,Married,Female,No,0.11691654316163819,6.203688123719791,7.0,Udon,Graduate School
Rural,68970.8841328595,28.0,Married,Female,No,0.7154256286588428,3.3242356022699235,4.0,Udon,College
Urban,54291.841226618155,34.0,Single,Female,Yes,-0.15836886687998164,7.08538524272221,4.0,Mahasarakam,College
Urban,60208.71300904955,28.0,Single,Male,Yes,-0.3603887288047452,6.332706441376882,4.0,Udon,Graduate School
Urban,54041.88807603381,7.0,Divorced,Male,Yes,-0.28116558156104265,7.13152188811263,4.0,Udon,Graduate School
Urban,43901.59280634544,23.0,Divorced,Female,Yes,-0.2996916144390702,5.693593213864343,3.0,Mahasarakam,College
Urban,51627.735545802614,27.0,Married,Female,No,-0.09616857094403639,2.9073829692718536,4.0,Khon Kaen,Graduate School
Urban,38867.94190397282,32.0,Single,Female,Yes,0.7946256426085399,5.314798130611117,4.0,Udon,Graduate School
Suburban,34292.25519795081,36.0,Married,Female,Yes,0.25821378955777785,,2.0,Udon,High School
Rural,52527.22251397798,24.0,Married,Male,No,-0.6767902039898404,3.535111438814729,6.0,Mahasarakam,Graduate School
Urban,45701.19189297712,41.0,Single,Female,Yes,-0.06111329289090339,5.7960132613855695,3.0,Udon,College
Suburban,55482.21239634108,39.0,Single,Male,Yes,-0.35966709675701614,6.69526000090288,4.0,Udon,High School
Suburban,41720.82875176321,29.0,Divorced,Male,Yes,0.08522893502390472,5.53559184795877,4.0,Mahasarakam,Graduate School
Rural,43685.87939255361,24.0,Married,Male,No,-0.33594096654011885,2.0618668700955896,5.0,Mahasarakam,Graduate School
Suburban,45750.7993829854,,Divorced,Male,Yes,-0.08195527274556594,6.283219454845704,3.0,Mahasarakam,High School
Urban,44483.63952277543,55.0,Divorced,Female,Yes,0.07912769157242372,5.9992862384849115,4.0,Udon,Graduate School
Urban,74076.9840793654,34.0,Married,Female,No,0.4063274080918473,3.47036489779451,6.0,Udon,College
Urban,41250.71690757955,21.0,Divorced,Female,Yes,0.20187943022520688,4.991836733989035,2.0,Khon Kaen,Graduate School
Urban,38159.34658503211,24.0,Divorced,Male,Yes,0.4356119853038918,5.5221142816224305,,Mahasarakam,High School
Rural,48489.66663224317,32.0,Married,Male,No,-0.21059735539558067,3.9950275359728824,5.0,Khon Kaen,High School
Rural,51150.41933840862,35.0,Married,Female,No,-0.20782429604949007,5.9517097615336105,3.0,Mahasarakam,College
Urban,33330.20574897236,46.0,Single,Female,Yes,0.5937178055570235,3.724612550551057,2.0,Mahasarakam,Graduate School
Rural,68382.53978153465,22.0,Single,Male,No,-0.2630404525243855,3.596664751382285,4.0,Khon Kaen,High School
Urban,47978.43823881608,37.0,Divorced,Male,Yes,-0.7166786961943744,6.494249196110676,3.0,Khon Kaen,College
Urban,24658.863143945153,35.0,Single,Female,Yes,0.9871300665440212,4.0062945484814465,2.0,Mahasarakam,High School
Urban,50526.2839874015,40.0,Divorced,Female,Yes,0.43642073889551203,6.018283869326131,4.0,Khon Kaen,High School
Urban,42303.46489992815,36.0,Married,Female,Yes,-0.4879232071814163,7.192456835002442,2.0,Mahasarakam,College
Suburban,59326.8577287996,33.0,Married,Female,No,0.4338724646972508,3.98251044907877,6.0,Udon,College
Urban,42359.757980330825,31.0,Single,Male,Yes,-0.11100840676061843,4.753750795195946,4.0,Udon,High School
Urban,,36.0,Single,Male,Yes,0.1367495805504152,6.7544632883349065,4.0,Khon Kaen,High School
Urban,56318.72874539412,27.0,Married,Female,Yes,-0.5250445675031042,,4.0,Mahasarakam,High School
Rural,71252.4060093937,45.0,Divorced,Male,No,0.3827027663599504,4.000806039167589,5.0,Udon,High School
Suburban,,48.0,Single,Male,Yes,-0.6666549277897615,7.766476529780032,4.0,Udon,Graduate School
Suburban,43526.20922280011,34.0,Single,Female,Yes,-0.3855647846755115,6.589412782796025,3.0,Udon,High School
Suburban,43484.98571147072,,Married,Female,No,0.2250687422857699,4.991579964966988,5.0,Khon Kaen,College
Rural,59127.95977711739,37.0,Married,Female,No,0.6098062698524941,2.9975038301432084,5.0,Mahasarakam,Graduate School
Rural,43989.642613617,42.0,Divorced,Male,Yes,-0.030016659952394886,5.576523516675943,4.0,Khon Kaen,College
Urban,44312.818350430935,31.0,Divorced,Female,Yes,0.045101238504682145,5.885357161128683,3.0,Udon,Graduate School
Urban,54340.486373395295,28.0,Married,Female,Yes,-0.30583719075232074,6.510881715103139,4.0,Khon Kaen,High School
Urban,45127.64705092144,41.0,Single,Male,Yes,0.2149072068422902,5.970647649924947,3.0,Udon,Graduate School
,34918.03565078533,27.0,Married,Male,Yes,0.43455703663467893,3.8960399528844354,3.0,Udon,College
Suburban,82709.82982553619,42.0,Married,Male,No,1.2879555193673646,4.545172539510118,4.0,Udon,High School
Suburban,33062.589197274356,38.0,Divorced,Female,Yes,0.623519539274513,4.498007451657203,2.0,Khon Kaen,College
Rural,72418.19630028296,37.0,Single,Male,No,-0.16619294883933572,4.316963368526388,8.0,Khon Kaen,Graduate School
Suburban,33219.5826550661,16.0,Single,Male,Yes,0.07287320506496159,4.3537201899259745,,Mahasarakam,College
Suburban,42760.63530196177,46.0,Single,,Yes,0.38173801713048283,5.67435552647301,2.0,Khon Kaen,High School
Urban,46796.73652493587,17.0,Married,Female,No,-0.8261912668636022,5.446608389803482,6.0,Mahasarakam,College
Urban,63464.96975152059,40.0,Married,Male,No,0.047809781424926395,4.741409903528002,3.0,Khon Kaen,Graduate School
Urban,43470.74545595471,20.0,Married,Male,,0.6754669356522777,5.207957761318803,5.0,Udon,College
,25557.110381769842,32.0,Single,Female,Yes,0.34873833486284234,4.806524812213504,2.0,Mahasarakam,High School
Urban,34393.2976268994,43.0,Divorced,Female,Yes,,3.7553004074539666,2.0,Khon Kaen,College
Rural,71182.03481675824,38.0,Married,Female,No,-0.4631634946937773,4.514595211566062,4.0,Khon Kaen,High School
Suburban,67403.89704730143,51.0,Married,Female,No,0.6268481549890109,3.2401841498340755,3.0,Khon Kaen,High School
Urban,33440.19059220719,44.0,,Male,Yes,-0.07776541446643986,5.273411987743844,2.0,Khon Kaen,College
Urban,32873.98608758481,,Single,Male,Yes,0.12035210101229288,4.957253361170814,3.0,Khon Kaen,College
Rural,26067.368168498746,44.0,Single,Female,No,-0.26271651604084184,5.83850165728874,4.0,Khon Kaen,Graduate School
,31647.437687554626,33.0,Divorced,Male,Yes,0.2980646251327071,3.9004386475977237,2.0,Khon Kaen,College
,17337.567233466398,33.0,Married,Female,Yes,0.3924145018933305,3.3897683802204774,0.0,Mahasarakam,High School
Urban,25136.306897135313,28.0,Divorced,Male,Yes,0.2100368833078622,4.622705017596158,3.0,Udon,
Rural,56034.50272432244,42.0,Single,Female,No,0.05717045654146968,5.084517310983251,5.0,Udon,High School
Rural,51291.25490869023,20.0,Married,Female,No,0.03415102179134494,3.0233145382397484,7.0,Mahasarakam,Graduate School
Urban,73624.93241378709,31.0,Single,Male,Yes,-1.220128170981984,10.0,6.0,,High School
Urban,36318.78587250173,8.0,Divorced,Female,Yes,-0.2186836790017592,5.291134468819808,4.0,Udon,Graduate School
Rural,62945.349636698884,33.0,Divorced,Male,No,0.08569445857348468,4.492592965975262,7.0,Mahasarakam,Graduate School
Rural,69259.83341903711,23.0,Divorced,Female,Yes,-0.4562869371513792,8.566662787088388,6.0,Mahasarakam,High School
Rural,26917.582936635677,36.0,,Female,Yes,0.14910081567624167,5.1810776792670215,2.0,Udon,High School
Rural,62900.77213586502,25.0,Single,Female,No,0.8852132511045223,4.911914616026404,5.0,Khon Kaen,College
Urban,39683.26658843962,13.0,Married,Male,Yes,-0.042724823584902566,6.2394347172702815,3.0,Mahasarakam,Graduate School
Rural,55483.638476849395,,Divorced,Female,No,-0.11460816333752699,4.67375595988657,5.0,Mahasarakam,High School
Urban,79347.4527261666,34.0,Single,Male,No,-0.011587080992874782,,4.0,Udon,Graduate School
Urban,35542.71198692377,28.0,Married,Male,Yes,0.8645916712137991,4.52710811774734,2.0,Mahasarakam,High School
Suburban,33646.455416033015,20.0,Divorced,Male,Yes,,4.359724192647693,1.0,Khon Kaen,Graduate School
Urban,45945.12284851912,40.0,Divorced,Female,Yes,-0.03791360373967484,5.759557202336768,4.0,Mahasarakam,Graduate School
Urban,48080.51340223315,39.0,Divorced,Female,,0.02091136850373737,6.651719513960165,3.0,Udon,High School
Rural,49068.429210363516,34.0,Divorced,Male,Yes,0.03231472571051802,5.699137374904277,3.0,Khon Kaen,College
Suburban,44908.859760004125,28.0,Single,Male,Yes,-0.016191325141932694,6.234002887734824,2.0,Udon,College
Suburban,43844.47529762662,37.0,Divorced,Female,Yes,0.4875857515611103,,4.0,,College
Suburban,48218.98043928097,34.0,Single,Female,Yes,0.2569632266476258,5.747848637076389,4.0,Mahasarakam,College
Rural,42721.64225889489,8.0,Single,Male,No,-0.565420483462696,6.137695414980698,4.0,Khon Kaen,College
Rural,68982.80132551826,37.0,Married,Female,No,-0.36574181534934874,2.193914534056108,7.0,Mahasarakam,College
Suburban,73778.78765707354,29.0,Single,Male,No,-0.31311760257246546,3.2447260120763604,4.0,Khon Kaen,High School
Urban,45416.70782954276,22.0,Divorced,Female,Yes,-0.4107042216851342,5.920173414835968,4.0,Mahasarakam,Graduate School
Rural,37827.729459188355,27.0,Single,Female,Yes,0.9091221362058877,4.913987181333602,3.0,Udon,College
Suburban,54906.66831529782,31.0,Married,Male,Yes,0.48889559126796733,6.035787212858429,4.0,Udon,High School
Rural,34677.64555013507,31.0,Married,Male,Yes,-0.34133051826234573,4.428757733396083,1.0,Mahasarakam,High School
Suburban,38314.06909900594,33.0,Single,Male,Yes,0.3496664989389354,4.621960404677357,3.0,Udon,College
