Sex,Education Level,Marital Status,Location Code,Brand Loyalty,City,Age,Active online hours,Monthly Income,Months after becoming member,Renew
Male,High School,Single,Urban,-0.6772989786254349,Udon,56.0,5.015137657074787,4099.618276634184,70.0,Yes
Male,Graduate School,Married,Rural,0.3437012436060756,Udon,54.0,3.224257897910186,3622.070363681933,28.0,No
Male,Graduate School,Divorced,Urban,0.32905978414684917,Khon Kaen,49.0,6.440568186483533,4587.404641933203,90.0,Yes
Female,,Single,Suburban,-0.42881796800241784,Mahasarakam,53.0,3.458094504811106,4764.922936725239,67.0,Yes
Male,College,Married,Suburban,0.16995159192999343,Mahasarakam,71.0,4.685741315117479,3568.743624605333,63.0,No
Female,Graduate School,Divorced,Rural,0.258833327881304,Khon Kaen,53.0,5.912254251206561,5828.291438796633,73.0,No
Female,College,Married,Suburban,-0.3921484760859495,Udon,42.0,5.790938727616061,5129.227564859248,50.0,Yes
Female,High School,Divorced,Urban,-0.4888332267107612,Udon,44.0,6.043326442689929,4758.850438356386,49.0,Yes
Female,College,Single,Rural,0.3595810073726425,Khon Kaen,,4.717198125183843,2545.5108280352283,42.0,No
Female,High School,Single,Urban,-0.854112891158799,Mahasarakam,57.0,6.718001410518285,5693.303536336513,72.0,Yes
Male,College,Divorced,,-0.5277338513963561,Khon Kaen,64.0,5.005137747554861,6043.626145039429,,Yes
Male,High School,Divorced,Suburban,0.3161944505510383,Udon,49.0,6.516927734960472,3581.080103003242,43.0,Yes
Female,High School,Single,Suburban,0.22229080373669147,Udon,58.0,3.981005188257423,5717.394478219274,47.0,
Female,Graduate School,Married,Suburban,-0.00543736761753031,Mahasarakam,41.0,4.104523266493678,5130.978785510818,22.0,No
Male,College,Single,Rural,-0.21005955537374033,Udon,53.0,5.643469949023316,5495.400579177181,50.0,No
Male,College,Divorced,Urban,-0.26386056672580394,,70.0,3.9779507251413055,5741.271852877461,19.0,Yes
Male,Graduate School,Divorced,Urban,0.1859018522843035,Khon Kaen,46.0,5.093233707363858,4915.682507160036,43.0,Yes
Male,Graduate School,Married,Suburban,-0.2100261317599965,Khon Kaen,47.0,4.363471982566765,5506.679258218574,50.0,No
Male,High School,Married,Suburban,-0.18785736910285464,Udon,45.0,4.299906799786638,4746.560395039774,50.0,Yes
Female,Graduate School,Single,Urban,-0.29502240850695993,Udon,53.0,4.377071533515945,3957.9138297309532,43.0,Yes
Female,College,Single,Urban,,Udon,45.0,5.252151567594922,4849.393223955784,48.0,Yes
Female,College,Married,Suburban,-0.13342195017500402,Udon,50.0,7.741177682714987,5019.291915866914,44.0,No
Male,High School,Divorced,Suburban,-0.201630708157217,Khon Kaen,38.0,5.72151923817175,4709.909928032332,38.0,Yes
Female,College,Divorced,Urban,-0.20108039558302687,Khon Kaen,47.0,5.525153304528807,,56.0,Yes
Female,College,Divorced,Urban,-0.525121296327541,Udon,54.0,2.5640963553436458,6115.945877540675,111.0,Yes
Female,High School,Single,Urban,-0.33887488367131235,Khon Kaen,47.0,7.07905195621899,4833.402618261519,42.0,Yes
Male,Graduate School,Divorced,Urban,-0.46026776659148283,Mahasarakam,55.0,5.771528800749545,3288.8251871883576,58.0,Yes
Male,Graduate School,Married,Suburban,-0.004555667810529289,Mahasarakam,50.0,4.223003491557399,5504.985064432885,86.0,Yes
Male,Graduate School,Divorced,Urban,-0.5676363831616957,Mahasarakam,47.0,2.5635145893462745,4478.256775801158,50.0,Yes
Male,High School,Married,Rural,0.6728673528114343,Udon,44.0,6.027297195710047,3203.189639433728,53.0,No
Female,College,Divorced,Suburban,-0.386767841239037,Mahasarakam,48.0,3.9650564812660734,1758.7523382205632,37.0,Yes
Female,College,Divorced,Urban,-0.02050501685143189,Mahasarakam,39.0,5.457003199080522,4737.22335497952,48.0,Yes
Female,,Married,Urban,-0.6863037449022005,Mahasarakam,56.0,4.152142566660754,3904.9812613876356,44.0,Yes
Male,Graduate School,Single,Rural,0.5921672585308667,Udon,32.0,4.582981536240717,4260.111271122212,80.0,No
Female,High School,Single,Urban,0.09276223693305516,Khon Kaen,52.0,6.819779482493102,5457.914584325164,52.0,Yes
Female,College,Divorced,Rural,-0.21318840798032948,Mahasarakam,28.0,2.887902955536487,3794.3093172528133,51.0,No
Female,College,Married,Urban,0.39152168328061365,Mahasarakam,63.0,,5620.298283651762,61.0,No
Male,College,Married,Rural,-0.1635369747763743,Mahasarakam,64.0,6.451973528090799,3774.0374149686136,38.0,No
Female,High School,Single,Urban,-0.21054087909025426,Udon,56.0,5.774211448844181,4177.762562398562,45.0,Yes
Male,College,Single,Urban,-0.13148173101757293,Khon Kaen,43.0,4.513421756581195,7720.707372116826,57.0,No
Female,Graduate School,Married,Suburban,0.7225207129896973,Mahasarakam,53.0,4.756836054445098,6504.337431440887,24.0,No
Male,College,Divorced,Suburban,-0.43806820504218785,Khon Kaen,49.0,4.56102891927558,5259.698816998603,39.0,No
,Graduate School,Married,Urban,-0.42252659369171086,Khon Kaen,49.0,6.3814739916250725,4108.143956063428,54.0,No
Male,Graduate School,Divorced,Suburban,-0.5241978854059008,Mahasarakam,44.0,6.858517802112024,3944.6553284673637,,Yes
Female,College,Divorced,Urban,-0.48543929181744244,Udon,42.0,6.805687618047936,3292.7945079758056,70.0,Yes
Female,College,Married,Rural,-0.6125002432036206,Udon,62.0,6.236909093531456,6904.113973548796,46.0,No
Male,Graduate School,Married,Rural,0.41608729964873586,Khon Kaen,52.0,4.179246592340444,5613.2201567208995,56.0,No
Female,College,Single,Rural,0.7878155527036984,Udon,64.0,6.161604753447284,5384.605733617405,59.0,No
Male,High School,Married,Rural,-0.6859011433095424,Mahasarakam,52.0,4.411566963509242,6836.634043666072,62.0,No
Male,Graduate School,Divorced,Suburban,-0.767852027848912,Mahasarakam,44.0,7.235518214505769,5585.951953999018,64.0,Yes
Female,Graduate School,Divorced,Urban,-1.2932929479679123,Mahasarakam,52.0,5.80032892901838,4981.305319273492,75.0,Yes
Male,High School,Divorced,Rural,0.3904428644742757,Khon Kaen,44.0,3.364552928664384,5108.90213930573,81.0,No
Male,College,Divorced,,-0.9252991202174287,Mahasarakam,52.0,6.096467090308981,3640.1264072592835,61.0,Yes
Male,Graduate School,Married,Rural,-0.36662646538072613,Udon,42.0,7.826435963327615,3298.490488466666,49.0,Yes
Female,Graduate School,Married,Rural,-0.5299673609479945,Khon Kaen,47.0,,3120.2243091403648,63.0,No
Female,College,Divorced,Suburban,0.017030596534356776,Udon,31.0,6.229692490119476,4929.832075442111,53.0,No
,College,Married,,0.18534790077359709,Mahasarakam,57.0,7.3709771924371426,7239.497123076422,29.0,Yes
Female,Graduate School,Married,Suburban,0.17993872268582783,Mahasarakam,55.0,5.31644724624006,4208.375087170515,83.0,No
Male,High School,Single,Suburban,,Mahasarakam,57.0,4.796612081964486,4324.178778173235,73.0,No
Male,Graduate School,Divorced,Suburban,-0.24541850511347943,Khon Kaen,34.0,4.030668344564177,3922.2608494021,51.0,Yes
Male,College,Divorced,Urban,-0.18705335412461233,Khon Kaen,54.0,6.521359939821065,2148.2598198837745,32.0,Yes
Male,High School,Single,Suburban,-0.2258568489059793,Mahasarakam,66.0,6.625043018708167,4020.372268581659,46.0,No
Male,College,Single,Urban,-0.013080758153843602,Mahasarakam,54.0,4.064899648865454,4494.880258835415,37.0,Yes
Male,College,Divorced,Suburban,0.25716376622150633,Mahasarakam,61.0,5.241376020846103,3419.6184150006206,46.0,Yes
Male,Graduate School,Divorced,Rural,-0.34497177015510905,Khon Kaen,57.0,4.1687986364128875,6031.350394138915,44.0,Yes
Male,High School,Married,Rural,0.6488645055576062,Khon Kaen,54.0,4.355710127228291,6772.434943590844,48.0,No
Female,High School,Single,Rural,-0.8198557109700142,Mahasarakam,43.0,5.216310688589183,5633.505044688141,48.0,Yes
Male,College,Single,Urban,-0.11648278480878348,Khon Kaen,52.0,6.596876896314079,4249.028510366822,83.0,Yes
Male,High School,Divorced,Urban,-1.1923723572053821,Mahasarakam,40.0,4.384481203004623,3726.903230930248,64.0,Yes
Female,Graduate School,Single,Suburban,0.08569929593401135,Udon,54.0,5.737932642045843,7079.253339963892,41.0,Yes
Female,College,Divorced,Suburban,-0.09012994509045609,Mahasarakam,50.0,5.552435845836181,5372.109853023885,60.0,Yes
Male,College,Married,Suburban,-1.1706695472136885,Udon,50.0,6.314479372585512,6170.131354525622,29.0,Yes
Female,Graduate School,Married,Rural,-0.0363193187282814,Udon,37.0,5.995572915485704,4725.97999515625,47.0,No
Female,Graduate School,Divorced,Urban,-0.42180526865504264,Mahasarakam,39.0,5.073963341586118,4489.12902593228,54.0,Yes
Female,,Divorced,Urban,-0.12981212146893167,Mahasarakam,38.0,6.310115012000771,4786.921300366132,72.0,Yes
Male,College,Married,Urban,-0.5057942027734632,Khon Kaen,55.0,5.259420562882498,4305.914038425169,57.0,Yes
Male,High School,Single,Urban,-0.5650136739843171,Udon,36.0,4.721477483973803,5517.715953113168,55.0,Yes
Male,College,Married,Rural,0.07963788976396768,Mahasarakam,49.0,7.021421283889242,5182.940787875006,59.0,No
Female,High School,Single,Urban,-0.20605259147751623,Mahasarakam,52.0,5.98762466060316,5196.331737468109,86.0,
Female,College,Single,Rural,0.22675301018496152,Mahasarakam,49.0,5.234323842142718,3439.1674265767424,41.0,No
Female,College,Divorced,Rural,-0.5523812391951298,Mahasarakam,29.0,4.503132487056528,3959.4860377448776,84.0,Yes
Female,High School,Married,Rural,-0.34762853282756484,Udon,,4.676928793186368,5887.352237213578,64.0,No
Male,High School,Married,Suburban,0.20860935795689278,Mahasarakam,49.0,7.354784986075321,4092.155700559014,82.0,No
Female,College,Married,Suburban,0.08589455136764265,Udon,64.0,5.733353741969332,4123.140638236544,67.0,Yes
Female,College,Married,Suburban,-0.2583856181381846,Mahasarakam,60.0,5.164179777950143,4007.064921300553,39.0,Yes
Male,High School,Married,Rural,0.40387721065752447,Udon,42.0,2.433185713416357,6209.700811670948,23.0,No
Female,Graduate School,Married,Urban,0.7651259042966988,Mahasarakam,44.0,3.5180056204549013,4418.800206570817,56.0,No
Female,College,Divorced,Urban,-0.4640655749092902,Udon,56.0,5.886470707636747,1608.2501913236215,29.0,Yes
Female,High School,Single,Suburban,-0.41730646362051965,Khon Kaen,48.0,6.605139965927767,5562.9319849522735,40.0,Yes
Female,Graduate School,Divorced,Suburban,-0.8437386450215365,Udon,42.0,3.336068053665496,4764.430966038394,66.0,Yes
Male,College,Married,Urban,-0.031392154036372494,Udon,47.0,5.673684871203098,4117.526792076201,32.0,Yes
Female,High School,Divorced,Urban,-0.15568222646261365,Mahasarakam,64.0,4.361738469101942,4308.238955304333,61.0,Yes
Male,College,Married,Urban,0.6148754304709816,Mahasarakam,46.0,3.318640688168948,4874.120183804037,59.0,No
Female,College,Single,Suburban,-0.5680706839396891,Udon,47.0,6.120285548225766,5712.2356709236155,43.0,Yes
Female,College,Single,Rural,0.13993291165280894,Khon Kaen,46.0,5.445195741233965,5882.152395164013,83.0,No
Female,College,Married,Suburban,0.3837567714245679,Udon,33.0,4.192866990778205,4040.7480675948523,51.0,No
Male,College,Married,Suburban,-0.6328549076853504,Mahasarakam,54.0,6.0712928000380835,6159.108093113144,29.0,No
Male,Graduate School,Married,Rural,0.2327120003515034,Udon,48.0,5.41152634672237,5424.5365378103725,53.0,No
Female,High School,Married,Rural,0.0665789929232872,Udon,45.0,3.4646731531092785,6549.410368534183,44.0,No
Female,High School,Divorced,Suburban,-0.608536666638898,Khon Kaen,49.0,6.047002485334716,3310.7055250605626,59.0,No
Female,High School,Divorced,Urban,0.6825300608716341,Mahasarakam,50.0,6.0740336603258305,4953.584753444796,52.0,Yes
Male,Graduate School,Divorced,Suburban,-0.025174310479496725,Mahasarakam,56.0,5.17642625733358,4040.346055039622,53.0,Yes
,High School,Single,Rural,-0.4244332509143581,Udon,39.0,5.289588027212812,3251.8737488073284,57.0,No
Male,High School,Divorced,Urban,-0.22367477132039398,Udon,49.0,1.8846692607197832,6336.1335697280565,43.0,Yes
Female,Graduate School,Single,Suburban,-0.6748691682643679,Mahasarakam,49.0,3.2391191665118466,4128.914725636359,24.0,Yes
Male,High School,Married,Rural,-0.07270501583740598,Khon Kaen,52.0,5.324582116898969,6627.7653507601635,20.0,No
Female,College,Divorced,Suburban,0.643128377492974,Udon,41.0,6.440447695188986,5491.2652544621415,,No
Female,Graduate School,Married,Rural,0.5469677666060555,Mahasarakam,66.0,7.746992553463025,5076.201702120196,99.0,No
Female,Graduate School,Married,Rural,-0.3036395689495673,Mahasarakam,41.0,5.700396685952273,5762.311084041201,76.0,No
Female,College,Single,Urban,-0.6297751037321273,Khon Kaen,46.0,5.282815954183854,4358.604392924685,10.0,Yes
Male,College,Single,Suburban,-0.5436808109675483,Udon,48.0,7.174197638264355,5812.542674041044,77.0,Yes
Male,Graduate School,Divorced,Urban,-0.01898210862834357,Udon,60.0,6.308453011045492,4963.5496279688505,58.0,Yes
Male,High School,Married,Suburban,-0.6250338121541772,Mahasarakam,59.0,4.738173874241181,3695.55853048217,72.0,Yes
,College,Divorced,Suburban,0.4299521066758373,Udon,53.0,3.088888385225423,,56.0,No
Male,High School,Single,Suburban,0.018273266779897185,Khon Kaen,,7.9054763672236605,4621.87964809742,37.0,Yes
Male,Graduate School,Divorced,Suburban,-0.5263760397676729,Khon Kaen,71.0,3.8511824685854297,6565.110742429665,54.0,Yes
Female,,Divorced,Urban,-0.14310175502939987,Udon,54.0,4.426488536552852,4408.84756425436,43.0,Yes
Female,Graduate School,Divorced,Urban,-0.5295894094986227,Udon,53.0,5.294723911066432,4673.566177277651,67.0,Yes
Male,College,Married,Suburban,-0.24778281757325077,Khon Kaen,62.0,5.865885726546887,3484.1861298191443,62.0,No
Male,Graduate School,Divorced,Urban,-0.21460941564288896,Khon Kaen,58.0,5.23223743079375,6027.539064344268,57.0,Yes
Male,Graduate School,Divorced,Suburban,-0.2870310487367932,Mahasarakam,49.0,6.346479078755449,4720.3420263401995,52.0,Yes
Female,College,Single,Rural,0.6470568241068854,Mahasarakam,58.0,2.6540774733005668,5188.221132325704,38.0,No
Male,College,Married,Urban,0.889904417131174,Mahasarakam,57.0,4.248623656253895,6022.276228987527,51.0,No
Female,High School,Single,Urban,-0.4355938571562347,Udon,50.0,5.398874269876618,2691.294449317573,54.0,Yes
Male,Graduate School,Single,Suburban,-0.6758878250198695,Udon,52.0,5.902140500608675,3545.3793455619257,50.0,Yes
Male,Graduate School,Divorced,Urban,-0.11954613376844579,Khon Kaen,59.0,4.151876712611685,4956.869286493279,63.0,Yes
Female,High School,Married,Urban,-0.015118252407351714,Mahasarakam,53.0,3.777242106147148,5202.03188117884,31.0,Yes
Male,College,Divorced,Suburban,0.39504228908206357,Mahasarakam,43.0,5.701597910732245,3006.721359448988,40.0,Yes
Female,College,Married,Urban,-1.158755590375644,Mahasarakam,59.0,4.165691524481394,6030.0746627462695,57.0,Yes
Male,High School,Married,Suburban,-0.16048928501794568,Khon Kaen,60.0,4.303602828442736,4495.000264094869,66.0,No
Female,College,Single,Urban,-0.19641730607265118,Khon Kaen,58.0,6.063454569048553,7016.18818087583,80.0,Yes
Female,College,Married,Rural,,Mahasarakam,56.0,3.853650161162469,3494.459403589616,55.0,No
Male,College,Single,Urban,-0.9015304103475301,Khon Kaen,67.0,5.898485281182024,3681.968756787536,77.0,Yes
Female,Graduate School,Divorced,Urban,-0.6101245225960864,Khon Kaen,32.0,1.7743308113535403,7355.7789175668695,55.0,Yes
Female,Graduate School,Single,Urban,-0.21794100648107445,Udon,63.0,5.6804820646825185,3745.5595134558052,20.0,Yes
Female,College,Single,Urban,-0.5280082282196824,Khon Kaen,42.0,2.4064747463011353,4527.32215632722,14.0,Yes
Male,Graduate School,Married,Rural,-0.06604237525036602,Khon Kaen,49.0,5.285365473072996,3704.364961579948,25.0,No
Male,Graduate School,Divorced,Urban,0.3483364058576686,Mahasarakam,54.0,5.493733999776128,4222.851761918653,,Yes
Female,High School,Single,Suburban,0.572386881822157,,58.0,3.4781910029659766,3710.745788158429,93.0,No
Male,High School,Married,Rural,0.6809469849416591,,56.0,5.889029460545292,4207.462201548035,31.0,No
Male,College,Married,Rural,0.3593272864638898,Khon Kaen,60.0,4.7589946217781325,2910.5363470629763,59.0,No
Female,College,Single,Rural,-0.5779446687150666,Khon Kaen,56.0,3.125263907458255,5816.433766800695,55.0,Yes
Male,College,Married,Rural,0.27656545322884607,Mahasarakam,41.0,4.9383114009073,4570.900629848156,34.0,No
Male,High School,Single,Suburban,0.34774732928978824,Mahasarakam,38.0,4.708424931407448,4856.498946896454,34.0,No
Female,High School,Single,Suburban,-0.06972314994492348,Mahasarakam,49.0,5.138691982061635,5033.510788960903,86.0,
Female,High School,Single,Rural,-0.1250423490502234,Khon Kaen,63.0,,6982.299047453723,41.0,No
Female,College,Married,Suburban,,Udon,68.0,6.170888161336276,5707.4755490182915,53.0,No
Female,Graduate School,Married,Rural,-0.3476602301665566,Udon,69.0,5.851003684816555,5736.546957069811,57.0,Yes
Male,College,Married,,0.9010934235123266,Khon Kaen,47.0,6.185437068773323,6233.203878072181,81.0,No
Female,,Married,Rural,-0.48782254756763943,Khon Kaen,55.0,5.1010322106163555,5364.302290383115,57.0,Yes
Male,College,Divorced,Urban,-0.1886951111966377,Mahasarakam,54.0,4.86091486606978,6314.355227065258,26.0,Yes
Female,Graduate School,Single,Rural,-0.5801229469712018,Mahasarakam,60.0,4.020807268563847,5431.598211872625,35.0,Yes
Male,High School,Single,Urban,-0.5888514232716996,Khon Kaen,40.0,4.2725784034544185,5885.485355407864,66.0,Yes
Male,High School,Divorced,Urban,0.08976129588818946,Udon,55.0,4.934397308990217,5862.105156209733,80.0,Yes
Male,High School,Single,Urban,-0.401661379140576,Udon,50.0,6.19680462793679,4524.990576340482,78.0,Yes
Male,Graduate School,Married,Rural,0.7591319821651556,Khon Kaen,61.0,4.383420507374911,3420.2769855532006,66.0,No
Male,High School,Single,Urban,-0.0005015442950786694,Udon,55.0,3.8066568630741355,2351.040245539577,14.0,Yes
Male,Graduate School,Married,Suburban,-0.5642275498485705,Udon,31.0,4.8322653239568725,5697.138225720068,60.0,Yes
Female,High School,Married,Rural,0.7945369649602774,Khon Kaen,70.0,4.097544028945147,6104.740311581756,51.0,No
Male,Graduate School,Single,Rural,0.17170015777513642,Khon Kaen,49.0,4.069544569629967,2995.9247276467495,52.0,No
Male,Graduate School,Married,Rural,0.09562914354404467,Udon,41.0,5.971502937989332,4555.655844201343,72.0,No
Male,College,Single,Urban,-0.021201388579501552,Mahasarakam,46.0,6.522040060056371,4815.484032541591,73.0,Yes
Male,Graduate School,Single,Suburban,-0.15899658176482706,Udon,55.0,6.246104876376654,5190.660138967033,58.0,No
Male,College,,Rural,-0.1249642326184033,Khon Kaen,55.0,5.1138771447765885,5323.056825335318,37.0,No
,Graduate School,Married,Suburban,-0.5472708113991306,Mahasarakam,47.0,4.215576300454437,3344.2662801025726,43.0,Yes
Female,College,Divorced,Rural,0.011129325316141275,Mahasarakam,49.0,4.277604485204379,5820.2410908157,62.0,Yes
Female,High School,,Urban,-0.17566966071668555,Khon Kaen,58.0,3.615495786075063,5825.234852923833,78.0,Yes
Male,Graduate School,Married,Rural,0.7645832658904109,Udon,60.0,3.3975834344214224,5718.141954877905,61.0,No
Female,College,Married,Suburban,-0.5385141598259042,Mahasarakam,42.0,7.997965563121521,,56.0,No
Female,High School,Single,Rural,1.1581300478397598,Udon,57.0,4.018241948442067,4400.617688552301,77.0,No
Male,College,Single,Suburban,,Udon,39.0,5.066196900300017,5028.818963646563,63.0,No
Male,Graduate School,Single,Rural,0.09432344536963791,Khon Kaen,55.0,6.777697619996417,4554.314695687809,56.0,No
,High School,Divorced,Urban,-0.5277900386171477,Mahasarakam,57.0,2.7356503500803218,3573.968353937452,56.0,Yes
Male,High School,Divorced,Urban,-0.6928615432973595,Khon Kaen,62.0,2.7860983257770062,5301.902970567417,43.0,Yes
Male,Graduate School,Divorced,Urban,0.13076383375927514,Khon Kaen,48.0,6.37093967204949,2155.636304316061,52.0,Yes
Female,High School,Married,Suburban,0.04848165078514073,Khon Kaen,65.0,5.842772569436233,3751.3212241685524,61.0,No
Male,Graduate School,Married,Suburban,0.485362251276511,Khon Kaen,51.0,4.635271783721952,5704.982130390074,54.0,No
Female,Graduate School,Single,,0.31695579673224217,Udon,42.0,6.8492252221105545,3664.492831999384,32.0,Yes
Male,High School,Single,Suburban,0.26766692834534217,Khon Kaen,45.0,4.785574748236173,4364.28858466963,79.0,Yes
Female,Graduate School,Married,Rural,1.4072174700726305,Udon,43.0,5.5965513212392475,4132.847587752369,49.0,No
Male,College,Divorced,Rural,0.07007609658842322,Khon Kaen,55.0,5.269572647672876,6482.824136249968,51.0,Yes
Female,College,Single,Urban,-0.10672621349264888,Khon Kaen,42.0,5.359417745542636,4708.82827929498,71.0,Yes
Male,Graduate School,Married,Urban,-0.6788714164259789,Udon,42.0,7.029770666837176,6202.742620251728,42.0,No
Female,High School,Single,Rural,0.5851898011713892,Mahasarakam,48.0,7.580265705067488,2810.8161995492515,66.0,No
Female,High School,Divorced,Suburban,0.014814038517904665,Mahasarakam,59.0,5.013157522092289,4667.72721321853,47.0,Yes
Female,Graduate School,Single,Rural,0.06788010125804196,Khon Kaen,50.0,2.5384297832838265,5302.514357536213,53.0,No
Female,Graduate School,Married,Suburban,0.260214889457479,Udon,50.0,5.646273995362399,7187.930896313188,51.0,No
Male,College,Divorced,Rural,-0.2505502365627308,Khon Kaen,48.0,5.451204654326707,4958.999472626714,46.0,Yes
Male,College,Single,Urban,,Udon,53.0,3.488568934687695,6393.208418717797,54.0,No
Female,College,Married,Rural,-0.3672385166638802,Udon,65.0,3.27002661791231,4698.391769318833,63.0,No
Female,College,Single,Urban,-0.43978807106600804,Khon Kaen,59.0,5.3413438193641944,5241.217862211862,86.0,Yes
Male,College,Single,Rural,-1.0054567859595447,Udon,57.0,6.140614091787423,6083.724847007106,35.0,No
Female,College,Divorced,Rural,-0.2415730435721429,Udon,61.0,5.724199469481562,5333.42461753411,60.0,Yes
Female,Graduate School,Divorced,Urban,-0.27660531646700853,Mahasarakam,44.0,7.348423160482907,4702.7101870638435,33.0,Yes
Female,College,Single,Suburban,0.49629552575614344,Mahasarakam,47.0,5.132015393918013,3096.5586044513925,61.0,Yes
Female,High School,Single,Suburban,-0.18962148230369796,Udon,53.0,5.570922145136774,3542.6955908801137,52.0,No
Male,Graduate School,,Urban,-0.6359653234235791,Khon Kaen,51.0,6.721839007604724,6228.729708557268,39.0,Yes
Female,High School,Single,Rural,-0.4882934920043649,Udon,68.0,4.919255802447163,3296.781856098149,80.0,Yes
Male,High School,Married,Urban,-0.1142300439831083,Udon,68.0,4.461162876352208,5087.531238753656,65.0,Yes
Female,,Married,Suburban,-0.40605407134858695,Mahasarakam,50.0,5.155747433550538,4052.1435998109578,23.0,No
Female,High School,Divorced,Suburban,-0.09657771215383781,Mahasarakam,33.0,3.1431078257432716,4736.582627590484,70.0,Yes
Male,High School,,Rural,-0.18304654370717205,Mahasarakam,49.0,5.0402654758734755,5384.240298386157,58.0,No
Male,High School,Divorced,Rural,0.3023562875436149,Mahasarakam,59.0,3.5017264767830047,6059.945288250557,23.0,No
Female,Graduate School,Divorced,Urban,-0.8458628163747683,Mahasarakam,62.0,4.573037014011858,4146.093677895893,30.0,Yes
Male,Graduate School,Single,Suburban,-0.08220106864828527,Mahasarakam,57.0,3.7824106039515866,3366.6194261652536,71.0,Yes
Female,College,Single,Rural,0.753594228768169,Mahasarakam,59.0,4.94547507615723,6545.05833862216,26.0,No
Female,High School,Single,Suburban,0.6796592550360485,Udon,56.0,6.112111060989669,4243.392758440797,60.0,No
Female,High School,Married,Suburban,-0.47835425190056385,Udon,51.0,5.661457606543973,2146.917035787788,,Yes
Female,Graduate School,Married,Rural,0.26519234675793946,Udon,53.0,3.224365905061305,5222.011859039979,85.0,No
Female,High School,Divorced,Urban,0.3421138109199676,Mahasarakam,43.0,5.2091779248034795,4574.452123400233,43.0,Yes
Male,College,Divorced,Rural,-1.1822010455803829,Udon,67.0,5.202494807095773,3979.0859441372395,55.0,Yes
Male,High School,Single,Rural,-0.02896476761209143,Udon,67.0,5.877789031122216,4714.2233192818285,78.0,Yes
Female,College,Married,Suburban,-0.14507560498491123,Udon,72.0,6.175423859357225,3553.901762540576,39.0,Yes
Male,Graduate School,Single,Suburban,-0.2012059478652982,Mahasarakam,47.0,6.359218098547642,4924.08086182824,92.0,Yes
Male,High School,Married,Suburban,0.6577401944594178,Khon Kaen,42.0,4.788068763909754,4560.328577759132,29.0,No
Female,Graduate School,Married,Rural,0.131112145858455,Mahasarakam,55.0,3.6614534349147108,4440.66880450811,42.0,No
Female,High School,Divorced,Rural,0.04574889646090724,Udon,52.0,6.513283742847328,5734.082870393928,38.0,Yes
Male,High School,Married,Rural,0.6224043725687279,Udon,44.0,7.048840417995665,6151.480162834631,64.0,No
Male,High School,Divorced,Suburban,-0.49465767639975744,Mahasarakam,45.0,4.71055036095049,3705.973555163647,91.0,Yes
Male,High School,Divorced,Urban,-0.8217645351488528,Khon Kaen,,5.436602116579304,4880.407668314723,20.0,Yes
Male,High School,Single,Urban,0.015110931538938818,Khon Kaen,60.0,4.456996758704602,4747.443131350649,66.0,Yes
Male,,Divorced,Rural,-0.35053692608241527,Mahasarakam,73.0,6.730223454797763,3869.3553806613554,41.0,No
Male,Graduate School,Divorced,,-0.6139766157522927,Mahasarakam,58.0,6.018228681365643,5491.736624430302,36.0,Yes
Female,College,Single,Suburban,-0.39985971430819256,Udon,80.0,6.076588658249885,4654.845472149014,44.0,Yes
Female,College,Married,Rural,-0.15984615392056367,Udon,50.0,7.367771866323244,3846.712210614674,46.0,No
Male,High School,Divorced,Urban,-0.9081009514539977,Udon,61.0,6.262778756551268,3278.2158316446153,69.0,Yes
Female,High School,Married,Suburban,0.08949401141538141,Khon Kaen,50.0,2.961156010730544,5052.475665173004,50.0,No
Male,Graduate School,Divorced,Suburban,-1.2322117251744027,Khon Kaen,42.0,2.8478338385220265,4914.220601879473,63.0,Yes
Female,High School,Married,Rural,-1.107502828531968,Khon Kaen,57.0,1.7034120124183132,4523.696295323769,48.0,Yes
Female,High School,Single,Urban,-0.10859971761899101,Khon Kaen,48.0,5.118401478144819,4252.345877097088,59.0,Yes
Male,High School,Single,Rural,0.3098192296566088,Udon,46.0,5.744415622128452,6682.309559327195,62.0,No
Male,High School,Single,Urban,-0.3630222758533336,Khon Kaen,54.0,5.153069204964998,4272.123120391646,49.0,Yes
Female,Graduate School,Single,Urban,-0.443830537312494,Khon Kaen,51.0,4.28131084653526,5369.170461814819,49.0,Yes
Female,High School,Married,Suburban,,Udon,63.0,5.557891700706148,4670.397646452866,79.0,No
Male,High School,Married,Rural,0.28836904002935165,Mahasarakam,51.0,3.634533697263441,3232.5771982394754,30.0,No
Female,,Single,Urban,0.1691897505310779,Udon,61.0,,4214.217186925584,67.0,No
Male,High School,Married,Rural,0.45789779862276025,Mahasarakam,58.0,5.581775749326609,6034.460199889928,86.0,No
Female,College,Divorced,Suburban,-0.3233483473114313,Mahasarakam,46.0,4.461352960701702,3757.5208201737514,34.0,No
Male,High School,Divorced,Urban,,Khon Kaen,57.0,5.000572384103274,3829.964319736663,58.0,Yes
Male,Graduate School,Divorced,Suburban,-0.04013529831133679,Udon,55.0,4.304431154012597,6062.891970314293,49.0,Yes
Male,High School,Divorced,Rural,0.04006013317717967,Udon,65.0,6.130444455470328,4815.129583714284,53.0,No
Male,Graduate School,Married,Suburban,-0.2126000347887335,Khon Kaen,42.0,4.675426576002977,7416.139339212863,51.0,No
Male,High School,Divorced,Rural,-0.08032419943612873,Udon,62.0,4.479575564318653,5844.911754342796,76.0,Yes
