Marital Status,Age,Time spending score,Money spending score,Gender,Annual Income
Single,44,79.93330931697895,76.17693741257736,Male,59725.993603464754
Married,41,73.27011565384943,67.29050877272462,Male,64130.547203442264
Married,45,76.08826649323336,68.02248366277038,Female,60645.53129854767
Divorced,41,81.11082409781393,66.80657611157454,Male,72130.80229879936
Married,71,72.38922121943159,89.92669809896317,Male,33609.01120587519
Single,68,73.11202194301838,77.82307539003102,Female,37330.56055878403
Married,37,24.50385533191052,32.40808827172814,Male,76205.42652192511
Divorced,39,70.24479313748614,74.45577317731467,Male,65959.85390125203
Divorced,56,13.205198722413881,18.89272126553226,Female,84924.10894190878
Single,39,72.17578000203586,73.11803817523817,Male,61552.14142240225
Married,73,96.11555092265104,79.95242639749458,Male,23613.068848230854
Divorced,46,53.88292466973558,47.756369994462204,Male,75540.53099380765
Married,72,80.74660629467822,75.54569257346067,Female,24024.171822199605
Divorced,59,13.350439660120212,21.0286333667096,Male,80466.498433862
Married,55,18.17016979200228,18.47762854735814,Male,79214.57901295861
Divorced,53,8.206513431264229,7.952510554731248,Female,86645.97170279175
Divorced,41,89.63815376261944,79.28316510189724,Male,73992.11933195946
Married,59,25.89468880329916,27.646428835009925,Male,79641.29209361118
Single,45,48.19696377826964,55.47496970606319,Female,71571.20556622227
Divorced,70,78.82804534409925,84.85119017580831,Male,33408.27350012396
Married,50,58.83882037152294,58.47789400833937,Male,85015.41446838701
Single,48,74.3563609041036,81.28942155374995,Female,58934.954960673065
Married,31,34.57407144185155,33.697922411080455,Male,70520.10803648557
Married,54,36.31160676260715,22.486422064071697,Female,79186.46086936143
Single,58,24.38441579980812,27.403390870431842,Female,78614.78490119206
Single,69,91.77717220277937,77.83440695097879,Female,29334.251812135408
Married,24,38.91459013704812,36.9102749534869,Male,64354.786106263346
Married,54,31.771791062828203,28.949692364172762,Male,74956.05004648792
Divorced,43,86.42580785541989,74.67960144089494,Female,71057.65569514876
Divorced,43,67.0091842659618,75.0132086680506,Female,68247.81044737026
Divorced,31,49.283825675887755,43.39730549630225,Female,74492.77185457281
Married,46,74.7095532236383,58.95732949997604,Female,74560.64591880013
Divorced,37,90.40175936081626,78.15361750299877,Male,78511.85430917279
Single,44,43.82818661537426,46.41729726906793,Female,70484.98008063863
Divorced,40,85.25031892831706,73.90452760348715,Female,66086.18078026903
Single,36,95.68810379736077,95.94211281670778,Female,60485.80585304685
Married,53,20.11684128601385,24.93900583515,Female,78859.04606655125
Single,55,29.57106368400337,27.086057432285216,Male,72235.4030670586
Married,47,38.92214960750678,51.362317119647116,Female,67302.00020734707
Divorced,28,44.82781070784429,36.04734055651071,Male,82119.1322570195
Single,52,15.38149291335696,27.029852668587957,Male,75779.65682786307
Married,58,26.168131052015113,34.42105843974334,Male,100000.0
Divorced,55,37.60930756979122,26.761476598098504,Male,79594.63773637307
Married,44,81.03024277025808,85.09123882231202,Female,66404.2529770594
Divorced,48,56.21334490041092,65.76674203849083,Female,72351.26059917324
Single,68,77.6136795096271,83.60023464871918,Male,33402.22271245165
Married,64,31.975225125319334,29.202393938291024,Male,80748.50864286663
Married,43,77.26361713416603,77.29438066788063,Male,73856.47008117638
Divorced,78,86.05815031823587,80.49275944475926,Male,24948.482505242777
Divorced,29,31.324612613739216,27.242261114186167,Male,71453.47118723611
Single,45,91.86244516234223,83.09785236161406,Female,66073.3857159156
Divorced,47,69.63244131304124,62.406145939167594,Male,72749.49946353384
Divorced,38,76.2976129256781,82.10528535559556,Male,60902.45710543669
Single,25,35.378339245905465,23.738248779446014,Male,64342.95879396996
Divorced,56,12.930687156438537,28.024776481088807,Female,74866.0050228314
Divorced,76,77.54441928904116,82.99979047390275,Male,31422.13655091385
Married,58,22.665577588927967,19.985462682141907,Male,76515.73476971552
Divorced,73,75.71732610386746,78.93077909764165,Female,27259.872835943796
Divorced,41,84.26741116394123,78.77465491357313,Female,71916.6743894168
Married,50,36.186319327368516,42.86476282770756,Female,79160.12678930002
Single,70,98.48431854943922,92.53691428784802,Male,25428.542477970623
Married,69,76.97217611084413,84.35371465052533,Female,22155.9144094257
Divorced,34,38.13187193378744,28.950723991453145,Male,76292.7410455418
Single,69,77.57763153420584,72.34433410978583,Female,35717.434174756905
Married,38,74.966243898532,71.73771945838368,Male,67986.60914210558
Single,51,44.63029715132958,40.90591928878265,Male,86383.88888979821
Married,66,79.23515631265828,85.0477638436465,Female,37294.66322706244
Single,65,81.49171863022438,79.44626384551285,Male,24622.703295886888
Divorced,69,86.52812122123423,93.94051065775368,Male,31505.001007079307
Divorced,69,78.36567496015456,83.04732674780101,Female,23971.692762773942
Single,45,71.89373831226932,74.06572299964546,Female,62427.89653726628
Divorced,41,46.798729212872544,54.80599829173475,Male,69775.48019299614
Single,63,17.491146003904934,25.573888554908727,Female,85241.44057338373
Married,73,90.92970407714655,83.11744178185472,Male,36635.471090750994
Married,45,70.78009342166573,75.9665823410966,Male,79837.26027916526
Divorced,29,32.13653545737814,36.30769262671603,Male,68900.58420274779
Single,24,43.85674955329155,37.42237829940412,Male,68156.65927140474
Married,55,25.238914926466187,26.962460210239055,Male,78572.43361857462
Married,57,12.92642612736681,21.435728265094074,Male,87020.60728810905
Single,40,64.09577557116008,73.50034543259366,Female,63760.20439770705
Divorced,57,49.838265666056664,39.95130946493341,Female,77012.00854712357
Single,36,65.62880823399105,69.24697252096468,Female,70662.94894810132
Divorced,44,65.36556723401688,55.195532403931885,Female,74085.05975540666
Divorced,33,30.167358694203813,31.267736693760874,Female,72268.39687647483
Single,75,81.51374569292155,84.7337852330825,Female,21514.166941787735
Divorced,59,23.261308971581496,17.069160282671564,Male,85927.78916223974
Married,31,24.541871630957388,25.00639516274636,Male,74725.99122889152
Single,50,17.080608401104868,31.080482224432675,Male,83543.95177525676
Divorced,44,83.32249131963765,80.86684725396793,Female,65800.67422854574
Divorced,29,23.138150921265737,25.230556461723545,Male,66454.27995795295
Divorced,28,26.724266810995772,31.107850341700043,Male,58621.272214628436
Divorced,46,49.01987973602962,55.56409801222547,Female,73729.85631358562
Single,47,51.346028660074275,53.84879942576339,Female,73740.86580618755
Married,66,62.70720019214831,75.3073134838812,Male,28442.119753118335
Married,69,89.90103756813359,82.60539615685359,Male,36027.08252115522
Divorced,48,58.07290470299674,58.5271584827083,Female,76956.32823487393
Divorced,26,35.915260210580655,34.427386732525875,Female,74413.59351963978
Married,68,84.98207409612746,89.16096321023417,Female,31192.10742139804
Divorced,44,64.30744948857502,62.15022198728167,Female,72659.62151503457
Single,36,80.61026225910356,78.41030416734438,Male,55212.55617335395
Single,32,28.165408748899154,26.87363597313454,Female,78988.12636379304
Single,32,39.49121380443274,31.675960235160645,Female,62546.854713610075
Single,47,63.70661360294404,55.91394699885305,Female,71439.54431414224
Married,25,16.438679912508874,18.947158800711616,Female,68591.9377331302
Married,70,89.40789631108389,85.7045998389519,Male,27314.773189892505
Married,64,76.39829681076381,83.29357697359958,Female,35110.09483839316
Married,69,91.36403407917982,84.7406272222579,Female,24564.004857913853
Single,45,50.24708834940885,49.694282164199024,Female,76076.9858130187
Married,48,52.14891699452174,40.932976281346384,Female,77825.99617414725
Single,44,38.49216109091112,39.97256180094643,Male,69592.62345723958
Married,48,58.290495811883105,61.33593574739426,Male,70575.82456335088
Single,67,4.360859448228347,11.334963059821625,Female,70418.4508321176
Single,45,57.40460094437255,57.25548964930314,Female,75778.02046414993
Single,44,67.80895756224402,61.3047524121201,Male,70023.58383936762
Divorced,45,44.65066363253591,52.54177955857209,Female,74637.58519708135
Single,33,18.19399357793606,31.583488953737607,Male,70430.39716108904
Married,56,8.983066265854816,25.238602031867085,Female,90808.65557792786
Divorced,38,58.215294758694185,54.21457417868847,Male,72833.78538277629
Divorced,52,43.87613882624292,52.837472105757094,Male,61325.04774626239
Married,42,53.795714702907,53.50585286545418,Male,71670.67539316777
Divorced,43,72.03155979595384,69.58490020347082,Female,62417.828564520256
Divorced,22,27.82329759577985,25.498608367499514,Male,69625.88768808922
Single,62,22.582937978087955,23.572161261928965,Male,81778.16177939647
Married,67,74.39255391838063,77.86753846416934,Female,23397.41445919784
Single,25,26.062158565689803,27.166837518990405,Female,74199.93930927393
Divorced,37,78.55226581764624,67.17407706638564,Male,73965.09471808799
Single,45,50.96959745500933,62.121176869590045,Female,74765.25393990266
Single,56,32.773297815985345,37.20058154643881,Male,86880.89159480191
Single,39,79.18033778022115,80.35537409995617,Female,77228.4964822173
Single,68,79.68766066818783,89.71966994472746,Female,21265.19662480169
Married,36,77.6285763985313,80.0787194930769,Male,65392.212474996544
Single,69,77.0386391074758,82.93567402033675,Female,24117.93045441129
Divorced,39,73.0996682314438,80.49594478846592,Male,57181.80924681495
Single,70,60.70728863933552,71.45772605800005,Male,23781.685127594974
Single,46,69.59254386594196,55.719193498142985,Male,74723.83616987977
Divorced,28,30.074577270680614,32.32605090590753,Male,78507.30743476683
Divorced,47,41.98463327228221,34.204324623590566,Male,87384.52279327167
Single,40,82.94706650326397,78.90957049847584,Female,55415.21902083083
Single,43,36.22903042649348,45.72847191245986,Male,74989.77502997567
Married,55,24.11876655169909,18.09170761804614,Male,86183.35954861551
Divorced,53,26.149947252627655,20.153386948839014,Female,85391.34389948474
Married,51,29.711532101938648,21.895103724651502,Male,83164.08301110986
Divorced,54,25.759609934275836,18.81731807743388,Male,81406.38207336969
Single,66,86.61659297587988,80.0155654641132,Female,25828.45828710746
Married,38,82.46197524674005,80.46876757421283,Male,55024.47028257893
Single,70,80.65553358122793,80.06695960383547,Female,26618.232978435306
