Years after high school graduation,Monthly Income,Sex,Location Code,Brand Loyalty,Active online hours,Years subscribed,Marital Status,City,Education Level,Renew
40.0,4517.385589230749,M,Urban,0.28285590990905696,4.573411199627588,5.0,Married,Tokyo,High School,Yes
46.0,4737.126718755448,M,Suburban,0.08664968926366534,5.51248519625035,5.0,Divorced,Kyoto,College,Yes
22.0,5464.853560364189,M,Suburban,0.1898094600987672,3.9315612353106637,3.0,Divorced,Osaka,College,Yes
30.0,4754.595714274735,F,Rural,-0.9063612911163583,6.520911193211719,4.0,Divorced,Tokyo,College,No
11.0,4929.951324435094,F,Rural,-1.053325006499674,6.57925570221899,3.0,Married,Kyoto,College,No
30.0,4951.338624787437,F,Rural,0.4505515103338663,4.168594809597155,5.0,Married,Kyoto,College,No
26.0,5323.028420007221,F,Suburban,0.2565978481856803,4.449731861020551,4.0,Divorced,Osaka,College,Yes
31.0,3361.3114450609723,,Rural,-0.1336071650104307,4.936111199374416,5.0,Divorced,Tokyo,College,No
,4313.012673652022,M,Suburban,-0.8826079348526453,6.417973686937803,5.0,Married,Kyoto,College,No
31.0,5247.732971629991,M,Urban,0.8610206680278876,3.5089950492591866,4.0,Married,Tokyo,Graduate School,Yes
30.0,6872.592529201359,M,Suburban,-0.5104699788917049,5.740588781593152,5.0,Married,Kyoto,Graduate School,Yes
23.0,5139.270172334897,M,Urban,-0.2700912381031922,5.474131586277974,3.0,Divorced,Osaka,High School,Yes
19.0,4433.877224359921,F,Rural,-0.5902789547157179,5.13362814927369,2.0,Divorced,Kyoto,Graduate School,No
27.0,6443.726605566449,M,Suburban,0.38444168737215745,1.0622855143649144,4.0,Married,Osaka,High School,Yes
33.0,6058.311584044077,F,Suburban,0.9856076123687028,2.77405020594427,5.0,Divorced,Osaka,Graduate School,Yes
36.0,5483.222950524288,M,Suburban,-0.48727821466035043,3.95459704658806,5.0,Married,Osaka,High School,No
62.0,3104.3250903769986,M,Urban,0.01759169746391058,6.00464136449046,3.0,Single,Osaka,College,Yes
32.0,5640.160597359958,F,Urban,-0.08293524571212743,3.515373229294755,3.0,Divorced,Kyoto,High School,Yes
20.0,5100.881551711844,F,Rural,-0.10501794535153479,3.447073499577791,,Single,Osaka,High School,Yes
31.0,6255.9426214246705,M,Urban,0.2588231283090397,4.6900790932388015,5.0,Divorced,,Graduate School,Yes
18.0,5107.513674045761,F,Rural,-0.7198106208027896,6.5515131680409615,5.0,Married,Tokyo,College,No
35.0,,,Urban,-0.49919415587557897,6.064571709035765,7.0,Divorced,Tokyo,College,Yes
34.0,4397.581682538643,M,Suburban,0.2525005751141491,1.6974219710937692,3.0,Divorced,Osaka,High School,Yes
27.0,2638.3161762403774,F,Suburban,0.41395002431581845,6.039289749292338,4.0,Married,Tokyo,College,No
27.0,5044.916604111897,M,Urban,0.19730656674610508,3.918613623576281,5.0,Single,Osaka,College,Yes
38.0,3700.9929221584425,M,Rural,-0.06437936969001407,7.64551215092567,4.0,Married,Kyoto,High School,No
32.0,4909.345422138535,M,Suburban,0.01343221500539206,4.502197452455463,3.0,Divorced,Osaka,Graduate School,Yes
40.0,5452.589339175156,M,Rural,-0.4061927821246666,3.062972607643043,4.0,Single,Tokyo,College,Yes
25.0,3962.608031929544,F,Rural,0.2651775602514423,5.9838449802286675,4.0,Married,Osaka,Graduate School,No
14.0,5756.315786771136,F,Suburban,0.03893646742633958,4.446435544386491,4.0,Single,Kyoto,Graduate School,Yes
43.0,3964.2656369184256,M,Suburban,0.8457481956238703,6.830679133791576,5.0,Single,Kyoto,Graduate School,Yes
39.0,5592.67274246638,F,Rural,0.4706123046948145,3.254668294592257,4.0,Married,Osaka,College,No
17.0,3955.6155813762302,M,Urban,-1.3464056686639665,7.116879061880413,4.0,Divorced,Tokyo,High School,
40.0,6673.7096864626,F,Suburban,-0.7621000289499574,6.06923185227251,3.0,Divorced,Osaka,Graduate School,No
38.0,4791.601481318912,F,Urban,0.15913579537725533,5.7236176145092905,3.0,Married,Tokyo,College,Yes
28.0,5034.264373220288,M,Suburban,-0.35162823978188085,2.7826764055883966,3.0,Divorced,Osaka,High School,Yes
44.0,6117.998033403326,M,Suburban,-0.7020144215281621,5.621349669278488,5.0,Married,Kyoto,Graduate School,No
30.0,5119.112654106386,F,Urban,0.45867630477332166,6.175912254048554,3.0,Divorced,Tokyo,Graduate School,Yes
36.0,4927.360177840361,M,Urban,-0.23279184429733482,5.922000690266628,4.0,Divorced,Kyoto,Graduate School,Yes
21.0,5145.228990321744,M,Rural,-0.22200879926470407,4.918503821709342,5.0,Married,Osaka,Graduate School,No
20.0,2745.2527511798307,M,Rural,-0.38995129994507666,6.879469857872663,5.0,Married,Osaka,High School,No
22.0,4662.549309481721,F,Urban,-0.24380048960501322,4.065477316253721,4.0,Divorced,Kyoto,Graduate School,Yes
34.0,3985.7542148436205,F,Urban,0.43975296762906146,4.068321014719929,4.0,Married,Osaka,College,Yes
30.0,5049.490730139019,M,Rural,-0.7243029316054945,5.928888301801435,3.0,Married,Tokyo,Graduate School,
11.0,6756.685711041862,F,Rural,-0.5145152827891615,2.6365248372602728,6.0,Married,Tokyo,Graduate School,Yes
37.0,4605.667257533237,M,Rural,-0.38183563769391227,3.1142106677959056,1.0,Married,Kyoto,High School,No
33.0,5710.920710304792,M,Urban,0.058162617536795386,3.7298864752008583,5.0,Divorced,Tokyo,High School,Yes
22.0,3870.4480537900786,M,Suburban,0.5838604380024625,4.329058482356669,3.0,Married,Tokyo,High School,Yes
29.0,6045.169679558333,M,Urban,0.5867009410919364,3.696446591561024,4.0,Married,Osaka,Graduate School,Yes
35.0,6232.741148663088,,Urban,0.8830675859983531,4.851795727878468,6.0,Married,Kyoto,College,Yes
18.0,4910.148038395254,M,Suburban,-0.9728109685693094,3.2352593725726946,3.0,Married,Kyoto,Graduate School,No
22.0,4934.423389940386,M,Urban,-0.06125695740265795,5.128797002201031,3.0,Single,Tokyo,Graduate School,Yes
44.0,6519.858213976261,M,Urban,-0.4145684459987936,4.4310609494021005,2.0,Single,Kyoto,Graduate School,Yes
41.0,3357.015058301944,F,Suburban,-0.011816691437888091,6.5215672342875175,3.0,Single,Osaka,High School,No
29.0,3331.251605409322,F,Rural,-0.030309170334880044,6.312560116124456,6.0,Divorced,Kyoto,Graduate School,No
42.0,3846.0776259007407,M,Urban,0.1785276665133711,7.018030402181733,5.0,Divorced,Osaka,High School,Yes
29.0,2937.2440471929667,F,Rural,-0.9060484938690323,7.060519768356215,6.0,Married,Tokyo,High School,No
42.0,4037.6243522641757,M,Rural,0.2127810107707298,4.5655499314498815,4.0,Single,Tokyo,High School,Yes
18.0,3967.956524807576,F,Rural,-0.5997847670960236,,4.0,Single,Kyoto,,No
12.0,6165.506900633385,M,Suburban,0.390097458546947,3.6278739671566074,3.0,Single,Osaka,Graduate School,Yes
38.0,4083.322333047785,M,Suburban,0.21701148316014968,,5.0,Married,Kyoto,College,No
24.0,,F,Urban,0.47936995384676795,3.846598278481531,6.0,Divorced,Tokyo,Graduate School,Yes
26.0,5706.936182750422,M,Urban,-0.4585472559343116,4.99295575031689,4.0,Divorced,Kyoto,College,Yes
32.0,5578.8893664623665,M,Urban,0.8200304856738563,3.8831021487741095,4.0,Divorced,Kyoto,Graduate School,Yes
25.0,5621.540189921639,F,Suburban,0.2964379143819663,4.279346867361291,4.0,Divorced,Kyoto,Graduate School,Yes
16.0,4059.5701825250662,M,Rural,-0.932978767917703,7.108490644152387,5.0,Single,,High School,No
28.0,5334.16349051664,M,Urban,0.11054443975678546,5.9045622921258465,4.0,Single,Kyoto,High School,Yes
27.0,4465.875495848139,M,Urban,0.08025928989047795,2.75703862589473,4.0,Single,Osaka,High School,Yes
43.0,5572.262607735878,F,Urban,0.32458043826876737,4.315540966857249,4.0,Divorced,Kyoto,High School,Yes
24.0,4565.9809767297575,F,Rural,-0.2578901005853122,4.843380054541735,4.0,Single,Kyoto,Graduate School,No
27.0,5529.155448734112,M,Urban,,3.19018996538644,4.0,Divorced,Osaka,Graduate School,Yes
34.0,4194.588190802154,F,Rural,0.17210198983358238,5.16364523307486,6.0,Single,Osaka,Graduate School,No
18.0,4289.765340986645,M,Suburban,-0.7689694224190631,4.787808947474042,5.0,Single,Tokyo,College,No
20.0,5517.9704572052415,M,,0.19193493502091596,3.751897194274925,4.0,Single,Osaka,High School,Yes
31.0,5672.624896688482,F,Urban,0.35600704432564095,4.524140883827907,4.0,Single,Osaka,College,Yes
22.0,3315.7662253757417,M,Rural,-0.550676711798284,5.817179634798245,5.0,Single,Tokyo,College,No
38.0,5988.748433669718,M,Rural,-1.0305705908801412,6.510895715204139,4.0,Married,Kyoto,High School,No
23.0,6015.186002627439,F,Urban,0.48869786820274086,3.194788336982072,4.0,Married,Kyoto,College,Yes
18.0,5758.778506071299,F,Urban,0.06399633297719134,2.291439354006877,4.0,Divorced,Tokyo,High School,Yes
37.0,3686.4329263778536,F,Suburban,0.0743088492450428,4.974418606771152,5.0,Married,Kyoto,College,No
16.0,4082.917356979755,M,Rural,-0.9790006107849589,6.418209638081449,6.0,Married,Osaka,College,No
28.0,3762.3373481011845,M,Urban,-0.28217735096107577,6.488769317547815,4.0,Divorced,Kyoto,Graduate School,No
35.0,5544.818590049552,M,Urban,0.8302180000459288,4.918232037852687,4.0,Married,Kyoto,Graduate School,Yes
29.0,5268.380793966882,M,Rural,-0.4449865080633413,6.264800491884349,5.0,Single,Kyoto,College,No
33.0,4778.421995689037,F,Rural,-0.00546686402715163,5.544908340022587,4.0,Divorced,Osaka,High School,No
25.0,4954.774328016436,M,Suburban,-0.1436937402123559,4.132547285219275,6.0,Married,Kyoto,High School,No
33.0,5983.520348327122,M,Urban,-0.17778773386764724,4.513720056746392,3.0,Divorced,Osaka,College,Yes
39.0,5925.201737012968,F,Suburban,0.5152151431613847,4.47730806313181,5.0,Married,Tokyo,High School,
32.0,5452.014809772183,M,Suburban,0.562867017112171,3.210700863938365,5.0,Divorced,Kyoto,College,Yes
35.0,6106.632162755626,F,Suburban,-0.0469506809638567,5.517130190824252,6.0,Single,Osaka,College,Yes
32.0,5802.201513002628,M,Urban,0.2883023865814973,3.421447719382276,6.0,Divorced,Tokyo,Graduate School,
25.0,5178.693598220978,M,Urban,0.15673956750278492,3.9986679405963867,5.0,Divorced,Osaka,College,Yes
17.0,5878.958242300698,F,Urban,0.08493424663841034,4.488052098971122,4.0,Divorced,Osaka,College,Yes
20.0,,F,Urban,-0.040938164315684304,6.400505445448194,6.0,Divorced,Kyoto,College,Yes
22.0,5909.773431287068,M,Rural,0.33072559340952334,4.415431725425938,5.0,Divorced,Tokyo,High School,No
45.0,5572.148466270993,M,Urban,0.6958681903090985,3.5049420816901176,3.0,Divorced,Kyoto,High School,Yes
15.0,5987.55346050968,M,Urban,-0.11280403068342426,5.353710293725053,4.0,Married,Tokyo,High School,Yes
24.0,6953.188757814813,F,Rural,-0.17739398729533656,6.416843470130618,4.0,Divorced,Osaka,High School,Yes
36.0,5230.778457693572,M,Rural,-0.41263383447900276,4.81547937542767,5.0,Single,Tokyo,High School,No
22.0,4076.5888632417355,F,Suburban,-1.2366767076666618,7.354189953029838,5.0,Married,Tokyo,Graduate School,No
26.0,5257.139309253816,F,Suburban,-0.6794371511095613,5.0178919849453525,3.0,Married,Tokyo,Graduate School,No
30.0,3913.6491192489,M,Urban,-0.25938527788856997,6.311737159766102,2.0,Divorced,Osaka,College,Yes
24.0,4599.340598476909,M,Urban,-0.019169811803894182,1.7535738831228636,4.0,Divorced,Tokyo,College,Yes
35.0,4613.03746591983,,Urban,0.7448437482992075,2.8048450191409593,5.0,Divorced,Osaka,Graduate School,Yes
22.0,5411.083231638513,F,Suburban,-0.8134322757424889,5.117495892792383,7.0,Divorced,Osaka,High School,Yes
28.0,5281.833305146034,F,Urban,-0.32757833693569,4.3175751437130945,5.0,Single,Tokyo,Graduate School,Yes
31.0,6516.586032064335,F,Urban,-0.2886120903964717,5.381129456980012,3.0,Divorced,Tokyo,College,Yes
13.0,6317.229496025645,M,Urban,0.3461292466077752,5.227723501776556,3.0,Divorced,Kyoto,Graduate School,Yes
19.0,5300.147413161925,M,Suburban,0.268601117262826,2.809591880160541,3.0,,Kyoto,College,Yes
29.0,6329.687054165984,F,Suburban,0.5243696614131146,5.589425167389911,3.0,Divorced,Tokyo,High School,Yes
27.0,6134.04282555768,M,Urban,0.20274365825579616,2.870994316787295,5.0,Divorced,Osaka,Graduate School,Yes
37.0,5341.646902713508,F,Urban,0.21219863225885327,3.415984504906792,4.0,Married,Osaka,Graduate School,Yes
28.0,2571.2148885174943,F,Suburban,-0.14022203899931562,4.923281868158076,6.0,Married,Osaka,Graduate School,No
34.0,4043.7237483627105,M,Rural,-0.7277676929028203,6.42452253942665,4.0,Divorced,Osaka,Graduate School,No
26.0,6567.703054467958,F,Urban,0.03607269502774928,3.6648982967104278,3.0,Single,Osaka,College,Yes
27.0,5665.791780388904,F,Rural,0.8182897184288738,5.992068137124754,5.0,Divorced,Kyoto,,Yes
38.0,4813.870703054802,F,Urban,-0.49562180726991495,6.521694806742643,3.0,,Osaka,High School,No
27.0,6263.830883466438,F,Rural,-0.4900251818040283,5.121044927652912,4.0,Married,Osaka,Graduate School,No
26.0,4924.391574377326,M,Urban,0.4550162437857831,3.998025446074776,5.0,Divorced,Osaka,College,Yes
29.0,,M,Urban,0.41477694409835486,6.174561902440163,2.0,Married,Osaka,Graduate School,Yes
20.0,5487.638967467475,M,Urban,-0.10357674497846303,2.3942199846285868,5.0,Single,Tokyo,Graduate School,Yes
27.0,4502.628131846018,F,Urban,0.7143486211966537,5.81106898548971,3.0,Divorced,Kyoto,Graduate School,Yes
43.0,5983.757304907295,M,Rural,-0.08115148341072115,3.0865524678738874,5.0,Married,Tokyo,College,Yes
25.0,,F,Rural,-0.3451424553328402,6.532337569735368,3.0,Single,Osaka,College,No
40.0,4715.148628106725,F,Urban,0.02588094197166596,5.559700550599921,2.0,Single,Kyoto,College,Yes
28.0,5602.871304529184,M,Urban,-0.05243614166164027,5.389203839129914,6.0,Divorced,Tokyo,College,Yes
21.0,3837.3072196038993,M,Rural,-0.3113238367272606,6.097572318552716,4.0,Single,,High School,No
24.0,5181.609724052688,M,Rural,-0.637753936950392,7.487384372118037,5.0,Married,Osaka,High School,No
43.0,6700.64946285702,M,,-0.02813464313554767,4.626226859274016,5.0,Married,Osaka,College,No
37.0,4832.298381791378,M,Rural,-0.2795856713958025,6.192875023935396,5.0,Married,Kyoto,College,No
33.0,5403.716114882578,F,Rural,0.28424858236001416,4.250239471639239,2.0,Divorced,Tokyo,High School,Yes
28.0,4143.208358233595,M,Suburban,0.42486518512920723,5.03167033865188,2.0,Single,Kyoto,High School,Yes
23.0,6509.027447855578,F,Rural,-0.8959451395967315,5.448034506498073,4.0,Married,Tokyo,High School,No
23.0,6669.538559316978,F,Urban,0.6756717985127472,6.110930372920771,4.0,Married,Tokyo,College,Yes
38.0,4587.775889833009,F,Rural,-0.6946850451747093,4.194195224752319,2.0,Divorced,Osaka,Graduate School,No
28.0,6756.872209892766,F,Urban,0.8015195039680787,3.404029273417769,3.0,Divorced,Kyoto,College,Yes
43.0,5231.3356168963455,M,Rural,-0.4794457120735589,4.541079653451118,7.0,Single,Osaka,College,Yes
26.0,4378.422722253174,F,Rural,-0.21018820220899803,6.61533983663003,1.0,Married,Kyoto,College,No
42.0,4522.778544872322,M,Suburban,-0.45662447960186553,7.994498980041705,5.0,Married,Tokyo,High School,No
26.0,6388.909387456264,F,Rural,-0.6942131329152762,4.079819385969598,4.0,Single,Tokyo,Graduate School,No
30.0,5107.157113357018,F,Urban,0.19749143722194512,3.2039252748903624,3.0,Divorced,Kyoto,Graduate School,Yes
33.0,5077.971328047603,M,Urban,0.32180750598688435,4.371391007563461,4.0,Single,Osaka,College,Yes
30.0,4200.468178423201,M,Suburban,-0.47617802651122854,6.973550393915643,5.0,Divorced,Osaka,College,No
37.0,6500.24768693029,F,Suburban,-0.1859827966055071,5.066176715637898,3.0,Divorced,Kyoto,Graduate School,Yes
32.0,4476.37455533254,M,Rural,0.18743496742892907,4.789115708602353,5.0,Married,Osaka,Graduate School,No
30.0,4031.1956560762806,F,Rural,,6.369924118594686,5.0,Divorced,Tokyo,College,No
33.0,3781.4943727110926,M,Urban,-0.4696102123358236,6.680836555360868,3.0,Divorced,Tokyo,College,No
30.0,4839.278506509435,F,Rural,-0.7183583448198271,5.7357870985566315,4.0,Married,Tokyo,College,No
22.0,3645.142180488775,M,Rural,-0.36388107412119874,3.9979505976206253,5.0,Married,Osaka,High School,No
39.0,4528.285748617813,M,Suburban,-0.21549690096985163,6.562933014464641,5.0,Single,Kyoto,College,Yes
15.0,5370.544140483773,F,Suburban,0.5844577762163666,4.873341060119037,5.0,Divorced,Tokyo,High School,Yes
15.0,4649.165107170573,M,Suburban,-0.3546424715554117,5.804369544270025,5.0,Married,Osaka,College,
37.0,4240.445745145388,M,Rural,-0.20471924312108725,5.558926063780972,5.0,Married,Tokyo,College,No
47.0,4063.0685022018624,F,Urban,-0.4623727552321798,4.394375029298851,3.0,Single,Tokyo,Graduate School,Yes
27.0,5684.147480670834,,Rural,0.38522287421921825,4.378003805623144,4.0,Married,Tokyo,,Yes
21.0,6046.76936211732,F,Urban,-0.3440977933130031,5.023452723451828,4.0,Single,Kyoto,Graduate School,Yes
37.0,4918.1240084474,F,Urban,0.10635868004356949,4.317188619545724,3.0,Single,Kyoto,College,Yes
36.0,5664.989294780444,M,Urban,-0.28195157453619324,3.0726388163416933,6.0,Divorced,Kyoto,Graduate School,Yes
28.0,6341.405576685701,F,Urban,0.7448013680929862,4.2352749965441445,4.0,Divorced,Kyoto,High School,Yes
32.0,4646.625527970359,M,Suburban,0.37090505882077485,4.692783454793394,4.0,Divorced,Osaka,College,Yes
21.0,5197.035750790985,M,Suburban,-1.2766068423730512,4.869795096123882,3.0,Married,Osaka,College,No
30.0,6486.038470059731,F,Urban,-0.49443599468993904,4.189919558312592,3.0,Single,Tokyo,Graduate School,Yes
18.0,5867.948266134088,M,Urban,-0.24692170513306386,3.1692381275945234,5.0,Divorced,Kyoto,High School,Yes
46.0,5187.210200904215,M,Urban,0.384165767632591,4.977716328017699,4.0,Single,Osaka,Graduate School,Yes
49.0,6091.783440868305,F,Suburban,-0.13932587492346257,2.108996606296712,5.0,Divorced,Kyoto,High School,Yes
28.0,5314.540674620855,M,Rural,0.043471485555685155,4.314959755884962,4.0,Married,Kyoto,College,No
26.0,5209.485305039141,F,Rural,-0.3640872937326008,5.089931301034697,5.0,Divorced,Osaka,College,Yes
34.0,5416.905569242844,M,Urban,-0.007899684969353574,4.249191070126407,4.0,Divorced,Osaka,Graduate School,Yes
29.0,4787.343265784691,M,Urban,0.02342629874015767,4.64430733772823,4.0,Single,Tokyo,High School,Yes
20.0,4021.208584236867,M,Rural,-0.7871868340190362,5.220861259568267,4.0,Married,Tokyo,Graduate School,
36.0,4450.1387950662875,F,Suburban,0.07285056324764042,5.173663832369883,6.0,Single,Osaka,Graduate School,No
26.0,3230.331842566663,M,Rural,-0.49229285475329504,7.801257911726266,5.0,Married,Tokyo,College,No
23.0,3858.2493956697817,F,Suburban,-0.594845345709898,5.548981326630167,2.0,Married,Osaka,High School,No
44.0,4893.528148553108,M,Suburban,-0.6360941617016097,4.1935399105897595,5.0,Married,Kyoto,College,No
21.0,5351.781285984325,M,Urban,0.1490522360917464,3.3464797126664347,5.0,Single,Osaka,High School,Yes
35.0,6184.8179487792,M,Urban,0.2129942938055281,3.1271410238075124,7.0,Divorced,Osaka,College,Yes
35.0,6019.400161107348,M,Urban,0.3181952674082061,4.083750055948404,3.0,Divorced,Kyoto,College,Yes
32.0,4817.464797006538,M,Rural,-0.09811710865614497,5.570085939790723,3.0,Married,Kyoto,Graduate School,No
,3849.7257131615333,M,Rural,-0.6630910340845756,6.688579749935997,5.0,Married,Tokyo,College,No
18.0,3744.4776791125105,M,Suburban,0.31424805385121846,6.278626245972159,4.0,Divorced,Kyoto,College,No
28.0,6349.8472770728395,M,Urban,1.5,2.7667365799948054,5.0,Divorced,Tokyo,High School,Yes
41.0,6269.5724908745005,F,Rural,-0.7314245788314496,5.5100248114235315,3.0,Married,Kyoto,Graduate School,No
29.0,3660.9649060488646,,Rural,-0.25119280636946967,7.725413834800969,4.0,Married,Tokyo,College,No
42.0,4792.12422671931,M,Urban,-0.4311346718085783,9.927323964935571,5.0,Married,Kyoto,High School,No
51.0,4832.26783128263,M,Rural,0.30256983910727653,3.845958500919328,2.0,Single,Kyoto,High School,Yes
32.0,7239.772271584103,M,Suburban,0.7725055821500441,4.1936868518764285,3.0,Divorced,Kyoto,College,Yes
21.0,5054.571447492939,F,Suburban,0.36651494322026656,4.045930906155165,3.0,Married,Osaka,College,Yes
34.0,5761.468163595578,F,Suburban,0.29107966435193044,4.2433340595629305,,Divorced,Osaka,College,Yes
28.0,6211.620528752945,M,Urban,-0.035631321967317636,4.674366982187835,3.0,Divorced,Osaka,College,
34.0,3639.0614664173636,F,Rural,-0.5530052736380283,6.567301150088972,3.0,Married,Tokyo,High School,No
21.0,4495.701860192482,M,Suburban,-0.36574436415686573,2.9730686923697847,2.0,Married,Tokyo,High School,No
46.0,5931.2157701358465,F,Urban,0.2800840067368907,3.854189805547999,3.0,Divorced,Kyoto,Graduate School,Yes
50.0,,F,Suburban,0.9189790686906043,3.8300441458181407,4.0,Divorced,Kyoto,Graduate School,Yes
30.0,4636.333962930945,,Rural,-0.8212321307464069,6.311522863939192,3.0,Married,Tokyo,College,No
40.0,4885.435886646765,F,Urban,-0.39735801505225854,6.157469518753812,3.0,Divorced,Tokyo,High School,No
35.0,5793.801718380443,M,Suburban,-0.20643833865801275,6.155275347672005,6.0,Single,Osaka,High School,No
33.0,4260.5337782062115,M,Rural,-0.01565710808804316,7.273136002377182,4.0,Divorced,Kyoto,College,No
25.0,5889.419864630076,F,Urban,-0.7053542253229272,6.925409243277743,5.0,Married,Osaka,College,No
29.0,3766.7329297805527,F,Rural,-0.6527820949987594,6.508519009240123,3.0,Divorced,Osaka,Graduate School,No
26.0,5068.884322205925,F,Urban,0.39227564720874214,2.5899632642668764,4.0,Divorced,Tokyo,College,
38.0,4804.098261654855,M,Suburban,-0.3272590750242039,4.713356366606875,3.0,Divorced,Kyoto,Graduate School,Yes
37.0,5622.197910431633,M,Rural,-0.6381981939662876,7.088854815632073,4.0,Married,Osaka,College,No
31.0,4402.783537959152,F,Rural,-0.470010203023081,5.838824369325637,6.0,Married,Tokyo,College,No
16.0,2428.6005740402743,F,Suburban,-0.11746187017724073,6.4917781259254985,6.0,Married,Kyoto,Graduate School,No
49.0,3460.3829745912117,M,Urban,-0.05130156690177202,3.859407957133815,2.0,Divorced,Tokyo,Graduate School,Yes
33.0,5746.351200745516,M,Suburban,0.5726478657497441,4.43389091137915,4.0,Divorced,Kyoto,Graduate School,Yes
30.0,5298.479361209757,M,Rural,0.6269689525516619,4.918071590968377,5.0,Divorced,Tokyo,High School,Yes
27.0,3683.0045460855954,M,Rural,-0.6613556905871986,6.82097465300171,4.0,Married,Kyoto,College,No
19.0,4093.1627347379317,F,Suburban,-0.45344464864893735,5.19513319642459,3.0,Divorced,Osaka,College,No
,5316.744118985947,F,,-0.06706897289299255,4.736294291783276,5.0,Divorced,Tokyo,Graduate School,Yes
36.0,6212.99307120418,M,Urban,0.34661934896531804,5.45734829772849,3.0,,Tokyo,High School,Yes
27.0,5213.501862951382,F,Rural,,3.1902641421205233,6.0,Divorced,Osaka,High School,Yes
32.0,3168.090086780373,F,Urban,-0.9592542314413325,7.627026419590112,5.0,Married,Tokyo,College,No
26.0,5045.024402203737,F,Suburban,0.2207656183711607,3.3244136918761975,3.0,Single,Tokyo,High School,Yes
38.0,5625.797840489948,M,Urban,0.2344579925003501,,4.0,Married,Kyoto,High School,Yes
35.0,4683.42762547503,F,Suburban,0.7102928445587842,3.656067788075279,4.0,Divorced,Tokyo,High School,Yes
39.0,4729.742237210207,M,Rural,-0.02486509143282631,4.507907415902339,3.0,Divorced,Kyoto,Graduate School,Yes
24.0,5799.045946923563,F,Urban,0.33369982708187385,4.347972194610036,4.0,Divorced,Osaka,Graduate School,Yes
33.0,5619.1797116126445,M,Urban,0.7996186992052137,,6.0,Divorced,Kyoto,Graduate School,Yes
24.0,6338.935546918931,M,Urban,-0.08935138477266649,4.6263199088002604,2.0,Married,Osaka,College,Yes
41.0,5422.6627101029835,M,Suburban,,5.29559933065123,4.0,Single,Osaka,Graduate School,Yes
30.0,4930.506834531946,M,Suburban,-0.19559623239752455,4.757974116574552,5.0,Single,Kyoto,College,Yes
21.0,3218.208545038513,F,Rural,-0.1892340232188469,5.495984893405751,5.0,Single,Tokyo,College,No
30.0,4581.218561397636,M,Suburban,0.6804511682570532,5.759639850016603,5.0,Single,Osaka,High School,Yes
45.0,4567.054159974933,M,Suburban,0.5579662990077916,6.182361597851832,5.0,Single,Osaka,High School,Yes
27.0,5117.656963302667,M,Rural,-0.01562633797793809,4.346405802833134,2.0,Married,Tokyo,College,No
49.0,3646.451093106635,M,Suburban,0.9412889996774154,5.746121974970433,,Single,Kyoto,College,Yes
23.0,4266.539594508263,F,Rural,-0.578942326575687,4.108943197135442,4.0,Single,Tokyo,High School,No
35.0,3339.439038081505,F,Suburban,-0.36526822023884675,5.627938496531019,6.0,Married,Osaka,College,Yes
33.0,5509.100227176009,M,Urban,0.13394062312246904,4.619809378470681,5.0,Married,Kyoto,Graduate School,Yes
36.0,3501.741570511952,M,Suburban,-0.49119397718372154,2.663951460238716,,Married,Tokyo,College,No
37.0,4951.870882392502,M,Suburban,0.6031105053751634,5.063725472389408,7.0,Divorced,Tokyo,High School,Yes
24.0,5454.552480481313,M,Suburban,0.11252077561286497,1.3972649628735367,5.0,Single,Osaka,Graduate School,Yes
38.0,4888.669171133351,F,Urban,-0.3723257274567109,4.225726538940006,3.0,Divorced,Kyoto,High School,Yes
30.0,7012.157960128556,F,Urban,0.14793167643193803,3.0630924697274766,4.0,Single,Osaka,High School,Yes
35.0,6021.304433068466,M,Urban,0.22279060736648476,3.789356041104735,5.0,Divorced,Kyoto,High School,Yes
44.0,4790.614300706024,F,Rural,-0.024547691117198123,3.464828371145961,6.0,Single,Kyoto,High School,No
26.0,6007.194045273453,F,Urban,-0.0010148579958550868,2.7852673927284606,4.0,Divorced,Osaka,High School,Yes
42.0,6186.766949602836,F,Urban,0.6514580812602305,3.7809741313347818,4.0,Married,Kyoto,High School,Yes
20.0,3818.0672906011628,F,Suburban,-0.9290719772547659,4.8293871239958515,4.0,Single,Kyoto,College,No
34.0,4575.30699026692,F,Rural,-0.9318648758837454,5.846868579237247,4.0,Married,Osaka,College,No
27.0,3404.0408159876497,F,Urban,0.5852580013221536,4.066526326094055,4.0,Divorced,Osaka,High School,Yes
37.0,5004.737194791682,F,Rural,-0.5973596893060844,3.6808043467743534,3.0,Married,Tokyo,Graduate School,No
31.0,5833.980883026098,,Urban,-0.5123415065494801,4.491824262851071,4.0,Divorced,Kyoto,Graduate School,Yes
27.0,4029.984497747475,F,Suburban,-0.1985007746209357,7.5482059048118675,6.0,Single,Tokyo,Graduate School,No
27.0,4771.093810885327,F,Urban,-0.06456625034582905,3.924367492758428,3.0,Divorced,Tokyo,Graduate School,Yes
22.0,3651.0781101302146,F,Urban,-0.6541998912779508,4.384924704511455,3.0,Single,Osaka,Graduate School,Yes
28.0,4952.401625924436,F,Suburban,-0.5688753415117564,7.008281457039179,7.0,Married,Tokyo,Graduate School,No
16.0,6828.998606237122,M,Urban,0.35320726902711264,3.267970902526332,,Single,Kyoto,College,Yes
36.0,5777.753382904005,F,Rural,0.22648539809351148,4.260492735838075,5.0,Divorced,Tokyo,High School,No
