City,Renew,Monthly Income,Education Level,Months after becoming member,Active online hours,Sex,Marital Status,Location Code,Years after high school graduation,Brand Loyalty
Tokyo,No,6666.5252969998,Graduate School,68.0,5.2861808075220775,Female,Single,Urban,18.0,-0.26623746112096447
Osaka,No,4589.79433916875,Graduate School,61.0,5.179404393488191,Female,Divorced,Rural,16.0,-0.2510937597044095
Osaka,No,2288.393942986626,Graduate School,65.0,3.951298692536007,Male,Divorced,Rural,15.0,0.019848157148796508
Kyoto,Yes,4698.6966356719,High School,58.0,4.464821423010616,Male,Single,Urban,32.0,-0.056698129583538315
Tokyo,No,4254.508781532736,College,73.0,3.931458345643933,Male,Married,Rural,30.0,-0.6813864437249365
Tokyo,No,4555.541566838318,College,69.0,5.010119357917966,Female,Married,Suburban,40.0,-1.190116697655405
Tokyo,Yes,4035.2269185531213,Graduate School,63.0,5.17633787623424,Female,Married,Urban,32.0,0.08037445727483583
Osaka,Yes,4066.0804636743455,High School,64.0,5.884209183731654,Female,Single,Suburban,31.0,-0.20144013994601376
Kyoto,No,4389.156973000268,High School,64.0,5.454432622500895,Male,Married,Rural,22.0,-0.16810073882466064
Kyoto,Yes,4219.075322849088,Graduate School,91.0,7.842459068390319,Female,Divorced,Urban,28.0,-0.9445471929159985
Osaka,Yes,3758.3277933977224,College,107.0,8.825829202751983,Male,Single,Urban,44.0,-0.899683029704902
Osaka,Yes,2579.6190706290454,Graduate School,78.0,4.411510648108985,Male,Married,Urban,23.0,-0.42800235352675786
Kyoto,,6867.336869253604,Graduate School,64.0,,Male,Married,Rural,20.0,-0.25945797038464224
Tokyo,Yes,3374.2748792120647,College,52.0,5.1053522490502585,Male,Married,Rural,38.0,-0.08109593172310475
Osaka,Yes,4210.005649463425,High School,69.0,6.743747759252566,Male,Divorced,Urban,35.0,-0.41971201124960633
Kyoto,No,6112.334281961867,High School,76.0,5.580098353329412,Female,,Rural,23.0,-0.11607741036942698
Tokyo,Yes,4815.956220919965,High School,54.0,3.981880464314224,Male,Divorced,Suburban,23.0,0.012601975158982204
Osaka,No,5174.6666534914575,High School,51.0,6.511137678405952,Female,Married,Rural,14.0,0.3193481272417531
Osaka,Yes,4047.2853281018815,High School,44.0,5.712332048076786,Female,Divorced,Urban,41.0,0.30115755519030074
Osaka,Yes,4723.845474603776,Graduate School,72.0,3.83384634800562,Male,Married,Urban,54.0,-0.6884413790373181
Tokyo,Yes,4231.2024549072075,High School,92.0,5.2429708075629335,Male,Divorced,,17.0,-0.6528708050968728
Osaka,No,4424.7141316325005,High School,71.0,3.114649266905126,Male,Married,Rural,30.0,-0.5044401402975914
Osaka,Yes,5230.0942397436465,College,49.0,3.929380753135213,Male,Divorced,Suburban,31.0,0.2521339319639614
Osaka,Yes,2815.7586230846905,Graduate School,72.0,5.721324185845435,Male,Divorced,Urban,30.0,0.8339430206329388
Tokyo,No,5996.387167566411,College,48.0,3.678440343383174,Female,Divorced,Rural,24.0,-0.5645697257943456
Kyoto,Yes,5036.451268858162,College,59.0,8.08504638170156,Male,Single,Suburban,41.0,0.8058150991885131
Osaka,Yes,4129.231365259297,College,73.0,7.550201430670553,,Married,Urban,48.0,-0.023480580837820897
Kyoto,No,3634.6300359783168,High School,38.0,4.956183028139748,Male,Married,Urban,29.0,0.3602746444688709
Tokyo,No,3730.2368462248996,High School,67.0,7.22263168626214,Female,Married,Rural,23.0,-0.06767340699891183
Kyoto,Yes,4521.92018007457,College,60.0,7.385364759898648,Male,Married,Rural,39.0,-0.15585348293815204
Kyoto,No,,College,85.0,6.400755141133952,Male,Single,Rural,23.0,-0.6135590179741223
Tokyo,Yes,3679.8948053149425,High School,73.0,3.683349973374458,Female,Divorced,Urban,28.0,0.15252150094481998
Kyoto,No,5091.986016645994,Graduate School,79.0,6.222833092527724,Male,Single,Suburban,36.0,0.29402626413740607
Osaka,Yes,5534.850649059231,High School,53.0,4.972147453829348,Female,Single,Urban,53.0,0.4565660402833397
Osaka,Yes,6297.6601311609675,High School,71.0,4.912575240752127,Female,Married,Urban,30.0,
Tokyo,Yes,3028.576235150267,College,68.0,,Female,Divorced,Urban,34.0,0.30126967749626876
Tokyo,Yes,,College,84.0,6.030025335808705,Female,Divorced,Suburban,36.0,-0.4449403069892438
Kyoto,Yes,5878.610071719786,High School,62.0,4.355923305055843,Male,Married,Urban,39.0,-0.2324433718203304
Tokyo,Yes,4441.01731821585,High School,77.0,3.310058202311525,Female,Divorced,Urban,32.0,0.0889252150100685
Osaka,Yes,4971.297385222889,Graduate School,63.0,4.8984952534026585,Female,Divorced,Suburban,36.0,0.43478684957797953
Osaka,No,5287.668416782489,Graduate School,62.0,8.18687638078222,Female,Single,Suburban,15.0,-0.8212224786579083
Kyoto,No,3844.561312285298,Graduate School,60.0,4.464696494100854,Male,Married,Urban,26.0,-0.11579896484853452
Osaka,Yes,4426.06290277214,High School,52.0,4.594810222808647,Female,Divorced,Urban,32.0,0.17791437522897258
Kyoto,Yes,4453.178094888087,Graduate School,59.0,5.574951790960371,Female,Single,Suburban,26.0,-0.48744922030851456
Osaka,Yes,2807.4334725939275,Graduate School,52.0,6.669240012048135,Male,Divorced,Urban,33.0,-0.08639792179826045
Kyoto,Yes,3552.709160597861,Graduate School,55.0,3.868668787167721,Female,Divorced,Urban,29.0,0.04451908120711351
Tokyo,Yes,6336.888518202367,College,55.0,3.7843718859755913,Male,Divorced,Urban,54.0,
Kyoto,No,5317.061760938202,Graduate School,85.0,3.8795669784664764,Female,Married,Rural,24.0,-0.9709147252406152
Osaka,Yes,4516.2766395111385,Graduate School,,5.740795832520538,Female,Divorced,Urban,31.0,0.31463843480915366
Kyoto,Yes,5854.867633967919,College,52.0,,Male,Divorced,Urban,27.0,0.3878022695052591
Osaka,Yes,4940.085767990241,High School,72.0,7.9631486505674705,Male,Divorced,Urban,36.0,0.11729752232137025
Kyoto,No,4554.814205600253,High School,46.0,3.6673496550619538,Male,Married,Rural,35.0,0.42754509445581923
Osaka,Yes,4931.92927474661,Graduate School,39.0,3.499874431247236,Female,Divorced,Urban,45.0,0.3822172670779067
Osaka,,4753.71065188641,College,74.0,7.761236208055031,Female,,Suburban,43.0,-0.5373330765157611
Tokyo,Yes,4919.805286939046,Graduate School,79.0,4.779769493918376,Male,Single,Urban,42.0,-0.47669045698248463
Kyoto,No,3334.4624951750047,High School,82.0,7.73596583920305,Female,Married,Rural,25.0,0.019179372186086174
Tokyo,Yes,3254.5687782179175,High School,56.0,7.275805947271045,Male,Divorced,Urban,23.0,0.23071480159304558
Tokyo,Yes,5034.126436144787,High School,78.0,5.883430785421001,Male,Divorced,Rural,49.0,0.006804043303751173
Osaka,Yes,5489.653829483648,Graduate School,84.0,4.641667656884792,Male,Single,Suburban,28.0,-0.4469045798007953
Kyoto,Yes,5690.064508570248,Graduate School,85.0,6.119655415959914,Female,Married,Suburban,23.0,-0.4811247867532027
Tokyo,Yes,6078.648036421553,Graduate School,58.0,4.930027462855297,Female,Single,Suburban,40.0,-0.36127701222189734
Osaka,Yes,4045.690258909727,High School,62.0,5.563176618030528,Male,Divorced,Urban,42.0,-0.0050310680287061205
Osaka,,3574.512442637426,High School,82.0,4.934943253127325,Male,Single,Suburban,,-0.026807862316462316
Osaka,No,4887.027180906809,Graduate School,47.0,8.22611139803383,,Married,,8.0,0.22298590005649943
Tokyo,Yes,2893.1975679378397,Graduate School,52.0,4.868852340657519,Female,Single,Urban,46.0,0.22587604279333107
Kyoto,Yes,4360.2203139317,College,54.0,4.149285793442861,Male,Divorced,Urban,28.0,-0.27472246795966926
Osaka,Yes,5973.635799698474,Graduate School,72.0,5.725962775550779,Female,Divorced,Suburban,21.0,-0.7223740333199824
Kyoto,Yes,,College,21.0,4.924345612537781,Female,Divorced,Urban,37.0,1.0155946928291477
Kyoto,Yes,4020.976203054056,High School,67.0,5.912193947283655,Female,Married,Urban,37.0,-0.42093003577644655
Kyoto,Yes,4849.4309934751145,Graduate School,85.0,5.566649076526389,Female,Divorced,Suburban,49.0,-0.673370433615269
Osaka,Yes,5678.654656071001,Graduate School,102.0,5.388243120808783,Female,Divorced,Urban,25.0,-0.6985149978576106
Osaka,Yes,5048.814848791375,College,77.0,3.9010008095853985,Male,Divorced,Urban,43.0,-0.3182470339252109
Tokyo,Yes,3375.9465195790212,College,95.0,5.52381980005092,Male,Divorced,Urban,38.0,-0.9187088235533827
Kyoto,Yes,4789.996773925052,College,40.0,4.461116344986742,Female,Divorced,Suburban,28.0,-0.06153479146323659
Kyoto,Yes,4045.712784149171,College,66.0,5.682976037455583,Male,Divorced,Suburban,48.0,0.6973455588685209
Osaka,Yes,4349.03771410162,Graduate School,38.0,4.15187944986631,Male,Single,Urban,46.0,0.5474159881864388
Tokyo,No,2601.368475112446,Graduate School,83.0,5.700474840156307,Female,Single,Rural,23.0,-0.6861856856013457
Osaka,Yes,3606.6133642941777,High School,60.0,3.862287970863248,Male,Divorced,Urban,44.0,0.49616224458067293
Kyoto,Yes,4425.019850604187,Graduate School,67.0,6.490764556459621,Female,Single,Urban,28.0,-0.3366171260298961
Osaka,Yes,4755.944370345235,Graduate School,65.0,6.989614603661497,Female,Married,Suburban,42.0,-0.756579201172888
Kyoto,No,2390.4576591305236,High School,53.0,4.476944561855904,Female,Divorced,Suburban,,0.8061193190344897
Kyoto,Yes,3470.636274755564,High School,84.0,6.00313449897765,Male,Divorced,Urban,43.0,
Tokyo,Yes,5002.567189141117,Graduate School,72.0,4.599795774052563,Female,Divorced,Urban,48.0,-0.3599365113063461
Kyoto,Yes,4257.906427938527,High School,45.0,3.4062542233122097,Male,Married,Urban,29.0,0.20036180227035494
Tokyo,No,5491.917608902016,High School,45.0,2.5594313137143843,Female,Married,Urban,27.0,0.40680995648319607
Tokyo,No,5333.900774101437,Graduate School,72.0,5.932215185460697,Female,Married,Rural,22.0,-1.3260986535741406
Osaka,Yes,4170.45300733476,Graduate School,70.0,7.530338929335727,Female,Divorced,Suburban,37.0,0.5548128270437365
Tokyo,Yes,2980.9825034392934,High School,60.0,5.727229035829103,,Divorced,Suburban,48.0,-0.11179561722302389
Tokyo,No,3447.8194397582515,Graduate School,60.0,6.905453579816694,,Divorced,Suburban,25.0,-0.1382001372114235
Osaka,No,3640.808964043298,College,76.0,3.6877569861245103,Male,Divorced,Rural,33.0,-0.6566077623656366
Kyoto,Yes,3520.609207382443,Graduate School,64.0,6.5636031107115285,Female,Single,Urban,42.0,-0.7331140806029282
Tokyo,No,2690.67712835588,Graduate School,91.0,5.445855239564621,Male,Married,Rural,30.0,-0.4005521026014334
Tokyo,Yes,5158.19128560378,Graduate School,56.0,6.835699321392278,Male,Single,Rural,42.0,-0.27111146225005406
Kyoto,Yes,6985.28729400488,Graduate School,53.0,3.366279885716698,Male,Single,Suburban,,0.255179950847068
Tokyo,,4001.3293976283294,College,58.0,4.575352958196685,Male,Married,Urban,62.0,-0.05756355877923519
Osaka,Yes,4194.71592057753,College,,7.577714200470083,Female,Divorced,Urban,47.0,-0.631096366139127
Osaka,Yes,5033.839061869751,Graduate School,63.0,4.773425421993879,Male,,Urban,49.0,0.05783416726871815
Osaka,Yes,3074.6691024080496,College,61.0,6.592575383468899,Male,Divorced,Suburban,53.0,0.030078487138940624
Osaka,Yes,4864.621451093679,College,64.0,6.660486994063471,Female,Divorced,Suburban,32.0,-0.08143363564973494
Tokyo,Yes,4873.676170440516,Graduate School,63.0,6.981324350145044,Female,Single,Urban,31.0,0.03491688917837743
Osaka,No,5254.926820494627,High School,66.0,5.350135638461652,Male,Married,Suburban,35.0,0.3320718086511557
Osaka,No,4961.245434359496,High School,82.0,5.114035319040822,Female,Married,Rural,22.0,-0.546806990185348
Kyoto,No,6865.494197146364,College,38.0,4.664484735629463,Female,Married,,34.0,0.021536594624883
Kyoto,No,5418.890301760415,Graduate School,43.0,5.641730306029685,Female,Married,Rural,27.0,0.47532653067594155
Tokyo,Yes,3596.933252058963,High School,45.0,8.82553434611215,Female,Divorced,Urban,32.0,0.6819010995886119
Osaka,Yes,3834.165626880933,High School,50.0,5.6313589308089,Female,Single,Urban,43.0,-0.2016806010122907
Osaka,No,4920.429323117125,Graduate School,66.0,6.7322343595283405,Female,Married,Rural,29.0,0.08804094091484943
Tokyo,Yes,3890.3901378797987,High School,69.0,7.557459296669094,Male,Single,Urban,24.0,0.1542355976739943
Osaka,No,2774.3387102731353,College,59.0,5.596337030813729,Male,Divorced,Suburban,23.0,-0.6608944393744131
Kyoto,Yes,6586.191783470273,High School,48.0,7.254740151983207,Male,Divorced,Suburban,51.0,0.43968840732949943
Osaka,Yes,4549.344792861887,Graduate School,50.0,4.5049782541628325,Male,Single,Urban,14.0,-0.13263067177239213
Tokyo,Yes,5828.4228231718,Graduate School,46.0,7.413645607223716,Female,Divorced,Rural,51.0,0.34672070944739464
Tokyo,Yes,4082.7459600742736,Graduate School,67.0,4.112950810179635,Female,Divorced,Suburban,43.0,-0.2805508007709964
Kyoto,No,4184.49026596514,High School,59.0,6.650177647715772,Female,Married,Suburban,29.0,-0.7238585979240755
Kyoto,No,,Graduate School,47.0,5.528035209008246,Female,Married,Urban,26.0,0.25288541814414145
Osaka,Yes,6540.261765038018,College,27.0,6.580515510096729,Male,Married,Suburban,38.0,0.6510967341823568
Tokyo,No,7030.565390298313,Graduate School,75.0,5.37624290529417,Male,Married,Rural,17.0,-0.13259889926562957
Tokyo,Yes,3124.3488302176293,High School,84.0,6.063940264962686,Female,Divorced,Suburban,49.0,-0.8983301820657529
Kyoto,Yes,4053.298880579547,High School,,5.652078796129412,Female,Single,Urban,,1.1076388606075591
Tokyo,Yes,4529.760825905894,Graduate School,64.0,7.165709907101972,Male,Single,Urban,48.0,-0.07194596128522601
Osaka,Yes,5095.919374442877,College,65.0,6.255099525018488,Female,Divorced,Urban,33.0,-0.3187754757602289
Kyoto,No,3745.5905988185327,Graduate School,61.0,3.1414125218293627,Female,Married,Rural,16.0,-0.7248662670494852
Kyoto,Yes,3895.219554251415,Graduate School,69.0,8.297683765940821,Male,Single,Suburban,31.0,-0.2242686924451831
Kyoto,Yes,2505.6766733365816,Graduate School,37.0,5.648193585865783,Female,Divorced,Suburban,38.0,0.42598854008989295
Osaka,Yes,5449.069040703042,College,43.0,5.79788222811109,Female,Single,Urban,57.0,0.440356712226325
Kyoto,Yes,4127.41483831655,High School,57.0,7.76429159557844,Male,Divorced,Suburban,41.0,-0.13162151553876583
Kyoto,Yes,3806.167672327454,High School,77.0,5.959998950246094,Female,Divorced,Rural,48.0,-0.6602061599840601
Tokyo,No,5628.243209497961,High School,51.0,4.377620418036132,Male,Married,Suburban,32.0,-0.09756109249376871
Osaka,No,5736.719341552522,Graduate School,91.0,2.1641836853883785,Male,Divorced,Suburban,21.0,-0.802964072057951
Tokyo,No,4658.842816563322,,73.0,5.669181920762222,Male,Divorced,Rural,2.0,-0.9110114371278689
Osaka,No,4443.725953483444,College,54.0,5.221638898522981,Female,Married,Rural,8.0,0.13614870273054236
Tokyo,No,4350.7731726627935,High School,,7.213080650377143,Male,Divorced,Rural,22.0,0.2636170146013239
Tokyo,No,1935.4903855006987,Graduate School,70.0,8.212061098365574,Female,Married,Urban,21.0,-0.29494704342554157
Osaka,Yes,4138.5695078256695,High School,91.0,8.189394417314565,Female,Divorced,Suburban,48.0,-0.42444921407917086
Osaka,Yes,,High School,57.0,8.267052295073203,Female,Divorced,Urban,39.0,0.2953292000184682
Osaka,Yes,3578.9845502622957,Graduate School,70.0,5.311879890094478,Male,Divorced,Suburban,32.0,-0.35585604345696675
Osaka,Yes,4715.712087143419,College,60.0,4.815832322369309,Female,Single,Urban,43.0,0.3261197643162206
Kyoto,No,2826.357834161623,College,58.0,4.246083351352302,Female,Divorced,Suburban,,1.049457024654908
Tokyo,Yes,2943.402537238773,High School,64.0,6.3122708278909005,Female,Divorced,Urban,29.0,-0.3672186854271954
Kyoto,Yes,5537.172546081667,High School,56.0,6.335323387652668,Male,Divorced,Urban,30.0,0.02509098281989236
Osaka,Yes,5766.344301668807,Graduate School,50.0,7.2789534993999485,Female,,Urban,32.0,0.07789230542380204
Kyoto,Yes,3063.7556993777175,High School,62.0,5.674713036017595,Female,,Suburban,52.0,0.4890050185561069
Kyoto,No,3274.4478943462345,College,67.0,2.94983877884725,Male,Divorced,Rural,14.0,-0.8267956751998317
Osaka,No,5070.448463163,College,83.0,4.653350906191716,Male,Single,Suburban,30.0,-0.12413017797066561
Tokyo,Yes,2568.52348768284,High School,69.0,3.188719727189679,Male,Divorced,Suburban,38.0,0.2745678173352568
Osaka,No,4758.73522418557,Graduate School,59.0,,Female,Single,Urban,36.0,-0.43224003653234094
Tokyo,Yes,4276.803065600506,College,42.0,6.400451109376849,,Divorced,Suburban,48.0,0.020661889967317215
Osaka,Yes,3728.0814370380313,High School,55.0,7.816569455129317,Female,Divorced,Urban,31.0,0.597701230782775
Tokyo,No,4267.026230687629,Graduate School,80.0,6.066653110013416,Male,Married,Suburban,30.0,-0.1517126500346172
Tokyo,No,4128.023755521485,High School,71.0,9.430964332393161,Male,Single,Suburban,29.0,-0.03394747204397708
Osaka,No,4386.615447806643,College,112.0,4.209403753906777,Female,Divorced,Suburban,14.0,-0.6634435193216335
Kyoto,Yes,5133.686781861027,High School,75.0,,Male,Divorced,Urban,,-0.47598236290067997
Osaka,Yes,4321.616157866756,Graduate School,81.0,,Male,Single,Urban,46.0,-0.32258203308088523
Tokyo,Yes,7368.895572842679,Graduate School,52.0,6.187001431493332,Female,Single,Urban,44.0,-0.249481358976565
Osaka,No,4340.150250167965,Graduate School,59.0,6.061089303823038,Female,Married,Rural,34.0,-0.055869210730432106
Osaka,No,4509.591996025289,,80.0,6.454974328375978,Female,Married,Suburban,17.0,-0.4054882608360541
Kyoto,No,4789.221804406057,College,58.0,7.672220195292631,Female,Married,Rural,20.0,0.38199712511372685
Tokyo,Yes,4466.70754593646,College,89.0,4.26618848238552,Female,Married,Urban,21.0,-0.006203690457177502
Kyoto,No,6246.667812095919,High School,59.0,7.475532365439731,Male,Single,Rural,33.0,-0.6843897139023243
Osaka,No,6199.172709541082,Graduate School,68.0,4.434844868259324,Male,Married,Suburban,38.0,-0.48732621822356575
Kyoto,No,5376.185700407499,Graduate School,68.0,,Male,Married,Suburban,35.0,-0.4340754966212887
,Yes,3047.47058592517,Graduate School,53.0,5.492099332156823,Female,Divorced,Urban,43.0,
Kyoto,No,3871.243250731966,Graduate School,46.0,3.970784159295064,Male,Married,Rural,26.0,-0.2643122437094374
Kyoto,No,4727.7391409760485,College,48.0,5.300892894143826,Male,Married,Suburban,27.0,1.103330286738362
Kyoto,Yes,5749.416099565141,College,64.0,3.771996854629874,Male,Divorced,Urban,23.0,-0.02958182951304006
Kyoto,Yes,4336.2176670880435,,72.0,3.503921445635994,Male,Divorced,Urban,41.0,-0.5831846451018396
Kyoto,No,4267.847294712259,Graduate School,53.0,7.580581647822454,Male,Single,Urban,27.0,-0.11631993983065864
Osaka,,4236.50696845093,College,51.0,5.692664934904432,Female,Married,Urban,10.0,-0.3473506670333255
Osaka,No,5761.130394710206,College,82.0,4.9979076870298895,Female,Married,Suburban,32.0,-0.3975542669578456
Osaka,No,5291.953171661872,College,82.0,6.013968075815813,Female,Married,Rural,25.0,-0.24682104060194568
Kyoto,No,4675.337824779575,College,60.0,6.132959412148432,Female,Married,Rural,31.0,0.31290964390374376
Kyoto,Yes,5450.497718665772,Graduate School,86.0,6.624392123601928,Female,Divorced,Urban,45.0,-0.3280621054672837
Kyoto,No,4448.333607791292,High School,26.0,2.127771939034505,Female,Divorced,Rural,26.0,0.6463732066797407
Kyoto,Yes,4856.0081804847305,Graduate School,83.0,4.826970289616468,,Divorced,Suburban,31.0,-0.42551569886403323
Osaka,No,4202.541548572298,College,66.0,5.559204895803729,Female,Single,Urban,18.0,-0.11364152868039418
Tokyo,Yes,3124.1005279550836,High School,64.0,6.3786549961951655,Male,Divorced,Suburban,45.0,0.6413108354292785
Kyoto,Yes,4849.546480732025,College,75.0,8.396562512014604,Female,Single,Suburban,44.0,0.5148869970647476
Osaka,Yes,5670.734523080973,College,84.0,5.604242102428783,Male,Married,Suburban,40.0,-0.5909648510473358
Tokyo,Yes,5278.709674147506,,51.0,3.9998765245835846,Male,Single,Suburban,50.0,0.33220352540091325
Tokyo,Yes,4886.399067429862,,70.0,6.216462810572467,Male,Married,Urban,31.0,0.3515273842918043
Kyoto,No,4862.0726326916165,College,58.0,8.34076177466157,Female,Married,Rural,17.0,-0.21300220045137366
Tokyo,Yes,4006.984364476545,College,48.0,4.147873436650125,Female,Single,Suburban,38.0,-0.10160201587280804
Osaka,No,7005.772459208878,Graduate School,89.0,4.568769498314605,Male,Divorced,Rural,18.0,-0.023209736074307707
Kyoto,No,3598.4169623594603,Graduate School,73.0,6.587182937736705,Male,Married,Urban,19.0,0.020742705357554347
Tokyo,No,3764.4549496986674,Graduate School,43.0,5.559132429079279,Female,Married,Rural,47.0,0.6219300382592552
Osaka,Yes,4571.842121100712,High School,79.0,8.70385585448777,Male,Divorced,Urban,37.0,-0.04640692577843797
Osaka,No,3924.267254859292,College,60.0,8.102230776207584,Female,Divorced,Rural,27.0,-0.06095642218734321
Kyoto,No,5320.265328637435,High School,45.0,5.643183094684622,Female,Married,Suburban,25.0,0.4046770947866415
Tokyo,Yes,4317.567639008732,High School,46.0,5.8341018121106725,Female,Divorced,Urban,42.0,0.09417684352505751
Kyoto,Yes,4533.140018836706,Graduate School,103.0,5.330371196495648,Male,Divorced,Urban,41.0,-0.4233571159225049
Osaka,Yes,5630.355595296461,High School,61.0,6.4187407756601855,Male,Divorced,Urban,25.0,-0.33315123784759526
Kyoto,Yes,4484.4513550348765,High School,77.0,6.963754210236766,Female,Single,Urban,29.0,-0.7423270388424626
Tokyo,Yes,5463.793561464856,High School,71.0,3.377238398974426,Male,Divorced,Urban,37.0,-0.30417979944712503
Tokyo,Yes,4388.616983618972,High School,50.0,5.188517343628847,Male,Married,Urban,33.0,0.4819531457644892
Tokyo,No,,College,66.0,2.9464071390231408,Male,Married,Suburban,39.0,-0.28624526331784395
Osaka,No,3290.3818110643206,High School,41.0,4.653551613890166,Male,Single,Suburban,43.0,-0.16368905638499756
Osaka,Yes,5192.828246898689,High School,66.0,6.540367027058286,Female,Married,Urban,36.0,0.29476902495268864
Tokyo,Yes,5516.172282361005,College,57.0,4.700378522575959,Male,Married,Suburban,40.0,0.663873596757173
Osaka,Yes,3148.3247012176007,College,62.0,5.219178448177884,Male,Divorced,Urban,24.0,-0.3138466148146588
Kyoto,Yes,4906.589692550661,High School,60.0,4.728014083764228,Male,Divorced,Suburban,38.0,-0.43311887071763433
Kyoto,Yes,5434.578795593243,Graduate School,51.0,4.478647439926599,Male,Divorced,Urban,43.0,0.042081150704021075
Osaka,Yes,3713.5305939007076,College,100.0,6.071368722908225,Female,Divorced,Urban,45.0,-0.5564221222587692
Tokyo,Yes,6769.614959672109,College,60.0,6.021585592779644,Male,Married,Rural,41.0,0.41199507855406325
Kyoto,Yes,4726.610621784962,High School,47.0,8.37497537598992,Female,Single,Urban,36.0,-0.09955699877349505
Tokyo,Yes,5474.045318978602,High School,70.0,4.385473910163834,Male,Single,Suburban,50.0,0.10807709717577324
Osaka,Yes,4021.9899480690897,High School,89.0,7.166427832068775,Female,Married,Suburban,42.0,-0.8420179125298995
Tokyo,Yes,2544.903555154217,College,63.0,5.676179859280655,Female,Divorced,Suburban,36.0,-0.25974284406803416
Kyoto,Yes,4402.866636201522,Graduate School,57.0,6.887098513494163,Male,,Urban,22.0,0.4721276223158183
Tokyo,No,8057.53310070537,High School,78.0,7.260741720126054,Female,Married,Rural,32.0,0.014184309826095087
Tokyo,Yes,4943.9313108343795,Graduate School,55.0,4.922217197316476,Male,Divorced,,33.0,0.11955761133006892
Tokyo,Yes,,High School,56.0,,Female,Single,Urban,40.0,-0.25792594870767827
Osaka,No,4818.626495818077,College,52.0,7.797061151890002,Female,Married,Suburban,16.0,-0.24231888650947167
Kyoto,No,6765.283978650485,High School,44.0,7.827565003092077,Male,Single,Rural,39.0,0.8420983476972226
Osaka,Yes,5076.349643939466,College,45.0,4.810156022647035,Male,Single,Urban,34.0,-0.4208255405858182
Tokyo,No,4946.454988957109,High School,78.0,4.426602406498438,Male,Married,Rural,15.0,-0.17805878132154457
Tokyo,Yes,3236.898154233977,College,66.0,6.086880418858763,Female,Divorced,Rural,44.0,0.20593154675527314
Kyoto,Yes,4677.8813290781545,Graduate School,53.0,7.637607436732424,,,Urban,28.0,-0.2939009133341485
Osaka,Yes,1250.0,High School,62.0,5.418775124539157,Male,Married,Suburban,21.0,0.031638036234434785
Kyoto,No,3900.562779036203,Graduate School,59.0,6.741068549252688,Male,Single,Rural,26.0,0.6326572301733746
Kyoto,Yes,7471.957277534467,High School,49.0,5.45674274928752,Female,Single,Suburban,52.0,0.8816363100829572
Tokyo,Yes,4425.276873396008,High School,48.0,5.156354876307384,Female,Single,Rural,30.0,-0.7954945541921136
Osaka,No,4327.2691346267775,High School,24.0,5.349518696884327,Female,Single,Rural,15.0,0.032113583086765485
Tokyo,Yes,3616.4524283732553,Graduate School,68.0,,Female,Single,Urban,37.0,0.14083690802055293
Osaka,Yes,4672.4514697246295,High School,77.0,4.772775969342177,Male,Divorced,Urban,34.0,-0.7821464691144088
Kyoto,No,4532.211473576699,College,74.0,5.835040500992853,,Single,Suburban,25.0,-0.3541608209229914
Kyoto,No,1879.3268513197277,High School,48.0,5.8108822858724665,Female,Single,Rural,20.0,-0.6551309751201767
Tokyo,No,3933.892965749628,College,62.0,3.6310564333274815,Female,Married,Suburban,21.0,-0.1483275167567407
Kyoto,Yes,4111.794912178378,High School,61.0,8.983839315982278,Male,Single,Suburban,29.0,-0.33192031931261134
Osaka,Yes,3962.780771297579,Graduate School,51.0,4.9752498697472145,Male,Divorced,Urban,34.0,0.6238521688040592
Kyoto,,5869.863371141329,Graduate School,53.0,6.471112310300734,Male,Married,Suburban,26.0,0.11056393972070622
Tokyo,No,5518.560305426157,Graduate School,45.0,7.206504196505918,Male,Married,Rural,33.0,1.1648393998453646
Kyoto,Yes,3200.9859176272134,College,89.0,5.683487816201457,Female,Divorced,Urban,33.0,-0.30801173089614586
Osaka,Yes,5469.056451733685,Graduate School,68.0,4.965878480400528,Female,Divorced,Suburban,32.0,0.09423974470041652
Tokyo,No,3275.4935200941754,High School,89.0,4.85913726914238,Female,Married,Rural,27.0,-0.7732135209545414
Osaka,Yes,2916.3038057952263,College,48.0,2.2989187797049047,Female,Divorced,Suburban,31.0,0.6841890569723286
Kyoto,,4876.505417953782,College,82.0,5.335577917390825,Female,Divorced,Urban,,0.010671386147386275
Kyoto,Yes,,Graduate School,70.0,5.591807911494653,Female,Married,Urban,45.0,-0.09007072664132015
Osaka,No,6655.655711324695,College,75.0,5.000888064573887,Female,,Rural,20.0,-0.12102218047301083
Osaka,Yes,4146.965288992364,High School,74.0,6.6706065349232935,Female,Single,Urban,51.0,-0.25519097452304706
Osaka,No,5923.664786628534,Graduate School,74.0,5.796720835887425,Male,Divorced,Suburban,18.0,-0.42337099555611424
Kyoto,Yes,6774.560973457492,Graduate School,44.0,4.093009044160222,Male,Single,Urban,22.0,0.1842542236673771
Tokyo,Yes,5576.297843707911,Graduate School,71.0,3.921255506828425,Female,Divorced,Suburban,38.0,0.2545536981998565
Kyoto,No,3975.611135327389,High School,38.0,5.695020995849745,Male,Single,Rural,6.0,0.20128791969733817
Osaka,Yes,4368.920800700449,High School,26.0,6.197752664799173,Male,Married,Suburban,31.0,0.5780412212841607
Osaka,Yes,2216.501450514957,College,66.0,5.919773009632721,Male,Married,Urban,44.0,-0.5399352080994493
