Gender,Money spending score,Time spending score,Monthly Income,Children age,Marital Status
Female,94.47028041532135,104.23703694452286,2121.5376002981857,11,Divorced
Female,94.08593559203547,86.32880998327344,2965.165718199264,11,Married
Female,72.63113269689619,82.10095450653758,5695.356886941359,13,Divorced
Male,69.30445121550272,76.94999964405108,5894.272596904353,12,Married
Female,73.18920934162554,68.17805588399227,6658.3494073272905,12,Married
Male,95.50165171645524,87.97838954233616,2305.095397427914,10,Married
Male,68.85327128090339,73.54966467383622,6816.28434690661,12,Married
Male,72.71675259026658,76.92716545357865,5873.1794290429225,13,Divorced
Female,75.5122769602698,74.01984917002552,6511.495828029396,11,Married
Male,87.23843920120058,89.9143911204176,2283.8751890560748,11,Married
Female,67.65131844838052,66.52029218766874,5406.721633142615,13,Married
Female,4.649930992848873,25.953413675176705,7199.182263468032,7,Divorced
Female,92.60374214467382,107.10696732219071,2470.1761317493865,11,Single
Female,95.10357802796601,82.87499109617579,2353.3653892072775,11,Married
Male,83.71312220098224,90.15523484936925,2774.6013758045015,11,Married
Male,13.517210484325368,7.18275864278122,7888.095379064041,7,Single
Male,74.4335133959749,74.64018194280297,5835.575518549636,12,Divorced
Female,74.61892917506586,74.46089600536465,6617.988974861869,11,Married
Male,71.25326652399127,64.5624098177785,6040.5533346747625,13,Single
Female,84.96258508693825,89.439625760622,2468.3645709254315,12,Single
Female,93.16621682765492,101.78578574124268,2245.7342710488083,12,Single
Female,9.350424672861031,11.767236330467215,7795.949314684323,6,Single
Male,71.83367481204522,70.2076826957706,5615.79478493518,14,Divorced
Male,68.54304355837242,84.35105543787736,6593.493939251029,14,Married
Male,7.330480112127624,4.707082348496023,7603.551981046351,7,Divorced
Male,75.43007940699293,78.13735658992292,6263.243652084574,11,Single
Female,90.31658711001356,102.14681358041385,2383.2742256406314,12,Married
Male,87.77724456400782,94.62827293464957,2186.790099531978,12,Divorced
Male,76.77407471511148,95.82994748615609,5463.609891336194,12,Married
Female,2.0717029176344965,22.892601580019434,7949.165648403964,7,Married
Male,63.42370058282862,91.75835567466179,6527.159319995836,12,Married
Female,90.19331806150468,99.88333417166095,2535.674161716098,11,Married
Female,12.271049201273343,18.631108384530247,7905.470897793656,6,Single
Male,62.041580706834374,59.784941378161555,5631.109135360841,13,Divorced
Female,80.57108634194981,82.82251932932871,2452.019830696754,11,Married
Female,85.69863286535514,94.22555634820093,6053.447800049278,12,Divorced
Female,92.12173037159849,99.45242934040054,2582.637707601916,11,Single
Male,61.983509381515155,52.012186037373766,4892.418824218475,12,Divorced
Male,78.12439970064916,88.87484602865328,6436.960068115589,10,Married
Female,4.934914674928336,5.599338951226649,7692.307352961789,6,Single
Female,9.300891821482388,25.19018994052363,6987.382704571952,7,Divorced
Male,70.60053865254822,69.59795336942122,5271.936028925067,13,Divorced
Female,74.13014292432274,59.39713203321169,6401.505148032094,10,Single
Female,69.12918254515576,81.11436918371952,5474.145065265673,13,Divorced
Male,85.46008519104329,71.02730566209594,2965.266218765489,10,Divorced
Female,9.44647311124971,2.417898511475437,7925.039498569506,5,Divorced
Male,68.02207983073913,56.4308601071359,5520.233090764847,13,Divorced
Female,4.427322204936019,20.894773125655853,8173.81261905072,6,Single
Male,10.520971665599212,19.364924593620863,7705.408003601462,6,Single
Male,91.04416826208178,87.01849663859531,1996.934680380779,11,Single
Female,69.27199456216306,77.8519232288985,5469.2463110179015,14,Married
Male,4.630634147980778,5.2561875363133295,7020.730766468681,6,Married
Female,92.08058448360713,96.31513751160742,2261.002941308173,12,Divorced
Female,75.26752336577741,92.87884732386894,6709.200794557881,12,Married
Female,96.65672684452502,79.73338432806682,2373.4440221071022,11,Divorced
Male,90.09456628480953,90.6263926935885,2249.5472174102,11,Married
Male,76.53627411880846,79.65237510328625,5422.42689339837,12,Married
Male,72.05835994820202,73.63020773682886,5249.039625721889,13,Divorced
Female,76.65590318235529,66.7002593529603,6144.573648819813,11,Divorced
Male,74.07359850361783,66.16112150801956,5908.172597854349,11,Married
Female,85.76319861026951,81.07310793399256,2362.8581212309105,11,Married
Male,76.74330784982497,63.81450460929813,7039.410928648258,12,Married
Female,68.0841774511678,57.76168139583895,5859.913492856641,14,Divorced
Male,97.89507436396205,97.99933546175942,2676.113368378214,11,Single
Female,77.21382838318027,67.7172348346065,7248.027678914539,12,Married
Female,9.03085777602756,12.104893647107065,7418.389230258823,7,Married
Male,71.78973186247592,74.44319100455678,5232.833889523333,12,Single
Female,3.9820128058973268,8.770925692063539,7849.42932838181,7,Divorced
Male,87.6077607746977,100.83800619179752,2480.8569119734957,11,Divorced
Female,73.62212018879116,58.59251609104018,6619.033346647904,11,Single
Male,70.34639903577549,59.44224574855566,5471.234777574655,14,Divorced
Male,72.46711659207716,67.488211582433,6413.420973577636,11,Married
Female,96.54699749175413,99.39206691962852,1894.815835832916,11,Married
Male,83.79439754018662,91.74125554946716,2351.7293851613967,11,Single
Female,91.60786924354701,88.235236685877,2479.959995871437,11,Single
Female,12.253962897590206,16.08214327123075,7229.284940192203,6,Divorced
Female,18.202857073207518,26.835360166900955,8171.094265945107,7,Single
Male,65.90621974155857,67.51754835912834,5799.7528617424405,11,Single
Female,68.98672366282351,53.021762270260126,7270.72597306894,11,Divorced
Male,59.655048635397954,67.60725048721682,5238.219160512129,13,Divorced
Female,90.94016669819936,96.40587767620138,2440.909098115697,11,Single
Male,68.26748506192273,76.64929345484916,6649.600861824463,12,Single
Male,14.716910605703617,19.540864370278708,8161.515712991259,7,Single
Male,84.16311848763654,74.34752404100183,2278.538311255211,12,Single
Male,94.4970977675724,132.90252056500398,2047.789404426333,9,Divorced
Male,8.914675597116485,7.407940963847879,7575.407866912243,5,Married
Female,16.599651686158268,9.592184809150723,7149.98153586849,5,Married
Male,11.476236655436644,4.942624500307305,7435.634486445119,6,Married
Male,96.8271543373721,101.3685173756432,2800.6203843468393,12,Married
Male,82.64982033720021,88.54123197558934,2635.333145932187,12,Single
Male,90.97913683332322,101.83768073724676,2586.8456167769355,11,Divorced
Male,72.1642130525346,70.39750513482437,7019.774578117267,10,Divorced
Male,73.87423794535657,69.58726873177395,6459.4473424820935,12,Married
Male,66.06164695198194,73.32322385646192,5506.799602157779,12,Single
Male,11.431200928432908,-2.7547624907969865,7154.063325616129,7,Divorced
Female,15.67067753399811,16.24017401007521,7670.821844599801,6,Married
Male,4.281031601127388,7.105865121615301,7747.53615591891,6,Divorced
Male,62.203231445412015,61.775929387087565,7078.017741615903,11,Single
Female,87.8592706052629,93.73772342057367,1877.0815141679318,11,Divorced
Female,2.3698598872882783,-6.892247236856086,7545.320622038391,5,Married
Male,81.27605694288741,74.87986276686172,6800.521583459518,12,Divorced
Female,85.35011423124,83.83006691261497,3049.7567629612477,11,Married
Male,88.79174517200607,88.50567703259934,2315.013450209796,11,Single
Male,8.01002196615972,13.661589345986712,7078.60158929236,6,Single
Male,66.57974379838811,51.573363047116146,5872.841308075405,13,Married
Female,73.62282843061274,63.85695554607705,5631.11284057906,13,Single
Male,15.18142070207388,5.786717768412167,7210.484851166577,6,Single
Female,90.6086629623789,96.96848947229219,2625.1610245918973,12,Divorced
Female,74.921146044667,69.2483561128747,5603.5217223407435,14,Married
Female,8.905370857965885,3.803858379643464,7465.6198703920145,5,Married
Male,83.08978157575669,95.25342513421353,1877.3777954873935,10,Single
Female,73.25897672817499,77.41326288414761,6599.731080907757,12,Divorced
Female,88.07237729574618,75.44031271556027,2719.9514379333946,12,Divorced
Male,88.93394097791705,98.73379166001178,2556.4519037337004,11,Married
Female,11.327404215290336,10.071748740842876,7074.436408889648,5,Single
Male,74.0628595532485,80.96452243780574,5795.563232032239,12,Married
Female,60.96940681693097,39.832790431481314,5147.708678549436,13,Single
Male,77.63840227853592,71.9406124053709,6888.930507278288,11,Divorced
Male,86.77666218235282,103.21752324294727,2302.0563609181013,12,Single
Female,72.2753868456943,79.9527280751226,6102.540990169736,11,Married
Female,74.37631165840173,88.28376584317486,6107.879492255245,10,Single
Male,87.31559255365033,92.36812962578892,2113.3280679335858,11,Single
Female,77.58061227421067,76.35450593713098,6775.370912080407,11,Single
Male,11.183655542652204,1.5241000138612009,7375.155243217474,6,Divorced
Male,91.25553625970983,108.33370998522906,2219.9137381025926,12,Single
Male,77.28358854695827,83.76888632589008,6678.214423572987,11,Married
Male,88.2055497339605,82.52225050998251,2640.471609698629,11,Single
Male,12.306491598037603,12.111400220290825,7463.564188940812,6,Single
Male,74.53618026680338,80.7795306866968,6415.456780680022,12,Married
Male,8.349249426512365,-3.192557607903769,7885.927033800979,6,Married
Male,59.72715894141784,59.242085773007446,5870.482725615918,13,Married
Female,63.66432017979659,56.32102950083673,5587.234790875284,12,Single
Female,78.05405159122378,61.05588715088879,4706.3505637926855,13,Divorced
Male,73.13276123951647,78.3315122119847,5880.6761565790175,13,Single
Female,90.97444337987753,89.16215408390795,2075.819771460506,10,Single
Female,70.32272966292928,68.37551563124534,5798.117758758373,13,Single
Female,10.60602889786341,12.023854362105823,7811.140419293782,6,Divorced
Female,93.75104883033036,92.46717884845839,2591.412986474068,11,Single
Male,90.14478154111274,78.60075137726952,2886.1263928800645,12,Divorced
Female,71.07707094013642,87.5300768380923,6327.748334520578,12,Divorced
Female,9.7285261939032,2.1087341428175,7052.201848922668,7,Married
Female,87.41565806321772,81.98813073799691,2597.6233296655328,11,Married
Male,3.154121260907324,12.39372884151946,7092.838014684077,6,Single
Female,70.26606312566405,69.40356509879217,6771.588019488105,11,Married
Male,69.11958376354579,48.68357119764015,5308.130321851457,11,Married
Male,84.32343222458266,90.20815795514852,2357.905375939175,12,Divorced
Male,11.367746078561254,21.03413948570214,8096.716287260724,5,Married
Male,67.84395081955354,84.11399672474249,5131.44936617116,13,Divorced
Male,83.19906546079412,78.77228026564805,2051.2498988380453,10,Divorced
Female,6.3834595204458395,-18.912107187859363,7889.665047873939,6,Divorced
Male,87.94112689916312,84.81018136550948,1890.5082861598685,10,Single
Male,90.80659183806938,96.54117394116885,2691.113872154884,12,Single
Male,72.40212455596976,65.9598303375326,6390.8815625644165,13,Divorced
Female,82.88973589662078,86.37844276965001,2272.610300395158,11,Divorced
Male,85.53110041513831,79.34149004617944,2308.3005289696803,11,Divorced
