Renew,Brand Loyalty,Marital Status,City,Education Level,Age,Gender,Monthly Income,Months after becoming member,Location Code,Active online hours
Yes,0.21656891227728406,Married,Manchester,High School,56.0,M,4590.346512592729,24.0,Urban,5.0543971510358645
Yes,0.08202818728808442,Single,London,High School,49.0,M,5442.4339057422385,53.0,Urban,5.939646293288618
Yes,0.02036992260452869,Single,London,College,50.0,M,5856.9460236067935,78.0,Rural,5.655315750289314
Yes,-0.36852455663734196,Divorced,Manchester,High School,34.0,M,5312.424791646903,65.0,Urban,4.832651911160595
No,0.31537778127211746,Divorced,New Castle,High School,55.0,M,3699.8266042265277,69.0,Rural,6.163664749494794
Yes,0.1262034561735526,Divorced,New Castle,Graduate School,44.0,M,5298.308148146288,54.0,Suburban,5.251875382334786
Yes,0.11323831592328293,Divorced,Manchester,Graduate School,42.0,F,6672.225482226409,52.0,Urban,7.489905829329092
Yes,0.7907643674655911,Divorced,New Castle,High School,46.0,M,6916.053981640841,46.0,Suburban,5.69978325126618
Yes,-0.09066064262919749,Divorced,Manchester,High School,60.0,M,7118.727024578208,46.0,Urban,7.378093138388673
Yes,-0.071414684962252,Divorced,London,High School,45.0,F,6152.831420513103,63.0,Suburban,6.309033834701762
No,0.2306122981876077,Married,London,College,50.0,F,4784.915951178158,39.0,Urban,6.91124922762209
Yes,0.14261009022071525,Divorced,Manchester,Graduate School,27.0,F,6686.372439660229,38.0,Urban,7.961022151902625
Yes,-0.022141114816999263,Single,New Castle,Graduate School,47.0,M,5417.994745679868,62.0,Urban,5.5544478035333755
Yes,-0.34991427573001355,Divorced,Manchester,High School,26.0,F,4851.347945662895,60.0,Suburban,
No,-0.07111132533811881,Single,New Castle,,37.0,M,5038.65942289124,108.0,Rural,7.096616319534502
No,-0.24616039661697908,Married,New Castle,High School,46.0,F,5382.245019007474,52.0,,5.368312958640998
Yes,-0.04840366930104234,Single,Manchester,College,41.0,M,6296.5456949862155,51.0,Urban,5.7098621215987295
No,-0.2545098494756337,Married,London,High School,46.0,F,4886.295503578308,64.0,Rural,6.33674733928377
Yes,-0.3317188536071406,Divorced,New Castle,High School,33.0,M,6133.484320673813,67.0,Urban,8.215414000581486
No,-0.051798059716539446,Single,London,College,34.0,F,4797.523170622238,62.0,Rural,7.908507544510061
No,-0.21342812370529274,Married,New Castle,College,52.0,M,6441.489965995973,,Rural,6.076123792948201
No,0.3867950499698488,Married,New Castle,Graduate School,48.0,M,5301.253827707587,46.0,Rural,7.249154810597295
Yes,-0.8211723986355155,Divorced,Manchester,Graduate School,43.0,F,4855.960442635726,67.0,Urban,8.134485700236931
Yes,0.1501512100482763,Married,London,College,41.0,M,,70.0,Urban,5.185021897700502
No,0.9981445176595499,Married,,College,51.0,M,4167.773567750942,78.0,Suburban,7.798799965121743
No,0.4891660589470259,Single,London,High School,50.0,M,4121.847573327372,26.0,Rural,5.130894464738202
Yes,0.49267788773459587,Married,New Castle,High School,43.0,F,5315.116441972393,58.0,Rural,5.265774877894408
No,0.08676872715671813,Married,London,High School,57.0,M,5116.690220242384,67.0,Rural,7.64190604160361
Yes,0.4844090336255247,Divorced,New Castle,College,53.0,F,,81.0,Urban,4.627444470749323
Yes,0.01944527347572872,Single,Manchester,High School,56.0,F,5556.899139914251,73.0,Suburban,6.202487407523396
Yes,1.2232268509931798,Divorced,London,High School,40.0,M,5958.041375830253,7.0,Urban,5.0199830752996535
Yes,-0.10678750410042592,Married,Manchester,Graduate School,42.0,,4820.310866923149,62.0,Suburban,5.778127441776258
Yes,0.4647822968362251,Divorced,New Castle,High School,43.0,F,6267.218475233993,69.0,Urban,5.495972826614276
Yes,-0.14805485926925932,Divorced,London,Graduate School,47.0,F,5656.417948008171,33.0,Urban,7.494782794587767
Yes,-0.1585265230195172,Married,New Castle,Graduate School,59.0,F,7004.8883341151195,56.0,Suburban,6.0967028297748875
No,0.19069577101540466,Divorced,London,College,34.0,M,5312.146176236553,49.0,Rural,5.378076018809147
Yes,-0.02585786765218051,Divorced,Manchester,Graduate School,39.0,F,6113.443423715158,55.0,Rural,5.907790298411289
No,0.17427343734973874,Married,Manchester,High School,55.0,,6438.229603279602,44.0,,7.753466679974746
No,-0.1209714580060185,Married,Manchester,College,53.0,M,5287.41707833692,85.0,Rural,5.277371355072237
Yes,0.4566782666216639,Divorced,,College,44.0,M,7062.706239547913,65.0,Urban,5.66278707041251
Yes,0.03865927620546672,Divorced,Manchester,College,47.0,F,7225.454204353495,24.0,Suburban,8.435262243583827
Yes,0.046445930289005455,Married,London,College,31.0,F,5457.546341527039,73.0,Urban,5.475968803304159
Yes,-0.15924088250287427,Divorced,Manchester,High School,55.0,F,6223.30207557452,17.0,Urban,6.955836041967511
Yes,0.7303520160985704,Married,Manchester,College,49.0,M,6226.2703448265565,99.0,Urban,3.5951917590787588
Yes,-0.033107009333032844,Married,New Castle,High School,49.0,F,3639.511648240684,63.0,Suburban,4.960804652344124
Yes,0.5484144992050434,Married,New Castle,College,46.0,F,5291.908836677526,,Urban,3.337157311504546
Yes,-0.04251823952533945,Divorced,New Castle,High School,47.0,M,5380.055753665799,31.0,Urban,7.194160948520597
Yes,1.2044639013923935,Single,London,High School,62.0,M,5665.602826742685,11.0,Urban,4.313614182189003
No,-0.26593690835701134,Single,Manchester,High School,51.0,F,6574.655874226624,70.0,Rural,6.357581917203225
Yes,0.7751865694021087,Divorced,New Castle,Graduate School,56.0,F,,60.0,Suburban,
No,,Married,London,High School,32.0,M,5882.5259378167975,62.0,Rural,7.721185812596952
Yes,0.7234656880661348,Single,London,College,56.0,F,6509.904595184246,50.0,Suburban,4.916284986914917
Yes,-0.9154369320159108,Single,New Castle,College,55.0,M,5610.152123032088,81.0,Rural,8.939531945920884
No,0.029012514076417584,Divorced,New Castle,College,54.0,M,4628.54583746843,75.0,Rural,
No,-0.0006381740173079242,Married,New Castle,Graduate School,48.0,M,6136.691879675036,62.0,Rural,6.17831170314414
Yes,-0.09671962820452096,Single,London,College,43.0,M,6941.267941525146,57.0,Suburban,8.174160682683763
Yes,0.34051394016694886,Divorced,Manchester,High School,46.0,F,6420.376576873969,32.0,Urban,6.992141207092891
Yes,-0.10718672512988359,Divorced,New Castle,Graduate School,51.0,F,5562.247074831824,97.0,Suburban,6.327438017459283
No,0.3486608436629154,Married,Manchester,High School,43.0,F,4811.526345944308,66.0,Urban,3.6387073702319603
Yes,1.0685604043636836,Married,Manchester,High School,31.0,M,6980.591519139939,41.0,Suburban,6.707612806579467
No,-0.17707229468003416,Married,London,College,45.0,M,6060.26554948822,38.0,Rural,7.478851268660529
Yes,0.4054170381741792,Divorced,New Castle,Graduate School,44.0,F,5953.808533291027,67.0,Suburban,8.100327357024673
Yes,0.49688658766863836,Divorced,Manchester,High School,35.0,F,6278.575266136482,101.0,Urban,5.620774065969744
No,0.3526160750392419,Married,New Castle,College,58.0,M,4401.966392776127,37.0,Suburban,5.0811148269745505
Yes,-0.1725128937857423,Divorced,New Castle,College,48.0,M,5440.955864334514,53.0,Urban,6.16457225592002
Yes,-0.5109662115378416,Divorced,London,College,46.0,M,4841.81073445513,38.0,Urban,6.466012738474325
Yes,0.33694856500185394,,Manchester,Graduate School,47.0,F,7150.059785576664,52.0,Urban,6.523652764700968
No,0.7240744698923883,Married,New Castle,High School,47.0,F,4686.5141830910015,32.0,Rural,7.468688147563736
No,-0.29797570584510746,Divorced,Manchester,College,63.0,F,5717.06155389977,58.0,Urban,4.426571882330368
No,0.2205511810029066,Married,Manchester,High School,41.0,F,5756.412340449611,52.0,Rural,7.482842410049507
Yes,-0.34186372048086455,Divorced,New Castle,College,43.0,F,7120.546738154274,43.0,Urban,6.866841737774807
Yes,0.5392366954933177,Single,London,High School,47.0,F,6182.45082931292,50.0,Suburban,4.256934380062203
No,0.5516292982169391,Married,Manchester,Graduate School,57.0,M,4610.90760908263,91.0,Suburban,5.674424605792841
Yes,0.19289329668990554,Single,London,High School,49.0,F,6037.236164728336,72.0,Urban,6.8012177939540654
No,0.3761578074537647,Married,New Castle,College,48.0,M,4363.509129189238,65.0,Rural,6.465957633985983
No,0.4470644327526988,Divorced,London,Graduate School,58.0,M,5215.842831522694,49.0,Rural,6.751341008546463
Yes,0.6957080886981599,Divorced,Manchester,High School,59.0,F,6174.413838788871,104.0,Urban,5.191245937192015
No,0.056766157332709954,Married,Manchester,College,56.0,,5324.458316244933,67.0,Rural,7.376695334823317
Yes,0.47706295570133295,Divorced,,College,36.0,F,6163.4229409038,77.0,Suburban,6.0247992336873555
No,0.29418674538554074,Married,London,College,53.0,F,6034.638379427399,78.0,Suburban,5.927237862028892
Yes,-0.41230107927708326,Single,London,Graduate School,51.0,M,5521.2692665008035,52.0,Suburban,6.394571633357721
No,-0.20564550724427166,Married,Manchester,High School,40.0,F,5219.817072272317,43.0,Rural,6.7250731591399076
Yes,0.13787814840350066,Divorced,Manchester,High School,52.0,F,7747.6594504871355,46.0,Urban,8.379269375995992
Yes,-0.12084211236815856,Married,New Castle,Graduate School,48.0,F,5254.634292538529,,Suburban,5.9494972322202235
Yes,-0.20428242098894778,Divorced,Manchester,Graduate School,59.0,M,5646.115799559317,69.0,Suburban,5.6397320364638235
No,0.33293702855732155,Divorced,Manchester,Graduate School,36.0,M,4901.68552419056,72.0,Rural,8.067602742841922
No,0.08174493995040677,Married,New Castle,,50.0,M,3791.964892878517,48.0,Suburban,4.406980173338946
Yes,-0.0946723219313702,Single,London,High School,48.0,M,7878.1602761387,79.0,Suburban,9.747377855436692
No,0.058519973664983405,Married,London,High School,52.0,F,5240.238965285444,52.0,Suburban,5.949956134548154
No,0.2960647710210077,Married,London,Graduate School,38.0,F,5106.1114962464735,48.0,Suburban,5.648823936738156
No,0.26303201853790487,Married,New Castle,Graduate School,65.0,F,4496.782083628446,26.0,Rural,4.878903388080791
No,0.16100291921046916,Divorced,Manchester,High School,42.0,F,5227.656870740319,46.0,Rural,4.948639402822844
Yes,0.2267367624883995,Married,London,High School,52.0,F,5534.082852169195,67.0,Suburban,5.904271752958187
Yes,0.20413040575260258,Married,Manchester,Graduate School,43.0,M,5193.093045457035,24.0,Suburban,3.9315108047756464
No,-0.1894825637305233,Married,Manchester,Graduate School,37.0,M,4869.291713953254,71.0,Rural,2.064139549496465
Yes,0.5209712210911992,Single,,Graduate School,56.0,F,6484.426419196372,62.0,Suburban,4.432767764508489
Yes,0.4360459326860379,Single,London,Graduate School,39.0,F,6079.37993239803,91.0,Urban,5.8016871853929555
No,0.42297895901532745,Married,London,Graduate School,43.0,F,5963.366654027893,39.0,Rural,7.437648124089889
Yes,0.10018382591647412,Single,Manchester,High School,54.0,F,5913.864841912196,58.0,Suburban,8.659521034381498
Yes,0.7374290961131316,Single,London,High School,40.0,M,6313.928354547185,,Suburban,5.7005778875505735
Yes,0.5276792090253558,Married,Manchester,College,49.0,F,6690.806633242557,,Suburban,5.545344250783565
No,0.2557477844547337,Married,New Castle,Graduate School,38.0,F,5214.584563494212,69.0,Suburban,4.138167321177436
Yes,0.17294217141999602,Divorced,New Castle,High School,42.0,F,5755.628326125151,35.0,Urban,6.066397415576051
,0.10149985837125647,Single,London,High School,42.0,F,5878.342766215397,75.0,Rural,6.739317569968728
Yes,0.46517503367119395,Divorced,Manchester,Graduate School,29.0,M,5973.866656373593,92.0,Suburban,4.447470099109292
No,0.8135966300177668,Married,Manchester,High School,42.0,F,3142.697654985264,77.0,Suburban,6.461315217853711
No,0.5714631926570416,Single,Manchester,High School,,M,4109.181373143774,69.0,Rural,4.503961691926582
Yes,0.2532828240357111,Divorced,Manchester,College,50.0,M,6212.128067638101,84.0,Suburban,7.450844706000418
Yes,0.24990846749573586,Married,New Castle,Graduate School,55.0,F,5563.372290747439,33.0,Rural,3.137922949575425
No,-0.02549587767265382,Married,Manchester,High School,47.0,F,5235.343065209248,51.0,Suburban,7.944119859313982
No,-0.4824145355059216,Married,London,High School,50.0,F,5800.831458345461,91.0,Urban,5.370396873613636
Yes,-0.12129429620523502,Single,New Castle,High School,42.0,M,6070.338154703482,76.0,Urban,5.731579956531867
Yes,0.2775181052336094,Single,New Castle,College,48.0,M,6736.683081899089,47.0,Suburban,5.7757610470414305
No,0.46362618476967304,Single,New Castle,College,47.0,F,3087.149561582077,96.0,Rural,1.850712397958163
No,0.25989823971830756,Divorced,Manchester,High School,50.0,M,4842.966599160286,90.0,Urban,4.096647176394194
No,-0.875924270287993,Married,London,College,45.0,M,6529.868031920405,69.0,Suburban,6.655230696382052
Yes,0.8527235044339199,Single,London,Graduate School,67.0,F,6129.822051418629,72.0,Urban,5.513645066085909
No,-0.0018895292472825842,Divorced,New Castle,College,61.0,F,4831.972168350398,64.0,Suburban,6.327461846156609
Yes,-0.11261969911625447,Single,Manchester,College,50.0,M,5299.9531566711485,46.0,Urban,5.922530706753978
No,-0.22119398636186594,Divorced,London,High School,56.0,M,6420.772312258363,66.0,Urban,8.018811964072878
No,0.5784716583670375,Married,London,College,49.0,F,5544.420790325729,65.0,Rural,6.013522518789563
Yes,0.02745574093075326,Single,London,High School,40.0,M,5572.437316180246,90.0,Urban,4.913491537349046
Yes,-0.051990177110853075,Divorced,Manchester,College,56.0,M,5347.546358284659,72.0,Urban,5.136326793887747
No,0.311887317930886,Married,Manchester,Graduate School,48.0,F,4528.765599902264,96.0,Rural,7.606407846635538
No,-0.11609058285024199,Divorced,New Castle,Graduate School,38.0,F,4316.864409318741,98.0,Rural,7.918407908885699
,0.38872436722247483,Divorced,London,Graduate School,41.0,F,4899.019579149435,60.0,Suburban,4.6067887195736095
No,-0.1194125539346148,Married,Manchester,,43.0,F,5758.917196346468,43.0,Suburban,4.140160877239701
Yes,0.12998582823936594,Single,London,Graduate School,53.0,F,6470.602075983809,60.0,Urban,7.788487156370665
Yes,-0.10885939101158881,Single,Manchester,Graduate School,42.0,,5615.435520827366,48.0,Suburban,5.474101091701499
No,-0.0537377867240853,Married,New Castle,College,64.0,F,4864.15622985574,46.0,Rural,5.288507831806805
Yes,1.0221135877603498,Divorced,London,Graduate School,42.0,F,6582.360582549262,39.0,Urban,7.106608376841982
Yes,0.7939732839384122,Divorced,London,College,59.0,M,6255.3239555354585,48.0,Urban,4.660262575736375
Yes,0.20425745076867674,Single,New Castle,High School,42.0,M,6106.158602246784,71.0,Urban,6.6508535097992
Yes,-0.2410778581771409,Single,Manchester,High School,49.0,F,5273.582726301146,59.0,Rural,5.170601171833934
No,0.5511753735834855,Married,London,High School,53.0,M,4541.828821654282,41.0,Urban,7.32802679159893
No,-0.08298513128237711,Divorced,New Castle,College,36.0,F,5125.518053869704,41.0,Rural,6.5873773510777855
Yes,-0.639471208047816,Divorced,Manchester,High School,53.0,F,6006.423308531802,47.0,Suburban,5.684293596476784
No,0.19380423043202658,Divorced,London,College,46.0,F,5469.4489509505365,71.0,Rural,6.833891540412145
Yes,-0.25289329860858156,Divorced,Manchester,College,59.0,M,6095.254599204429,28.0,Suburban,6.11393421419997
Yes,0.2224941672726032,Single,Manchester,High School,37.0,M,6854.145777599868,55.0,Urban,5.612417998899774
Yes,1.2369635546471744,Divorced,New Castle,College,60.0,F,5210.228334059934,71.0,Urban,3.618540388090465
Yes,,Married,London,Graduate School,39.0,F,5733.073908969007,84.0,Urban,3.8627628889482692
No,0.1847986649017044,,New Castle,Graduate School,46.0,M,5130.960429890929,41.0,Suburban,6.575763918311737
No,0.37001732647558694,Married,London,High School,55.0,M,5704.487037979568,20.0,Suburban,8.920696549662631
Yes,-0.2558523603669277,Single,New Castle,Graduate School,57.0,M,5108.499721605703,69.0,Urban,4.484421715807985
Yes,0.06952665446965378,Divorced,Manchester,Graduate School,48.0,F,5949.854472610862,60.0,Suburban,6.8762440373468
No,-0.7355831432129831,Divorced,New Castle,College,46.0,F,6608.2672344759885,87.0,Suburban,6.389067513171589
Yes,-0.18420582073364078,Single,New Castle,College,43.0,M,6288.219898425692,54.0,Urban,6.877800388656531
No,0.06730018155277995,Married,New Castle,Graduate School,40.0,M,5000.106867042982,52.0,Rural,4.333991136122495
No,-0.16497343818711385,Married,New Castle,Graduate School,39.0,M,4103.120322566931,74.0,Suburban,5.445196463285951
Yes,0.1706983064054081,,New Castle,Graduate School,34.0,F,5660.346983472639,40.0,Suburban,5.411029538382872
Yes,-0.3242101094106845,Married,Manchester,College,49.0,F,5570.108905214016,39.0,Urban,4.311481290693822
Yes,-0.3336432835926779,Divorced,New Castle,Graduate School,65.0,F,5816.773208487682,44.0,Suburban,6.995491008849764
Yes,0.22206675242916415,Married,New Castle,Graduate School,47.0,F,5368.440799500809,46.0,Urban,5.784174790433996
No,0.16192268260551385,Divorced,London,High School,56.0,M,6194.551051980931,93.0,Suburban,5.819192298304971
Yes,-0.16025789559333925,Divorced,New Castle,College,41.0,F,6369.233661772845,61.0,Urban,6.231297605059418
No,-0.27092650588980227,Divorced,Manchester,High School,59.0,F,5881.251936562736,42.0,Rural,3.7870461486122977
,0.27725082061912487,Divorced,New Castle,College,40.0,M,5801.198632979644,74.0,Suburban,6.268992523596722
Yes,-0.45510199183505284,Single,New Castle,Graduate School,30.0,M,5826.025874066467,83.0,Urban,6.351096742953212
Yes,-0.387963515467755,Single,New Castle,High School,50.0,F,6245.697221202985,60.0,Urban,8.532182120012415
Yes,-0.031777166325903605,Single,Manchester,High School,47.0,F,6028.453598800772,64.0,Suburban,6.110387103044967
Yes,-0.4654694863111003,Single,Manchester,Graduate School,42.0,F,5802.372927916068,63.0,Urban,6.036208921933336
Yes,0.11338595922928868,Married,New Castle,College,48.0,F,4692.631861951877,21.0,Urban,4.7638742465984
No,0.5018500663710399,Married,New Castle,Graduate School,,F,,88.0,Rural,6.478484426095715
Yes,-0.22671373376699333,Single,New Castle,Graduate School,44.0,F,5708.717870655824,61.0,Suburban,6.847704888139109
Yes,0.9011916459010092,Single,London,High School,54.0,F,5940.645603699066,57.0,Urban,3.12449831938568
No,-0.13877112316376672,Divorced,London,College,36.0,M,6269.773533020658,68.0,Rural,5.13078639626037
Yes,-0.0638178799997618,Divorced,New Castle,High School,46.0,F,6547.4855180964205,65.0,Suburban,5.537544027909256
Yes,-0.39911080056103454,Divorced,New Castle,College,62.0,F,5198.207252391428,46.0,Urban,7.241638774937771
No,-0.5180036347788086,Married,London,College,49.0,F,4181.935680894143,69.0,Suburban,5.777541208940476
No,0.7578879912868456,Divorced,London,High School,51.0,M,4564.498091856715,67.0,Rural,4.779198995042373
,0.06854495971704938,Divorced,London,High School,32.0,M,5723.281777250815,73.0,Suburban,6.405561535499262
Yes,0.14920376302981353,Divorced,London,,61.0,M,7415.30212038812,107.0,Urban,6.990154244239847
Yes,0.35196320406207604,Divorced,London,Graduate School,47.0,F,5927.393978757817,49.0,Urban,4.875467633206817
Yes,-0.6511078578663909,Divorced,Manchester,High School,43.0,M,5297.136216718412,39.0,Urban,5.802203088053596
Yes,-0.31644907245142506,Divorced,Manchester,High School,43.0,M,4172.265540706659,55.0,Suburban,4.317921900444875
Yes,0.05389729140621863,Single,Manchester,High School,65.0,F,7152.571192705562,42.0,Urban,7.003229884758086
Yes,0.6048737807875774,Married,New Castle,High School,45.0,F,8209.411802537848,83.0,Urban,
Yes,0.20643622864754335,Single,Manchester,High School,45.0,F,5648.295965910804,102.0,,5.359464477283236
Yes,-0.050807639688428496,Single,London,Graduate School,48.0,F,5568.757100621364,82.0,,6.91726457044469
Yes,-0.2632446164461073,Divorced,Manchester,College,37.0,M,5976.024157691297,45.0,Suburban,7.07872552595002
No,-0.05083204970485017,Married,Manchester,College,30.0,F,6273.672542241354,73.0,Urban,7.461502530546694
Yes,0.703927855204769,Single,New Castle,College,54.0,M,6221.307887528964,68.0,Urban,5.549360476560274
No,0.5377943739457641,Divorced,Manchester,College,56.0,M,4904.058110498452,39.0,Rural,6.015307157376653
Yes,0.052662417465138944,Married,London,College,48.0,M,6637.506920744584,58.0,Rural,5.638363981441685
Yes,0.960024038771876,Single,Manchester,Graduate School,47.0,F,6774.987619853438,68.0,Rural,4.54560272899948
No,0.008832358887485736,Divorced,New Castle,High School,45.0,M,4544.097001347429,84.0,Rural,1.0280838150291318
No,0.48198418668434895,Married,Manchester,Graduate School,44.0,M,4429.830320575943,44.0,Suburban,4.203037662362807
Yes,-0.294345574142687,Single,New Castle,College,46.0,F,5086.18769280153,59.0,Urban,5.297309997202525
Yes,0.09155390806422575,Single,Manchester,High School,57.0,M,4245.738976365227,64.0,Urban,4.153614169845355
Yes,0.29224102750090086,Divorced,London,College,51.0,F,6100.423658764957,66.0,Urban,5.80149915405602
No,-0.47505808827266627,Divorced,New Castle,College,60.0,M,6394.558209102644,50.0,Urban,6.0499349529590924
Yes,-0.11286945420078565,Married,London,College,46.0,F,5894.794080593075,73.0,Urban,7.885177592920899
Yes,,Single,New Castle,College,43.0,F,5647.33480772988,47.0,Suburban,2.615541703140776
No,0.022265560678211005,Single,London,Graduate School,44.0,F,5440.001028602722,62.0,Rural,5.545276338778933
No,0.033097338255986264,Single,London,College,31.0,M,3785.6185096702993,52.0,Rural,5.093986138479249
Yes,0.015361493690241423,Single,Manchester,High School,37.0,M,5046.496599293281,73.0,Suburban,3.6062214896840024
No,-0.10202802268794786,Single,Manchester,College,38.0,F,5129.57007625853,64.0,Rural,5.9031329214269865
Yes,0.6102997278123065,Divorced,London,High School,37.0,M,5927.519861111654,57.0,Urban,6.163795716717098
No,-0.22679717252692844,Married,London,High School,43.0,F,5342.673961326563,71.0,Rural,6.575311870486318
No,0.6094738571444633,Married,New Castle,College,36.0,M,5093.958983023936,11.0,Suburban,5.362333467808499
No,0.10383489574252597,Single,New Castle,College,43.0,F,5204.595291829964,58.0,Rural,8.231823871571802
No,0.18186040796383826,Married,New Castle,Graduate School,30.0,M,5591.931051815263,76.0,Suburban,4.180008967053315
Yes,-0.2942426730282547,Divorced,Manchester,High School,40.0,F,5310.410110356486,77.0,Suburban,5.293467653567306
Yes,0.5371660910457904,Divorced,Manchester,Graduate School,58.0,M,6564.481967494785,79.0,Urban,7.306939594584288
No,0.6085070962270567,Married,London,Graduate School,54.0,F,4470.183106476052,88.0,Suburban,6.381744409771493
Yes,0.8890452716916335,Single,London,College,50.0,M,7626.4862295699295,52.0,Urban,5.877901671635749
Yes,-0.34209556270008035,Divorced,Manchester,High School,40.0,F,5425.606693299182,84.0,,6.584543212388687
Yes,-0.5242362446373381,Single,New Castle,High School,61.0,F,5574.115184989082,71.0,Suburban,4.278546872366908
No,0.11717500968582228,Married,London,College,47.0,M,4413.961700963814,32.0,Rural,5.035871721111619
No,-0.5792861593665044,Married,New Castle,High School,56.0,F,5427.412946890199,60.0,Rural,7.545294088875313
Yes,-0.09078033201259117,Single,London,High School,50.0,M,5671.9914928079015,46.0,Urban,6.652034806278926
Yes,0.9868341367842259,Single,Manchester,High School,44.0,F,5970.587832859466,63.0,Suburban,4.312070314599865
Yes,-0.23853085718670042,Single,London,Graduate School,36.0,M,4762.513783062451,45.0,Urban,4.575987005619338
No,0.5823924502650308,Single,London,Graduate School,39.0,F,3859.482276254118,65.0,Rural,3.6341828644845298
Yes,-0.7144918564873519,Divorced,New Castle,High School,63.0,F,4527.624211580656,81.0,Suburban,6.011332529649864
No,0.7654754283000522,Married,New Castle,Graduate School,43.0,F,3486.4058142475,41.0,Rural,4.510854243358977
Yes,0.522051380444626,Divorced,New Castle,Graduate School,43.0,F,7075.2070565581425,61.0,Suburban,5.889291213760845
Yes,0.6471141828129828,Single,London,Graduate School,33.0,M,5865.317858530716,64.0,Urban,5.876312325545644
No,-0.5071177735903333,Married,New Castle,College,55.0,M,5960.186920413311,55.0,Rural,7.493691429960844
No,0.9716081138624914,Divorced,London,College,51.0,F,4737.664869424016,34.0,Rural,5.135429414503763
Yes,0.8206880984441498,Single,London,College,37.0,F,7356.308935049047,23.0,Urban,5.564251586656487
No,0.17637229146194622,Married,New Castle,High School,42.0,F,5937.852858606583,68.0,Suburban,7.514022454402886
No,-0.5450282942491865,Single,New Castle,High School,43.0,F,6398.382374919768,61.0,Rural,6.425007526095368
No,0.4259849500251413,Married,,High School,54.0,M,5520.500088549905,57.0,Rural,6.168582697172541
No,-0.3476458235249097,Married,London,College,55.0,M,5565.71267581158,73.0,Rural,6.497575554941129
Yes,0.3442729418277095,Single,Manchester,,61.0,F,6120.056776530937,59.0,Suburban,6.605910236818914
Yes,-0.04457125048301469,Single,New Castle,High School,35.0,,5818.2530452177325,58.0,Suburban,6.818344690664292
Yes,0.2608776218373843,Divorced,London,Graduate School,57.0,F,6197.901184571546,62.0,Urban,5.35069889147599
No,0.5488655230088433,Single,London,Graduate School,53.0,M,5207.022629226607,48.0,Suburban,7.014193524320149
No,0.34685057928201873,Divorced,New Castle,College,51.0,,5300.583542708958,69.0,Suburban,8.75533379432953
No,0.702119729453303,Single,London,High School,47.0,F,5246.442323624452,52.0,Suburban,7.0323906974659645
No,0.3246486066808012,Married,Manchester,College,41.0,M,4692.802981066996,76.0,Rural,5.656570560511252
Yes,-0.7410036000369151,Divorced,Manchester,High School,29.0,F,4883.397959353807,74.0,Urban,8.394039481552975
Yes,0.5276081612926257,Divorced,New Castle,College,47.0,M,5937.828286508464,83.0,Urban,4.834342656051804
No,0.5324375846177687,Single,New Castle,High School,37.0,F,5493.771720334332,35.0,Rural,9.282878426407969
No,-0.9024124048853763,Married,Manchester,High School,50.0,M,6567.01528191642,72.0,Rural,5.6468203832972375
Yes,0.43810923490448234,Divorced,New Castle,High School,38.0,F,6127.383445662886,78.0,Urban,6.369638446043501
Yes,-0.22353133970515382,Single,New Castle,College,47.0,F,4756.7729264536165,64.0,Urban,4.514672444741564
Yes,0.22340121826455644,Single,London,High School,59.0,F,3649.3025712886665,17.0,Urban,3.9241506987973236
Yes,0.33078374365405877,Married,Manchester,College,74.0,F,6198.135838795304,73.0,Suburban,5.1815783240357165
No,,Married,London,Graduate School,68.0,M,5825.144416320223,109.0,Urban,7.590990202296037
Yes,0.7793528224818103,Divorced,Manchester,College,61.0,M,5546.410683605459,56.0,Urban,3.797272355001645
Yes,0.011973013868878946,Single,New Castle,College,55.0,F,4252.41510808709,60.0,,5.3332450226224895
No,0.6732378867713587,Married,Manchester,High School,32.0,F,4546.439219456847,95.0,Rural,7.336589811419304
No,-0.5467310736065079,Married,Manchester,Graduate School,46.0,M,4552.553418129066,65.0,Suburban,5.396629213317206
No,0.5646862532246318,Married,New Castle,High School,54.0,F,5584.676637508171,44.0,Rural,6.725988006806866
Yes,0.015134194078282703,Divorced,London,College,31.0,F,5737.186653626791,66.0,Urban,4.122270104416083
No,0.06428168532409373,Married,,High School,57.0,M,6800.54670698549,66.0,Suburban,7.545100623190741
Yes,0.35872640972270364,,London,High School,50.0,M,7414.229472404912,56.0,Suburban,5.134983138354374
Yes,0.19513254621566645,Divorced,London,College,47.0,M,6164.2209954212585,67.0,Urban,7.7395329958297
Yes,0.09532708495111769,Single,New Castle,College,40.0,F,5230.115051400671,66.0,Urban,7.372485076459549
No,0.49792680106088977,Married,London,College,36.0,M,3771.3417363277968,62.0,Rural,7.178044099708926
Yes,0.24813976888022182,Single,New Castle,High School,44.0,F,6394.578823769575,50.0,Urban,6.249189195220406
Yes,-0.4316904403452486,Divorced,New Castle,,54.0,F,,47.0,Urban,7.3455522128825415
No,0.7086754893796122,Single,London,College,57.0,M,4447.635870589841,50.0,Rural,8.15260641608621
Yes,0.0011489864667337812,Single,Manchester,Graduate School,40.0,M,6057.208407823208,66.0,Suburban,6.44682819423231
Yes,0.04595152255884888,Divorced,London,Graduate School,44.0,F,7315.586224965355,39.0,Urban,5.332461529023731
No,-0.21645438564001152,Divorced,New Castle,High School,39.0,F,4811.024819827588,60.0,Rural,6.515093198786821
No,0.2582520950798748,Married,Manchester,College,46.0,M,5244.942799687436,82.0,Rural,4.832144580883773
