Annual Income,Hours Online,Sex,Months with Company,Renew,Age,City,Brand Loyalty,Location Code,Education Level,Marital Status
42989.9468612351,5.245965138730379,M,32.0,No,40.0,Khon Kaen,-0.9091214519438509,Rural,College,Divorced
50936.66961249057,4.894636291464025,M,51.0,Yes,56.0,Khon Kaen,0.009145262225327619,Rural,Graduate School,Divorced
48215.25035057735,5.62274524189406,M,61.0,No,57.0,Udon,0.2903720651245607,Urban,Graduate School,Married
66060.6046799217,3.529118756542506,F,29.0,Yes,41.0,Udon,0.38929531803294165,Urban,Graduate School,Single
60168.87052589278,4.21652147930477,F,47.0,Yes,46.0,Khon Kaen,-1.222957061772901,Suburban,High School,Divorced
77831.3618314699,2.912731409330223,M,26.0,Yes,51.0,Mahasarakam,-0.38324010868250635,Suburban,High School,Single
57818.01194731113,5.2894559994952015,F,77.0,No,38.0,Udon,-0.34351832890393585,Rural,Graduate School,Single
48198.01105368643,7.1010190208226565,F,36.0,No,48.0,Udon,-0.09792133411777254,Rural,High School,Married
53756.39003125033,5.508766758874214,F,83.0,No,41.0,Udon,0.1764459589271762,Rural,High School,Married
43423.85717800436,3.218811706352375,M,48.0,No,44.0,Khon Kaen,0.35254696971546695,Rural,High School,Single
63070.622623093885,3.18810756912693,F,70.0,Yes,66.0,Udon,-0.04715072249225699,,High School,Divorced
56594.30196698417,3.642064325319759,F,54.0,Yes,47.0,Udon,-0.5731745374279211,Rural,Graduate School,Divorced
60134.49774462679,5.4439680305754115,M,63.0,Yes,56.0,Khon Kaen,0.4426961604348708,Urban,College,Divorced
58673.25372825863,5.110751670072077,M,51.0,Yes,50.0,Mahasarakam,-0.3768225154557326,Urban,College,Single
70555.93485214878,2.5040534735032387,M,36.0,Yes,55.0,Udon,0.24348775811717321,Urban,College,Divorced
66414.80253224779,7.585981231083601,M,37.0,No,33.0,Khon Kaen,0.4799648419150423,Rural,College,Married
63578.56037563435,4.506050492080532,M,47.0,Yes,52.0,Khon Kaen,0.3871741517099796,Rural,High School,Single
46817.1913260305,6.705862437463452,M,73.0,No,50.0,Khon Kaen,-0.30379599732590445,Rural,High School,Divorced
72859.70246197142,5.8670330807941955,F,36.0,Yes,40.0,Khon Kaen,0.8748725120038556,Urban,High School,Single
65788.36092370308,,,93.0,No,60.0,Khon Kaen,0.737888316633528,Suburban,College,Single
58096.588990055825,,F,57.0,No,50.0,Khon Kaen,0.03848578669036866,Rural,College,Divorced
18935.800036120134,3.3077070712617815,M,,No,58.0,Khon Kaen,0.024616113711035947,Suburban,High School,Single
62308.67302874912,5.201145572557742,M,43.0,No,34.0,Mahasarakam,0.729840805939745,Rural,High School,Divorced
67365.94301523287,4.67475977959093,F,32.0,,37.0,Mahasarakam,0.4183365513463402,Rural,High School,Single
64180.60300234499,4.117551396500912,F,41.0,Yes,49.0,Khon Kaen,-0.7634695395472072,Urban,High School,Married
36872.514511758316,5.085084362423968,F,72.0,No,,Mahasarakam,0.16844045102711808,Suburban,College,Married
31814.883528203813,4.263754530893705,F,55.0,No,69.0,Khon Kaen,-0.578468099947642,Suburban,College,Single
49287.493410383366,2.345496893864833,F,70.0,Yes,71.0,Mahasarakam,0.7422645838973405,Urban,High School,Divorced
52422.898388280984,3.782804384252667,F,68.0,Yes,56.0,Khon Kaen,-0.9234217938355511,Suburban,High School,Single
42905.09775135461,5.6694561267179235,M,51.0,No,42.0,Mahasarakam,0.19928686938214396,,Graduate School,Married
72960.90485797728,4.9235857882605245,F,31.0,Yes,37.0,Udon,0.5827553584079793,Urban,Graduate School,Single
68946.60395525246,4.53647130105579,M,55.0,Yes,58.0,Udon,,Urban,Graduate School,Married
63459.256319825814,5.243231641494823,F,77.0,No,46.0,Udon,-0.43114059492150647,Rural,College,Married
65093.22261933013,5.30132424851696,M,46.0,Yes,47.0,Khon Kaen,0.6275855711628207,Urban,College,Divorced
57595.97706096296,3.529585798518572,F,52.0,Yes,66.0,Mahasarakam,0.061405236175539474,Suburban,College,Married
60490.03549583472,5.304695609658138,F,44.0,Yes,44.0,Mahasarakam,0.2032955060414865,Urban,Graduate School,
59154.22830680126,6.817334283443775,M,78.0,No,52.0,Khon Kaen,0.3487484275535363,Rural,College,Married
53856.22721187698,6.894729640465974,F,,No,40.0,Udon,1.0053710120102524,Urban,Graduate School,Married
72480.63313840568,5.132204734701777,F,40.0,Yes,43.0,Udon,0.4106835170292303,Urban,High School,Divorced
49894.586180272956,5.78578896686129,F,64.0,No,51.0,Udon,0.023298858876070985,Rural,College,Married
34083.357884547455,5.014992443358405,F,65.0,No,,Mahasarakam,0.08680630190569166,Rural,College,Married
50528.15110981536,5.890437859909628,M,65.0,No,,Udon,-0.5061554707788062,Rural,Graduate School,Married
47390.693753521366,5.25310419298723,F,38.0,No,47.0,Mahasarakam,0.15820021860308459,Urban,Graduate School,Single
52816.08977661141,5.118037500323786,M,66.0,No,48.0,Udon,0.0619183837489978,Rural,Graduate School,Married
53217.16859822719,4.397235729617002,M,53.0,Yes,59.0,Khon Kaen,0.45667677892432745,Urban,Graduate School,Divorced
58128.85797077065,4.102504131107008,F,43.0,Yes,40.0,Mahasarakam,0.2503435908761504,Rural,High School,Single
65434.32895115179,6.295762249251502,F,52.0,Yes,47.0,Mahasarakam,-1.0564856554982323,Urban,College,Single
75393.79308707408,3.5959566570212873,M,36.0,Yes,58.0,Mahasarakam,-0.6537896481168085,Suburban,Graduate School,Single
62732.21689757867,3.4706463064227657,F,49.0,Yes,57.0,Khon Kaen,0.897063044965576,Suburban,College,Divorced
56741.50046215456,5.896990459598419,M,89.0,No,41.0,Mahasarakam,-0.4415574202080272,Rural,High School,Married
57628.5627496389,2.8920049732138646,M,47.0,Yes,65.0,Khon Kaen,-0.03242704553214639,Urban,College,Divorced
60719.04593999778,5.255900169674902,M,40.0,Yes,62.0,Khon Kaen,-0.7388172506214216,Rural,College,Divorced
56642.718853752755,7.425382332805661,M,,No,40.0,Udon,0.3303475511068871,Rural,Graduate School,Married
54592.7107420875,5.686843043440852,M,41.0,No,37.0,Khon Kaen,-0.36249821056788695,Rural,Graduate School,Married
58287.14567427574,3.9467828788836847,M,43.0,Yes,51.0,Khon Kaen,-0.3517304879423934,Urban,College,Divorced
66953.18942974483,3.159970937227157,F,41.0,Yes,60.0,Khon Kaen,-0.29479658605742787,Urban,Graduate School,Married
66259.33853042871,3.4043320673591846,M,51.0,Yes,56.0,Mahasarakam,0.2874648262369291,Urban,Graduate School,Single
34131.67958784616,4.020599343873011,M,72.0,No,65.0,Udon,0.45648779447354537,Suburban,College,Married
74923.88116288475,4.98779851045809,F,58.0,Yes,57.0,Udon,0.3104032369648008,Urban,Graduate School,Divorced
73459.41000983593,5.2575324267575825,M,44.0,Yes,38.0,Khon Kaen,-0.38089949128377526,Urban,Graduate School,Single
74253.3449895279,5.131078079981708,F,36.0,Yes,64.0,Khon Kaen,0.7125302793034314,Urban,Graduate School,Single
77700.38361922637,4.7133501495870505,F,46.0,Yes,39.0,Udon,0.32248815273229126,Urban,High School,Divorced
75011.09290207847,4.661716670227677,M,31.0,Yes,46.0,Mahasarakam,-0.41741675167381515,Rural,Graduate School,Single
73210.86206099187,3.7773825158045797,F,40.0,Yes,41.0,Mahasarakam,-0.10706539123757078,Urban,College,Divorced
81342.76286212658,4.458146199471822,M,32.0,Yes,45.0,Khon Kaen,-0.1503898545190291,Urban,College,Divorced
55367.478677397,5.779112640945158,F,67.0,No,55.0,Udon,0.32087487721581004,Rural,College,Married
59335.737188014304,2.7858987468731704,F,58.0,Yes,57.0,Mahasarakam,-0.2782288469630383,Urban,High School,Divorced
60358.96195913922,1.25203381182977,F,50.0,Yes,62.0,Khon Kaen,-0.03450917475194609,Urban,High School,Divorced
77506.82038225923,5.579690174350068,F,25.0,Yes,34.0,Udon,0.23423063062802107,Suburban,Graduate School,Divorced
66081.67378035384,6.345394811818311,F,69.0,No,41.0,Udon,-0.10703354492471623,Rural,College,Married
66213.26613059938,7.277754674078031,M,64.0,No,50.0,Udon,-0.21639684764796793,Rural,Graduate School,Married
68102.484675221,5.617356227793253,M,46.0,Yes,48.0,Khon Kaen,0.4730325107674124,,College,Divorced
59614.56103374977,6.242816564032071,F,26.0,No,31.0,Mahasarakam,-0.10228223536993242,Rural,High School,Married
75113.41228938528,5.218519621074911,M,36.0,Yes,48.0,Udon,0.03353076432752254,Urban,Graduate School,Divorced
58983.19872394414,3.116603293057997,M,56.0,Yes,54.0,Mahasarakam,-0.22614386885673507,,High School,Single
60515.43504644317,4.202688602493273,M,45.0,Yes,58.0,Udon,-0.23223592720331346,Suburban,High School,Divorced
66427.90960505808,6.213860368850316,M,39.0,No,37.0,Khon Kaen,0.6134110273911615,Rural,Graduate School,Single
59396.528591148555,6.01641204809356,M,46.0,No,41.0,Khon Kaen,-0.4979828097589266,Suburban,College,Married
63871.29488899455,4.5484377491152825,F,36.0,Yes,41.0,Udon,-0.6716266464693743,Urban,College,Divorced
62321.53418505399,4.035496768947216,M,56.0,Yes,62.0,Khon Kaen,0.10330699391448578,Suburban,Graduate School,Divorced
75667.020744774,5.181069962437063,F,50.0,Yes,57.0,Khon Kaen,0.30236212951006197,Urban,Graduate School,Divorced
80202.10627712029,4.772607625116603,M,35.0,Yes,53.0,Khon Kaen,0.8100708265719452,Suburban,College,Single
53607.82284215691,7.304088734866091,F,42.0,No,48.0,Khon Kaen,-0.16693158548508485,Suburban,College,Divorced
51927.112564519215,7.719592968410793,M,54.0,No,44.0,Mahasarakam,-0.6298401199500284,,College,Divorced
62939.23605349091,4.305112054568803,F,33.0,Yes,59.0,Udon,-0.4697918870764636,Rural,College,Single
59037.48157317281,4.800653404632373,F,64.0,,49.0,Mahasarakam,0.5508776919309492,Suburban,High School,Married
90890.07103530975,5.320928238359411,F,23.0,Yes,34.0,Khon Kaen,0.7262830785752518,Urban,High School,Single
75992.49714148705,4.467281309211193,M,48.0,Yes,47.0,Khon Kaen,0.3518484449975883,Suburban,College,Single
69114.75149716515,8.315003594570282,F,54.0,No,43.0,Khon Kaen,-0.24296631682223893,Suburban,High School,Divorced
60667.03592969611,4.551893686125345,M,52.0,Yes,56.0,Mahasarakam,-0.0035598937737118946,Urban,College,Single
63367.83234202509,4.658038681361745,F,42.0,Yes,51.0,Mahasarakam,-1.2432201307401398,Urban,Graduate School,Divorced
65589.54651219634,4.9289296534294795,F,49.0,Yes,50.0,Mahasarakam,0.1815187133090868,Suburban,High School,Divorced
75142.83911424427,5.944876051690915,F,33.0,Yes,32.0,Khon Kaen,-0.24462227165990133,Urban,College,Divorced
52387.21240173238,5.5324800824649305,F,,No,55.0,Khon Kaen,0.012066248205116328,Rural,High School,Single
53022.6327650982,3.658662840696448,F,54.0,Yes,56.0,Udon,1.3140432883487254,Rural,High School,Divorced
77408.51423912916,4.864107220639604,M,23.0,Yes,49.0,Udon,-0.05226546079003554,Urban,High School,Single
43345.91743140717,5.271744407739429,F,57.0,No,45.0,Udon,0.05527099939871036,Rural,College,Married
39602.96417415305,5.305240789540546,F,84.0,No,60.0,Mahasarakam,0.5162526899613553,Rural,High School,Married
47070.683550588874,5.317903785565959,M,54.0,No,48.0,Mahasarakam,-0.39311416601559723,Urban,Graduate School,Married
70768.96476794897,3.7476159282514088,F,56.0,Yes,46.0,Udon,-0.7300260324943307,Suburban,High School,Married
58233.5413159424,6.616233328605446,F,79.0,No,40.0,Khon Kaen,0.22320143429635025,Suburban,College,Divorced
50855.04357060362,2.962041632424466,F,46.0,Yes,59.0,Khon Kaen,-0.2704878726031751,Urban,High School,Single
60854.78710626062,3.5726134195349504,M,22.0,Yes,54.0,Khon Kaen,0.29551296880663896,Rural,High School,Divorced
71287.4402348092,,M,43.0,Yes,36.0,Mahasarakam,0.18757812404966628,Urban,Graduate School,Single
53985.76778558962,6.874043042612703,M,94.0,No,56.0,Udon,0.25444641684221164,Rural,Graduate School,Divorced
56957.42423607221,1.5469116789991668,M,52.0,Yes,67.0,Mahasarakam,0.14399411115247468,Urban,High School,Divorced
59812.820752567066,2.4165625155585517,F,49.0,Yes,69.0,Mahasarakam,-0.10217427630727388,Suburban,High School,Single
80657.42941710155,8.1932309409276,F,43.0,,33.0,Mahasarakam,0.038579434559408834,Suburban,Graduate School,Married
52854.06979923885,5.113416155497907,M,65.0,No,46.0,Mahasarakam,-0.20508011935594483,Rural,Graduate School,Married
45584.09582965268,4.980245540583547,F,88.0,No,,Mahasarakam,-0.7399695267634037,Rural,High School,Single
69120.24231154422,4.0365159987738775,M,48.0,Yes,52.0,Mahasarakam,0.4081002003157693,Urban,Graduate School,Divorced
49880.052969243014,4.856338802706389,F,74.0,Yes,58.0,Mahasarakam,0.3249345177898293,Suburban,College,Divorced
41803.59332369335,1.9989613758612257,M,64.0,Yes,76.0,Khon Kaen,0.4882388342745817,Suburban,High School,Married
72257.21740109546,5.5082121597591485,F,48.0,Yes,50.0,Mahasarakam,-0.0008449337287064762,Urban,Graduate School,Single
72056.89101470895,3.79978716728876,F,40.0,Yes,45.0,Udon,-1.1827156033110293,Urban,High School,Divorced
42177.04724857239,5.424545692326884,F,64.0,No,52.0,Udon,0.8837954555683307,Suburban,College,Single
65892.99316091396,6.170945205212217,F,57.0,No,33.0,Khon Kaen,-0.23268489647865415,Rural,Graduate School,Married
77415.01549535104,4.79080737565349,M,40.0,Yes,49.0,Khon Kaen,-0.4606362433501676,Suburban,Graduate School,Divorced
43671.89848315131,4.325987048442437,F,43.0,No,38.0,Mahasarakam,0.6931808821350367,Suburban,High School,Married
56384.6863888156,4.778240008546351,F,50.0,Yes,55.0,Khon Kaen,-0.06070888480433417,Suburban,Graduate School,Single
72841.67173224471,4.10606617306983,F,39.0,Yes,60.0,Khon Kaen,-0.643725598461338,Suburban,High School,
71603.22590096641,4.733722327006611,F,37.0,,,Khon Kaen,0.09870859263176573,Suburban,Graduate School,Divorced
57706.05337002603,4.077218100964342,F,46.0,Yes,54.0,Mahasarakam,0.33605541218084795,Urban,High School,Single
56311.62762026915,,M,57.0,No,60.0,Udon,-0.3239669935743813,Urban,College,Married
57797.85938414245,4.675221589338946,F,51.0,Yes,53.0,Khon Kaen,-0.20621745035074968,Rural,High School,Divorced
59646.23362741238,2.969941293081279,,52.0,Yes,57.0,Khon Kaen,-0.520438225016555,Urban,Graduate School,Divorced
,4.178203447595674,F,48.0,,56.0,Mahasarakam,-0.18822989635436216,Urban,High School,Divorced
79808.45058360725,4.165378662979384,F,30.0,Yes,54.0,Udon,-0.501816461163521,Suburban,College,Divorced
70987.05258450414,6.26525828386927,F,37.0,Yes,41.0,Mahasarakam,0.15614004372636325,Urban,High School,Married
67685.75859923952,5.509409712969977,F,38.0,Yes,50.0,Mahasarakam,-0.6539671455700066,Urban,College,Single
68581.270178679,5.357396478259712,M,37.0,Yes,43.0,Udon,-0.05531488025228371,Urban,High School,Single
78059.74946260042,6.273451242905034,M,31.0,Yes,36.0,Mahasarakam,-0.4448076553214646,Rural,College,Divorced
70451.34673502433,7.963713583918721,M,38.0,Yes,47.0,Khon Kaen,-1.0137370826195742,Suburban,College,Single
77191.05969042321,6.353736232325242,M,45.0,Yes,36.0,Udon,-0.06008300827784405,Urban,Graduate School,Single
57119.56762342644,2.092441202585296,F,69.0,Yes,59.0,Khon Kaen,-0.1951697856021753,Urban,College,Divorced
,4.768651190634846,F,61.0,Yes,55.0,Udon,0.23541435525880994,Urban,College,Married
86357.9451591642,6.886565873441123,F,32.0,Yes,38.0,,0.5781390800288961,Urban,Graduate School,Divorced
70562.84005923149,3.554056546136306,F,45.0,Yes,47.0,Udon,-0.47468527233259694,Suburban,High School,Married
76763.03773521303,6.870185361893673,M,53.0,Yes,44.0,Udon,-0.6997019517303725,Urban,Graduate School,Single
47384.57810573639,,F,57.0,Yes,53.0,Khon Kaen,0.47547504722495415,Urban,High School,Divorced
87650.32502993153,4.740392246611966,F,36.0,Yes,54.0,Udon,-0.4624888010253698,Urban,Graduate School,Single
64816.59231670086,5.311150019856356,M,59.0,Yes,49.0,Khon Kaen,-0.36950303370661225,Urban,Graduate School,Divorced
67420.80970356871,3.3340287606234025,M,52.0,Yes,45.0,Udon,-0.026916072224100786,Urban,High School,Divorced
51622.91266886312,5.432579511280163,F,53.0,No,54.0,Khon Kaen,-0.11602638536726001,Rural,College,Married
59986.74657047728,5.538665590184067,F,41.0,Yes,54.0,Khon Kaen,-0.4693045690754921,Rural,College,
72934.62561248019,2.9561402261280927,F,35.0,Yes,62.0,Udon,-0.19602059657137277,Rural,High School,Single
49808.78693036219,4.987532186246187,F,81.0,No,52.0,Mahasarakam,-0.7555911857726049,Rural,High School,Single
76265.70596417392,5.116134503693738,M,39.0,Yes,51.0,Mahasarakam,0.5763219273676812,Suburban,High School,Single
94808.44417115947,7.507892656161935,F,29.0,No,27.0,Khon Kaen,0.3007734995520253,Rural,High School,Married
88502.33864275923,5.066324126840348,F,48.0,Yes,38.0,Khon Kaen,-1.0796919422072513,Urban,Graduate School,Single
70193.89896652767,7.06263058405529,M,40.0,Yes,50.0,Khon Kaen,-0.2208333489818537,Urban,High School,Single
38562.40092983768,5.454609436172895,M,59.0,No,60.0,Udon,-0.5565823116150272,Rural,High School,Divorced
63921.83759411199,7.342634249195959,M,48.0,No,53.0,Khon Kaen,0.44304045341716647,Rural,High School,Divorced
,4.702410991665034,F,63.0,Yes,52.0,Udon,-0.8727030365011978,Suburban,High School,Married
54963.16356834235,7.574177187297739,M,59.0,No,53.0,Khon Kaen,-0.12342698840539973,Urban,High School,Married
65182.25011606573,4.608732853682303,F,,Yes,57.0,Khon Kaen,0.2165911632499644,Suburban,High School,Married
88829.40116644716,6.033249509312264,F,16.0,Yes,29.0,Mahasarakam,,Urban,College,Divorced
74493.9568555816,8.568581624706358,M,48.0,No,28.0,Mahasarakam,0.12192522219683105,Suburban,High School,Married
70646.20849684151,5.782028580101216,M,51.0,Yes,44.0,Mahasarakam,-0.08302215038794195,Urban,Graduate School,Divorced
56993.23818289601,3.513675430555823,M,46.0,Yes,54.0,Khon Kaen,0.144119644804368,Urban,High School,Single
65190.481284880356,4.574622340968785,M,57.0,Yes,45.0,Udon,-0.2900758673026058,Urban,College,Divorced
84967.00968429519,3.9329794303156156,M,50.0,Yes,56.0,Udon,-0.36221753627270353,Suburban,Graduate School,Single
45481.647830270806,3.048716975015571,M,65.0,Yes,,Khon Kaen,0.22546608577548594,Urban,College,Divorced
76702.99629494267,5.254916332862922,M,40.0,Yes,33.0,Udon,-0.12725453764507139,Urban,Graduate School,Divorced
83033.06569755838,9.29935212313201,F,58.0,No,41.0,Udon,0.26646902009626905,Rural,High School,Married
49044.99105570647,1.95964731419061,M,59.0,Yes,64.0,Udon,0.07067522595386186,Urban,High School,Married
52205.12172954117,5.074533508427957,F,76.0,No,41.0,Khon Kaen,-0.6411548456319724,Urban,Graduate School,Divorced
48587.93343920468,5.62652077465193,M,80.0,No,56.0,Udon,-0.3139636886221234,Suburban,High School,Married
87781.18804227002,5.903020923740508,F,13.0,Yes,34.0,Udon,0.3933262015237814,Urban,College,Divorced
63996.07885765191,4.007672099903128,M,50.0,Yes,54.0,Khon Kaen,1.21453903924396,Rural,College,Divorced
51109.04853906072,5.181393761311246,M,57.0,No,45.0,Mahasarakam,-0.2262712814339974,Suburban,Graduate School,Married
71840.81983659773,6.11187834866634,M,24.0,Yes,38.0,Khon Kaen,0.20088481346896692,Urban,,Divorced
51898.21719372843,6.457348928654487,F,46.0,Yes,54.0,Mahasarakam,-0.13131603927016328,Urban,College,Divorced
72212.36405007048,4.317058929889564,F,49.0,Yes,54.0,Udon,-0.4068068952383459,Urban,College,Divorced
65061.70041287325,5.026287079130219,M,52.0,Yes,55.0,Udon,0.4290461062264863,,High School,Divorced
59572.53597475058,7.9175339048363504,M,86.0,No,48.0,Mahasarakam,-0.26670356038945475,Rural,College,Divorced
65909.20427638161,2.8657312312137835,M,48.0,Yes,62.0,Udon,0.1888075242191481,Urban,College,Divorced
68042.47067644849,5.218640017924066,M,50.0,Yes,47.0,Mahasarakam,0.5887970282223435,Urban,College,Married
74904.15978715401,8.26059599173267,M,24.0,No,33.0,Udon,0.5327646077952782,Rural,Graduate School,Married
45912.402581314884,4.216894036125294,F,62.0,Yes,61.0,Mahasarakam,0.07903576275535862,Suburban,,Divorced
65707.92107363854,4.170283726996215,F,53.0,Yes,51.0,Khon Kaen,-0.817296974537649,Suburban,High School,Divorced
67284.59891694052,7.105285383313107,F,86.0,No,,Udon,-0.28752835328316506,Rural,High School,Single
56966.570678158256,4.141463734772661,F,56.0,Yes,50.0,Udon,-0.6146606376503698,Suburban,College,Divorced
53513.39325832729,5.140112623434283,F,68.0,Yes,52.0,Khon Kaen,-0.6389174180667532,Suburban,College,Divorced
54589.458507296506,6.618160358908259,F,,No,55.0,Udon,-0.609165015084517,Suburban,High School,Married
61809.07546790969,4.352910104641662,M,50.0,Yes,61.0,Khon Kaen,0.055364272707737056,Suburban,College,Single
35813.655850995194,4.943578857003027,F,74.0,No,46.0,Mahasarakam,0.1359672841702692,Suburban,High School,Married
50169.37022150333,5.023844471901409,F,55.0,No,45.0,Khon Kaen,-1.1812497277486596,Rural,High School,Divorced
41698.453186676415,4.886796898410593,M,50.0,No,47.0,Khon Kaen,-1.4259148412659959,Suburban,Graduate School,Married
67919.19284742075,5.739260902180819,F,39.0,Yes,45.0,Khon Kaen,0.0414752738075852,Suburban,High School,Single
60189.68055290854,2.122528067244768,F,43.0,Yes,56.0,Udon,-0.15338460754022698,Suburban,Graduate School,Divorced
51970.25297175466,4.543106401153189,M,43.0,No,47.0,Udon,0.27268360330358177,Rural,Graduate School,Divorced
34699.77654023041,3.640207731301315,M,54.0,No,42.0,Udon,-0.21508483340858262,Suburban,College,Married
72169.50066699529,2.529506379102197,M,33.0,Yes,50.0,Udon,-0.4828402015347014,Urban,,Single
,4.525904360386724,M,34.0,Yes,50.0,Mahasarakam,0.1924581552286304,Rural,College,Divorced
71134.50839725535,3.642824684358253,F,54.0,Yes,51.0,Khon Kaen,0.04623447954540125,Urban,High School,Single
65003.67582603583,1.6010670882912512,F,44.0,Yes,48.0,Khon Kaen,0.3615184674543708,Rural,College,Single
69529.81122513383,4.854157795947254,M,,Yes,47.0,Udon,-0.48604311652936333,Suburban,High School,Single
29980.471865893316,5.050444229727431,M,59.0,No,56.0,Udon,-0.3376099706063665,Rural,High School,Married
35702.21555192664,5.331019388576543,F,69.0,No,63.0,Mahasarakam,-0.4948842021200415,Rural,High School,Single
78388.96949306612,5.987584424670856,M,37.0,Yes,39.0,Udon,-0.34338562325625444,Rural,High School,Divorced
60955.08470395114,6.3610117070727785,F,,Yes,46.0,Udon,-0.3937177881300228,Rural,Graduate School,Single
61594.29666115158,4.591943628624193,M,39.0,Yes,66.0,Khon Kaen,0.6754320017087577,Rural,High School,Divorced
84183.84872258932,6.1571564716746465,M,22.0,Yes,35.0,Mahasarakam,-0.22780742875575954,Urban,High School,Single
80934.4873902731,4.85761439426657,F,34.0,Yes,,Mahasarakam,0.23058710225137352,Urban,Graduate School,Divorced
48633.36278644228,5.934296425542562,M,76.0,No,48.0,Udon,-0.4461641265511154,Rural,High School,Single
59154.57824256964,3.7559020811713064,F,49.0,Yes,61.0,Udon,-0.4632752929920598,Urban,High School,Married
40899.81086923804,6.502808283702308,F,68.0,No,58.0,Udon,0.360568091588137,Suburban,College,Married
65491.6595540028,5.295705806809416,F,53.0,Yes,54.0,Mahasarakam,0.3084677631351289,Suburban,Graduate School,Married
68841.68148026007,7.36706248988245,F,13.0,No,36.0,Mahasarakam,-0.1662773155919977,Suburban,Graduate School,Married
78969.34979965062,4.0314441788789175,M,30.0,Yes,36.0,Mahasarakam,-0.17877437467583782,Suburban,College,Single
68394.76418577308,4.157399852826815,F,54.0,Yes,61.0,Mahasarakam,0.11544903095595499,Suburban,High School,Divorced
39999.55033951544,4.163570331104292,F,85.0,No,50.0,Khon Kaen,0.1940458746764061,Suburban,High School,Married
70916.12205478181,6.102473745709338,M,30.0,Yes,41.0,Khon Kaen,0.10106010199213764,Urban,Graduate School,Single
56571.56556543026,6.471671711640905,M,46.0,Yes,46.0,Udon,-0.8043238701238112,Suburban,High School,Divorced
42575.81032830455,5.854459213246993,F,72.0,No,45.0,Mahasarakam,0.04745172210515573,Rural,High School,Single
46994.05674841784,5.954669317994371,F,84.0,No,60.0,Udon,0.1969462438623099,Suburban,Graduate School,Single
56226.42917988155,5.934624899516974,F,46.0,Yes,61.0,Khon Kaen,0.5704768805484154,Suburban,Graduate School,Single
68251.99524075749,7.559664450000063,F,56.0,No,45.0,Khon Kaen,0.3603024023663657,Rural,College,Married
66206.63219858392,4.523160697641184,F,54.0,Yes,58.0,,1.0512045899005897,Rural,High School,Divorced
75292.29685279405,3.7395839818859304,M,49.0,Yes,52.0,Udon,0.2459947369519861,Urban,College,Divorced
85108.45589612065,3.392762483249432,M,38.0,Yes,49.0,Udon,-0.10211730086122807,Urban,College,Divorced
73575.9414289748,4.222967496596243,F,36.0,Yes,45.0,Udon,-0.00525754342159597,Urban,Graduate School,Single
73164.06416776405,4.75201571747885,M,56.0,Yes,50.0,Khon Kaen,-0.18197482701241108,Urban,High School,Single
65765.30220983086,4.8090676717103875,F,58.0,Yes,45.0,Mahasarakam,0.4946425430599074,Urban,High School,Single
72169.98659318463,4.109387635460957,M,48.0,Yes,57.0,Khon Kaen,0.8439286321431386,Urban,College,Single
71281.94430033294,3.4166335488975896,F,38.0,Yes,53.0,Udon,0.338663005276977,Urban,College,Divorced
62405.482437963394,3.0578212564368954,F,57.0,Yes,50.0,Khon Kaen,-0.030795697890607335,,College,Divorced
73396.00754924057,8.091544953620446,F,69.0,No,39.0,Khon Kaen,0.06183895699405778,Rural,College,Divorced
45140.642809733516,4.624212710599071,M,69.0,No,47.0,Khon Kaen,-0.3921670329227385,Rural,,Married
75146.6317394875,7.286368400364491,F,49.0,Yes,36.0,Mahasarakam,-0.42031638778202063,Urban,Graduate School,Single
54112.117816827544,4.792427602262441,F,50.0,Yes,45.0,Khon Kaen,0.34682443400331275,Urban,College,Single
56910.350177992404,3.1373311715754038,M,41.0,Yes,55.0,Mahasarakam,-0.5022651681350807,Suburban,Graduate School,
58733.40483529519,4.860070877028816,M,47.0,Yes,48.0,Udon,-0.7787665839364909,Suburban,College,Single
63339.81153529895,7.232186885550133,F,72.0,No,42.0,Khon Kaen,-0.10115970630481891,Suburban,,Married
58550.51550046023,3.650876655814676,M,61.0,Yes,49.0,Mahasarakam,0.26108042235535817,Rural,Graduate School,Divorced
83274.32404455548,3.6626387892739185,F,36.0,Yes,48.0,Khon Kaen,-0.3478090721417443,Urban,College,Single
66064.31850408437,5.0905757242808685,F,40.0,Yes,36.0,Udon,0.3394493744313083,Suburban,College,Single
68447.88185610845,3.915088885488283,M,47.0,Yes,40.0,Udon,0.1992456231969259,Urban,Graduate School,Single
68906.34943971015,5.689117528670299,M,39.0,Yes,43.0,Khon Kaen,-0.32076580325045656,Urban,High School,Divorced
78193.60776128051,,M,82.0,No,47.0,Khon Kaen,-0.37748359493196837,Rural,Graduate School,Divorced
,5.625497064629474,F,52.0,No,49.0,Udon,0.7251082830208985,Rural,High School,Married
68028.74752922298,4.834935966007478,F,39.0,Yes,43.0,,0.2855569233060355,Suburban,College,Divorced
72974.69845423909,3.4918326009429475,M,54.0,Yes,,Khon Kaen,0.24698436105046295,Suburban,High School,Divorced
57827.243315270316,4.248238420170497,M,40.0,Yes,50.0,Mahasarakam,-0.35502857355112405,Urban,,Single
32993.97305374423,3.8917362539409357,,64.0,No,62.0,Mahasarakam,-0.01707386902532043,Suburban,High School,Divorced
75963.9057453108,5.06341510775143,F,32.0,Yes,38.0,Khon Kaen,-0.2536267383416021,Urban,Graduate School,Divorced
