Marital Status,Satisfaction,Happiness level,Age,Household Income,Gender
Divorced,50.093959836214886,47.67885248710097,24,166727.28942568545,Male
Married,64.99386225419636,56.88409318408478,32,126589.84633495346,Female
Married,75.68615931911052,76.29780585527662,30,117499.93391739641,Female
Single,35.68227532757888,37.30897509045025,65,119953.92030995346,Female
Single,85.03967482234685,86.92487739684337,43,80976.42655033446,Female
Married,44.39938820724954,40.909558771037844,26,177794.35064710645,Female
Divorced,39.91750470165897,54.90428136104562,61,107147.58038146894,Male
Single,49.327790932279896,35.203402952572574,28,179223.08229970062,Male
Married,74.27077987362468,66.98521596907263,31,112568.08614606962,Male
Married,51.72436170351792,51.85633701944268,24,196018.2105266328,Male
Married,42.65084574816566,39.558204856592376,28,178191.61764114752,Male
Divorced,25.716078865816932,15.837896696927242,43,89560.33883761874,Female
Divorced,66.64767549385428,52.77201416758791,35,141557.47293519048,Male
Divorced,98.63432576763847,100.68120452312597,55,73552.05229099194,Female
Married,76.0864618143857,75.08716934854712,39,126802.99382480797,Female
Married,89.75550854203573,83.40997802406471,54,79233.74935629482,Male
Divorced,11.312457290315102,14.755924131705841,52,57287.15186108621,Male
Married,77.85373257949252,82.9127965651826,36,118645.24971488112,Female
Divorced,21.636849571019617,20.627391218054953,51,45989.801965712264,Female
Divorced,84.48604839889647,74.57102692661856,52,81116.19407870271,Male
Divorced,76.48247436636402,79.77641007683076,33,130167.79422167696,Male
Married,88.23964854004703,83.86012481452693,46,87205.1528788986,Female
Divorced,4.177783520591248,8.016005995531032,50,44665.86374391525,Male
Divorced,34.74375929053703,38.763135516604066,65,89053.46681854075,Female
Divorced,43.64762784410846,45.619983300400015,20,190713.40488743706,Female
Married,84.84684849842748,75.22361069820963,46,90988.2668061851,Female
Divorced,77.78806773201362,92.77704843177904,38,152997.57419240117,Male
Married,18.387567706834783,15.733351453839933,35,87714.06323267607,Male
Single,49.01294635530722,29.402446056807527,30,178405.94144647094,Female
Divorced,4.0916739143666945,-0.7413605747546059,53,39548.1434601174,Male
Divorced,12.57637713499362,13.553795255704095,47,52187.11250709767,Male
Married,89.68487896092374,78.14195541712976,48,82405.8509658135,Female
Married,94.10409851903471,112.6983946670325,48,73041.2346978825,Female
Married,75.89841187521431,85.27108658159035,34,125868.10741888672,Male
Single,73.11898841421649,72.15399720537324,29,120634.60277002437,Male
Married,51.15750719283285,59.13787925091593,28,177425.65492435463,Female
Divorced,47.50145699288587,40.959291257910174,30,169186.85526341797,Female
Divorced,35.79139078338035,43.08475279372172,61,86524.13893614657,Male
Divorced,18.430190983273754,13.636289213969132,46,90520.56648464632,Female
Single,10.627069122088706,4.540043984350352,48,51443.41176126292,Female
Divorced,74.04698824758626,83.14216296094763,38,128180.13381552347,Male
Single,86.49793086270773,77.12934530739274,49,75190.51958059563,Male
Divorced,78.36852074510915,95.15146770468354,37,142884.10075748945,Female
Married,86.24715604314395,74.43106158562246,41,89187.01923334842,Female
Married,13.333678458325402,5.199300374211376,48,53504.705894111874,Male
Single,19.52603207814756,34.90198986296881,42,103303.69153194796,Female
Single,22.11018903935313,22.783239156865246,49,100401.0405426574,Male
Divorced,51.52899361658311,59.207483065478414,34,155567.738371694,Female
Divorced,89.07602863123196,97.62802071211277,49,78682.72472233392,Male
Single,43.25699520933926,32.8865618466857,68,97572.63058730702,Female
Divorced,87.6932334647216,80.15492074962135,45,72424.99941738791,Female
Single,84.24493785512048,90.43379066879156,44,79835.78702843761,Male
Single,74.03462803684032,63.498680664602375,39,125528.72340250417,Female
Divorced,44.24549854929348,47.65714689144367,30,181884.0628133017,Female
Married,78.55390199621522,86.41286804630955,39,129863.29781284975,Male
Divorced,70.80299024621792,77.2723629094137,32,116497.8666120354,Male
Married,39.8503050848699,36.42597130265765,32,168449.91039044087,Female
Married,70.92983660193806,46.27355819855999,31,125247.53749155796,Female
Divorced,22.60266237407828,39.28355361107727,45,97266.61291231375,Male
Divorced,92.2840230616408,103.5903772438895,53,79219.53229843467,Female
Divorced,13.96595754832704,23.875148602736232,45,100180.6648960556,Male
Single,21.13332677875599,49.653367141244516,46,94892.37048115641,Female
Single,23.94292282510634,30.001805984226266,45,96410.7384608811,Male
Single,18.290039380025444,24.693208930799116,47,52264.30331892718,Male
Divorced,69.31189182329555,68.48603979524037,37,133087.33009549396,Female
Married,77.73735718909788,86.95435648939463,30,124836.90293064939,Female
Divorced,45.25247535114778,42.53985105560285,29,163407.1435796173,Female
Divorced,53.86081791688146,51.9198987134724,27,186099.52671271827,Female
Single,35.35038756504282,37.49561935572843,74,94950.16374301589,Female
Single,77.77232890072342,77.19328229027228,45,75945.90306586087,Male
Single,7.160446673369073,-7.353042843306259,47,64100.43644661356,Male
Single,46.24632312141928,39.125709753604,28,182872.5394459794,Male
Divorced,47.69733498690907,48.12966341759917,26,180449.56285189028,Female
Married,53.17028503707598,50.29608973010699,26,189300.0896505362,Female
Single,45.14582151326265,38.0285316837076,22,180811.75012029216,Female
Single,38.3878512285418,21.27624464925407,70,108300.98105756633,Male
Single,13.055473968465606,8.674965814685656,53,46047.97571441678,Male
Single,74.97728754043133,62.64550534178775,32,128055.85809951645,Female
Single,70.91978486941348,76.69648122124214,42,122751.27816539072,Male
Single,12.55572689323624,18.714024026467836,50,54877.64975359691,Male
Single,20.934985448577024,44.41939960742489,48,91662.08046021822,Female
Divorced,91.01064353954628,96.81699721736476,49,70247.35257795283,Male
Married,69.05817933500303,79.33890325053126,34,112985.31243965749,Male
Divorced,9.310406450380619,17.37012177053947,51,43818.524799809355,Female
Married,78.20871200093355,77.68652655359296,42,95287.26946885226,Male
Divorced,13.49605713193349,8.37406427637804,55,36490.091568816424,Female
Divorced,80.29809354981401,92.74025159440787,48,80716.30044528612,Female
Divorced,12.128087301762115,14.331953273719936,40,77916.10525455736,Male
Single,23.90498529870986,17.40081642468897,46,92448.00466900367,Male
Divorced,14.648152940048732,5.163543979153237,48,56826.15213609478,Male
Single,3.432367290676247,13.522566148982628,51,52111.71544774229,Female
Married,82.63839430092014,85.11729541432325,49,88577.50376067565,Male
Single,83.40813100605185,80.04229756503639,43,66753.78648577667,Female
Divorced,70.59882740787525,65.21444097054054,32,128638.3889976246,Female
Divorced,4.460074410679866,-2.0857533467888327,52,53190.625476715184,Female
Divorced,77.77982873370084,89.63345570679067,33,130335.0233723891,Female
Married,39.78880305395603,41.95290509219989,65,105517.82295668504,Female
Divorced,9.76022786328911,3.622498715714171,50,54492.208187535914,Female
Single,25.269287134808785,27.16790581818929,50,95371.26775139372,Female
Single,45.589366728345446,61.27482061648556,30,189360.58214378927,Female
Single,94.73964167144948,93.02369356612029,51,75649.9324426488,Male
Divorced,30.237660665117073,24.56742675883733,74,100129.17626477909,Male
Married,70.29272686375509,74.82932030928082,34,141356.079858788,Male
Married,22.578699236826466,27.069702428463213,42,81042.31311214075,Female
Single,86.68127949692969,78.11573018476656,50,79329.99505805934,Female
Divorced,35.88674137028091,19.733558726235348,71,104007.85307172638,Male
Divorced,75.83617421594863,87.92292442514562,35,107133.06527072619,Male
Married,72.69732401782188,75.30874852779507,36,142197.98921022582,Male
Single,18.079440320728736,8.34903756899571,40,100272.26422107761,Female
Married,46.77735797949435,44.16632280015041,24,170134.9203237307,Male
Divorced,10.016464700615323,18.94762455197096,48,41231.31915123934,Female
Divorced,10.556171564615902,1.732375087538708,43,63345.14405247956,Female
Divorced,35.32591026983371,35.8101891448513,59,112599.081588522,Male
Single,16.7170025342292,2.9849022814813537,43,97271.91414604866,Female
Single,52.085989308425866,51.985848398527494,28,185217.8200387718,Female
Divorced,49.26281431024871,45.00576174272974,28,180893.59688300802,Male
Single,42.442767628998276,54.10755834502013,63,99062.64091328852,Female
Married,87.55135621261259,85.75782766031318,53,88990.04622837635,Male
Married,40.302074492713174,50.19346880500325,69,107025.62643564818,Male
Single,21.175534187138645,19.837925828751217,42,76520.08114641579,Male
Married,95.38134946925922,93.92853365266096,49,74343.13664762651,Female
Divorced,70.67926127363671,65.59467174430516,37,129168.8201359061,Female
Single,20.252674071868004,13.272353299291616,46,79670.01261473456,Male
Single,35.17063105369368,34.48407663163175,69,104813.36948059921,Male
Single,27.280344822362544,39.65867269856854,40,90594.68573013286,Female
Married,54.55894554384177,43.69492043452508,24,183999.74063567014,Female
Divorced,38.77308084903296,42.85370999578758,71,104557.64733039157,Male
Married,37.58094865652514,22.734810658995528,66,107135.78452713434,Female
Married,87.41065266369162,92.51298755140294,55,81957.48448206135,Female
Single,83.2187978292974,88.69397036996382,48,96918.44736431903,Male
Married,20.854977057909878,32.70806821815299,48,93107.04456823744,Male
Married,28.62563037477905,26.68185947734269,43,99840.67917839691,Female
Married,46.54196382050066,54.048563019159225,31,196031.8003831231,Female
Divorced,44.33211484591542,42.25746332812571,64,107855.80442449344,Female
Divorced,22.896437929987272,23.944279400455912,39,80193.1025429274,Male
Divorced,11.526950045482891,11.373977000179005,44,49773.15047523643,Male
Divorced,4.72248920896407,-2.313647307928016,45,65750.03546131682,Female
Single,90.846082108068,87.42689860244293,51,88700.20287386629,Female
Divorced,47.12864389965347,52.95345579963282,31,185921.06833931108,Male
Married,24.521983482723908,31.395188162917954,43,99688.65951728885,Female
Single,77.87229837044663,76.35242229947438,36,130794.7352216291,Male
Single,75.85139537400619,60.17092146023122,31,120179.08747993951,Male
Divorced,46.89987622109207,30.97584306474384,24,190849.86892965832,Male
Married,76.35699699354608,70.39969380520388,40,128906.17698133952,Female
Divorced,44.7587081332892,42.21009819856775,30,169969.54796392447,Male
Divorced,33.093974877555645,40.18799202286546,69,89140.63458644116,Female
Divorced,30.12056964738624,28.28503707286426,44,97229.56330299692,Male
