Months with Company,Location Code,Renew,Marital Status,Brand Loyalty,Education Level,Annual Income,Active online hours,Age,Gender,City
58.0,Urban,Yes,Single,0.2526371763313616,High School,62201.63508062925,4.706072914595558,,M,London
75.0,Suburban,No,Divorced,0.13615680915363376,College,44784.71563303674,6.150602553497313,47.0,M,New Castle
50.0,Suburban,Yes,,0.10130772933018226,High School,66196.80147925617,4.897077207506244,,M,London
75.0,Rural,No,,0.09189153038729012,College,58313.66090256341,5.7973059887638945,45.0,M,London
63.0,Suburban,Yes,Divorced,-1.2076859957926163,High School,67020.66865324759,4.816563220930826,57.0,F,London
88.0,Rural,No,Married,0.7604959107643023,College,41887.20209153592,6.514415220296441,45.0,M,New Castle
49.0,Urban,Yes,Single,0.7469980357715871,Graduate School,63772.44985681556,5.636441025831812,57.0,F,London
78.0,Rural,No,Married,0.6044203880823976,Graduate School,43306.03089408915,7.547155059619943,54.0,F,New Castle
30.0,Urban,Yes,Single,0.38676357654251486,College,56896.41207092276,4.307316087294789,69.0,M,London
47.0,Rural,Yes,Divorced,0.054387369858031304,Graduate School,70604.57730724764,5.012357203765082,55.0,M,London
50.0,Urban,Yes,Single,-0.20123284621730247,High School,59950.24477370634,5.467142837454198,52.0,M,London
25.0,Suburban,Yes,Single,-0.27998733968551426,Graduate School,49907.411134990405,4.2371096848219585,45.0,M,London
69.0,Suburban,Yes,Divorced,0.26021988386135114,Graduate School,62244.66780256895,5.850856329300776,61.0,M,London
50.0,Urban,Yes,Divorced,-0.8035862257697024,College,55625.65653798235,4.1421975310293035,59.0,M,London
70.0,Rural,Yes,Divorced,-0.2994114603766687,High School,75325.60823455217,6.599163577626063,59.0,F,London
76.0,Urban,Yes,Divorced,-0.8208297308658717,Graduate School,69934.21898220555,5.531397986048215,53.0,F,London
49.0,Suburban,Yes,Single,1.297762518518623,High School,52914.38209344556,6.64050824072215,46.0,F,New Castle
59.0,Urban,Yes,Single,-0.4017868720589071,High School,74400.11200099082,3.767138636298388,61.0,M,London
,Suburban,No,Married,-0.5808098385020727,Graduate School,45740.49894867628,6.426113431181559,43.0,M,New Castle
40.0,Rural,No,Divorced,-0.8619615836056971,High School,48076.87800367927,4.716433273609039,46.0,F,New Castle
64.0,Urban,Yes,Single,0.14483835493329678,High School,63326.45948343545,6.2139670653351855,52.0,F,London
43.0,Urban,Yes,Single,0.49146552607349026,College,61243.591500893934,5.940324776057487,51.0,F,Manchester
53.0,Urban,Yes,Divorced,0.262479903158949,Graduate School,66653.12907357063,5.842691230325997,53.0,M,Manchester
54.0,Suburban,No,Divorced,-0.24346832889870706,College,35083.6923621761,4.59092989106164,56.0,F,Manchester
34.0,Rural,Yes,Married,0.12453133327055985,High School,57912.03837466393,5.973997657583698,59.0,F,Manchester
60.0,Urban,Yes,Divorced,0.0020091429523390325,Graduate School,81465.60649786174,4.669941452738394,67.0,F,New Castle
37.0,Urban,No,Married,-0.17171072480685162,Graduate School,46984.95351610858,6.376052710796108,51.0,M,New Castle
70.0,Urban,Yes,Single,0.019041108269238466,Graduate School,70379.56566487114,6.553420537205554,56.0,M,
49.0,Suburban,Yes,Single,-0.12751379120089945,College,66151.38763856817,6.385824103750244,49.0,F,New Castle
44.0,Suburban,Yes,Divorced,-0.7875113078035255,College,79372.91579227665,4.232711538316156,,F,Manchester
59.0,Rural,No,Married,0.38521877149496403,College,55196.15374294863,6.439677004866447,46.0,M,Manchester
,Rural,No,Divorced,0.5071959917544129,Graduate School,50758.69133448615,7.246576002671801,41.0,F,New Castle
49.0,Urban,Yes,Divorced,-0.48476246163682335,,63946.07818513992,3.66923539138713,66.0,M,London
44.0,Rural,No,Married,-0.8132766931763645,College,63064.13914690915,5.805296837729312,42.0,F,Manchester
75.0,Rural,No,Married,0.28628135969832047,High School,52490.46566877749,6.094670480001108,36.0,M,Manchester
32.0,Suburban,Yes,Single,-0.283199450372821,College,62562.487486898186,6.275962005268182,53.0,M,London
27.0,Urban,Yes,Single,0.6766142135182375,College,62729.23761496624,3.138779439430003,56.0,F,New Castle
51.0,Suburban,Yes,Divorced,-0.7051706591869539,College,48088.55353742364,6.384261139539378,48.0,M,New Castle
69.0,Urban,No,Married,0.5042027760771839,Graduate School,39800.51870212608,6.7123155219871,49.0,F,
75.0,Suburban,No,Single,-0.2954566518855585,High School,40405.69064622717,5.471744526824349,54.0,M,London
51.0,Urban,Yes,Single,0.3883585409533598,Graduate School,41645.25142308593,4.8505264400504595,50.0,F,New Castle
59.0,Urban,Yes,Divorced,0.29732721131451445,College,59536.66331727542,5.472620109264128,48.0,F,Manchester
32.0,Urban,Yes,Divorced,0.5660123704659452,High School,38712.52117156844,5.239151324350661,49.0,M,London
41.0,Urban,Yes,Single,0.10645889125558436,College,58722.48639601012,6.163834822465431,63.0,M,London
61.0,Rural,No,Married,-0.7181440052813924,High School,59366.86691215348,7.225285425314597,32.0,F,London
69.0,Urban,Yes,Single,-0.9604494551364172,College,65173.07590982781,5.960691346462245,53.0,M,London
39.0,Urban,Yes,Divorced,-0.10491845467985883,College,55358.40668189253,4.727904564366614,61.0,F,Manchester
41.0,Urban,Yes,Divorced,-0.08677503611787699,High School,59834.264099811575,4.854705798221781,52.0,F,New Castle
51.0,Suburban,Yes,Divorced,-0.5200218646738237,College,52679.82483747548,6.453589841916657,44.0,F,Manchester
62.0,Rural,No,Married,0.2776016510121743,High School,68771.78043808017,5.301767872960149,38.0,F,London
86.0,Suburban,Yes,Single,0.07992096639984522,High School,56782.620981765715,5.993580632099967,55.0,M,Manchester
48.0,Rural,Yes,Single,0.356093081368262,College,48204.79425675388,6.605975414444055,47.0,F,
58.0,Urban,Yes,Single,-0.39914621841159187,College,53121.67133500073,6.4606565207805335,51.0,F,London
75.0,Suburban,Yes,Single,0.035732598456902714,Graduate School,76039.98155222606,5.763812819182841,65.0,F,London
71.0,Suburban,No,Married,0.9666117343370388,College,44990.64678123166,,48.0,F,Manchester
32.0,Urban,Yes,Divorced,0.22899952328141632,Graduate School,60113.48608855926,3.8168200699153956,56.0,M,New Castle
34.0,Urban,No,Married,0.40858548786561827,High School,61807.980031827494,5.863174206655979,38.0,M,London
73.0,Rural,No,Married,0.2868726767035557,High School,47365.27396024087,7.075661271964171,56.0,F,New Castle
77.0,Rural,No,Single,0.19933215933820014,Graduate School,53539.17927623364,8.522556775399774,40.0,F,New Castle
64.0,Suburban,No,Married,0.5844604048625968,,32906.29651087935,6.8962077785850635,54.0,F,Manchester
82.0,Urban,Yes,Divorced,0.41526075033585375,Graduate School,74544.19702325907,6.158262874109321,59.0,F,London
51.0,Urban,Yes,Single,0.04530101080455895,College,55522.47350082688,5.001699388111691,60.0,F,New Castle
78.0,Urban,No,Single,-0.23309170769446222,College,49893.46188222809,7.417454085322134,61.0,F,Manchester
58.0,Urban,No,Married,0.22952313476471276,Graduate School,50223.96361185101,5.305590955555379,41.0,M,London
71.0,Rural,No,Divorced,0.44783012974659075,High School,43761.959607190925,7.012263536512522,36.0,F,Manchester
33.0,Rural,No,Married,0.3469945315683984,Graduate School,66172.2575620763,5.297534046929395,54.0,F,New Castle
72.0,Rural,Yes,Divorced,-0.08260622246491942,Graduate School,58835.752338626786,6.278119442987862,52.0,M,Manchester
56.0,Urban,Yes,,-0.6094295531270426,College,44253.64534406293,6.629575536503582,51.0,F,Manchester
40.0,Urban,Yes,Divorced,0.08129666235600727,College,51435.49076737282,5.880432876433127,51.0,F,London
70.0,Suburban,No,Married,0.2630274664623294,Graduate School,52275.89547819134,5.7248757272772455,45.0,M,Manchester
47.0,Urban,Yes,Married,0.606272450454307,Graduate School,56343.634066057195,5.76057879016,60.0,M,New Castle
54.0,Urban,No,Single,0.640040589409724,College,57956.44396589577,7.178284933786016,44.0,F,Manchester
72.0,Rural,No,Divorced,0.25949977726965195,College,66702.39303505963,5.447693997656809,34.0,M,New Castle
55.0,Suburban,Yes,Single,-0.33808595368318317,High School,54624.020589897045,7.821464948595224,45.0,M,New Castle
34.0,Urban,Yes,Single,-0.7274535127365281,Graduate School,54369.59221527607,5.87372011489823,51.0,M,Manchester
,Urban,Yes,Divorced,-0.37993206192322376,High School,53894.557233514664,5.748736009113864,42.0,F,London
60.0,Rural,No,Married,0.22821646549471175,High School,41236.122818996155,5.204468540916878,55.0,M,
34.0,Rural,Yes,Divorced,-0.2108538195855121,College,53949.59540781909,4.130452676017629,52.0,M,New Castle
58.0,Urban,Yes,Single,-0.46804200015886294,High School,62902.83483865712,6.298582013653052,54.0,M,Manchester
45.0,Suburban,No,,-0.2296641849922197,Graduate School,49727.673855115136,6.705367243868824,52.0,F,London
53.0,Suburban,Yes,Divorced,0.07137342927609189,Graduate School,50482.39034109664,4.515586965623521,65.0,M,Manchester
43.0,Urban,Yes,Single,0.24828864121503713,College,56571.385349710275,5.918328424778741,54.0,M,New Castle
65.0,Urban,Yes,Married,0.07075840301213918,,61520.771778896065,6.427721664820216,53.0,M,New Castle
49.0,Suburban,No,Married,0.054247137100734394,College,56962.64489911972,5.549614863247456,50.0,M,New Castle
55.0,Suburban,Yes,Single,-0.04248487063631724,Graduate School,61256.56482680959,6.318037312799951,50.0,F,London
92.0,Rural,No,Single,-0.18644656167657853,Graduate School,42498.75181544797,8.032862484653641,55.0,F,
44.0,Urban,,Married,-0.9926647354747323,Graduate School,49069.535841876525,5.331093505939437,45.0,M,London
53.0,Urban,Yes,Married,-0.9261519314120146,Graduate School,57300.442443874344,6.251811718124486,54.0,F,New Castle
67.0,Urban,Yes,Single,0.1348446388645934,College,61100.52919580729,6.952716017031951,51.0,F,New Castle
54.0,Urban,Yes,Single,-0.046311183011091835,College,81921.03085904414,4.252613218048314,51.0,F,New Castle
60.0,Rural,No,Married,0.4800661223046758,High School,51915.02220682381,6.229328324087261,45.0,M,New Castle
43.0,Urban,Yes,Divorced,0.5762229263937052,High School,52065.3580587502,5.496173111638724,56.0,M,London
57.0,Urban,Yes,Single,0.1979470036027134,High School,73324.13943298096,4.783549753305087,67.0,M,New Castle
72.0,Rural,No,Married,-0.6920158264575267,High School,50870.57899034076,7.876426956715925,48.0,F,London
46.0,Rural,Yes,Single,-0.4532484684648947,High School,67152.57048980946,5.441391993497684,48.0,F,New Castle
56.0,Rural,Yes,Divorced,0.261672706260213,Graduate School,53949.9286822043,7.153766326939147,57.0,M,London
52.0,Urban,No,Single,0.14437986526142257,High School,47373.73110408014,6.949522061029847,50.0,M,London
75.0,Suburban,Yes,Divorced,-0.4468888718239856,College,76915.18349622446,9.235944614890762,54.0,M,London
57.0,Rural,No,Divorced,-0.12432275568567752,College,55526.43814838323,5.487584732356826,46.0,F,London
56.0,Suburban,Yes,Single,0.20501239830962892,College,48985.525472869755,6.387786807034616,55.0,M,New Castle
29.0,Rural,,Married,-0.3600743956774027,College,37049.19975933187,5.809710175307278,52.0,M,New Castle
71.0,Urban,Yes,Divorced,0.04230337616437792,High School,67374.1406238376,5.702892061159105,63.0,M,New Castle
,Urban,Yes,Single,0.13237962540500317,College,63025.913193886474,4.395516582282961,55.0,M,Manchester
54.0,Rural,No,,-0.33034059637781804,High School,38963.29698476747,6.210023745908913,46.0,M,New Castle
95.0,Rural,No,Married,0.6390685402695914,Graduate School,64296.665246627694,8.756556880009182,34.0,F,Manchester
51.0,Urban,Yes,Single,-1.0264765941394445,College,45994.89388348347,5.013784000422966,63.0,F,Manchester
47.0,Suburban,Yes,Single,0.18696589747672598,Graduate School,54968.948689109144,5.523253444615393,53.0,M,London
95.0,Rural,No,Married,0.32845543655678094,High School,52466.36028969386,,42.0,F,London
28.0,Rural,No,Single,-0.5699963277162781,College,53002.56289626675,5.305022286292176,42.0,M,New Castle
58.0,Urban,Yes,Single,0.2867194306268375,High School,58158.07264000689,6.507344401546752,52.0,F,Manchester
60.0,Urban,Yes,Single,-0.22080049552364947,High School,65552.07970920118,7.189320223592368,41.0,M,London
60.0,Rural,No,Married,-0.1592464562704165,College,70471.1041674235,7.529196003152843,32.0,F,Manchester
67.0,Rural,No,Married,0.12890932163284557,Graduate School,43512.898265438154,5.5957353557126295,49.0,F,Manchester
50.0,Suburban,Yes,Divorced,0.15016576053723865,College,46918.53472735043,4.583281808744171,60.0,M,Manchester
44.0,Rural,No,Married,-0.006787982778754309,High School,50931.30952631445,5.701645788325521,63.0,F,Manchester
66.0,Suburban,Yes,Single,-0.3466581749159937,Graduate School,46515.92245499958,6.667573951104017,51.0,F,London
69.0,Suburban,Yes,Single,-1.0150696892968383,High School,68897.33698380491,6.599342516739382,43.0,F,Manchester
75.0,Suburban,Yes,Divorced,-0.11778273916396136,Graduate School,57727.43842970444,5.870621312466585,63.0,M,Manchester
45.0,Urban,Yes,Single,-0.48415425777506166,Graduate School,63644.35841571067,5.94893692154406,59.0,F,New Castle
63.0,Suburban,Yes,Single,-0.4319272736686332,High School,77049.82269336567,5.2524792809894985,62.0,M,London
33.0,Suburban,Yes,Divorced,0.3056472056873721,High School,41314.0485518223,6.148511776768489,47.0,M,New Castle
36.0,Suburban,Yes,Divorced,-0.03917903106199544,High School,47929.49214826728,6.984359686565387,41.0,F,New Castle
39.0,Suburban,No,Divorced,0.9651507738924954,High School,28847.55706377959,5.209409375053067,59.0,F,London
103.0,Suburban,No,Single,0.28741357563954606,College,53522.361525442786,7.934513738037614,43.0,M,New Castle
56.0,Rural,No,Single,-0.22801638209496247,College,29508.77418432725,6.348051665375019,44.0,F,New Castle
80.0,Rural,No,Married,-0.2527339967942278,Graduate School,40175.64270862723,,47.0,F,New Castle
,Rural,No,Divorced,-0.8530716244257471,College,36038.49839192941,5.255721623000032,35.0,M,New Castle
43.0,Suburban,Yes,Divorced,-0.4880272387801157,High School,77004.36166101192,5.93737634339391,51.0,F,London
41.0,Urban,Yes,Single,0.5525338884221693,Graduate School,43608.71464257251,5.710482758752628,46.0,M,Manchester
44.0,Suburban,No,Single,,High School,39237.12088931222,4.648320472274524,52.0,F,Manchester
85.0,Urban,Yes,Divorced,-0.1717851445772851,High School,65959.38874842183,5.963362569839369,51.0,F,New Castle
26.0,Urban,Yes,Divorced,-0.12374535483726254,College,47673.09708910498,4.318310015595186,54.0,F,New Castle
41.0,Urban,Yes,Married,-0.030230518077045243,College,61666.684213504624,5.072892202294795,57.0,F,New Castle
30.0,Urban,Yes,Single,-0.2324972453344699,Graduate School,36626.940790999404,5.8347510674326895,47.0,M,New Castle
47.0,Rural,No,Divorced,0.04537203914149138,Graduate School,38945.12373344456,4.553509454545335,40.0,M,Manchester
62.0,Rural,No,Married,-0.1772021915733676,High School,56063.5306737398,6.50036102463218,43.0,F,
73.0,Rural,No,Married,0.38325072663975684,High School,41679.43148674799,,44.0,M,London
79.0,Urban,Yes,Married,0.2868526799243238,Graduate School,83704.04499777954,8.667285491782906,50.0,M,Manchester
56.0,Suburban,No,Married,0.20670293900402065,High School,40223.32543647947,5.331665522257121,51.0,M,Manchester
55.0,Urban,Yes,Divorced,0.6272154220196157,College,54955.080542319076,7.359891575487119,48.0,F,Manchester
49.0,Urban,Yes,Divorced,-0.1986598617130962,College,68519.47451711101,6.025484548046565,58.0,F,New Castle
66.0,Suburban,Yes,Married,1.2413642629907224,High School,78786.91567530207,6.662369238737607,45.0,M,New Castle
42.0,Urban,Yes,Divorced,-0.2705119579686453,Graduate School,63434.94786961971,4.543483199617835,52.0,F,Manchester
30.0,Urban,Yes,Divorced,-0.44439066260807863,Graduate School,46733.76214102556,4.860005099442531,54.0,F,New Castle
54.0,Urban,Yes,Divorced,0.39281919015802497,Graduate School,63268.58388467478,6.455232637888994,54.0,F,New Castle
79.0,Suburban,Yes,Single,-0.29753425610192363,High School,53132.10232374186,7.105051456188811,54.0,M,London
66.0,Suburban,No,Married,-0.5574885602495812,Graduate School,42152.149445822506,6.587889844468349,53.0,F,Manchester
66.0,Urban,Yes,Single,-0.008144382010409637,Graduate School,65294.55223274954,7.207977838657179,56.0,M,London
53.0,Urban,Yes,Divorced,-0.6151702182753984,High School,86859.89446762834,6.47580080059894,47.0,F,London
36.0,Suburban,Yes,Married,0.11839640902095197,College,44157.83765106757,5.916967355167097,51.0,F,Manchester
78.0,Urban,Yes,Divorced,-0.07591621477595689,High School,62093.83053795909,7.335554605132796,52.0,F,Manchester
56.0,Rural,No,Married,-0.16761837718049283,Graduate School,59206.97961543761,6.571175831825732,32.0,F,London
77.0,Urban,Yes,Single,-0.6758948684063749,High School,53885.197417501055,8.614747634604905,48.0,M,New Castle
68.0,Rural,No,Married,0.8551717502610151,Graduate School,61340.316852305754,7.415465275963075,29.0,M,Manchester
59.0,Suburban,Yes,Divorced,-0.09082453069579945,College,63905.66472708726,5.41686314674861,56.0,F,New Castle
55.0,Suburban,Yes,Divorced,0.10674371782963188,College,57450.88938244693,4.248259080227356,52.0,F,London
52.0,Rural,No,Married,1.205393995395909,College,28613.654137180227,4.737689097891039,57.0,M,New Castle
70.0,Suburban,No,Divorced,0.16018275984524702,Graduate School,44213.09360463331,7.799813358400472,43.0,M,London
31.0,Suburban,No,Married,-0.27236205513571665,Graduate School,31971.108866363105,5.514986300781185,58.0,F,London
40.0,Rural,Yes,Single,-0.42153629481055865,Graduate School,58019.13640046006,6.626164672622244,50.0,F,Manchester
52.0,Rural,No,Married,-0.0894944303759396,High School,55992.95085537595,4.940527073026818,50.0,M,Manchester
69.0,Urban,Yes,Divorced,-0.15705159329708257,High School,84148.57885546224,4.029478764695661,59.0,M,Manchester
62.0,Urban,Yes,Divorced,-0.28305244590102185,High School,53627.80755063878,5.478810633076255,48.0,M,Manchester
100.0,Rural,No,Married,-0.1580491006653727,Graduate School,50869.18910333055,6.0516566255376505,39.0,M,London
59.0,Suburban,Yes,Single,0.1068751424186298,College,65631.6000698704,6.886645158207801,47.0,F,New Castle
45.0,Rural,Yes,Divorced,0.35601357907380515,Graduate School,58653.67440808727,3.3501288710146504,61.0,M,
64.0,Suburban,No,Married,0.19480083603261533,College,27284.125892085747,4.871642187373015,51.0,F,London
47.0,Suburban,Yes,Married,-0.6208657411397598,Graduate School,50233.615412336614,4.819775221421698,54.0,F,Manchester
41.0,Rural,Yes,Divorced,-0.05114840453726402,High School,40114.89959117376,4.348076870882435,54.0,M,New Castle
35.0,Urban,Yes,Single,-0.015335706280363973,College,42384.043799549596,5.6498488965758655,54.0,M,Manchester
51.0,,Yes,Divorced,0.34373843145393185,Graduate School,65134.16926924261,6.399061087592732,60.0,F,London
22.0,Suburban,No,,-0.18680681087642287,High School,54287.95742492217,5.72710991602008,45.0,M,Manchester
55.0,Suburban,Yes,Single,-0.14984143291115304,High School,70288.74436133713,6.583265277539888,54.0,M,London
53.0,Suburban,Yes,Divorced,0.2766153130700599,College,65294.05468414995,3.971745906099587,59.0,F,Manchester
73.0,Urban,Yes,Single,-0.13784065817530392,Graduate School,73253.41666623614,6.652278473188922,47.0,M,London
104.0,Suburban,No,Married,-0.48304289634539627,High School,51327.52075379883,7.219135674739806,58.0,F,New Castle
52.0,Suburban,Yes,Married,-0.47851531304708284,High School,66590.88468693638,5.554286379041715,45.0,M,New Castle
71.0,Urban,Yes,Single,-0.45278375377407426,Graduate School,74968.86570382825,6.099098774482176,51.0,F,Manchester
39.0,Urban,Yes,Divorced,-0.14019555083983726,Graduate School,25423.058789303148,3.8617782336068482,49.0,,Manchester
41.0,Urban,Yes,Single,0.3356376826221875,College,74040.36829242311,4.290324051858843,59.0,F,London
27.0,Urban,Yes,Divorced,0.15440287264468144,College,45455.68304637779,6.558716765578952,42.0,F,Manchester
86.0,Suburban,No,Married,-0.6465319073537223,College,57322.10418412394,7.454468892611829,50.0,F,Manchester
95.0,Suburban,Yes,Divorced,-0.024106057946403636,Graduate School,57866.89256579044,7.683857588973908,51.0,M,Manchester
73.0,Rural,No,Single,,Graduate School,44636.648716455435,7.2181195029105085,51.0,M,New Castle
54.0,Suburban,Yes,Single,0.6136597529407346,College,59977.12159990762,5.765832380683347,56.0,F,London
60.0,Suburban,No,Single,0.17905625967307243,College,53908.4499379957,7.9437555467391405,38.0,M,New Castle
45.0,Urban,Yes,Divorced,-0.3546953144790901,Graduate School,69833.76327180503,5.136931896944518,64.0,F,Manchester
53.0,Suburban,Yes,Divorced,-0.2723836031842246,Graduate School,54158.67933363306,5.62689494605263,58.0,M,New Castle
45.0,Urban,Yes,Divorced,-0.8468473845888761,High School,55393.42132660721,7.291117657522792,52.0,F,London
42.0,Suburban,Yes,Divorced,-0.2836133890295021,Graduate School,44087.25234093233,5.576345305898302,57.0,F,New Castle
57.0,Suburban,Yes,Married,1.3036911097991841,High School,74374.61748231231,5.860688187683388,46.0,M,New Castle
73.0,Rural,No,Married,-0.4062667280211077,High School,56614.214462760516,7.2469420350650235,42.0,M,Manchester
53.0,Suburban,No,Single,-0.06743555702981006,College,42041.28399231431,5.255956578106247,49.0,M,Manchester
21.0,Urban,Yes,Divorced,,College,44834.6344479821,4.405337034884973,55.0,M,New Castle
59.0,Suburban,No,Married,-0.652867300800982,College,52764.132215366946,6.465953262711902,42.0,M,New Castle
56.0,Urban,Yes,Married,-0.12641865034695282,College,70681.3341032813,5.195152786985666,62.0,F,London
48.0,Urban,Yes,Divorced,-0.15885109535259503,High School,72154.71959719106,4.179897356513646,69.0,M,London
76.0,Rural,Yes,Divorced,-0.612036263236169,High School,79893.3162461399,6.071674259385226,47.0,F,London
65.0,Suburban,Yes,Single,-0.32729989012742844,College,62980.4322024212,6.999504825900273,48.0,F,London
44.0,Suburban,Yes,Married,0.9704536694271702,College,68616.41597537622,4.272539238783628,56.0,F,New Castle
68.0,Suburban,No,Married,-0.36461757994650246,Graduate School,41913.4467186213,6.240387184285595,55.0,M,London
89.0,Urban,Yes,Divorced,0.6630643950833351,High School,59881.40701357219,7.815024295405543,44.0,F,London
42.0,,Yes,Divorced,-0.093519241460712,College,72087.17502283308,4.541134820632375,59.0,M,London
47.0,Rural,No,Divorced,-0.18790828187531716,Graduate School,41432.862418599485,5.1539627658697285,60.0,M,London
86.0,Suburban,No,Married,0.027961259145865294,College,54294.87600266974,7.516649540890088,43.0,M,Manchester
39.0,Rural,No,Married,0.20238858267241933,High School,36648.88034993131,5.60780990602178,59.0,M,Manchester
16.0,Urban,Yes,Divorced,-0.27506901139007556,College,44958.70567424744,5.973020987832131,43.0,F,New Castle
44.0,Suburban,Yes,Married,-0.11706502797498507,Graduate School,55891.62196873199,5.7145004347085715,49.0,F,Manchester
65.0,Rural,No,Married,0.7217566305390025,Graduate School,52069.44132017503,6.283503592992205,39.0,F,Manchester
,Suburban,Yes,Divorced,-0.5207262673407442,Graduate School,61094.75368007537,3.9137338918618902,52.0,M,London
75.0,Rural,Yes,Divorced,0.3269377597556479,Graduate School,65541.68467215817,6.692415586667298,52.0,M,Manchester
67.0,Rural,No,Married,0.5142731886104247,High School,48055.02241731623,6.012564248706023,52.0,F,Manchester
62.0,Suburban,Yes,Single,-0.28564241636262633,College,65602.56719617358,6.316201892688268,57.0,F,London
54.0,Suburban,Yes,Divorced,-1.3294651763022103,Graduate School,56137.42365109984,5.008777963985819,60.0,M,New Castle
70.0,Rural,No,Married,0.16105920537407992,High School,46244.4133356332,6.586025125809417,37.0,M,Manchester
62.0,Urban,Yes,Single,-0.7405013586717866,Graduate School,60099.795339019576,5.461865411531776,63.0,M,London
65.0,Urban,Yes,,-0.3829289364434966,College,64671.070533208826,5.401533581510055,57.0,F,Manchester
25.0,Urban,Yes,Divorced,-0.6788111194259514,High School,49533.689314519,3.325640358635653,58.0,M,London
44.0,Suburban,Yes,Divorced,-0.3520236456570786,High School,55334.48934432768,3.0033388225108015,66.0,F,London
71.0,Suburban,No,Married,-0.8131231397063897,High School,65474.54515505811,7.611881298821576,42.0,F,London
41.0,Rural,No,Divorced,-0.34323344510954623,Graduate School,54700.20782666115,6.644343509177567,39.0,M,Manchester
63.0,Suburban,Yes,Married,0.052098643669375194,College,53722.66763612025,7.243081755785432,48.0,M,New Castle
39.0,Rural,No,Married,0.11673608849720996,Graduate School,41390.422189736135,5.17552258409305,61.0,M,London
57.0,Suburban,No,Married,0.018795284851784236,High School,53377.98267426077,6.913194754585977,40.0,F,Manchester
58.0,Urban,No,Married,-0.022535563015223727,High School,57821.068856055994,6.028534960678804,37.0,F,New Castle
103.0,Rural,No,Single,-0.21785524486593055,High School,29370.74792356461,7.967610618070497,58.0,M,New Castle
53.0,Suburban,Yes,Single,-0.07209144358411516,Graduate School,59766.31797654118,4.283117402131801,52.0,F,London
84.0,Suburban,Yes,Divorced,0.09043909096687122,High School,68479.21797817588,5.5662158872313166,66.0,F,London
74.0,Suburban,No,Married,-0.07099769487878432,High School,31071.474357504736,5.6242090759269,53.0,F,Manchester
37.0,Urban,Yes,Divorced,0.07004031612895678,High School,60998.141531292196,5.751340270703495,46.0,F,London
72.0,Rural,No,Married,0.8881272096705861,High School,36755.99965921165,7.035276500121181,46.0,M,New Castle
61.0,Urban,Yes,Divorced,0.11623137220992819,High School,67095.48911929231,4.319514363173186,54.0,F,New Castle
56.0,Suburban,No,Married,-0.3348995027785592,College,37730.358615085934,5.771984966397055,60.0,F,New Castle
51.0,Urban,Yes,,0.1399113627113212,Graduate School,40069.96573630572,3.341632936816003,56.0,M,London
56.0,Urban,Yes,Single,-0.7014122220789923,High School,64496.14311169632,6.442207171466758,59.0,F,Manchester
31.0,Rural,Yes,Single,-0.33443901193388526,Graduate School,38659.52048989674,4.66038426645767,52.0,F,London
,Suburban,No,Married,0.10095553432703738,High School,39121.91505221435,6.736243391924596,59.0,F,New Castle
73.0,Rural,No,Married,-0.5770454736902212,High School,46151.87658169382,8.138221518349894,45.0,F,New Castle
68.0,Urban,Yes,Divorced,0.30827045956324856,Graduate School,84481.39020911748,6.652662551267586,52.0,F,Manchester
59.0,Urban,Yes,Single,-0.35021887584159167,High School,61529.97649437336,5.344208648493385,58.0,M,London
37.0,Urban,Yes,Divorced,0.3915059114258873,College,52238.19247174914,4.456589114366182,62.0,M,New Castle
73.0,Urban,Yes,Divorced,-0.3179589856162899,College,76463.41109509318,5.457587737260688,68.0,F,New Castle
,Suburban,No,Divorced,0.0747763880504457,High School,66352.4816597,8.499808361110304,41.0,F,London
95.0,Suburban,No,Married,-0.35113206616396325,College,54292.33732091109,6.250204737140992,46.0,M,New Castle
40.0,Rural,No,Married,-0.4288027469665649,Graduate School,69504.53598638147,6.859549820900535,31.0,M,London
38.0,Urban,Yes,Divorced,-1.0178715190202783,High School,71974.90107324005,3.5295900412771064,65.0,M,New Castle
68.0,Urban,Yes,Single,0.15192181767192245,High School,58307.73827932251,8.579449743888421,37.0,F,London
11.0,Urban,Yes,Single,-0.2757084813763947,College,34719.85173167048,5.267333527636584,54.0,F,Manchester
77.0,Rural,No,Married,0.3702630047563344,Graduate School,47779.18419376741,7.899054775086646,52.0,F,London
42.0,Rural,Yes,Married,-0.4800730052373577,Graduate School,69159.59371916945,5.669840786315163,54.0,M,London
81.0,Rural,No,Married,0.757978719141836,College,51061.110469672785,6.322453943305347,61.0,M,New Castle
78.0,Rural,No,Single,0.026190720387720023,Graduate School,49178.068921629376,5.080699728868616,48.0,M,Manchester
50.0,Suburban,Yes,Divorced,0.3051135593119953,College,60925.71640944102,5.332488934913832,54.0,F,
49.0,Urban,Yes,Single,0.4083066708197587,High School,82280.63618443534,5.849755630958117,58.0,M,London
57.0,Suburban,No,Single,0.4968880312771635,College,63822.398730320376,5.4903656825730565,42.0,M,London
67.0,Urban,Yes,Married,-0.7811382563703788,Graduate School,67587.66932009603,7.117097159256059,53.0,F,London
60.0,Rural,No,Married,-0.11141226198082498,College,35902.81299135948,5.867147899041042,44.0,M,Manchester
68.0,Rural,No,Married,-0.6968822561776914,College,54431.235583358626,6.594761259746152,50.0,M,Manchester
