Education Level,Years after high school graduation,Hours Online,Monthly Income,Gender,Marital Status,Location Code,City,Years subscribed,Brand Loyalty,Renew
High School,40.0,3.428327888517715,4524.442206418752,M,Married,Suburban,Udon,6.0,-0.386074614837978,No
College,41.0,7.05143968557247,5065.735611359327,F,Divorced,Suburban,Mahasarakam,6.0,-0.30377451535872674,No
Graduate School,33.0,6.240159433472793,4292.436083908738,M,,Suburban,Khon Kaen,4.0,-0.488931155805411,No
College,44.0,3.636700224757819,2912.7035199474503,M,Single,Urban,Udon,2.0,0.33772995668354683,Yes
High School,27.0,4.043148676384839,3524.5606056830766,M,Single,Suburban,Mahasarakam,3.0,0.05640306208492074,Yes
College,21.0,5.2864729263611,3086.3683943755086,F,Married,Rural,Udon,6.0,-0.7530453606008155,No
Graduate School,13.0,5.5525126770223,3388.665335468697,F,Married,Urban,Khon Kaen,1.0,0.4234251953532035,No
College,42.0,3.8030811403124067,5385.5245145852095,M,Single,Urban,Khon Kaen,7.0,0.25655212507930836,No
High School,31.0,6.563831219975816,4253.420585973044,M,Divorced,Urban,Mahasarakam,4.0,0.21763946650804422,Yes
College,30.0,6.485223366798499,4833.815308744149,F,Married,Suburban,Khon Kaen,4.0,0.16571580997267532,Yes
College,52.0,4.225686702038765,3765.805690732598,F,Single,Suburban,Udon,2.0,0.37389400635039344,Yes
College,23.0,6.357093713722279,5169.124518212659,M,Single,Urban,Udon,5.0,-0.3190553416562534,Yes
High School,31.0,5.506040541452912,4243.888237699116,M,Married,Suburban,Udon,5.0,0.20084885755496007,No
High School,33.0,6.573082393005105,4213.724834020624,F,Married,Rural,Mahasarakam,5.0,0.055726468461902434,No
High School,25.0,6.226428598037771,4569.276468957122,,Divorced,Urban,Udon,4.0,0.19737174370770988,Yes
College,24.0,5.258138305276619,3249.4761807070036,M,Single,Urban,Khon Kaen,5.0,0.2100136470479308,Yes
College,26.0,5.324414030994614,4154.451296329582,F,Married,Suburban,Mahasarakam,4.0,-0.11343512443147002,No
College,22.0,7.052908016269479,5283.522895792006,F,Divorced,Urban,Mahasarakam,7.0,-0.03541097402590646,Yes
High School,24.0,6.6926036193204705,4327.742107134771,M,Single,Urban,Khon Kaen,4.0,0.019752050207066017,Yes
College,16.0,5.538321961880621,4808.588896478012,M,Married,Suburban,Mahasarakam,4.0,-0.7907563414286568,No
High School,33.0,5.581494130514861,4213.055558023485,M,Divorced,Urban,Mahasarakam,4.0,0.11231945671657989,Yes
High School,39.0,4.634136957511462,3364.9365974459474,M,Single,Urban,Mahasarakam,3.0,0.7814302669785124,Yes
College,37.0,6.7655750545050966,4745.043110926314,F,Married,Suburban,Mahasarakam,5.0,-0.31868800173186884,No
Graduate School,33.0,5.125597717211723,2746.008490774683,F,Married,Suburban,Mahasarakam,4.0,0.5903780007817656,Yes
Graduate School,28.0,5.3637857614221955,3080.852411405988,F,Divorced,Suburban,Khon Kaen,4.0,0.759140855843471,Yes
High School,40.0,4.777857928217678,5024.291008559283,M,Divorced,Suburban,Khon Kaen,3.0,-0.0566106868293945,Yes
High School,28.0,7.146749721829517,3312.2586266418243,F,Single,Rural,Udon,4.0,-0.21237644355690874,No
College,19.0,4.825152140780765,5380.152288814725,M,Divorced,Suburban,Udon,,0.16251915136645922,No
High School,33.0,5.33105075380745,4267.481568079882,M,Divorced,Urban,Mahasarakam,5.0,0.35949349218909243,Yes
High School,28.0,5.550804256094186,2688.4597208968053,M,Divorced,Rural,Mahasarakam,4.0,-0.0321701168436464,No
High School,33.0,4.123493185765079,4311.029175879853,M,Single,Suburban,Mahasarakam,4.0,0.1410324702165765,Yes
Graduate School,38.0,5.817657296727787,5003.137451777318,F,Married,Urban,Udon,4.0,,Yes
College,42.0,5.6879645737377516,4250.349675125312,M,Married,Rural,Mahasarakam,6.0,0.39731574994778673,No
High School,43.0,4.3775639608312185,3513.9171113890516,F,Married,Rural,Khon Kaen,4.0,-0.2636615455429215,No
College,22.0,7.074709994632579,5272.647630035189,M,Divorced,Urban,Mahasarakam,5.0,-0.3227995074187108,Yes
Graduate School,22.0,7.626452318962413,4979.449317959006,F,Single,Suburban,Mahasarakam,5.0,-0.3320301320583598,Yes
High School,,6.270784847931689,3695.040710110895,M,Single,Urban,Udon,8.0,0.42821620367230795,Yes
College,29.0,3.4809312140010946,4050.8834820367797,M,Married,Rural,Mahasarakam,5.0,-0.7331129801269206,No
College,35.0,5.335027805886409,3072.6859232389425,,Divorced,Urban,Udon,4.0,0.6852668694045995,Yes
Graduate School,41.0,5.475405585160999,2151.701962651864,F,Divorced,Suburban,Mahasarakam,4.0,1.5,Yes
College,37.0,4.059514273626252,4284.432565402919,M,Married,Urban,Udon,4.0,0.382637505502313,Yes
High School,25.0,5.5743590940309,5733.790092209978,M,Single,Suburban,Khon Kaen,4.0,-0.32315121542079417,Yes
,24.0,5.4373456808686385,4133.567073803065,F,Single,Urban,Mahasarakam,6.0,-0.08918785707033297,Yes
Graduate School,36.0,4.9127424311676435,4793.002684311819,F,Single,Suburban,Udon,5.0,-0.3355078675476662,No
College,44.0,7.757467153204118,4507.68455147503,M,Single,Suburban,Mahasarakam,8.0,-0.3080081021875176,No
Graduate School,23.0,6.956658636195858,6345.746397571299,F,,Urban,Udon,5.0,-0.6950699209845619,Yes
High School,13.0,8.173551777204429,4883.680118667609,F,Divorced,Urban,Mahasarakam,7.0,-0.2786960981506982,Yes
Graduate School,25.0,7.891614851731713,6389.429001502168,F,Single,Suburban,Khon Kaen,3.0,0.5878112737826164,No
Graduate School,40.0,5.101145591432607,3806.2943546996594,M,Single,Suburban,Udon,2.0,0.20682946632063554,Yes
High School,9.0,6.543905488977757,4757.6835037310775,F,Married,Suburban,Udon,,0.24934923962548106,No
High School,30.0,4.501999057364721,2398.2834881679355,F,Single,Rural,Mahasarakam,5.0,0.8276512592835327,Yes
High School,,5.736972605928859,5871.248150214457,M,Divorced,Rural,Mahasarakam,3.0,-0.6949611149442004,Yes
High School,43.0,5.996915095976439,4621.566028467829,M,Married,Suburban,Udon,6.0,-0.23955151202261749,No
College,28.0,7.139324975422898,5020.84138079771,M,Single,Urban,Udon,5.0,0.21846808470282786,Yes
College,32.0,5.424845770673333,6041.475635700015,M,Single,Urban,Mahasarakam,3.0,-0.5528317844914399,Yes
High School,26.0,5.765104350975728,4865.464460928567,F,Divorced,Suburban,Mahasarakam,4.0,-0.6886591102145819,No
College,24.0,6.4439443517973345,4611.757449149825,F,Married,Rural,Mahasarakam,5.0,-0.34430562980536283,No
High School,26.0,4.583797171865969,4314.689825041129,,Divorced,Urban,Mahasarakam,4.0,-0.0803726537057255,Yes
College,24.0,5.025716225302884,3711.8493827750435,M,Divorced,Urban,Khon Kaen,5.0,0.261547942397342,Yes
College,62.0,8.766324554701468,8333.333333333334,F,Married,Rural,Mahasarakam,7.0,-0.04067781494000971,No
College,46.0,5.6198162390785065,3792.4610456826845,F,Divorced,Suburban,Khon Kaen,3.0,1.0284495814139172,Yes
High School,29.0,6.525559492738767,3402.343778851987,M,Married,Rural,Khon Kaen,,-0.4752884953278716,No
High School,22.0,6.685009805387351,4194.395923525114,M,Single,Urban,Khon Kaen,6.0,,Yes
Graduate School,27.0,5.4791205006967525,3482.1190349889666,F,Divorced,Suburban,Mahasarakam,5.0,0.3392989922576744,Yes
High School,31.0,4.873965405172071,3767.2452063360524,F,Married,Urban,Mahasarakam,4.0,0.4721053903754351,Yes
College,32.0,5.489603155405566,6165.418186836503,F,Married,Rural,Udon,6.0,-0.616240781509623,No
High School,28.0,7.882137254805638,4359.03816066546,M,Married,Rural,Khon Kaen,4.0,0.07732351375261942,No
High School,34.0,5.29419979352145,4231.783869476056,M,Single,Suburban,Khon Kaen,5.0,0.6133696658523962,Yes
Graduate School,33.0,5.492709836243078,5195.973058259564,F,Single,Rural,Khon Kaen,4.0,0.014630984058703077,Yes
High School,46.0,5.956757475536479,3930.9899754953576,F,,Urban,Udon,1.0,-0.24123967799964774,Yes
High School,34.0,2.9686693722355084,3774.426338249012,M,Married,Rural,Khon Kaen,6.0,-1.050718172459752,No
College,14.0,6.4999030238595,3509.8019950608727,M,Divorced,Urban,Mahasarakam,7.0,0.4764268784585989,Yes
College,40.0,6.970348243603504,4813.599939317821,F,Single,Suburban,Udon,6.0,0.025732931084762864,No
College,28.0,6.1602601928226335,5161.355446949568,M,Divorced,Suburban,Khon Kaen,7.0,-0.23916014646108025,No
High School,31.0,6.700009506237393,5093.109084198284,M,Divorced,Rural,Mahasarakam,6.0,-0.017845092549946893,No
Graduate School,38.0,6.500528616845132,5232.961454814762,F,Married,Rural,Khon Kaen,5.0,-0.09819575303049315,No
Graduate School,23.0,5.045095896046028,3973.3487103586294,M,Single,Suburban,Mahasarakam,5.0,0.1758950300746716,Yes
College,24.0,7.850714167247873,,M,Divorced,Urban,Udon,5.0,-0.2867271058756427,Yes
College,25.0,5.091352858637732,3545.2601662981965,M,Single,Urban,Khon Kaen,5.0,0.3526486253208175,Yes
College,33.0,7.725133534221886,5010.158639990895,M,Married,Suburban,Mahasarakam,5.0,-0.41895129146216714,No
High School,30.0,5.760116446054072,3697.098302380728,M,Divorced,Urban,Udon,4.0,0.7044701934940512,Yes
College,27.0,4.550547791501329,3850.9113048605423,M,Married,Urban,Khon Kaen,5.0,-0.6257219365883396,No
Graduate School,36.0,7.826014585484861,4659.289771766893,M,Married,Rural,Udon,6.0,-0.047493255071316985,No
College,29.0,4.68114695668924,5325.301182638107,F,Single,Suburban,Khon Kaen,6.0,-0.2386572911519628,No
High School,9.0,7.844280703471814,5436.744517289264,M,Married,Urban,Udon,6.0,-0.40868470887370467,Yes
High School,17.0,4.2285506940225135,3375.469167911049,M,Divorced,Suburban,Mahasarakam,4.0,-0.36379756358050136,No
High School,27.0,6.676021252561319,5013.632485465066,M,Single,Rural,Mahasarakam,4.0,-0.29936439539261006,No
Graduate School,37.0,5.468304385327323,3724.025340949523,M,Married,Rural,Udon,6.0,-0.3108866129048456,No
Graduate School,27.0,5.90773359444852,5949.982470524195,F,Married,Rural,Khon Kaen,5.0,-0.5028939905560283,No
Graduate School,29.0,4.732503175672019,3901.3168936967904,F,Married,Rural,Udon,6.0,-0.8945922998405675,No
College,36.0,6.326042605045677,4581.474317825542,M,Divorced,Urban,Mahasarakam,4.0,0.33609307595534077,Yes
High School,30.0,5.691312285998552,5878.346838925506,F,Single,Suburban,Mahasarakam,4.0,-0.3620904565067527,Yes
College,34.0,5.224632154941821,5022.209884048296,M,Divorced,Urban,Khon Kaen,3.0,-0.23892944555391993,Yes
Graduate School,38.0,4.411609065757604,4124.217792799539,F,Single,Suburban,Mahasarakam,8.0,-0.3203203072807233,No
College,31.0,3.4834322189517097,2990.8904902020295,F,Married,Rural,Mahasarakam,6.0,-0.39708403400008724,No
Graduate School,,6.916617683856351,5267.024587886616,M,Single,Urban,Khon Kaen,2.0,-0.5579842897087867,Yes
Graduate School,26.0,6.293654121748045,4615.588884860013,F,Single,Rural,Udon,5.0,-0.1411968927884184,Yes
College,30.0,5.9113031885734,3849.0805614121236,M,Married,Rural,Khon Kaen,4.0,-0.3561841510400002,No
Graduate School,23.0,4.996378873633684,5144.402280683269,M,Divorced,Urban,Khon Kaen,4.0,-0.40032841273850495,Yes
College,33.0,5.708967305820993,4651.175701975835,F,Divorced,Rural,Udon,4.0,0.05161416562385002,Yes
College,18.0,7.355380032583842,5306.938755570693,F,Divorced,Urban,Udon,5.0,-0.5567327918240442,Yes
College,29.0,6.794230434247037,2609.677063199363,F,Single,Suburban,Mahasarakam,5.0,0.91545303869345,Yes
Graduate School,39.0,6.475688776971073,6361.3744223957,M,Married,Suburban,Khon Kaen,8.0,-0.6097121430369058,No
Graduate School,11.0,,4697.317234081464,M,Divorced,Suburban,Mahasarakam,6.0,-0.4339807898923251,Yes
Graduate School,26.0,6.8152430637637975,4594.581803584252,M,Divorced,Urban,Khon Kaen,7.0,-0.10940416098966121,No
Graduate School,37.0,5.147418140991551,4207.892283872408,M,Single,Urban,Mahasarakam,3.0,0.18135536689360965,Yes
Graduate School,35.0,,4322.695215356864,F,Married,Suburban,Mahasarakam,3.0,0.08725159192957596,Yes
College,45.0,4.366660299510718,1894.6138521243868,F,,Suburban,Khon Kaen,4.0,1.2026973851567746,Yes
Graduate School,34.0,6.503893164187877,4063.3256734437737,F,Single,Urban,Khon Kaen,4.0,0.1773712196827844,Yes
College,52.0,3.5126250184632,4233.5883872705945,M,Divorced,Rural,Mahasarakam,1.0,0.14439507793310963,Yes
College,37.0,5.922461648430379,4854.465466035073,M,Single,Rural,Mahasarakam,4.0,0.17115108506503018,Yes
Graduate School,31.0,5.255603211785347,3816.6360252337327,M,Single,Suburban,Mahasarakam,4.0,0.4327037792268487,Yes
College,29.0,5.981139854489484,4510.603701688347,M,Divorced,Suburban,Mahasarakam,4.0,-0.348675192069275,Yes
High School,42.0,5.333739737172573,3641.785126748695,M,Single,Suburban,Udon,6.0,,No
High School,25.0,4.8077643451350855,3134.546617913154,M,Divorced,Rural,Mahasarakam,6.0,-0.4399796017893534,No
Graduate School,14.0,5.894415286347801,2899.803581722431,F,Married,Suburban,Khon Kaen,7.0,0.6815638109928472,Yes
Graduate School,32.0,6.555574459644943,3405.386999079744,F,Married,Rural,Udon,6.0,-0.19053632799102282,No
College,31.0,6.936767914567702,4651.4570974466715,F,Divorced,Urban,Udon,5.0,0.44287359267442544,Yes
High School,,5.7867061928502865,5332.898191580105,M,Married,Rural,Khon Kaen,4.0,-0.1394115118351592,No
High School,23.0,7.837692225387064,5404.427389447637,,Single,Urban,Mahasarakam,5.0,-0.393057987982425,Yes
High School,40.0,4.757053129105526,4452.855947638739,M,Divorced,Rural,Khon Kaen,5.0,-0.7356035441787596,No
Graduate School,34.0,6.168260841938295,4420.184287241414,F,Single,Urban,Khon Kaen,4.0,0.04999153384163264,Yes
Graduate School,26.0,6.919710152368404,3721.083800983728,F,Divorced,Rural,Khon Kaen,4.0,0.27463931296388894,No
College,36.0,5.935475178616634,5689.836956761562,M,Single,Suburban,Mahasarakam,2.0,-0.3588343835267966,Yes
College,17.0,5.911542032131682,3627.472698104305,M,Divorced,Suburban,Khon Kaen,6.0,0.5115117291353591,Yes
Graduate School,36.0,5.1270638220791,3875.1235345070563,M,Single,Urban,Udon,3.0,0.1941577144219397,Yes
Graduate School,25.0,6.766837058915726,3209.1176651903606,M,Divorced,Urban,Udon,6.0,0.6248171176924491,Yes
High School,45.0,5.918229831799369,5111.216672454096,F,Married,Suburban,Khon Kaen,2.0,-0.08464759479388491,Yes
High School,48.0,8.128921819424942,4587.864187790502,F,Married,Rural,Mahasarakam,6.0,-0.11144208184085234,No
College,41.0,5.409499545670858,4665.496014754225,M,Single,Rural,Khon Kaen,8.0,-0.6608768145139207,No
Graduate School,37.0,4.407348916886019,4588.657477155589,F,Single,Suburban,Khon Kaen,3.0,0.06492553987948711,Yes
High School,35.0,5.991085259480851,4254.881347952096,F,Single,Suburban,Udon,5.0,0.05602560118066832,No
High School,31.0,6.796991461854219,4552.347968541637,M,Divorced,Urban,Mahasarakam,,-0.2792015121869022,No
College,33.0,3.4053994615422107,3047.2404880550353,F,Single,Urban,Mahasarakam,4.0,0.6059114845772475,Yes
College,29.0,6.608640630961158,3922.732639319942,F,Divorced,,Mahasarakam,5.0,0.33025730721463226,Yes
Graduate School,33.0,4.684528682530936,4566.386615055577,F,Married,Urban,Mahasarakam,4.0,0.10253373243850009,Yes
College,25.0,5.984564381788501,4335.520100855268,F,Divorced,Suburban,Udon,4.0,-0.5014638992511875,No
College,25.0,6.386784044048653,4635.07226588852,M,Divorced,Rural,Udon,4.0,-0.27945979981496777,
Graduate School,27.0,4.326170414255231,4541.586155778576,F,Married,Rural,Mahasarakam,3.0,,No
College,41.0,3.7803794032783666,3092.9168219783346,F,Married,,Khon Kaen,3.0,-0.5778536914407278,No
High School,30.0,5.122723782337058,5148.517427140389,M,Married,Urban,Mahasarakam,3.0,-0.5769318489808736,Yes
High School,43.0,5.003019331397344,4331.377530987062,F,Divorced,Suburban,Khon Kaen,2.0,0.18308144082897518,Yes
College,24.0,8.102622355710968,5138.626731773331,M,Divorced,Urban,Udon,4.0,-0.19842847150601498,No
High School,35.0,4.159407964639498,3815.7430730334504,M,Divorced,Urban,Udon,3.0,-0.020791661756517473,Yes
Graduate School,22.0,6.0391092220882685,3565.1427080127382,F,Divorced,Suburban,Mahasarakam,6.0,0.13777381324367666,Yes
High School,22.0,6.684692035975217,5358.142967841828,F,Single,Rural,Mahasarakam,5.0,-0.16859638395918078,Yes
Graduate School,35.0,4.9488205146228506,3816.8540190438343,F,Married,Urban,Mahasarakam,3.0,0.25899958315348043,Yes
Graduate School,30.0,5.016150059450718,,M,Single,Urban,Mahasarakam,,0.335057804361949,
High School,21.0,8.109731150700304,4629.741145905786,F,Married,Urban,Mahasarakam,4.0,-0.36530973126394894,No
College,17.0,3.9440791276917784,3609.578307073685,M,Married,Rural,Udon,5.0,-0.47276181331595224,No
High School,,5.575224888944088,3437.793075521683,F,Single,Suburban,Udon,6.0,0.4670379781473356,Yes
College,39.0,4.068915531373419,3854.7266814502946,M,Divorced,Urban,Mahasarakam,3.0,0.4285892368180683,Yes
Graduate School,42.0,5.008944687971921,3585.9298213475836,F,Divorced,Suburban,Khon Kaen,3.0,0.4543769734787181,Yes
Graduate School,24.0,5.301329259256656,4382.478028437794,F,Divorced,Urban,Khon Kaen,5.0,-0.1243289070071904,Yes
High School,20.0,6.334172312090541,4814.811706072907,F,Single,Urban,Udon,5.0,-0.20160906035345108,Yes
Graduate School,46.0,4.082963140005618,3520.8214461919315,M,Single,Urban,Udon,2.0,0.48711618035923765,Yes
,23.0,5.292647594728521,3332.47652518577,M,Divorced,Suburban,Khon Kaen,5.0,-0.21889524161302618,Yes
College,27.0,6.019474446457227,4401.268000623322,M,Divorced,Rural,Udon,5.0,0.2941794118733478,Yes
College,35.0,6.076665051835004,5484.941851340696,F,Married,Urban,Khon Kaen,3.0,-0.32061364172829215,Yes
Graduate School,14.0,4.906202969743908,2254.489745118853,F,Single,Urban,Khon Kaen,7.0,0.6352316802897768,Yes
College,32.0,6.188420634757841,4516.037629089943,F,Divorced,Suburban,Udon,3.0,-0.1723749246756733,Yes
Graduate School,45.0,5.257207919713735,4186.21599128255,F,Married,Rural,Udon,9.0,-0.30724648743965854,No
College,27.0,6.55281918391375,5039.77872727449,F,Single,Suburban,Udon,5.0,-0.10026513741048822,Yes
Graduate School,29.0,5.379070843567525,,F,Single,Suburban,Udon,3.0,0.017011602410255337,Yes
Graduate School,34.0,5.213724339560972,5164.736657964262,M,Divorced,,Khon Kaen,3.0,-0.01720932259916688,Yes
High School,38.0,5.461258172121421,2982.910372021402,F,Divorced,Urban,Mahasarakam,3.0,0.8986911249713565,Yes
Graduate School,24.0,4.943150406515684,2257.6390819664603,M,Divorced,Urban,Khon Kaen,5.0,0.82909482340159,Yes
College,35.0,7.267322951735192,,M,Divorced,Rural,Udon,5.0,-0.07687337664358335,No
High School,28.0,5.81685377406398,4505.46861841731,M,Married,Suburban,Khon Kaen,4.0,-0.13183876214998574,No
High School,23.0,6.570440487729422,3921.027832763659,F,Married,Rural,,6.0,0.05452191540004657,No
Graduate School,29.0,6.393437713608725,3418.8725911418073,F,Single,Rural,Khon Kaen,3.0,0.4700777458762506,No
High School,20.0,5.607668921833553,3846.0178772981794,F,Married,Urban,Khon Kaen,5.0,0.044408294062608863,Yes
High School,45.0,3.9235726380341536,4456.497791236431,M,Married,Suburban,Udon,6.0,-0.702737941115662,No
College,42.0,5.7262689676827305,4197.74011434728,M,Divorced,Rural,Mahasarakam,6.0,-0.4123433143324534,No
High School,49.0,6.298113333342705,3306.4090015612765,M,Divorced,Urban,Udon,2.0,0.6874664934387053,Yes
Graduate School,34.0,5.102805351789042,5092.437949263912,F,Married,Urban,Mahasarakam,3.0,-0.2575611408500709,Yes
College,25.0,4.285131268068787,2891.61353462561,M,Married,Urban,Udon,6.0,0.8169723508589299,Yes
High School,24.0,5.332496942168523,4081.496263364046,F,Married,Suburban,Mahasarakam,4.0,0.059015902429398415,No
Graduate School,16.0,6.651932468965668,5154.361464881688,M,Single,Rural,Khon Kaen,7.0,0.13629024363511194,No
Graduate School,30.0,7.573991560344306,5063.170352471214,M,Divorced,Suburban,Udon,4.0,0.08854336980183691,Yes
High School,36.0,5.062758070172832,4418.892744389445,M,Divorced,Urban,Mahasarakam,2.0,-0.47878914081605983,Yes
Graduate School,49.0,5.471163809390958,4938.30838410532,M,Single,Suburban,Udon,0.0,-0.43678079161847827,Yes
Graduate School,30.0,6.715901937788392,4481.6470912678815,F,Single,Urban,Khon Kaen,5.0,0.3402149827094409,Yes
High School,33.0,5.587976728588158,4891.642942945651,M,Single,Urban,Udon,4.0,0.3970090897648077,Yes
High School,20.0,3.798388322144235,2198.294695183531,M,Married,Suburban,Mahasarakam,6.0,-0.8413798124908493,No
College,25.0,6.274091553115014,4906.993642829148,M,Married,Rural,Khon Kaen,5.0,0.08781711724373027,No
Graduate School,49.0,4.353468069386099,5887.851377646611,M,Divorced,Suburban,Udon,1.0,-0.3021907297360131,Yes
College,29.0,5.212797577677023,3345.6077626628776,F,Married,Rural,Khon Kaen,2.0,-0.5435693595771894,No
High School,27.0,7.050492615967726,3135.798787275922,M,Divorced,Suburban,Khon Kaen,6.0,0.4184050249789954,Yes
College,37.0,4.435293750791104,4102.470892418708,F,Married,Urban,,2.0,0.02571267819778343,Yes
College,28.0,5.649077535952546,4956.711148718026,M,Divorced,Urban,Mahasarakam,4.0,-0.09061850248585944,Yes
Graduate School,38.0,5.222711694713301,5022.565858480849,M,Married,Suburban,Udon,8.0,-0.3568242043478953,No
High School,32.0,,5056.158290293994,F,Divorced,Rural,Khon Kaen,3.0,-0.21060308397542285,Yes
High School,30.0,3.8823174648040655,5134.372114475234,F,Single,Rural,Khon Kaen,6.0,-0.6110486235456086,No
High School,37.0,4.976339246236853,5035.090252363976,F,Single,Suburban,Khon Kaen,5.0,-0.4531758630332547,No
College,41.0,5.525646847481963,5721.3643674747855,F,Married,Suburban,,8.0,-0.37365946807936024,No
College,26.0,6.394322125653856,4555.870895735194,F,Divorced,Suburban,Khon Kaen,5.0,0.2966266893636193,Yes
College,19.0,5.286859068218991,2340.7509089902833,F,Divorced,Urban,Khon Kaen,7.0,0.9256851201797808,Yes
High School,41.0,6.93335261606218,5410.675929803994,F,Single,Urban,Mahasarakam,2.0,-0.4443033511890148,Yes
Graduate School,58.0,4.746098869817501,3689.5205135827136,F,Married,Suburban,Mahasarakam,1.0,0.5073320875254733,Yes
College,20.0,7.407283131902759,4741.714966060043,M,Married,Suburban,Udon,3.0,0.3582764706145187,No
High School,,6.179967548514586,4308.057103738337,F,Single,Suburban,Mahasarakam,4.0,0.554096120249105,Yes
College,43.0,6.506671892423783,5722.7537477285405,M,Single,Rural,Khon Kaen,7.0,-0.24008243849645217,No
High School,34.0,5.956300633610169,4143.925938605911,M,Divorced,Rural,Udon,4.0,0.4244323048036686,Yes
College,31.0,5.770403463872882,4411.361100943904,F,,Suburban,Udon,4.0,0.08334685821791274,Yes
College,21.0,7.316107864969689,,M,Single,Suburban,Udon,5.0,0.1476252252458625,No
Graduate School,37.0,5.652663174511105,4988.230237309423,M,Married,Suburban,Mahasarakam,3.0,-0.47208058403080033,Yes
Graduate School,29.0,5.838374038826326,4522.637034811793,F,Married,Rural,Khon Kaen,8.0,0.1976675365946548,No
Graduate School,27.0,,4622.625179415774,M,Divorced,Urban,Mahasarakam,3.0,-0.37768993037677234,Yes
Graduate School,34.0,5.571132497657302,4823.6037168422545,F,Divorced,Urban,Mahasarakam,4.0,0.20754426628864853,Yes
Graduate School,34.0,4.054507087730921,4281.405721197276,F,Married,Rural,Mahasarakam,3.0,-0.029974691687957765,Yes
Graduate School,37.0,6.047670806360597,,F,Single,Suburban,Khon Kaen,3.0,-0.4105219796024724,Yes
College,35.0,5.106152335312455,3747.730021404929,F,Married,Urban,Mahasarakam,5.0,0.4478744719038733,Yes
College,32.0,6.152680378433477,4959.314065104118,M,Married,Suburban,Khon Kaen,,0.04425448397962613,Yes
High School,23.0,5.504863329199348,5202.574189213143,M,Single,Suburban,Mahasarakam,5.0,-0.09864629890756463,Yes
High School,38.0,4.991021538740158,3468.3060253547915,M,Married,Rural,Khon Kaen,4.0,-0.6214416342615132,No
High School,30.0,6.271859998923317,5277.726408438306,F,Married,Suburban,Khon Kaen,4.0,,No
High School,38.0,8.617638359622724,4254.776110490344,M,Married,Rural,Udon,6.0,-0.16428665525549574,No
High School,41.0,,4720.065122707674,F,Divorced,Urban,Udon,2.0,-0.2647731428792768,Yes
High School,35.0,7.6310366488725485,5674.147967082625,M,Divorced,Urban,Khon Kaen,3.0,-0.2312855255389339,Yes
College,9.0,7.602537417016713,5518.218374423002,F,Divorced,Suburban,,6.0,-0.5838748701947368,Yes
High School,14.0,7.399157836974304,5118.490119938317,F,Divorced,Urban,Mahasarakam,6.0,-0.13801040286505808,Yes
College,26.0,5.074942649676598,6392.126778798394,F,Married,Rural,Udon,7.0,-0.09477109390629142,No
Graduate School,33.0,7.715158845760112,4676.454877494875,M,Married,Urban,Udon,6.0,0.20495774935119238,No
College,35.0,4.915837081817365,3968.1157404985765,F,Single,Rural,Mahasarakam,6.0,-0.5395963564049622,No
High School,32.0,6.3757850826966935,3905.1294507088523,M,Divorced,Rural,Khon Kaen,4.0,-0.7246623070701517,No
Graduate School,26.0,5.625759590402838,5209.565835347761,F,Married,Suburban,Khon Kaen,6.0,-0.3612304668293961,No
College,32.0,6.047686168970549,4549.752788301458,M,Divorced,Suburban,Udon,4.0,-0.007449375560890155,Yes
College,25.0,6.5300342349594365,3245.8468423813374,M,Divorced,Rural,Khon Kaen,5.0,-0.30951858997218723,No
Graduate School,38.0,6.031932770840612,4554.526210574042,M,Married,Urban,Khon Kaen,6.0,-0.019818540296497083,No
High School,39.0,6.289634275419051,5581.420784895019,M,Married,Rural,Khon Kaen,6.0,0.09052340813495338,No
College,,6.205499674516469,5176.649804139401,M,Divorced,Urban,Udon,3.0,0.08542858187812426,No
High School,34.0,7.127884909218443,6117.147026823914,M,Married,Urban,Khon Kaen,4.0,-0.14384818818760325,Yes
College,32.0,5.670398543488306,4366.218443454088,M,Divorced,Urban,Udon,4.0,0.08963189124424656,Yes
High School,27.0,4.81950728053177,3515.436418416532,F,Married,Suburban,Mahasarakam,7.0,-0.7651129932441395,No
High School,34.0,6.307472780931746,5580.102865404954,F,Single,Urban,Khon Kaen,3.0,0.2103341212010371,Yes
High School,40.0,5.48137542152117,3745.9810045042473,M,Divorced,Suburban,Mahasarakam,3.0,0.3826365462854298,Yes
High School,37.0,5.033136118592317,3899.9631491661885,M,Divorced,Urban,Udon,6.0,0.9314106257263436,Yes
College,26.0,5.861747219135562,4475.876424102456,F,Married,Rural,Udon,4.0,-0.3428646737678692,No
Graduate School,23.0,6.528205476478075,3778.3940988124473,M,Married,Suburban,Udon,4.0,-0.2854232529880575,No
Graduate School,41.0,6.13367006087387,4499.133917258286,F,Single,Suburban,Mahasarakam,2.0,0.21771097903776088,Yes
High School,39.0,5.118836442040572,7474.317139108423,F,Married,Rural,Khon Kaen,6.0,0.6629673906418372,No
Graduate School,37.0,4.048049463915143,3196.2506178470194,M,,Urban,Khon Kaen,3.0,0.4355450983186107,Yes
,46.0,6.645973155546324,4763.186707001303,F,Single,Rural,Udon,5.0,0.01943503989438862,No
Graduate School,45.0,4.97066117854901,4190.771660498387,F,Married,Suburban,Khon Kaen,7.0,,No
Graduate School,33.0,6.284712612713074,,F,Divorced,Urban,Khon Kaen,4.0,0.1982508896881786,Yes
