Gender,Household Income,Age,Brand Royalty,Marital Status,Subscription score
Male,111405.16025800402,59,45.85487793942636,Divorced,59.432162526321676
Female,99141.17073230207,56,53.31988462334398,Divorced,60.08503446648927
Male,179320.06871204235,28,73.96983810600588,Single,71.42220750597016
Female,106576.01920201651,55,42.52304771107502,Married,60.03791170217674
Male,156412.54102503712,38,7.801554371479533,Married,5.569737765203541
Female,163663.65618180812,35,9.516005123077875,Single,16.220906870895554
Male,99881.452401425,58,59.6178361659876,Divorced,57.42812493227724
Female,176451.1739757921,27,90.60416066144549,Married,79.21291242244442
Male,165831.06955335435,38,9.156808558214323,Single,-0.5107634747666818
Female,149979.5280192958,37,10.067543690657203,Married,-0.4423376492037576
Female,48646.88609385351,68,46.57054959642118,Divorced,56.762461700130174
Male,118850.65794121301,36,18.063991926338815,Single,11.81034114041871
Female,121325.08339218957,42,84.92953981016778,Divorced,96.87284869385404
Female,152809.91796974212,39,11.762973396029295,Divorced,14.351949161187859
Male,123252.33803635639,40,76.83335253084319,Divorced,77.18237879549342
Male,152082.5159192537,40,7.600297321354212,Single,3.3835447905610385
Female,94668.99196084002,53,47.64402352264062,Married,42.17188484684468
Female,113944.38836716223,62,44.967404559622736,Single,37.18927055254373
Female,132880.71610607178,39,84.46281626169377,Divorced,82.63655222685573
Male,118520.87946784165,39,19.859136200299904,Single,24.291801249834542
Female,131376.38759906092,39,26.702519279645678,Single,20.46926780787126
Male,125315.33673645221,41,92.81266437845136,Divorced,88.65158309315437
Male,106116.24696980324,61,52.49443293641233,Married,69.33731132005477
Female,48911.16623052617,76,45.60936136679466,Married,48.44185228748535
Male,200000.0,25,79.74199392757774,Divorced,86.51888969659461
Male,184407.2381520896,25,86.26543420980234,Single,98.93053932962724
Female,148170.64323439763,39,11.19954602566996,Single,1.3413755221958343
Female,178179.95071578538,29,80.81691676747786,Divorced,87.58614318396786
Male,37273.66552491431,73,40.51321554610876,Married,45.58736675501658
Female,176272.86088770395,23,88.99997019393507,Single,91.05866585730902
Male,160924.7891307932,36,11.944069994455127,Single,-3.1427569884586024
Male,122007.1142189625,40,31.09421513893897,Married,28.246260625385535
Female,105746.71989199989,59,50.84858657118407,Married,60.38741703945343
Male,50559.25922370548,72,45.45868501423193,Single,51.03553017556106
Male,109173.8076964425,58,48.19074759360682,Married,40.10442524316683
Female,158751.12262709037,37,15.50482966863899,Single,18.165361698273223
Male,118984.609812946,34,19.290516755621674,Divorced,18.749864944363416
Female,183896.3306347435,29,85.4872422493041,Married,84.72562089133076
Female,92675.5680466951,58,51.55706881386933,Single,56.18161080530268
Female,165510.60295343547,43,11.192227028805476,Divorced,-14.530124943141846
Male,166741.20410794788,36,7.3434553148674055,Married,16.883078976461302
Female,152849.58222286112,37,3.6561464710192197,Single,6.838742297398083
Female,151903.42936143524,40,8.440530705532318,Married,4.805569958542993
Female,160824.136486553,42,5.109580736964759,Married,11.74060515067367
Male,47064.096926995815,68,41.92245287379957,Married,49.67832359100426
Female,99981.98930244708,60,52.916377470410325,Single,45.33544454819635
Female,49327.1183296661,72,43.97583206735408,Divorced,39.07576022877147
Male,45548.79077945514,68,38.70994061704869,Married,41.88328020970892
Male,176027.94891062862,25,93.56702235865924,Single,89.79745046163374
Male,133459.52656131255,40,85.8057568827978,Single,75.63306194904794
Male,122072.41869848139,40,20.28393207665325,Married,5.272053834395884
Female,126788.35024351788,36,83.67929584788465,Married,82.69928669561735
Female,157398.38947964285,32,2.226538057705362,Single,9.334311011571096
Female,158789.68510372238,39,5.958613439202061,Divorced,16.083904398718985
Male,169681.73580609367,36,6.155246322936563,Single,7.082313634245766
Female,100482.34798451232,59,44.26459311989821,Single,45.08281072998095
Female,112846.56556363427,32,32.1374591004853,Married,24.59432930709411
Female,182990.18013871735,21,81.55751968340832,Divorced,87.57200452915937
Female,158742.7501926272,41,13.007534938744058,Single,15.403781040527186
Male,101471.56313673242,60,48.31539149400626,Single,40.88778505508976
Male,114933.96706028555,37,21.224882740410063,Single,11.369176686803067
Female,99589.37864123587,55,50.13367688883509,Married,74.58045078525123
Male,179953.16034651437,24,91.37312982150775,Divorced,85.0684393802951
Female,134963.81313709222,36,26.88392279144431,Divorced,28.097804869622948
Male,42434.62525791413,74,42.638528238571965,Divorced,56.881967226358626
Male,180424.72986043274,26,81.39272743393376,Divorced,76.55070535776169
Male,179974.5542526828,26,88.63607519820513,Married,81.08557775177998
Female,115710.30651273322,58,42.06158538217585,Divorced,44.287089504288645
Male,179285.07820898376,25,79.64784097553523,Married,68.90355579182594
Female,174888.55145687988,27,86.20731105663961,Married,83.74060739485077
Female,43148.12245452264,72,44.66825048389227,Divorced,50.258331156896816
Male,39303.76785509898,69,43.20261381918617,Married,31.465948323465717
Female,52772.35379541319,73,42.00626873321986,Single,49.11602666052699
Male,92602.21145800053,60,51.83506508673149,Divorced,57.11899442851977
Male,191074.438656344,25,85.23946201016469,Single,103.26324146496944
Male,195121.92212868744,32,84.41595782404667,Married,72.56488239793534
Female,172850.6077576441,43,7.404662168875994,Single,16.237355003256567
Male,41197.220544003445,72,44.574192699272864,Single,66.39020860306861
Male,117295.76568838625,58,56.21526729676842,Single,45.90328392001343
Male,179093.81071227085,25,87.23350015311348,Married,90.92268633804608
Male,168964.0769620867,37,9.553337515068044,Divorced,36.45414415438915
Female,124325.97906295066,38,89.23268770911388,Divorced,83.10513824909154
Female,162642.44197082688,34,18.61285237238386,Divorced,13.694271712550435
Female,190649.61643106665,23,89.42894749644029,Divorced,84.24772201946404
Male,126200.48623904833,38,82.16996744870764,Divorced,76.39795560996859
Female,52321.28134157997,69,41.70721565606892,Married,26.40978853698601
Male,134037.2106193607,35,22.193831220057767,Single,5.323656092733888
Female,132292.54998527427,34,25.69471900446114,Single,34.620850221131306
Female,166730.6782966678,23,93.72084496828803,Married,104.1741761630299
Male,155636.82767553223,32,13.231214709049013,Divorced,13.764976462064489
Male,186395.55564555843,24,86.8990728648405,Divorced,80.08587316196699
Female,41027.73148883987,65,49.495922042112824,Married,45.72245934069708
Female,126800.03611096593,32,81.92146018713905,Single,84.01501083720198
Female,38185.287271406196,71,42.85236198121278,Married,52.347769070199305
Female,186673.12559636054,30,78.06455863354986,Married,70.06346340871819
Female,137002.58314508898,38,19.723914073549363,Single,10.341129959629116
Female,181370.03096818103,24,95.44942540678795,Married,110.37359835074126
Male,97412.94737386347,59,50.857425395805485,Single,44.979191341927994
Male,92850.12155385158,60,50.41262095150262,Single,35.1327309605897
Female,121139.32143834772,39,27.389333881635462,Divorced,23.280021458871907
Female,46983.089123327285,72,39.037396303467844,Divorced,36.25242760448496
Female,150939.94073356828,40,14.170044644920395,Single,3.185752683744985
Female,51676.69678882729,75,41.107328265988464,Divorced,52.19116136012562
Female,122392.69129922093,39,26.079748591500202,Single,33.861294487563214
Female,185115.41609400907,29,77.14463496866954,Divorced,69.33178300717107
Female,122876.69665466814,40,25.91737730260742,Single,18.08432991616271
Male,129012.31021201963,37,86.06343176980184,Single,71.79477086020412
Female,176465.71373601828,24,82.49458172370336,Divorced,89.15118268058036
Male,123431.51132869345,35,84.32750819618789,Single,92.31821734250899
Female,43093.44281548148,74,43.09289296518176,Married,46.44206557854665
Male,150903.95156496207,33,1.6252720041480302,Married,20.68812049962183
Female,101921.85990787193,58,49.82176714593487,Divorced,35.223867109361755
Female,108367.82119972292,58,49.143115015607876,Single,49.513204703425735
Female,167791.89856517472,39,6.571413858575731,Single,-3.2161215704998494
Female,115873.20555079769,61,49.80419778415805,Single,40.323587336202536
Male,41820.05255557179,69,38.37769904529141,Married,40.90768882253781
Male,106513.22048461775,64,46.04930459499466,Single,37.14466245253564
Male,110276.7121627238,42,97.81015716593085,Divorced,93.87502427941426
Female,165322.15458519856,41,14.037497614224158,Married,19.242403105003323
Female,157403.2339354204,38,8.760945878131167,Married,18.513174599885488
Female,106940.8047244707,62,49.792562345257586,Married,53.011997854915215
Male,102062.89232947642,61,36.37649630243169,Divorced,29.743152577973717
Female,143005.58498175873,36,91.76433228070643,Married,103.42632940863896
Female,104883.92127940874,60,45.53374331089304,Divorced,50.303863796949514
Male,89536.80658629238,56,52.52313802434138,Divorced,33.04755745452985
Male,150912.68516454415,35,8.858735749510238,Divorced,6.232641383523994
Male,42977.11123034981,71,42.2284254028815,Single,35.26627082627423
Female,101175.39916114135,59,51.09934485618053,Married,43.44666147574217
Female,123011.80874382195,34,85.52093833577989,Single,101.6644566157114
Male,171265.77602702286,25,86.72376931236681,Married,79.90535521118711
Female,117688.20610271847,37,82.82513660285852,Married,82.55112181243932
Male,152197.56568234632,40,10.919932283928887,Divorced,11.020413883252479
Male,124789.57774661554,41,31.869353004708053,Divorced,25.37901604179003
Male,109646.74332589911,67,48.94477840304431,Married,46.102676465036964
Male,96672.16563741218,58,50.609197464622845,Divorced,42.65603253853527
Female,164912.10696483369,42,13.734342526028449,Divorced,14.56018120864357
Female,95352.47235295386,62,50.00071366324922,Married,46.63463067659361
Female,97393.86137740304,56,44.18075635426398,Divorced,40.48147432563699
Male,159526.62791820377,43,14.358446194895642,Married,13.434100947900072
Female,114638.23250708483,37,89.04591747481179,Single,91.1206610429578
Male,94728.05692908028,52,54.63714482069891,Married,40.01674420077899
Female,177259.12501925515,28,82.23650708131545,Single,75.3191046424545
Male,89601.71128088929,53,47.36324924374156,Single,48.081918228578324
Female,42705.30273525065,70,49.952365323354705,Divorced,49.48525446631376
Male,44131.804356876426,69,49.59737927330274,Married,47.786834023571345
Male,138310.2838974553,37,11.292196180338244,Divorced,-1.481437704348739
Female,47547.259559852595,72,42.900418900737186,Divorced,30.665668681524128
