Education Level,Marital Status,Gender,Age,Years with Company,Location Code,Online Activity,Annual Income,City,Brand Loyalty,Renew
Graduate School,Divorced,M,49.0,5.0,Urban,5.663211537685518,47927.07818723295,Osaka,0.2919379667197529,Yes
Graduate School,Divorced,F,54.0,,Urban,6.38708016851749,42149.666581023506,Kyoto,0.4683884404337098,Yes
Graduate School,Married,M,50.0,2.0,Rural,4.710988732855727,85198.77639170547,Osaka,-0.18654042390118425,No
College,Married,M,58.0,3.0,Rural,4.893347041084642,53629.28258352137,Osaka,0.0014024339874932207,No
High School,Divorced,M,53.0,8.0,Suburban,3.822545319048044,35292.99226751822,Tokyo,0.6176995826371126,Yes
College,Married,F,39.0,6.0,Rural,4.985272926334173,74976.61135032779,Osaka,-0.4053877344567537,No
College,Married,F,46.0,7.0,Urban,6.0923106306796955,37235.3301104378,Kyoto,0.060637024592618015,Yes
,Divorced,M,48.0,5.0,Urban,5.278633527843907,43837.983870356824,Tokyo,0.24838915796218194,Yes
College,Divorced,F,45.0,5.0,,7.252234407907801,67541.55747401567,Kyoto,-0.3800669904996399,No
College,Divorced,F,39.0,4.0,Urban,5.61093737176668,54930.86001490645,Tokyo,-0.020750616278336464,Yes
College,Divorced,M,36.0,3.0,Urban,6.299434760570323,56293.159484886884,Osaka,-0.18118687908144065,Yes
Graduate School,Married,F,54.0,5.0,Urban,4.443750197859666,43340.16458827566,Kyoto,0.6000321565911948,Yes
College,Single,M,55.0,1.0,Suburban,5.502079785952217,51265.34933148786,Osaka,-0.05641531110240053,Yes
Graduate School,Divorced,F,43.0,3.0,Urban,5.008450537011069,42839.85011869657,,0.00936058195878553,Yes
High School,Married,F,30.0,7.0,Rural,7.482955118452117,66856.83395855967,Osaka,-0.3683474885074958,No
Graduate School,Divorced,M,42.0,3.0,Suburban,4.718375304036755,42216.126744458634,Tokyo,0.3266283964150242,Yes
High School,Divorced,M,43.0,6.0,Urban,7.237712084117248,54581.93584909134,Kyoto,-0.10998747193891434,Yes
Graduate School,Divorced,,48.0,4.0,Suburban,5.233114217663485,48906.81463687942,Kyoto,0.5714519807147762,Yes
Graduate School,Divorced,F,52.0,5.0,Suburban,6.446272574170468,56342.8026625305,Tokyo,0.6624945204364054,Yes
College,Divorced,F,40.0,6.0,Rural,7.12408973885679,58511.17494790889,Kyoto,0.2593632721913809,Yes
,Single,M,44.0,4.0,Urban,3.588236400298484,34497.661867853996,Kyoto,0.4887822282853146,Yes
High School,Single,M,54.0,5.0,Urban,6.049494416350438,44402.07418146922,Osaka,0.7432805325359224,Yes
College,Single,F,54.0,5.0,Urban,4.1991493389199315,24833.48539469808,Osaka,0.32822994256554194,Yes
College,Single,M,40.0,2.0,,4.744972020837304,62703.67905155336,Osaka,0.5214641876701402,No
Graduate School,Married,,66.0,5.0,Urban,5.448206508586995,31060.09148986289,Kyoto,0.11734967356136586,Yes
Graduate School,Single,M,49.0,9.0,Rural,5.453377251020122,50802.73855203283,Kyoto,0.6262266470915842,Yes
High School,Married,M,54.0,5.0,Suburban,6.019841046330332,49538.749964519244,Osaka,-0.9187360403998166,No
Graduate School,Married,M,55.0,4.0,Rural,4.16885797008017,39266.137870724924,Osaka,0.39750458734637706,No
Graduate School,Divorced,F,41.0,3.0,Urban,5.357734877761735,40638.17772222914,Tokyo,-0.05751909630513341,Yes
College,Divorced,,47.0,5.0,Suburban,6.508069879688091,45211.869714749904,Osaka,0.13783803988853305,Yes
College,Single,F,48.0,4.0,Suburban,8.297909976815525,39853.963840776494,Kyoto,0.5120270492118385,Yes
College,Divorced,F,65.0,3.0,Urban,5.814174720864173,37238.639698765204,Osaka,0.6328949711857734,Yes
College,Married,M,35.0,5.0,Rural,4.9656705271451145,45235.327916431124,Kyoto,0.10394525820035012,No
Graduate School,Divorced,F,43.0,7.0,Urban,8.682034717910009,35708.98300357314,Kyoto,0.30199538366926615,Yes
College,Divorced,M,57.0,4.0,Urban,3.1940309782734704,31262.29830969263,Osaka,,Yes
Graduate School,Divorced,F,45.0,4.0,Rural,7.413590347209357,46058.16903715205,Tokyo,0.199950111225525,No
College,Divorced,F,29.0,5.0,Urban,6.23187730674805,44933.1730650339,Osaka,-0.033863576955428604,Yes
High School,Single,F,52.0,4.0,Urban,7.53773660263346,37086.15310539554,Tokyo,0.3203242207785332,Yes
College,Single,M,61.0,4.0,Suburban,6.576013599400766,48696.91840624139,Osaka,0.5568517208032668,Yes
High School,Single,M,47.0,2.0,Suburban,3.768417335619191,52992.77836433036,Kyoto,-0.147905954752797,Yes
Graduate School,Married,F,48.0,5.0,Rural,5.03685119531117,57568.27591930349,Osaka,-0.6700037350382899,No
College,Divorced,F,45.0,6.0,Suburban,7.147504108919136,43332.99813218236,Tokyo,0.7566115455538589,Yes
College,Married,M,,3.0,Suburban,3.837216183095685,61803.52014994438,Kyoto,0.5628138035192467,No
College,Divorced,M,39.0,6.0,Urban,6.9118939900156615,68789.23079980568,Osaka,0.26352914640999203,
,Single,F,57.0,3.0,Suburban,5.405652103556173,60143.66582624214,Kyoto,0.42944804132309317,Yes
High School,Divorced,F,63.0,1.0,Urban,7.804015479008829,44160.683538477366,Osaka,0.7985808633206057,Yes
Graduate School,Married,M,49.0,5.0,Rural,4.877646762454896,70286.9830115579,Tokyo,-0.4541933165636659,No
College,Single,M,54.0,5.0,Rural,6.468345559571096,,Tokyo,-0.366244799359789,Yes
Graduate School,,F,54.0,6.0,Suburban,2.4016030377444713,41356.96946449665,Osaka,0.1385810788602703,Yes
Graduate School,Single,M,48.0,5.0,Suburban,8.77919596388949,51297.10439213438,Tokyo,0.6160496639486607,Yes
High School,Single,F,52.0,,Suburban,5.479289149821885,53274.57696115803,Tokyo,-0.04510691452335375,No
High School,Divorced,F,55.0,2.0,,6.264743392084174,32663.915758807045,Osaka,0.20797880323174245,Yes
College,Divorced,M,66.0,5.0,Rural,3.676778521334706,62608.852017257275,Osaka,0.197865676572932,No
Graduate School,Divorced,M,42.0,5.0,Urban,5.9700665463331575,43390.044744181876,Tokyo,-0.19286716068725585,Yes
Graduate School,Divorced,F,49.0,5.0,Urban,6.0411455485462975,35957.40242675696,,-0.19880832511183977,Yes
High School,Divorced,F,53.0,5.0,Suburban,8.17940122762077,60201.556376676184,Osaka,0.2876224450288745,Yes
High School,Divorced,F,44.0,3.0,Rural,8.245540065272436,46915.294302097696,Kyoto,-0.19838807889819216,No
College,,F,51.0,2.0,Suburban,4.511631162352266,65573.98713284163,Osaka,0.2351411926259385,No
College,Single,F,40.0,6.0,Urban,4.8522148356707815,40903.8841612466,Tokyo,0.03668044931720428,No
Graduate School,Married,F,43.0,4.0,Suburban,5.807351206854377,49764.32353806183,Tokyo,0.49613885692174325,No
Graduate School,Divorced,F,48.0,6.0,Urban,5.314498242649776,39851.811274396765,Kyoto,0.3043525636680951,Yes
College,Married,M,55.0,6.0,Suburban,5.111656696048856,34681.91478053057,Kyoto,0.2837318393243368,Yes
High School,Married,M,43.0,6.0,Suburban,6.703462003842455,50041.37711090394,Osaka,-0.35189756666034094,Yes
High School,Divorced,M,,5.0,Rural,5.401704473086118,57904.84193920283,Tokyo,-0.3480128589468072,Yes
,Married,M,54.0,7.0,Urban,5.545880463276278,49646.820783797986,Osaka,0.959026592536433,Yes
High School,Divorced,F,51.0,2.0,Urban,6.420915633905851,45623.56811046954,Osaka,1.1355915523215188,Yes
High School,Divorced,M,59.0,6.0,Urban,6.7335478859290685,43134.11898604855,Kyoto,0.699802741034529,Yes
Graduate School,Single,M,44.0,6.0,Suburban,6.468651046278226,45752.07001457444,Kyoto,-0.07817725827838792,Yes
High School,Single,F,50.0,7.0,Urban,6.837203023206691,37869.09488504398,Tokyo,0.8115536391056255,Yes
College,Divorced,M,48.0,2.0,Urban,5.157896460659483,47604.435956607434,Tokyo,0.7831864862045761,Yes
High School,Single,M,47.0,4.0,Rural,6.203802025921552,35324.19551131079,Osaka,0.4106190513806576,Yes
Graduate School,Married,M,46.0,2.0,Urban,5.108616135191211,40767.108272591504,Kyoto,,Yes
High School,Divorced,F,59.0,4.0,Urban,4.062319993355974,80764.57733865295,Kyoto,-0.32958617210676466,No
High School,Single,F,55.0,2.0,Suburban,4.944319725644047,39879.92745549564,Osaka,0.40191968842292697,Yes
High School,Divorced,F,38.0,6.0,Suburban,4.348440392697388,48569.009015760166,Osaka,-0.4413129177102574,No
High School,Divorced,F,50.0,5.0,Urban,6.158849938956133,48261.39853092009,Tokyo,0.1876469445059405,Yes
High School,Divorced,F,53.0,6.0,Rural,6.696482310426325,65140.63698787641,Tokyo,-0.7594368177322083,No
High School,Single,M,45.0,4.0,Urban,7.974261636227782,43399.00663907265,,0.7974608735262828,Yes
High School,Married,F,54.0,4.0,Rural,3.886296488483986,46845.30979990171,Osaka,0.2970402910852288,Yes
Graduate School,Divorced,M,50.0,2.0,Urban,5.35517198705875,35931.63742218421,Tokyo,0.30790331332050797,Yes
College,Married,F,47.0,4.0,Suburban,4.482513345944828,73668.99873102744,Kyoto,-0.3779692149468382,No
High School,Divorced,M,51.0,5.0,Suburban,4.669404245871922,37432.20594909619,Osaka,0.13854385324569107,No
College,Married,M,45.0,6.0,Rural,5.611460638730695,70449.33199117455,Kyoto,-0.038242924421936164,No
Graduate School,Divorced,M,56.0,4.0,Urban,4.045026589122472,46286.40573827549,Tokyo,0.5979806802401679,Yes
College,Married,,43.0,6.0,Suburban,5.028244540182212,39641.27762231603,Kyoto,1.0128630076590421,Yes
High School,Married,M,58.0,6.0,Urban,5.6465242395928845,54323.87751975958,Tokyo,0.20330203525584298,Yes
College,Divorced,F,52.0,6.0,Rural,7.9644018014618165,55164.11586426105,Kyoto,-0.4077348429018812,Yes
Graduate School,Single,F,38.0,6.0,Suburban,5.925798425095827,31922.290270214846,Osaka,-0.1526102934643614,Yes
Graduate School,Single,M,48.0,3.0,Rural,6.534970829017324,59842.5193971082,Osaka,-0.022481649076202537,No
College,Married,M,56.0,6.0,Rural,6.310601669915531,58137.03830506929,Osaka,-0.5552385919083839,No
High School,Single,M,51.0,4.0,Urban,6.3670419706469605,43294.960276753874,Tokyo,0.06555439021894402,Yes
Graduate School,Divorced,M,46.0,5.0,Suburban,5.567628542306783,55399.91458242665,Osaka,-0.3332833723179978,No
College,Single,M,54.0,2.0,Urban,4.743800528611459,51060.85347441293,Kyoto,0.18734072479861863,Yes
Graduate School,Single,F,48.0,4.0,Rural,5.28830020914636,49738.1548465435,Tokyo,0.22408236169768977,No
College,Married,M,64.0,2.0,Suburban,5.590152719886824,47317.306219790706,Tokyo,-0.6467942463507966,No
College,Divorced,M,46.0,8.0,Suburban,6.046897013326667,51334.589787537865,Tokyo,0.17649661986852633,Yes
Graduate School,Single,F,55.0,3.0,Suburban,6.090683074924898,38387.637995921636,Tokyo,0.6727620336841862,Yes
High School,Single,M,54.0,5.0,,4.513410648905081,56115.11360935104,Osaka,-0.5080415889659238,No
College,Divorced,M,63.0,7.0,Urban,6.7737778508125235,35092.32290098475,Tokyo,0.26497952327904006,Yes
High School,Single,F,63.0,3.0,Suburban,6.909213315591799,55207.07128249667,Tokyo,0.9344428224889614,Yes
High School,Single,F,47.0,6.0,Suburban,7.177172975878144,29294.937225343685,Kyoto,-0.42325955062709186,No
High School,Single,F,40.0,5.0,Rural,5.492434454939292,50861.747324121934,Kyoto,-0.16654219073528703,Yes
High School,Married,F,44.0,8.0,,6.2038017392495615,49469.25025353995,Osaka,0.3967149152466286,No
,Married,M,,4.0,,3.5501383817244765,59808.922477414075,Tokyo,0.8022252812395444,
Graduate School,Married,F,,6.0,Suburban,5.766718328427097,63673.40064544148,Tokyo,0.004839560503585819,No
Graduate School,Married,,51.0,2.0,Urban,4.760416277519252,43940.713629539794,Tokyo,0.11168844035916785,Yes
High School,Single,M,,3.0,Urban,5.059498911073393,36801.13511370001,Kyoto,0.19979930085661415,Yes
Graduate School,Divorced,F,50.0,4.0,Urban,4.231908660344466,46772.48742248729,Osaka,0.4935089645196493,Yes
College,Single,M,40.0,4.0,Suburban,7.384722631200233,44516.27665861382,,-0.7985090513902908,Yes
High School,Divorced,M,42.0,7.0,Urban,4.770929852580627,,Tokyo,-0.030000015176825656,Yes
College,Divorced,F,43.0,4.0,,4.547849212193788,47420.28024980508,Osaka,-0.6060767320795716,Yes
High School,Married,F,48.0,6.0,Rural,8.165859104323673,50227.00556513089,Kyoto,,No
High School,Divorced,,45.0,5.0,Suburban,5.339866910665182,41309.36030120102,Kyoto,-0.23703243014186826,Yes
Graduate School,Divorced,F,44.0,3.0,Urban,5.889277031858089,36556.65267047988,Kyoto,0.6391716622477326,Yes
High School,Single,M,51.0,6.0,Suburban,,43349.18240051903,Tokyo,0.368248229488951,Yes
College,Married,F,51.0,3.0,Rural,5.2893260150414365,64689.26951164007,Osaka,-0.4691544817009008,No
College,Divorced,M,50.0,7.0,,5.6125045124309505,49113.6997518568,Tokyo,0.29427318576108374,Yes
High School,Single,M,49.0,2.0,Rural,6.179352953418453,56537.36236593352,Osaka,0.07999727065301823,Yes
Graduate School,Single,M,48.0,4.0,Suburban,5.670644339825321,55673.906904654476,Tokyo,0.5246231287483376,No
College,Divorced,M,48.0,5.0,Suburban,7.6835913477059155,45476.6152121069,Osaka,0.2322426669561259,Yes
College,Single,M,49.0,,Urban,4.947930900008011,49124.66033469147,Kyoto,1.1574385490225363,Yes
Graduate School,Single,F,41.0,2.0,Suburban,6.946816338387117,52042.14715285445,Osaka,0.22761982156517158,Yes
High School,Single,F,,4.0,Urban,6.222289092188003,41734.752695526266,Kyoto,-0.15115926485747055,Yes
High School,Married,F,64.0,5.0,Rural,4.378909448012096,62203.520211485265,Osaka,0.06515392567923513,No
Graduate School,Divorced,M,49.0,7.0,Rural,5.18058585707851,45315.29506568402,Osaka,0.5650501361764991,Yes
Graduate School,Single,F,53.0,3.0,Rural,6.989636764398164,64548.7781165248,Kyoto,1.1949502219738537,No
High School,Single,F,66.0,5.0,Urban,4.892536222362823,36086.56174295691,Tokyo,0.28028207230242197,Yes
High School,Single,F,49.0,6.0,Suburban,4.46261808593955,61361.74081984346,Tokyo,-0.5641167154843506,No
,Single,M,63.0,4.0,Suburban,6.404546506285876,48268.16423203481,Tokyo,0.957535323411521,Yes
College,Divorced,F,,5.0,Urban,4.710756061441578,55054.37779292466,Osaka,0.24887974090157503,Yes
High School,Divorced,F,57.0,6.0,Urban,7.071828104783382,42698.7027456362,Tokyo,1.123223001801153,Yes
High School,Divorced,M,53.0,3.0,Rural,5.853160837965818,72208.16303506825,Kyoto,-0.28727093616379923,No
High School,Married,F,68.0,2.0,Rural,5.429570888909966,34753.59353931383,Tokyo,0.6483096413701299,No
College,Married,F,49.0,6.0,Suburban,5.308667566928438,63855.72616307731,Osaka,-0.030154496090504163,No
College,Single,M,55.0,5.0,Rural,5.532294925408587,49698.24991844956,Osaka,0.5900646762089243,Yes
College,Single,F,63.0,5.0,Suburban,5.912666964144202,44210.36048240406,Kyoto,0.06058417480301597,Yes
Graduate School,Single,F,37.0,8.0,Suburban,4.377200846992767,61849.15679907055,,0.31116575665631646,Yes
Graduate School,Married,F,60.0,7.0,Suburban,6.443934656948172,52985.182963045714,Osaka,0.5378892311720607,Yes
College,Divorced,F,47.0,5.0,Urban,5.615564777743439,49632.11960985994,Tokyo,0.31651989687567583,Yes
Graduate School,Married,M,45.0,6.0,Rural,4.854172106679529,62686.13638443748,Osaka,-0.19172048014666143,
High School,Married,F,58.0,5.0,Suburban,6.5126114061174025,,Tokyo,-0.35638678600166895,No
Graduate School,Divorced,F,39.0,5.0,Suburban,4.171795399944162,56029.14767109644,Tokyo,0.04072672602897133,Yes
College,Single,M,46.0,5.0,Rural,6.166660073745752,45470.91908643241,Kyoto,-0.5060487417528035,No
High School,Divorced,F,47.0,2.0,Suburban,7.63055047895997,55847.78407815473,Osaka,-1.29907171714657,Yes
High School,Married,F,50.0,4.0,Suburban,6.511112647457652,73685.10961388347,Kyoto,-0.4826643165304164,
College,Married,F,55.0,1.0,Urban,4.389943923935186,41024.027103557106,Tokyo,-0.07393154976883831,Yes
Graduate School,Married,M,39.0,7.0,Rural,6.806957230486845,57881.22619370703,Tokyo,-0.42828101525290907,No
Graduate School,Divorced,F,48.0,5.0,Urban,4.813613325110659,37646.5206959176,Kyoto,0.28229065685364296,Yes
Graduate School,Married,F,34.0,5.0,Suburban,5.059779117626565,50559.518092008395,Kyoto,0.5023225944130847,No
High School,Single,F,44.0,5.0,Suburban,2.9766332504753907,45986.61783172201,Kyoto,0.14055653825491154,Yes
High School,Divorced,F,56.0,7.0,Suburban,4.188699439533659,64939.65344773143,Osaka,-0.43478973864273274,No
Graduate School,Married,M,55.0,5.0,Urban,4.434961061596174,51605.056323796554,Osaka,-0.3889326581028561,No
High School,Divorced,M,53.0,5.0,Suburban,7.026858381174882,64120.0544981054,Osaka,-0.4865670004249054,No
College,Divorced,F,45.0,6.0,Urban,7.527169507516962,29525.669945069247,Osaka,0.036373653343974466,Yes
Graduate School,Divorced,M,40.0,5.0,Suburban,5.446219420299898,65976.6869562745,Osaka,-0.7725336921848177,No
College,Married,M,58.0,6.0,Urban,5.759734879757334,42018.72036679351,Osaka,0.721020063542346,Yes
College,Divorced,M,62.0,6.0,Urban,5.754603248003188,43672.60348304081,Tokyo,1.2166749347894679,Yes
High School,Divorced,F,54.0,5.0,Suburban,9.780047690339316,33254.59304155229,Kyoto,1.3641901416173345,Yes
College,Single,M,43.0,3.0,Rural,6.595172968859775,49663.5136620878,Tokyo,0.24121471083799825,No
College,Married,M,64.0,1.0,Urban,5.6096358597496625,36375.310058476425,Tokyo,0.07294509436537396,Yes
College,Married,F,53.0,5.0,Suburban,4.721254941668522,53260.515185640084,Kyoto,0.5909905504726131,No
High School,Married,M,68.0,4.0,Rural,5.139510815991706,52262.525510037056,Osaka,-0.725421300497398,No
Graduate School,Single,M,55.0,2.0,Urban,4.375163829218671,45054.37186197685,Osaka,0.5536135204052908,Yes
High School,Single,F,54.0,5.0,Urban,5.491312122852718,50100.318925015876,Kyoto,1.4303450723738407,Yes
High School,Divorced,F,50.0,1.0,Suburban,4.255694262850294,50474.33593829679,Osaka,0.18310765512365806,Yes
Graduate School,Married,F,48.0,2.0,Rural,7.331621531676598,53081.536534401566,Kyoto,-0.5160642666056524,No
Graduate School,Single,M,60.0,4.0,Urban,6.343816633206591,38649.5599718635,Osaka,0.26985462180705955,Yes
College,Divorced,F,53.0,,Urban,2.382320199951526,45745.03762766756,Osaka,0.3895511490154302,Yes
College,Divorced,M,50.0,3.0,Suburban,4.732317003589119,57670.961742653984,Tokyo,0.9731191761959787,Yes
College,Single,M,37.0,5.0,Urban,5.348134449156536,39958.10556819382,Kyoto,-0.3450102060168622,Yes
High School,Divorced,M,60.0,1.0,Urban,7.609039870624537,43423.61715839829,Osaka,0.31149042528348597,Yes
High School,Divorced,F,44.0,5.0,Urban,6.793262133588575,38980.95508224515,Tokyo,0.4969875428843258,Yes
College,Single,M,53.0,5.0,Suburban,6.994820068151581,49028.48735583764,Kyoto,0.4972468571939895,Yes
College,Married,M,58.0,4.0,Suburban,4.492175877033591,61740.11745664104,Tokyo,-0.3080406355614932,No
High School,Married,M,36.0,6.0,Rural,7.369034085559811,74488.99188463177,Osaka,-0.2720721129726665,No
Graduate School,Married,M,50.0,4.0,Suburban,2.677203256619144,82863.87461308153,Osaka,-0.5352412932313863,No
High School,Married,M,58.0,4.0,Urban,6.740609785620695,47248.2437202172,Kyoto,0.9173751803268847,Yes
College,Divorced,F,59.0,4.0,Urban,6.213869029941202,41955.09283871035,Osaka,0.1463219346475441,Yes
Graduate School,Single,M,55.0,4.0,Urban,4.094136660938513,46632.37204372976,Osaka,0.909143535748668,Yes
High School,Divorced,M,50.0,4.0,Urban,3.287602231316424,25512.238878608052,Kyoto,0.7082008892859857,Yes
College,Single,M,41.0,4.0,Urban,8.208855339262467,49392.80350407961,Tokyo,-0.09256511512706309,Yes
College,Divorced,F,,5.0,Suburban,5.938025178968824,42598.91762269208,Kyoto,0.3987860716492559,Yes
College,Single,M,54.0,6.0,Urban,5.697040765670711,42196.12669580168,Tokyo,0.2801532080302557,Yes
,Single,M,46.0,2.0,Rural,4.714589855193874,63114.38394830441,Kyoto,-0.533876048538917,Yes
High School,Divorced,M,51.0,4.0,Urban,4.637820856461614,46300.188979315935,Tokyo,0.7044906759518135,Yes
High School,Divorced,F,48.0,3.0,Urban,5.197990683650575,37215.005088487116,Osaka,0.533954389640771,
College,Divorced,M,56.0,4.0,Suburban,5.895193831203681,53333.612582770176,Kyoto,0.1406866090466153,No
College,Single,M,55.0,4.0,Urban,7.075130899978568,48803.02447555106,Osaka,0.14392169766105467,Yes
Graduate School,Single,M,48.0,6.0,Rural,5.120382762300962,59937.99128262521,Osaka,0.275141624507549,No
College,Divorced,M,50.0,6.0,Suburban,7.884846574454441,45155.96566436257,Osaka,0.9822181658137742,Yes
High School,Married,F,42.0,6.0,Suburban,7.393812766784549,70247.05962272144,Kyoto,-0.17252679372205415,No
College,Married,F,58.0,6.0,Urban,4.41149265349192,42586.638615916796,Tokyo,-0.3940378274452183,No
College,Married,F,51.0,,Urban,8.021657903528595,36469.85339163889,Kyoto,0.005921927263900506,Yes
Graduate School,Married,M,60.0,6.0,Rural,5.005650609376539,76372.9517162655,Osaka,-0.712705440152394,No
College,Single,F,45.0,1.0,Rural,6.569513370013343,43521.84100478521,Tokyo,-0.5990962287171906,No
High School,,F,41.0,5.0,Rural,5.737200814980825,76067.84880321595,Tokyo,0.30552392968483644,No
College,Married,M,42.0,4.0,Rural,9.140784691725969,53529.3828036975,Osaka,0.13234722752275216,No
College,Single,F,38.0,6.0,Suburban,5.650018383674162,26255.35416237486,Tokyo,-0.038180230803450704,Yes
College,Divorced,F,33.0,7.0,Rural,6.648216707901345,65978.7798512021,Tokyo,0.05750748416341701,No
Graduate School,Single,M,33.0,4.0,Urban,4.950395603470449,50845.37475283374,Osaka,-0.3986516271797501,Yes
Graduate School,Married,M,37.0,6.0,Urban,5.468131802035794,62348.50640184297,Kyoto,0.42043522263837607,No
College,Married,M,59.0,5.0,Urban,5.315703155450493,51413.63840599993,Osaka,-0.2310178776945842,No
College,Divorced,F,47.0,4.0,Urban,5.045663634990217,48439.48347343547,Kyoto,0.20778560462428203,Yes
Graduate School,Single,M,65.0,4.0,Urban,4.539646785773319,44744.45293007579,Kyoto,0.5116419110359258,Yes
College,Divorced,F,55.0,,Rural,5.668407212441472,39929.33997314693,Kyoto,0.6121793706431133,Yes
Graduate School,Married,M,47.0,7.0,Suburban,4.970487696035635,53214.22661993376,Tokyo,-0.057426364550567016,No
Graduate School,Single,M,43.0,4.0,Suburban,6.649043231014891,50647.65779756286,Kyoto,0.3964617797278249,
College,Single,F,40.0,7.0,Urban,5.033208594638589,31355.600060907444,Tokyo,0.2665795409780888,Yes
High School,Divorced,M,55.0,4.0,Rural,4.689575895455843,59203.54966542384,Osaka,-0.486159334108605,No
High School,Married,F,56.0,6.0,Suburban,5.203008569663863,68344.69132902964,Kyoto,-0.2297782269137179,No
Graduate School,Divorced,M,58.0,2.0,Rural,6.636171678287625,61284.49953914279,Kyoto,-0.6657743761977584,No
Graduate School,Single,F,59.0,6.0,Rural,5.334127166614013,50330.748846224575,Kyoto,-0.9696576027959334,No
College,Single,F,41.0,7.0,Urban,2.9955472625392283,43443.5950876623,Osaka,0.40333693948668853,Yes
College,Single,F,56.0,0.0,Urban,7.5947317433033215,43962.747857076225,Osaka,0.48421500326830097,Yes
High School,Married,M,63.0,4.0,Urban,5.9503517553719165,32913.825019482465,Kyoto,1.1872750569244284,Yes
Graduate School,Divorced,M,,5.0,Suburban,4.380510911817094,41182.798608677585,Kyoto,0.40178067338925805,Yes
Graduate School,Single,F,53.0,3.0,Urban,5.7169542480451625,53937.17377119346,Osaka,0.18915030063001512,No
College,Single,M,48.0,2.0,Suburban,6.266719869012065,53205.317986974886,Osaka,0.003950991252664779,Yes
Graduate School,Divorced,M,50.0,4.0,Rural,5.798923930244446,35362.947388113214,Tokyo,-0.1630710304710805,Yes
College,Married,M,54.0,6.0,Rural,5.794709938814753,62868.72854652487,Osaka,-0.31236203283630154,No
College,Divorced,M,50.0,2.0,Rural,6.603854588117127,53124.430354313976,Kyoto,0.24629996439446744,No
College,Married,M,45.0,5.0,Suburban,6.516216262440037,75334.39249668567,Tokyo,0.13571336593589153,No
Graduate School,Single,F,43.0,3.0,Urban,5.404284662199738,56951.00373277068,Kyoto,0.384375426745496,Yes
High School,Married,F,52.0,5.0,Suburban,4.524272166777638,63660.5491882387,Tokyo,-0.9348914014013943,No
Graduate School,Divorced,F,48.0,5.0,Suburban,4.856211321675414,63496.828350650496,Tokyo,0.04816244748278581,No
Graduate School,Divorced,F,50.0,6.0,Urban,5.407593077653011,58872.67432097437,Tokyo,0.3443185630853758,Yes
High School,Single,,44.0,5.0,Rural,6.771089087814105,,Osaka,-0.10964507017456804,No
College,Single,F,41.0,6.0,Rural,4.741666018774438,68600.43935796745,Kyoto,0.2269861649148945,No
College,Married,M,50.0,2.0,Rural,4.222131695885928,40736.5256418631,Osaka,-0.02577752809666592,No
High School,Married,M,32.0,2.0,Suburban,6.770497708188901,52658.48344035027,Osaka,-0.0638057722903776,No
High School,Married,M,54.0,5.0,Suburban,5.008413815064925,59188.602081421865,Osaka,-0.3371669809410522,No
High School,Divorced,M,52.0,5.0,Rural,3.643315425487704,40040.3552732301,Tokyo,-0.24234588990838019,Yes
High School,Divorced,F,54.0,4.0,Suburban,5.3869970708565145,36779.008476677256,Osaka,0.2538131281106748,Yes
Graduate School,Single,M,,5.0,Rural,4.975532496691587,50547.36715291124,Kyoto,-0.9872835701020897,No
College,Divorced,F,45.0,5.0,Urban,4.519198224188246,35499.833349682995,Kyoto,0.5070447539924884,Yes
Graduate School,Married,F,39.0,5.0,Suburban,5.093606308648934,62886.89728404648,Kyoto,-0.03859610697603946,No
Graduate School,Married,M,55.0,2.0,Rural,5.106601064139633,66098.60082381243,Kyoto,-0.2514028701848029,No
Graduate School,Single,F,49.0,4.0,Rural,7.161640478614213,31442.302655330794,Kyoto,-0.39581953636772704,Yes
High School,Married,F,50.0,3.0,Suburban,4.505182747372286,45918.029574917346,Tokyo,-0.403370652721852,No
Graduate School,Divorced,F,38.0,3.0,Suburban,5.694565469200858,74921.09933126433,Kyoto,0.5598730036955155,No
High School,Divorced,F,52.0,3.0,Suburban,5.900480170727903,46340.34977063172,Tokyo,0.3463953204723441,Yes
High School,Divorced,F,50.0,6.0,Urban,5.353722994782114,52343.12618519048,Osaka,0.7000299692846003,Yes
High School,Single,F,58.0,5.0,Urban,5.5433612807097,25778.756431868125,Kyoto,0.48593505399253356,Yes
High School,Married,M,55.0,4.0,Urban,5.871674690884614,50721.85982966787,Osaka,-0.33255948903077515,Yes
High School,Divorced,M,55.0,5.0,Suburban,6.349494856942036,28379.345167942603,Tokyo,0.19730991281911353,Yes
High School,Married,M,71.0,6.0,Rural,6.049400782516335,47347.66242174761,,0.1888142719248233,No
College,Single,M,49.0,6.0,Urban,5.838490344885786,37015.3215830258,Tokyo,0.8461841804626274,Yes
Graduate School,Married,M,43.0,5.0,Rural,6.491857260101744,40500.74971490793,Tokyo,-0.049232477296443006,No
College,Divorced,M,53.0,4.0,Rural,5.4178894635415995,47966.88790122446,,-0.2310170340316401,No
High School,Divorced,M,47.0,5.0,Urban,6.772184517077726,51962.611957153924,Kyoto,0.285080930431583,No
Graduate School,Divorced,F,50.0,7.0,Suburban,4.67143747842508,28532.81424214213,Kyoto,0.3528546827575264,Yes
College,Single,F,66.0,6.0,Suburban,4.482555628691454,46042.4945492112,Osaka,-0.1672649063020642,
College,Single,M,62.0,4.0,Urban,4.0033215412805445,35465.91150988081,Kyoto,0.2988388232741085,Yes
